ID2,title,amenityfeatures,description,streetaddress,type,city,state,unclear_address,Year,unclear type or question,notes,Last Modified
227,AA Gay/Lesbian,,"(Pulaski Hts Presb Church) 664-7303 (AA#) mtgs 5pm Sun, 8pm Wed & Fri",4401 Woodlawn,Info Lines & Services,Little Rock,AR,,1992,,,4/25/2023 9:32pm
5445,Holy Trinity Community Church,,"827-5088, 11am Sun",4402 Roseland ,Religious Organization,Dallas,TX,,1992,,,4/25/2023 9:32pm
1112,"Now, Voyager",(IGTA),626-1169,4406 18th St.,Travel & Tour Operators,San Francisco,CA,,1992,,,4/25/2023 9:32pm
2349,AA Gay/Lesbian-New Town Alano Club,,"871-2003/271-6822 70 meetings a week, call for schedule",4407 N. Clark,Info Lines & Services,Chicago,IL,,1992,,,4/25/2023 9:32pm
506,Flex Complex,"(PC),(SW)","663-5858 24hrs, gym, jacuzzi",4424 Melrose Ave.,Gyms/Health Clubs,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
2361,Integrity Chicago,,"477-8920, 7:30pm first Fri",4450 N. Hermitage,Religious Organization,Chicago,IL,,1992,,,4/25/2023 9:32pm
5834,MCC Richmond,,(Friends Mtg House) 353-9477 worship 3:30 & 6:30pm Sun,4500 Kensington Ave.,Religious Organization,Richmond,VA,,1992,,,4/25/2023 9:32pm
5493,Dignity,,"283-8588 meets 7:30pm 1st Wed, call for info",4503 Bridge St.,Religious Organization,Ft. Worth,TX,,1992,,,4/25/2023 9:32pm
5380,Buddy's,"(MW),(NH),(F)","855-7502 3pm-2am, quiet lounge next door",4522 Weber Rd.,Bars,Corpus Christi,TX,,1992,,,4/25/2023 9:32pm
240,American Arcade,,"666-9925, 24hrs",4524 Asher,Erotica,Little Rock,AR,,1992,,,4/25/2023 9:32pm
5851,Charades,"(D),(F)","497-7788 5pm-2am, from 1pm Sun",4525 Columbus St.,Bars,Virginia Beach,VA,,1992,,,4/25/2023 9:32pm
508,M.B. Club,(PC),"669-9899 8pm-4am Mon-Fri, 4pm-5am Sat & Sun",4550 Melrose Ave.,Gyms/Health Clubs,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
5218,Trumps,"(MW),(D),(S),(F)","584-4884 5pm-3am, from 8pm Sat & Sun",4551 Kingston Pike,Bars,Knoxville,TN,,1992,,,4/25/2023 9:32pm
2800,4600 Books,,449-1443,4600 Dixie Hwy,Erotica,Louisville,KY,,1992,,,4/25/2023 9:32pm
5807,Cue Club,"(*),(D),(F),(S)","489-9740 patio & volleyball crt, 2pm-2am",4601 Killam Ave.,Bars,Norfolk,VA,,1992,,,4/25/2023 9:32pm
3765,Gipsy,"(*),(MW),(D),(YC),(S)","731-1919 10pm-6am, slots",4605 Paradise Rd.,Bars,Las Vegas,NV,,1992,,,4/25/2023 9:32pm
926,Bourbon Street,"(E),(P)","291-0173 11am-2am Mon-Sat, 9am-2am Sun, piano bar & jazz, patio",4612 Park Blvd.,Bars,San Diego,CA,,1992,,,4/25/2023 9:32pm
5495,MCC Agape,,"820 535-5002, 10:30am & 7pm Sun",4615 S.E. Loop,Religious Organization,Ft. Worth,TX,,1992,,,4/25/2023 9:32pm
337,Red Lantern,(*),251-5898 2pm-2am,4618 E. Belmont St.,Bars,Fresno,CA,,1992,,,4/25/2023 9:32pm
4999,Holiday Bar,"(*),(NH),(YC)","682-8598 4pm-2am Mon-Fri, from 2pm Sat & Sun",4620 Forbes Ave.,Bars,Pittsburgh,PA,,1992,,,4/25/2023 9:32pm
125,Bum Steer's,"(*),(L),(LV),(V),(AH)","Copperstate Leathermen home bar, Phoenix home of T.A.L.L., patio",4620 N. 7th Ave.,Bars,Phoenix,AZ,,1992,,,4/25/2023 9:32pm
974,Bravo News Magazine,,574-0566 weekly news magazine,4620 Park Blvd.,Publication,San Diego,CA,,1992,,,4/25/2023 9:32pm
509,Meat Rack,(PC),"669-9811 rooms only, 8pm-4am Sun-Thurs, til 6am Fri & Sat",4621 Santa Monica Blvd.,Gyms/Health Clubs,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
949,Gold's Gym,(MX),"272-3400 5am-11pm Mon-Fri, 7am-9pm Sat & Sun",4625 Mission Bay Dr.,Gyms/Health Clubs,San Diego,CA,,1992,,,4/25/2023 9:32pm
988,F St. Bookstore,,,4626 Albuquerque,Erotica,San Diego,CA,,1992,,,4/25/2023 9:32pm
5584,Stadium Book Store,,683-1886,4629 W. 34th,Erotica,Houston,TX,,1992,,,4/25/2023 9:32pm
3759,Angles,(LV),"791-0100 24hrs, slots",4633 Paradise Rd.,Bars,Las Vegas,NV,,1992,,,4/25/2023 9:32pm
3770,Neon Cafe,(MX),"791-1956 8am-8pm Tues-Sat, til 5pm Mon",4637 Paradise Rd.,Bars,Las Vegas,NV,,1992,,,4/25/2023 9:32pm
3762,Buffalo,"(*),(LV),(L),(V)","733-8355 24hrs, slots",4640 Paradise Rd.,Bars,Las Vegas,NV,,1992,,,4/25/2023 9:32pm
3780,Price Video,,"Ste. 11, 734-1342",4640 Paradise Rd.,Erotica,Las Vegas,NV,,1992,,,4/25/2023 9:32pm
1336,F St. Bookstore,,497-6042,4650 Boarder Village Rd.,Erotica,San Ysidro,CA,,1992,,,4/25/2023 9:32pm
5553,Spanish Flower Restaurant,,869-1706 24hrs,4701 N. Main,Restaurants & Cafes,Houston,TX,,1992,,,4/25/2023 9:32pm
4397,Security Travel Agency,(IGTA),527-8706/(800)366-8706 ,4705 Park Rd.,Travel & Tour Operators,Charlotte,NC,,1992,,,4/25/2023 9:32pm
4250,J. Bette Travel,(IGTA),Ste. 279-3872,4712 Ave. 'N' ,Travel & Tour Operators,Brooklyn,NY,,1992,,,4/25/2023 9:32pm
5618,Fifty-One Club,,362-9018,4721 Andrews Hwy.,Erotica,Odessa/Midland,TX,,1992,,,4/25/2023 9:32pm
2448,Man's World North,(PC),728-0400,4740 N. Western ,Gyms/Health Clubs,Chicago,IL,,1992,,,4/25/2023 9:32pm
998,Midnight Books,,582-1997,4790 El Cajon Blvd.,Erotica,San Diego,CA,,1992,,,4/25/2023 9:32pm
6048,Pivot Club,"(MW),(D),(V),(S)","730-0440 5pm-2am Mon-Thurs, til 2:30am Fri, 7pm-2:30am Sat, noon-2am Sun",4815 W. Prospect Ave.,Bars,Appleton,WI,,1992,,,4/25/2023 9:32pm
447,Dodd's Bookshop,,"438-9948 strong gay section; 10-10 Mon-Sat, noon-6 Sun",4818 E. 2nd St.,Bookstore/Retail Shops,Long Beach,CA,,1992,,,4/25/2023 9:32pm
2030,MCC King of Peace,,323-5857 10am & 7:30pm Sun,4825 9th Ave. N.,Religious Organization,St. Petersburg,FL,,1992,,,4/25/2023 9:32pm
5478,Eros Adult Book Store,,565-2929,4828 Montana,Erotica,El Paso,TX,,1992,,,4/25/2023 9:32pm
978,Huddle Up!,,225-0282,4835 Voltaire,Publication,San Diego,CA,,1992,,,4/25/2023 9:32pm
979,Mr.,,"225-0282 adult fiction, articles & nude photos, every 6 wks",4835 Voltaire,Publication,San Diego,CA,,1992,,,4/25/2023 9:32pm
980,Update,,225-0282 weekly news magazine,4835 Voltaire,Publication,San Diego,CA,,1992,,,4/25/2023 9:32pm
5018,MCC,,(Friends Meeting House) 683-2994 worship 7:30pm Sun,4836 Ellsworth Ave.,Religious Organization,Pittsburgh,PA,,1992,,,4/25/2023 9:32pm
3554,St.Stephen's United Community Church,,(Unitarian Church) 932-5765 worship 5pm Sun,4866 N. State St.,Religious Organization,Jackson,MS,,1992,,,4/25/2023 9:32pm
3547,Lambda AA,,"(Unitarian Church) 353-7611 (hotline #) 6:30pm Mon/Wed, 8pm Sat",4872 N. State St.,Info Lines & Services,Jackson,MS,,1992,,,4/25/2023 9:32pm
3667,Majestic Bar & Restaurant,(MX),361-2011 6am-1am,4900 Laclede,Restaurants & Cafes,St. Louis,MO,,1992,,,4/25/2023 9:32pm
5480,Venus Adult Theater,,& Books 566-8061,4912 Montana ,Erotica,El Paso,TX,,1992,,,4/25/2023 9:32pm
2025,Sharp A's,"(*),(MW),(D)",327-4897 3pm-2am,4918 22nd Ave. S.,Bars,St. Petersburg,FL,,1992,,,4/25/2023 9:32pm
632,Lodge,"(*),(D)",N. Hollywood 769-7722 noon-2am,4923 Lankershim Blvd.,Bars,Los Angeles,CA,,1992,,,5/19/2023 8:29am
2440,Different Strokes,"(MW),(NH)","334-8873 patio, 2pm-2am",4923 N. Clark St.,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
1360,MCC Ventura,,"659-9068, 6pm Sun",4949 Foothill Blvd.,Religious Organization,Ventura,CA,,1992,,,4/25/2023 9:32pm
1420,R&R Denver,"(NH),(LV),(CW)",320-9337 7am-2am,4958 E. Colfax Ave.,Bars,Denver,CO,,1992,,,4/25/2023 9:32pm
948,Dave's Baths,"(PC),(SW)","Ocean Beach 224-9011 24hrs, dry & wet sauna, spa, TV lounge",4969 Santa Monica Ave.,Gyms/Health Clubs,San Diego,CA,,1992,,,5/19/2023 8:29am
2498,Chelsea Books,,224-7000,5000 Gardner Expressway,Erotica,Quincy,IL,,1992,,,4/25/2023 9:32pm
4354,Gay 12 Step,,463-5011 7:15pm Fri,5001 E. Fayette St.,Info Lines & Services,Syracuse,NY,,1992,,,4/25/2023 9:32pm
2438,Clark's on Clark,"(*),(NH)","784-9250 noon-4am Mon-Fri, noon-5am Sat, til 4am Sun",5001 N. Clark St,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
137,Nu Towne,(YC),"267-9959 open 10am-1am, popular Sun & Tues",5002 E. Van Buren,Bars,Phoenix,AZ,,1992,,,4/25/2023 9:32pm
5905,Chambered Nautilus,(MX),"522-2536 B&B, full bkfst",5005 22nd Ave. N.E.,Accomodations,Seattle,WA,,1992,,,4/25/2023 9:32pm
3688,Corral Bar,"(*),(MW),(CW),(D),(E)",373-5345 11am-2am,5005 Hwy 312 E.,Bars,Billings,MT,,1992,,,4/25/2023 9:32pm
5638,New Ponderosa,"(MW),(D),(E),(F),(S)",924-6322 6pm-2am,5007 S. Flores,Bars,San Antonio,TX,,1992,,,4/25/2023 9:32pm
2305,MCC,,342-6764 worship 5:45pm Sun,5008 Pierce Park Ln.,Religious Organization,Boise,ID,,1992,,,4/25/2023 9:32pm
3760,Backstreet,"(MW),(D),(YC),(LV)","(Masco Park) 876-1844 DJ 9pm-3am, 24hrs, slots",5012 S. Arville Rd.,Bars,Las Vegas,NV,,1992,,,4/25/2023 9:32pm
2436,Bistro Too,"(*),(MW),(YC),(D),(V),(S),(AH)","728-0050 9pm-4am Wed-Fri, til 5am Sat",5015 N. Clark St.,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
2447,Man's Country,(PC),"878-2069 24 hrs, spa, gym",5017 N. Clark St.,Gyms/Health Clubs,Chicago,IL,,1992,,,4/25/2023 9:32pm
3594,Cabaret,"(*),(D),(YC),(S),(F)",753-6504 3pm-3am,5024 Main St.,Bars,Kansas City,MO,,1992,,,4/25/2023 9:32pm
2369,Big Chicks,"(MW),(NH)",728-5511 5pm-2am,5024 N. Sheridan,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
5408,Hidden Door,"(L),(LV),(CW),(NH)","526-9211 7am-2am, from noon Sun",5025 Bowser,Bars,Dallas,TX,,1992,,,4/25/2023 9:32pm
2446,Costa D'Oro,(MW),"782-0700 Italian cuisine, 5pm-midnight, clsd Tues",5025 N. Clark St.,Restaurants & Cafes,Chicago,IL,,1992,,,4/25/2023 9:32pm
1971,Hank's,"(BW),(LV),(CW)",291-2399 noon-2am,5026 Edgewater Dr.,Bars,Orlando,FL,,1992,,,4/25/2023 9:32pm
5406,"Desert Moon, The","(*),(W),(D),(CW)","828-4471 4pm-2am Tues-Sat, from 2pm Sun, men welcome",5039 Willis Ave.,Bars,Dallas,TX,,1992,,,4/25/2023 9:32pm
1739,Florida's Hot Spots,,928-1862 weekly bar guide,5100 NW 12th Ave.,Publication,Ft. Lauderdale,FL,,1992,,,4/25/2023 9:32pm
2078,Fifity-One-O-One Bar,"(MW),(NH),(P),(E)","7am-2am Mon-Thurs, til 4am Fri & Sat, noon-2am Sun",5101 S. Dixie Hwy.,Bars,West Palm Beach,FL,,1992,,,4/25/2023 9:32pm
711,County Comfort B & B,"(MX),(SW)","532-2802 full breakfast, non-smoking, jacuzzi",5104 E. Valencia Dr.,Accomodations,Orange,CA,,1992,,,4/25/2023 9:32pm
1414,Den,"(F),(NH)",534-9526 10am-2am,5110 W. Colfax Ave.,Bars,Denver,CO,,1992,,,4/25/2023 9:32pm
437,Ripples,"(*),(D),(E),(F),(YC),(V)","See ad PG. 87 Palm Springs 433-0357 jazz Sun, opens at 3pm, patio",5150 E. Ocean,Bars,Long Beach,CA,,1992,,,4/25/2023 9:32pm
151,"FirsTravel, Ltd.",(IGTA),265-0666,5150 N. 7th St.,Travel & Tour Operators,Phoenix,AZ,,1992,,,4/25/2023 9:32pm
3949,Chianti's,(MX),"881-1967 Italian cuisine, 11am-10pm lunch & dinner",5210 San Mateo N.E.,Restaurants & Cafes,Albuquerque,NM,,1992,,,4/25/2023 9:32pm
433,Inspiration ,"(MW),(NH),(AH),(*)",428-5545 popular weekend after hours,5211 N. Atlantic,Bars,Long Beach,CA,,1992,,,4/25/2023 9:32pm
2582,"Just Cards, Too",,"923-5332 10am-6pm Mon-Sat, til 4am Sun",5216 N. College Ave,Bookstore/Retail Shops,Indianapolis,IN,,1992,,,4/25/2023 9:32pm
499,Mugi,(NH),"462-2039 5pm-2am, Asian clientele",5221 Hollywood Blvd,Bars,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
505,Mugi,"(*),(V),(AH)","462-2039 Japanese cuisine 4pm-2am Mon-Thurs, til 4am Fri, 2pm-4am Sat, til 2am Sun",5221 Hollywood Blvd.,Restaurants & Cafes,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
2439,Coconuts,"(MX),(D),(AH)",878-5400 10pm-4pm Thurs-Sun,5246 N. Broadway St.,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
628,In Touch Lounge,"(*),(YC)",Van Nuys 981-6693 11am-2am,5248 N. Van Nuys Blvd.,Bars,Los Angeles,CA,,1992,,,5/19/2023 8:30am
993,Gemini Adult Books,,287-1402,5265 University Ave.,Erotica,San Diego,CA,,1992,,,4/25/2023 9:32pm
58,MCC,,(Unitarian Church) 264-7887 5:30pm Sun,5290 Vaughn,Religious Organization,Montgomery,AL,,1992,,,4/25/2023 9:32pm
3668,On Broadway Bistro,(MX),421-0087 11am-3:00am,5300 N. Broadway,Restaurants & Cafes,St. Louis,MO,,1992,,,4/25/2023 9:32pm
4948,BJP's,,"747-4953 4pm-2am, piano bar Wed-Sun",5300-02 Market St.,Bars,Philadelphia,PA,,1992,,,4/25/2023 9:32pm
4956,Penny's Playhouse,"(MX),(B),(D),(AH)",748-5778 6pm-2am,5300-02 Market St.,Bars,Philadelphia,PA,,1992,,,4/25/2023 9:32pm
4972,Brandy's Lively Arts Bistro,"(*),(MX),(B),(E)","747-4958 4pm-2am, ""po"" tree night Thur",5300-02 Market St.,Restaurants & Cafes,Philadelphia,PA,,1992,,,4/25/2023 9:32pm
4547,Club 5304 ,"(MW),(D),(F)","(The Alternative) 281-5777 2 dance bars, strippers & shows in ""The Cellar"", patio",5304 Detroit,Bars,Cleveland,OH,,1992,,,4/25/2023 9:32pm
5628,Bebe's Pub,"(MW),(D),(NH)","828-4222 2pm-mid Sun, Mon; 10am-1am Tues-Sat",5307 McCullough,Bars,San Antonio,TX,,1992,,,4/25/2023 9:32pm
5567,Community Gospel Church (Pentecostal),,"863-8846 7:30pm Thurs, 11am & 6:30pm Sun",5309 Feagan,Religious Organization,Houston,TX,,1992,,,4/25/2023 9:32pm
819,Video Fantasies,,782-8056,5327 Mission Blvd.,Erotica,Rubidoux,CA,,1992,,,4/25/2023 9:32pm
3505,Integrity,,"Mpls., 55417, 822-6846",5349 Park Ave.,Religious Organization,Minneapolis,MN,,1992,,,4/25/2023 9:32pm
5447,MCC,,"526-6221, 9am, 11am, 7:15pm Sun, 6:30pm Wed",5353 Maple St.,Religious Organization,Dallas,TX,,1992,,,4/25/2023 9:32pm
5669,Coral Reef,,"761-1813 discreetly visited by local gays, noon-2am, clsd Mon",5401 Padre Blvd.,Bars,South Padre Island,TX,,1992,,,4/25/2023 9:32pm
5426,Roscoe's Easy Way,"(MX),(AH)",528-8459 cocktails,5420 Lemmon Ave.,Restaurants & Cafes,Dallas,TX,,1992,,,4/25/2023 9:32pm
5167,Foxes Books,,786-8125 clsd Sun,5445 Two Notch Rd.,Erotica,Columbia,SC,,1992,,,4/25/2023 9:32pm
5608,MCC,,"792-5562, 11am & 7pm Sun, 7:30pm Wed",5501 34th St.,Religious Organization,Lubbock,TX,,1992,,,4/25/2023 9:32pm
163,Castle Boutique,,"231-9837, 24hrs newly remodeled",5501 E. Washington,Erotica,Phoenix,AZ,,1992,,,4/25/2023 9:32pm
4415,Boxers,,489-7678 5pm-1am,5504 Chapel Hill Blvd.,Bars,Durham,NC,,1992,,,4/25/2023 9:32pm
2050,"Bridge Club, The","(MW),(D),(BYOB),(S),(AH)",opens 2am Thurs-Sun,5519 W. Hillsboro,Bars,Tampa,FL,,1992,,,4/25/2023 9:32pm
134,J.C.'s Fun One Lounge,"(MW),(D)",Glendale 939-0528 11am-1am,5542 N. 43rd Ave.,Bars,Phoenix,AZ,,1992,,,5/19/2023 8:30am
2455,Martin's Den,"(MW),(D),(NH)",363-9470 noon-2am,5550 S. State St.,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
2868,Big Mary's,"(MW),(D),(E),(NH),(S)",Marrero 11pm-?,5600 4th St.,Bars,New Orleans,LA,,1992,,,5/19/2023 8:30am
180,Hacienda del Sol Guest Ranch Resort,"(MX),(SW),(F)","299-1501 40 acre complex, horseback riding & tennis",5601 N. Hacienda del Sol Rd.,Accomodations,Tucson,AZ,,1992,,,4/25/2023 9:32pm
3355,Roscoe's Junktown Saloon,(NH),843-8610 6pm-2am,5601 W. Fort St.,Bars,Detroit,MI,,1992,,,4/25/2023 9:32pm
5288,Carousel Book Store,,352-0855,5606 Charlotte ,Erotica,Nashville,TN,,1992,,,4/25/2023 9:32pm
2580,Borders Book Shop,,"849-8660 lesbian/gay section, 9am-9pm Mon-Sat, 11am-5pm Sun",5612 Castleton Corner Ln,Bookstore/Retail Shops,Indianapolis,IN,,1992,,,4/25/2023 9:32pm
2617,Pleasureland Museum,,674-6260,5614 Ash Rd.,Erotica,Osceola,IN,,1992,,,4/25/2023 9:32pm
630,Jobsite,"(D),(AH)","N. Hollywood non-alcoholic, non stop from 4pm Fri 2am Mon (unconfirmed)",5614 Vineland ,Bars,Los Angeles,CA,,1992,,,5/19/2023 8:30am
235,Rumors,"(MW),(PC),(D),(CW)","562-7531 9pm-5am (from 5pm Sun), CW Thurs",5618 Asher,Bars,Little Rock,AR,,1992,,,4/25/2023 9:32pm
5652,Ampersand Travel,(IGTA),647-4100,5625 Evers Rd.,Travel & Tour Operators,San Antonio,TX,,1992,,,4/25/2023 9:32pm
1294,B.J.'s,"(*),(MW),(D),(YC)",Corte Madera 924-8432,5625 Paradise Drive,Bars,San Rafael,CA,,1992,,,5/19/2023 8:31am
640,Compound,"(*),(PC)","N. Hollywood 760-6969 24hrs, jacuzzi, gym",5636 Vineland,Gyms/Health Clubs,Los Angeles,CA,,1992,,,5/19/2023 8:31am
1673,Midnight Lounge,"(*),(MW),(D),(S)",(Bayview Plaza) 784-6636 3pm-2am,5675 N. Atlantic Ave.,Bars,Cocoa Beach,FL,,1992,,,4/25/2023 9:32pm
2077,Artie's South,"(NH),(BW)","586-9101 noon-3am Sun-Thurs, noon-4am Fri & Sat",5700 S. Dixie Hwy.,Bars,West Palm Beach,FL,,1992,,,4/25/2023 9:32pm
4628,Springhill Farm,,"659-2364 resort open year round, private & shared baths",5704 Highpoint Rd.,Accomodations,Glenford,OH,,1992,,,4/25/2023 9:32pm
144,Winks,"(*),(E)","265-9002 piano bar, lunch 11:30-2:30, Sun Brunch",5707 N. 7th St.,Bars,Phoenix,AZ,,1992,,,4/25/2023 9:32pm
5421,Bamboleo's,,350-9814,5727 Nash,Restaurants & Cafes,Dallas,TX,,1992,,,4/25/2023 9:32pm
643,MCC Valley,,"N. Hollywood 762-1133, 9:15am, 11:15am & 7:30 pm Sun",5730 Cahuenga Blvd.,Religious Organization,Los Angeles,CA,,1992,,,5/19/2023 8:31am
122,Apollo's,"(*),(L),(LV)","277-9373 cruise bar, popular happy hour",5749 N. 7th St. ,"Bars,Cruising Areas",Phoenix,AZ,,1992,,,4/25/2023 9:32pm
199,"Bookstore Southwest, The",,790-1550 24hrs,5754 E. Speedway Blvd.,Erotica,Tucson,AZ,,1992,,,4/25/2023 9:32pm
2453,Inn Exile,"(MW),(D),(V)","582-3510 patio, 6pm-2am Mon-Fri, til 3am Sat, noon-2am Sun",5758 W. 65th St.,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
5005,"New York, New York","(MW),(E),(F)","661-5600 4pm-2am Mon-Fri, from 11am Sat & Sun, piano bar, live jazz, patio",5801 Ellsworth Ave.,Bars,Pittsburgh,PA,,1992,,,4/25/2023 9:32pm
5384,Milann's Southwestern Grill,(MX),"857-5635 11am-9:30pm Mon-Thurs, til 10pm Fri-Sat, clsd Sun",5817 Weber Rd.,Restaurants & Cafes,Corpus Christi,TX,,1992,,,4/25/2023 9:32pm
2441,His 'n' Hers,"(MW),(E)","769-1616 patio, 3pm-2am Mon-Fri, from noon Sat & Sun",5820 N. Broadway St.,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
439,Stallion,"(LV),(L),(BW)",11am-2am,5823 Atlantic Ave.,Bars,Long Beach,CA,,1992,,,4/25/2023 9:32pm
1670,Triangles,(D),"(State Rd. 686) 539-8903 4pm-2am Sun-Fri, 7pm-2am Sat, patio",5858 Roosevelt Blvd.,Bars,Clearwater,FL,,1992,,,4/25/2023 9:32pm
705,Hollywood Adult Books,,654-1169,5868 Telegraph,Erotica,Oakland,CA,,1992,,,4/25/2023 9:32pm
441,Whistle Stop,(NH),"422-7927 11am-2am Mon-Fri, from 8am Sat & Sun",5873 Atlantic,Bars,Long Beach,CA,,1992,,,4/25/2023 9:32pm
665,MCC LA,,"Culver City 930-1600 10:15am, 7pm Sun",5879 Washington Blvd.,Religious Organization,Los Angeles,CA,,1992,,,5/19/2023 8:31am
5465,Harvest MCC,,497-4020/(800) 457-HMCC 10:30am Sun,5900 S. Stemmons,Religious Organization,Denton,TX,,1992,,,4/25/2023 9:32pm
504,La Poubelle,(MX),"465-0807 dinner nightly, Sun Brunch",5909 Franklin Ave.,Restaurants & Cafes,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
1906,Cheers,"(*),(MW),(D),(V),(E)","667-4753 4pm-6am, Tues live entertainment",5922 S. Dixie Hwy.,Bars,Miami,FL,,1992,,,4/25/2023 9:32pm
5637,Las Guerras,"(MW),(B),(D),(E),(F),(S)","923-7944 5pm-2am Tues-Sun, Latino",5930 S. Flores,Bars,San Antonio,TX,,1992,,,4/25/2023 9:32pm
428,Bulldogs,,,5935 Cherry Ave.,Bars,Long Beach,CA,,1992,,,4/25/2023 9:32pm
119,Larry's Bed & Breakfast,"(MX),(SW),(N)","947-5458 3 rms, shared bath, full breakfast, seasonal Sept-May only",5952 E. Calle Tuberia ,Accomodations,Phoenix,AZ,,1992,,,4/25/2023 9:32pm
4642,Niles Books & News,,544-3755,5970 Youngstown Rd.,Erotica,Niles,OH,,1992,,,4/25/2023 9:32pm
477,Beth Chayin Chadasim,,"(213)931-7023, 8:30pm Fri",6000 W. Pico Blvd,Religious Organization,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
2679,MCC,,287-6747 worship 10am & 6pm Sun,6001 S.W. 14th St.,Religious Organization,Des Moines,IA,,1992,,,4/25/2023 9:32pm
3062,H.T.A Travel Network,,"Ste. 106, 345-3666/(800)695-0317",6006 Greenbelt Rd.,Travel & Tour Operators,Greenbelt,MD,,1992,,,4/25/2023 9:32pm
1986,Grande Gulf Motel,"(MW),(SW),(IGTA)",234-3951,6014 Thomas Dr.,Accomodations,Panama City,FL,,1992,,,4/25/2023 9:32pm
1989,Pug's Pub,"(BW),(MW)",(inside Grande Gulf Hotel) 234-3951 2pm-2am,6014 Thomas Dr.,Bars,Panama City,FL,,1992,,,4/25/2023 9:32pm
513,Leather by Leather,,"461-1144, 11am-7pm Tues-Fri, til 5pm Sat & Sun",6114 Santa Monica Blvd.,Erotica,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
5527,Inergy,"(*),(MW),(D),(E)","771-9611 5pm-2am, Sun buffet",6121 Hillcroft St.,Bars,Houston,TX,,1992,,,4/25/2023 9:32pm
2457,A & B Adult Books,,284-0938,6159 S. Cicero,Erotica,Chicago,IL,,1992,,,4/25/2023 9:32pm
1985,Sheila Jr.'s,"(MW),(BW),(D),(E),(F),(S)",729-9575 7am-3am,6165 Babcock St. SE,Bars,Palm Bay,FL,,1992,,,4/25/2023 9:32pm
5615,Capri Club,(YC),"366-9559. 7pm-2am, Mon-Fri, cruise bar",6202 W. County Rd.,"Bars,Cruising Areas",Odessa/Midland,TX,,1992,,,4/25/2023 9:32pm
2081,Kozlow's,(NH),"533-5355 10am-3am Mon-Thurs, til 4am Fri & Sat, noon-3am Sun",6205 Georgia Ave.,Bars,West Palm Beach,FL,,1992,,,4/25/2023 9:32pm
286,Ozz,"(*),(D),(F),(S),(YC)",9pm-2am,6231 Manchester Ave.,Bars,Buena Park,CA,,1992,,,4/25/2023 9:32pm
5371,Lambda Gays AA,,"Ste. ""L"" 899-9239 8pm Mon, Tues, Thurs & Sat",6300 College,Info Lines & Services,Beaumont,TX,,1992,,,4/25/2023 9:32pm
5992,Ms. Kitty's Adult Store,(E),535-2378,6311 E. Sprague,Erotica,Spokane,WA,,1992,,,4/25/2023 9:32pm
989,F St. Bookstore,,,6330 Riverdale St.,Erotica,San Diego,CA,,1992,,,4/25/2023 9:32pm
2435,Badlands,(NH),"743-6171 4pm-2am, noon-2am Sat & Sun",6341 N. Clark St.,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
52,MCC,,437-4621 7pm Sun,6345 Old Shell Rd.,Religious Organization,Mobile,AL,,1992,,,4/25/2023 9:32pm
3680,Dignity St. Louis,,"863-6002, 7:30pm Sun",6400 Minnesota Ave.,Religious Organization,St. Louis,MO,,1992,,,4/25/2023 9:32pm
4952,C.R. Bar,(NH),352-9762 8pm-2am,6405 Market St.,Bars,Philadelphia,PA,,1992,,,4/25/2023 9:32pm
5050,CR Bar,"(D),(E)","352-9762 8pm-2am Mon-Sat, clsd Sun",6405 Market St.,Bars,Upper Darby,PA,,1992,,,4/25/2023 9:32pm
5051,"MSA Club, The","(MW),(PC),(D),(E),(S),(AH)","352-9840 Fri & Sat midnight-4am, Sun 9pm-2am",6405 Market St.,Bars,Upper Darby,PA,,1992,,,4/25/2023 9:32pm
2442,J.J.'s,"(*),(D),(S)","743-5772 patio, 4pm-4am Mon-Fri, from noon Sat & Sun",6406 N. Clark St.,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
2444,Touche,"(*),(LV),(L)","465-7400 4pm-4am Sun-Fri, 4pm-5am Sat",6412 N. Clark St.,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
5930,Spinnakers Bay Club Seattle,"(MX),(F),(V),(YC)","789-8777 ""alternative music night"" 10pm-2am Tues",6413 Seaview Ave. N.W.,Bars,Seattle,WA,,1992,,,4/25/2023 9:32pm
498,Lemon Twist,"(NH),(OC)", 463-9961 6am-2am,6423 Yucca,Bars,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
