auto#,title,amenityfeatures,type,description,streetaddress,city,state,unclear_address,unclear type or question,notes,Year,Last Modified
7046,1888 Miller Crockett House,"(GF),(WC),(GO)",Accommodations,"(at Congress Ave) 512/441-1600, 888/441-1641 full brkfst",112 Academy Dr,Austin,TX,,,,2002,3/4/2024 3:47am
7047,Carrington's Bluff,(GF),Accommodations,"(at W 22nd St) 512/479-0638, 800/871-8908, full brkfst",1900 David St,Austin,TX,,,,2002,3/4/2024 3:47am
7048,Days Inn North,"(GF),(SW),(WC)",Accommodations,"(Hwy 183) 512/835-4311, 800/DAYSINN",820 E Anderson Ln,Austin,TX,,,,2002,3/4/2024 3:48am
7049,Driskill Hotel,"(GF),(F),(WC)",Accommodations,"(at 6th) 512/474-5911, 800/252-9367 even if you don't stay in this landmark hotel, be sure to check out the lobby",604 Brazos St,Austin,TX,,,,2002,5/20/2024 11:13am
7050,Governor's Inn,(GF),Accommodations,"(at Rio Grande) 512/477-0711 , 800/871-8908 neo-classical Victorian, full brkfst",611 W 22nd,Austin,TX,,,,2002,3/4/2024 3:49am
7051,Hotel San Jose,"(GS),(SW),(WC)",Accommodations,"512/444-7322, 800/574-8897 small boutique hotel",1316 S Congress Ave,Austin,TX,,,,2002,3/4/2024 3:50am
7052,Lazy Oak Inn,(GF),Accommodations,"(btwn S 1st & Congress) 512/447-8873, 877/947-8873, 1911 plantation-style farmhouse, full",211 W Live Oak,Austin,TX,,,,2002,3/4/2024 3:51am
7053,Omni Hotel,"(GF),(F),(SW),(WC)",Accommodations,"(at 8th) 512/476-3700, 800/843-6664, rooftop pool",700 San Jacinto ,Austin,TX,,,,2002,3/4/2024 3:52am
7054,Park Lane Guest House,"(MW),(SW),(WC),(GO)",Accommodations,"(at Drake) 512/447-7460, 800/492-8827 also cottage, lesbian-owned/ run",221 Park Ln,Austin,TX,,,,2002,3/4/2024 3:52am
7055,Summit House B&B,"(MW),(SW),(NS),(GO)",Accommodations,"(at Lupine) 512/445-5304, reservations req 'd, full brkfst, bear-friendly",1204 Summit St,Austin,TX,,,,2002,3/4/2024 3:54am
7056,'Bout Time,"(*),(MW),(NH),(TG),(S),(WC)",Bars,"(at Rundberg) 512/832-5339 2pm-2am, drag shows, volleyball court",9601 N IH-35,Austin,TX,,,,2002,3/11/2024 9:59pm
7057,The Boyz Cellar,"(M),(D)",Bars,"(at Colorado) 512/479-8482, 6pm-2am, till 4am Fri-Sat, clsd Mon-Tue",213 W 4th ,Austin,TX,,,,2002,3/11/2024 10:00pm
7058,Casino El Camino,"(GF),(NH),(F)",Bars,"(at Red River) 512/469-9330, 4pm-2am, psychedelic punk jazz lounge",516 E 6th St,Austin,TX,,,,2002,3/11/2024 10:00pm
7059,Chain Drive,"(M),(L),(WC)",Bars,"(at Red River) 512/480-9017, 2pm-2am daily, grill 4pm-8pm Sun, 'Bear Bust' 2nd Sun",504 Willow St,Austin,TX,,,,2002,3/11/2024 10:01pm
7060,Charlie's,"(*),(M),(D),(MR-L),(S),(YC),(WC)",Bars,"(at 13th) 512/474-6481, 2pm-2am, patio ",1301 Lavaca,Austin,TX,,,,2002,5/20/2024 11:13am
7061,The Forum,"(*),(M),(D),(S)",Bars,"(at 4th) 512/476-2900, 2pm-2am, afterhours Th-Sat, clsd Sun [seasonal}, patio",408 Congress Ave,Austin,TX,,,,2002,3/11/2024 10:03pm
7062,Gaby & Mo's,"(W),(NH),(MR),(F),(E),(18+),(BW),(WC)",Bars,"(at Chicon) 512/457-9027, 7am-midnight, from 9am wknds, Sun brunch, also cafe",1809 Manor Rd,Austin,TX,,,,2002,3/11/2024 10:04pm
7063,Rainbow Cattle Company,"(MW),(D),(CW)",Bars,"(btwn Guadalupe & Lavaca) 512/472-5288, 2pm-2am, steak night Th",305 W 5th St,Austin,TX,,,,2002,3/11/2024 10:05pm
7064,Splash Video Bar,"(M),(V)",Bars,"(at 4th) 512/477-6969, 3pm-2am, from 2pm wknds, patio",406 Brazos St,Austin,TX,,,,2002,3/11/2024 10:06pm
7065,1920's Club,(F),Nightclubs,"(at E 11th St) 512/479-7979, jazz club, 5pm-midnight, till 2am wknds, from 6pm Sun",918 Congress Ave,Austin,TX,,,,2002,3/11/2024 10:07pm
7066,Dick's Deja Disco,"(M),(D)",Nightclubs,"(btwn 1st & 2nd) 512/457-8010, 2pm-2am, from noon wknds, patio",113 San Jacinto Blvd,Austin,TX,,,,2002,3/11/2024 10:07pm
7067,Oil Can Harry's,"(*),(M),(D),(A),(YC),(WC)",Nightclubs,"(btwn Lavaca & Colorado) 512/320-8823, 2pm-2am, till 4am Fri-Sat, patio ",211 W 4th St,Austin,TX,,,,2002,5/20/2024 11:13am
7068,Joe's Bakery & Coffeeshop,,Cafes,"512/472-0017, 7pm-3pm, clsd Mon, Tex-Mex",2305 E 7th St,Austin,TX,,,,2002,3/11/2024 10:09pm
7069,Little City Espresso Bar & Cafe,,Cafes,"(at 11th St) 512/476-2489, popular gay hangout",916 Congress Ave,Austin,TX,,,,2002,3/11/2024 10:11pm
7070,Castle Hill Cafe,,Restaurants,"(at Baylor) 512/476-0728, lunch & dinner, clsd Sun",1101 W 5th St,Austin,TX,,,,2002,3/11/2024 10:12pm
7071,City Hill,"(BW),(GO)",Restaurants,"512/479-0817, dinner nightly from 5pm",401 Sabine St,Austin,TX,,,,2002,3/11/2024 10:12pm
7072,Eastside Cafe,"(BW),(WC)",Restaurants,"(at Coleto, by bright yellow gas station) 512/476-5858, lunch & dinner",2113 Manor Rd,Austin,TX,,,,2002,3/11/2024 10:13pm
7073,El Sol y La Luna,"(E),(WC),(GO)",Restaurants,"(at Academy) 512/444-7770 7am-3pm, till 10pm Wed-Sat, great brkfst",1224 S Congress Ave,Austin,TX,,,,2002,5/20/2024 11:13am
7074,Fonda San Miguel,(GO),Restaurants,"512/459-4121 dinner only, popular Sun brunch, Mexican, full bar",2330 W North Loop,Austin,TX,,,,2002,3/11/2024 10:14pm
7075,Jo's Coffee Shop,(GO),Restaurants,512/444-3800 7am-7pm,1300 S Congress Ave,Austin,TX,,,,2002,3/11/2024 10:15pm
7076,Katz's,(WC),Restaurants,"(at Rio Grande) 512/472-2037, 24hrs, NY-style deli, full bar",618 W 6th St,Austin,TX,,,,2002,3/11/2024 10:15pm
7077,Romeo's,"(BW),(WC)",Restaurants,"(nr Lamar) 512/476-1090 lunch & dinner, Italian",1500 Barton Springs Rd,Austin,TX,,,,2002,3/11/2024 10:16pm
7078,Suzi's Chinese Kitchen,,Restaurants,"(at Treadwell) 512/441-8400 lunch & dinner, clsd Sun",1152 S Lamar,Austin,TX,,,,2002,3/11/2024 10:17pm
7079,Threadgill's,,Restaurants,"(at Koenig) 512/451-5440, 11am-10pm, till 9pm Sun, great chicken-fried steak",6416 N Lamar,Austin,TX,,,,2002,3/11/2024 10:17pm
7080,West Lynn Cafe,(BW),Restaurants,"(W 12th St) 512/482-0950, vegetarian",1110 W Lynn,Austin,TX,,,,2002,3/11/2024 10:18pm
7083,Historic Austin Tours,,Entertainment & Recreation,"(in the Visitor Information Center) 800/926-2282 x4577 free guided & self-guided tours of the Capitol, Congress Ave & 6th St, Texas State Cemetery, Hyde Park",201 E 2nd St,Austin,TX,,,,2002,5/20/2024 12:45pm
7084,Lobo,(WC),Bookstores,"(btwn 32nd & 33rd) 512/454-5406, 10am-10pm, till 11pm Fri-Sat, lgbt",3204-A Guadalupe,Austin,TX,,,,2002,3/11/2024 10:22pm
7085,Texas Triangle,,Publications,"214/946-0401, 877/903-8407, Igbt weekly newspaper w/ arts calendar & statewide resource list",1012 N Bishop ,Austin,TX,,,,2002,3/11/2024 10:22pm
7086,Midtowne Spa-Austin,(PC),Men's Clubs,"(at Koenig) 512/302-9696, 24hrs",5815 Airport Blvd,Austin,TX,,,,2002,3/11/2024 10:23pm
7089,Austin Six,,Erotica,"(at Hwy 183) 512/385-5328, 24hrs",521 Thompson Ln,Austin,TX,,,,2002,3/11/2024 10:26pm
7090,Forbidden Fruit,,Erotica,(btwn 5th & 6th) 512/478-8358,512 Neches,Austin,TX,,,,2002,3/11/2024 10:27pm
7091,Oasis Bookstore,,Erotica,"(at Rundberg) 512/835-7208, 24hrs",9601 N IH-35,Austin,TX,,,,2002,3/11/2024 10:27pm
7093,Lambda AA,,Info Lines & Services,"409/866-6165, 8pm Wed Et Sat",1385 Calder Ave,Beaumont,TX,,,,2002,3/11/2024 10:28pm
7094,Copa,"(*),(MW),(D),(S),(WC)",Nightclubs,"(at Liberty) 409/832-4206, 9pm-2am, till 3am Fri-Sat",304 Orleans St,Beaumont,TX,,,,2002,3/11/2024 10:29pm
7095,Crockett Street Station,"(MW),(D),(S)",Nightclubs,"(at Park) 409/833-3989, 5pm-2am, from 4pm Sun, DJ Sat",497 Crockett St,Beaumont,TX,,,,2002,3/11/2024 10:30pm
7096,Carlo's,(E),Restaurants,"(btwn 9th & 10th) 409/833-0108, 11am-10pm clsd Sun, Italian/ Greek, full bar",2570 Calder,Beaumont,TX,,,,2002,3/11/2024 10:30pm
7100,Lambda AA,,Info Lines & Services,"(at MCC Corpus Christi) 361/882-8255, 8pm Tue",1315 Craig,Corpus Christi,TX,,,,2002,5/20/2024 12:47pm
7101,Anthony's By The Sea,"(GS),(SW),(WC),(GO)",Accommodations,"Rockport 361/729-6100, 800/460-2557, full brkfst, hot tub",732 S Pearl St,Corpus Christi,TX,,,,2002,3/11/2024 10:34pm
7103,Christy Estates Suites,"(GF),(SW),(WC)",Accommodations,"(at Weber) 361/854-1091, 800/678-4836, hot tubs & spas, non-smoking rms available",3942 Holly St,Corpus Christi,TX,,,,2002,3/11/2024 10:36pm
7104,The Closet,"(MW),(NH)",Bars,"(at Hilldale) 361/857-8380, 6pm-2am",511 Carroll Ln,Corpus Christi,TX,,,,2002,3/11/2024 10:37pm
7105,The Hidden Door,"(M),(NH),(WC)",Bars,"(at Coleman) 361/882-5002, 3pm-2am, from noon wknds",802 S Staples St,Corpus Christi,TX,,,,2002,3/11/2024 10:38pm
7106,Mingles,"(W),(D),(S)",Bars,"(at Mary) 361/884-8022 9pm-2am, from 7pm Sun, clsd Mon-Tue, drag shows Fri (more men)",512 S Staples,Corpus Christi,TX,,,,2002,3/11/2024 10:39pm
7107,Liquid,"(GS),(D),(S),(18+)",Nightclubs,"361/888-8767, 9pm-4am Wed-Sun, patio",208 N Water,Corpus Christi,TX,,,,2002,3/11/2024 10:39pm
7114,John Thomas Gay/Lesbian Community Center,(WC),Info Lines & Services,"(at Brown) 214/528-9254 9am-9pm, till 5pm wknds, from noon Sun",2701 Reagan St,Dallas,TX,,,,2002,3/11/2024 10:44pm
7115,Lambda AA,,Info Lines & Services,"#106 214/267-0222, call for mtg schedule",2438 Butler,Dallas,TX,,,,2002,3/11/2024 10:46pm
7120,The Courtyard on the Trail,"(GS),(SW),(NS),(GO)",Accommodations,"(at White Rock Trail) 214/553-9700, 800/484-6260 x0465 full brkfst",8045 Forest Trail,Dallas,TX,,,,2002,3/11/2024 10:49pm
7121,Holiday Inn Select Dallas Central,(GS),Accommodations,"(at Meadow) 214/373-6000, 888/477-STAY",10650 N Central Expwy,Dallas,TX,,,,2002,3/11/2024 10:50pm
7122,Melrose Hotel,"(GF),(SW),(WC)",Accommodations,"(at Cedar Springs) 214/52 1-5151 , 800/635-7673 full brkfst, smokefree rms available, also piano bar & lounge",3015 Oak Lawn Ave,Dallas,TX,,,,2002,3/11/2024 10:50pm
7123,After Dark,"(MW),(E),(WC)",Bars,"(at Throckmorton) 214/219-1099 4pm-2am, piano & jazz bar",4026 Cedar Springs,Dallas,TX,,,,2002,5/20/2024 11:13am
7124,Crews Inn,"(*),(M),(D),(S),(WC)",Bars,"(at Travis) 214/526-9510 noon-2am, popular Tue nights, patio",3215 N Fitzhugh ,Dallas,TX,,,,2002,3/11/2024 10:52pm
7125,Dallas Eagle,"(M),(L)",Bars,"#107 (at Maple, enter rear) 214/357-4375, 4pm-2am, after-hrs Sat",2515 Inwood ,Dallas,TX,,,,2002,3/11/2024 10:53pm
7126,Dewayne's Oasis,"(M),(NH),(D),(F),(K),(S)",Bars,"(at Hudnall) 214/528-6234, 11am-2am",5334 Lemmon Ave,Dallas,TX,,,,2002,3/11/2024 10:53pm
7127,The Fraternity House,"(M),(K),(S),(WC)",Bars,"(at Dallas Tollway) 214/252-9071 noon-2am, show bar, male dancers Fri-Sat, karaoke Sun",2525 Wycliff,Dallas,TX,,,,2002,5/20/2024 11:13am
7128,Hidden Door,"(M),(NH),(L)",Bars,"214/526-9211, 7am-2am, from noon Sun",5025 Bowser ,Dallas,TX,,,,2002,3/11/2024 10:55pm
7129,Hideaway Club,"(MW),(P),(E),(OC)",Bars,"(at Fitzhgh) 214/559-2966, 8am-2am, from noon Sun, piano bar",4144 Buena Vista,Dallas,TX,,,,2002,3/11/2024 10:56pm
7130,JR's Bar & Grill,"(*),(M),(F),(WC)",Bars,"(at Throckmorton) 214/559-0650, 11am-2am, grill till 4pm",3923 Cedar Springs Rd,Dallas,TX,,,,2002,3/11/2024 10:58pm
7133,The Courtyard on the Trail,"(GS),(SW),(NS),(GO)",Accommodations,"(at White Rock Trail) 214/553-9700, 800/484-6260 x0465 full brkfst",8045 Forest Trail,Dallas,TX,,,,2002,3/12/2024 12:08am
7134,Holiday Inn Select Dallas Central,(GS),Accommodations,"(at Meadow) 214/373-6000, 888/477-STAY",10650 N Central Expwy,Dallas,TX,,,,2002,3/12/2024 12:09am
7135,Melrose Hotel,"(GF),(SW),(WC)",Accommodations,"(at Cedar Springs) 214/521-5151, 800/635-7673 full brkfst, smokefree rms available, also piano bar & lounge",3015 Oak Lawn Ave,Dallas,TX,,,,2002,3/12/2024 12:10am
7136,After Dark,"(MW),(E),(WC)",Bars,"(at Throckmorton) 214/219-1099 4pm-2am, piano & jazz bar",4026 Cedar Springs,Dallas,TX,,,,2002,5/20/2024 11:13am
7137,Crews Inn,"(*),(M),(D),(S),(WC)",Bars,"(at Travis) 214/526-9510 noon-2am, popular Tue nights, patio",3215 N Fitzhugh ,Dallas,TX,,,,2002,3/12/2024 12:11am
7138,Dallas Eagle,"(M),(L)",Bars,"#107, 214/357-4375 4pm-2am, after-hrs Sat",215 Inwood,Dallas,TX,,,,2002,3/12/2024 12:12am
7139,Dewayne's Oasis,"(M),(NH),(D),(F),(K),(S)",Bars,"(at Hudnall) 214/528-6234, 11am-2am",5334 Lemmon Ave,Dallas,TX,,,,2002,3/12/2024 12:12am
7140,The Fraternity House,"(M),(K),(S),(WC)",Bars,"(at Dallas Tollway) 214/252-9071 noon-2am, show bar, male dancers Fri-Sat, karaoke Sun",2525 Wycliff,Dallas,TX,,,,2002,5/20/2024 11:13am
7141,Hidden Door,"(M),(NH),(L)",Bars,"214/526-9211, 7am-2am, from noon Sun",5025 Bowser,Dallas,TX,,,,2002,3/12/2024 12:14am
7142,Hideaway Club,"(MW),(P),(E),(OC)",Bars,"(at Fitzhugh) 214/559-2966, 8am-2am, from noon Sun, piano bar",4144 Buena Vista,Dallas,TX,,,,2002,3/12/2024 12:15am
7143,JR's Bar & Grill,"(*),(M),(F),(WC)",Bars,"(at Throckmorton). 214/559-0650 11am-2am, grill till 4pm",3923 Cedar Springs Rd,Dallas,TX,,,,2002,5/20/2024 11:13am
7144,The Keep Tavern & Grill,"(M),(P),(F),(18+),(WC),(GO)",Bars,"(1 blk E of Lamar & Munger) 214/969- 6900, 24hrs, Sun brunch",1914 Laws St,Dallas,TX,,,,2002,3/12/2024 12:16am
7145,Moby Dick,"(MW),(V),(WC)",Bars,(btwn Douglas & Throckmorton) 214/520-6629 noon-2am,4011 Cedar Springs Rd,Dallas,TX,,,,2002,5/20/2024 11:13am
7146,Pub Pegasus,"(M),(NH),(WC)",Bars,"(at Travis) 214/559-4663, noon-2am, from 11am Sat",3326 N Fitzhugh,Dallas,TX,,,,2002,3/12/2024 12:18am
7147,Side 2 Bar,"(M),(NH),(WC)",Bars,"(btwn Fairmount & Brown) 214/528-2026, 8am-2am, from noon Sun",2615 Oak Lawn Ave,Dallas,TX,,,,2002,5/20/2024 11:13am
7148,The Studio,"(MW),(NH)",Bars,"(at Reagan) 214/521-7079 9am-2am, from noon Sun, male dancers Mon, strippers Tue",3851 Cedar Springs Rd,Dallas,TX,,,,2002,3/12/2024 12:19am
7149,Sue Ellen's,"(*),(W),(D),(E),(WC)",Bars,"(at Reagan) 214/559-0650 3pm-2am, from noon wknds, patio",3903 Cedar Springs Rd,Dallas,TX,,,,2002,3/12/2024 12:20am
7150,Throckmorton Mining Co,"(*),(M),(L)",Bars,"(at Cedar Springs) 214/559-0650, 1pm-2am",3014 Throckmorton ,Dallas,TX,,,,2002,3/12/2024 12:21am
7151,Trestle,"(M),(NH),(L)",Bars,214/826-9988 8pm-2am,412 S Haskell,Dallas,TX,,,,2002,3/12/2024 12:23am
7152,Twisted Lemmon Club,"(M),(NH)",Bars,(btwn Timberline & Sheila) 214/366-2667 2pm-2am,3221 W Northwest Hwy,Dallas,TX,,,,2002,3/12/2024 12:24am
7153,Upstaged,"(GF),($)",Bars,"214/827-7070, 5pm-2am, clsd Mon-Tue, stand-up comedy & improv after 8pm",1802-A Greenville Ave,Dallas,TX,,,,2002,3/12/2024 12:25am
7154,Zippers,"(M),(NH)",Bars,"(at Travis) 214/526-9519 noon-2am, dancers",3333 N Fitzhugh ,Dallas,TX,,,,2002,3/12/2024 12:25am
7155,The Zone,"(M),(NH),(WC)",Bars,"214/559-0880, 2pm-2am, patio",3810 Congress ,Dallas,TX,,,,2002,3/12/2024 12:26am
7156,Bamboleo's,"(MW),(D),(MR-L),(WC)",Nightclubs,"214/520-1124, 9pm-2am, clsd Mon-Wed",5027 Lemmon Ave,Dallas,TX,,,,2002,3/12/2024 12:26am
7157,The Brick,"(M),(D),(WC),($)",Nightclubs,"(at Throckmorton) 214/521-2024, 9pm-4am, patio",4117 Maple Ave,Dallas,TX,,,,2002,3/12/2024 12:27am
7158,Club NV,"(W),(D),(P),(MR-AF),(E),(23+)",Nightclubs,"#208 (at Indiana & Malcolm X) 214/742-2708, 9pm-2am from 8pm Sun, bbq/ more men Sun",3100 Main St,Dallas,TX,,,,2002,3/12/2024 12:28am
7159,Male Boxx,"(MO),(S)",Nightclubs,"{at Inwood) 214/219-8269, 3pm-2am",5006 Lemmon Ave,Dallas,TX,,,,2002,3/12/2024 12:29am
7160,The Metro,"(M),(D),(MR-AF),(S),(18+),(WC)",Nightclubs,"(at Pearl St) 214/742-2101, 9:30pm-2am Th-Sat, drag shows",2204 Elm,Dallas,TX,,,,2002,3/12/2024 12:30am
7161,One,"(GS),(D),(A)",Nightclubs,"(in Deep Ellum) 214/741-1111 10pm-4am, more gay Fri, clsd Sun-Wed",3025 Main,Dallas,TX,,,,2002,5/20/2024 11:13am
7162,Round-Up Saloon,"(*),(M),(D),(CW),(WC)",Nightclubs,"(at Throckmorton) 214/522-9611, 3pm-2am, from noon wknds",3912-14 Cedar Springs Rd,Dallas,TX,,,,2002,3/12/2024 12:32am
7163,Village Station,"(*),(M),(D),(S),(V)",Nightclubs,"214/559-0650, 9pm-3am, T-dance from 5pm Sun, also 'Rose Room' cabaret",3911 Cedar Springs Rd,Dallas,TX,,,,2002,3/12/2024 12:33am
7164,Dream Cafe,(WC),Cafes,"(in the 'Quadrangle') 214/954-0486, 7am-10pm, till 11pm Fri-Sat, till 3pm Mon-Tue",2800 Routh St,Dallas,TX,,,,2002,3/12/2024 12:33am
7165,Ali Baba Cafe,,Restaurants,"(nr Ross) 214/823-8235, lunch & dinner, clsd Sun-Mon, Middle Eastern",1905 Greenville Ave,Dallas,TX,,,,2002,3/12/2024 12:34am
7166,Black-Eyed Pea,(WC),Restaurants,"(at Reagan) 214/521-4580, 11am-10pm, Southern homecookin'",3857 Cedar Springs Rd,Dallas,TX,,,,2002,3/12/2024 12:35am
7167,Blue Mesa Grill,,Restaurants,"972/934-0165, 11am-10pm great fajitas, full bar",5100 Beltline Rd,Dallas,TX,,,,2002,3/12/2024 12:36am
7168,The Bronx Restaurant & Bar,"(WC),(GO)",Restaurants,"(at Oak Lawn) 214/521-5821, lunch & dinner, Sun brunch, clsd Mon",3835 Cedar Springs Rd,Dallas,TX,,,,2002,3/12/2024 12:37am
7169,Cremona Bistro & Cafe,,Restaurants,"at Cedar Springs) 214/871-1115, 5pm-10pm Mon-Th Italian, full bar",3136 Routh St,Dallas,TX,,,,2002,3/12/2024 12:38am
7170,Fresh Start Market & Deli,"(WC),(GO)",Restaurants,"(nr Avondale) 214/528-5535, 7am-7pm, 9am-6pm Sat, noon-6pm Sun, organic, plenty veggie",4108 Oak Lawn,Dallas,TX,,,,2002,3/12/2024 12:39am
7171,Hunky's,"(*),(BW),(WC),(GO)",Restaurants,"(at Throckmorton) 214/522-1212, 11am-10pm, till 11pm Fr-Sat, from noon Sun, patio",4000 Cedar Springs Rd,Dallas,TX,,,,2002,5/20/2024 11:13am
7172,Mansion on Turtle Creek,,Restaurants,"{at Gillespie) 214/526-2121 lunch, dinner, Sun brunch fancy Southwestern",2821 Turtle Creek Blvd,Dallas,TX,,,,2002,3/12/2024 3:14pm
7173,Monica Aca y Alla,"(*),(TG),(E),(WC)",Restaurants,"(at Malcolm X) 214/748-7140 clsd Mon Tex-Mex, full bar, shows Fri-Sat",2914 Main St,Dallas,TX,,,,2002,3/12/2024 3:15pm
7174,Sushi on McKinney,(WC),Restaurants,"(at Armstrong) 214/521-0969, lunch & dinner, Fri-Sat, till 11pm, full bar",4500 McKinney Ave,Dallas,TX,,,,2002,3/12/2024 3:18pm
7175,Thai Soon,,Restaurants,"972/234-6111, lunch & dinner",Coit & Beltline,Dallas,TX,,,,2002,5/20/2024 12:47pm
7176,Vitto's,"(BW),(WC),(GO)",Restaurants,"(at Bishop) 214/946-1212 lunch & dinner, Italian",316 W 7th St,Dallas,TX,,,,2002,3/12/2024 3:20pm
7177,Ziziki's,(WC),Restaurants,"#122 (in Travis Walk) 214/521-2233, 11am-11pm, till midnight Fri-Sat, Sun brunch, Greek, full bar",4514 Travis St,Dallas,TX,,,,2002,3/12/2024 3:21pm
7178,Conspiracy Museum,,Entertainment & Recreation,in the Katy Bldg) 214/741-3040 dedicated to infamous US assassinations since 1835 & their cover-ups,110 S Market,Dallas,TX,,,,2002,3/12/2024 3:22pm
7180,Turtle Creek Chorale (TCC),,Entertainment & Recreation,(at Sammons Ctr for the Arts) 214/526-3214 world-famous male choir w/ several subscription concerts yearly & many CDs,3630 Harry Hines Blvd,Dallas,TX,,,,2002,5/20/2024 11:13am
7181,Crossroads Market Bookstore/Cafe,(WC),Bookstores,"(at Throckmorton) 214/521-8919, 9am-11 pm, lgbt",3930 Cedar Springs Rd,Dallas,TX,,,,2002,3/12/2024 3:27pm
7182,An Occasional Piece,,Retail Shops,"(at Throckmorton) 214/520-0868, gifts, cards, collectibles",3922 Cedar Springs Rd,Dallas,TX,,,,2002,3/12/2024 3:38pm
7183,Off the Street,,Retail Shops,"(at Throckmorton) 214/521-9051, 10am-9pm, noon-6pm Sun, lgbt gifts",4001-B Cedar Springs,Dallas,TX,,,,2002,3/12/2024 3:38pm
7184,Tapelenders,(GO),Retail Shops,"(at Throckmorton) 214/528-6344, 9am-midnight, from 11 am Sun, lgbt gifts & videos",3946 Cedar Springs Rd,Dallas,TX,,,,2002,5/20/2024 11:13am
7186,Centrum Sports Club,"(GF),(SW)",Gyms & Health Clubs,(at Cedar Springs) 214/522-4100 $15 day pass,3102 Oak Lawn,Dallas,TX,,,,2002,5/20/2024 12:47pm
7187,Club Dallas ,"(*),(SW),(PC)",Men's Clubs,"(at Good Latimer) 214/821-1990, 24hrs",2616 Swiss Ave,Dallas,TX,,,,2002,3/12/2024 3:41pm
7188,Midtowne Spa-Dallas,"(*),(PC)",Men's Clubs,"(at Hawkins) 214/821-8989, 24hrs",2509 Pacific,Dallas,TX,,,,2002,3/12/2024 3:45pm
7192,Alternatives,,Erotica,(at Hawes) 214/630-7071,1720 W Mockingbird Ln,Dallas,TX,,,,2002,3/12/2024 3:48pm
7193,Leather by Boots-Dallas,,Erotica,#124 (at Maple) 214/528-3865,2525 Wycliff,Dallas,TX,,,,2002,3/12/2024 3:49pm
7194,Shades of Grey Leather,(WC),Erotica,(at Throckmorton) 214/521-4739,3930-A Cedar Springs Rd,Dallas,TX,,,,2002,3/12/2024 3:50pm
7196,Good Time Lounge,"(MW),(PC)",Bars,903/463-9944 7pm-2am,2520 Hwy 91 N,Denison,TX,,,,2002,3/12/2024 4:04pm
7197,Bedo's,"(MW),(D),(S),(PC),(WC)",Nightclubs,"940/566-9910, 8pm-midnight, from 6pm Fri, till 11 am Sat, from 5pm Sun, unconfirmed",1215 E University Dr,Denton,TX,,,,2002,3/12/2024 3:57pm
7198,Cupboard Natural Foods,,Cafes,"(at Elm) 940/387-5386, 9am-9pm, 11am-6pm Sun, health food store & cafe",200 W Congress St,Denton,TX,,,,2002,3/12/2024 4:04pm
7200,GLBT Community Center,(F),Info Lines & Services,"915/562-4297, 24hr hotline, also' Generation Q' pride store",216 S Ochoa,El Paso,TX,,,,2002,3/12/2024 4:06pm
7202,Youth OUTreach,,Info Lines & Services,"915/562-4297, services for youth under 21",216 S Ochoa,El Paso,TX,,,,2002,3/12/2024 4:07pm
7203,Briar Patch,"(MW),(NH)",Bars,"(at Missouri) 915/577-9555, noon-2am, patio",508 N Stanton ,El Paso,TX,,,,2002,3/12/2024 4:08pm
7204,Chiquita's Bar,"(MW),(NH),(MR-L),(WC)",Bars,"(at Ochoa) 915/351-0095, 2pm-2am",602 Magoffin ,El Paso,TX,,,,2002,3/12/2024 4:09pm
7205,J&R's Lounge,"(W),(NH),(D),(MR-L)",Bars,"915/591-6077, 5pm-2am, DJ wknds",408 East St,El Paso,TX,,,,2002,3/12/2024 4:10pm
7206,Ray's Sports Bar,"(M),(D),(S)",Bars,"(at Poplar) 915/577-9313, 3pm-2am",2401 Texas,El Paso,TX,,,,2002,3/12/2024 5:47pm
7207,The Whatever Lounge,"(M),(D),(MR-L),(WC)",Bars,(At Ochoa) 915/533-0215 2pm-2am,701 E Paisano St,El Paso,TX,,,,2002,3/12/2024 5:48pm
7208,The New Old Plantation,"(*),(MW),(D),(S),(V),(WC)",Nightclubs,"(at Paisano) 915/533-6055, 9pm-2am, till 4am Fri-Sat clsd Mon-Wed, shows Sun, also 'Generation Q' pride store upstairs",301 S Ochoa St,El Paso,TX,,,,2002,3/12/2024 5:49pm
7209,San Antonio Mining Co,"(*),(MW),(D),(S),(V),(WC)",Nightclubs,"(at Ochoa) 915/533-9516, 3pm-2am",800 E San Antonio Ave,El Paso,TX,,,,2002,3/12/2024 5:50pm
7210,Ol' Gay Cafe,,Cafes,"3pm-8pm, till midnight Th & Sun, till 3am Fri-Sat",216 S Ochoa,El Paso,TX,,,,2002,3/12/2024 5:50pm
7211,The Little Diner,,Restaurants,"Canutillo 915/877-2176, 11am-8pm, true Texas fare",7209 7th St,Canutillo,TX,,,,2002,5/20/2024 12:47pm
7214,Eros Adult Book Store,,Erotica,(at Reynolds) 915/565-2929,4812 Montana,El Paso,TX,,,,2002,3/12/2024 5:53pm
7215,Trixx Adult Cinema,,Erotica,(at Palm) 915/532-6171,2230 Texas Ave,El Paso,TX,,,,2002,3/12/2024 5:54pm
7216,Venus Adult Theatre & Books,,Erotica,(nr Reynolds) 915/566-8061,4812 Montana,El Paso,TX,,,,2002,3/12/2024 5:54pm
7220,YesterYears,(GS),Accommodations,"(at Akard), Weatherford, 817/596-9316 full brkfst, modernized 1898 home",804 S Alamo St,Weatherford,TX,,,,2002,5/20/2024 12:47pm
