Auto#,title,unclear_address,streetaddress,description,amenityfeatures,type,city,state,notes,unclear type or question,Year,Last Modified
6419,Assaggio ,,7742 SE 13th,"232-6151 5:30pm-9:30pm, clsd Sun-Mon, Italian",(BW),Restaurants,Portland,OR,,,1998,
530,Spike,,7746 Santa Monica Blvd,"(213) 656-9343 lpm-2am, til 4am wknds, cruise bar, patio","(M),(L),(WC),(*)",Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/16/2024 8:49am
4823,Dynamic Travel,,7750 Clayton Rd,,(TA),Travel Agents,St. Louis,MO,,,1998,
6023,AA Gay/Lesbian,,7801 Detroit Ave ,(Comm Rm.) 241-7387 8:30pm Fri,,Info Lines & Services,Cleveland,OH,,,1998,7/2/2024 3:53pm
5687,Deville Travel Service,,7818 3rd Ave,(at 78th St.) 680-2700,,Travel Agents,New York City,NY,"Listed under ""N.Y.C. -- Brooklyn""",,1998,7/2/2024 3:53pm
7421,Lorraine’s,,7834 South Presa ,(at Military) 532-8911 6pm-2am ,"(GF),(D)",Bars & Nightclubs,San Antonio,TX,,,1998,
1086,F St. Bookstore,,7865 Balboa Ave, Kearney Mesa 292-8083 24hrs,,Erotica,Kearney Mesa,CA,"Listed under ""San Diego, CA""",,1998,7/2/2024 6:19pm
1681,C's,,7900 E Colfax Ave,"322-4436 5pm-midnight, til 2am Fri-Sat, from 2pm Sun","(MW),(D),(S)",Bars & Nightclubs,Denver,CO,,,1998,2/8/2024 10:54am
6415,Marco's Cafe & Espresso Bar,,7910 SW 35th," Multnomah  245-0199 7am-9:30pm, from 8am wknds, til 2pm Sun ","(*),(NS)",Cafes,Multnomah,OR,"Listed under ""Portland, OR""",,1998,7/2/2024 6:19pm
549,Figs,,7929 Santa Monica Blvd,"(213) 654-0780 dinner, Sun brunch, Californian, some veggie, full bar",,Restaurants,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/9/2024 1:00pm
511,7969,,7969 Santa Monica Blvd,"(213) 654-0280 9pm-2am, theme nights","(GF),(TG),(S)",Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
550,French Quarter Market Place,,7985 Santa Monica Blvd,"(213) 654-0898 7am-midnight, til 3:30am Fri-Sat, American/cont'l, some veggie","(MW),(*)",Restaurants,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/16/2024 8:50am
570,Dorothy’s Surrender,,7985 Santa Monica Blvd ,"#111 (213) 650-4111 10am11:30pm, cards, periodicals, T-shirts, gifts",,Bookstores & Retail Shops,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,7/2/2024 4:15pm
495,Leather Journal,,7985 Santa Monica Blvd ,"#109-368, 90046 (213) 656-5073 lifestyle newsmagazine",,Publications,Los Angeles,CA,"Listed under ""LA-Overview""",,1998,7/2/2024 4:15pm
572,Azzurro Travel,,7985 Santa Monica Blvd ,#109 (213) 654-3700/(800) 864- 6567,(TA),Travel Agents,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,7/2/2024 4:15pm
579,Naked Magazine Travel Club,,7985 Santa Monica Blvd ,#109-232 (800) 796-2533,(TA),Travel Agents,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,7/2/2024 4:15pm
527,Rafters,,7994 Santa Monica Blvd,(213) 654-0396 noon-2am,"(M),(D),(CW),(V)",Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/9/2024 1:00pm
1087,F St. Bookstore,,7998 Miramar Rd,549-8014 24hrs,,Erotica,San Diego,CA,,,1998,2/8/2024 10:54am
7432,Sparks,,8011 Webbles St ,653-9941 3pm-2am ,"(M),(V),(S)",Bars & Nightclubs,San Antonio,TX,,,1998,7/2/2024 3:53pm
526,Numbers,,8029 Sunset Blvd,"(213) 656-6300 5pm-2am, hustlers","(M),(F),(OC),(*)",Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
613,Quality ,,8030 W 3rd St,"658-5959 8am-4pm homestyle brkfst, some veggie",(WC),Restaurants,Hollywood,CA,"Listed under ""L.A-Hollywood""",,1998,2/8/2024 10:54am
7154,The Courtyard on the Trail ,,8045 Forest Trail ,553-1900/(800) 484-6260x0465 full brkfst ,"(GF),(SW),(NS)",Accommodations,Dallas,TX,,,1998,
650,Siamese Princess,,8048 W 3rd St,"(213) 653-2643 5:30-11pm, clsd Mon & Th, lunch wkdays Thai",(BW),Restaurants,Los Angeles,CA,"Listed under ""L.A-West L.A. & Santa Monica""",,1998,2/8/2024 10:54am
587,Easton's Gym,,8053 Beverly Blvd,(213) 651-3636,(GF),Gyms & Health Clubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
3418,Southside News,,8063 Madison Ave,"887-1020 6am-8pm, til 6pm Sun",,Bookstores & Retail Shops,Indianapolis,IN,,,1998,7/2/2024 3:53pm
4449,Hayloft Saloon ,,8070 Greenfield Rd ,581-8913 3pm-2am,"(M),(CW),(OC),(WC)",Bars & Nightclubs,Detroit,MI,,,1998,7/2/2024 3:53pm
7217,Travel Friends,,8080 N Central Expwy ,#320 891-9933/(800) 862-8833,(TA),Travel Agents,Dallas,TX,,,1998,7/2/2024 4:15pm
905,Huckleberry Springs Country Inn,,8105 Old Beedle,"Monte Rio 865-2683/(800) 822-2683 private cottages, Japanese spa, dinner served, videos","(GF),(SW),(NS),(TA)",Accommodations,Monte Rio,CA,"Listed under ""Russian River""",,1998,1/9/2024 3:46pm
358,Frat House,,8112 Garden Grove Blvd,897-3431 9am-2am,"(*),(MW),(D),(MR),(E),(S),(YC),(WC)",Bars & Nightclubs,Garden Grove,CA,,,1998,2/8/2024 10:54am
7215,The Travel Bureau,,8150 Brookriver ,#S-101 905-3995,(TA),Travel Agents,Dallas,TX,,,1998,7/2/2024 4:15pm
520,Improvisation,,8162 Melrose Ave,(213) 651-2583 stand-up comedy,"(GF),(F)",Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/9/2024 12:58pm
552,Hoy's Wok,,8163 Santa Monica Blvd,"213) 656-9002 noon-11pm, from 4pm Sun, Mandarin, plenty veggie",(WC),Restaurants,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
360,A-Z Bookstore,,8192 Garden Grove Blvd,534-9349 24hrs wknds,,Erotica,Garden Grove,CA,,,1998,2/8/2024 10:54am
4898,Good Life Tour & Travel,,8200 Fletcher Ave,,(TA),Travel Agents,Lincoln,NE,,,1998,7/2/2024 3:53pm
7214,Strong Travel,,8201 Preston Rd ,#160  361-0027/(800) 747-5670 ,(TA),Travel Agents,Dallas,TX,,,1998,7/2/2024 4:15pm
4089,Travel Central,,8209 Fenton St,587-4000/(800) 783-4000,,Travel Agents,Silver Spring,MD,,,1998,7/2/2024 3:53pm
532,Union,,8210 Sunset Blvd,(213) 654-1001 8pm-2am,"(GF),(F)",Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
732,Glendeven,,8221 N Hwy 1," Little River 937-0083 full brkfst, farm-house on the coast","(GF),(NS)",Accommodations,Little River,CA,"Listed under ""Mendocino, CA""",,1998,7/2/2024 6:19pm
518,Gold Coast,,8228 Santa Monica Blvd,"(213) 656-4879 1 lam-2am, from 10am wknds","(M),(NH),(*)",Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
591,Circus of Books,,8230 Santa Monica Blvd,"(213) 656-6533 videos, erotica, toys",,Erotica,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
565,Trocadero,,8280 Sunset Blvd,"(213) 656-7161 6pm-3am, clsd Sun, patio, full bar",,Restaurants,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
6323,Morris Travel,,8285 SW Nimbus ,#140 626-4766,(TA),Travel Agents,Beaverton,OR,,,1998,7/2/2024 4:15pm
2639,Haymarket Pub,,8308 4th St N,"577-9621, 5pm-2am","(M),(NH),(WC)",Bars & Nightclubs,St. Petersburg,FL,,,1998,2/8/2024 10:31am
3322,Castle Superstore,,8315 E Apache Trail,986-6114 24hrs,,Erotica,Mesa,AZ,,,1998,4/3/2024 10:29am
7362,Voyages & Expeditions ,,8323 Southwest Fwy ,#470 776-3438/(800) 818-2877,(TA),Travel Agents,Houston,TX,,,1998,7/2/2024 4:15pm
539,Who's On Third Cafe,,8369 W 3rd St,"(213) 651-2928 8am-6pm, til 3pm Sun",,Cafes,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
7394,Miss Lillie’s Nitespot,,8401 Andrews Hwy ,"366-6799 8pm-2am, clsd Mon ","(D),(E),(S),(V),(WC),(*),(MW)",Bars & Nightclubs,Odessa/Midland,TX,,,1998,7/2/2024 3:53pm
4765,Erotic City,,8401 E Truman Rd,252-3370 24 hrs,,Erotica,Kansas City,MO,,,1998,7/2/2024 3:53pm
515,Comedy Store,,8433 Sunset Blvd,"(213) 656-6225 8pm-lam, stand-up club, lesbigay comedy Sat in Belly Room'",(GF),Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/9/2024 12:59pm
502,Holloway Motel,,8465 Santa Monica Blvd,(213) 654-2454/(888) 654-6400 centrally located,"(MW),(TA)",Accommodations,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/9/2024 12:58pm
561,The Shed,,8474 Melrose Ave,"(213) 655-6277 dinner, clsd Sun, cont’l",,Restaurants,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/9/2024 1:00pm
7331,Captain Benny’s Half Shell,,8506 S Main ,"666-5469 lunch & dinner, clsd Sun ",(BW),Restaurants,Houston,TX,,,1998,7/2/2024 3:53pm
543,Benvenuto,,8512 Santa Monica Blvd,"659-8635 lunch Mon-Fri, dinner
5:30pm-10:30pm, til 11pm Fri-Sat, Italian, patio",(WC),Restaurants,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
5182,Foxes Lounge,,8521 Central Ave NE,"255-3060 10am-2am, noon-midnight Sun","(M),(D),(S),(WC)",Bars & Nightclubs,Albuquerque,NM,,,1998,7/2/2024 3:53pm
577,"Gunderson Travel, Inc",,8543 Santa Monica Blvd ,#8 657-3944/(800) 872- 8457,(TA),Travel Agents,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,7/2/2024 4:15pm
7405,Lambda Club AA,,8546 Broadway ,#255 824-2027 8:15pm daily ,"(*),(NS)",Info Lines & Services,San Antonio,TX,,,1998,7/2/2024 4:15pm
7455,Encore Video,,8546 Broadway St ,"821-5345 also 1218 E. Euclid Ave., 472-3004 ","(*),(NS)",Erotica,San Antonio,TX,,,1998,7/2/2024 3:53pm
506,Ma Maison Sofitel,,8555 Beverly Blvd,278-5444/(800) 521-7772,"(GF),(F),(SW),(WC),(TA)",Accommodations,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
535,Club Cafe,,8560 Santa Monica Blvd,"(in Athletic Club) 659-6630 7am-9pm, til 6pm Sat, til 5pm Sun, salads & sandwiches",,Cafes,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
586,Athletic Club,,8560 Santa Monica Blvd,659-6630,,Gyms & Health Clubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
2542,Metopolis,,8562 Palm Bay,(shopping center) 239-4919 more gay Wed,(GF),Bars & Nightclubs,Orlando,FL,,,1998,2/8/2024 10:01am
542,Baja Bud’s,,8575 Santa Monica Blvd,"659-1911 7am-10pm, til 11pm Fri-Sat, healthy Mexican",,Restaurants,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/9/2024 1:00pm
507,Ramada West Hollywood,,8585 Santa Monica Blvd,652-6400/(800) 845- 8585 modern art deco hotel & suites,"(GF),(F),(SW),(WC),(TA)",Accommodations,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/9/2024 12:59pm
5714,Horizon Books,,8601 Niagara Falls Blvd,297-2077 24hrs,,Erotica,Niagara Falls ,NY,,,1998,7/2/2024 3:53pm
4088,Central Travel of Silver Spring,,8609 2nd Ave,589-9440,,Travel Agents,Silver Spring,MD,,,1998,7/2/2024 3:53pm
3361,Los Dos Molinos,,8646 S Central Ave,"243-9113 11am-9pm Tue-Sun, robust home cooking",,Restaurants,Phoenix,AZ,,,1998,4/3/2024 11:45am
7114,Creative Travel Center ,,8650 Spicewood Springs Rd ,#210 331-9560,(TA),Travel Agents,Austin,TX,,,1998,7/2/2024 4:15pm
5670,Celebrity's,,8705 3rd Ave,"Bay Ridge 745-9652, 6pm-4am, clsd Mon","(MW),(S)",Bars & Nightclubs,Bay Ridge,NY,"Listed under ""N.Y.C. -- Brooklyn""",,1998,
584,MCC LA,,8714 Santa Monica Blvd," 90046 854-9110 9am, 11am & 6pm Sun",,Spiritual Groups,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,7/2/2024 6:19pm
593,Gauntlet,,8720-1/2 Santa Monica Blvd ,657-6677 body piercings,,Erotica,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
581,Traveline ,,8721 Santa Monica Blvd ,#845 (213) 654-3000,,Travel Agents,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,7/2/2024 4:15pm
596,Skin Graffiti Tattoo,,8722 Santa Monica Blvd,358-0349 upstairs ,,Erotica,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
537,Little Frida’s Coffee House,,8730 Santa Monica Blvd,"854-5421 1 lam-11pm, til midnight Fri-Sat, clsd Mon","(E),(*)",Cafes,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/16/2024 8:49am
525,The Normandie Room,,8737 Santa Monica Blvd,659-6204 5pm-2am,"(GF),(NH),(WC)",Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/9/2024 12:59pm
8236,NaNa outlet,,8737 W 3rd St,(213) 653-1252,,Bookstores & Retail Shops,Santa Monica,CA,"location from another entry's description. Listed under ""L.A.-West L.A. & Santa Monica""",,1998,7/2/2024 3:53pm
574,Club Travel,,8739 Santa Monica Blvd,358-2207/(800) 429-8747,(TA),Travel Agents,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/9/2024 12:59pm
364,Video Rental & Preview Center,,8743 Garden Grove Blvd,534-9922,,Erotica,Garden Grove,CA,,,1998,2/8/2024 10:54am
362,Midnight Videos,,8745 Garden Grove Blvd,534-9823,,Erotica,Garden Grove,CA,,,1998,2/8/2024 10:54am
363,Party House,,8751 Garden Grove Blvd,534-9996,,Erotica,Garden Grove,CA,,,1998,2/8/2024 10:54am
580,"Travel, Etc. ",,8764 Holloway Dr ,652-4430 (TA),(TA),Travel Agents,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
548,Eclipse,,8800 Melrose Ave,"724-5959 see and be seen, specialty is whole fish baked in wood-burning oven",,Restaurants,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/9/2024 1:00pm
3389,Michigan Street Theatre #2,,8801 Melton Rd ,(US 20) 938-2194,,Erotica,Gary,IN,,,1998,7/2/2024 4:27pm
6305,Adult Video Dreamland ,,8807 E Admiral,834-1051 24hrs,"(*),(NS)",Erotica,Tulsa,OK,,,1998,
563,Tango Grill,,8807 Santa Monica Blvd,"659-3663 noon-11pm, some veggie","(MW),(BW),(WC)",Restaurants,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
531,Trunks,,8809 Santa Monica Blvd,"652-1015 lpm-2am, sports video bar","(M),(NH),(YC)",Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/9/2024 1:00pm
569,Book Soup,,8818 Sunset Blvd,659-3110,,Bookstores & Retail Shops,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/25/2024 12:10pm
505,Le Reve,,8822 Cynthia St,854-1114/(800) 835-7997,"(GF),(SW),(WC),(TA)",Accommodations,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
4440,Back Pocket ,,8832 Greenfield Rd ,"272-8374 6pm-2am, til 4am Wed & Sat ","(*),(M),(F)",Bars & Nightclubs,Detroit,MI,,,1998,7/2/2024 3:53pm
7251,PS. Travel ,,8838-C Viscount Blvd ,598-6188,(TA),Travel Agents,El Paso,TX,,,1998,7/2/2024 3:53pm
4438,Men of Color Group ,,8850 Woodward ,(church) 496-0158 7pm Tue ,,Info Lines & Services,Detroit,MI,,,1998,6/25/2024 1:22pm
529,Revolver,,8851 Santa Monica Blvd,"659-8851 4pm-2am, til 4am Fri-Sat, from 2pm Sun","(M),(A),(V),(*)",Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/16/2024 8:48am
533,Viper Room,,8852 Sunset Blvd,358-1880 9pm-2am,(GF),Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
567,A Different Light,,8853 Santa Monica Blvd,"854-6601 lOam-midnight, lesbigay","(BW),(*)",Bookstores & Retail Shops,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/25/2024 12:10pm
523,Micky’s,,8857 Santa Monica Blvd,657-1176 noon-2am,"(M),(D),(V),(YC),(*)",Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
4064,American Express Services,,8857 Youngsea Pl,715-6826,(TA),Travel Agents,Columbia,MD,,,1998,7/2/2024 3:53pm
5184,The Ranch,,8900 Central SE,"275-1616 11am-2am, til midnight Sun, 'Cuffs' leather bar inside","(M),(D),(CW),(WC)",Bars & Nightclubs,Albuquerque,NM,,,1998,
5169,Sandia Leathermen,,8900 Central SE,275-1616 (BAR) 7pm Sun at The Ranch,,Info Lines & Services,Albuquerque,NM,,,1998,
387,KB Travel & Tours,,8907 Warner Ave ,#162  848-7272,(TA),Travel Agents,Huntington Beach,CA,,,1998,7/2/2024 4:15pm
528,Rage,,8911 Santa Monica Blvd,"652-7055 noon-2am, lunch daily","(M),(D),(S),(V),(YC),(WC),(*)",Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/16/2024 8:48am
498,Damron Atlas World Travel,,8923 S Sepulveda Blvd,(310) 670-6991/(888) 907-9771,(TA),Travel Agents,Los Angeles,CA,"Listed under ""LA-Overview""",,1998,2/8/2024 10:54am
652,Atlas Travel Service ,,8923 S Sepulveda Blvd ,(outside LA) 670-3574/(800) 952-0120,(TA),Travel Agents,Los Angeles,CA,"Listed under ""L.A-West L.A. & Santa Monica""",,1998,7/2/2024 4:27pm
592,Drake's,,8932 Santa Monica Blvd,"289-8932 gifts, toys, videos; also at 7566 Melrose Ave., (213) 651-5600",,Erotica,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,7/2/2024 3:48pm
562,Skewers,,8939 Santa Monica Blvd,"271-0555 1 lam-2am, low-fat grill",(BW),Restaurants,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
524,Mother Lode,,8944 Santa Monica Blvd,659-9700 noon-2am,"(M),(NH),(WC),(*)",Bars & Nightclubs,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/16/2024 8:48am
551,The Greenery,,8945 Santa Monica Blvd,"275-9518 8am-lam, til 3am Fri-Sat, Californian, some veggie",(WC),Restaurants,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
7065,Studio One ,,9000 Triangle Dr,372-0648 24hrs ,"(*),(NS)",Erotica,Amarillo,TX,,,1998,7/2/2024 3:53pm
571,International Male,,9000 W Santa Monica Blvd,275-0285 10am-9pm,,Bookstores & Retail Shops,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,2/8/2024 10:54am
7997,Club 94,,9001 120th Ave ,"857-9958 7pm-2am, from 3pm Sun, clsd Mon ","(*),(NS)",Bars & Nightclubs,Kenosha,WI,,,1998,7/2/2024 3:53pm
7267,Fantastic Voyages,,9001 Willoughby Ct ,568-8611,(TA),Travel Agents,Fort Worth,TX,,,1998,7/2/2024 3:53pm
2678,Northside Lounge,,9002 N Florida Ave,"931-3396, noon-3am","(M),(NH)",Bars & Nightclubs,Tampa,FL,,,1998,2/8/2024 10:33am
5847,Mann Travels,,9009-2 J M Keynes Dr,547-1240/(800) 849-2028,(TA),Travel Agents,Charlotte,NC,,,1998,7/2/2024 3:53pm
5928,Aphrodite's Adult Entertainment Center,,9016 Glenwood Ave,787-0016 24hrs,,Erotica,Raleigh,NC,,,1998,7/2/2024 3:53pm
4069,Monarch Travel Center,,9047 Gaither Rd,258-0989/(800) 800-4669,(TA),Travel Agents,Gaithersburg,MD,,,1998,7/2/2024 3:53pm
578,Magnum/Select Travel,,9056 Santa Monica Blvd ,#304 887-0930,(TA),Travel Agents,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,7/2/2024 4:15pm
4767,Hollywood at Home,,9063 Metcalf,Overland Park KS (913) 649-9666,,Erotica,Overland Park,KS,"Listed under ""Kansas City, MO""",,1998,
556,La Masía,,9077 Santa Monica Blvd,"273-7066 clsd Mon-Tue, Spanish/cont'",,Restaurants,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,1/9/2024 2:49pm
2066,Preferred Travel &Tours,,9144 Glades Rd,852-4400/800-764-3522,(TA),Travel Agents,Boca Raton,FL,,,1998,2/8/2024 10:54am
4802,Busch's Grove,,9160 Clayton Rd,"993-0011 lunch & dinner, clsd Sun-Mon",,Restaurants,St. Louis,MO,,,1998,7/2/2024 3:53pm
6354,Whispering Pines B&B/Retreat ,,9188 W Evans Creek Rd," Rogue River 582-1757/(800) 788-1757 full brkfst, hot tub, shared bath","(SW),(NS),(*),(MW)",Accommodations,Rogue River,OR,"Listed under ""Grants Pass, OR""",,1998,7/2/2024 6:19pm
7316,The Ranch ,,9200 Buffalo Speedwy ,"666-3464 4pm-2am, clsd Mon ","(W),(D),(CW),(WC)",Bars & Nightclubs,Houston,TX,,,1998,7/2/2024 3:53pm
573,"Cassis Travel Services, Inc.",,9200 W Sunset Blvd ,#320 246-5400,(TA),Travel Agents,West Hollywood,CA,"Listed under ""LA-West Hollywood""",,1998,7/2/2024 4:15pm
6041,Rockies Bar,,9208 Detroit Rd,961-3115 4pm-2:30am,"(*),(MO),(D),(V)",Bars & Nightclubs,Cleveland,OH,,,1998,7/2/2024 3:53pm
29,Top Hat Cinema,,9221 Todd Dr,833-8221,,Erotica,Birmingham,AL,,,1998,2/8/2024 10:54am
7656,Lambda Rising ,,9229 Granby St ,"480-6969 10am-10pm, lesbigay ","(*),(NS)",Bookstores & Retail Shops,Norfolk,VA,,,1998,7/2/2024 3:53pm
7661,All God's Children Community Church ,,9229 Granby St ,480-0911 10:30am Sun & 7:30p Wed,"(*),(NS)",Spiritual Groups,Norfolk,VA,,,1998,7/2/2024 3:53pm
5676,Wildflower,,9235 4th Ave,"(at 93rd St.) 238-6566, Wed-Sun","(MW),(D),(S)",Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Brooklyn""",,1998,
7833,Kokeb,,9261 12th Ave,"322-0485 lunch & dinner, Ethiopian ","(*),(NS)",Restaurants,Seattle,WA,,,1998,7/2/2024 3:53pm
7642,A Touch of Country B&B ,,9329 Congress St ,740-8030 full brkfst ,"(GF),(NS)",Accommodations,New Market,VA,,,1998,7/2/2024 3:53pm
655,Wilson's Travel,,9359 Wilshire Blvd, Beverly Hills 275-4131,(TA),Travel Agents,Beverly Hills,CA,"Listed under ""L.A-West L.A. & Santa Monica""",,1998,7/2/2024 6:19pm
654,The Traveler's Edge,,9363 Wilshire Blvd,"#216, Beverly Hills 271-2208/(888) 777-5959",(TA),Travel Agents,Beverly Hills,CA,"Listed under ""L.A-West L.A. & Santa Monica""",,1998,7/2/2024 4:36pm
5686,Avalon Travel,,9421 3rd Ave,(at 94th St.) 833-5500,(TA),Travel Agents,New York City,NY,"Listed under ""N.Y.C. -- Brooklyn""",,1998,
1657,Amara's Guesthouse,,9425 Mohawk Tr," Chipita Park 684-9169 full brkfst, private entrance","(GF),(NS)",Accommodations,Chipita Park,CO,"Listed under ""Colorado Springs, CO""",,1998,7/2/2024 6:19pm
6028,Aunt Charlie's The Cage,,9506 Detroit Ave,651-0727 4pm-2:30am,"(M),(D),(K),(S)",Bars & Nightclubs,Cleveland,OH,,,1998,7/2/2024 3:53pm
1652,Allaire Timbers Inn,,9511 Hwy 9," S Main St 453-7530/(800) 624-4904 full brkfst, hot tub","(GF),(WC)",Accommodations,Breckenridge,CO,,,1998,7/2/2024 6:19pm
2409,Happy Books,,9514 S Dixie Hwy,670-9203 24hrs,,Erotica,Miami,FL,,,1998,1/29/2024 3:51pm
957,Sports Leisure Travel,,9527-A Folsom Blvd,361-2051/(800) 951-5556,(TA),Travel Agents,Sacramento,CA,,,1998,2/8/2024 10:54am
275,Sea Breeze Resort,,9595 Harbor Dr, Glenhaven 998-3327 cottages,"(GF),(SW)",Accommodations,Glenhaven,CA,"Listed under ""Clearlake, CA""",,1998,7/2/2024 6:19pm
7125,Oasis Bookstore ,,9601 N IH-35,835-7208 24hrs.,"(*),(NS)",Erotica,Austin,TX,,,1998,7/2/2024 3:53pm
4432,Granny's Place ,,9800 Haggerty Rd ,"699-8862 4pm-2am, from 11am Fri ","(MW),(F),(WC)",Bars & Nightclubs,Belleville,MI,,,1998,7/2/2024 3:53pm
7252,MCC of El Paso,,9828 E Montaza ,"(Plaza del Sol) 591-4155 10am Sun, 7pm Fri","(*),(NS)",Spiritual Groups,El Paso,TX,,,1998,7/2/2024 3:53pm
5284,Jones Pond Campground,,9835 Old State Rd,"567-8100, May-Oct 15","(MO),(SW),(N)",Accommodations,Angelica,NY,,,1998,7/2/2024 3:53pm
357,AA Gay/Lesbian,,9872 Chapman Ave ,"#15 (Ash Inc) 534-5820/537-9968 6-10pm, clsd Fri",,Info Lines & Services,Garden Grove,CA,,,1998,7/2/2024 4:15pm
7644,Mr. D's Leather & Novelties ,,9902-A Warwick Blvd ,599-4070,"(*),(NS)",Erotica,Newport News,VA,,,1998,7/2/2024 3:53pm
6072,Emmanuel Christian Fellowship Church,,10034 Lorain Ave,"651-0129 10:45am & 6:30pm Sun, 7:30pm Wed",,Spiritual Groups,Cleveland,OH,,,1998,7/2/2024 3:53pm
285,Silver Fox,,10095 Saich Wy,255-3673 2pm-2am,"(M),(NH),(S),(WC)",Bars & Nightclubs,Cupertino,CA,,,1998,2/8/2024 10:54am
1580,Paradise,,10100 N Lower Sacramento Rd,"477-4724 6pm-2am, from 4pm wknds","(MW),(D),(E),(S),(YC)",Bars & Nightclubs,Stockton,CA,,,1998,2/8/2024 10:54am
6504,The Travel Shop,,10115 SW Nimbus Ctr ,#600  684-8533/(800) 285-8835 ask for Mark,(TA),Travel Agents,Tigard,OR,,,1998,7/2/2024 4:15pm
7294,Backyard Bar & Grill,,10200 S Main ,"660-6285 5pm-2am, from noon wknds, more gay wknds ","(GF),(F),(WC)",Bars & Nightclubs,Houston,TX,,,1998,7/2/2024 3:53pm
7107,Xena,,10201 Jollyville Rd ,"345-9944 11am-10:30pm, til 11pm Fri-Sat, extensive wine list, full bar","(*),(NS)",Restaurants,Austin,TX,,,1998,7/2/2024 3:53pm
