Auto#,title,amenityfeatures,description,streetaddress,type,city,state,unclear_address,unclear type or question,notes,Year,Last Modified
6408,Gay Chicago,,"327-7271, weekly",3121 N Broadway,Publications,Chicago,IL,,,,1997,12/16/2023 5:25pm
9128,Naughty & Nice,,"686-1110, 24hrs",3121 SW 29th ,Erotica,Oklahoma City,OK,,,,1997,9/29/2023 4:24pm
9699,Chaser's,,"754-6672, 24hrs",3128 Two Notch Rd,Erotica,Columbia,SC,,,,1997,12/16/2023 5:25pm
6401,Barbara's Bookstore,,447-0411 also,3130 N Broadway,Bookstores/Retail Shops,Chicago,IL,,,,1997,12/16/2023 5:25pm
8085,"Perrin & Treggett, Booksellers",,"Denville Commons 328-8811/(800) 770-8811, 10am-9pm, til 6pm Sat, noon-5pm Sun",3130 Rte 10 W,Bookstores/Retail Shops,Denville,NJ,,,,1997,12/16/2023 5:25pm
7986,Gala Tours at A to Z Bargain Travel,(IGTA),369-8671,3133 S Industrial Rd,Travel/Tour Operators,Las Vegas,NV,,,,1997,12/16/2023 5:25pm
6978,Whole Food,,"943-1626, 9am-9pm, healthy/veggi deli",3135 Esplanade Ave,Restaurants & Cafes,New Orleans,LA,,,,1997,12/16/2023 5:25pm
7996,Night Beat,,"#204, 734-7223, lesbigay classified ads",3135 S Industrial Rd,Publications,Las Vegas,NV,,,,1997,12/16/2023 5:25pm
3779,Valley One in Ten,,"264-5437, 7pm Wed, youth group, HIV peer education",3136 N 3rd Ave,Info Lines & Services,Phoenix,AZ,,,,1997,12/16/2023 5:25pm
3778,Valley of the Sun Gay/Lesbian Center,,"265-7283, info & referals",3136 N 3rd Ave,Info Lines & Services,Phoenix,AZ,,,,1997,12/16/2023 5:25pm
3776,Lesbian/Gay Community Switchboard,,"234-2572/Fax: 234-0873, 10am-10pm (volunteer permitting) into & referrals",3136 N 3rd Ave,Info Lines & Services,Phoenix,AZ,,,,1997,12/16/2023 5:25pm
9316,Fantasy for Adults,,"239-6969, 24hrs",3137 NE Sandy Blvd,Erotica,Portland,OR,,,,1997,12/16/2023 5:25pm
10008,Lambda AA,,"921-2871, 8pm daily",3144 Ryan Ave,Info Lines & Services,Fort Worth,TX,,,,1997,12/16/2023 5:25pm
7837,Zippers,"(MW),(D),(S)",(618) 797-0700 6:30pm-1am,3145 W Chain of Rocks Rd,Bars,Granite City,IL,,,,1997,12/16/2023 5:25pm
6513,Club Zips,"(*),(MW),(E),(V)","797-0700 6pm-2am, outdoor complex",3145 W Chain of Rocks Rd,Bars,Granite City,IL,,,,1997,12/16/2023 5:25pm
6020,King of Peace MCC,(WC),323-5857 10am,3150 5th Ave N,Spiritual Groups,St. Petersburg,FL,,,,1997,12/16/2023 5:25pm
3867,Natural B&B,(M),"882-4582/Fax:326-1385 massage available, smokefree, kids okay",3150 E Presidio Rd,Accommodations,Tucson,AZ,,,,1997,12/16/2023 5:25pm
5079,Heartwood Spa Hot & Sauna Garden,,"462-2192, noon-11pm, WO Sunday night",3150-A Mission Dr,Gyms & Health Clubs,Santa Cruz,CA,,checked,"Unsure what ""WO"" signifies",1997,12/16/2023 5:25pm
6316,Islands Pride Taxi & Tour,,"#402, Honolulu, 732-6518",3151 Monsarrat Ave,Travel/Tour Operators,"Honolulu, Oahu",HI,,,,1997,12/16/2023 5:25pm
8291,Talking Leaves,,"837-8554, 10am-6pm, til 8pm Wed-Th, clsd Sun",3158 Main St,Bookstores/Retail Shops,Buffalo,NY,,,,1997,12/16/2023 5:25pm
4941,El Rio,"(GF),(NH),(MRC-L),(E)","282-3325 3pm-2am, til midnight Mon, patio, popular Sun afternoons",3158-A Mission St,Bars,San Francisco,CA,,,,1997,12/16/2023 5:25pm
9072,Sufficient Grounds,(WC),"(Cricket West Mall), 537-1988 7am-11pm",3160 Markway,Restaurants & Cafes,Toledo,OH,,,,1997,9/29/2023 4:24pm
6460,Annex 3,"(MW),(V),(WC)","327-5969 noon-2am, til 3am Sat",3160 N Clark St,Bars,Chicago,IL,,,,1997,12/16/2023 5:25pm
4944,Cafe Commons,(WC),"282-2928 7am-7pm, sandwiches, plenty veggies, patio",3161 Mission St,Restaurants & Cafes,San Francisco,CA,,,,1997,12/16/2023 5:25pm
10371,Babe's of Carytown,"(W),(D),(F),(WC)","355-9330 11am-midnight, til 2am Fri-Sat, 9am-5pm Sun",3166 W Cary St,Bars,Richmond,VA,,,,1997,12/16/2023 5:25pm
10387,Babe's of Carytown ,"(W),(D),(F),(WC)","355-9330 11am-midnight, til 2am Fri-Sat, 9am-5pm Sun",3166 W Cary St,Bars,Richmond,VA,,,,1997,12/16/2023 5:25pm
6488,Scenes Coffee House & Dramatist Bookstore,,"525-1007, 9:30am-midnight",3168 N Clark St,Restaurants & Cafes,Chicago,IL,,,,1997,12/16/2023 5:25pm
6472,Lucky Horseshoe,"(M),(S)","404-3169 2pm-2am, from noon wknds, patio",3169 N Halsted St,Bars,Chicago,IL,,,,1997,12/16/2023 5:25pm
4309,Mr. Mike's,"(M),(E),(OC)","669-9640 11am-2am, piano bar Th-Sun",3172 Los Feliz Blvd,Bars,Los Angeles,CA,,,,1997,12/16/2023 5:25pm
4949,New Dawn Cafe,,"553-8888, 8am-3pm, hearty breakfasts, veggie",3174 16th St,Restaurants & Cafes,San Francisco,CA,,,,1997,12/16/2023 5:25pm
7999,Pure Pleasure Book & Video,,"369-8044, 24hrs",3177 S Highland,Erotica,Las Vegas,NV,,,,1997,12/16/2023 5:25pm
8927,Muggs,"(MW),(NH),(F)",661-5365 noon-2:30am,3194 W25th St,Bars,Cincinnati ,OH,,,,1997,12/16/2023 5:25pm
4488,Boulevard,"(M),(NH),(E)","356-9304 1pm-2am, piano bar Sun",3199 E Foothill Blvd,Bars,Pasadena,CA,,,,1997,12/16/2023 5:25pm
6798,Joseph-Beth,,"271-5330, 9am-10pm, 11am-6pm Sun",3199 Nicholasville Rd,Bookstores/Retail Shops,Lexington,KY,,,,1997,12/16/2023 5:25pm
6479,Spin,"(M),(D),(V)",327-7711 4pm-2am,3200 N Halsted,Bars,Chicago,IL,,,,1997,12/16/2023 5:25pm
8739,AA Gay/Lesbian,,"332-4387, 8pm Tue",3200 Park Rd (St Luke's Lutheran Church),Info Lines & Services,Charlotte,NC,,,,1997,12/16/2023 5:25pm
8827,Reader's Corner,,"828-7024, 10am-9pm, til 6pm Sat, 1-6pm Sun, used books",3201 Hillsborough St,Bookstores/Retail Shops,Raleigh ,NC,,,,1997,12/16/2023 5:25pm
10102,French Quarter All Male Theater,"(MO),(PC)",527-0782,3201 Louisiana,Erotica,Houston,TX,,,,1997,9/29/2023 4:24pm
6766,Our Fantasy,"(MW),(D),(S),(SW),(WC)","682-5494 8pm-2am Wed-Sun, also ",3201 S Hillside,Bars,Wichita,KS,,,,1997,12/16/2023 5:25pm
3744,Unitarian Universalist Fellowship,,"248-3737, 9am & 10:30am Sun",3201 Turnigan St,Spiritual Groups,Anchorage,AK,,,,1997,12/16/2023 5:25pm
3731,Gay Teens,,"(Unitarian Church), 688-3906, 4-6pm Sat",3201 Turnigan St,Info Lines & Services,Anchorage,AK,,,,1997,12/16/2023 5:25pm
9883,Lobo,(WC),"454-5406 10am-10pm, lesbigay",3204 Guadalupe,Restaurants & Cafes,Austin,TX,,,,1997,9/29/2023 4:24pm
8771,Independence News,,332-8430,3205 The Plaza,Erotica,Charlotte,NC,,,,1997,9/29/2023 4:24pm
9225,Reed College Queer Alliance,,"#718, 97202",3208 SE Woodstock Blvd,Info Lines & Services,Portland,OR,,,,1997,12/16/2023 5:25pm
7846,Cheap Trx,,"664-4011, noon-8pm, til 6pm, body piercing",3211 S Grand,Bookstores/Retail Shops,St. Louis,MO,,,,1997,12/16/2023 5:25pm
10294,Buccaneer Country Lodge,"(*),(GF),(SW)",253-4772/(800) 543-1293,3214 Mountain Rd,Accommodations,Stowe,VT,,,,1997,12/16/2023 5:25pm
6490,Chicago Sweat Shop,,"871-2789, gay owned & run",3215 N Broadway,Gyms & Health Clubs,Chicago,IL,,,,1997,12/16/2023 5:25pm
7137,Guiseppe's,,"467-1177, pizza & pasta",3215 N Charles,Restaurants & Cafes,Baltimore,MD,,,,1997,12/16/2023 5:25pm
7132,Cafe Diana,(*),"889-1319 11am-11pm, American",3215 N Charles St,Restaurants & Cafes,Baltimore,MD,,,,1997,12/16/2023 5:25pm
9943,Crews Inn,"(*),(M),(D),(S)","526-9510 noon-2am, popular Tue nights, patio",3215 N Fitzhugh,Bars,Dallas,TX,,,,1997,12/16/2023 5:25pm
6683,Adult Emporium,,"328-2673, 24hrs",3216 1st Ave,Erotica,Council Bluffs,IA,,,,1997,9/29/2023 4:24pm
8749,Chaser's,"(MW),(D),(S),(V),(PC),(WC)","339-0500 5pm-2am, from 3pm Sun",3217 The Plaza,Bars,Charlotte,NC,,,,1997,9/29/2023 4:24pm
9749,AA Gay/Lesbian,,"(Tenn Valley Unitarian Church), 522-9667, 7pm Mon & Fri",3219 Kingston Pike,Info Lines & Services,Knoxville,TN,,,,1997,9/29/2023 4:24pm
5638,Omni Book & Video,,"3224-6825, 24hrs",3224 W Broward Blvd,Erotica,Fort Lauderdale,FL,,,,1997,12/16/2023 5:25pm
6058,Stonewall,,"#220, 832-2878, monthly",3225 S Maddill,Publications,Tampa,FL,,,,1997,12/16/2023 5:25pm
4627,Carole's B&B Inn,"(GF),(SW)",280-5258/Fax: 283-9558 full brkfst,3227 Grim Ave,Accommodations,San Diego,CA,,,,1997,12/16/2023 5:25pm
6940,The Four Seasons,"(MW),(NH),(D)",832-0659 3pm-4am,3229 N Causeway,Bars,Metairie,LA,,,,1997,12/16/2023 5:25pm
4959,Body Manipulations,,"621-0408, noon-6:30pm, til 7:30pm Fri-Sat, piercing (walk-in basis), jewelry",3234 16th St,Bookstores/Retail Shops,San Francisco,CA,,,,1997,12/16/2023 5:25pm
7800,Ray's Video & Newstand,,"753-7692, 24hrs",3235 Main St,Erotica,Kansas City,MO,,,,1997,12/16/2023 5:25pm
9272,Hamburger Mary's,(*),223-0900 7am-2am,3239 SW Broadway,Restaurants & Cafes,Portland,OR,,,,1997,9/29/2023 4:24pm
5205,Club Synergy,"(*),(W),(D),(A)","575-5680 11pm-5am Th-Sat, til 3am Sun",3240 Larimer,Bars,Denver,CO,,,,1997,9/29/2023 4:24pm
6963,Jack Sprat,,"486-2200, 11am-10pm, noon-5pm Sun, healthy vegetarian",3240 S Carrolton ,Restaurants & Cafes,New Orleans,LA,,,,1997,12/16/2023 5:25pm
6289,Bed & Breakfast Honolulu (Statewide),,"595-7333/(800) 228-4666 represents 350 locations on all islands, clientele & ownership vary (most gay-friendly) ",3242 Kaohinani Dr,Accommodations,"Honolulu, Oahu",HI,,,,1997,12/16/2023 5:25pm
6495,Unicorn Club,"(MO),(PC)",929-6080 24hrs,3246 N Halsted St,Men's Clubs,Chicago,IL,,,,1997,12/16/2023 5:25pm
6489,The Bodyshop,(MO),"(at the Unicorn), 248-7717 6am-10pm",3246 N Halsted St,Gyms & Health Clubs,Chicago,IL,,,,1997,12/16/2023 5:25pm
5268,Pleasure Entertainment Center,,934-2373,3250 W Alameda,Erotica,Denver,CO,,,,1997,12/16/2023 5:25pm
6492,Unabridged Books,(WC),"883-9119 10am-10pm, til 8pm wknds",3251 N Broadway St,Bookstores/Retail Shops,Chicago,IL,,,,1997,12/16/2023 5:25pm
3879,MCC,,"292-9151, 10:45am Sun, 7pm Wed",3269 N Mountain Ave,Spiritual Groups,Tucson,AZ,,,,1997,12/16/2023 5:25pm
6001,Suncoast Cathedral MCC,,484-7068,3276 Venice Ave,Spiritual Groups,Sarasota,FL,,,,1997,12/16/2023 5:25pm
4755,Cuir Underground,,"#19, 94110, 487-7622, bi-monthly, S/M newspaper w/ calendar of events, e-mail: cuirpaper@aol.com",3288 21st St,Publications,San Francisco,CA,,,,1997,12/16/2023 5:25pm
8945,Body Language,,"(at Lorian), 251-3330, noon-9pm, til 5pm Sun, ""an educational store for adults in alternative lifestyles""",3291 W 115th St,Bookstores/Retail Shops,Cincinnati ,OH,,,,1997,12/16/2023 5:25pm
9981,TWT (This Week In Texas),,"521-0622, weekly",3300 Reagan Ave,Publications,Dallas,TX,,,,1997,12/16/2023 5:25pm
7598,Seekers,"(MW),(D)","985-9349 4pm-2am, from 2pm Th-Sun",3301 24th St,Bars,Port Huron,MI,,,,1997,12/16/2023 5:25pm
6464,Buddies Restaurant & Bar,(MW),"477-4066 7am-2am, from 9am Sun",3301 N Clark St,Bars,Chicago,IL,,,,1997,12/16/2023 5:25pm
5101,Santa Rosa Adult Books,,542-8248,3301 Santa Rosa Ave,Erotica,Santa Rosa,CA,,,,1997,12/16/2023 5:25pm
9073,Thackeray's,,"537-9259 9am-9pm, 10am-6pm Sun ",3301 W Central Ave,Bookstores/Retail Shops,Toledo,OH,,,,1997,12/16/2023 5:25pm
8874,Parkside Travel,(IGTA),"Ste. 6, Stow, 688-3334/(800) 552-1647",3310 Kent Rd,Travel/Tour Operators,Akron,OH,,,,1997,12/16/2023 5:25pm
10609,Commencement Bay B&B,(GF),"272-1282 full brkfst, hot tub",3312 N Union Ave,Accommodations,Tacoma,WA,,,,1997,12/16/2023 5:25pm
8832,Unitarian Universalist Fellowship,,"781-7653, 9:30am & 11:15am Sun",3313 Wade Ave,Spiritual Groups,Raleigh ,NC,,,,1997,12/16/2023 5:25pm
7796,Adrianne's Book Store,,561-8996,3314 Troust,Erotica,Kansas City,MO,,,,1997,9/29/2023 4:24pm
4623,Banker's Hill B&B,"(GF),(SW)",260-0673/(800) 338-3748,3315 2nd Ave,Accommodations,San Diego,CA,,,,1997,12/16/2023 5:25pm
4838,Books Inc.,,"San Francisco Internat'l Airport, North Terminal, , 221-3666",3315 California St,Bookstores/Retail Shops,San Francisco,CA,,,,1997,12/16/2023 5:25pm
6470,Gentry,"(MW),(S)",348-1053 4pm-2am,3320 N Halsted,Bars,Chicago,IL,,,,1997,12/16/2023 5:25pm
10128,Silent Partners,"(W),(D),(CW),(S)","949-9041 6pm-2am, clsd Mon",3320 Sherwood Hwy,Bars,San Angelo,TX,,,,1997,12/16/2023 5:25pm
5059,Chaucer's Books,,"682-6787, 9am-9pm, til 10pm Fri-Sat, 10am-5pm Sun, general, lesbigay section",3321 State St,Bookstores/Retail Shops,Santa Barbara,CA,,,,1997,12/16/2023 5:25pm
6486,Perk,"(MW),(WC)",549-9900 noon-1am,3322 N Halsted,Restaurants & Cafes,Chicago,IL,,,,1997,12/16/2023 5:25pm
6466,Closet,"(*),(MW),(V)","477-8533 2pm-4am, from noon wknds",3325 N Broadway St,Bars,Chicago,IL,,,,1997,12/16/2023 5:25pm
9952,Pub Pegasus,"(M),(NH),(WC)",559-4663,3326 N Fitzhugh,Bars,Dallas,TX,,,,1997,12/16/2023 5:25pm
6990,Old Quarter Livery,,"945-3796, limosine & tour service",3328 Marigny,Travel/Tour Operators,New Orleans,LA,,,,1997,9/29/2023 4:24pm
8909,Victoria Travel,(IGTA),871-1100/(800) 626-4932 ask for Dan,3330 Erie Ave,Travel/Tour Operators,Cincinnati ,OH,,,,1997,12/16/2023 5:25pm
5919,Connection,,(US 441) 620-2511 3pm-2am,3331 S Pine Ave,Bars,Ocala,FL,,,,1997,12/16/2023 5:25pm
9959,Zippers,"(M),(NH),(S)",526-9519 noon-2am,3333 N Fitzhugh,Bars,Dallas,TX,,,,1997,12/16/2023 5:25pm
9141,Concessions,"(*),(MW),(D),(S),(WC)","744-0896 9pm-2am, clsd Mon-Wed",3340 S Peoria,Bars,Tulsa,OK,,,,1997,12/16/2023 5:25pm
6406,Dignity Chicago,,"296-0780, 7pm Sun",3344 N Broadway,Spiritual Groups,Chicago,IL,,,,1997,12/16/2023 5:25pm
10403,The Alternative Complex (Edge),"(MW),(D),(F),(S)",344-4445 9pm-? Fri-Sat,3348 Salem Trnpk,Bars,Roanoke,VA,,,,1997,12/16/2023 5:25pm
6477,Sidetrack,"(*),(M),(V),(WC)",477-9189 3pm-2:30am,3349 N Halsted ,Bars,Chicago,IL,,,,1997,12/16/2023 5:25pm
6394,Gerber/Hart Library & Archives,,"883-3003, 6pm-9pm Mon & Th, noon-4pm wknds, lesbigay resource center",3352 N Paulina St,Info Lines & Services,Chicago,IL,,,,1997,12/16/2023 5:25pm
6476,Roscoe's,"(*),(MW),(NH),(D),(F),(V)","281-3350 2pm-2am, noon-3am Sat, patio",3354-3356 N Halsted St,Bars,Chicago,IL,,,,1997,12/16/2023 5:25pm
6467,Cocktail,"(MW),(V),(WC)","477-1420 4pm-2am, from 2pm wknds",3359 Halsted St,Bars,Chicago,IL,,,,1997,12/16/2023 5:25pm
8600,Northern Men's Sauna,"(MO),(PC)",Flushing 359-9817,3365 Fairington St,Bars,Queens,NY,,,,1997,12/16/2023 5:25pm
4287,Seaview Inn at the Beach,(GF),"545-1504/Fax: 545-4052 ocean views, pool & courtyard",3400 Highland Ave,Accommodations,Manhattan Beach,CA,,,,1997,12/16/2023 5:25pm
4360,Seaview Inn at the Beach,(GF),"545-1504/Fax: 545-4052 ocean views, pool & courtyard",3400 Highland Ave,Accommodations,Manhattan Beach,CA,,,,1997,12/16/2023 5:25pm
10093,Maranatha Fellowship MCC,,"Ste. 600, 528-6756, 11am Sun",3400 Montrose ,Spiritual Groups,Houston,TX,,,,1997,9/29/2023 4:24pm
5936,The Complex,"(MW),(D),(WC)","422-6826 noon-2am, various bars, gym, video store",3400 S Orange Blossom Tr,Bars,Orlando,FL,,,,1997,12/16/2023 5:25pm
5965,Absolute Leather,,"843-8168/(800) 447-4820 noon-9pm, til midnight Th-Sat",3400 S Orange Blossom Tr,Erotica,Orlando,FL,,,,1997,12/16/2023 5:25pm
7150,MCC,,"889-6363, 10:30am Sun",3401 Old York Rd,Travel/Tour Operators,Baltimore,MD,,,,1997,12/16/2023 5:25pm
4622,Balboa Park Inn,"(GF),(WC),(IGTA)",298-0823/(800) 938-8181,3402 Park Blvd,Accommodations,San Diego,CA,,,,1997,12/16/2023 5:25pm
4662,Wolf's,"(M),(L),(BW)","291-3730 6pm-4am, also erotic toy store",3404 30th St,Bars,San Diego,CA,,,,1997,12/16/2023 5:25pm
4710,Midnight Videos,,"222-9973, 24hrs",3404 Midway Dr,Erotica,San Diego,CA,,,,1997,12/16/2023 5:25pm
8015,MCC of the Sierras,,"(Temple Sinai), 829-8602, 5pm Sun",3405 Gulling Rd,Spiritual Groups,Reno,NV,,,,1997,12/16/2023 5:25pm
9099,AA Live & Let Live,,"947-3834, noon, 5:30pm & 8pm",3405 N Villa ,Info Lines & Services,Oklahoma City,OK,,,,1997,12/16/2023 5:25pm
10097,Out Smart,,520-7237,3406 Audubon Pl,Publications,Houston,TX,,,,1997,12/16/2023 5:25pm
9673,Johns Island Cafe,,"559-9090 breakfast, lunch Mon-Sat, dinner Wed-Sat",3406 Maybank Hwy ,Restaurants & Cafes,Johns Island,SC,,,,1997,12/16/2023 5:25pm
9380,Lizzy Bordon's Part II,"(*),(MW),(D),(WC)","833-4059 9pm-2am, clsd Sun",3412 W 12th St,Bars,Erie,PA,,,,1997,12/16/2023 5:25pm
4291,The Local Yolk,,"546-4407, 6:30am-2:30pm",3414 Highland Ave,Restaurants & Cafes,Manhattan Beach,CA,,,,1997,12/16/2023 5:25pm
9941,Buddies,"(MW),(D),(S)","526-8720 11am-2am, from noon Sun",3415 Mahanna,Bars,Dallas,TX,,,,1997,9/29/2023 4:24pm
5894,WOW Boutique,,"Coconut Grove 443-6824, club clothes",3415 Main Hwy,Bookstores/Retail Shops,Miami,FL,,,,1997,12/16/2023 5:25pm
8177,Double Rainbow,(WC),255-6633 6:30am-midnight,3416 Central SE,Restaurants & Cafes,Albuquerque,NM,,,,1997,9/29/2023 4:24pm
10714,Borders Book Shop,,"232-2600, 9am-11pm, til 8pm Sun, general, lesbigay section, also espresso bar",3416 University Ave,Bookstores/Retail Shops,Madison,WI,,,,1997,12/16/2023 5:25pm
6579,Up the Stairs Community Center,,"744-1199, helpline 7pm-10pm, til midnight Fri-Sat, 6:30pm-9pm Sun, space for various groups",3426 Broadway,Info Lines & Services,Fort Wayne,IN,,,,1997,9/29/2023 4:24pm
4119,Executive Suite,"(MW),(D),(WC)","597-3884 8pm-2am, clsd Tue, more men Mon",3428 E Pacific Coast Hwy,Bars,Long Beach,CA,,,,1997,12/16/2023 5:25pm
7973,The Las Vegas Eagle,"(M),(L)","458-8662 24hrs, DJ Wed & Fri",3430 E Tropicana,Bars,Las Vegas,NV,,,,1997,12/16/2023 5:25pm
6173,Esquire Travel Service,,457-6696/(800) 786-6402,3433 Havalyn Ln,Travel/Tour Operators,Atlanta,GA,,,,1997,12/16/2023 5:25pm
6018,Brigit Books,,"522-5775, 10am-8pm, til 6pm Fri-Sat, 1pm-5pm Sun",3434 4th St N,Bookstores/Retail Shops,St. Petersburg,FL,,,,1997,12/16/2023 5:25pm
6493,We're Everywhere,,"404-0590, noon-7pm",3434 N Halsted St,Bookstores/Retail Shops,Chicago,IL,,,,1997,12/16/2023 5:25pm
6463,Buck's Saloon,(M),"525-1125 10am-2am, patio",3439 N Halsted St,Bars,Chicago,IL,,,,1997,12/16/2023 5:25pm
6485,The Pepper,(MW),"665-7377 6pm-2am, clsd Mon, supper club",3441 N Sheffield ,Restaurants & Cafes,Chicago,IL,,,,1997,12/16/2023 5:25pm
4686,Anchor Ministries,,"284-8654, 10am & 6pm Sun, non-denominational",3441 University Ave,Spiritual Groups,San Diego,CA,,,,1997,12/16/2023 5:25pm
6459,Villa Toscana Guesthouse,(MW),404-2643/(800) 684-5755 full brkfst,3447 N Halsted St,Accommodations,Chicago,IL,,,,1997,12/16/2023 5:25pm
3873,Hours,"(*),(MW),(NH),(D),(CW),(WC)",327-3390 noon-1am,3455 E Grant,Bars,Tucson,AZ,,,,1997,12/16/2023 5:25pm
8375,Libations,"(MW),(NH)",679-8820 3pm-4am,3457 Merrick Rd,Bars,Seaford,NY,,,,1997,12/16/2023 5:25pm
6450,Gay Mart,,"929-4272, open 11am",3457 N Halsted St,Bookstores/Retail Shops,Chicago,IL,,,,1997,12/16/2023 5:25pm
6474,Manhole,"(*),(M),(D),(L),(V)",975-9244 9pm-4am,3458 N Halsted St,Bars,Chicago,IL,,,,1997,12/16/2023 5:25pm
7997,Industrial Road Adult Books,,"734-7667, 24hrs",3463 Industrial Rd,Erotica,Las Vegas,NV,,,,1997,12/16/2023 5:25pm
9339,Out & About Entertainer,,375-3758,3470 Donald St NE,Publications,Salem,OR,,,,1997,12/16/2023 5:25pm
5920,Barnes & Noble,,"620-9195, lesbigay section",3500 SW College Rd,Bookstores/Retail Shops,Ocala,FL,,,,1997,12/16/2023 5:25pm
3940,The Place,"(MW),(CW),(WC)","835-0494 11am-2am, from 6pm wknds",3500 Wilson Rd,Bars,Anaheim,CA,,,,1997,12/16/2023 5:25pm
6471,Little Jim's,"(*),(M),(NH)","871-6116 9am-4am, til 5am Sat, from 11am Sun",3501 N Halsted St,Bars,Chicago,IL,,,,1997,12/16/2023 5:25pm
7830,Drake Bar,"(MW),(E),(WC)","865-1400 5pm-1:30am, clsd Sun",3502 Papin St,Bars,St. Louis,MO,,,,1997,12/16/2023 5:25pm
7833,Grey Fox Pub,"(M),(NH),(TG)","772-2150 1pm-1:30am, clsd Sun",3503 Spring,Bars,St. Louis,MO,,,,1997,9/29/2023 4:24pm
7980,Alternatives,,"#2, 696-1885, books, t-shirts & videos, 11am-9pm",3507 S Maryland Pkwy,Bookstores/Retail Shops,Las Vegas,NV,,,,1997,12/16/2023 5:25pm
7829,The Complex,"(*),(M),(D),(F),(E),(WC)",772-2645 multiple bars,3511 Chouteau,Bars,St. Louis,MO,,,,1997,9/29/2023 4:24pm
6497,Ram Bookstore,,"525-9528, 10am-6am",3511-1/2 Halsted St,Erotica,Chicago,IL,,,,1997,12/16/2023 5:25pm
5541,Palate Pleasers,,945-6333,3512 Del Prado South,Restaurants & Cafes,Cape Canaveral,FL,,,,1997,9/29/2023 4:24pm
10770,People's Books,,"962-0575, 10am-7pm, til 6pm Sat, noon-5pm Sun",3512 N Oakland Ave,Bookstores/Retail Shops,Milwaukee,WI,,,,1997,12/16/2023 5:25pm
8174,Cafe Intermezzo,,"265-2556, 10am-11pm, til midnight Fri-Sat",3513 Central NE,Restaurants & Cafes,Albuquerque,NM,,,,1997,9/29/2023 4:24pm
4574,Joseph's Town & Country Bar,"(MW),(D),(F),(S)","483-1220 4pm-2am, Italisn",3514 Marconi,Bars,Sacramento,CA,,,,1997,9/29/2023 4:24pm
10337,Frank Corner Pocket,"(M),(NH)",380-9875,3516 Washington Ave,Bars,Newport News,VA,,,,1997,12/16/2023 5:25pm
5598,End Up,"(M),(D)",584-9301 9pm-4am,3521 W Broward Blvd,Bars,Fort Lauderdale,FL,,,,1997,12/16/2023 5:25pm
6833,Showboat Adult Bookstore,,361-0007,3524 57th St,Erotica,Louisville,KY,,,,1997,12/16/2023 5:25pm
7513,Male Box,"(M),(NH),(D)",892-5420 2pm-2am,3537 W 7-Mile Rd,Bars,Detroit,MI,,,,1997,12/16/2023 5:25pm
7811,Sunshine News & Arcade,,831-2298,3537 W Sunshine,Erotica,Springfield,MO,,,,1997,12/16/2023 5:25pm
7848,Friends & Luvers,,"771-9405, 10am-10pm, noon-7pm, novelties, videos and dating service",3550 Gravois,Bookstores/Retail Shops,St. Louis,MO,,,,1997,9/29/2023 4:24pm
3811,Alexi's,,"279-0982, clsd Sun, patio, intercont'l, full bar",3550 N Central,Restaurants & Cafes,Phoenix,AZ,,,,1997,12/16/2023 5:25pm
4763,Harvey Milk Public Library,,"554-9445, call for hours",3555 16th St,Info Lines & Services,San Francisco,CA,,,,1997,12/16/2023 5:25pm
9739,River Cove B&B,(W),429-0096 full brkfst,3559 Emerald Way,Accommodations,Seiverville,TN,,,,1997,9/29/2023 4:24pm
6481,Angelina Ristorante,,"935-5933, 5:30pm-11pm, Sun brunch, Italian",3561 Broadway,Restaurants & Cafes,Chicago,IL,,,,1997,9/29/2023 4:24pm
9266,Cup & Saucer Cafe,(*),"236-6601, 7am-8pm",3566 SE Hawthorne,Restaurants & Cafes,Portland,OR,,,,1997,9/29/2023 4:24pm
9784,Coffee Cellar,"(BYOB),(WC)","320-7853 7am-midnight, 8am-8pm Sat, patio",3573 Southern,Restaurants & Cafes,Memphis,TN,,,,1997,9/29/2023 4:24pm
4519,Menagerie,"(M),(D),(WC)",788-8000 4pm-2am,3581 University Ave,Bars,Riverside,CA,,,,1997,12/16/2023 5:25pm
4791,Josie's Cabaret & Juice Joint,"(*),(MW),(F),(E),(WC)","861-7933 call for events, live comedy, cabaret, great healthy American food, plenty veggie",3583 16th St,Bars,San Francisco,CA,,,,1997,12/16/2023 5:25pm
4793,The Metro,"(M),(YC)","703-9750 2:30pm-2am, karaoke Tue, also Chinese restaurant",3600 16th St,Bars,San Francisco,CA,,,,1997,12/16/2023 5:25pm
9494,Palladium/Gold Standard,(WC),"387-3463  dinner, bar til 12:30am",3601 Locust Walk,Restaurants & Cafes,Philadelphia,PA,,,,1997,9/29/2023 4:24pm
9555,The Bookstall,,"683-2644, 9:30am-5:30am, til 4:40pm Sat, clsd Sun",3604 5th Ave,Restaurants & Cafes,Pittsburgh,PA,,,,1997,12/16/2023 5:25pm
9066,Blu Jean Cafe,"(*),(MW),(F),(E),(K)",474-0690 4pm-2:30am,3606 Sylvania Ave,Bars,Toledo,OH,,,,1997,12/16/2023 5:25pm
6324,Unity Church of Hawaii,,"735-4436 7:30pm, 9am & 11am Sun",3608 Diamond Head Cir,Spiritual Groups,"Honolulu, Oahu",HI,,,,1997,12/16/2023 5:25pm
4651,The Loft,"(M),(NH),(WC)",296-6407 10am-2am,3610 5th Ave,Bars,San Diego,CA,,,,1997,12/16/2023 5:25pm
