ID2,title,amenityfeatures,description,streetaddress,unclear_address,type,city,state,Year,unclear type or question,notes,Last Modified
1035,Winship Travel,(IGTA),863-2555/(800)545-2557 ,2321 Market St. ,,Travel/Tour Operators,San Francisco,CA,1994,,,4/25/2023 9:23pm
811,Rick's Dessert Diner,(GF),"444-0969 homemade desserts, 10am-11pm","2322 ""K"" St.",,Restaurants & Cafes,Sacramento,CA,1994,,,4/25/2023 9:23pm
298,Video Specialties,,"745-6697, 24hrs",2322 S. Escondido Blvd.,,Erotica,Escondido,CA,1994,,,4/25/2023 9:23pm
5463,AA Gay/Lesbian Alliance ,,(basement) 252-2525 (AA#) 7pm Mon,2324 Lombard ,,Info Lines & Services,Everett,WA,1994,,,4/25/2023 9:24pm
3190,Diplomat Health Club,(PC),452-3754 24hrs,2324 S. Division Ave.,,Men's Clubs,Grand Rapids,MI,1994,,,4/25/2023 9:24pm
5185,Lola's,"(GF),(NH),(YC)",528-8342 4pm-2am,2327 Grant St.,,Bars,Houston,TX,1994,,,4/25/2023 9:24pm
3291,A Brothers Touch ,,"Mpls. 377-6279, 11am-9pm, til 5pm wknds, til 7pm Mon & Tues, lesbigay books",2327 Hennepin Ave.,,Bookstores/Retail Shops,Minneapolis,MN,1994,,,6/5/2023 2:29pm
3511,Zubie's,"(D),(WC)","at Sahara 457-9405 24hrs, DJ 10pm-4am",2327 S. Eastern Ave.,,Bars,Las Vegas,NV,1994,,,5/13/2023 9:09pm
1217,L'Amour Shoppe,,"296-7076, 24hrs",2329 El Camino Real,,Erotica,Santa Clara,CA,1994,,,4/25/2023 9:23pm
2171,Pocket Guide to Hawaii,,923-2400 semi-annual,2330 Kuhio Ave. Ste. 18,,Publications,"Honolulu, Oahu",HI,1994,,,6/5/2023 2:29pm
3417,Front Page ,"(E),(S),(OC)","664-2939 6am-1am, clsd Sun, drag bar",2330 Menard ,,Bars,St. Louis,MO,1994,,,4/25/2023 9:24pm
648,Bella Napoli,"(GF),(D),(MRC-AF)",893-5552 1pm-2am,2330 Telegraph Ave.,,Bars,Oakland,CA,1994,,,4/25/2023 9:23pm
855,Keating House,(GF),239-8585 Victorian B&B,2331 2nd Ave. ,,Accommodations,San Diego,CA,1994,,,4/25/2023 9:23pm
1010,Pozole ,"(MW),(BW)",626-2666 artsy Mexican,2337 Market St.,,Restaurants & Cafes,San Francisco,CA,1994,,,4/25/2023 9:23pm
3299,Gaze Magazine,,871-7472,2344 Nicollet Ave. Ste. 370,,Publications,Minneapolis,MN,1994,,,8/7/2023 3:33pm
3265,Lambda Sobriety Center,,Mpls. 874-7430,2344 Nicollet Ave.,,Info Lines & Services,Minneapolis,MN,1994,,,6/5/2023 2:29pm
2036,Buddies,(NH),634-5895 1pm-4am,2345 Chesire Bridge Rd.,,Bars,Atlanta,GA,1994,,,4/25/2023 9:24pm
2067,Oxford Books,,"364-2700, also 360 Pharr Rd. location 9am-midnight, til 2am Fri & Sat, large sections of lesbigay books & magazines; Cup & Chaucer café at both",2345 Peachtree,,Bookstores/Retail Shops,Atlanta,GA,1994,,,4/25/2023 9:24pm
973,Detour,"(*),(NH),(A),(L)","861-6053 2pm-2am, from 11am wknds",2348 Market St.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
1025,Rolo ,(*),626-7171 designer labels ,2351 Market St. ,,Bookstores/Retail Shops,San Francisco,CA,1994,,,4/25/2023 9:23pm
2346,Outriggers ,"(*),(GF),(E)",418-0202 full bar,2352 172nd St.,,Restaurants & Cafes,Lansing,IL,1994,,,4/25/2023 9:24pm
3457,North Crow Vacation Ranch,"(MW),(N)","676-5169 35-acre campground 10 mi. S. of Glacier Park w/cabins, tipis, hot tub (May 15-October 15)",2360 N. Crow Rd.,,Accommodations,Ronan,MT,1994,,,4/25/2023 9:24pm
1026,Under One Roof ,,"252-9430, 100% of sales donated for AIDS relief",2362 Market St.,,Bookstores/Retail Shops,San Francisco,CA,1994,,,4/25/2023 9:23pm
1900,M-T Inn B&B ,(SW),951-1619 men only,2366 Tangerine Dr.,,Accommodations,Sarasota,FL,1994,,,4/25/2023 9:23pm
967,"Café, The","(*),(MW)",861-3846 noon-2am,2367 Market St.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
550,Le Bar,"(NH),(MRC-L)",660-7595 11am-2am ,2375 Glendale Blvd. ,,Bars,Los Angeles,CA,1994,,,4/25/2023 9:23pm
4521,Caffe Fresco ,(GF),"243-3247 7am-7pm, 8am-2pm Sun",2387 NW Thurman ,,Restaurants & Cafes,Portland,OR,1994,,,4/25/2023 9:24pm
691,Legacy ,"(*),(SW),(N)",322-6170/(800)735-3422,2388 E. Racquet Club Rd. ,,Accommodations,Palm Springs,CA,1994,,,4/25/2023 9:23pm
1540,"Belmont Kitchen, The","(GF),(WC)","667-1200 clsd Mon, popular brunch",2400 18th St. NW,,Restaurants & Cafes,Washington,DC,1994,,,4/25/2023 9:23pm
5173,Brazos River Bottom (BRB),"(*),(D),(CW)","528-9192 7am-2am, from noon Sun",2400 Brazos ,,Bars,Houston,TX,1994,,,4/25/2023 9:24pm
622,"Bookstore, The",,"521-0535, 10am-6pm, til 8pm Th, til 5pm Sat",2400 Coffee Rd.,,Bookstores/Retail Shops,Modesto,CA,1994,,,4/25/2023 9:23pm
4705,Makam's Kitchen,"(GF),(E)",546-8832 coffeehouse/café,2401 Lombard,,Restaurants & Cafes,Philadelphia ,PA,1994,,,4/25/2023 9:24pm
1881,Life Guide,(GF),(Harbor Shops) 624-3849 7am-8pm,2401 PGA Blvd. Ste #5,,Gyms & Health Clubs,Palm Beach Gardens,FL,1994,,,6/5/2023 2:30pm
5198,Rich's ,"(*),(D),(A),(E),(V),(18+),(YC)","759-9606 9pm-2am, Th-Sat, from 7pm Sun",2401 San Jacinto ,,Bars,Houston,TX,1994,,,4/25/2023 9:24pm
4221,Shirley's ,"(W),(D),(WC)","721-8483 8pm-2:30am, from 4pm Sun, clsd Mon",2401 Vine St.,,Bars,Cincinnati ,OH,1994,,,4/25/2023 9:24pm
937,Bay Area Bisexual Network,,"Box #4, 94115 564-2226",2402 California St.,,Info Lines & Services,San Francisco,CA,1994,,,6/5/2023 2:30pm
5244,Faces,"(MW),(D),(WC)",741-1200 7pm-2am,2408 4th St.,,Bars,Lubbock,TX,1994,,,4/25/2023 9:24pm
5686,AA Galano Club,,"276-6936, 12-step social group",2408 N. Farwell Ave.,,Info Lines & Services,Milwaukee,WI,1994,,,4/25/2023 9:24pm
1969,"Annex, The",(WC),254-4188 11am-3am,2408 W. Kennedy Blvd.,,Bars,Tampa,FL,1994,,,4/25/2023 9:24pm
5583,24th Street Tavern ,"(MW),(D),(S),(BW),(WC)",572-3748 noon-2am,2409 Pacific Ave.,,Bars,Tacoma,WA,1994,,,4/25/2023 9:24pm
1522,El Faro ,"(MW),(MRC-L),(F),(E)","387-6554 6pm-2am, El Salvadorean cuisine",2411 18th St. NW,,Bars,Washington,DC,1994,,,4/25/2023 9:23pm
4154,Rathskeller ,(GF),821-5342 11am-11pm ,2412 Hillsborough St.,,Restaurants & Cafes,Raleigh ,NC,1994,,,4/25/2023 9:24pm
5790,Golden Unicorn,(GF),"728-4066 11am-11pm, Chinese cuisine",2415 Calle Laurel ,,Restaurants & Cafes,San Juan,PR,1994,,,4/25/2023 9:24pm
238,Gay/AA,,327-3724 8pm Mon & Th,2421 Alta Vista Dr. ,,Info Lines & Services,Bakersfield,CA,1994,,,4/25/2023 9:23pm
2554,AA Gay/Lesbian,,"(MCC) 8pm Tues & Fri, call Gay Rap Telephone for info",2425 SE Indiana Ave.,,Info Lines & Services,Topeka,KS,1994,,,4/25/2023 9:24pm
3666,Corky's,"(W),(D),(PC),(WC)","884-6800 5pm-2am, clsd Mon",2428 San Mateo Pl. NE,,Bars,Albuquerque,NM,1994,,,4/25/2023 9:24pm
4955,Paris Adult Entertainment Center,,"323-2665, 24hrs",2432 Summer Ave.,,Erotica,Memphis,TN,1994,,,4/25/2023 9:24pm
67,Northern Comfort B&B,(MW),278-2106 sauna,2433 Glenwood St.,,Accommodations,Anchorage,AK,1994,,,4/25/2023 9:23pm
602,Book on the Edge,,"399-3399, 10am-9pm",2433 Main St.,,Bookstores/Retail Shops,Santa Monica,CA,1994,,,6/5/2023 2:31pm
287,New Directions Travel Company,(IGTA),675-5000/(800)222-5531,2435 E. Coast Hwy.,,Travel/Tour Operators,Corona Del Mar,CA,1994,,,4/25/2023 9:23pm
464,Jacqleen's Travel Service,(IGTA),463-7404,2436 1/2 N. Beachwood Dr. ,,Travel/Tour Operators,Los Angeles,CA,1994,,,4/25/2023 9:23pm
71,Alaska Women's Bookstore,,"562-4716, large selection of gay men's titles ",2440 E. Tudor Rd.,,Bookstores/Retail Shops,Anchorage,AK,1994,,,4/25/2023 9:23pm
261,Cody's ,(*),845-7852,2454 Telegraph Ave. ,,Bookstores/Retail Shops,Berkeley,CA,1994,,,4/25/2023 9:23pm
4004,Pal Joey's,"(NH),(WC)",785-9301 4pm-4am,2457 Jerusalem Ave.,,Bars,North Bellmore,NY,1994,,,6/5/2023 2:32pm
31,Nitro ,"(MW),(D),(S),(YC)","492-9724 8pm-2am, clsd Mon & Tues",2461 E. Meighan Blvd. ,,Bars,Gadsden,AL,1994,,,4/25/2023 9:23pm
1667,Taboo,"(D),(WC)",332-7377 2pm-2am,2461 Fowler St.,,Bars,Ft. Myers,FL,1994,,,4/25/2023 9:23pm
4326,North Campus Video ,,"268-4021, 24hrs",2465 High St.,,Erotica,Columbus,OH,1994,,,4/25/2023 9:24pm
553,New York Co.,"(*),(MW),(F),(E),(V)","665-1115 11:30am-2am, 4pm-2am Mon & Sat, dining & cabaret ",2470 Fletcher Dr.,,Bars,Los Angeles,CA,1994,,,4/25/2023 9:23pm
4324,Bexley Art Theater & Video ,,235-2341,2484 E. Main St.,,Erotica,Columbus,OH,1994,,,4/25/2023 9:24pm
1261,Wild Goose,"(*),(MW),(D),(BW),(WC)",653-9194 6pm-2am ,2485 E. Main St.,,Bars,Ventura,CA,1994,,,4/25/2023 9:23pm
23,Jupiter Theater,,"324-4552, large screen movies",2500 7th Ave. S.,,Erotica,Birmingham,AL,1994,,,4/25/2023 9:23pm
1016,City Athletic Club,,552-6680,2500 Market St.,,Gyms & Health Clubs,San Francisco,CA,1994,,,4/25/2023 9:23pm
559,Rudolpho's,"(GF),(E)","669-1226 French cuisine, lunch & dinner, clsd Mon, patio",2500 Riverside Dr.,,Restaurants & Cafes,Los Angeles,CA,1994,,,4/25/2023 9:23pm
5157,Robert's Lafitte ,"(D),(S),(WC)","765-9092 10am-2am, from noon Sun","2501 ""Q"" Ave.",,Bars,Galveston,TX,1994,,,4/25/2023 9:24pm
417,Chelsea Books,,"434-2220, 10am-10pm, til 6pm Sun ",2501 E. Broadway,,Bookstores/Retail Shops,Long Beach,CA,1994,,,4/25/2023 9:23pm
181,Arizona Travel Center,,323-3250/(800)553-5471,2502 E. Grant Rd.,,Travel/Tour Operators,Tucson,AZ,1994,,,4/25/2023 9:23pm
854,Hill House B&B,(MW),239-4738 ,"2504 ""A"" St.",,Accommodations,San Diego,CA,1994,,,4/25/2023 9:23pm
1514,Savory Suites Hotel,"(GF),(F),(WC)",Georgetown 337-9700/(800)944-5377,2505 Wisconsin Ave. NW,,Accommodations,Washington,DC,1994,,,6/5/2023 2:32pm
4744,C.J. Deighan's,"(W),(D),(F),(E),(S),(WC)","Brookline 561-4044 7pm-2am, clsd Sun & Mon, ""Men's Night"" & CW Wed",2506 W. Liberty Ave.,,Bars,Pittsburgh,PA,1994,,,6/5/2023 2:33pm
5087,Eighth Day,(NH),"827-3765 10am--2am, from noon Sun",2509 N. Fitzhugh,,Bars,Dallas,TX,1994,,,4/25/2023 9:24pm
5117,Midtowne Spa,"(*),(PC)",821-8989 24hs,2509 Pacific ,,Men's Clubs,Dallas,TX,1994,,,4/25/2023 9:24pm
259,Cafe Sorento ,(GF),"548-8220 7am-7pm, 9am-4pm wknds",2510 Channing ,,Restaurants & Cafes,Berkeley,CA,1994,,,4/25/2023 9:23pm
364,Casa Laguna Inn ,"(GF),(SW)",494-2996/(800)233-0449,2510 S. Pacific Coast Hwy.,,Accommodations,Laguna Beach,CA,1994,,,4/25/2023 9:23pm
3180,State Bar,"(*),(MW),(D),(S),(WC)",767-7050 noon-2am,2512 S. Dort Hwy.,,Bars,Flint,MI,1994,,,4/25/2023 9:24pm
808,Wreck Room,"(L),(WC)",456-1181 2pm-2am ,2513 Broadway,,Bars,Sacramento,CA,1994,,,4/25/2023 9:23pm
2685,Big Daddy's,"(MW),(NH),(WC)",948-6288 24hrs,2513 Royal,,Bars,New Orleans,LA,1994,,,4/25/2023 9:24pm
5287,On Main ,,"737-2323, 10am-6pm, clsd Sun, gifts",2514 N. Main ,,Bookstores/Retail Shops,San Antonio,TX,1994,,,4/25/2023 9:24pm
560,Body Builders,"(*),(MW)",668-0802,2516 Hyperion Ave.,,Gyms & Health Clubs,Los Angeles,CA,1994,,,4/25/2023 9:23pm
5077,Hotel St. Germain,"(*),(GF)","871-2516/(800)683-2516 luxury hotel, antique decor, restaurant on premises",2516 Maple Ave.,,Accommodations,Dallas,TX,1994,,,4/25/2023 9:24pm
2666,Chartres St. B&B,"(GF),(SW),(N)","943-8621 cocktails, patio",2517 Chartres St.,,Accommodations,New Orleans,LA,1994,,,4/25/2023 9:24pm
5176,E.J.'s ,"(*),(NH),(E),(S),(WC)","527-9071 7am-2am, from noon Sun",2517 Ralph ,,Bars,Houston,TX,1994,,,4/25/2023 9:24pm
4133,XTC 2,"(D),(E),(K),(PC)","299-4748 7pm-?, from 3pm Sun, clsd Mon & Tues",2519 High Point Rd.,,Bars,Greensboro,NC,1994,,,4/25/2023 9:24pm
1272,Just Rewards,"(MW),(D),(CW),(WC)","256-1200 5pm-2am, til 4am Fri & Sat",2520 Camino Diablo,,Bars,Walnut Creek,CA,1994,,,4/25/2023 9:23pm
5125,Goodtime Lounge,"(MW),(PC)","463-9944 6pm-2am, til 4am Fri & Sat",2520 N. Hwy 75A,,Bars,Denison,TX,1994,,,4/25/2023 9:24pm
172,Club 2520,"(D),(CW)","882-5799 11am-1am, CW & disco bars, quiet lounge",2520 N. Oracle ,,Bars,Tucson,AZ,1994,,,4/25/2023 9:23pm
4589,La Pierre ,"(MW),(D),(A),(YC)","946-8195 8pm-2am, clsd Sun",2523 Union Ave.,,Bars,Altoona,PA,1994,,,4/25/2023 9:24pm
3260,District 202,,871-5559 resource center for lesbigay youth,2524 Nicollet Ave. S.,,Info Lines & Services,Minneapolis,MN,1994,,,8/7/2023 3:33pm
1306,Abaton ,,"475-2508 10:30am-6pm, clsd Mon, some gay men title's ",2525 W. Pikes Peak Unit C,,Bookstores/Retail Shops,Colorado Springs,CO,1994,,,6/5/2023 2:33pm
5091,John L's,"(MW),(P)","520-2525 4pm-2am, cabaret",2525 Wycliff ,,Bars,Dallas,TX,1994,,,4/25/2023 9:24pm
5096,Raps,"(MW),(D),(A),(MRC-AF),(S),(WC)",559-7277 9pm-4am Th-Sat,2525 Wycliff Ste. 130,,Bars,Dallas,TX,1994,,,4/25/2023 9:24pm
5683,Red Letter News,,"241-9958, 24hrs",2528 E. Washington ,,Erotica,Madison,WI,1994,,,4/25/2023 9:24pm
4973,Warehouse 2,"(*),(D),(S),(YC)",385-9689 8pm-3am,2529 Franklin Rd.,,Bars,Nashville,TN,1994,,,4/25/2023 9:24pm
820,L'Amour Shoppe,,736-3467,2531 Broadway,,Erotica,Sacramento,CA,1994,,,4/25/2023 9:23pm
1333,Highland Bar,"(W),(D),(F)",455-9978 1pm-2am,2532 15th St.,,Bars,Denver,CO,1994,,,4/25/2023 9:23pm
4978,"Pink Triangle, The",,"386-0427 books, leather, etc.",2535 Franklin Pike,,Bookstores/Retail Shops,Nashville,TN,1994,,,4/25/2023 9:24pm
4965,Chute Complex,"(*),(D),(CW),(L),(F),(E),(WC)","297-4571 5pm-3am, 4 bars, patio ",2535 Franklin Rd.,,Bars,Nashville,TN,1994,,,4/25/2023 9:24pm
4970,"Silver Stirrup, The",,"297-4571, 5pm-1am, til 3am Fri & Sat, clsd Mon & Tues, piano ",2535-S Franklin Rd.,,Bars,Nashville,TN,1994,,,4/25/2023 9:24pm
548,Houston's,"(NH),(F),(E)","661-4233 11am-2am, piano bar, lunch & dinner",2538 Hyperion Ave.,,Bars,Los Angeles,CA,1994,,,4/25/2023 9:23pm
4121,Club Oz,"(D),(E),(S),(PC)",485-2037 9pm-3am,2540 Gillespie St.,,Bars,Fayetteville,NC,1994,,,4/25/2023 9:24pm
185,Caesar's Book Store,,622-9479,2540 N. Oracle Rd. ,,Erotica,Tucson,AZ,1994,,,4/25/2023 9:23pm
5716,Websters Bookstore & Café,,"332-9560, 7am-11pm",2559 N. Downer Ave.,,Bookstores/Retail Shops,Milwaukee,WI,1994,,,4/25/2023 9:24pm
4053,Boulevard Books,,"446-1595, 24hrs",2576 Erie Blvd. E.,,Erotica,Syracuse,NY,1994,,,4/25/2023 9:24pm
4396,Uptown Book Store ,,783-2533,2597 Market St. ,,Erotica,Youngstown ,OH,1994,,,4/25/2023 9:24pm
257,Bison Brewery ,"(*),(GF),(F),(E)",841-7734 11am-1am ,2598 Telegraph Ave.,,Restaurants & Cafes,Berkeley,CA,1994,,,4/25/2023 9:23pm
2719,Feelings Café,"(GF),(E)","945-2222 dinner nightly, Fri lunch, Sun brunch, piano bar wknds",2600 Chartres St.,,Restaurants & Cafes,New Orleans,LA,1994,,,4/25/2023 9:24pm
2683,2601 ,(NH),948-6968 24hrs,2601 Royal St.,,Bars,New Orleans,LA,1994,,,4/25/2023 9:24pm
5003,Brittain St. Bookstore,,"353-4601, 24hrs",2604-D Brittain St.,,Erotica,Amarillo,TX,1994,,,4/25/2023 9:24pm
1978,Rene's Lounge,"(MW),(D),(S),(SW)","872-9631 11am-3am, from 1pm Sun ",2605 W. Kennedy Blvd,,Bars,Tampa,FL,1994,,,4/25/2023 9:24pm
1968,2606,"(*),(L),(WC)",875-6993 3pm-3am,2606 N. Armenia Ave.,,Bars,Tampa,FL,1994,,,4/25/2023 9:24pm
5202,Baba Yega's,"(*),(GF)","522-0042 10am-10pm, cocktails, patio",2607 Grant ,,Restaurants & Cafes,Houston,TX,1994,,,4/25/2023 9:24pm
3125,Webster's,,"662-6150, 8am-11pm",2607 Plymouth Rd.,,Bookstores/Retail Shops,Ann Arbor,MI,1994,,,4/25/2023 9:24pm
1943,Apple's Way Lounge,"(NH),(L),(WC)",327-8204 2pm-2am ,2612 Central Ave.,,Bars,St. Petersburg,FL,1994,,,4/25/2023 9:24pm
3301,Daäk & Associates ,(PC),870-8000,2616 Clinton Ave. S.,,Men's Clubs,Minneapolis,MN,1994,,,8/7/2023 3:33pm
5116,Club Dallas,"(*),(PC),(SW)",821-1990 24hrs,2616 Swiss,,Men's Clubs,Dallas,TX,1994,,,4/25/2023 9:24pm
4394,Troubadour Lounge ,"(MW),(D),(F),(S),(WC)",(main entrance in back pkg. lot) 788-4379 9pm-2:30am ,2618-24 Market St.,,Bars,Youngstown ,OH,1994,,,4/25/2023 9:24pm
245,Wildcat Books ,,324-4243 ,2620 Chester ,,Erotica,Bakersfield,CA,1994,,,4/25/2023 9:23pm
3436,Club Body Center,"(*),(PC)",533-3666 24hrs,2625 Samuel Shepard Dr.,,Men's Clubs,St. Louis,MO,1994,,,4/25/2023 9:24pm
2650,Pappy's,,"436-2819, 5:30am-11pm",2627 Ryan,,Bookstores/Retail Shops,Lake Charles,LA,1994,,,4/25/2023 9:24pm
1453,Maxie's Café,"(MW),(D),(E),(WC)","574-1629 6pm-1am, til 2am Fri & Sat, clsd ",2627 Waterbury Rd.,,Bars,Waterbury,CT,1994,,,4/25/2023 9:23pm
4438,Taj Mahal ,"(MW),(D),(S)",742-8274 noon-2am,2630 E. 15th ,,Bars,Tulsa,OK,1994,,,4/25/2023 9:24pm
1654,Clubhouse II,"(V),(PC)",566-6750 24hrs ,2650 E. Oakland Park Blvd.,,Men's Clubs,Ft. Lauderdale,FL,1994,,,4/25/2023 9:23pm
2146,Bed & Breakfast in Manoa Valley,(GF),988-6333 spectacular views,2651 Terrace Dr.,,Accommodations,"Honolulu, Oahu",HI,1994,,,4/25/2023 9:24pm
1996,Heartbreaker/Chatter's ,"(*),(MW),(D),(K),(S),(V)",966-1590 3pm-5am,2677 Forrest Hill Blvd. ,,Bars,West Palm Beach,FL,1994,,,4/25/2023 9:24pm
2268,Company,"(MW),(NH),(WC)","348-8881 2pm-2am, til 3am Sat",2683 N. Halsted St.,,Bars,Chicago,IL,1994,,,4/25/2023 9:24pm
3950,Malibu Studios Hotel ,(GF),"222-2954 inexpensive, weekly guide to free/cheap events, VIP passes to nightclubs ",2688 Broadway ,,Accommodations,N.Y.C. - Uptown,NY,1994,,,4/25/2023 9:24pm
1294,Yard of Ale,"(MW),(D),(WC)","443-1987 4pm-2am, from 2pm wknds",2690 28th St. #C,,Bars,Boulder,CO,1994,,,4/25/2023 9:23pm
4173,Gay/Lesbian AA & Al-Anon ,,"(St. Ann. Episc. Church) 725-9338, 7:30pm Fri ",2690 Fairlawn Dr.,,Info Lines & Services,Winston-Salem,NC,1994,,,4/25/2023 9:24pm
597,J.J.'s Pub,(NH),837-7443 10am-2am ,2692 S. La Cienega,,Bars,Los Angeles,CA,1994,,,4/25/2023 9:23pm
1511,Kalorama Guest House at Woodley Park,(GF),328-0860 B&B,2700 Cathedral Ave. NW,,Accommodations,Washington,DC,1994,,,4/25/2023 9:23pm
5071,Gay/Lesbian Community Center,,"528-4233, 9am-9pm, 10am-6pm Sat, from noon Sun; info, referrals & credit union",2701 Reagan ,,Info Lines & Services,Dallas,TX,1994,,,4/25/2023 9:24pm
5001,Purple Onion,,"226-9192, 24hrs",2702 Dickerson Rd.,,Erotica,Nashville,TN,1994,,,4/25/2023 9:24pm
3441,"Adult Shop, The",,245-4293,2702 Minnesota Ave.,,Erotica,Billings,MT,1994,,,4/25/2023 9:24pm
5209,Ninfa's,"(*),(GF)",228-1175 Mexican cuisine,2704 Navigation,,Restaurants & Cafes,Houston,TX,1994,,,4/25/2023 9:24pm
5586,"Loop Tavern, The","(MW),(NH),(S),(BW),(WC)",572-4820 noon-2am,2708 6th Ave. ,,Bars,Tacoma,WA,1994,,,4/25/2023 9:24pm
3442,Studio One Adult Theater,,259-0051,2709 Montana Ave.,,Erotica,Billings,MT,1994,,,4/25/2023 9:24pm
221,Silver Dollar ,"(W),(D),(BW),(WC)","663-9886 4pm-1am, clsd Sun",2710 Asher Ave. ,,Bars,Little Rock,AR,1994,,,4/25/2023 9:23pm
1697,Park Place Lounge,(NH),"389-6616 noon-2am, cruisy",2712 Park St.,,"Bars,Cruising Areas",Jacksonville,FL,1994,,,4/25/2023 9:23pm
647,Pacific Center ,,"548-8283 support groups & counseling services, 10am-10pm, noon-4pm Sat, 6pm-9pm Sun ",2712 Telegraph Ave.,,Info Lines & Services,Oakland,CA,1994,,,4/25/2023 9:23pm
252,Pacific Center,,"548-8283 support groups & counseling service (548-2192), 10am-10pm, noon-4pm Sat 6pm-9pm Sun",2712 Telegraph Ave. ,,Info Lines & Services,Berkeley,CA,1994,,,4/25/2023 9:23pm
5171,Bacchus II,"(W),(D),(E),(S)","523-3396 4pm-2am, from 2pm Sun",2715 Waughcrest ,,Bars,Houston,TX,1994,,,4/25/2023 9:24pm
2004,Life Guide,(GF),"832-4351 7am-8pm, one-on-one fitness training center",2716 S. Dixie Hwy.,,Gyms & Health Clubs,West Palm Beach,FL,1994,,,4/25/2023 9:24pm
3440,Barjon's,,"252-4398, 9:30am-5:30pm, clsd Sun",2718 3rd Ave. N. ,,Bookstores/Retail Shops,Billings,MT,1994,,,4/25/2023 9:24pm
5073,Lambda AA,,522-6259 several mtgs. daily,2727 Oaklawn ,,Info Lines & Services,Dallas,TX,1994,,,4/25/2023 9:24pm
2265,Cheeks,"(MW),(D),(S)","348-3400 9am-4am, from 11am Sun",2730 N. Clark St.,,Bars,Chicago,IL,1994,,,4/25/2023 9:24pm
22,"Downtown Bookstore, The",,328-5525,2731 8th Ave. N.,,Erotica,Birmingham,AL,1994,,,4/25/2023 9:23pm
4647,Monroeville News,,"372-5477, 24hrs",2735 Stroschein Rd.,,Erotica,Monroeville,PA,1994,,,4/25/2023 9:24pm
5038,"David Pearson Travel, Inc.",(IGTA),482-8197/(800)580-8197,2737 Exposition Blvd.,,Travel/Tour Operators,Austin,TX,1994,,,4/25/2023 9:24pm
2488,6th Street Club,"(MW),(D),(S),(WC)","363-6113 4pm-2am, from 2pm Sun",2739 6th St. ,,Bars,Cedar Rapids,IA,1994,,,4/25/2023 9:24pm
4002,Middle Earth Hotline,,"679-1111, 24hr counseling & referrals",2740 Martin Ave.,,Info Lines & Services,Bellmore,NY,1994,,,6/5/2023 2:33pm
797,Northall Gay AA,,454-1100,2741 34th St.,,Info Lines & Services,Sacramento,CA,1994,,,4/25/2023 9:23pm
4613,Fillmore News,,833-2667,2757 W. 12th ,,Erotica,Erie,PA,1994,,,4/25/2023 9:24pm
895,W.D's on Fifth ,"(GF),(E)","297-9711 fine dining & cabaret, full bar",2770 5th Ave.,,Restaurants & Cafes,San Diego,CA,1994,,,4/25/2023 9:23pm
4270,"Inn on Conventry, The",(GF),"Cleveland Hts. 371-1811 homestyle cooking, full bar",2785 Euclid Heights,,Restaurants & Cafes,Cleveland,OH,1994,,,6/5/2023 2:34pm
375,Dizz's As Is,(GF),"494-5250 opens 5:30pm, cont'l, bar & patio, clsd Mon",2794 S. Coast Hwy.,,Restaurants & Cafes,Laguna Beach,CA,1994,,,4/25/2023 9:23pm
4268,Fandango ,(GF),(behind Coventry Yard Mall) 371-2111 call for hours,2797 Euclid Hts. Blvd.,,Restaurants & Cafes,Cleveland,OH,1994,,,4/25/2023 9:24pm
171,Tortuga Roja Bed & Breakfast,,577-6822,2800 E. River Rd,,Accommodations,Tucson,AZ,1994,,,4/25/2023 9:23pm
1781,Regency Travel,(IGTA),294-0175/(800)374-2784,2800 N. Roosevelt Blvd.,,Travel/Tour Operators,Key West,FL,1994,,,4/25/2023 9:23pm
4410,Bunk House ,"(*),(MW),(D),(S),(YC),(WC)","943-0843 1pm-2am, from 11am Sun; homestyle food at The Buck Board 3pm-10pm, til 4am Fri & Sat ",2800 NW 39th St.,,Bars,Oklahoma City,OK,1994,,,4/25/2023 9:24pm
1941,Cape House ,(MW),367-6971 B&B ,2800 Pass-a-Grille,,Accommodations,St. Petersburg,FL,1994,,,4/25/2023 9:24pm
3296,R.S.V.P. Travel Productions/The Travel Company,(IGTA),Mpls. 379-4697/9000,2800 University Ave. SE,,Travel/Tour Operators,Minneapolis,MN,1994,,,6/5/2023 2:34pm
4985,Purple Onion,,"259-9229, 24 hrs;",2807 Nolansville Rd.,,Erotica,Nashville,TN,1994,,,4/25/2023 9:24pm
4416,Levi's ,"(NH),(D),(L)","947-5384 noon-2am, leather store, patio ",2807 NW 36th ,,Bars,Oklahoma City,OK,1994,,,4/25/2023 9:24pm
549,"Hyperion, The","(*),(D),(MRC),(S)","660-1503 11:30am-2am, til 4am Sat ",2810 Hyperion Ave.,,Bars,Los Angeles,CA,1994,,,4/25/2023 9:23pm
5424,Christopher's Restaurant & Lounge ,"(*),(NH),(WC)","358-6469 3pm-2am, 11:30am-2am Sun, patio",2811 W. Cary St.,,Bars,Richmond,VA,1994,,,4/25/2023 9:24pm
5246,Ellie's Garden,(WC),"796-0880 10am-6pm, 1pm-5pm Sun, clsd Mon; women's bookstore, gay men's section",2812 34th St.,,Bookstores/Retail Shops,Lubbock,TX,1994,,,4/25/2023 9:24pm
