ID2,title,streetaddress,description,city,state,amenityfeatures,Year,type,unclear_address,unclear type or question,notes,Last Modified
4109,Richard's ,455 N. Main St,526-9111 6pm-2;30am,Mansfield,OH,(YC),1990,Bars,,,,4/25/2023 9:36pm
4110,Rumors Cafe,138 W. 3rd St,526-2301 cozy atmosphere ,Mansfield,OH,"(MW),(V),(F)",1990,Bars,,,,4/25/2023 9:36pm
4112,Christophers Lounge,13 Old St.,539-9381 8pm-2:30am,Monroe,OH,"(NH),(MW)",1990,Bars,,,,4/25/2023 9:36pm
4113,Niles Books & News ,5970 Youngstown Rd,544-3755,Niles,OH,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4117,Your Place or Mine,402 W. Water St.,627-9192,Sandusky,OH,"(MW),(NH),(D)",1990,Bars,,,,4/25/2023 9:36pm
4120,Why Not Cafe,5 N. Murray ,324-9304 8pm-2:30am,Springfield,OH,"(D),(NH)",1990,Bars,,,,4/25/2023 9:36pm
4119,Gaslight Inn,638 W. Main St.,324-0383 8pm-2:30am,Springfield,OH,"(MW),(D),(S)",1990,Bars,,,,4/25/2023 9:36pm
4125,David's Lounge,160 N. 4th St,283-9274 8:30pm-2:30am Mon-Thurs 7pm-2:30 Fri & Sat clsd Sun,Steubenville,OH,"(MW),(D)",1990,Bars,,,,4/25/2023 9:36pm
4126,Steubenville News,604 Market St.,282-5842,Steubenville,OH,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4128,AA Gay ,4555 North Haven,(St. Catherine's) 472-8242 (AA#) 8:30pm Wed & Sun,Toledo,OH,,1990,Info Lines & Services,,,,4/25/2023 9:36pm
4130,Blu Jean Cafe,3606 Sylvania Ave,474-06990 piano bar,Toledo,OH,"(*),(MW),(E),(F)",1990,Bars,,,,4/25/2023 9:36pm
4131,Bretz,2012 Adams St,243-1900 2pm-2:30am Mon-Thurs til 4am Fri & Sat,Toledo,OH,"(D),(V),(AH)",1990,Bars,,,,4/25/2023 9:36pm
4133,Hooterville Station,119 N. Erie St,241-6981 5:30pm-2:30am,Toledo,OH,"(CW),(LV),(L),(D)",1990,Bars,,,,4/25/2023 9:36pm
4132,Caesar's Show Bar,133 N. Erie St,241-5140 7pm-2:30am Wed-Sun,Toledo,OH,"(MW),(D),(S)",1990,Bars,,,,4/25/2023 9:36pm
4134,Joshua's,5210 Renwyck Dr,537-8868 7pm-2:30am,Toledo,OH,"(D),(S),(V)",1990,Bars,,,,4/25/2023 9:36pm
4136,Zachary's,3301 W. Central Ave,"537-9259 gay section, 10-8 Mon-Fri til 6 Sat noon-5pm Sun",Toledo,OH,,1990,Book Stores/Retail Shops,,,,4/25/2023 9:36pm
4135,Rustler Saloon,4023 Monroe St,(rear entrance) 472-8278 2pm-2:30am,Toledo,OH,(LV),1990,Bars,,,,4/25/2023 9:36pm
4138,MCC Good Samaritan ,701 W. Central ,(Central United Methodist Church) 244-2124 worship 6pm Sun & 7:30pm Wed,Toledo,OH,(MCC),1990,Religious Organizations,,,,4/25/2023 9:36pm
4143,The Office,126 Pine St SE,394-3746,Warren,OH,,1990,Bars,,,,4/25/2023 9:36pm
4142,The Alley,441 E. Market St,394-9483,Warren,OH,"(MW),(D),(S)",1990,Bars,,,,4/25/2023 9:36pm
4145,Joshua's II,2709 Market St,782-9546 5pm-2:30am Mon-Fri 9pm-2:30 Sat 3pm-2:30am Sun,Youngstown,OH,"(PC),(D),(S)",1990,Bars,,,,4/25/2023 9:36pm
4146,Troubadour Lounge,2622 Market St,(main entrance via back pkg lot) 788-4379,Youngstown,OH,"(MW),(PC),(D)",1990,Bars,,,,4/25/2023 9:36pm
4147,Uptown Book Store,2597 Market St,783-2533,Youngstown,OH,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4156,Oasis Comm. Ctr. & Gay Helpline,2135 NW 39th St,525-2437 noon-5pm Mon-Fri 7pm-2am Sat & Sun,Oklahoma City,OK,,1990,Info Lines & Services,,,,4/25/2023 9:36pm
4158,Habana Inn,2200 NW 39th St,528-2221 cocktails,Oklahoma City,OK,"(MX),(SW),(F)",1990,Accommodations,,,,4/25/2023 9:36pm
4159,Angles ,2117 NW 39th St,528-0050 9pm-2am Wed-Sun T-dance Sun,Oklahoma City,OK,"(*),(MW),(D),(YC),(S)",1990,Bars,,,,4/25/2023 9:36pm
4163,Park,2125 NW 39th St,528-4690 patio 2pm-2am daily,Oklahoma City,OK,"(*),(V),(YC)",1990,Bars,,,,4/25/2023 9:36pm
4160,Bunk House ,2807 NW 36th St,942-9305 1pm-2am Mon-Fri Sat from 11am for brunch,Oklahoma City,OK,"(*),(CW),(D),(S)",1990,Bars,,,,4/25/2023 9:36pm
4161,Club Burgundy ,434 W. Main St,236-5010 11am-2am Mon-Fri from 10am Sat & Sun,Oklahoma City,OK,"(H),(S)",1990,Bars,,,,4/25/2023 9:36pm
4162,Hi-Lo Club,1221 NW 50th St,843-1722 piano bar 3pm-2am daily,Oklahoma City,OK,"(MX),(MW),(D),(E),(OC)",1990,Bars,,,,4/25/2023 9:36pm
4165,Wreck Room,2127 NW 39th St,525-7610 9pm-6am Thur-Sun,Oklahoma City,OK,"(*),(MW),(YC),(S),(AH)",1990,Bars,,,,4/25/2023 9:36pm
4166,Family Diner,2122 NW 39th St,528-5133 6pm-4am Tues-Sun,Oklahoma City,OK,"(*),(MX),(MW)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4164,Saddle Tramps West,2201 NW 39th St,528-9080 ,Oklahoma City,OK,"(*),(PC),(CW)",1990,Bars,,,,4/25/2023 9:36pm
4171,MCC- Christ the King,1900 NW 12th St,521-8352 worship 10:45am Sun 7:30pm Wed,Oklahoma City,OK,(MCC),1990,Religious Organizations,,,,4/25/2023 9:36pm
4182,Laffs Underground at the Comedy Basement,311 E. 7th ,583-5233 piano bar 4pm-2am daily,Tulsa,OK,(E),1990,Bars,,,,4/25/2023 9:36pm
4183,The Max,3415 S. Peoria ,742-1664 2am-5:30am,Tulsa,OK,"(AH),(YC),(MX),(MW),(V),(*)",1990,Bars,,,,4/25/2023 9:36pm
4181,Bamboo Lounge,7204 E. Pine ,838-9320 patio 10:30am-5pm (open days only),Tulsa,OK,"(NH),(D),(OC)",1990,Bars,,,,4/25/2023 9:36pm
4184,Pockets ,1649 S. Main St,,Tulsa,OK,"(LV),(L)",1990,Bars,,,,4/25/2023 9:36pm
4187,Temptations,1515 S. Memorial,627-0727 2pm-2am Mon-Fri noon-2am Sat & Sun,Tulsa,OK,"(MW),(F),(BW),(NH)",1990,Bars,,,,4/25/2023 9:36pm
4185,Sterlings ,4812 E. 33rd St,747-1367 7pm-2am (2 bars on premises),Tulsa,OK,"(D),(S),(V),(YC)",1990,Bars,,,,4/25/2023 9:36pm
4186,T.N.T.,2114 S. Memorial ,660-0856 6pm-2am,Tulsa,OK,"(MW),(D),(*)",1990,Bars,,,,4/25/2023 9:36pm
4188,Tool Box Too,1338 E. 3rd,584-1308 noon-2am,Tulsa,OK,"(CW),(LV),(D)",1990,Bars,,,,4/25/2023 9:36pm
4189,Two's Company Card Shoppe,2921 S. Harvard ,744-0202 gay/lesbian card & bookstore 10am-7pm Mon-Fri noon-6pm Sat,Tulsa,OK,,1990,Book Stores/Retail Shops,,,,4/25/2023 9:36pm
4191,MCC of Greater Tulsa ,1623 N. Maplewood,"838-1715 worship 10:45am & 7pm Sun, 7pm Wed",Tulsa,OK,(MCC),1990,Religious Organizations,,,,4/25/2023 9:36pm
4194,Adult Video Dreamland ,8807 E. Admiral  ,834-1051,Tulsa,OK,,1990,Erotica/Adult Groups,,checked,,4/25/2023 9:36pm
4195,Elite Bookstore,814 S. Sheridan Rd,838-8503,Tulsa,OK,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4197,Midtown Theater & Adult Books,319 3rd St,,Tulsa,OK,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4198,Whittier News Stand,1 N. Lewis St,592-0767,Tulsa,OK,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4196,Fantasyland Video,"5925 E, 11th ",832-9649,Tulsa,OK,,1990,Erotica/Adult Groups,,checked,,4/25/2023 9:36pm
4206,Bloomsbury Books,266 E. Main St,488-0029 gay/lesbian section 9am-8pm,Ashland,OR,,1990,Book Stores/Retail Shops,,,,4/25/2023 9:36pm
4205,Cook's Tavern ,66 E. Main St,482-5145 10am-2:30am,Ashland,OR,"(MX),(MW),(D)",1990,Bars,,,,4/25/2023 9:36pm
4209,Roger's Zoo,"2037 Sherman Ave, North Bend",756-1463 5pm-midnight Wed-Sat 3pm-1am Fri,Bend,OR,"(MX),(MW),(NH)",1990,Bars,,,,4/25/2023 9:36pm
4213,Grass Roots Bookstore,227 SW 2nd St,754-7668 alternative books gay titles 10am-5:30pm Mon-Sat noon-4pm Sun,Corvallis,OR,,1990,Book Stores/Retail Shops,,,,4/25/2023 9:36pm
4212,"Community Outreach, Inc",128 SW 9th ,758-3000 24hrs non-gay crisis line has gay resources ,Corvallis,OR,,1990,Info Lines & Services,,,,4/25/2023 9:36pm
4218,MCC,1414 Kincaid ,(Campus Interfaith Ministry Bldg.) 345-5963 worship 7pm Sun & 5pm Wed,Eugene,OR,(MCC),1990,Religious Organizations,,,,4/25/2023 9:36pm
4216,Gay/Lesbian AA,2700 Hilyard,(Amazon Center) 343-4113 (AA#) 7pm Wed non-smoking,Eugene,OR,,1990,Info Lines & Services,,,,4/25/2023 9:36pm
4215,Community Coffee Club ,1414 Kincaid ,485-7285 (Lavender Network#) 8pm-close 2nd & 4th Sat smoke/alcohol free call for info,Eugene,OR,,1990,Info Lines & Services,,,,4/25/2023 9:36pm
4220,Rivera Room,39 W 10th Ave,344-4022 11am-2:30am,Eugene,OR,"(MX),(MW),(OC),(D),(F),(S)",1990,Bars,,,,4/25/2023 9:36pm
4219,Club Arena,959 Pearl St,683-2360 7pm-2am,Eugene,OR,"(*),(MX),(MW),(D),(V),(YC)",1990,Bars,,,,4/25/2023 9:36pm
4221,Scarlet O'Heifer's Cafe & Gallery ,410 W. 13th Ave,343-7147 American cuisine 7am-10pm,Eugene,OR,"(MX),(MW),(BW)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4224,The Lavendar Network ,454 Willamette #207,485-7285,Eugene,OR,,1990,Publications,,,,4/25/2023 9:36pm
4225,Fanatasy Warehouse,490 E. Broadway ,342-7240,Eugene,OR,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4230,Robert Muldoon's Over-The-Waves,2945 NW Jetty ,994-3877 seafood 8am-10pm lounge til 2am,Lincoln City,OR,"(MX),(MW),(E)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4232,Southern Oregon Lambda Assoc. ,2766 W. Main,773-8146 meets 7:30pm 1st Mon at ,Medford,OR,,1990,Info Lines & Services,,,,4/25/2023 9:36pm
4234,City Center Motel ,538 SW Coastal Hwy,265-738 some rooms with kitchens ,Newport,OR,(MX),1990,Accommodations,,,,4/25/2023 9:36pm
4238,Phoenix Rising ,333 SW Fifth Ave Suite #404,223-8299 gay/lesbian referrals & networking service,Portland,OR,,1990,Info Lines & Services,,,,4/25/2023 9:36pm
4239,Benjamin Stark Hotel,1022 SW Star St,274-1223 ,Portland,OR,"(MX),(MW)",1990,Accommodations,,,,4/25/2023 9:36pm
4241,Anchors ,211 SW Ankeny St,220-4004 10am-midnight Mon-Fri 8am-midnight Sat & Sun,Portland,OR,"(NH),(F)",1990,Bars,,,,4/25/2023 9:36pm
4240,Club Portland,303 SW 12th Ave,227-9992 24hr spa and executive suites ,Portland,OR,"(*),(PC)",1990,Accommodations,,,,4/25/2023 9:36pm
4242,Boxx's,1035 SW Stark,226-4171 11:30am-2:30am daily,Portland,OR,"(*),(MW),(V)",1990,Bars,,,,4/25/2023 9:36pm
4246,Darcelle XV,208 NW 3rd Ave,222-5338 5pm-2:30am Tues-Sat,Portland,OR,"(MX),(MW),(S),(F)",1990,Bars,,,,4/25/2023 9:36pm
4245,The City Nightclub,13 NW 13th Ave,"224-2489 Thur & Sun 10pm-2am til 4am Fri, til 4:30am Sat, no alcohol ",Portland,OR,"(MW),(D),(YC),(AH)",1990,Bars,,,,4/25/2023 9:36pm
4244,C.C. Slaughter's ,1014 SW Stark St,248-9135 11pm-2:30am Mon-Sat 7am-2;30am Sun,Portland,OR,"(*),(D),(V),(F)",1990,Bars,,,,4/25/2023 9:36pm
4248,Gail's Dirty Duck Tavern,439 NW 3rd ,224-8446 noon-2:30am daily,Portland,OR,"(NH),(F),(L),(LV)",1990,Bars,,,,4/25/2023 9:36pm
4247,Ember's Nightclub,110 NW Broadway,222-3082 11am-2:30am Sun-Thurs til 4am Fri & Sat,Portland,OR,"(*),(D),(YC),(AH),(E),(F)",1990,Bars,,,,4/25/2023 9:36pm
4249,Joq's Tavern ,1422 NE Broadway Ave,287-4210 11am-2:30am daily,Portland,OR,"(NH),(V)",1990,Bars,,,,4/25/2023 9:36pm
4250,Ray's Ordinary Bar & Grille,317 NW Broadway ,222-7297 7am-2:30am Mon-Fri from 9am Sat & Sun,Portland,OR,"(*),(F)",1990,Bars,,,,4/25/2023 9:36pm
4252,Silent Partners,1810 Lovejoy ,"223-2372 11am,-2:30am daily",Portland,OR,"(NH),(F),(E)",1990,Bars,,,,4/25/2023 9:36pm
4251,Scandal's Tavern,1038 SW Stark St,227-5887 noon-2:30 daily ,Portland,OR,(NH),1990,Bars,,,,4/25/2023 9:36pm
4253,Silverado ,1217 Stark St,224-4493 24hrs daily,Portland,OR,"(*),(D),(H),(F)",1990,Bars,,,,4/25/2023 9:36pm
4255,Cafe des Amis,1987 NW Kearney St,295-6487 French cuisine 5:30pm-10pm Mon-Sat closed Sun,Portland,OR,"(MX),(MW)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4254,Three Sisters Tavern,1125 SW Stark St.,228-0486 12:30pm-2:30am Mon-Fri from 3pm Sat & Sun,Portland,OR,"(MW),(D),(NH),(F)",1990,Bars,,,,4/25/2023 9:36pm
4256,Cascades ,333 NW 23rd Ave,275-2305 health & seafood,Portland,OR,,1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4258,Dugan's,1441 NE Broadway,287-7715 7am-11pm Mon-Thurs til midnight Sat 9am-midnight Sun,Portland,OR,"(MX),(MW),(E)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4257,Dakota Cafe,239 SW Broadway,241-4151 6:30am-2am daily from 8am Sat,Portland,OR,"(MX),(MW)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4260,Hamburger Mary's,840 SW Park Ave,223-0900 7am-midnight daily,Portland,OR,"(*),(MX),(MW)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4261,Old Wives Tales,1300 E. Burnside St,238-0470 vegetarian ,Portland,OR,"(MX),(MW)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4262,Roxy Heart's World Diner,1121 SW Stark St,"223-3333 11:30am-2am Mon-Thurs, til 4:30am Fri, 9am-4:30am Sat & Sun",Portland,OR,"(MX),(E)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4263,Starky's ,2913 SE Stark St,230-7980 11am-2:30am daily ,Portland,OR,"(*),(MX),(MW),(NH),(F)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4265,Olympic Steam Bath-Downtown,509 SW 4th Ave,227-5718 10am-8pm Mon-Fri 10am-6pm Sat spa & gym,Portland,OR,"(PC),(V)",1990,Gyms/Health Clubs,,,,4/25/2023 9:36pm
4266,Olympic Steam Bath- Uptown,531 SW 12th Ave,228-2284 24hrs,Portland,OR,,1990,Gyms/Health Clubs,,,,4/25/2023 9:36pm
4269,The Store,802 SW 10th Ave,222-5888 10am-6pm Mon-Sat cards & gifts,Portland,OR,,1990,Book Stores/Retail Shops,,,,4/25/2023 9:36pm
4268,Looking Glass Bookstore,318 SW Taylor ,227-4760 general bookstore with gay/lesbian section 10am-6pm Mon-Sat,Portland,OR,,1990,Book Stores/Retail Shops,,,,4/25/2023 9:36pm
4267,Catbird Seat Books,913 SW Broadway,222-5817 general bookstore with gay/lesbian section,Portland,OR,,1990,Book Stores/Retail Shops,,,,4/25/2023 9:36pm
4272,Gulliver's Travels,502 SE Morrison St,230-8008,Portland,OR,(IGTA),1990,Travel/Tour Operators,,,,4/25/2023 9:36pm
4271,G&H Touring Company,1710 SW Elizabeth St,222-4142 ,Portland,OR,(IGTA),1990,Travel/Tour Operators,,,,4/25/2023 9:36pm
4270,Twenty-Third Ave. Books,1015 NW 23rd Ave,224-5097 general bookstore with gay/lesbian section,Portland,OR,,1990,Book Stores/Retail Shops,,,,4/25/2023 9:36pm
4274,Dignity ,330 SE 11th ,(St. Francis Church) 295-4868 Mass 7:30pm Sat,Portland,OR,,1990,Religious Organizations,,,,4/25/2023 9:36pm
4273,In Touch Travel,121 SW Morrison St.,224-3580,Portland,OR,(IGTA),1990,Travel/Tour Operators,,,,4/25/2023 9:36pm
4275,MCC Portland ,1644 NE 24th St,281-8868 worship 10 & 6pm Sun 7pm Wed,Portland,OR,(MCC),1990,Religious Organizations,,,,4/25/2023 9:36pm
4279,Leahterworks,2908 SE Belmont St,"232-3280 leather goods, erotica noon-6pm Mon-Sat closed Sun",Portland,OR,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4278,Hard Times,311 NW Broadway ,223-2398 24hrs,Portland,OR,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4280,Sin City Adult Books,838 SW 3rd Ave,223-6514 24hrs,Portland,OR,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4288,Gay/Lesbian Community Center,3856 Carnes Rd,679-9144 drop-in & networking center 1pm-6pm Mon-Fri,Roseburg,OR,,1990,Info Lines & Services,,,,4/25/2023 9:36pm
4290,MCC Roseburg ,3842 Carnes Rd,(Chapel of Son Light) 679-9144 call switchboard for info,Roseburg,OR,,1990,Religious Organizations,,,,4/25/2023 9:36pm
4293,Rosebud & Fish ,524 Fate St,399-9960 bookstore with gay titles 9-7:30 Mon-Fri 10-7:30 Sat 11-4 Sun,Salem,OR,,1990,Book Stores/Retail Shops,,,,4/25/2023 9:36pm
4294,MCC Sweet Spirit ,490 19th St. NE ,(Unitarian Church) 363-6618 worship 5:30pm Sun,Salem,OR,(MCC),1990,Religious Organizations,,,,4/25/2023 9:36pm
4300,The Oregon House,94288 Hwy 101,547-3329 B&B,Yachats,OR,"(MX),(MW),(B&B)",1990,Accommodations,,,,4/25/2023 9:36pm
4301,See Vue Motel,95590 Hwy 101 ,547-3227 6.2 miles S. of Yachats theme rooms year-round,Yachats,OR,"(MX),(MW)",1990,Accommodations,,,,4/25/2023 9:36pm
4302,AA Gay/Lesbian Rainbow Group,1620 Turner St,(Church of the Mediator) 434-0614 (AA#) meets Tues & Sat 8:30pm,Allentown,PA,,1990,Info Lines & Services,,,,4/25/2023 9:36pm
4304,Candida's ,247 N. 12th St,434-3071 2pm-2am,Allentown,PA,"(D),(F),(NH),(MW)",1990,Bars,,,,4/25/2023 9:36pm
4305,Jeff's City Lion Pub,2327 Hanover Ave,433-1770 3pm-2am Mon-Fri 2pm-2am Sat/Sun,Allentown,PA,"(MW),(F),(V)",1990,Bars,,,,4/25/2023 9:36pm
4306,Stonewall,28-30 N. 10th St,432-0706 9pm-2am Mon-Sat clsd Sun,Allentown,PA,"(*),(MW),(D),(V),(F),(YC)",1990,Bars,,,,4/25/2023 9:36pm
4308,MCC,"701 Lechauweki Ave, Bethlem",439-8755 worship 7pm Sun,Allentown,PA,(MCC),1990,Religious Organizations,,,,4/25/2023 9:36pm
4311,La Pierre,2523 Union Ave,"946-8195 9pm-2am Mon-Thurs, 8pm-2am Fri/Sat 7pm-2am Sun",Altoona,PA,,1990,Bars,,,,4/25/2023 9:36pm
4314,Green Door,1164 Pembroke Rd,865-5855,Bethlehem,PA,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4315,The Lark,302 Dekalb St,(Rt. 202 N.) 275-8136 8pm-2am Mon-Sat clsd Sun,Bridgeport,PA,"(MW),(D)",1990,Bars,,,,4/25/2023 9:36pm
4330,Erie's Other Place,330 W. 26th St,455-8360 8am-2am clsd Sun,Erie,PA,"(MW),(D),(F)",1990,Bars,,,,4/25/2023 9:36pm
4328,The Vaudvilla ,465 Main St,287-9250 9pm-2am Mon-Sat clsd Sun,Edwardsville,PA,"(*),(MW),(D),(V),(S)",1990,Bars,,,,4/25/2023 9:36pm
4331,Lizzy Bordon's Part II,3412 W. 12th St,833-4059 8pm-2am Mon-Sat,Erie,PA,"(*),(MW),(D)",1990,Bars,,,,4/25/2023 9:36pm
4333,Eastern Adult Books,1313 State St,,Erie,PA,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4332,Silver Slipper Lounge,1317 State St,noon-2am Mon-Sat,Erie,PA,"(D),(MW)",1990,Bars,,,,4/25/2023 9:36pm
4335,Modern News,1113 State St,,Erie,PA,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4334,Filmore News,2757 W. 12th,,Erie,PA,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4338,Safari Lounge,108 W. Pittsburgh St,837-9948 9pm-2am Mon-Sat clsd Sun,Greensburg,PA,"(*),(D),(YC),(V)",1990,Bars,,,,4/25/2023 9:36pm
4342,Club ,236 N. 2nd St,(3rd floor) 234-4930 unconfirmed spring 1989,Harrisburg,PA,"(*),(D),(PC),(YC),BYOB",1990,Bars,,,,4/25/2023 9:36pm
4343,La Rose Rouge,400 N. 2nd St,,Harrisburg,PA,"(D),(S),(OC)",1990,Bars,,,,4/25/2023 9:36pm
4344,Neptune's Lounge ,268 North St,233-0581 4pm-2am Mon-Sat 2pm-2am Sun,Harrisburg,PA,"(*),(LV),(YC)",1990,Bars,,,,4/25/2023 9:36pm
4345,Stallions ,707 N. 3rd ,232-3060 4pm-2am,Harrisburg,PA,"(*),(D)",1990,Bars,,,,4/25/2023 9:36pm
4346,Strawberry Cafe,704 N. 3rd St,234-4228 2pm-2am Mon-Sat,Harrisburg,PA,"(*),(V),(YC),(P)",1990,Bars,,,,4/25/2023 9:36pm
4348,Homestyle,1530 N 2nd ,232-0278 7am-midnight,Harrisburg,PA,"(MX),(MW)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4347,Colonnade ,300 N. 2nd St,234-8740 lunch 11:30am-3pm dinner 5pm-10:30pm,Harrisburg,PA,"(MX),(MW)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4354,Town News,29 N. 2nd St,232-1100,Harrisburg,PA,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4353,Adult World,3932 Jonestown Rd,652-6980,Harrisburg,PA,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4359,"Boomerang, Inc.",642 Maple Ave,,Johnstown,PA,"(*),(MW),(D)",1990,Bars,,,,4/25/2023 9:36pm
4364,Tally Ho,201 W. Orange ,299-0661 6pm-2am Mon-Sat 8pm-2am Sun,Lancaster,PA,"(*),(MW),(D),(F),(YC)",1990,Bars,,,,4/25/2023 9:36pm
4367,Den of Pleasure,49 Prince St,299-1779,Lancaster,PA,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4366,MCC Vision of Hope,610 2nd St,392-2729 worship 7pm Sun,Lancaster,PA,(MCC),1990,Religious Organizations,,,,4/25/2023 9:36pm
4368,Erotic Forum,227 N. Prince,(in mall) 393-9772,Lancaster,PA,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4374,Monroeville News,2735 Stroschein Rd,372-5477,Monroeville,PA,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
4378,Backstreet Inn,144 Old York Rd,862-9571 B&B year-round,New Hope,PA,"(*),(MX),(MW),(SW)",1990,Accommodations,,,,4/25/2023 9:36pm
4380,Raven Hall,385 West Bridge St,"1 mi. W. on US 202, 862-2081 ",New Hope,PA,"(*),(MX),(MW),(SW),(F)",1990,Accommodations,,,,4/25/2023 9:36pm
4382,The Cartwheel ,437 York Rd,"US 202, 862-0880 piano bar",New Hope,PA,"(*),(MW),(D),(YC),(S),(E),(F)",1990,Bars,,,,4/25/2023 9:36pm
4383,New Prelude,408 York Rd,1 mi W. on US 202 862-5171 11am-2am four bars & restaurant,New Hope,PA,"(*),(MW),(E)",1990,Bars,,,,4/25/2023 9:36pm
4387,Havana ,105 S. Main St,862-9897 American cuisine 11am-midnight,New Hope,PA,(MX),1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4388,Karla's,5 W. Mechanic St,862-2612 ,New Hope,PA,"(MX),(MW),(E)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4390,Mother's,34 N. Main St.,862-5270,New Hope,PA,"(*),(MW)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4389,Marcello,"Rt 202, Lahaska",794-7216 Italian cuisine 6pm-10pm Tues-Sat 5pm-10pm Sun,New Hope,PA,"(MX),(MW),(E)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4392,Odette's,South River Rd,862-3000,New Hope,PA,"(MX),(E)",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4394,Wildflowers ,8 W. Mechanic St,"862-2241 Americana cuisine, noon-11pm Mon-Thurs, till 11pm Fri-Sun",New Hope,PA,"(MX),(MW),BYOB",1990,Restaurants & Cafes,,,,4/25/2023 9:36pm
4401,Penguin Place,211 S. Quince St,923-7505 gay community center library,Philadelphia,PA,,1990,Info Lines & Services,,,,4/25/2023 9:36pm
4403,Allegro II,2056 Sampson St,557-9318 4pm-2am daily,Philadelphia,PA,(D),1990,Bars,,,,4/25/2023 9:36pm
4405,Bike Shop,206 S. Quince ,627-1662 live c & w band Sun 9pm-1:30am,Philadelphia,PA,"(*),(LV),(L),(V)",1990,Bars,,,,4/25/2023 9:36pm
4404,Backstreet,1430 Chancellor ,474-3450 9am-2am daily,Philadelphia,PA,"(MX),(MW),(D)",1990,Bars,,,,4/25/2023 9:36pm
4406,Blue Parrot,1302 Drury Lane,545-5055 lunch and dinner piano bar,Philadelphia,PA,"(F),(E)",1990,Bars,,,,4/25/2023 9:36pm
4407,C.R. Bar,6405 Market St,"352-9762 closed Sun, 8pm-2am Mon-Sat",Philadelphia,PA,(NH),1990,Bars,,,,4/25/2023 9:36pm
4412,Post,1705 Chancellor St.,985-9720 noon-2am daily,Philadelphia,PA,"(D),(L),(LV),(F)",1990,Bars,,,,4/25/2023 9:36pm
4411,New Kurt's,1229 Chestnut St,751-0000 ,Philadelphia,PA,"(*),(YC),(V)",1990,Bars,,,,4/25/2023 9:36pm
4409,Key West,207 S. Juniper St,545-1578 4pm-2am daily,Philadelphia,PA,"(*),(MW),(D),(S),(E),(YC),(V),(F)",1990,Bars,,,,4/25/2023 9:36pm
4414,Smart Place,922 Arch St,,Philadelphia,PA,"(B),(V)",1990,Bars,,,,4/25/2023 9:36pm
4413,Raffles ,243 S Camac St,545-6969 piano bar 3pm-2am daily,Philadelphia,PA,"(*),(MW),(D),(F),(E)",1990,Bars,,,,4/25/2023 9:36pm
4415,The Stand,1215 Walnut Ave,592-7650 Sun-Thurs 10pm-3am Fri 5pm-3am,Philadelphia,PA,"(MX),(MW),(D),(V)",1990,Bars,,,,4/25/2023 9:36pm
4416,Two Four (24) Club,1219-21 St. James St,732-4377/735-5772,Philadelphia,PA,"(D),(MW),(PC),(AH)",1990,Bars,,,,4/25/2023 9:36pm
4418,Venture Inn,255 S. Camac St,545-8731 restaurant 5:30-11pm lounge noon-2am daily,Philadelphia,PA,"(*),(OC),(F)",1990,Bars,,,,4/25/2023 9:36pm
4417,Uncle's,1220 Locust St,546-6660,Philadelphia,PA,"(NH),(F)",1990,Bars,,,,4/25/2023 9:36pm
