ID2,title,amenityfeatures,description,streetaddress,unclear_address,city,state,type,unclear type or question,notes,Year,Last Modified
1836,The Oasis ,"(BW),(WC)",334-1566 7am-3pm,2222 McGregor Blvd.,,Fort Myers,FL,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
1997,Vision Travel: Carlson Travel Network ,,444-8484/ (800) 654-4544,2222 Ponce de Leon Blvd.,,Miami,FL,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
4822,Nite Club,"(MW),(NH),(D),(E),(WC)","245-6319 8pm-2:30am, from 3pm Sun, patio",2223 Broadway ,,Lorain,OH,Bars,,,1996,4/25/2023 9:20pm
906,Travelodge ,"(GF),(F),(SW),(WC)",296-2101/ (800) 843-9988 ,2223 El Cajon Blvd.,,San Diego,CA,Accommodations,,,1996,4/25/2023 9:20pm
859,Lioness Book Store ,(WC),"442-4657 11am-7pm, noon-6pm Sat, til 5pm Sun, women's bookstore ",2224 'J' St.,,Sacramento,CA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4112,Uniglobe Above & Beyond Travel,(IGTA),527-0200/ (800) 578-5888,2225 E. Lohman Ste. A,,Las Cruces,NM,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
261,Travel with Hal,(IGTA),537-1553/(800)442-9868 (in-state),2227 Atlanta St.,,Anaheim,CA,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
5685,Mick's Mix,(*),"476-8531 11am-11pm, til 2am Th-Sat",2230 Guadalupe,,Austin,TX,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
5786,Trixx Adult Cinema ,,532-6171,2230 Texas St.,,El Paso,TX,Erotica,,,1996,4/25/2023 9:20pm
4623,Capitol Blvd. News,,831-1400,2236 Capitol Blvd.,,Raleigh ,NC,Erotica,,,1996,4/25/2023 9:20pm
5262,Maison Rogue ,(GF),399-3033 full brkfst ,2236 Marietta Ave.,,Lancaster,PA,Accommodations,,,1996,4/25/2023 9:20pm
5557,Timberfell Lodge,"(*),(MO),(SW)","(exit 36, off I-81) 234-0833/ (800) 437-0118 complete clothing-optional resort for gay men only, upscale gourmet dining, hot tub",2240 Van Hill Rd.,,Greeneville,TN,Accommodations,,,1996,6/9/2023 1:18pm
337,Infinities ,"(MW),(D)",575-9164 3pm-2am,2253 Tyler Ave.,,El Monte,CA,Bars,,,1996,4/25/2023 9:20pm
1336,Gay/Lesbian Resource Center,,349-9947,2255 S. Broadway #4,,Santa Maria,CA,Info Lines & Services,,,1996,4/25/2023 9:20pm
2403,Fusion Waikiki ,"(MW),(D),(A),(S)","3rd flr., 924-2422 10pm-4am, from 8pm wknds",2260 Kuhio Ave.,,"Honolulu, Oahu",HI,Bars,,,1996,4/25/2023 9:20pm
1092,Passport to Leisure ,(IGTA),621-8300 ,2265 Market St.,,San Francisco,CA,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
2421,Hawaii Visitors Bureau ,,923-1811,2270 Kalakaua Ave #801,,"Honolulu, Oahu",HI,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
312,Cabel's Reef,"(M),(D),(MRC)",451-3777 noon-2am,2272 Telegraph Ave.,,Oakland,CA,Bars,,,1996,6/9/2023 1:18pm
2301,Starship,,"320-9101, 10am-10pm, leather, novelties & more; 5 locations in Atlanta ",2275 Cheshire Bridge Blvd.,,Atlanta,GA,Erotica,,,1996,4/25/2023 9:20pm
1078,Muscle System ,"(*),(MO),(PC)",863-4700 (aka 'Muscle Sisters') day passes avail.,2275 Market St.,,San Francisco,CA,Gyms & Health Clubs,,,1996,4/25/2023 9:20pm
2269,Dunk N' Dine (aka Drunk N' Dyke) ,,"636-0197, 24hrs, downscale diner, queens abound",2276 Cheshire Bridge Rd.,,Atlanta,GA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
5819,Briar Patch,"(M),(NH),(E)","665-9678 2pm-2am, piano bar",2294 W. Holcombe ,,Houston,TX,Bars,,,1996,4/25/2023 9:20pm
1052,Bagdad Café,(MW),621-4434 24hrs,2295 Market St. ,,San Francisco,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
1053,Café Flore ,"(*),(MW),(F)","621-8579 8am-11:30pm, til midnight Fri-Sat, patio",2298 Market St. ,,San Francisco,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
295,Pleasant Hill Adult Books & Videos ,,676-2962,2298 Monument ,,Concord,CA,Erotica,,,1996,4/25/2023 9:20pm
776,Pleasant Hill Books,,676-2962,2298 Monument Blvd.,,Pleasant Hill,CA,Erotica,,,1996,4/25/2023 9:20pm
858,Films for Days ,,448-3456 lesbigay titles,2300 '0' St.,,Sacramento,CA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
3713,Panorama Video ,,377-8883,2300 Hennepin Ave. S. ,,Minneapolis,MN,Erotica,,address from entry 3669's description,1996,8/7/2023 3:40pm
2999,The Friendly Bar,"(MW),(NH),(WC)",943-8929 11am-?,2301 Chartres St.,,New Orleans,LA,Bars,,,1996,4/25/2023 9:20pm
1155,Alta Plaza ,"(M),(P)","922-1444 11am-2am, say 'Hi' to Martin, Sf's cutest bartender; also full restaurant",2301 Fillmore ,,San Francisco,CA,Bars,,,1996,4/25/2023 9:20pm
1162,Alta Plaza ,,"922-1444, lunch & dinner, Sun brunch, some veggie",2301 Fillmore ,,San Francisco,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
4548,Scorpio's Lounge ,"(*),(MW),(D),(S),(V),(PC),(WC)","373-9124 9pm-3:30am, clsd Mon; also Queen City Saloon inside",2301 Freedom Dr.,,Charlotte,NC,Bars,,,1996,4/25/2023 9:20pm
1077,Market Street Gym,"(*),(MW)",626-4488 day passes avail.,2301 Market St. ,,San Francisco,CA,Gyms & Health Clubs,,,1996,4/25/2023 9:20pm
1757,Buccaneer Motel,"(GF),(SW),(IGTA)",253-9678/(800) 972-6056 the same hospitality & personal attention small hotels provided forty years ago,2301 N. Atlantic Ave.,,Daytona Beach,FL,Accommodations,,,1996,4/25/2023 9:20pm
2988,Angles ,"(MW),(NH),(D),(WC)","834-7979 3pm-4pm, 5pm wknds",2301 N. Causeway,,Metairie,LA,Bars,,,1996,6/9/2023 1:21pm
2693,Tomorrow's ,"(MW),(D),(F),(S)","925-1710 5pm-3am, til 12:30am Sun, dinner nightly ",2301 N. Meridian ,,Indianapolis,IN,Bars,,,1996,4/25/2023 9:20pm
1974,Sunset Motel & Villa,"(GF),(SW),(WC)","683-6464 motel, apts, RV hookups & private home all sharing 3 acres",2301 New Tampa Hwy.,,Lakeland,FL,Accommodations,,,1996,4/25/2023 9:20pm
6307,Adam & Eve Adult Bookstore ,,252-6733,2301 S. Fayette ,,Berkeley,WV,Erotica,,,1996,4/25/2023 9:20pm
5825,Gentry ,"(*),(M),(NH),(S),(WC)","520-1861 2pm-2am, from noon wknds",2303 Richmond,,Houston,TX,Bars,,,1996,4/25/2023 9:20pm
3637,Nan's B&B,(GF),"377-5118/ (800) 214-5118 1895 Victorian family home w/ guest rooms, full brkfst",2304 Fremont Ave. S.,,Minneapolis,MN,Accommodations,,,1996,6/9/2023 1:21pm
486,Community Yellow Pages ,,(213)469-4454/(800)745-5669 annual survival guide to lesbigay southern CA,2305 Canyon Dr.,,Los Angeles,CA,Publications,,,1996,4/25/2023 9:20pm
5084,Monroe Ave. Book Bin,,"753-8398, 10am-6pm, from noon Sat, clsd Sun",2305 NW Monroe ,,Corvallis,OR,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
2761,Ernie's Bookstore,,323-6477 ,2305 W. Broadway ,,Council Bluffs,IA,Erotica,,,1996,4/25/2023 9:20pm
6120,Coral Sands Motel ,(MW),(at 23rd St.) 425-0872/ (800) 828-0872 1 blk. from ocean,2307 Pacific Ave.,,Virginia Beach,VA,Accommodations,,,1996,5/13/2023 10:19pm
4181,Heidie's Travel & Limousine Service,,821-1254/ (800) 777-1354 (800#),2308 Seneca St.,,Buffalo,NY,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
5614,Crazy Cowboy,"(M),(NH)","269-5318 3pm-1am, beer only",2311 Franklin Rd.,,Nashville,TN,Bars,,,1996,4/25/2023 9:20pm
2239,The River's Edge,"(MO),(SW),(WC)",(706) 213-8081 cabins & camper trailers (30 campsites & 5 RV hookups),2311 Pulliam Mill Rd.,,Dewy Rose,GA,Accommodations,,,1996,6/9/2023 1:21pm
5481,Video Expo,,739-3080,2318 Post Rd.,,Warwick,RI,Erotica,,,1996,4/25/2023 9:20pm
1708,Roxanne,,"462-8330, 5pm-11pm, bar til 2am wknds, American/Southwestern, some veggie; also Peyote Café",2319 18th St. NW,,Washington,DC,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
2712,Fantasy East ,,"474-2417, books & videos ",2320 Concord Rd.,,Lafayette,IN,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4807,Rustic Cabin,"(M),(NH),(WC)",253-7691 5pm-2:30am,2320 Wilmington Pike,,Dayton,OH,Bars,,,1996,4/25/2023 9:20pm
1093,Winship Travel ,(IGTA),863-2555/(800)545-2557 ,2321 Market St. ,,San Francisco,CA,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
856,Rick's Dessert Diner,(WC),"444-0969 10am-11pm, from noon Sun-Mon",2322 'K' St.,,Sacramento,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
340,Video Specialities ,,"745-6697, 24hrs",2322 S. Escondidio Blvd.,,Escondido,CA,Erotica,,,1996,4/25/2023 9:20pm
6146,AA Gay/Lesbian ,,"(basement) 252-2525 (AA#) 587-2838, 7pm Mon",2324 Lombard,,Everett,WA,Info Lines & Services,,,1996,6/9/2023 1:22pm
3547,Diplomat Health Club,(PC),452-3754 24hrs,2324 S. Division Ave.,,Grand Rapids,MI,Men's Clubs,,,1996,4/25/2023 9:20pm
5832,Lola's ,"(GF),(NH),(YC)",528-8342 4pm-2am,2327 Grant St.,,Houston,TX,Bars,,,1996,4/25/2023 9:20pm
3655,A Brother's Touch ,,"377-6279, 11am-9pm, til 5pm wknds, til 7pm Mon-Tue, lesbigay books",2327 Hennepin Ave.,,Minneapolis,MN,Bookstores/Retail Shops,,,1996,6/9/2023 1:22pm
1322,L'Amour Shoppe,,"296-7076, 24hrs",2329 El Camino Real,,Santa Clara,CA,Erotica,,,1996,4/25/2023 9:20pm
3797,Front Page ,"(M),(E),(S),(OC)","664-2939 6am-1:30am, clsd Sun, drag bar",2330 Menard ,,St. Louis,MO,Bars,,,1996,4/25/2023 9:20pm
310,Bella Napoli ,"(GF),(D),(MRC-AF)",893-5552 1pm-2am,2330 Telegraph Ave.,,Oakland,CA,Bars,,,1996,6/9/2023 1:22pm
903,Keating House ,(GF),239-8585/ (800) 995-8644 graceful 150-yr-old Victorian B&B on Bankers Hill,2331 2nd Ave. ,,San Diego,CA,Accommodations,,,1996,4/25/2023 9:20pm
1069,Pozole ,"(MW),(BW)",626-2666 Mexican specialties ,2337 Market St. ,,San Francisco,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
1030,The Detour ,"(*),(M),(NH),(A)","861-6053 2pm-2am, cruise bar",2340 Market St. ,,San Francisco,CA,"Bars,Cruising Areas",,,1996,4/25/2023 9:20pm
3664,Lavender Lifestyles ,,871-2237,2344 Nicollet Ave. Ste. 50,,Minneapolis,MN,Publications,,,1996,8/7/2023 3:40pm
2246,Buddies ,"(M),(NH)",634-5895 2pm-4am; also ,2345 Cheshire Bridge Rd.,,Atlanta,GA,Bars,,,1996,4/25/2023 9:20pm
2288,Oxford Books,,"364-2700, 9am-midnight, til 2am Fri-Sat, many lesbigay books & magazines; Cup & Chaucer café at both",2345 Peachtree ,,Atlanta,GA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
2540,The Neo,"(MW),(E),(V)",528-2622 ,2350 N. Clark ,,Chicago,IL,Bars,,,1996,4/25/2023 9:20pm
1087,Rolo ,(*),626-7171 designer labels ,2351 Market St. ,,San Francisco,CA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
2608,Outriggers ,"(*),(E)",418-0202 also full bar,2352 172nd St.,,Lansing,IL,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
4671,Side Street Café,"(W),(NH),(F),(WC)",453-8055 11:30am-1am,2360 Mahoney St. NE,,Canton,OH,Bars,,,1996,4/25/2023 9:20pm
3851,North Crow Vacation Ranch ,"(MW),(N)","Missoula 676-5169 May 15-Oct 15, 35-acre campground w/cabins, tipis, hot tub, 80 mi. S. of Glacier Park",2360 N. Crow Rd.,,Ronan,MT,Accommodations,,,1996,6/9/2023 1:22pm
1088,Under One Roof,,"252-9430, 100% sales are donated for AIDS relief ",2362 Market St. ,,San Francisco,CA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
1026,The Café,"(*),(MW),(D)","861-3846 noon-2am, deck",2367 Market St. ,,San Francisco,CA,Bars,,,1996,4/25/2023 9:20pm
1000,The San Francisco Frontiers ,,487-6000 newsmagazine ,2370 Market St. 2nd flr,,San Francisco,CA,Publications,,,1996,4/25/2023 9:20pm
605,Le Bar,"(M),(NH),(MRC-L)",660-7595 11am-2am,2375 Glendale Blvd.,,Los Angeles,CA,Bars,,,1996,4/25/2023 9:20pm
5935,Apollo News ,,"653-3538, 24hrs",2376 Austin Hwy.,,San Antonio,TX,Erotica,,,1996,4/25/2023 9:20pm
1083,The Gauntlet ,,431-3133 piercing & jewelry ,2377 Market St. ,,San Francisco,CA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
5143,Caffe Fresco ,,"243-3247, 7am-4pm, til 2pm Sun, Italian",2387 NW Thurman,,Portland,OR,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3653,Susan's Coffeehouse & Deli ,,"644-7906, 7am-7pm, 9am-5pm Sat, clsd Sun",2399 University Ave.,,Minneapolis,MN,Restaurants & Cafes,,,1996,8/7/2023 3:40pm
1695,The Belmont Kitchen,,"667-1200, clsd Mon, popular brunch",2400 18th St. NW,,Washington,DC,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
5818,Brazos River Bottom (B.R.B.)  ,"(*),(M),(D),(CW)","528-9192 7am-2am, from noon Sun",2400 Brazos ,,Houston,TX,Bars,,,1996,4/25/2023 9:20pm
733,Two Gloria's ,(MW),"322-3224 10am-2am, piano bar; also restaurant ",2400 N. Palm Canyon Dr.,,Palm Springs,CA,Bars,,,1996,4/25/2023 9:20pm
5337,Makam's Kitchen,(E),546-8832 coffeehouse/café,2401 Lombard,,Philadelphia ,PA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
5882,The Place,"(W),(D),(CW),(WC)","744-4222 7pm-?, clsd Su-Mon",2401 Main,,Lubbock,TX,Bars,,,1996,4/25/2023 9:20pm
5842,Rich's ,"(*),(M),(D),(A),(E),(V),(YC),(18+)","759-9606 9pm-2am Th-Sat, from 7pm Sun",2401 San Jacinto,,Houston,TX,Bars,,,1996,4/25/2023 9:20pm
4684,Shirley's,"(W),(D),(WC)","721-8483 8pm-2:30am, from 4pm Sun, clsd Mon",2401 Vine St.,,Cincinnati ,OH,Bars,,,1996,4/25/2023 9:20pm
3536,Merry Inn ,"(MW),(NH)",234-9481 10am-2am,2402 N. Franklin St.,,Flint,MI,Bars,,,1996,4/25/2023 9:20pm
929,Wolf's ,"(M),(L),(BW)","291-3730 8pm-3:30am, til 4am Fri-Sat; also erotic toy store",2404 30th St. ,,San Diego,CA,Bars,,,1996,4/25/2023 9:20pm
6292,Pushrod Tavern,"(M),(L)",627-8511 ,2405 Pacific Ave.,,Tacoma,WA,Bars,,,1996,4/25/2023 9:20pm
5511,Shandon Club,"(MW),(HPC),(E),(PC),(WC)","771-0339 5pm-2am, piano bar & lounge",2406 Divine St.,,Columbia,SC,Bars,,,1996,4/25/2023 9:20pm
6396,AA Galano Club,,276-6936 (AA#) 12-step social group,2408 N. Farwell Ave.,,Milwaukee,WI,Info Lines & Services,,,1996,4/25/2023 9:20pm
2170,The Annex,"(M),(NH),(WC)",254-4188 noon-3am,2408 W. Kennedy Blvd.,,Tampa,FL,Bars,,,1996,4/25/2023 9:20pm
6288,24th Street Tavern,"(MW),(D),(S),(BW),(WC)",572-3748 noon-2am,2409 Pacific Ave.,,Tacoma,WA,Bars,,,1996,4/25/2023 9:20pm
1675,El Faro ,"(MW),(MRC-L),(E)",387-6554 11am-2am; also Mexican/El Salvadorean restaurant,2411 18th St. NW,,Washington,DC,Bars,,,1996,4/25/2023 9:20pm
4614,Rathskellar ,(WC),"821-5342 11am-11pm, some veggie",2412 Hillsborough St.,,Raleigh ,NC,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
6510,Golden Unicorn ,,"728-4066, 11am-11pm, Chinese",2415 Calle Laurel ,,San Juan,PR,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
5937,Flesh Works,,"731-8185, body piercing & alterations",2423 W. Wildwood ,,San Antonio,TX,Erotica,,,1996,4/25/2023 9:20pm
4095,The Travel Scene ,,292-4343/ (800) 658-5779,2424 Juan Tabo Blvd. NE,,Albuquerque,NM,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
5871,Leather By Boots,(IGTA),526-6940,2424 Montrose,,Houston,TX,Erotica,,,1996,4/25/2023 9:20pm
2827,AA Gay/Lesbian,,"(MCC) 8pm Tue & Fri, call Gay Rap Telephone for info ",2425 SE Indiana Ave.,,Topeka,KS,Info Lines & Services,,,1996,4/25/2023 9:20pm
5604,Paris Theater,,"323-2665, 24hrs",2432 Summer Ave.,,Memphis,TN,Erotica,,,1996,4/25/2023 9:20pm
69,Northern Comfort B&B ,(MW),"278-2106 seasonal, sauna",2433 Glenwood St.,,Anchorage,AK,Accommodations,,,1996,4/25/2023 9:20pm
296,New Directions Travel Company,,675-5000/(800)222-5531,2435 E. Coast Hwy.,,Corona Del Mar,CA,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
5551,Rossville News,,"266-7639, 24hrs",2437 Rossville Blvd.,,Chattanooga,TN,Erotica,,,1996,4/25/2023 9:20pm
73,Bona Dea,(WC),"562-4716 11am-7pm, 10am-6pm Fri-Sat, clsd Sun, large selection of gay men's titles",2440 E. Tudor Rd.,,Anchorage,AK,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
324,Cody's ,(*),845-7852 huge general bookstore w/gay titles,2454 TelegraphAve.,,Berkeley,CA,Bookstores/Retail Shops,,,1996,6/9/2023 1:23pm
4417,Pal Joey's,"(M),(NH),(WC)",785-9301 4pm-4am,2457 Jerusalem Ave.,,North Bellmore,NY,Bars,,,1996,6/9/2023 1:24pm
3523,Virio's ,,"(810) 393-1711, 7am-9pm, clsd Sun, Italian; also full bar ",2460 Market St.,,Detroit,MI,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3699,Jaded ,"(MW),(D),(WC)","(Jackson Sq. Shopping Ctr.) 371-0478 5pm-2am, DJ Wed, Fri-Sat",2460 Terry,,Jackson,MS,Bars,,,1996,6/9/2023 1:24pm
31,Nitro ,"(MW),(D),(S)",492-9724 8pm-2am Wed-Sat,2461 E. Meighan Blvd.,,Gadsden,AL,Bars,,,1996,4/25/2023 9:20pm
4792,North Campus Video ,,"268-4021, 24hrs",2465 High St.,,Columbus,OH,Erotica,,,1996,4/25/2023 9:20pm
901,Heritage Park B&B,"(GF),(WC)",239-4738 full brkfst ,2470 Heritage Park Row,,San Diego,CA,Accommodations,,,1996,4/25/2023 9:20pm
4790,Bexley Art Theater & Video ,,235-2341,2484 E. Main St.,,Columbus,OH,Erotica,,,1996,4/25/2023 9:20pm
3941,The Chocolate Walrus ,,"825-2267, 10am-6pm, til 4pm Sat, clsd Sun, videos, novelties",2490 Wrondel #1,,Reno,NV,Erotica,,,1996,4/25/2023 9:20pm
22,Jupiter Theater ,,324-4552 large screen movies ,2500 7th Ave. S.,,Birmingham,AL,Erotica,,,1996,4/25/2023 9:20pm
1076,City Athletic Club,"(*),(MO),(PC)",552-6680 day passes avail.,2500 Market St. ,,San Francisco,CA,Gyms & Health Clubs,,,1996,4/25/2023 9:20pm
613,Rudolpho's,(E),"669-1226 lunch & dinner, clsd Mon, French ",2500 Riverside Dr.,,Los Angeles,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
600,Drag Strip,,"(Rudolpho's) 969-2596 queer dance club, call for events",2500 Riverside Dr.,,Los Angeles,CA,Bars,,,1996,6/9/2023 1:24pm
5803,Robert's Lafitte ,"(M),(S),(WC)","765-9092 10am-2am, from noon Sun",2501 'Q' Ave.,,Galveston,TX,Bars,,,1996,4/25/2023 9:20pm
461,Chelsea Books ,,"434-2220, 10am-10pm, til 6pm Sun, books & magazines, large gay section",2501 E. Broadway ,,Long Beach,CA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
1126,Slow Club ,(WC),"241-9390 7am-2am, clsd Sun; also full bar",2501 Mariposa ,,San Francisco,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
198,Arizona Travel Center,(IGTA),323-3250/(800)553-5471 ,2502 E. Grant Rd.,,Tucson,AZ,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
1661,Savoy Suites Hotel,"(GF),(WC)",337-9700/(800) 944-5377; also Italian restaurant ,2505 Wisconsin Ave. NW,,Washington,DC,Accommodations,,,1996,4/25/2023 9:20pm
5383,C.J. Deighan's ,"(MW),(D),(F),(E),(S),(WC)","Brookline 561-4044 9pm-2am, clsd Sun-Mon, men's night Wed",2506 W. Liberty Ave.,,Pittsburgh,PA,Bars,,,1996,6/9/2023 1:25pm
5766,Midtowne Spa,"(*),(PC)",821-8989 24hrs,2509 Pacific ,,Dallas,TX,Men's Clubs,,,1996,4/25/2023 9:20pm
318,Café Sorrento ,,"548-8220 7am-7pm, 9am-4pm wknds ",2510 Channing,,Berkeley,CA,Restaurants & Cafes,,,1996,6/9/2023 1:25pm
409,Casa Laguna B&B Inn,"(GF),(SW)",494-2996/(800)233-0449 romantic missions-style inn & cottages overlooking Pacific,2510 S. Coast Hwy.,,Laguna Beach,CA,Accommodations,,,1996,4/25/2023 9:20pm
2192,Metro Flex Fitness,,876-3539 ,2511 Swann Ave.,,Tampa,FL,Men's Clubs,,,1996,4/25/2023 9:20pm
5131,J.L.Q.'s,"(M),(NH),(WC)",287-4210 11am-2:30am,2512 NE Broadway,,Portland,OR,Bars,,,1996,4/25/2023 9:20pm
3537,State Bar,"(*),(MW),(D),(S),(WC)",767-7050 noon-2am ,2512 S. Dort Hwy.,,Flint,MI,Bars,,,1996,4/25/2023 9:20pm
317,Brick Hut ,"(*),(MW)","486-1124 7:30am-2pm, 8:30am-3pm wknds, popular for brkfst ",2512 San Pablo,,Berkeley,CA,Restaurants & Cafes,,,1996,6/9/2023 1:25pm
852,Wreck Room ,"(M),(L),(WC)",456-1181 2pm-2am,2513 Broadway ,,Sacramento,CA,Bars,,,1996,4/25/2023 9:20pm
2989,Big Daddy's,"(MW),(NH),(WC)",948-6288 24hrs ,2513 Royal,,New Orleans,LA,Bars,,,1996,4/25/2023 9:20pm
5928,On Main,,"737-2323, 10am-6pm, clsd Sun, gifts",2514 N. Main,,San Antonio,TX,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
5739,Dallas Eagle,"(M),(L)","357-4375 4pm-2am, til 4am Fri-Sat, clsd Mon-Tue",2515 Inwood #107,,Dallas,TX,Bars,,,1996,4/25/2023 9:20pm
5735,Boxx Office/Las Mariposas,"(M),(D),(MRC),(S),(WC)","828-2665, 826-2806 noon-2am, from 6pm Sun",2515 N. Fitzhugh,,Dallas,TX,Bars,,,1996,4/25/2023 9:20pm
614,Body Builders ,(*),668-0802 ,2516 Hyperion Ave.,,Los Angeles,CA,Gyms & Health Clubs,,,1996,4/25/2023 9:20pm
2961,Chartres St. House,"(MW),(SW)","945-2339 handsome 1850s home, beautifully & tastefully restored w/ all modern conveniences, patio",2517 Chartes St.,,New Orleans,LA,Accommodations,,,1996,4/25/2023 9:20pm
5823,E.J.'s ,"(*),(M),(NH),(E)","527-9071 7am-2am, from noon Sun",2517 Ralph,,Houston,TX,Bars,,,1996,4/25/2023 9:20pm
5887,Waterfall Supper Club,"(MW),(D),(S),(WC)",618-5133 9am-2am,2517 W. Pecan Blvd.,,McAllen,TX,Bars,,,1996,4/25/2023 9:20pm
1377,J.R.'s ,"(MW),(D),(CW),(WC)","256-1200 5pm-2am, til 4am Fri-Sat ",2520 Camino Diablo ,,Walnut Creek,CA,Bars,,,1996,4/25/2023 9:20pm
5770,Goodtime Lounge,"(MW),(PC)",463-9944 6pm-2am,2520 N. Hwy. 75A,,Denison,TX,Bars,,,1996,4/25/2023 9:20pm
190,Club 2520 Complex,"(MW),(D),(CW),(WC)","882-5799 3pm-1am, from noon wknds, disco, CW bar & quiet lounge",2520 N. Oracle ,,Tucson,AZ,Bars,,,1996,4/25/2023 9:20pm
3623,Community Real Estate Referrals ,,"(800)-346-5592 gay realtor at your service, no rentals ",2524 Nicollet Ave. S.,,Minneapolis,MN,Info Lines & Services,,,1996,8/7/2023 3:40pm
1422,Abaton ,(WC),"475-2508 call for hours, lesbigay ",2525 W. Pikes Peak Unit C,,Colorado Springs,CO,Bookstores/Retail Shops,,,1996,6/9/2023 1:25pm
5745,John L.'s,"(MW),(WC)","520-2525 4pm-2am, cabaret ",2525 Wycliff ,,Dallas,TX,Bars,,,1996,4/25/2023 9:20pm
864,Latest Issue ,,448-8504,2528 Capitol Ave.,,Sacramento,CA,Publications,,,1996,4/25/2023 9:20pm
6390,Red Letter News,,"241-9958, 24hrs",2528 E. Washington,,Madison,WI,Erotica,,,1996,4/25/2023 9:20pm
869,L'Amour Shoppe ,,736-3467,2531 Broadway ,,Sacramento,CA,Erotica,,,1996,4/25/2023 9:20pm
1453,Highland Bar,"(W),(NH),(F)",455-9978 1pm-2am,2532 15th St.,,Denver,CO,Bars,,,1996,4/25/2023 9:20pm
5612,Chute Complex ,"(M),(D),(CW),(L),(F),(E),(WC)","297-4571 5pm-3am, 5 bars, restaurant, patio",2535 Franklin Rd.,,Nashville,TN,Bars,,,1996,4/25/2023 9:20pm
602,Houston's ,"(M),(NH),(F),(E)","661-4233 11am-2am, piano bar; also La Sabor's, open for lunch, dinner & Sun brunch",2538 Hyperion Ave.,,Los Angeles,CA,Bars,,,1996,4/25/2023 9:20pm
4579,Club Oz ,"(M),(D),(E),(S),(PC)","485-2037 9pm-?, clsd Mon",2540 Gillespie St.,,Fayetteville,NC,Bars,,,1996,4/25/2023 9:20pm
201,Caesar's Bookstore,,622-9479,2540 N. Oracle Rd.,,Tucson,AZ,Erotica,,,1996,4/25/2023 9:20pm
4500,Boulevard Books,,"446-1595, 24hrs ",2576 Erie Blvd. E.,,Syracuse,NY,Erotica,,,1996,4/25/2023 9:20pm
4861,Uptown Book Store ,,783-2533,2597 Market St.,,Youngstown ,OH,Erotica,,,1996,4/25/2023 9:20pm
316,Bison Brewery ,"(*),(BW),(WC)","841-7734 11am-1am, sandwiches, live music, some veggie",2598 Telegraph,,Berkeley,CA,Restaurants & Cafes,,,1996,6/9/2023 1:26pm
2168,2606 ,"(*),(M),(L),(WC)",875-6993 3pm-3am; also leather shop opens after 9pm ,2606 N. Armenia Ave.,,Tampa,FL,Bars,,,1996,4/25/2023 9:20pm
5847,Baba Yega's ,(*),"522-0042 10am-10pm, patio; also full bar",2607 Grant,,Houston,TX,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3483,Webster's ,,"662-6150, 8am-11pm, lesbigay section",2607 Plymouth Rd.,,Ann Arbor,MI,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
308,Elmwood House ,"(GF),(IGTA)",540-5123 ,2609 College Ave.,,Berkeley,CA,Accommodations,,,1996,6/9/2023 1:26pm
