"title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","Year","notes","full.address","lon","lat","geoAddress","status","ID"
"Lesbian/Gay Community Switchboard","","234-2752 hrs 10am-10pm (volunteers permitting)","","Info Lines & Services","Phoenix","AZ","checked",1992,"",", AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0117"
"The Open Quest Institute TOQI","","(800) 444-9999, 24 hr Crisis Hotline","","Info Lines & Services","Phoenix","AZ","checked",1992,"",", AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0118"
"Larry's Bed & Breakfast","(MX),(SW),(N)","947-5458 3 rms, shared bath, full breakfast, seasonal Sept-May only","5952 E. Calle Tuberia","Accomodations","Phoenix","AZ",NA,1992,"","5952 E. Calle Tuberia ,  Phoenix ,  AZ",-111.9524587,33.4936681,"5952 e calle tuberia, phoenix, az 85018, usa","Geocoded","1992-AZ-0119"
"Royal Villa Apts.","(SW)","spa, overnight and long term accomodations","1102 E. Turney Ave.","Accomodations","Phoenix","AZ",NA,1992,"","1102 E. Turney Ave. ,  Phoenix ,  AZ",-112.0578603,33.5002899,"1102 e turney ave, phoenix, az 85014, usa","Geocoded","1992-AZ-0120"
"Westways ""Private"" Resort Inn","(MX),(SW),(IGTA)","P.O. Box 41624, 85080, 583-3868 deluxe resort","","Accomodations","Phoenix","AZ","checked",1992,"",", AZ",-112.100108,33.650181,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0121"
"Apollo's","(*),(L),(LV)","277-9373 cruise bar, popular happy hour","5749 N. 7th St.","Bars,Cruising Areas","Phoenix","AZ",NA,1992,"","5749 N. 7th St. ,  Phoenix ,  AZ",-112.0647068,33.5217741,"5749 n 7th st, phoenix, az 85014, usa","Geocoded","1992-AZ-0122"
"BS West","(D),(V)","Scottsdale 945-9028 1pm-1am, Sun BBQ","7125 5th Ave.","Bars","Phoenix","AZ",NA,1992,"","7125 5th Ave. ,  Phoenix ,  AZ",-112.0823291,33.3084351,"s 5th ave, phoenix, az, usa","Geocoded","1992-AZ-0123"
"Bobby's","(D),(V),(S)","258-9477 6pm-1am","1810 E. McDowell Rd.","Bars","Phoenix","AZ",NA,1992,"","1810 E. McDowell Rd. ,  Phoenix ,  AZ",-112.0429096,33.4660714,"1810 e mcdowell rd, phoenix, az 85006, usa","Geocoded","1992-AZ-0124"
"Bum Steer's","(*),(L),(LV),(V),(AH)","Copperstate Leathermen home bar, Phoenix home of T.A.L.L., patio","4620 N. 7th Ave.","Bars","Phoenix","AZ",NA,1992,"","4620 N. 7th Ave. ,  Phoenix ,  AZ",-112.0829409,33.5043274,"4620 n 7th ave, phoenix, az 85013, usa","Geocoded","1992-AZ-0125"
"Cash Inn","(MW),(NH),(CW),(E),(D)","6am-1am, breakfast service til noon Mon-Sat, 10am-1am Sun","2120 E McDowell Rd","Bars","Phoenix","AZ",NA,1992,"","2120 E McDowell Rd ,  Phoenix ,  AZ",-112.0362318,33.4663852,"2120 e mcdowell rd, phoenix, az 85006, usa","Geocoded","1992-AZ-0126"
"Cattlemen's Exchange","(OC)","266-0875 conversation bar, upstairs ""Hayloft"" bar,10am-1am","138 W. Camelback Rd.","Bars","Phoenix","AZ",NA,1992,"","138 W. Camelback Rd. ,  Phoenix ,  AZ",-112.077151,33.5096739,"138 w camelback rd, phoenix, az 85013, usa","Geocoded","1992-AZ-0127"
"Charlie's","(*),(CW)","265-0224 cloggers, patio, home of the AZ Gay Rodeo, noon-1am, Sun Brunch","727 W. Camelback Rd","Bars","Phoenix","AZ",NA,1992,"","727 W. Camelback Rd ,  Phoenix ,  AZ",-112.0836713,33.5089763,"727 w camelback rd, phoenix, az 85013, usa","Geocoded","1992-AZ-0128"
"Club 5th Ave.","(MX),(S),(F)","Scottsdale 946-4188 4pm-1am","6830 5th Ave.","Bars","Phoenix","AZ",NA,1992,"","6830 5th Ave. ,  Phoenix ,  AZ",-112.0800376,33.3838722,"6830 s 5th ave, phoenix, az 85041, usa","Geocoded","1992-AZ-0129"
"Cruisin' Central","(OC),(S)","253-3376 opens 6am, Sun 10am","1011 N. Central Ave.","Bars","Phoenix","AZ",NA,1992,"","1011 N. Central Ave. ,  Phoenix ,  AZ",-112.0735561,33.4593182,"1011 n central ave, phoenix, az 85004, usa","Geocoded","1992-AZ-0130"
"Durango's at Flex Complex","(D),(S)","(see Gyms & Health Clubs) 271-9017 5pm-1am Fri-Sun, BBQ Sun","","Bars","Phoenix","AZ","checked",1992,"",", AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0131"
"Foster's","(MW),(D),(YC)","263-8313 4pm-1am Mon-Sat, from 2pm Sun","4343 N. 7th Ave.","Bars","Phoenix","AZ",NA,1992,"","4343 N. 7th Ave. ,  Phoenix ,  AZ",-112.0822656,33.4998139,"4343 n 7th ave, phoenix, az 85013, usa","Geocoded","1992-AZ-0132"
"G.B.'S Rendezvous","(D),(S),(YC)","275-3509 noon-1am","4132 E. McDowell Rd.","Bars","Phoenix","AZ",NA,1992,"","4132 E. McDowell Rd. ,  Phoenix ,  AZ",-111.9919091,33.4661066,"4132 e mcdowell rd, phoenix, az 85008, usa","Geocoded","1992-AZ-0133"
"J.C.'s Fun One Lounge","(MW),(D)","Glendale 939-0528 11am-1am","5542 N. 43rd Ave.","Bars","Phoenix","AZ",NA,1992,"","5542 N. 43rd Ave. ,  Phoenix ,  AZ",-112.1520692,33.5179712,"5542 n 43rd ave, glendale, az 85301, usa","Geocoded","1992-AZ-0134"
"Marlys's","(MW),(D),(CW),(E)","867-2463 3pm-1am","15615 N. Cave Creek Rd.","Bars","Phoenix","AZ",NA,1992,"","15615 N. Cave Creek Rd. ,  Phoenix ,  AZ",-112.0301479,33.6284058,"15615 n cave creek rd, phoenix, az 85032, usa","Geocoded","1992-AZ-0135"
"Nasty Habits","(D),(W),(E),(V)","267-8707 noon-1am, men welcome","3108 E. McDowell Rd.","Bars","Phoenix","AZ",NA,1992,"","3108 E. McDowell Rd. ,  Phoenix ,  AZ",-112.0154762,33.4660818,"3108 e mcdowell rd, phoenix, az 85008, usa","Geocoded","1992-AZ-0136"
"Nu Towne","(YC)","267-9959 open 10am-1am, popular Sun & Tues","5002 E. Van Buren","Bars","Phoenix","AZ",NA,1992,"","5002 E. Van Buren ,  Phoenix ,  AZ",-111.9739771,33.4514023,"5002 e van buren st, phoenix, az 85008, usa","Geocoded","1992-AZ-0137"
"Oscars","(AH),(D),(S)","274-8505 noon-1am Mon-Sat, from 10am Sun","155 W. Camelback","Bars","Phoenix","AZ",NA,1992,"","155 W. Camelback ,  Phoenix ,  AZ",-112.0770364,33.5089721,"155 w camelback rd, phoenix, az 85013, usa","Geocoded","1992-AZ-0138"
"Preston's","(*),(MW),(D),(AH),(F)","224-5778 noon-1am Sun-Thurs, til 3am Fri & Sat","4102 E. Thomas Rd.","Bars","Phoenix","AZ",NA,1992,"","4102 E. Thomas Rd. ,  Phoenix ,  AZ",-111.9927241,33.4807168,"wagon wheel shopping center, 4102 e thomas rd, phoenix, az 85018, usa","Geocoded","1992-AZ-0139"
"'Roun' Back","(E),(NH)","242-6077 noon-1am","2107 W. Camelback","Bars","Phoenix","AZ",NA,1992,"","2107 W. Camelback ,  Phoenix ,  AZ",-112.1045798,33.5093026,"2107 w camelback rd, phoenix, az 85015, usa","Geocoded","1992-AZ-0140"
"Talk of the Town","(W),(E),(D)","1:30pm-1am Mon-Fri, open noon Sat & Sun, men welcome","4301 N. 7th Ave.","Bars","Phoenix","AZ",NA,1992,"","4301 N. 7th Ave. ,  Phoenix ,  AZ",-112.0827451,33.4986923,"4301 n 7th ave, phoenix, az 85013, usa","Geocoded","1992-AZ-0141"
"Three-O-Seven Lounge","(MW),(S)","252-0001 open 6am-1am, Sun Brunch","222 E. Roosevelt","Bars","Phoenix","AZ",NA,1992,"","222 E. Roosevelt ,  Phoenix ,  AZ",-112.06993,33.459109,"222 e roosevelt st, phoenix, az 85004, usa","Geocoded","1992-AZ-0142"
"Trax","(*),(D),(L),(LV),(YC),(AH)","254-0231 2pm-1am Sun-Thur, 2pm-3:30am Fri & Sat","1724 E. McDowell","Bars","Phoenix","AZ",NA,1992,"","1724 E. McDowell ,  Phoenix ,  AZ",-112.0445398,33.4660592,"1724 e mcdowell rd, phoenix, az 85006, usa","Geocoded","1992-AZ-0143"
"Winks","(*),(E)","265-9002 piano bar, lunch 11:30-2:30, Sun Brunch","5707 N. 7th St.","Bars","Phoenix","AZ",NA,1992,"","5707 N. 7th St. ,  Phoenix ,  AZ",-112.064718,33.5205184,"5707 n 7th st, phoenix, az 85014, usa","Geocoded","1992-AZ-0144"
"Top of Central Restaurant","(MX)","861-2438 continental, 11am-1am Mon-Fri, from 5pm Sat","8525 N. Central Ave.","Restaurants & Cafes","Phoenix","AZ",NA,1992,"","8525 N. Central Ave. ,  Phoenix ,  AZ",-112.0736026,33.5611694,"8525 n central ave, phoenix, az 85020, usa","Geocoded","1992-AZ-0145"
"Flex Complex","(PC),(SW)","271-9011 steam room, gym, jacuzzi","1517 S. Black Canyon Hwy.","Gyms/Health Clubs","Phoenix","AZ",NA,1992,"","1517 S. Black Canyon Hwy. ,  Phoenix ,  AZ",-112.1072675,33.4337502,"1517 s black canyon hwy, phoenix, az 85009, usa","Geocoded","1992-AZ-0146"
"Humanspace Books Inc","","220-4419 alternative lifestyle, gay men's titles, thorough AIDS section","1617 N. 32nd St. #5","Bookstore/Retail Shops","Phoenix","AZ",NA,1992,"","1617 N. 32nd St. #5 ,  Phoenix ,  AZ",-112.0125818,33.4667912,"1617 n 32nd st #5, phoenix, az 85008, usa","Geocoded","1992-AZ-0147"
"Tuff Stuff","","254-9651 leather shop Tues-Fri 10-6, Sat 10-3","1714 E. McDowell Rd.","Bookstore/Retail Shops","Phoenix","AZ",NA,1992,"","1714 E. McDowell Rd. ,  Phoenix ,  AZ",-112.0449202,33.4660117,"1714 e mcdowell rd, phoenix, az 85006, usa","Geocoded","1992-AZ-0148"
"Advantage Travel","","230-2299","645 E. Missouri Suite 181","Travel & Tour Operators","Phoenix","AZ",NA,1992,"","645 E. Missouri Suite 181 ,  Phoenix ,  AZ",-112.0656401,33.5160533,"645 e missouri ave #181, phoenix, az 85012, usa","Geocoded","1992-AZ-0149"
"Compass Travel","","266-5390","4201 N. 16th St. Ste. 150","Travel & Tour Operators","Phoenix","AZ",NA,1992,"","4201 N. 16th St. Ste. 150 ,  Phoenix ,  AZ",-112.0471942,33.4968192,"4201 n 16th st #150, phoenix, az 85016, usa","Geocoded","1992-AZ-0150"
"FirsTravel, Ltd.","(IGTA)","265-0666","5150 N. 7th St.","Travel & Tour Operators","Phoenix","AZ",NA,1992,"","5150 N. 7th St. ,  Phoenix ,  AZ",-112.0652657,33.5126408,"5150 n 7th st, phoenix, az 85012, usa","Geocoded","1992-AZ-0151"
"Travel Registry","(IGTA)","263-7761","3819 N. 3rd St.","Travel & Tour Operators","Phoenix","AZ",NA,1992,"","3819 N. 3rd St. ,  Phoenix ,  AZ",-112.0688054,33.4918808,"3819 n 3rd st, phoenix, az 85012, usa","Geocoded","1992-AZ-0152"
"Casa de Cristo Evangelical Church","","265-2831 10am & 6:30pm Sun","1029 E. Turney","Religious Organization","Phoenix","AZ",NA,1992,"","1029 E. Turney ,  Phoenix ,  AZ",-112.0585822,33.4993437,"1029 e turney ave, phoenix, az 85014, usa","Geocoded","1992-AZ-0153"
"Dignity/Integrity","","P.O. Box 21091,85036,  258-2556 Mass 1st & 3rd Sun, call for location","","Religious Organization","Phoenix","AZ","checked",1992,"",", AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0154"
"Lutherans Concerned","","870-3611, call for time & locations","","Religious Organization","Phoenix","AZ","checked",1992,"",", AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0155"
"MCC Gentle Shepherd","","996-7644 10:30am Sun","3425 E. Mountain View Rd.","Religious Organization","Phoenix","AZ",NA,1992,"","3425 E. Mountain View Rd. ,  Phoenix ,  AZ",-112.0067203,33.5750166,"3425 e mountain view rd, phoenix, az 85028, usa","Geocoded","1992-AZ-0156"
"Mishpachat Am","","P.O. Box 7731, 85011-7731, 966-5001, Shabbat services & social activities, call for info","","Religious Organization","Phoenix","AZ","checked",1992,"",", AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0157"
"Oasis MCC","","11am Sun","2405 E. Coronado","Religious Organization","Phoenix","AZ",NA,1992,"","2405 E. Coronado ,  Phoenix ,  AZ",-112.0291698,33.4671725,"2405 e coronado rd, phoenix, az 85008, usa","Geocoded","1992-AZ-0158"
"Arizona Community Echo","","P.O. Box 1808, 85001-1808 254-4558, bi-weekly","","Publication","Phoenix","AZ","checked",1992,"",", AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0159"
"Phoenix Resource","","P.O. Box 5948, 85010, 256-7476, bi-monthly","","Publication","Phoenix","AZ","checked",1992,"",", AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0160"
"Western Express","","P.O. Box 5950, 85010-5950","","Publication","Phoenix","AZ","checked",1992,"",", AZ",-111.953395,33.453877,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0161"
"Book Cellar #2","","249-9788, 24hrs","2103 Camelback Rd.","Erotica","Phoenix","AZ",NA,1992,"","2103 Camelback Rd. ,  Phoenix ,  AZ",-112.1044798,33.5093035,"2103 camelback rd, phoenix, az 85015, usa","Geocoded","1992-AZ-0162"
"Castle Boutique","","231-9837, 24hrs newly remodeled","5501 E. Washington","Erotica","Phoenix","AZ",NA,1992,"","5501 E. Washington ,  Phoenix ,  AZ",-111.9630151,33.4450894,"5501 e washington st, phoenix, az 85034, usa","Geocoded","1992-AZ-0163"
"International Bookstore","","955-2000","3640 E. Thomas Rd.","Erotica","Phoenix","AZ",NA,1992,"","3640 E. Thomas Rd. ,  Phoenix ,  AZ",-112.0026216,33.4807299,"3640 e thomas rd, phoenix, az 85018, usa","Geocoded","1992-AZ-0164"
"Modern World","","Tempe 967-9052, 24hrs","1812 E. Apache","Erotica","Phoenix","AZ",NA,1992,"","1812 E. Apache ,  Phoenix ,  AZ",-111.908304,33.415024,NA,"Geocoded","1992-AZ-0165"
"Pleasure Palace","","262-9942, 24hrs","1524 E. Van Buren","Erotica","Phoenix","AZ",NA,1992,"","1524 E. Van Buren ,  Phoenix ,  AZ",-112.0478637,33.451564,"1524 e van buren st, phoenix, az 85006, usa","Geocoded","1992-AZ-0166"
"Zorba's Adult Book Shop","","Scottsdale 941-9891, 24hrs","2924 N. Scottsdale Rd.","Erotica","Phoenix","AZ","checked",1992,"","2924 N. Scottsdale Rd., AZ",-111.926655,33.48121,"unclear_coded_by_hand","Found","1992-AZ-0167"
"Encanto Park","Cruisy Area,(AYOR)","","","Cruising Areas","Phoenix","AZ","checked",1992,"",", AZ",-112.089974,33.476672,"unclear_coded_by_hand","Found","1992-AZ-0168"
"Moeur Park","Cruisy Area,(AYOR)","","","Cruising Areas","Phoenix","AZ","checked",1992,"",", AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0169"
"North Mountain Park","Cruisy Area,(AYOR)","(weekdays)","N. 7th St.","Cruising Areas","Phoenix","AZ","checked",1992,"","N. 7th St., AZ",-112.070941,33.585215,"unclear_coded_by_hand","Found","1992-AZ-0170"
"Papago Park","Cruisy Area,(AYOR)","","","Cruising Areas","Phoenix","AZ","checked",1992,"",", AZ",-111.953395,33.453877,"unclear_coded_by_hand","Found","1992-AZ-0171"
"Scottsdale Indian Bend Bike Path","Cruisy Area,(AYOR)","","","Cruising Areas","Phoenix","AZ","checked",1992,"",", AZ",-111.916202,33.538524,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0172"
"Thunderbird Park","Cruisy Area,(AYOR)","very (AYOR)","59th Ave. & Pinnacle Peak Rd.","Cruising Areas","Phoenix","AZ","checked",1992,"","59th Ave. & Pinnacle Peak Rd., AZ",-112.177926,33.69761,"unclear_coded_by_hand","Found","1992-AZ-0173"
"Oak Creek Owl Restaurant & Cocktail Roomn","(MX)","282-3532n continental","329 Hwy. 179","Restaurants & Cafes","Sedona","AZ",NA,1992,"","329 Hwy. 179 ,  Sedona ,  AZ",-111.7630853,34.8631731,"329 az-179, sedona, az 86336, usa","Geocoded","1992-AZ-0174"
"Affirmation Gay and Lesbian Mormons","","P.O. Box 26601, 85285, 396-6950","","Info Lines & Services","Tempe","AZ","checked",1992,"",", AZ",-111.940005,33.42551,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0175"
"Papago Park","Cruisy Area,(AYOR)","Southern part","","Cruising Areas","Tempe","AZ","checked",1992,"",", AZ",-111.948693,33.453632,"unclear_coded_by_hand","Found","1992-AZ-0176"
"City Park","Cruisy Area,(AYOR)","","","Cruising Areas","Tombstone","AZ","checked",1992,"",", AZ",-110.068154,31.713073,"unclear_coded_by_hand","Found","1992-AZ-0177"
"AA Gay/Lesbian","","624-4183 (AA#) meets 8pm Mon & Thurs, Fri & men-only Sat (call for time)","","Info Lines & Services","Tucson","AZ","checked",1992,"",", AZ",-110.974711,32.222607,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0178"
"Global Real Estate Referrals","","(800) 346-5592 gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Tucson","AZ","checked",1992,"",", AZ",-110.974711,32.222607,"unclear_coded_by_hand","General Coordinates Used","1992-AZ-0179"
"Hacienda del Sol Guest Ranch Resort","(MX),(SW),(F)","299-1501 40 acre complex, horseback riding & tennis","5601 N. Hacienda del Sol Rd.","Accomodations","Tucson","AZ",NA,1992,"","5601 N. Hacienda del Sol Rd. ,  Tucson ,  AZ",-110.9152664,32.3043956,"5601 n hacienda del sol rd, tucson, az 85718, usa","Geocoded","1992-AZ-0180"
"Sun Catcher B&B, The","(MW),(N),(SW)","885-0883 open year round, private baths, full bkfst, health club passes, see ad front section","105 N. Avenida Javalina","Accomodations","Tucson","AZ",NA,1992,"","105 N. Avenida Javalina ,  Tucson ,  AZ",-110.7322221,32.222147,"105 n avenida javalina, tucson, az 85748, usa","Geocoded","1992-AZ-0181"
"Old Pueblo Resort","(MW),(IGTA),(SW)","577-6018 desert B&B, full bkfst, hot tub, patio","4210 N. Saranac Dr.","Accomodations","Tucson","AZ",NA,1992,"","4210 N. Saranac Dr. ,  Tucson ,  AZ",-110.9038851,32.2834346,"4210 n saranac dr, tucson, az 85718, usa","Geocoded","1992-AZ-0182"
"Back Pocket","","(at Joshua Tree bar) 622-6233 quiet bar","","Bars","Tucson","AZ","checked",1992,"",", AZ",-110.972295,32.251978,"unclear_coded_by_hand","Found","1992-AZ-0183"
"Congress Tap Room","(MX),(NH),(OC)","622-8848 11am-1am","311 E. Congress","Bars","Tucson","AZ",NA,1992,"","311 E. Congress ,  Tucson ,  AZ",-110.9668233,32.222337,"311 e congress st, tucson, az 85701, usa","Geocoded","1992-AZ-0184"
"The Fineline","(MW),(CW),(D)","882-4953 1pm-1am, alternative music Fri","101 West Drachman","Bars","Tucson","AZ",NA,1992,"","101 West Drachman ,  Tucson ,  AZ",-110.9744608,32.2387133,"101 w drachman st, tucson, az 85705, usa","Geocoded","1992-AZ-0185"
"French Quarter","(*),(M),(E)","882-8224 food service w/piano Thurs-Sun, Sun brunch, patio","1239 N. 6th Ave.","Bars","Tucson","AZ",NA,1992,"","1239 N. 6th Ave. ,  Tucson ,  AZ",-110.9690512,32.2382423,"1239 n 6th ave, tucson, az 85705, usa","Geocoded","1992-AZ-0186"
"Graduate","(*)","622-9233 11am-1am, cruise bar","23 W. University Ave.","Bars,Cruising Areas","Tucson","AZ",NA,1992,"","23 W. University Ave. ,  Tucson ,  AZ",-110.9724985,32.231604,"23 w university blvd, tucson, az 85705, usa","Geocoded","1992-AZ-0187"
"It's About Time","(*),(D),(L),(LV)","(IBT's) 882-3053 noon-1am, home of Desert Leatherman","616 N. 4th Ave.","Bars","Tucson","AZ",NA,1992,"","616 N. 4th Ave. ,  Tucson ,  AZ",-110.9654055,32.2295467,"616 n 4th ave, tucson, az 85705, usa","Geocoded","1992-AZ-0188"
"Joshua Tree","(*),(YC),(D)","622-6233 noon-1am, patio, stage, steak dinner Sat & Sun","2921 N. 1st Ave.","Bars","Tucson","AZ",NA,1992,"","2921 N. 1st Ave. ,  Tucson ,  AZ",-110.9614239,32.2607871,"2921 n 1st ave, tucson, az 85719, usa","Geocoded","1992-AZ-0189"
"hOURS","(D),(NH)","327-3390 noon-1am","3455 E. Grant Rd.","Bars","Tucson","AZ",NA,1992,"","3455 E. Grant Rd. ,  Tucson ,  AZ",-110.9188801,32.2509179,"3455 e grant rd, tucson, az 85716, usa","Geocoded","1992-AZ-0190"
"Rumorz","(D),(V)","791-0309 noon-1am","2222 N. Stone","Bars","Tucson","AZ",NA,1992,"","2222 N. Stone ,  Tucson ,  AZ",-110.9716704,32.2487613,"2222 n stone ave, tucson, az 85705, usa","Geocoded","1992-AZ-0191"
"Blue Willow","(MX),(BW)","795-8736 health foods, patio","2616 N. Campbell","Restaurants & Cafes","Tucson","AZ",NA,1992,"","2616 N. Campbell ,  Tucson ,  AZ",-110.9435241,32.254416,"2616 n campbell ave, tucson, az 85719, usa","Geocoded","1992-AZ-0192"
"Antigone","","792-3715 gay men's section","600 N. 4th Ave.","Bookstore/Retail Shops","Tucson","AZ",NA,1992,"","600 N. 4th Ave. ,  Tucson ,  AZ",-110.9653455,32.2291724,"600 n 4th ave, tucson, az 85705, usa","Geocoded","1992-AZ-0193"
"Fantasy Travel","","293-2620  8:30am-5:30pm Mon-Fri, 9am-1pm Sat","610 E. Knox Dr.","Travel & Tour Operators","Tucson","AZ",NA,1992,"","610 E. Knox Dr. ,  Tucson ,  AZ",-110.9613979,32.2773106,"610 e knox dr, tucson, az 85705, usa","Geocoded","1992-AZ-0194"
"Cornerstone Fellowship","","622-4626, 10:30am Sun","2902 N. Geronimo","Religious Organization","Tucson","AZ",NA,1992,"","2902 N. Geronimo ,  Tucson ,  AZ",-110.9646811,32.260046,"2902 n geronimo ave, tucson, az 85705, usa","Geocoded","1992-AZ-0195"
