"title","description","streetaddress","type","amenityfeatures","city","state","Year","notes","full.address","lat","lon","geoAddress","status","unclear_address","ID"
"Paperback Traffic","(Books)","535 Castro St.","Book Store","(*)","San Francisco","CA",1981,"","535 Castro St., San Francisco, CA",37.7596319,-122.4346453,"535 castro st, san francisco, ca 94114, usa","Google Verified Location",NA,"1981-CA-3211"
"Papillon Bar Atlantic Shores Motel","","Simonton & South","Bars/Clubs,Hotel","","Key West","FL",1981,"","Simonton & South, FL",24.555418,-81.784172,"unclear_coded_by_hand","Verified Location",NA,"1981-FL-3212"
"Parade","(New 'super' Disco)","1416 Richmond","Bars/Clubs","(*),(D),(YC)","Houston","TX",1981,"","1416 Richmond, Houston, TX",29.7348376,-95.3981389,"1416 richmond ave., houston, tx 77006, usa","Google Verified Location",NA,"1981-TX-3213"
"Paradise","P.C.S. Club (Disco )(3rd floor)","35 W. 43rd St.","Bars/Clubs","(P),(M),(D),(PT),(AH)","Midtown","NY",1981,"","35 W. 43rd St., Midtown, NY",40.7550912,-73.9819838,"35 w 43rd st, new york, ny 10036, usa","Google Verified Location",NA,"1981-NY-3214"
"Paradise Adult Books & Movies","('Wild back room')","225 N. Water St.","Erotic Shop,Book Store","","Milwaukee","WI",1981,"","225 N. Water St., Milwaukee, WI",43.0331806,-87.9093872,"225 n water st, milwaukee, wi 53202, usa","Google Verified Location",NA,"1981-WI-3215"
"Paradise Beach on American River","","","Cruising Areas","Cruisy Area","Sacramento","CA",1981,"",", CA",38.58126,-121.423108,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-3216"
"Paradise Club","(Cruisy)(Closes 1am)","180 Massachusetts Ave.","Bars/Clubs,Cruising Areas","(*),(YC)","Cambridge","MA",1981,"","180 Massachusetts Ave., Cambridge, MA",42.3607713,-71.0963684,"180 massachusetts ave, cambridge, ma 02139, usa","Google Verified Location",NA,"1981-MA-3217"
"Paradise Cove","(Sat. & Sun. only) off 66N., 5 mi. from Leechburg","Schenley Rd.","Bars/Clubs,Restaurant","(D),(R),(*)","Pittsburgh","PA",1981,"","Schenley Rd., PA",40.62701,-79.605601,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-PA-3218"
"Paradise Garage","(WE*)(Unisex)(Disco)(Hugh place - No booze - juice bar)","84 Kin g St.","Bars/Clubs","(P),(YC),(WE),(D),(*)","Greenwich Village","NY",1981,"","84 Kin g St., Greenwich Village, NY",40.7278179,-74.0064539,"84 king st, new york, ny 10014, usa","Google Verified Location",NA,"1981-NY-3219"
"Paragon","(Very M)(Disco)","Hyman St. Mall","Bars/Clubs","(M),(D)","Aspen","CO",1981,"","Hyman St. Mall, CO",39.188675,-106.81932,"unclear_coded_by_hand","Verified Location",NA,"1981-CO-3220"
"Paramount Steak House","","1519 17th St. N.W.","Restaurant","(*),(R)","Washington","DC",1981,"","1519 17th St. N.W., Washington, DC",38.9104801,-77.0381521,"1519 17th st nw, washington, dc 20036, usa","Google Verified Location",NA,"1981-DC-3221"
"Paris Book Store","","297 Lisbon St.","Book Store","(*)","Lewiston","ME",1981,"","297 Lisbon St., Lewiston, ME",44.0937804,-70.2157475,"297 lisbon st, lewiston, me 04240, usa","Google Verified Location",NA,"1981-ME-3222"
"Paris Cinema","(Cruisy)","291 Weybosset","Theatre,Cruising Areas","","Providence","RI",1981,"","291 Weybosset, Providence, RI",41.8206498,-71.4138968,"291 weybosset st, providence, ri 02903, usa","Google Verified Location",NA,"1981-RI-3223"
"Paris Male Theatre","","550 Washington Ave.","Theatre","","Miami Beach","FL",1981,"","550 Washington Ave., Miami Beach, FL",25.775485,-80.134524,"550 washington ave, miami beach, fl 33139, usa","Google Verified Location",NA,"1981-FL-3224"
"Paris News","","1929 N. New Braunfels","Book Store","(*)","San Antonio","TX",1981,"","1929 N. New Braunfels, San Antonio, TX",29.4427321,-98.4611896,"1929 n new braunfels ave, san antonio, tx 78208, usa","Google Verified Location",NA,"1981-TX-3225"
"Park","","Water St.","Cruising Areas","Cruisy Area","Saugatuck","MI",1981,"","Water St., MI",42.657366,-86.205431,"unclear_coded_by_hand","Verified Location",NA,"1981-MI-3226"
"Park","along Front St. by Susquehanna River","","Cruising Areas","Cruisy Area,(AYOR)","Harrisburg","PA",1981,"",", PA",40.258583,-76.884031,"unclear_coded_by_hand","Verified Location",NA,"1981-PA-3227"
"Park & Irving Sts.","","","Cruising Areas","Cruisy Area","Buffalo","NY",1981,"",", NY",42.902252,-78.875024,"unclear_coded_by_hand","Verified Location",NA,"1981-NY-3228"
"Park along River","2 blks. E. of Main St. (early evenings)","","Cruising Areas","Cruisy Area","Red Bluff","CA",1981,"",", CA",40.174536,-122.229586,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-3229"
"Park Ave.","N. of Monument Square","","Cruising Areas","Cruisy Area","Baltimore","MD",1981,"",", MD",39.290385,-76.612189,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MD-3230"
"Park Avenue Baths","(Best days)","2027 Park","Bathhouses","","Detroit","MI",1981,"","2027 Park, Detroit, MI",42.3642697,-82.9462682,"s park st, detroit, mi 48215, usa","Google Verified Location",NA,"1981-MI-3231"
"Park Bench","(Liquor)","1914 8th Ave.","Restaurant","(R),(*)","Seattle","WA",1981,"","1914 8th Ave., Seattle, WA",47.6154856,-122.3356327,"1914 8th ave, seattle, wa 98101, usa","Google Verified Location",NA,"1981-WA-3232"
"Park Bowling Alley & R","","1855 Haight St.","Business,Restaurant","","San Francisco","CA",1981,"","1855 Haight St., San Francisco, CA",37.7689481,-122.4526509,"1855 haight st, san francisco, ca 94117, usa","Google Verified Location",NA,"1981-CA-3233"
"Park by river","nr. Greenlawn Ave.","","Cruising Areas","Cruisy Area","Columbus","OH",1981,"",", OH",39.938707,-83.00326,"unclear_coded_by_hand","Verified Location",NA,"1981-OH-3234"
"Park City Shopping Center","","","Cruising Areas","Cruisy Area","Lancaster","PA",1981,"",", PA",40.067007,-76.339489,"unclear_coded_by_hand","Verified Location",NA,"1981-PA-3235"
"Park Fifth Ave. Hotel","(Looks promising)","2309 5th Ave.","Bars/Clubs,Hotel","(H)","San Diego","CA",1981,"","2309 5th Ave., San Diego, CA",32.7295062,-117.1600951,"2309 fifth ave, san diego, ca 92101, usa","Google Verified Location",NA,"1981-CA-3236"
"Park Place","(Some Hip, YC, L)(Disco)","545 6th Ave.","Bars/Clubs","(D),(YC),(L),(Hip)","Des Moines","IA",1981,"","545 6th Ave., Des Moines, IA",41.588866,-93.6251346,"545 6th ave, des moines, ia 50309, usa","Google Verified Location",NA,"1981-IA-3237"
"Park Square","Old Town Hall & Church steps","","Cruising Areas","Cruisy Area","Pittsfield","MA",1981,"",", MA",42.448672,-73.252944,"unclear_coded_by_hand","Verified Location",NA,"1981-MA-3238"
"Park Strip at 9th & 'L' Sts.","","","Cruising Areas","Cruisy Area","Anchorage","AK",1981,"",", AK",61.213666,-149.903704,"unclear_coded_by_hand","Verified Location",NA,"1981-AK-3239"
"Parker's","('Hustle's')","704 N. Howard","Bars/Clubs","(B),(RT)","Baltimore","MD",1981,"","704 N. Howard, Baltimore, MD",39.2976088,-76.6201738,"704 n howard st, baltimore, md 21201, usa","Google Verified Location",NA,"1981-MD-3240"
"Parking Lot","(Perhaps the largest gay complex in USA)(Many L)(Disco)(Game room)(Piano bar E)(2 swim pools)(Men's & women's saunas)(See ad previous page)","2804 Auburn Blvd.","Bars/Clubs","(*),(YC),(L),(D)","Sacramento","CA",1981,"","2804 Auburn Blvd., Sacramento, CA",38.6310111,-121.396686,"2804 auburn blvd, sacramento, ca 95821, usa","Google Verified Location",NA,"1981-CA-3241"
"Parking lot","opp. Methodist Church","","Cruising Areas","Cruisy Area,(AYOR)","Greenville","SC",1981,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-SC-3242"
"Parking lot","opp. Sears by river","","Cruising Areas","Cruisy Area","Peoria","IL",1981,"",", IL",40.693649,-89.588986,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-IL-3243"
"Parkway","","1574 Chapel St.","Bars/Clubs","(RT),(M)","New Haven","CT",1981,"","1574 Chapel St., New Haven, CT",41.3120663,-72.9490555,"1574 chapel st, new haven, ct 06511, usa","Google Verified Location",NA,"1981-CT-3244"
"Parkway Theatre","","","Cruising Areas,Theatre","Cruisy Area","Milwaukee","WI",1981,"",", WI",43.054204,-87.957135,"unclear_coded_by_hand","Verified Location",NA,"1981-WI-3245"
"Parliament House","(This super complex is one of America's finest)(Disco)(5 bars)(H-120 motel units)(R-open 24 hrs.)(S-lounge)","410 N. Orange Blossom Trail","Restaurant,Bars/Clubs,Hotel","(YC),(D),(H),(R),(PT)","Orlando","FL",1981,"","410 N. Orange Blossom Trail, Orlando, FL",28.5479021,-81.3976497,"410 n orange blossom trail, orlando, fl 32805, usa","Google Verified Location",NA,"1981-FL-3246"
"Parma Theater","T-Room","Ridge Rd.","Cruising Areas","Cruisy Area","Cleveland","OH",1981,"","Ridge Rd., OH",41.404268,-81.734743,"unclear_coded_by_hand","Verified Location",NA,"1981-OH-3247"
"Parr of Arizona","(Clothing)","3903 N. 16th St.","Business","","Phoenix","AZ",1981,"","3903 N. 16th St., Phoenix, AZ",33.4925559,-112.0472178,"3903 n 16th st, phoenix, az 85016, usa","Google Verified Location",NA,"1981-AZ-3248"
"Partners","(Super bar - cruisy main floor)(Disco)(D upstairs & L - D in basement) (Game rooms)","365 Crown St.","Bars/Clubs,Cruising Areas","(*),(YC),(L),(D)","New Haven","CT",1981,"","365 Crown St., New Haven, CT",41.30801,-72.9340374,"365 crown st, new haven, ct 06511, usa","Google Verified Location",NA,"1981-CT-3249"
"Partners","at Post","Larkin","Bars/Clubs","(PT)","San Francisco","CA",1981,"","Larkin, CA",37.77493,-122.419415,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CA-3250"
"Party Room","(Beer & Wine)(Some W, SM)","67-977 Hwy. 111","Bars/Clubs","(PT),(W),(SM),(OC)","Palm Springs","CA",1981,"","67-977 Hwy. 111, CA",33.888912,-116.606321,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-3251"
"Party Shop","(Gifts, cards, etc.)","13628 Ventura Blvd.","Business","","Sherman Oaks","CA",1981,"","13628 Ventura Blvd., Sherman Oaks, CA",34.1476167,-118.430476,"13628 ventura blvd, sherman oaks, ca 91423, usa","Google Verified Location",NA,"1981-CA-3252"
"Patch","","201 155th St.","Bars/Clubs","(L),(*)","Calumet City","IL",1981,"","201 155th St., Calumet City, IL",41.6127011,-87.5300807,"201 155th st, calumet city, il 60409, usa","Google Verified Location",NA,"1981-IL-3253"
"Paths Untrodden","(Book Service)","Box 459, Village Station, N.Y. 10014","Book Store","","Greenwich Village","NY",1981,"","Box 459, Village Station, N.Y. 10014, NY",40.733572,-74.002742,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-NY-3254"
"Pathway Lounge","(Latins)","Grove St. Station","Bars/Clubs","(RT),(B)","Jersey City","NJ",1981,"","Grove St. Station, NJ",40.719606,-74.042639,"unclear_coded_by_hand","Verified Location",NA,"1981-NJ-3255"
"Patio Cafe","","531 Castro St.","Restaurant","(R)","San Francisco","CA",1981,"","531 Castro St., San Francisco, CA",37.760389,-122.4346715,"531 castro st, san francisco, ca 94114, usa","Google Verified Location",NA,"1981-CA-3256"
"Patio Manor","","396 N. Palm Canyon","Hotel","(H)","Palm Springs","CA",1981,"","396 N. Palm Canyon, Palm Springs, CA",33.8284423,-116.5466708,"396 n palm canyon dr, palm springs, ca 92262, usa","Google Verified Location",NA,"1981-CA-3257"
"Patsy's","","540 Burgundy St.","Bars/Clubs","(M),(S)","New Orleans","LA",1981,"","540 Burgundy St., New Orleans, LA",29.958927,-90.0681522,"540 burgundy st, new orleans, la 70112, usa","Google Verified Location",NA,"1981-LA-3258"
"Patterson Park","","Eastern Ave.","Cruising Areas","Cruisy Area,(RT)","Baltimore","MD",1981,"","Eastern Ave., MD",39.286191,-76.579999,"unclear_coded_by_hand","Verified Location",NA,"1981-MD-3259"
"Paul's Lounge","(3 rooms)","132 West St.","Bars/Clubs","(PT),(D),(YC),(*)","Reno","NV",1981,"","132 West St., Reno, NV",39.5258506,-119.8154032,"132 west st, reno, nv 89501, usa","Google Verified Location",NA,"1981-NV-3260"
"Paula's","(Many L)","64 Greenwich Ave.","Bars/Clubs","(PT),(M),(L)","Greenwich Village","NY",1981,"","64 Greenwich Ave., Greenwich Village, NY",40.7361254,-74.0006213,"64 greenwich ave, new york, ny 10011, usa","Google Verified Location",NA,"1981-NY-3261"
"Pauper's Kitchen","","18404 Ventura Blvd.","Restaurant","(M),(R)","Tarzana","CA",1981,"","18404 Ventura Blvd., Tarzana, CA",34.1677047,-118.5339068,"18404 ventura blvd, tarzana, ca 91356, usa","Google Verified Location",NA,"1981-CA-3262"
"Peaches","(WE*)(Some W, YC, L)(Disco)(Occ. S)","510 N. University","Bars/Clubs","(WE),(D),(W),(YC),(L),(S),(*)","Lubbock","TX",1981,"","510 N. University, Lubbock, TX",33.606588,-101.8698812,"510 n university ave, lubbock, tx 79415, usa","Google Verified Location",NA,"1981-TX-3263"
"Peachtree St.","","","Cruising Areas","Cruisy Area","Princeton","NJ",1981,"",", NJ",40.357298,-74.667223,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-NJ-3264"
"Peacock","","3224 N. Fitzhugh","Bars/Clubs","","Dallas","TX",1981,"","3224 N. Fitzhugh, Dallas, TX",32.8173547,-96.7933529,"3224 n fitzhugh ave, dallas, tx 75205, usa","Google Verified Location",NA,"1981-TX-3265"
"Peacock","","1801 S. State St.","Restaurant","(M),(R)","Ukiah","CA",1981,"","1801 S. State St., Ukiah, CA",39.1223562,-123.2034725,"1801 s state st, ukiah, ca 95482, usa","Google Verified Location",NA,"1981-CA-3266"
"Peacock","(Some L)","1321 New Savannah Rd.","Bars/Clubs","(D),(*),(YC),(L)","Augusta","GA",1981,"","1321 New Savannah Rd., Augusta, GA",33.4452233,-81.9791857,"1321 new savannah rd, augusta, ga 30901, usa","Google Verified Location",NA,"1981-GA-3267"
"Peacock Lounge","Holiday Inn US Hwy. 45 at 5th St. N.","","Bars/Clubs","(M)","Columbus","MS",1981,"",", MS",33.495674,-88.427263,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MS-3268"
"Peanuts","(Disco)(Many L)","7969 Santa Monica Blvd.","Bars/Clubs","(D),(WE),(*),(L)","Hollywood","CA",1981,"","7969 Santa Monica Blvd., Hollywood, CA",34.0910919,-118.3635911,"7969 santa monica blvd, west hollywood, ca 90046, usa","Google Verified Location",NA,"1981-CA-3269"
"Pearl St.","from Harrison to Ewing","","Cruising Areas","Cruisy Area","Ft. Wayne","IN",1981,"",", IN",41.080146,-85.144793,"unclear_coded_by_hand","Verified Location",NA,"1981-IN-3270"
"Pearl St. Mall","","","Cruising Areas","Cruisy Area","Boulder","CO",1981,"",", CO",40.017662,-105.27971,"unclear_coded_by_hand","Verified Location",NA,"1981-CO-3271"
"Pearson Park T-Room","","","Cruising Areas","Cruisy Area,(AYOR)","Anaheim","CA",1981,"",", CA",33.836903,-117.919087,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-3272"
"Peasant Uptown","","3500 Peachtree Rd. N.E.","Restaurant","(M),(R)","Atlanta","GA",1981,"","3500 Peachtree Rd. N.E., Atlanta, GA",33.8528035,-84.3622556,"3500 peachtree rd ne, atlanta, ga 30326, usa","Google Verified Location",NA,"1981-GA-3273"
"Pease Park","footpath off Lamar","","Cruising Areas","Cruisy Area","Austin","TX",1981,"",", TX",30.28142,-97.751673,"unclear_coded_by_hand","Verified Location",NA,"1981-TX-3274"
"Peeche","(Many L) at 81st St.","1200 Lexington Ave.","Bars/Clubs","(D),(L)","Uptown","NY",1981,"","1200 Lexington Ave., Uptown, NY",40.7766333,-73.9579528,"1200 lexington ave, new york, ny 10028, usa","Google Verified Location",NA,"1981-NY-3275"
"Peechstreet","","408 E. 64th St.","Restaurant","(M),(R)","Uptown","NY",1981,"","408 E. 64th St., Uptown, NY",40.7622998,-73.9591276,"408 e 64th st, new york, ny 10065, usa","Google Verified Location",NA,"1981-NY-3276"
"Peek-O-Rama","(Books & arcade) (See Talk of the Town)","2232 E. Charleston Blvd.","Book Store,Business","(*)","Las Vegas","NV",1981,"","2232 E. Charleston Blvd., Las Vegas, NV",36.158786,-115.1173872,"2232 e charleston blvd, las vegas, nv 89104, usa","Google Verified Location",NA,"1981-NV-3277"
"Peek-O-Rama Adult Books","","222 W. Market","Book Store","(*)","Louisville","KY",1981,"","222 W. Market, Louisville, KY",38.2547717,-85.7539973,"222 w market st, louisville, ky 40202, usa","Google Verified Location",NA,"1981-KY-3278"
"Peep-O-Rama Screening Room","(Adult books & cruisy back room)","2146 Kalakaua","Book Store,Erotic Shop,Cruising Areas","(*)","Waikiki","HI",1981,"","2146 Kalakaua, Waikiki, HI",21.281225,-157.8301407,"2146 kalakaua ave, honolulu, hi 96815, usa","Google Verified Location",NA,"1981-HI-3279"
"Peg's Place","(Disco)(Some B, OC)(Closed Tues.)","4737 Geary Blvd.","Bars/Clubs","(D),(L),(PT),(B),(OC)","San Francisco","CA",1981,"","4737 Geary Blvd., San Francisco, CA",37.7804941,-122.4703196,"4737 geary blvd, san francisco, ca 94118, usa","Google Verified Location",NA,"1981-CA-3280"
"Pegasus Books","","1340 Alder St.","Book Store","(M)","Eugene","OR",1981,"","1340 Alder St., Eugene, OR",44.0450841,-123.0803972,"1340 alder st, eugene, or 97401, usa","Google Verified Location",NA,"1981-OR-3281"
"Pegasus Complex","(Opening '80)(Disco)(C - AH - WE)(Some W, SM)","101 E. Armour Blvd.","Bars/Clubs","(P),(D),(E),(C),(AH),(WE),(W),(SM)","Kansas City","MO",1981,"","101 E. Armour Blvd., Kansas City, MO",39.0634132,-94.5841674,"101 e armour blvd, kansas city, mo 64111, usa","Google Verified Location",NA,"1981-MO-3282"
"Pellham Airlines","Seasonal flights are offered","E. 23rd St. Marina, N.Y.C.","Cruising Areas,Travel Service","Cruisy Area","Fire Island","NY",1981,"","E. 23rd St. Marina, N.Y.C., NY",40.738459,-73.98228,"unclear_coded_by_hand","Verified Location",NA,"1981-NY-3283"
"Pendulum","(Black is beautiful) nr. Castro","4148 18th St.","Bars/Clubs","","San Francisco","CA",1981,"","4148 18th St., San Francisco, CA",37.7609279,-122.4358775,"4148 18th st, san francisco, ca 94114, usa","Google Verified Location",NA,"1981-CA-3284"
"Penelope's","Inquire locally","","Restaurant","(M),(R),(YC)","Springfield","VT",1981,"",", VT",43.298408,-72.482312,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-VT-3285"
"Penn Ave.","nr. Bus Depot","","Cruising Areas","Cruisy Area","Pittsburgh","PA",1981,"",", PA",40.462785,-79.928852,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-PA-3286"
"Penn St.","Hetzel Union Bldg. - Main floor T-Room (AYOR - 'Fuzz')","","Cruising Areas","Cruisy Area,(AYOR)","State College","PA",1981,"",", PA",40.798212,-77.861115,"unclear_coded_by_hand","Verified Location",NA,"1981-PA-3287"
"Penny's & Sears Mall","","","Cruising Areas","Cruisy Area","Anchorage","AK",1981,"",", AK",61.216996,-149.890085,"unclear_coded_by_hand","Verified Location",NA,"1981-AK-3288"
"Penny's T-Room - Quintard","","","Cruising Areas","Cruisy Area","Anniston","AL",1981,"",", AL",33.659826,-85.831632,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-AL-3289"
"Pennyfeathers","(Cruisy - late) at Sheridan Sq.","89 7th Ave.","Restaurant,Cruising Areas","(M),(R)","Greenwich Village","NY",1981,"","89 7th Ave., Greenwich Village, NY",40.7394134,-73.9988612,"89 7th ave, new york, ny 10011, usa","Google Verified Location",NA,"1981-NY-3290"
"Penrose Club","(Disco)","1415 Locust","Bars/Clubs","(P),(AH),(D),(*)","Philadelphia","PA",1981,"","1415 Locust, Philadelphia, PA",39.9484561,-75.1658103,"1415 locust st, philadelphia, pa 19102, usa","Google Verified Location",NA,"1981-PA-3291"
"Pent House","(Good days - Some 'midnight cowboys')(Also H)","90 Central Ave.","Bars/Clubs,Hotel","(*),(PT),(D),(H)","Albany","NY",1981,"","90 Central Ave., Albany, NY",42.6592935,-73.7666777,"90 central ave, albany, ny 12206, usa","Google Verified Location",NA,"1981-NY-3292"
"Peoples Choice Cafe","Inquire locally","","Restaurant","(M),(YC),(R),(WE)","Hegins","PA",1981,"",", PA",40.651514,-76.497721,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-PA-3293"
"Peoria Hilton Hotel","'block'","","Cruising Areas,Hotel","Cruisy Area","Peoria","IL",1981,"",", IL",40.693889,-89.592222,"unclear_coded_by_hand","Verified Location",NA,"1981-IL-3294"
"Pepper's","(Semi-P)","1502 W. Jarvis","Bars/Clubs","(OC),(P)","Chicago","IL",1981,"","1502 W. Jarvis, Chicago, IL",42.0162637,-87.6684902,"1502 w jarvis ave, chicago, il 60626, usa","Google Verified Location",NA,"1981-IL-3295"
"Percy's Adult Book Store","","1719 N. Western","Book Store","","Hollywood","CA",1981,"","1719 N. Western, Hollywood, CA",34.1022918,-118.3092695,"1719 n western ave, los angeles, ca 90027, usa","Google Verified Location",NA,"1981-CA-3296"
"Perkin's Cake'n'Steak","","100 N. Military Ave.","Restaurant","(M),(R),(C),(AH)","Green Bay","WI",1981,"","100 N. Military Ave., Green Bay, WI",44.530043,-88.0592671,"100 n military ave, green bay, wi 54303, usa","Google Verified Location",NA,"1981-WI-3297"
"Perkins","","2505 College Ave.","Restaurant","(M),(R),(C),(AH)","Appleton","WI",1981,"","2505 College Ave., Appleton, WI",44.2611146,-88.4460284,"2505 w college ave, appleton, wi 54914, usa","Google Verified Location",NA,"1981-WI-3298"
"Pershings","(Hamburgers)","234 Columbus Ave.","Restaurant","(R),(*)","Uptown","NY",1981,"","234 Columbus Ave., Uptown, NY",40.7766645,-73.9796286,"234 columbus ave, new york, ny 10023, usa","Google Verified Location",NA,"1981-NY-3299"
"Pete's Bouy","","97 Bradford St.","Hotel","(H)","Provincetown","MA",1981,"","97 Bradford St., Provincetown, MA",42.0507079,-70.1885806,"historic district, 97 bradford st, provincetown, ma 02657, usa","Google Verified Location",NA,"1981-MA-3300"
"Pete's Pub","(Some L)(Sundays*)","2550 W . 47th St.","Bars/Clubs","(D),(L),(*)","Kansas City","KS",1981,"","2550 W . 47th St., Kansas City, KS",39.0443045,-94.6160448,"2550 w 47th ave, kansas city, ks 66103, usa","Google Verified Location",NA,"1981-KS-3301"
"Pete's Taj Mahal","(Open days)","1102 S. Lewis","Bars/Clubs","(*),(D),(P)","Tulsa","OK",1981,"","1102 S. Lewis, Tulsa, OK",36.1477155,-95.9570804,"1102 s lewis pl, tulsa, ok 74104, usa","Google Verified Location",NA,"1981-OK-3302"
"Peter Pan LOunge","","30 Mason St.","Bars/Clubs","(RT)","San Francisco","CA",1981,"","30 Mason St., San Francisco, CA",37.7838619,-122.4090946,"30 mason st, san francisco, ca 94102, usa","Google Verified Location",NA,"1981-CA-3303"
"Peter Rabbit","(Disco)","305 W. 10th St.","Bars/Clubs","(B),(D),(*)","Greenwich Village","NY",1981,"","305 W. 10th St., Greenwich Village, NY",40.7332889,-74.0098061,"305 w 10th st, new york, ny 10014, usa","Google Verified Location",NA,"1981-NY-3304"
"Peter's Candlelight","(Some RT)","158 Main St.","Bars/Clubs","(RT),(M)","Bangor","ME",1981,"","158 Main St., Bangor, ME",44.7988663,-68.7723462,"158 main st, bangor, me 04401, usa","Google Verified Location",NA,"1981-ME-3305"
"Pettibone Park","","","Cruising Areas","Cruisy Area,(AYOR)","La Crosse","WI",1981,"",", WI",43.819739,-91.265017,"unclear_coded_by_hand","Verified Location",NA,"1981-WI-3306"
"Petunia's","(Many L)","2559 N. Southport","Bars/Clubs","(*),(L)","Chicago","IL",1981,"","2559 N. Southport, Chicago, IL",41.9287195,-87.6631867,"2559 n southport ave, chicago, il 60614, usa","Google Verified Location",NA,"1981-IL-3307"
"Pharr Libra ry","(Small disco)(Cruisy cocktail hour)","550 Pharr Rd.","Bars/Clubs,Cruising Areas","(D),(*)","Atlanta","GA",1981,"","550 Pharr Rd., Atlanta, GA",33.8372936,-84.3700246,"550 pharr rd ne, atlanta, ga 30305, usa","Google Verified Location",NA,"1981-GA-3308"
"Phase One","","525 8th St. S.E.","Bars/Clubs","(L),(D)","Washington","DC",1981,"","525 8th St. S.E., Washington, DC",38.8819626,-76.9952897,"525 8th st se, washington, dc 20003, usa","Google Verified Location",NA,"1981-DC-3309"
"Phelps Grove Park","","","Cruising Areas","Cruisy Area","Springfield","MO",1981,"",", MO",37.189586,-93.283423,"unclear_coded_by_hand","Verified Location",NA,"1981-MO-3310"
"Phil's","(Breakfast)","616 N. Rampart","Restaurant","(M),(R)","New Orleans","LA",1981,"","616 N. Rampart, New Orleans, LA",29.9598796,-90.0687824,"616 n rampart st, new orleans, la 70112, usa","Google Verified Location",NA,"1981-LA-3311"
"Phoenix","(Cruisy)","1440 San Marco Blvd.","Bars/Clubs,Cruising Areas","(W),(SM),(*)","Jacksonville","FL",1981,"","1440 San Marco Blvd., Jacksonville, FL",30.3112165,-81.6606523,"1440 san marco blvd, jacksonville, fl 32207, usa","Google Verified Location",NA,"1981-FL-3312"
"Phoenix","(Physical fitness center)","807 N. San Vicente Blvd. at Santa Monica","Gym","(P)","Hollywood","CA",1981,"","807 N. San Vicente Blvd. at Santa Monica, CA",34.085076,-118.384393,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-3313"
"Phoenix","(Disco)(Also C-AH-WE-subs)","83 Oak St.","Bars/Clubs","(PT),(M),(D),(C),(AH),(WE),(*)","Portland","ME",1981,"","83 Oak St., Portland, ME",43.6558146,-70.2623371,"83 oak st, portland, me 04101, usa","Google Verified Location",NA,"1981-ME-3314"
"Phoenix","(Disco)","235 S. 2nd St.","Bars/Clubs","(D)","Milwaukee","WI",1981,"","235 S. 2nd St., Milwaukee, WI",43.0285834,-87.9128899,"235 s 2nd st, milwaukee, wi 53204, usa","Google Verified Location",NA,"1981-WI-3315"
"Phoenix One","(Very M)","17450 Biscayne Blvd.","Restaurant","(P),(PE),(R),(M)","North Miami","FL",1981,"","17450 Biscayne Blvd., North Miami, FL",25.9373506,-80.1504249,"17450 biscayne blvd, north miami beach, fl 33160, usa","Google Verified Location",NA,"1981-FL-3316"
"Phone Booth","","1398 S. Van Ness Ave.","Restaurant","(R)","San Francisco","CA",1981,"","1398 S. Van Ness Ave., San Francisco, CA",37.7508634,-122.4163974,"1398 s van ness ave, san francisco, ca 94110, usa","Google Verified Location",NA,"1981-CA-3317"
"Pickwood Lounge","(Lakewood)","11633 Clifton","Bars/Clubs","(M),(PE),(OC)","Cleveland","OH",1981,"","11633 Clifton, Cleveland, OH",41.4871985,-81.7684054,"11633 clifton blvd, cleveland, oh 44102, usa","Google Verified Location",NA,"1981-OH-3318"
"Picnic Island","E. of Westshore Blvd.","","Cruising Areas","Cruisy Area","Tampa","FL",1981,"",", FL",27.853358,-82.54593,"unclear_coded_by_hand","Verified Location",NA,"1981-FL-3319"
"Pied Piper","(Disco)","193-A Commercial St.","Restaurant,Bars/Clubs","(R),(*),(D),(PT),(L)","Provincetown","MA",1981,"","193-A Commercial St., Provincetown, MA",42.0485355,-70.1886039,"historic district, 193a commercial st, provincetown, ma 02657, usa","Google Verified Location",NA,"1981-MA-3320"
