"title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","notes","Year","full.address","lat","lon","geoAddress","status","ID"
"Alternative Accomodations","","(800) 209-9408","","Accommodations","Baltimore","MD","checked","",1997,", Baltimore, MD",39.290385,-76.612189,"unclear_coded_by_hand","General Coordinates Used","1997-MD-5369"
"Alternative Erotic Lifestyles","","345-6468 pansexual S/M group","","Info Lines & Services","Albuquerque","NM","checked","",1997,", Albuquerque, NM",35.075459,-106.564133,"unclear_coded_by_hand","General Coordinates Used","1997-NM-5370"
"Alyson Adventures","","P.O. Box 181223, 02118, 353-0595/(800) 825-9766 active travel & tours","","Travel/Tour Operators","Boston","MA","checked","",1997,", Boston, MA",42.360083,-71.05888,"unclear_coded_by_hand","General Coordinates Used","1997-MA-5371"
"Am Tikva","","PO Box 11, Cambridge, 02238, 926-2536, lesbigay Jewish group","","Spiritual Groups","Boston","MA","checked","",1997,", Boston, MA",42.360083,-71.05888,"unclear_coded_by_hand","General Coordinates Used","1997-MA-5372"
"Amarillo Lesbian/Gay Alliance Info Line","","373-5725, 7:30pm 1st Tue","","Info Lines & Services","Abilene","TX","checked","",1997,", Abilene, TX",32.448736,-99.733144,"unclear_coded_by_hand","General Coordinates Used","1997-TX-5373"
"Ambush","","PO Box 71291, 70171-1291, 522-8049, bi-weekly","","Publications","New Orleans","LA","checked","",1997,", New Orleans, LA",29.951066,-90.071532,"unclear_coded_by_hand","General Coordinates Used","1997-LA-5374"
"Ambush Room","(*),(M),(CW)","(at Melody Club), 376-3772 4pm-2am","","Bars","Gainesville","FL","checked","",1997,", Gainesville, FL",29.651634,-82.324826,"unclear_coded_by_hand","General Coordinates Used","1997-FL-5375"
"America's Crossroads B&B","","PO Box 270642, 73137, 495-1111, reservation service for private homes","","Accommodations","Oklahoma City","OK","checked","",1997,", Oklahoma City, OK",35.46756,-97.516428,"unclear_coded_by_hand","General Coordinates Used","1997-OK-5376"
"American River Access","Cruisy Area,(AYOR)","off La Rivera Dr. nr Howe Ave. & Watt Ave.","","Cruising Areas","Sacramento","CA","checked","",1997,", Sacramento, CA",38.565615,-121.382507,"unclear_coded_by_hand","Found","1997-CA-5377"
"Amethyst","","PO Box 728 Westview Stn., 13905-0728, 723-5790, monthly","","Publications","Binghamton","NY","checked","",1997,", Binghamton, NY",42.098687,-75.917974,"unclear_coded_by_hand","General Coordinates Used","1997-NY-5378"
"Amsterdammerje","(MW)","PO Box 865, 02103, 471-8454 full brkfst, Euro-American B&B","","Accommodations","Boston","MA","checked","",1997,", Boston, MA",42.360083,-71.05888,"unclear_coded_by_hand","General Coordinates Used","1997-MA-5379"
"Anaheim Confidential Connection","","539-7000, Meet hot local guys! Record, listen, respond to free ads. Use free code 9966","","Info Lines & Services","Anaheim","CA","checked","",1997,", Anaheim, CA",33.836593,-117.914301,"unclear_coded_by_hand","General Coordinates Used","1997-CA-5380"
"Anchorage Confidential Connection","","563-MEET, Meet hot local guys! Record, listen, respond to free ads. Use free code 9966","","Info Lines & Services","Anchorage","AK","checked","",1997,", Anchorage, AK",61.217576,-149.899678,"unclear_coded_by_hand","General Coordinates Used","1997-AK-5381"
"Anchorage Gay/Lesbian Helpline","","PO Box 200070, 99520, 258-4777, 6-11pm, Wed-Sun","","Info Lines & Services","Anchorage","AK","checked","",1997,", Anchorage, AK",61.217576,-149.899678,"unclear_coded_by_hand","General Coordinates Used","1997-AK-5382"
"Andrew's Inn","(*),(MW),(SW),(WC)","Zero Whalton Lane, 294-7730/Fax: 294-0021 elegantrly restored rooms & garden cottages","","Accommodations","Key West","FL","checked","",1997,", Key West, FL",24.551231,-81.80012,"unclear_coded_by_hand","Found","1997-FL-5383"
"Andy Bowle Beach","Cruisy Area,(AYOR)","","","Cruising Areas","South Padre Island","TX","checked","",1997,", South Padre Island, TX",26.140921,-97.171766,"unclear_coded_by_hand","Found","1997-TX-5384"
"Anfora's Dreams","(M),(SW)","Box 74030, Los Angeles, CA, 90004, (213) 737-0731 rental condo nr. ocean, hot tub","","Accommodations","Kihei, Maui","HI","checked","",1997,", Kihei, Maui, HI",20.739941,-156.454187,"unclear_coded_by_hand","General Coordinates Used","1997-HI-5385"
"Ann Morrison Park","Cruisy Area,(AYOR)","nr. baseball fields","","Cruising Areas","Boise","ID","checked","",1997,", Boise, ID",43.610906,-116.220551,"unclear_coded_by_hand","Found","1997-ID-5386"
"Antelope, Pioneer, & Van Dorn Parks","Cruisy Area,(AYOR)","","","Cruising Areas","Lincoln","NE","checked","",1997,", Lincoln, NE",40.78253,-96.707529,"unclear_coded_by_hand","Found","1997-NE-5387"
"Anywhere & Everywhere","Cruisy Area,(AYOR)","esp. bushes btwn Cherry Grove & W. end of Pines","","Cruising Areas","Fire Island","NY","checked","",1997,", Fire Island, NY",40.659792,-73.089962,"unclear_coded_by_hand","General Coordinates Used","1997-NY-5388"
"Applegate Park","Cruisy Area,(AYOR)","off 'M' St.","","Cruising Areas","Merced","CA","checked","",1997,", Merced, CA",37.313099,-120.479231,"unclear_coded_by_hand","Found","1997-CA-5389"
"Arboretum","Cruisy Area,(AYOR)","","","Cruising Areas","Seattle","WA","checked","",1997,", Seattle, WA",47.633936,-122.299483,"unclear_coded_by_hand","General Coordinates Used","1997-WA-5390"
"Arcadia House","","PO Box 520, 05655, 888-9147","","Accommodations","Hyde Park","VT","checked","",1997,", Hyde Park, VT",44.592528,-72.614841,"unclear_coded_by_hand","General Coordinates Used","1997-VT-5391"
"Arizona Bed & Breakfast","","(800) 974-1474/274-1474, reservation service","","Accommodations","Phoenix","AZ","checked","",1997,", Phoenix, AZ",33.448377,-112.074037,"unclear_coded_by_hand","General Coordinates Used","1997-AZ-5392"
"Arizona Office of Tourism","","230-7733/(800) 842-8257","","Travel/Tour Operators","Phoenix","AZ","checked","",1997,", Phoenix, AZ",33.448377,-112.074037,"unclear_coded_by_hand","General Coordinates Used","1997-AZ-5393"
"Arkansas Department of Tourism","","One Capital Mall, 72201, (800) 628-8725","","Travel/Tour Operators","Little Rock","AR","checked","",1997,", Little Rock, AR",34.752012,-92.282065,"unclear_coded_by_hand","Found","1997-AR-5394"
"Arlington Gay/Lesbian Alliance","","PO Box 324, 22210, 522-7600","","Info Lines & Services","Arlington","VA","checked","",1997,", Arlington, VA",38.87997,-77.10677,"unclear_coded_by_hand","General Coordinates Used","1997-VA-5395"
"Around the World Travel","","Townshouse Square, 631-8620/(800) 733-4337","","Travel/Tour Operators","Marblehead","MA","checked","",1997,", Marblehead, MA",42.499958,-70.857802,"unclear_coded_by_hand","General Coordinates Used","1997-MA-5396"
"Arrows","","Berrick Rd. (1.8 mi W. of Center), 361-1100, 6pm-9pm Tue-Sun, clsd Dec-May","","Restaurants & Cafes","Ogunquit","ME","checked","",1997,", Ogunquit, ME",43.248343,-70.621817,"unclear_coded_by_hand","Found","1997-ME-5397"
"Arrowzona 'Private' Casitas","(MW),(IGTA)","PO Box 11253, Glendale, 85318, 561-1200/(800) 266-7829 hot tub","","Accommodations","Phoenix","AZ","checked","",1997,", Phoenix, AZ",33.538652,-112.185987,"unclear_coded_by_hand","General Coordinates Used","1997-AZ-5398"
"Arundel Meadows Inn","(GF)","Rte. 1, Arundel, 985-3770","","Accommodations","Kennebunkport","ME","checked","",1997,", Kennebunkport, ME",43.361733,-70.476727,"unclear_coded_by_hand","General Coordinates Used","1997-ME-5399"
"Ashley Park","Cruisy Area,(AYOR)","","","Cruising Areas","Grand Island","NE","checked","",1997,", Grand Island, NE",40.947086,-98.357449,"unclear_coded_by_hand","Found","1997-NE-5400"
"Asian/Pacific Islander Lesbian/Gay/Bisexual Info Hotline","","PO Box 826, 97207, 232-6408, educational/social/support group","","Info Lines & Services","Portland","OR","checked","",1997,", Portland, OR",45.515232,-122.678385,"unclear_coded_by_hand","General Coordinates Used","1997-OR-5401"
"Asian/Pacific Lesbians/Gays West Hollywood","","PO Box 433 Ste. 109, 90096, (213) 980-7874, call for events, Asian/Pacific Islanders & friends","","Info Lines & Services","Los Angeles","CA","checked","",1997,", Los Angeles, CA",34.052234,-118.243685,"unclear_coded_by_hand","General Coordinates Used","1997-CA-5402"
"Asians & Friends","","PO Box 16455, 15242, 681-1556","","Info Lines & Services","Pittsburgh","PA","checked","",1997,", Pittsburgh, PA",40.440625,-79.995886,"unclear_coded_by_hand","General Coordinates Used","1997-PA-5403"
"Asians & Friends","","PO Box 9142, 75209, 480-5906","","Info Lines & Services","Dallas","TX","checked","",1997,", Dallas, TX",32.776664,-96.796988,"unclear_coded_by_hand","General Coordinates Used","1997-TX-5404"
"Asians & Friends","","(202) 387-2742","","Info Lines & Services","Washington","DC","checked","",1997,", Washington, DC",38.907192,-77.036871,"unclear_coded_by_hand","General Coordinates Used","1997-DC-5405"
"Asians & Friends of NY","","(at Lesbian/Gay Community Center), 8pm 3rd Sat","","Info Lines & Services","New York City","NY","checked","",1997,", New York City, NY",40.740044,-74.007318,"unclear_coded_by_hand","Found","1997-NY-5406"
"Aspen Gay/Lesbian Community","","PO Box 3143, 81612, 925-9249, info/resources, outdoor activities, monthly events","","Info Lines & Services","Aspen","CO","checked","",1997,", Aspen, CO",39.191098,-106.817539,"unclear_coded_by_hand","General Coordinates Used","1997-CO-5407"
"Atlanta Confidential Connection","","870-8830, Meet hot local guys! Record, listen, respond to free ads. Use free code 9966.","","Info Lines & Services","Atlanta","GA","checked","",1997,", Atlanta, GA",33.748752,-84.387684,"unclear_coded_by_hand","General Coordinates Used","1997-GA-5408"
"Atol Beach","Cruisy Area,(AYOR)","","","Cruising Areas","South Padre Island","TX","checked","",1997,", South Padre Island, TX",26.11184,-97.168126,"unclear_coded_by_hand","General Coordinates Used","1997-TX-5409"
"Aubudon St. Park","Cruisy Area,(AYOR)","summers","","Cruising Areas","Henderson","KY","checked","",1997,", Henderson, KY",37.881203,-87.564203,"unclear_coded_by_hand","Found","1997-KY-5410"
"Aurora Transgender Support for Central MS","","PO Box 1306, 39703, 373-8610 x60/845-1328","","Info Lines & Services","Florence","MS","checked","",1997,", Florence, MS",32.154416,-90.12394,"unclear_coded_by_hand","General Coordinates Used","1997-MS-5411"
"Avalon","(GF),(SW)","4th & Mill, Guerneville, 869-9566","","Accommodations","Guerneville","CA","checked","",1997,", Guerneville, CA",38.503173,-123.000295,"unclear_coded_by_hand","Found","1997-CA-5412"
"Ave. 283 off Shirk Rd.","Cruisy Area,(AYOR)","by Fwy. 99 evenings","","Cruising Areas","Visalia","CA","checked","",1997,", Visalia, CA",36.30546,-119.364537,"unclear_coded_by_hand","Found","1997-CA-5413"
"Aviation Mall","Cruisy Area,(AYOR)","trails in woods behind the mall","","Cruising Areas","Glen Falls","NY","checked","",1997,", Glen Falls, NY",43.326754,-73.67773,"unclear_coded_by_hand","Found","1997-NY-5414"
"Axios","","(at Lesbian/Gay Community Center), 805-1952, 8pm 2nd Fri, Eastern & Orthodox Christians","","Spiritual Groups","New York City","NY","checked","",1997,", New York City, NY",40.740044,-74.007318,"unclear_coded_by_hand","Found","1997-NY-5415"
"B Off","","RR 3 Box 225, 50219, write for info","","Men's Clubs","Pella","IA","checked","",1997,", Pella, IA",41.408033,-92.916405,"unclear_coded_by_hand","General Coordinates Used","1997-IA-5416"
"B-GLAD (Bisexuals, Gay Men, Lesbians & Allies for Diversity)","","Box 39, Carolina Union CB#5210, 27599, 962-4401, call for events","","Info Lines & Services","Chapel Hill","NC","checked","",1997,", Chapel Hill, NC",35.9132,-79.055844,"unclear_coded_by_hand","General Coordinates Used","1997-NC-5417"
"B.O's Fish Wagon","(*)","corner of Duval & Fleming, 294-9272 lunch, seafood & eat it","","Restaurants & Cafes","Key West","FL","checked","",1997,", Key West, FL",24.555992,-81.802934,"unclear_coded_by_hand","Found","1997-FL-5418"
"B.W. Travel","(IGTA)","852-0200","","Travel/Tour Operators","Norwalk","CT","checked","",1997,", Norwalk, CT",41.117744,-73.408157,"unclear_coded_by_hand","General Coordinates Used","1997-CT-5419"
"Babcock Park","Cruisy Area,(AYOR)","","","Cruising Areas","Johnstown","PA","checked","",1997,", Johnstown, PA",40.326741,-78.92197,"unclear_coded_by_hand","General Coordinates Used","1997-PA-5420"
"Bachelor's Mill","(MW),(D),(MRC-AF),(S),(WC)","(downstairs in Back Door Pub) 544-1931, 8pm-2am, til 5am Fri-Sat, clsd Mon","","Bars","Washington","DC","checked","",1997,", Washington, DC",38.877242,-76.994699,"unclear_coded_by_hand","Found","1997-DC-5421"
"Back Alley Bar","(M)","(at Alibi East) 623-9422 9pm-3am Fri-Sat","","Bars","Pomona","CA","checked","",1997,", Pomona, CA",34.057812,-117.737328,"unclear_coded_by_hand","Found","1997-CA-5422"
"Back Room","(*),(MW),(D),(E),(YC)","(at Crown & Anchor accommodations), 487-1430 10:30pm-1am, seasonal","","Bars","Provincetown","MA","checked","",1997,", Provincetown, MA",42.049893,-70.188507,"unclear_coded_by_hand","Found","1997-MA-5423"
"Back Street Bar","(M),(D),(E)","(at Gilford House) 487-0688 seasonal","","Bars","Provincetown","MA","checked","",1997,", Provincetown, MA",42.049547,-70.190297,"unclear_coded_by_hand","Found","1997-MA-5424"
"Backwoods Bears","","PO Box 264, 54880, SASE for info","","Info Lines & Services","Superior","WI","checked","",1997,", Superior, WI",46.720774,-92.10408,"unclear_coded_by_hand","General Coordinates Used","1997-WI-5425"
"BAGL (Brattleboro Area Gays/Lesbians)","","PO Box 875, 05302, 254-5947","","Info Lines & Services","Brattleboro","VT","checked","",1997,", Brattleboro, VT",42.850915,-72.557868,"unclear_coded_by_hand","General Coordinates Used","1997-VT-5426"
"BAGLY (Boston Alliance of Gay/Lesbian Youth)","","PO Box 814, 02103, (800) 422-2459/399-7337, support services for lesbigay youth 22 & younger","","Info Lines & Services","Boston","MA","checked","",1997,", Boston, MA",42.360083,-71.05888,"unclear_coded_by_hand","General Coordinates Used","1997-MA-5427"
"Ball State U","Cruisy Area,(AYOR)","","","Cruising Areas","Muncie","IN","checked","",1997,", Muncie, IN",40.199905,-85.411599,"unclear_coded_by_hand","Found","1997-IN-5428"
"Ballou Park","Cruisy Area,(AYOR)","","","Cruising Areas","Danville","VA","checked","",1997,", Danville, VA",36.572536,-79.419015,"unclear_coded_by_hand","Found","1997-VA-5429"
"Bar H Ranch","(GF)","P.O. Box 297, Driggs, ID, full brkfst","","Accommodations","Driggs","ID","checked","",1997,", Driggs, ID",43.723122,-111.111071,"unclear_coded_by_hand","General Coordinates Used","1997-ID-5430"
"Bar Talk","","PO Box 15568, 78291, 737-7157","","Publications","San Antonio","TX","checked","",1997,", San Antonio, TX",29.425191,-98.494592,"unclear_coded_by_hand","General Coordinates Used","1997-TX-5431"
"Barbara's Bookstore","","Oak Park (708) 848-9140","","Bookstores/Retail Shops","Chicago","IL","checked","",1997,", Chicago, IL",41.885032,-87.784502,"unclear_coded_by_hand","General Coordinates Used","1997-IL-5432"
"Bard Bisexual/Lesbian/Gay Alliance","","Bard College, 12504, 758-6822 (general switchboard), active during school year","","Info Lines & Services,Accommodations","Annandale-on-Hudson","NY","checked","",1997,", Annandale-on-Hudson, NY",42.023073,-73.909314,"unclear_coded_by_hand","Found","1997-NY-5433"
"Baron's - Milwaukee","","PO Box 166, 53201, levi/leather social club","","Info Lines & Services","Milwaukee","WI","checked","",1997,", Milwaukee, WI",43.038903,-87.906474,"unclear_coded_by_hand","General Coordinates Used","1997-WI-5434"
"Barracks","(M),(L)","10pm Fri-Sat","","Bars","Akron","OH","checked","from above entry",1997,", Akron, OH",41.081445,-81.519005,"unclear_coded_by_hand","General Coordinates Used","1997-OH-5435"
"Bartley's Dockside","(WC)","by the bridge, 967-5050 11am-10pm","","Restaurants & Cafes","Kennebunkport","ME","checked","",1997,", Kennebunkport, ME",43.361733,-70.476727,"unclear_coded_by_hand","General Coordinates Used","1997-ME-5436"
"Basque Hotel & Restaurant","(BW)","uphill alley Broadway between Columbus & Kearney, 778-9404","","Restaurants & Cafes","San Francisco","CA","checked","",1997,", San Francisco, CA",37.798236,-122.406457,"unclear_coded_by_hand","Found","1997-CA-5437"
"Bates Beach","Cruisy Area","btwn. Ventura & Santa Barbara, no motel","","Cruising Areas","Ventura","CA","checked","",1997,", Ventura, CA",34.280492,-119.29452,"unclear_coded_by_hand","General Coordinates Used","1997-CA-5438"
"Bates Gay/Lesbian/Straight Alliance","","Hirasawa Lounge, Chase Hall, Bates College, 786-6255, 8:30pm Sun","","Info Lines & Services","Lewiston","ME","checked","",1997,", Lewiston, ME",44.104506,-70.203833,"unclear_coded_by_hand","Found","1997-ME-5439"
"Battery Park","Cruisy Area,(AYOR)","N. Public Beach","","Cruising Areas","Burlington","VT","checked","",1997,", Burlington, VT",44.481301,-73.219886,"unclear_coded_by_hand","Found","1997-VT-5440"
"Battle Rock Wayside Park","Cruisy Area,(AYOR)","S. edge of town","","Cruising Areas","Port Orford","OR","checked","",1997,", Port Orford, OR",42.742901,-124.492401,"unclear_coded_by_hand","Found","1997-OR-5441"
"Bavarian House B&B","","PO Box 624507, 544-4411/(800) 431-4411 smokefree, exclusively gay/lesbian, open year round","","Accommodations","Lake Tahoe","CA","checked","",1997,", Lake Tahoe, CA",38.939926,-119.977187,"unclear_coded_by_hand","General Coordinates Used","1997-CA-5442"
"Bay Area Pagan Assemblies","","(408) 559-4242","","Spiritual Groups","San Francisco","CA","checked","",1997,", San Francisco, CA",37.77493,-122.419415,"unclear_coded_by_hand","General Coordinates Used","1997-CA-5443"
"BCC (Birmingham Community Church)","","PO Box 120221, 35233, 933-7305, 7pm Tue Bible study, 7pm Sat service, gospel singing 2nd Sat","","Spiritual Groups","Birmingham","AL","checked","",1997,", Birmingham, AL",33.518589,-86.810357,"unclear_coded_by_hand","General Coordinates Used","1997-AL-5444"
"Beach","(AYOR),Cruisy Area","","","Cruising Areas","Naples","FL","checked","",1997,", Naples, FL",26.142036,-81.79481,"unclear_coded_by_hand","General Coordinates Used","1997-FL-5445"
"Beach","Cruisy Area,(AYOR)","opposite Claridge's","","Cruising Areas","Atlantic City","NJ","checked","",1997,", Atlantic City, NJ",39.355963,-74.430157,"unclear_coded_by_hand","Found","1997-NJ-5446"
"Beach","Cruisy Area,(AYOR)","Oral Beach walk north","","Bookstores/Retail Shops","Saugatuck","MI","checked","",1997,", Saugatuck, MI",42.662948,-86.216158,"unclear_coded_by_hand","Found","1997-MI-5447"
"Beach & levee on American River","Cruisy Area,(AYOR)","at end of N. 10th St. off Richards Blvd.","","Cruising Areas","Sacramento","CA","checked","",1997,", Sacramento, CA",38.600118,-121.484667,"unclear_coded_by_hand","Found","1997-CA-5448"
"Beach 1 mi. N. Carkeek Park","Cruisy Area,(AYOR),(N)","along RR tracks","","Cruising Areas","Seattle","WA","checked","",1997,", Seattle, WA",47.761987,-122.38202,"unclear_coded_by_hand","Found","1997-WA-5449"
"Beach at 82nd Ave.","Cruisy Area,(AYOR)","","","Cruising Areas","Myrtle Beach","SC","checked","",1997,", Myrtle Beach, SC",33.746985,-78.808642,"unclear_coded_by_hand","General Coordinates Used","1997-SC-5450"
"Beach at end of Two Mile Hollow Rd.","Cruisy Area,(AYOR)","go left, East Hampton","","Cruising Areas","Long Island","NY","checked","",1997,", Long Island, NY",40.956311,-72.160627,"unclear_coded_by_hand","Found","1997-NY-5451"
"Beach Drive","Cruisy Area,(AYOR)","in Rock Creek Park, above 16th St.","","Cruising Areas","Washington","DC","checked","",1997,", Washington, DC",38.983817,-77.044984,"unclear_coded_by_hand","General Coordinates Used","1997-DC-5452"
"Beach Hwy.","Cruisy Area,(AYOR)","btwn. Biloxi & Gulfport","","Cruising Areas","Biloxi","MS","checked","",1997,", Biloxi, MS",30.396032,-88.885308,"unclear_coded_by_hand","General Coordinates Used","1997-MS-5453"
"Beach Park","Cruisy Area,(AYOR)","","","Cruising Areas","Pascagoula","MS","checked","",1997,", Pascagoula, MS",30.344554,-88.534805,"unclear_coded_by_hand","Found","1997-MS-5454"
"Bearcut Beach","Cruisy Area,(AYOR)","","","Cruising Areas","Miami","FL","checked","",1997,", Miami, FL",25.731489,-80.157269,"unclear_coded_by_hand","Found","1997-FL-5455"
"Bebo's Playa","(MW),(D),(S)","Pinones, 253-3143/269-3429 3pm-?, clsd Sun-Tue","","Bars","San Juan","PR","checked","",1997,", San Juan, PR",18.446535,-65.969039,"unclear_coded_by_hand","General Coordinates Used","1997-PR-5456"
"Bed & Breakfast Inn Arizona","(GF)","PO Box 11253, Glendale, 85318, 561-0335/266-7829","","Accommodations","Phoenix","AZ","checked","",1997,", Phoenix, AZ",33.538652,-112.185987,"unclear_coded_by_hand","General Coordinates Used","1997-AZ-5457"
"Bed & Breakfast of Maryland","(GF)","269-6232/(800) 736-4667 accommodations service","","Accommodations","Annapolis","MD","checked","",1997,", Annapolis, MD",38.978445,-76.492183,"unclear_coded_by_hand","General Coordinates Used","1997-MD-5458"
"Belk Park","Cruisy Area,(AYOR)","","","Cruising Areas","Wood River","IL","checked","",1997,", Wood River, IL",38.864477,-90.043022,"unclear_coded_by_hand","Found","1997-IL-5459"
"Belle Promenade","Cruisy Area,(AYOR)","","","Cruising Areas","New Orleans","LA","checked","",1997,", New Orleans, LA",29.879073,-90.09842,"unclear_coded_by_hand","Found","1997-LA-5460"
"Belmar Beach","Cruisy Area","btwn. 2nd & 3rd","","Cruising Areas","Belmar","NJ","checked","",1997,", Belmar, NJ",40.184174,-74.011356,"unclear_coded_by_hand","Found","1997-NJ-5461"
"Belmont Rocks","Cruisy Area,(AYOR)","S. of Belmont at lake","","Cruising Areas","Chicago","IL","checked","",1997,", Chicago, IL",41.935181,-87.631544,"unclear_coded_by_hand","Found","1997-IL-5462"
"Belvedere Hotel","(MO),(SW),(WC)","Box 26, Cherry Grove, 11782, 597-6448","","Accommodations","Fire Island","NY","checked","",1997,", Fire Island, NY",40.661602,-73.085458,"unclear_coded_by_hand","Found","1997-NY-5463"
"Ben T. Davis Beach","Cruisy Area,(AYOR)","Campbell Causeway","","Cruising Areas","Tampa","FL","checked","",1997,", Tampa, FL",27.970749,-82.579284,"unclear_coded_by_hand","Found","1997-FL-5464"
"Benson Park","Cruisy Area,(AYOR)","","","Cruising Areas","Omaha","NE","checked","",1997,", Omaha, NE",41.297608,-96.021068,"unclear_coded_by_hand","Found","1997-NE-5465"
"Berdache","","281-9377, monthly, for gay men interested in spirituality","","Spiritual Groups","San Francisco","CA","checked","",1997,", San Francisco, CA",37.77493,-122.419415,"unclear_coded_by_hand","General Coordinates Used","1997-CA-5466"
"Bergfield Park","Cruisy Area,(AYOR)","","","Cruising Areas","Tyler","TX","checked","",1997,", Tyler, TX",32.332912,-95.301764,"unclear_coded_by_hand","Found","1997-TX-5467"
"Berks Gay/Lesbian Alliance","","PO Box 417, 19603, 373-0674, meets 2nd Sun","","Info Lines & Services","Reading","PA","checked","",1997,", Reading, PA",40.335648,-75.926875,"unclear_coded_by_hand","General Coordinates Used","1997-PA-5468"
"Berkshire Athenaeum","Cruisy Area,(AYOR)","","","Cruising Areas","Pittsfield","MA","checked","",1997,", Pittsfield, MA",42.447745,-73.251564,"unclear_coded_by_hand","Found","1997-MA-5469"
"Bet Tikvah","","P.O. Box 10140, 15232, 682-2604, 7:30pm 1st Fri","","Spiritual Groups","Pittsburgh","PA","checked","",1997,", Pittsburgh, PA",40.440625,-79.995886,"unclear_coded_by_hand","General Coordinates Used","1997-PA-5470"
"Betzwood Park","Cruisy Area,(AYOR)","","","Cruising Areas","Valley Forge","PA","checked","",1997,", Valley Forge, PA",40.109667,-75.420976,"unclear_coded_by_hand","General Coordinates Used","1997-PA-5471"
"Beyond the Closet","","PO Box 9174, 97708, 317-8966","","Info Lines & Services","Bend","OR","checked","",1997,", Bend, OR",44.058173,-121.31531,"unclear_coded_by_hand","General Coordinates Used","1997-OR-5472"
"BGLAD","","PO Box  2897, 72702","","Info Lines & Services","Fayetteville","AR","checked","",1997,", Fayetteville, AR",36.066242,-94.157853,"unclear_coded_by_hand","General Coordinates Used","1997-AR-5473"
"BiCentrist Alliance","","PO Box 2254, 20013-2254, (202) 828-3065","","Info Lines & Services","Washington","DC","checked","",1997,", Washington, DC",38.907192,-77.036871,"unclear_coded_by_hand","General Coordinates Used","1997-DC-5474"
"Big Ad","","PO Box 14725, 94114-4725, 626-6350, national publication for big men","","Publications","San Francisco","CA","checked","",1997,", San Francisco, CA",37.77493,-122.419415,"unclear_coded_by_hand","General Coordinates Used","1997-CA-5475"
"Big Rock at South Mtn. Reservation","Cruisy Area,(AYOR)","","","Cruising Areas","Orange","NJ","checked","",1997,", Orange, NJ",40.762673,-74.288264,"unclear_coded_by_hand","Found","1997-NJ-5476"
"BiNet","","299-4764, meets 7pm 1st Tue at Laughing Horse Books, call for social schedule","","Info Lines & Services","Portland","OR","checked","",1997,", Portland, OR",45.515232,-122.678385,"unclear_coded_by_hand","General Coordinates Used","1997-OR-5477"
"Bird of Paradise Travel","(IGTA)","PO Box 4157, Honolulu, 96812-4157, 735-9013","","Bookstores/Retail Shops","Honolulu, Oahu","HI","checked","",1997,", Honolulu, Oahu, HI",21.309885,-157.85814,"unclear_coded_by_hand","General Coordinates Used","1997-HI-5478"
"Bird Sanctuary","Cruisy Area,(AYOR)","Amnocala Hwy.","","Cruising Areas","Chattanooga","TN","checked","",1997,", Chattanooga, TN",35.084789,-85.262224,"unclear_coded_by_hand","General Coordinates Used","1997-TN-5479"
"Bird Sanctuary","(AYOR),Cruisy Area","near VFW Hall along the Charles River.","","Cruising Areas","Watertown","MA","checked","",1997,", Watertown, MA",42.37093,-71.182832,"unclear_coded_by_hand","General Coordinates Used","1997-MA-5480"
"Birmingham Adult Books","","836-1580, 24hrs","","Erotica","Birmingham","AL","checked","",1997,", Birmingham, AL",33.518589,-86.810357,"unclear_coded_by_hand","General Coordinates Used","1997-AL-5481"
"Biscayne Beach","Cruisy Area,(AYOR)","hitchhikers","","Cruising Areas","Miami","FL","checked","",1997,", Miami, FL",25.804883,-80.185825,"unclear_coded_by_hand","Found","1997-FL-5482"
"Bisexual Gay/Lesbian Youth of NY","","(at Lesbian/Gay Community Center), 3:30pm Sat","","Info Lines & Services","New York City","NY","checked","",1997,", New York City, NY",40.740044,-74.007318,"unclear_coded_by_hand","Found","1997-NY-5483"
"Bisexual Group","","Stonewall Center, 350-3915, 7pm Fri, contact Brenda","","Info Lines & Services","Salt Lake City","UT","checked","",1997,", Salt Lake City, UT",40.760779,-111.891047,"unclear_coded_by_hand","General Coordinates Used","1997-UT-5484"
"Bisexual, Gay & Lesbian Association","","PO Box 80098, 29225, meet Wed at USC Busn. Admin bldg","","Info Lines & Services","Columbia","SC","checked","",1997,", Columbia, SC",34.00071,-81.034814,"unclear_coded_by_hand","General Coordinates Used","1997-SC-5485"
"Bisexual/Gay/Lesbian Association","","Box U-8, 2110 Hillside Rd, Univ. of CT, 06268, 486-3679, 7:30pm Th","","Info Lines & Services","Storrs","CT","checked","",1997,", Storrs, CT",41.806297,-72.254578,"unclear_coded_by_hand","General Coordinates Used","1997-CT-5486"
"BiUnity","","724-3663, bisexual group for men & women","","Info Lines & Services","Philadelphia","PA","checked","",1997,", Philadelphia, PA",39.946719,-75.168902,"unclear_coded_by_hand","General Coordinates Used","1997-PA-5487"
"Bivens Arm Nature Park","Cruisy Area,(AYOR)","","","Cruising Areas","Gainesville","FL","checked","",1997,", Gainesville, FL",29.620206,-82.333659,"unclear_coded_by_hand","Found","1997-FL-5488"
"Black & White Men Together","","Box 42157, 38174,  452-5894","","Info Lines & Services","Memphis","TN","checked","",1997,", Memphis, TN",35.149534,-90.04898,"unclear_coded_by_hand","General Coordinates Used","1997-TN-5489"
