"title","streetaddress","unclear_address","description","city","state","amenityfeatures","type","Year","full.address","lon","lat","geoAddress","status","notes","ID"
"Coyote Club","2120 NW 39th St.",NA,"521-9533, 4pm-2am","Oklahoma City","OK","","Bars",1993,"2120 NW 39th St. ,  Oklahoma City ,  OK",-97.548539,35.5111829,"2120 nw 39th st, oklahoma city, ok 73112, usa","Geocoded",NA,"1993-OK-4805"
"Gusher's Bar & Restaurant","","checked","(at Habana Inn) 525-0730 8pm-2am, from 3pm Sun, food served from 5pm-10pm","Oklahoma City","OK","(MW),(F),(S)","Bars",1993,", OK",-97.580098,35.511321,"unclear_coded_by_hand","Found",NA,"1993-OK-4806"
"Hi-Lo Club","1221 NW 50th St.",NA,"843-1722 noon-2pm","Oklahoma City","OK","(MW),(S)","Bars",1993,"1221 NW 50th St. ,  Oklahoma City ,  OK",-97.532793,35.5224867,"1221 nw 50th st, oklahoma city, ok 73118, usa","Geocoded",NA,"1993-OK-4807"
"Park","2125 NW 39th St.","checked","528-4690 4pm-2am, from 2pm Sun, patio, cruise bar","Oklahoma City","OK","(*),(V),(YC)","Bars,Cruisy Areas",1993,"2125 NW 39th St., OK",-97.54873,35.511593,"unclear_coded_by_hand","Found",NA,"1993-OK-4808"
"Pipeline","","checked","(at Habana Inn) 525-2900 noon-2am","Oklahoma City","OK","(OC),(NH)","Bars",1993,", OK",-97.580098,35.511321,"unclear_coded_by_hand","Found",NA,"1993-OK-4809"
"Saddle Tramps West","2201 NW 39th St.",NA,"521-9888 11am-2am","Oklahoma City","OK","(*),(D),(CW)","Bars",1993,"2201 NW 39th St. ,  Oklahoma City ,  OK",-97.5494293,35.5117453,"2201 nw 39th st, oklahoma city, ok 73112, usa","Geocoded",NA,"1993-OK-4810"
"Family Diner","2124 NW 39th St.",NA,"528-5133 6pm-3am, clsd Mon","Oklahoma City","OK","(*),(MW),(AH)","Restaurants & Cafes",1993,"2124 NW 39th St. ,  Oklahoma City ,  OK",-97.5486949,35.5110583,"2124 nw 39th st, oklahoma city, ok 73112, usa","Geocoded",NA,"1993-OK-4811"
"Private Men's Club","4011 NW 23rd St.",NA,"943-8506","Oklahoma City","OK","","Gyms/Health Clubs",1993,"4011 NW 23rd St. ,  Oklahoma City ,  OK",-97.5914015,35.49358,"4011 nw 23rd st, oklahoma city, ok 73107, usa","Geocoded",NA,"1993-OK-4812"
"Zig Zag","4005 N. Pennsylvania",NA,"521-9999, 10am-10pm, 1pm-7pm Sun","Oklahoma City","OK","","Bookstores/Retail Shops",1993,"4005 N. Pennsylvania ,  Oklahoma City ,  OK",-97.5473365,35.5117463,"4005 n pennsylvania ave, oklahoma city, ok 73112, usa","Geocoded",NA,"1993-OK-4813"
"Travel Inc.","101 N. Douglas Ste. F",NA,"737-5353","Oklahoma City","OK","","Travel/Tour Operators",1993,"101 N. Douglas Ste. F ,  Oklahoma City ,  OK",-97.5345349,35.4678621,"101 n douglas ave f, oklahoma city, ok 73106, usa","Geocoded",NA,"1993-OK-4814"
"Dignity & Integrity","P.O. Box 25473, 73125","checked","636-4388","Oklahoma City","OK","","Religious Organizations",1993,"P.O. Box 25473, 73125, OK",-97.516428,35.46756,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OK-4815"
"Lighthouse MCC","2522 N. Shartel",NA,"524-4687, 10:30am Sun","Oklahoma City","OK","","Religious Organizations",1993,"2522 N. Shartel ,  Oklahoma City ,  OK",-97.5255916,35.4951487,"2522 n shartel ave, oklahoma city, ok 73103, usa","Geocoded",NA,"1993-OK-4816"
"MCC Christ the King","P.O. Box 12457, 73112","checked","942-6313","Oklahoma City","OK","","Religious Organizations",1993,"P.O. Box 12457, 73112, OK",-97.516428,35.46756,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OK-4817"
"Gayly Oklahoman","P.O. Box 60930, 73146","checked","528-0800 bi-weekly","Oklahoma City","OK","","Publications",1993,"P.O. Box 60930, 73146, OK",-97.516428,35.46756,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OK-4818"
"Jungle Red","","checked","(at Habana Inn) 524-5733","Oklahoma City","OK","","Erotica",1993,", OK",-97.580098,35.511321,"unclear_coded_by_hand","Found",NA,"1993-OK-4819"
"Naughty & Nice","3121 SW 29th",NA,"686-1110","Oklahoma City","OK","","Erotica",1993,"3121 SW 29th ,  Oklahoma City ,  OK",-97.5715943,35.4355416,"3121 sw 29th st, oklahoma city, ok 73119, usa","Geocoded",NA,"1993-OK-4820"
"Penn Square","","checked","","Oklahoma City","OK","Cruisy Area","Cruisy Areas",1993,", OK",-97.54443,35.52479,"unclear_coded_by_hand","Found",NA,"1993-OK-4821"
"Trosper Park","","checked","(AYOR)","Oklahoma City","OK","Cruisy Area,(AYOR)","Cruisy Areas",1993,", OK",-97.468564,35.429897,"unclear_coded_by_hand","Found",NA,"1993-OK-4822"
"Will Rogers Park","","checked","(AYOR)","Oklahoma City","OK","Cruisy Area,(AYOR)","Cruisy Areas",1993,", OK",-97.580252,35.503952,"unclear_coded_by_hand","Found",NA,"1993-OK-4823"
"Shawnee Reservoir","","checked","","Shawnee","OK","Cruisy Area","Cruisy Areas",1993,", OK",-97.075392,35.338351,"unclear_coded_by_hand","Found",NA,"1993-OK-4824"
"'Rest Stops' on I-35 nr. Texas border","","checked","(AYOR)","Thackerville","OK","Cruisy Area,(AYOR)","Cruisy Areas",1993,", OK",-97.143068,33.793437,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OK-4825"
"Gay Info Lines","P.O. Box 52729, 74152","checked","743-4297, 8pm-10pm","Tulsa","OK","","Info Lines & Services",1993,"P.O. Box 52729, 74152, OK",-95.985075,36.136072,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OK-4826"
"Global Real Estate Referrals","","checked","(800)346-5592 gay realtor at your service","Tulsa","OK","","Info Lines & Services",1993,", OK",-95.985075,36.136072,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OK-4827"
"Factory, The","1902 E. 11th",NA,"587-8811 2am-5am Fri & Sat","Tulsa","OK","(MW),(D),(AH)","Bars",1993,"1902 E. 11th ,  Tulsa ,  OK",-95.9642787,36.1476406,"1902 e 11th st, tulsa, ok 74104, usa","Geocoded",NA,"1993-OK-4828"
"Laffs Underground at the Comedy Basement","311 E. 7th",NA,"583-5233 4pm-2am, piano bar Tues","Tulsa","OK","(S)","Bars",1993,"311 E. 7th ,  Tulsa ,  OK",-95.9855549,36.1511011,"311 e 7th st, tulsa, ok 74120, usa","Geocoded",NA,"1993-OK-4829"
"Renegades","1649 S. Main St.",NA,"585-3405 1pm-2am","Tulsa","OK","(LV),(NH)","Bars",1993,"1649 S. Main St. ,  Tulsa ,  OK",-95.9871822,36.1380628,"1649 s main st, tulsa, ok 74119, usa","Geocoded",NA,"1993-OK-4830"
"Time'n Time Again","1515 S. Memorial",NA,"664-8299 1pm-2am","Tulsa","OK","(MW),(D),(F)","Bars",1993,"1515 S. Memorial ,  Tulsa ,  OK",-95.886085,36.1400518,"1515 s memorial dr, tulsa, ok 74112, usa","Geocoded",NA,"1993-OK-4831"
"T.N.T.","2114 S. Memorial",NA,"660-0856 6pm-2am","Tulsa","OK","(*),(W),(D)","Bars",1993,"2114 S. Memorial ,  Tulsa ,  OK",-95.8871749,36.132389,"a2 night club, 2114 s memorial dr, tulsa, ok 74129, usa","Geocoded",NA,"1993-OK-4832"
"Tool Box","1338 E. 3rd",NA,"584-1308 noon-2am","Tulsa","OK","(D),(LV),(CW)","Bars",1993,"1338 E. 3rd ,  Tulsa ,  OK",-95.9738604,36.156465,"1338 e 3rd st, tulsa, ok 74120, usa","Geocoded",NA,"1993-OK-4833"
"Tops in Tulsa","606 S. Elgin",NA,"587-8677 9pm-2am Wed, Fri-Sun","Tulsa","OK","(MW),(D),(E)","Bars",1993,"606 S. Elgin ,  Tulsa ,  OK",-95.985003,36.151882,"606 s elgin ave, tulsa, ok 74120, usa","Geocoded",NA,"1993-OK-4834"
"MCC of Greater Tulsa","1623 N. Maplewood",NA,"838-1715 10:45am & 7pm Sun, 7pm Wed","Tulsa","OK","","Religious Organizations",1993,"1623 N. Maplewood ,  Tulsa ,  OK",-95.9081573,36.1796917,"1623 n maplewood ave, tulsa, ok 74115, usa","Geocoded",NA,"1993-OK-4835"
"Tulsa Oklahomans for Human Rights Reporter","P.O. Box 52729, 74152","checked","743-4297 monthly","Tulsa","OK","","Publications",1993,"P.O. Box 52729, 74152, OK",-95.86081,36.13025,"unclear_coded_by_hand","Found",NA,"1993-OK-4836"
"Adult Video Dreamland","8807 E. Admiral",NA,"834-1051, 24hrs","Tulsa","OK","","Erotica",1993,"8807 E. Admiral ,  Tulsa ,  OK",-95.87929,36.16108,NA,"Geocoded",NA,"1993-OK-4837"
"Elite Bookstore","814 S. Sheridan Rd.",NA,"838-8503, 24hrs","Tulsa","OK","","Erotica",1993,"814 S. Sheridan Rd. ,  Tulsa ,  OK",-95.905022,36.150169,"814 s sheridan rd, tulsa, ok 74112, usa","Geocoded",NA,"1993-OK-4838"
"Midtown Theater","319 E. 3rd St.",NA,"584-3112","Tulsa","OK","","Erotica",1993,"319 E. 3rd St. ,  Tulsa ,  OK",-95.9866832,36.155255,"319 e 3rd st, tulsa, ok 74120, usa","Geocoded",NA,"1993-OK-4839"
"Whittier News Stand","1 N. Lewis St.",NA,"592-0767, 24hrs","Tulsa","OK","","Erotica",1993,"1 N. Lewis St. ,  Tulsa ,  OK",-95.9570118,36.1608035,"1 n lewis pl, tulsa, ok 74110, usa","Geocoded",NA,"1993-OK-4840"
"Woodward Park","","checked","(EXTREME RISK)","Tulsa","OK","Cruisy Area","Cruisy Areas",1993,", OK",-95.973661,36.131925,"unclear_coded_by_hand","Found",NA,"1993-OK-4841"
"Trails W. of Truck Stop","","checked","","Watonga","OK","Cruisy Area","Cruisy Areas",1993,", OK",-98.413128,35.844765,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OK-4842"
"Gay/Lesbian Hotline","","checked","773-8146, 7pm-11pm","Ashland","OR","","Info Lines & Services",1993,", OR",-122.709477,42.194576,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4843"
"Will's Reste","P.O. Box 1012, 97520","checked","482-4394 B&B and cottage rental, spa","Ashland","OR","(MW)","Accommodations",1993,"P.O. Box 1012, 97520, OR",-122.709477,42.194576,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4844"
"Cook's Playbill Club","66 E. Main St.",NA,"488-4626, 2pm-2am","Ashland","OR","","Bars",1993,"66 E. Main St. ,  Ashland ,  OR",-122.7142789,42.1967226,"66 e main st, ashland, or 97520, usa","Geocoded",NA,"1993-OR-4845"
"Bloomsbury Books","290 E. Main St.",NA,"488-0029, 9am-8pm","Ashland","OR","","Bookstores/Retail Shops",1993,"290 E. Main St. ,  Ashland ,  OR",-122.7116484,42.1952949,"290 e main st, ashland, or 97520, usa","Geocoded",NA,"1993-OR-4846"
"Lithia Park","","checked","","Ashland","OR","Cruisy Area","Cruisy Areas",1993,", OR",-122.718201,42.192284,"unclear_coded_by_hand","Found",NA,"1993-OR-4847"
"Other Side, The","P.O. Box 5672, 97701","checked","388-2395 9pm-2am Sat, call for location and other info for area","Bend","OR","(MW),(D),(V),BYOB","Bars",1993,"P.O. Box 5672, 97701, OR",-121.31531,44.058173,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4848"
"Sawyer Park across river","","checked","(EXTREME RISK)","Bend","OR","Cruisy Area","Cruisy Areas",1993,", OR",-121.31531,44.058173,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4849"
"Veterans Park off Portland Ave.","","checked","(downtown) (EXTREME RISK)","Bend","OR","Cruisy Area","Cruisy Areas",1993,", OR",-121.309319,44.064749,"unclear_coded_by_hand","Found",NA,"1993-OR-4850"
"Switchboard Hotline","P.O. Box 4212, 97420","checked","269-4183, 24hrs","Coos Bay","OR","","Info Lines & Services",1993,"P.O. Box 4212, 97420, OR",-124.21789,43.366501,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4851"
"Middle Empire Lakes Park","","checked","(EXTREME RISK)","Coos Bay","OR","Cruisy Area","Cruisy Areas",1993,", OR",-124.259711,43.396412,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4852"
"Pony Village Shopping Ctr.","","checked","(AYOR)","Coos Bay","OR","Cruisy Area,(AYOR)","Cruisy Areas",1993,", OR",-124.23426,43.404395,"unclear_coded_by_hand","Found",NA,"1993-OR-4853"
"Community Outreach, Inc.","128 SW 9th",NA,"758-3000 general crisis hotline","Corvallis","OR","","Info Lines & Services",1993,"128 SW 9th ,  Corvallis ,  OR",-123.2678115,44.5655287,"sunflower house, 128 sw 9th st, corvallis, or 97333, usa","Geocoded",NA,"1993-OR-4854"
"Grass Roots Bookstore","227 SW 2nd St.",NA,"754-7668 9am-5:30pm, til 9pm Th & Fri","Corvallis","OR","","Bookstores/Retail Shops",1993,"227 SW 2nd St. ,  Corvallis ,  OR",-123.2604967,44.5625066,"227 sw 2nd st, corvallis, or 97333, usa","Geocoded",NA,"1993-OR-4855"
"O.S.U., Home Econ. Bldg. & Student Union","","checked","(AYOR)","Corvallis","OR","Cruisy Area,(AYOR)","Cruisy Areas",1993,", OR",-123.279444,44.563781,"unclear_coded_by_hand","Found",NA,"1993-OR-4856"
"Willamette River, N. of Willamette Park","","checked","(AYOR)","Corvallis","OR","Cruisy Area,(N),(AYOR)","Cruisy Areas",1993,", OR",-123.250323,44.540046,"unclear_coded_by_hand","Found",NA,"1993-OR-4857"
"Gay/Lesbian AA","","checked","342-4113 (AA#)","Eugene","OR","","Info Lines & Services",1993,", OR",-123.086754,44.052069,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4858"
"Gay/Lesbian Helpline","","checked","683-2428, 4pm-11pm Mon-Fri","Eugene","OR","","Info Lines & Services",1993,", OR",-123.086754,44.052069,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4859"
"Global Real Estate Referrals","","checked","(800)346-5592 gay realtor at your service","Eugene","OR","","Info Lines & Services",1993,", OR",-123.086754,44.052069,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4860"
"Club Arena","959 Pearl St.",NA,"683-2360 7pm-2:30am","Eugene","OR","(*),(MX),(D),(V),(YC),(S)","Bars",1993,"959 Pearl St. ,  Eugene ,  OR",-123.0895316,44.0492797,"959 pearl st, eugene, or 97401, usa","Geocoded",NA,"1993-OR-4861"
"Perry's","959 Pearl St.",NA,"683-2360 7am-9pm, full bar","Eugene","OR","(MX)","Restaurants & Cafes",1993,"959 Pearl St. ,  Eugene ,  OR",-123.0895316,44.0492797,"959 pearl st, eugene, or 97401, usa","Geocoded",NA,"1993-OR-4862"
"MCC","1414 Kincaid",NA,"(Campus Interfaith Bldg.) 345-5963, 6pm Sun","Eugene","OR","","Religious Organizations",1993,"1414 Kincaid ,  Eugene ,  OR",-123.0789935,44.0442455,"1414 kincaid st, eugene, or 97401, usa","Geocoded",NA,"1993-OR-4863"
"Lavender Network, The","454 Willamette #207",NA,"485-7285 monthly","Eugene","OR","","Publications",1993,"454 Willamette #207 ,  Eugene ,  OR",-123.0929264,44.0547995,"454 willamette st #207, eugene, or 97401, usa","Geocoded",NA,"1993-OR-4864"
"Fantasy Warehouse","490 E. Broadway",NA,"342-7240","Eugene","OR","","Erotica",1993,"490 E. Broadway ,  Eugene ,  OR",-123.0850956,44.0496939,"490 e broadway, eugene, or 97401, usa","Geocoded",NA,"1993-OR-4865"
"Skinner Butte Park","","checked","(AYOR)","Eugene","OR","Cruisy Area,(AYOR)","Cruisy Areas",1993,", OR",-123.096405,44.06094,"unclear_coded_by_hand","Found",NA,"1993-OR-4866"
"U. of O., Student Union","","checked","(AYOR)","Eugene","OR","Cruisy Area,(AYOR)","Cruisy Areas",1993,", OR",-123.072605,44.04483,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4867"
"Lesbian/Gay Hotline","P.O. Box 1185, 97526","checked","773-8146 7pm-11pm","Grants Pass","OR","","Info Lines & Services",1993,"P.O. Box 1185, 97526, OR",-123.328392,42.439007,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4868"
"'Rest Stop' on I-5, 3 mi. N. (both sides)","","checked","(EXTREME RISK)","Grants Pass","OR","Cruisy Area","Cruisy Areas",1993,", OR",-123.328392,42.439007,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4869"
"Riverside Park nr. art museum","","checked","","Grants Pass","OR","Cruisy Area","Cruisy Areas",1993,", OR",-123.329272,42.428346,"unclear_coded_by_hand","Found",NA,"1993-OR-4870"
"Moore Park","","checked","(summers)","Klamath Falls","OR","Cruisy Area","Cruisy Areas",1993,", OR",-121.811471,42.232291,"unclear_coded_by_hand","Found",NA,"1993-OR-4871"
"'Rest Stop' on Hwy. 97, 7 mi. S. of Klamath Falls","","checked","(EXTREME RISK)","Klamath Falls","OR","Cruisy Area","Cruisy Areas",1993,", OR",-121.78167,42.224867,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4872"
"Over-The-Waves","2945 NW Jetty",NA,"994-3877 8am-10pm, lounge til 2am","Lincoln City","OR","(MX),(E)","Restaurants & Cafes",1993,"2945 NW Jetty ,  Lincoln City ,  OR",-124.0135461,44.9868222,"2945 nw jetty ave, lincoln city, or 97367, usa","Geocoded",NA,"1993-OR-4873"
"AA Gay/Lesbian","","checked","773-4848 (AA#)","Medford","OR","","Info Lines & Services",1993,", OR",-122.875595,42.326515,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4874"
"MCC","123 1/2 W. Main",NA,"770-7966, 10am Sun","Medford","OR","","Religious Organizations",1993,"123 1/2 W. Main ,  Medford ,  OR",-122.8738575,42.3253496,"1 w main st #123, medford, or 97501, usa","Geocoded",NA,"1993-OR-4875"
"Bike Trails, north to south end of town","","checked","(EXTREME RISK)","Medford","OR","Cruisy Area","Cruisy Areas",1993,", OR",-122.875595,42.326515,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4876"
"'Rest Stop' 5 mi. S.","","checked","(late nights) (EXTREME RISK)","Medford","OR","Cruisy Area","Cruisy Areas",1993,", OR",-122.875595,42.326515,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4877"
"Yaquina Bay State Park","","checked","","Newport","OR","Cruisy Area","Cruisy Areas",1993,", OR",-124.064766,44.62423,"unclear_coded_by_hand","Found",NA,"1993-OR-4878"
"Global Real Estate Referrals","","checked","(800)346-5592 gay realtor at your service","Portland","OR","","Info Lines & Services",1993,", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4879"
"Live & Let Live Club","527 SE Pine",NA,"231-3760 various 12-step meetings","Portland","OR","(MW)","Info Lines & Services",1993,"527 SE Pine ,  Portland ,  OR",-122.6599191,45.5208792,"527 se pine st, portland, or 97214, usa","Geocoded",NA,"1993-OR-4880"
"Park Avenue Social Club","S.W. Madison & Park","checked","(First Congreg. Church) 244-3225, 7:30pm Tues (alternative to bars)","Portland","OR","","Info Lines & Services",1993,"S.W. Madison & Park, OR",-122.682397,45.516275,"unclear_coded_by_hand","Found",NA,"1993-OR-4881"
"Phoenix Rising","","checked","223-8299, 9am-5pm Mon-Fri","Portland","OR","","Info Lines & Services",1993,", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4882"
"The Open Quest Institute TOQI","","checked","(800)444-9999, 24hr crisis hotline","Portland","OR","","Info Lines & Services",1993,", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4883"
"Club Portland","303 SW 12th Ave.",NA,"227-9992 24hrs, spa and suites","Portland","OR","(*),(PC)","Accommodations",1993,"303 SW 12th Ave. ,  Portland ,  OR",-122.6834309,45.5227888,"303 sw 12th ave, portland, or 97205, usa","Geocoded",NA,"1993-OR-4884"
"Hiawatha's Hideaway","62 NW Macleay Blvd.",NA,"223-7843 full bar","Portland","OR","(MW)","Accommodations",1993,"62 NW Macleay Blvd. ,  Portland ,  OR",-122.7081807,45.5241632,"62 nw macleay blvd, portland, or 97210, usa","Geocoded",NA,"1993-OR-4885"
"Anchors","211 SW Ankeny St.",NA,"220-4001 10am-midnight, from 8am Sat & Sun","Portland","OR","(F),(BW),(NH)","Bars",1993,"211 SW Ankeny St. ,  Portland ,  OR",-122.6725658,45.5226276,"211 sw ankeny st, portland, or 97204, usa","Geocoded",NA,"1993-OR-4886"
"Boxx's","1035 SW Stark",NA,"226-4171 11:30am-2:30am","Portland","OR","(*),(MW),(V)","Bars",1993,"1035 SW Stark ,  Portland ,  OR",-122.6818283,45.5223861,"1035 sw harvey milk st, portland, or 97205, usa","Geocoded",NA,"1993-OR-4887"
"Brig","","checked","(at Boxx's bar) 5pm-2:30am, til 4am Fri & Sat","Portland","OR","(*),(D),(LV),(L),(AH)","Bars",1993,", OR",-122.681828,45.522386,"unclear_coded_by_hand","Found",NA,"1993-OR-4888"
"C.C. Slaughter's","1014 SW Stark St.",NA,"248-9135 11pm-2:30am, from 7am Sun, CW on weekends","Portland","OR","(*),(D),(V),(F)","Bars",1993,"1014 SW Stark St. ,  Portland ,  OR",-122.681617,45.522011,"1014 sw harvey milk st, portland, or 97205, usa","Geocoded",NA,"1993-OR-4889"
"Candlelight Room","2032 SW 5th",NA,"222-3378 10am-2:30am","Portland","OR","(MX),(E),(F)","Bars",1993,"2032 SW 5th ,  Portland ,  OR",-122.6828159,45.5082709,"2032 sw 5th ave, portland, or 97201, usa","Geocoded",NA,"1993-OR-4890"
"Choices Pub","2845 SE Stark St.",NA,"236-4321 4pm-1am","Portland","OR","(MX),(D),(F)","Bars",1993,"2845 SE Stark St. ,  Portland ,  OR",-122.6363491,45.5195335,"2845 se stark st, portland, or 97214, usa","Geocoded",NA,"1993-OR-4891"
"City Nightclub, The","13 NW 13th Ave.",NA,"224-2489 10pm-2am Thurs & Sun, til 4am Fri & Sat, no alcohol","Portland","OR","(*),(MW),(D),(YC),(AH)","Bars",1993,"13 NW 13th Ave. ,  Portland ,  OR",-122.6843908,45.5232208,"13 nw 13th ave, portland, or 97209, usa","Geocoded",NA,"1993-OR-4892"
"Darcelle XV","208 NW 3rd Ave.",NA,"222-5338 5pm-2:30am Tues-Sat","Portland","OR","(MX),(F),(S)","Bars",1993,"208 NW 3rd Ave. ,  Portland ,  OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa","Geocoded",NA,"1993-OR-4893"
"Eagle PDX","1300 West Burnside",NA,"241-0105 5pm-2:30am, from 2pm Sat & Sun","Portland","OR","(L),(LV)","Bars",1993,"1300 West Burnside ,  Portland ,  OR",-122.6843508,45.5227218,"1300 w burnside st, portland, or 97209, usa","Geocoded",NA,"1993-OR-4894"
"East Side, The","3701 SE Division",NA,"236-8689 11:30am-2:30am, dining room","Portland","OR","(MW),(D),(F),(CW)","Bars",1993,"3701 SE Division ,  Portland ,  OR",-122.6254511,45.5051328,"3701 se division st, portland, or 97202, usa","Geocoded",NA,"1993-OR-4895"
"Ember's Nightclub","110 NW Broadway",NA,"222-3082 11am-2:30am, til 4am Fri & Sat","Portland","OR","(*),(MW),(D),(E),(F),(AH)","Bars",1993,"110 NW Broadway ,  Portland ,  OR",-122.6772242,45.5239836,"110 nw broadway, portland, or 97209, usa","Geocoded",NA,"1993-OR-4896"
"Gail's Dirty Duck Tavern","439 NW 3rd",NA,"224-8446 noon-2:30am","Portland","OR","(L),(LV),(NH)","Bars",1993,"439 NW 3rd ,  Portland ,  OR",-122.6737859,45.5264011,"439 nw 3rd ave, portland, or 97209, usa","Geocoded",NA,"1993-OR-4897"
"Hobo's","120 NW Ave.",NA,"224-3285 4pm-2am","Portland","OR","(MX),(E)","Bars",1993,"120 NW Ave. ,  Portland ,  OR",-122.7841072,45.5970466,"nw st, portland, or 97231, usa","Geocoded",NA,"1993-OR-4898"
"Joq's Tavern","1422 NE Broadway Ave.",NA,"287-4210 11am-2:30am, patio","Portland","OR","(NH)","Bars",1993,"1422 NE Broadway Ave. ,  Portland ,  OR",-122.6509477,45.5348404,"1422 ne broadway, portland, or 97232, usa","Geocoded",NA,"1993-OR-4899"
"Ray's Ordinary Bar & Grille","317 NE Broadway",NA,"222-7297 9am-2:30am, from 7am Sat & Sun","Portland","OR","(*),(F)","Bars",1993,"317 NE Broadway ,  Portland ,  OR",-122.6625224,45.5353044,"317 ne broadway, portland, or 97232, usa","Geocoded",NA,"1993-OR-4900"
"Scandal's Tavern","1038 SW Stark St.",NA,"227-5887 noon-2:30am","Portland","OR","(NH)","Bars",1993,"1038 SW Stark St. ,  Portland ,  OR",-122.6818751,45.5220669,"1038 sw harvey milk st, portland, or 97205, usa","Geocoded",NA,"1993-OR-4901"
"Silverado","1217 SW Stark St.",NA,"224-4493 7am-3am","Portland","OR","(*),(D),(F),(H),(AH)","Bars",1993,"1217 SW Stark St. ,  Portland ,  OR",-122.67463,45.5204767,"1217 sw harvey milk st, portland, or 97205, usa","Geocoded",NA,"1993-OR-4902"
"Three Sisters Tavern","1125 SW Stark St.",NA,"228-0486 12:30pm-2:30am, clsd Sun","Portland","OR","(D),(F),(NH)","Bars",1993,"1125 SW Stark St. ,  Portland ,  OR",-122.6828026,45.5226173,"1125 sw harvey milk st, portland, or 97205, usa","Geocoded",NA,"1993-OR-4903"
"Cafe des Amis","1987 NW Kearney St.",NA,"295-6487 French cuisine, 5:30pm-10:30pm, clsd Sun","Portland","OR","(MX)","Restaurants & Cafes",1993,"1987 NW Kearney St. ,  Portland ,  OR",-122.6923229,45.5293349,"1987 nw kearney st, portland, or 97209, usa","Geocoded",NA,"1993-OR-4904"
"Caffe Fresco","2387 NW Thurman",NA,"243-3247 7am-2pm","Portland","OR","(MX)","Restaurants & Cafes",1993,"2387 NW Thurman ,  Portland ,  OR",-122.7006463,45.5356242,"2387 nw thurman st, portland, or 97210, usa","Geocoded",NA,"1993-OR-4905"
"Cup & Saucer Cafe","3566 SE Hawthorne",NA,"236-6001, 7am-9pm, smoke-free","Portland","OR","","Restaurants & Cafes",1993,"3566 SE Hawthorne ,  Portland ,  OR",-122.6272329,45.5119043,"3566 se hawthorne blvd, portland, or 97214, usa","Geocoded",NA,"1993-OR-4906"
"Dakota Cafe","239 SW Broadway",NA,"241-4151 7am-2am, from 9am Sun","Portland","OR","(MX)","Restaurants & Cafes",1993,"239 SW Broadway ,  Portland ,  OR",-122.6784163,45.5223104,"239 sw broadway, portland, or 97205, usa","Geocoded",NA,"1993-OR-4907"
"Fish Grotto","","checked","(at Boxx's bar) 226-4171 11:30am-10:30pm, from 4:30 Sat & Sun","Portland","OR","(*),(MX)","Restaurants & Cafes",1993,", OR",-122.681828,45.522386,"unclear_coded_by_hand","Found",NA,"1993-OR-4908"
"Hamburger Mary's","840 SW Park Ave.",NA,"223-0900 7am-2am, full bar","Portland","OR","(*),(MX)","Restaurants & Cafes",1993,"840 SW Park Ave. ,  Portland ,  OR",-122.6806815,45.5184889,"840 sw park ave, portland, or 97205, usa","Geocoded",NA,"1993-OR-4909"
"Hobo's","120 NW 3rd Ave.",NA,"224-3285 4pm-2am, Sun brunch 10am","Portland","OR","(*),(MX),(E)","Restaurants & Cafes",1993,"120 NW 3rd Ave. ,  Portland ,  OR",-122.6732813,45.5242541,"120 nw 3rd ave, portland, or 97209, usa","Geocoded",NA,"1993-OR-4910"
"Mayas Tacqueria","1000 SW Morrison",NA,"226-1946","Portland","OR","","Restaurants & Cafes",1993,"1000 SW Morrison ,  Portland ,  OR",-122.6823623,45.5199488,"1000 sw morrison st, portland, or 97205, usa","Geocoded",NA,"1993-OR-4911"
