ID,title,description,streetaddress,type,amenityfeatures,city,state,Year,unclearaddress,uncleartype,notes,lastmodified,full.address,lat,lon,geoAddress,status
586,Waldorf,(Downtown),527 S. Main St.,Bars/Clubs,"(B),(RT)",Los Angeles,CA,1983,,,,12/5/2021 11:00am,"527 S. Main St., Los Angeles, CA",34.0462812,-118.2489637,"527 s main st, los angeles, ca 90013, usa",Google Verified Location
3601,Wall Street Sauna,(Baths)(11th floor)(Best days) at Broadway,1 Maiden Lane,Bathhouses,(*),Greenwich Village & Chelsea,NY,1983,,,,12/5/2021 11:02am,"1 Maiden Lane, Greenwich Village & Chelsea, NY",41.0390778,-73.671565,"1 maiden ln, greenwich, ct 06831, usa",Google Verified Location
1387,Walnut Hill Park,Veteran's Monument,,Cruising Areas,Cruisy Area,New Britain,CT,1983,checked,NA,,3/14/2022 5:12am,", CT",41.661945,-72.793227,unclear_coded_by_hand,Verified Location
4450,"Walnut St.,",betw. Glass Door & This Is It,,Cruising Areas,Cruisy Area,Reading,PA,1983,checked,NA,,6/6/2022 7:33am,", PA",40.338493,-75.93073,unclear_coded_by_hand,Verified Location
4636,Walnut Street Pub,(Macho)(Disco) at 4th,389 Walnut,Bars/Clubs,"(*),(D),(S)",Abilene,TX,1983,,,,12/5/2021 11:02am,"389 Walnut, Abilene, TX",32.4522492,-99.7310621,"389 walnut st, abilene, tx 79601, usa",Google Verified Location
1696,Walt's Conch House,,316 Peacon Lane,Hotel,(H),Key West,FL,1983,,,,12/5/2021 11:01am,"316 Peacon Lane, Key West, FL",24.5593272,-81.801181,"316 peacon ln, naval air station key west, fl 33040, usa",Google Verified Location
2879,Wampler's Lake Resort,"(Bar & beach) (Hopes to attract SM , W) (May be changing name)",1280 Shoreline Dr.,Hotel,"(M),(H)",Brooklyn,MI,1983,,,,12/5/2021 11:01am,"1280 Shoreline Dr., Brooklyn, MI",42.0783988,-84.1400703,"1280 shoreline dr, brooklyn, mi 49230, usa",Google Verified Location
2542,Wanda's,('Hustlers'),704 Iberville,Bars/Clubs,"(RT),(*)",New Orleans,LA,1983,,,,12/5/2021 11:01am,"704 Iberville, New Orleans, LA",29.95412,-90.0684349,"704 iberville st, new orleans, la 70130, usa",Google Verified Location
5266,War Memorial Center,T-Room,,Cruising Areas,"Cruisy Area,(AYOR)",Milwaukee,WI,1983,checked,NA,,6/13/2022 3:38pm,", WI",43.043919,-87.892976,unclear_coded_by_hand,Verified Location
4550,Ward Hotel Bar,,,"Cruising Areas,Hotel",Cruisy Area,Aberdeen,SD,1983,checked,NA,,6/6/2022 9:53am,", SD",45.463937,-98.488341,unclear_coded_by_hand,Verified Location
3089,Warehouse,,1402 Jackson Ave.,Bars/Clubs,"(M),(YC),(D),(E)",Oxford,MS,1983,,,,12/5/2021 11:02am,"1402 Jackson Ave., Oxford, MS",34.3669436,-89.5490088,"1402 jackson ave w, oxford, ms 38655, usa",Google Verified Location
2152,Warehouse,(Disco-D-Sat. only) (U.S. Studio),206 S. Jefferson,Bars/Clubs,"(D),(B)",Chicago,IL,1983,,,,2/1/2022 5:42pm,"206 S. Jefferson, Chicago, IL",41.8791102,-87.6428063,"206 s jefferson st, chicago, il 60661, usa",Google Verified Location
1143,Warehouse,(F&S Parlor),224 6th St.,Bars/Clubs,,San Francisco,CA,1983,,,,12/5/2021 11:00am,"224 6th St., San Francisco, CA",37.7792346,-122.4069291,"224 6th st, san francisco, ca 94103, usa",Google Verified Location
2315,Warehouse,(Disco)(Some L)(Snacks)(Hard to find - call (319) 365-9044 for directions),525 'H' St. S.W.,Bars/Clubs,"(YC),(D),(L),(*)",Cedar Rapids,IA,1983,,,,12/5/2021 11:01am,"525 'H' St. S.W., Cedar Rapids, IA",41.9631947,-91.6559147,"a st sw, cedar rapids, ia 52404, usa",Google Verified Location
4154,Warehouse,(No booze)(Cruisy)(C-AH*)(12 midnight until 4am),2124 N.W. 39th,"Bars/Clubs,Cruising Areas","(YC),(D),(C),(AH),(*)",Oklahoma City,OK,1983,,,,12/10/2021 4:44pm,"2124 N.W. 39th, Oklahoma City, OK",35.5110583,-97.5486949,"2124 nw 39th st, oklahoma city, ok 73112, usa",Google Verified Location
4626,Warehouse 28,(Macho)(Disco)(Cruisy)(Cl. Tues.)(Sun. Tea Dance),2529 Franklin Rd.,"Bars/Clubs,Cruising Areas","(*),(YC),(D)",Nashville,TN,1983,,,,12/10/2021 3:08am,"2529 Franklin Rd., Nashville, TN",36.1239136,-86.7767684,"2529 franklin pike, nashville, tn 37204, usa",Google Verified Location
4181,Warehouse East,(No booze)(Disco)(Opens 12 mid)(AH*),1909 E. 11th St.,Bars/Clubs,"(YC),(D),(AH),(*)",Tulsa,OK,1983,,,,12/10/2021 4:44pm,"1909 E. 11th St., Tulsa, OK",36.1482284,-95.9642807,"1909 e 11th st, tulsa, ok 74104, usa",Google Verified Location
1374,Warehouse II,(Disco),145 Service Rd.,Bars/Clubs,"(YC),(D),(*)",Hartford,CT,1983,,,,12/5/2021 11:00am,"145 Service Rd., Hartford, CT",41.7902321,-72.6574036,"145 w service rd, hartford, ct 06120, usa",Google Verified Location
3700,Warehouse Pier 51,(Mixed bag - small disco) at 75th,324 Amsterdam Ave.,Bars/Clubs,(YC),Uptown,NY,1983,,,,12/5/2021 11:02am,"324 Amsterdam Ave., Uptown, NY",40.7809384,-73.9802909,"324 amsterdam ave, new york, ny 10023, usa",Google Verified Location
4923,Warehouse Saloon,"(Some W,OC)(Sun. brunch)(Looks promising) (Off Hwy 281, Nakoma exit)",134 W. Turbo,"Restaurant,Bars/Clubs","(W),(OC),(PT),(R)",San Antonio,TX,1983,,,,12/5/2021 11:02am,"134 W. Turbo, San Antonio, TX",29.5459072,-98.4960318,"134 w turbo dr, san antonio, tx 78216, usa",Google Verified Location
2171,Washington,'Bughouse Square',,Cruising Areas,"Cruisy Area,(AYOR)",Chicago,IL,1983,checked,NA,,4/14/2022 5:24am,", IL",41.899273,-87.630585,unclear_coded_by_hand,Verified Location
1491,Washington Blade,(Publication) Suite 315,"930 'F' St. N.W., Washington, D.C. 20004",Publication,,Washington,DC,1983,,,,12/15/2021 12:57pm,"930 'F' St. N.W., Washington, D.C. 20004, Washington, DC",38.8971358,-77.0253995,"930 f st nw, washington, dc 20004, usa",Google Verified Location
4286,Washington Grill,(Some L)(Disco)(Thur. - Fri. - Sat. only),1002 Washington PL,Bars/Clubs,"(L),(D)",Erie,PA,1983,,,,12/5/2021 11:02am,"1002 Washington PL, Erie, PA",42.1151077,-80.1106191,"1002 washington pl, erie, pa 16502, usa",Google Verified Location
4259,Washington Park,by Lewis & Clark Monument,,Cruising Areas,Cruisy Area,Portland,OR,1983,checked,NA,,6/4/2022 6:24am,", OR",45.521311,-122.701431,unclear_coded_by_hand,Verified Location
3415,Washington Park,,,Cruising Areas,Cruisy Area,Albany,NY,1983,checked,NA,,5/27/2022 10:22pm,", NY",42.658355,-73.772791,unclear_coded_by_hand,Verified Location
3779,Washington Square Park,Court at Clinton (Note: All should be visited strictly AYOR),,Cruising Areas,"Cruisy Area,(AYOR)",Rochester,NY,1983,checked,NA,,6/1/2022 8:28am,", NY",43.15345,-77.605307,unclear_coded_by_hand,Verified Location
3449,Washington St. & Oak,nr. Bus Depot ('Hustlers'),,Cruising Areas,Cruisy Area,Buffalo,NY,1983,checked,NA,,5/28/2022 8:19am,", NY",42.886447,-78.878369,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2172,Water Tower Place,1st floor T-Room,,Cruising Areas,Cruisy Area,Chicago,IL,1983,checked,NA,,4/14/2022 5:24am,", IL",41.89793,-87.622893,unclear_coded_by_hand,Verified Location
1188,Watergarden,(Baths),1010 The Alameda,Bathhouses,(*),San Jose,CA,1983,,,,12/5/2021 11:00am,"1010 The Alameda, San Jose, CA",37.3312376,-121.9094864,"1010 the alameda, san jose, ca 95126, usa",Google Verified Location
1144,Watering Hole,"(W, OC)(Good days)",6th & Folsom,Bars/Clubs,"(W),(OC)",San Francisco,CA,1983,checked,NA,,3/11/2022 5:04am,"6th & Folsom, CA",37.77493,-122.419415,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2820,Watership Inn,,7 Winthrop St.,Hotel,"(H),(*)",Provincetown,MA,1983,,,,12/5/2021 11:01am,"7 Winthrop St., Provincetown, MA",42.0484291,-70.1908131,"historic district, 7 winthrop st, provincetown, ma 02657, usa",Google Verified Location
5113,Watertown Saloon,,2301 1st Ave.,Bars/Clubs,(M),Seattle,WA,1983,,,,12/5/2021 11:02am,"2301 1st Ave., Seattle, WA",47.6132514,-122.3469767,"2301 1st ave, seattle, wa 98121, usa",Google Verified Location
2008,Wave Waikiki,"(New Wave Disco)(Best after Hula's closes, from 2-4am*)(Adm.)",1877 Kalakaua,Bars/Clubs,"(YC),(D),(*)",Waikiki,HI,1983,,,,12/10/2021 4:47pm,"1877 Kalakaua, Waikiki, HI",21.2873264,-157.8343855,"1877 kalakaua ave, honolulu, hi 96815, usa",Google Verified Location
5176,Waverly Roadside park,,Rte. 2 N.,Cruising Areas,Cruisy Area,Parkersburg,WV,1983,checked,NA,,6/12/2022 8:19am,"Rte. 2 N., WV",39.266742,-81.561513,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
369,Way Out Inn,,4664 60th St. W.,Bars/Clubs,(M),Lancaster,CA,1983,,,,12/5/2021 11:00am,"4664 60th St. W., Lancaster, CA",34.7112814,-118.2369535,"4664 60th st w, lancaster, ca 93536, usa",Google Verified Location
1588,Waynesart,(Unique statues - see ad for brochure)(305) 463-1666,900 S. Andrews Ave.,Business,,Ft. Launderdale,FL,1983,,,,12/5/2021 11:00am,"900 S. Andrews Ave., Ft. Launderdale, FL",26.1110935,-80.1428802,"900 s andrews ave, fort lauderdale, fl 33316, usa",Google Verified Location
5023,Wayside Park,(days),S. Military Hwy.,Cruising Areas,Cruisy Area,Norfolk,VA,1983,checked,NA,Address found here: https://dwr.virginia.gov/vbwt/sites/wayside-park/,6/9/2022 11:20am,"S. Military Hwy., VA",38.359393,-77.016916,unclear_coded_by_hand,Verified Location
1610,Wayside Park,,,Cruising Areas,Cruisy Area,Ft. Walton Beach,FL,1983,checked,NA,,3/15/2022 3:51pm,", FL",30.393574,-86.590793,unclear_coded_by_hand,Verified Location
1946,We Three Lounge,(Disco)(Some L),434 Cotton Ave.,Bars/Clubs,"(*),(D),(L)",Macon,GA,1983,,,,12/5/2021 11:01am,"434 Cotton Ave., Macon, GA",32.8367823,-83.6305142,"434 cotton ave, macon, ga 31201, usa",Google Verified Location
2821,Weathering Heights,(Bar & R),Shank Painter Rd.,"Bars/Clubs,Restaurant",(R),Provincetown,MA,1983,checked,NA,Address found here: https://buildingprovincetown.wordpress.com/2010/01/02/68-shank-painter-road-1/,5/19/2022 2:11pm,"Shank Painter Rd., MA",42.051232,-70.195766,unclear_coded_by_hand,Verified Location
3611,Weehawken St.,by foot or car,,Cruising Areas,Cruisy Area,Greenwich Village,NY,1983,checked,NA,,5/30/2022 4:32pm,", NY",40.733208,-74.009812,unclear_coded_by_hand,Verified Location
2173,Weibolt's Dept. Store,(Downtown) (2nd floor T-Room),,Cruising Areas,Cruisy Area,Chicago,IL,1983,checked,NA,,4/14/2022 5:26am,", IL",41.878114,-87.629798,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
5189,Weigh-In Scales,Very active when closed after,,Cruising Areas,Cruisy Area,Parkersburg,WV,1983,checked,NA,,6/12/2022 8:19am,", WV",39.266742,-81.561513,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
251,Weil Park,,,Cruising Areas,Cruisy Area,Bakersfield,CA,1983,checked,NA,,2/15/2022 9:31am,", CA",35.383413,-119.011125,unclear_coded_by_hand,Verified Location
1145,Welcome Home,,464 Castro,Restaurant,"(M),(R)",San Francisco,CA,1983,,,,12/5/2021 11:00am,"464 Castro, San Francisco, CA",37.7615021,-122.4353189,"464 castro st, san francisco, ca 94114, usa",Google Verified Location
409,Wellington Club Baths,,1202 E. Anaheim,Bathhouses,"(P),(*)",Wilmington,CA,1983,,,,12/5/2021 11:00am,"1202 E. Anaheim, Wilmington, CA",33.7805312,-118.2479798,"1202 e anaheim st, wilmington, ca 90744, usa",Google Verified Location
3602,Wendell's Cards & Books,,302 W. 12th St.,Book Store,,Greenwich Village & Chelsea,NY,1983,,,,12/5/2021 11:02am,"302 W. 12th St., Greenwich Village & Chelsea, NY",40.7373796,-74.004651,"302 w 12th st, new york, ny 10014, usa",Google Verified Location
891,West Coast Production Co.,(WCPC)(3 bars)(Macho)(Disco)(Cruisy)(Liquor),1845 Hancock,"Bars/Clubs,Cruising Areas","(*),(YC),(D)",San Diego,CA,1983,,,,12/5/2021 11:00am,"1845 Hancock, San Diego, CA",32.7425478,-117.1854034,"1845 hancock st, san diego, ca 92110, usa",Google Verified Location
1356,West Farms Mall,,,Cruising Areas,Cruisy Area,Farmington,CT,1983,checked,NA,,3/12/2022 7:16am,", CT",41.722862,-72.763237,unclear_coded_by_hand,Verified Location
1383,West Farms Mall,W. Hartford,,Cruising Areas,Cruisy Area,Hartford,CT,1983,checked,NA,,3/12/2022 7:27am,", CT",41.723086,-72.762124,unclear_coded_by_hand,Verified Location
533,West Hollywood,( 'Boys Town') (area off Santa Monica Blvd. nr. Studio One),,Cruising Areas,Cruisy Area,Hollywood,CA,1983,checked,NA,,4/27/2022 5:33pm,", CA",34.090009,-118.361744,unclear_coded_by_hand,Verified Location
3886,West Main Adult Books,(Peep shows etc.),414 W. Main,"Book Store,Bars/Clubs",,Gastonia,NC,1983,,,,12/5/2021 11:02am,"414 W. Main, Gastonia, NC",35.2638596,-81.1883355,"414 w main ave, gastonia, nc 28052, usa",Google Verified Location
3612,West St.,,,Cruising Areas,Cruisy Area,Greenwich Village,NY,1983,checked,NA,,5/30/2022 4:33pm,", NY",40.723629,-74.011577,unclear_coded_by_hand,Verified Location
366,West St. Beach,nr. Laguna Royal Motel S. Laguna,,Cruising Areas,Cruisy Area,Laguna Beach,CA,1983,checked,NA,,2/18/2022 11:14am,", CA",33.542719,-117.785357,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3603,West World,"(Flicks, peep holes, back room, etc.) nr. Christopher",355 West St.,Business,,Greenwich Village & Chelsea,NY,1983,,,,12/5/2021 11:02am,"355 West St., Greenwich Village & Chelsea, NY",40.7297945,-74.0107916,"355 west st, new york, ny 10014, usa",Google Verified Location
1236,Westbay M.C.C.,,1260 18th St.,Religious Institution,(MCC),Santa Monica,CA,1983,,,,12/5/2021 11:00am,"1260 18th St., Santa Monica, CA",34.0284481,-118.4839849,"1260 18th st, santa monica, ca 90404, usa",Google Verified Location
3442,Westbrook Station,(Disco)(Looks promising),675 Delaware Ave.,"Bars/Clubs,Restaurant","(YC),(D),(R)",Buffalo,NY,1983,,,,12/5/2021 11:02am,"675 Delaware Ave., Buffalo, NY",42.9024983,-78.8723668,"675 delaware ave, buffalo, ny 14209, usa",Google Verified Location
4393,Westbury Hotel Bar,('Mixed bag'),217 S. 15th St.,"Bars/Clubs,Hotel",(*),Philadelphia,PA,1983,,,,12/10/2021 7:09am,"217 S. 15th St., Philadelphia, PA",39.9488159,-75.166001,"217 s 15th st, philadelphia, pa 19102, usa",Google Verified Location
3829,Westchester Mall,,,Cruising Areas,Cruisy Area,Yorktown,NY,1983,checked,NA,,6/1/2022 2:19pm,", NY",41.031275,-73.759185,unclear_coded_by_hand,Verified Location
3006,Westend Beach,Bath House,,"Cruising Areas,Bathhouses",Cruisy Area,Traverse City,MI,1983,checked,NA,,5/23/2022 8:26am,", MI",44.769607,-85.634675,unclear_coded_by_hand,Verified Location
135,Western Express,(Publication),"P.O. Box 32575, Phoenix, AZ 85064",Publication,,Phoenix,AZ,1983,checked,NA,,2/9/2022 4:22pm,"P.O. Box 32575, Phoenix, AZ 85064, AZ",33.448377,-112.074037,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
25,Western Super Market,(Late Sat. nights*),2230 Highland Ave.,Cruising Areas,"Cruisy Area,(*)",Birmingham,AL,1983,checked,NA,,2/4/2022 3:50pm,"2230 Highland Ave., AL",33.501784,-86.790606,unclear_coded_by_hand,Verified Location
4873,Westheimer,The 'Castro St.' of Houston,,Cruising Areas,Cruisy Area,Houston,TX,1983,checked,NA,,6/7/2022 5:33pm,", TX",29.741105,-95.458095,unclear_coded_by_hand,Verified Location
1620,Westland Mall,,,Cruising Areas,Cruisy Area,Hialeah,FL,1983,checked,NA,,3/31/2022 7:56am,", FL",25.868195,-80.318109,unclear_coded_by_hand,Verified Location
2939,Westland Shopping Center,(Westland),,Cruising Areas,Cruisy Area,Detroit,MI,1983,checked,NA,,5/20/2022 2:28pm,", MI",42.340679,-83.389153,unclear_coded_by_hand,Verified Location
4507,Westminster Mall,,,Cruising Areas,Cruisy Area,Providence,RI,1983,checked,NA,,6/6/2022 8:56am,", RI",41.82417,-71.410686,unclear_coded_by_hand,Verified Location
3233,Westroads Shopping Center Mall,,,Cruising Areas,Cruisy Area,Omaha,NE,1983,checked,NA,,5/25/2022 10:48am,", NE",41.265563,-96.068305,unclear_coded_by_hand,Verified Location
587,Westside,(Open for lunch - Patio - good days) (W.L.A.),6112 Venice Blvd.,Restaurant,"(R),(D),(*)",Los Angeles,CA,1983,,,,12/5/2021 11:00am,"6112 Venice Blvd., Los Angeles, CA",34.035561,-118.3767103,"6112 venice blvd., los angeles, ca 90034, usa",Google Verified Location
1589,Westsider,(Open 24 hrs.),665 S.W. 27th Ave.,Restaurant,"(M),(R)",Ft. Launderdale,FL,1983,,,,12/5/2021 11:00am,"665 S.W. 27th Ave., Ft. Launderdale, FL",26.1125455,-80.1783957,"665 sw 27th ave, fort lauderdale, fl 33312, usa",Google Verified Location
4594,Westtown Mall,,,Cruising Areas,Cruisy Area,Knoxville,TN,1983,checked,NA,,6/7/2022 12:29pm,", TN",35.924485,-84.038397,unclear_coded_by_hand,Verified Location
2651,Westwood,"(Some M , W , L)",8233 Georgia Ave.,Bars/Clubs,"(M),(W),(L),(PT),(WE)",Silver Springs,MD,1983,,,,12/5/2021 11:01am,"8233 Georgia Ave., Silver Springs, MD",38.9926626,-77.0262093,"8233 georgia ave, silver spring, md 20910, usa",Google Verified Location
4508,Weybosset St.,,,Cruising Areas,Cruisy Area,Providence,RI,1983,checked,NA,,6/6/2022 8:56am,", RI",41.822328,-71.411706,unclear_coded_by_hand,Verified Location
5056,Whatcom Falls Park,,,Cruising Areas,Cruisy Area,Bellingham,WA,1983,checked,NA,,6/9/2022 12:45pm,", WA",48.750448,-122.426905,unclear_coded_by_hand,Verified Location
3811,Wheel Inn,(Summers),Lower Main St.,Hotel,,Tupper Lake,NY,1983,checked,NA,,6/1/2022 9:36am,"Lower Main St., NY",44.223949,-74.464057,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
715,Whiskey Gulch Saloon,,1951 E. University Ave.,,"(W),(YC),(*)",Palo Alto,CA,1983,,,,12/5/2021 11:00am,"1951 E. University Ave., Palo Alto, CA",37.4578705,-122.1418776,"1951 university ave, palo alto, ca 94301, usa",Google Verified Location
2392,White Castle,,13th & Madison,"Cruising Areas,Restaurant","Cruisy Area,(R),(RT)",Covington,KY,1983,checked,NA,,5/2/2022 6:16pm,"13th & Madison, KY",39.083671,-84.508554,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1698,White Elephant,,915 Duval St.,Restaurant,"(M),(R)",Key West,FL,1983,,,,12/5/2021 11:01am,"915 Duval St., Key West, FL",24.5516203,-81.7994406,"915 duval st, naval air station key west, fl 33040, usa",Google Verified Location
2650,White Flint Mall,,,Cruising Areas,Cruisy Area,Rockville,MD,1983,checked,NA,,5/18/2022 2:35pm,", MD",39.041796,-77.107365,unclear_coded_by_hand,Verified Location
667,White Horse,(Video & Game room),6547 Telegraph Ave.,Bars/Clubs,"(YC),(Hip),(D),(*)",Oakland,CA,1983,,,,12/5/2021 11:00am,"6547 Telegraph Ave., Oakland, CA",37.8518005,-122.2605874,"6547 telegraph ave, oakland, ca 94609, usa",Google Verified Location
253,White Horse,(See Oakland),,Bars/Clubs,(*),Berkeley,CA,1983,checked,NA,White Horse Bar Website: https://whitehorsebar.com/  ;article about the nation's second oldest gay bar: https://bancroft.berkeley.edu/collections/gaybears/whitehorse/,2/15/2022 9:44am,", CA",37.851827,-122.260559,unclear_coded_by_hand,Verified Location
4543,White House,(Disco) (Cl. Sun.) 1/2 i mi. E. of Int. Waterway,Hwy. 501,,"(D),(S),(PT),(*)",Myrtle Beach,SC,1983,,,,12/5/2021 11:02am,"Hwy. 501, Myrtle Beach, SC",33.7196796,-78.9290931,"us-501, myrtle beach, sc, usa",Google Verified Location
4744,White Rock Lake,,,Cruising Areas,Cruisy Area,Dallas,TX,1983,checked,NA,,6/7/2022 4:29pm,", TX",32.828066,-96.725316,unclear_coded_by_hand,Verified Location
1332,White Spot,,740 W. Colfax,Restaurant,"(M),(R),(C)",Denver,CO,1983,,,,12/5/2021 11:00am,"740 W. Colfax, Denver, CO",39.7397837,-104.9974398,"740 w colfax ave, denver, co 80204, usa",Google Verified Location
4138,White St.,nr. the U. of OK.,,Cruising Areas,Cruisy Area,Norman,OK,1983,checked,NA,,6/3/2022 12:59pm,", OK",35.213017,-97.444652,unclear_coded_by_hand,Verified Location
1146,White Swallow,,1750 Polk St.,Bars/Clubs,(*),San Francisco,CA,1983,,,,12/5/2021 11:00am,"1750 Polk St., San Francisco, CA",37.7930415,-122.4210693,"1750 polk st, san francisco, ca 94109, usa",Google Verified Location
2822,White Wind Inn,"(Some M , L)",174 Commercial St.,Bars/Clubs,"(M),(L)",Provincetown,MA,1983,,,,12/5/2021 11:01am,"174 Commercial St., Provincetown, MA",42.0480392,-70.1898829,"historic district, 174 commercial st, provincetown, ma 02657, usa",Google Verified Location
3278,Whitney's Village Inn,(Ski resort)(Bar) (603) 383-6886,Rt. 16B,"Hotel,Bars/Clubs,Restaurant","(*),(M),(H),(R)",Jackson,NH,1983,checked,NA,,5/25/2022 11:29am,"Rt. 16B, NH",44.165638,-71.165541,unclear_coded_by_hand,Verified Location
4182,Whittier Book Store Lewis,,at Admiral,Book Store,,Tulsa,OK,1983,checked,NA,,6/3/2022 1:44pm,"at Admiral, OK",36.159649,-95.959158,unclear_coded_by_hand,Verified Location
1953,Who's Who,(Disco)(Cruisy),217 E. Bay,"Bars/Clubs,Cruising Areas","(D),(*)",Savannah,GA,1983,,,,12/5/2021 11:01am,"217 E. Bay, Savannah, GA",32.0802329,-81.088643,"217 e bay st, savannah, ga 31401, usa",Google Verified Location
4130,Wick Park,,,Cruising Areas,Cruisy Area,Youngstown,OH,1983,checked,NA,,6/3/2022 12:30pm,", OH",41.113529,-80.646565,unclear_coded_by_hand,Verified Location
1699,Wicker House,,913 Duval St.,Hotel,"(M),(H)",Key West,FL,1983,,,,12/5/2021 11:01am,"913 Duval St., Key West, FL",33.759637,-78.790519,"913 duval st, naval air station key west, fl 33040, usa",Verified Location
5184,Wild Bill's Book Store,,613 W. 29th,Book Store,,Austin,TX,1983,,,,12/5/2021 11:02am,"613 W. 29th, Austin, TX",30.2953731,-97.7437285,"613 w 29th st, austin, tx 78705, usa",Google Verified Location
4666,Wild Bill's Book Store,,8552 Research Blvd.,Book Store,,Austin,TX,1983,,,,12/5/2021 11:02am,"8552 Research Blvd., Austin, TX",30.3609383,-97.7172736,"8552 research blvd, austin, tx 78758, usa",Google Verified Location
4732,Wild Crowd Inn,,2515 N. Fitzhugh,Bars/Clubs,"(D),(C&W)",Dallas,TX,1983,,,,12/5/2021 11:02am,"2515 N. Fitzhugh, Dallas, TX",32.8124282,-96.7838891,"2515 n fitzhugh ave, dallas, tx 75204, usa",Google Verified Location
1147,Wild Goose,nr. Polk (Mama Billie's),1488 Pine St.,Bars/Clubs,,San Francisco,CA,1983,,,,12/5/2021 11:00am,"1488 Pine St., San Francisco, CA",37.789794,-122.4201666,"1488 pine st, san francisco, ca 94109, usa",Google Verified Location
4201,Wild Iris,,1161 Lincoln St.,Restaurant,"(M),(L),(R)",Eugene,OR,1983,,,,12/5/2021 11:02am,"1161 Lincoln St., Eugene, OR",44.047071,-123.0970675,"1161 lincoln st, eugene, or 97401, usa",Google Verified Location
1148,Wild Side West,,424 Cortland,Bars/Clubs,(L),San Francisco,CA,1983,,,,12/5/2021 11:00am,"424 Cortland, San Francisco, CA",37.7389946,-122.417194,"424 cortland ave, san francisco, ca 94110, usa",Google Verified Location
4394,Wild West Book Shop,(Open 24 hrs. - Upstairs is Cruisy),942 Market St.,"Cruising Areas,Book Store",(*),Philadelphia,PA,1983,,,,12/5/2021 11:02am,"942 Market St., Philadelphia, PA",39.9512131,-75.1566629,"942 market st, philadelphia, pa 19107, usa",Google Verified Location
4866,Wilde 'n' Stein,(Book store),520-B Westheimer,Book Store,(*),Houston,TX,1983,,,,12/5/2021 11:02am,"520-B Westheimer, Houston, TX",29.7448015,-95.3883026,"520 westheimer rd b, houston, tx 77006, usa",Google Verified Location
4254,Wilde Oscar's,(Patio)(Occ. S*)(Sun. brunch),318 S.W. 3rd Ave.,Restaurant,"(PT),(R),(S),(*)",Portland,OR,1983,,,,12/10/2021 4:46pm,"318 S.W. 3rd Ave., Portland, OR",45.5205558,-122.6741189,"318 sw 3rd ave, portland, or 97204, usa",Google Verified Location
631,Wilde Oscar's,,11622 Ventura Blvd.,Restaurant,"(R),(*)",Studio City,CA,1983,,,,12/5/2021 11:00am,"11622 Ventura Blvd., Studio City, CA",34.1403141,-118.3856186,"11622 ventura blvd, studio city, ca 91604, usa",Google Verified Location
777,Wildwood Ranch,(Resort)(Swim pool - 2 day min.) (707) 632-5321,"P.O. Box 78, Guerneville 95446",Hotel,,Guerneville,CA,1983,checked,NA,,2/23/2022 3:03pm,"P.O. Box 78, Guerneville 95446, CA",38.501858,-122.99611,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4867,Wildwood Saloon,,1504 Westheimer,Bars/Clubs,,Houston,TX,1983,,,,12/5/2021 11:02am,"1504 Westheimer, Houston, TX",29.7429621,-95.3973414,"1504 westheimer rd, houston, tx 77006, usa",Google Verified Location
3701,Wildwood Tavern,(Top Uptown-West Side cruise bar) nr. 74th St.,308 Columbus Ave.,"Bars/Clubs,Cruising Areas",(*),Uptown,NY,1983,,,,12/5/2021 11:02am,"308 Columbus Ave., Uptown, NY",40.7790129,-73.977616,"308 columbus ave, new york, ny 10023, usa",Google Verified Location
4160,Will Rogers Park,,,Cruising Areas,"Cruisy Area,(AYOR),(*)",Oklahoma City,OK,1983,checked,NA,,6/3/2022 1:09pm,", OK",35.503952,-97.580252,unclear_coded_by_hand,Verified Location
5050,William & Mary College,Student Union Basement T-Room,,Cruising Areas,Cruisy Area,Willimsburg,VA,1983,checked,NA,,6/9/2022 12:15pm,", VA",37.270975,-76.716247,unclear_coded_by_hand,Verified Location
1697,William St. House,,329 William St.,Hotel,"(H),(*)",Key West,FL,1983,,,,12/5/2021 11:01am,"329 William St., Key West, FL",24.5594861,-81.8000813,"329 william st, naval air station key west, fl 33040, usa",Google Verified Location
2852,Williams Inn,(Disco -WE),Main St.,"Restaurant,Bars/Clubs","(M),(R),(H),(WE)",Williamstown,MA,1983,checked,NA,,5/20/2022 12:01pm,"Main St., MA",42.71202,-73.20369,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1250,Willie's,(Disco),4204 W. Lane,Bars/Clubs,"(YC),(D),(*)",Stockton,CA,1983,,,,12/5/2021 11:00am,"4204 W. Lane, Stockton, CA",37.9916244,-121.2860996,"4204 west ln, stockton, ca 95204, usa",Google Verified Location
