ID,title,description,amenityfeatures,streetaddress,type,city,state,unclearaddress,Year,uncleartype,notes,lastmodified,full.address,lon,lat,geoAddress,status
121,Rest Stop,"at Welcome Center, I-40E, N. of Town",Cruisy Area,,Cruising Areas,Ft. Smith,AR,checked,1989,NA,,3/2/2023 3:30pm,", AR",-94.398731,35.458954,unclear_coded_by_hand,Found
122,Our House Lounge,(Disco-upstairs),(*),336 Central Ave.,Bars/Clubs,Hot Springs,AR,NA,1989,NA,,6/8/2022 12:52pm,"336 Central Ave., Hot Springs, AR",-93.0539911,34.5147996,"336 central ave, hot springs national park, ar 71901, usa",Geocoded
123,Central Ave.,,"Cruisy Area,(AYOR)",,Cruising Areas,Hot Springs,AR,checked,1989,NA,,3/2/2023 3:31pm,", AR",-93.059844,34.4722,unclear_coded_by_hand,General Coordinates Used
124,DeSoto Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Hot Springs,AR,checked,1989,NA,,2/3/2023 11:41pm,", AR",-93.029602,34.536275,unclear_coded_by_hand,Found
125,American Arcade,,,4524 Asher,Business,Little Rock,AR,NA,1989,NA,,7/25/2022 1:58pm,"4524 Asher, Little Rock, AR",-92.3252798,34.7234386,"4524 asher ave, little rock, ar 72204, usa",Geocoded
126,Arkansas Advisor,(Publication),,"P.O. Box 4599, 72204",Publication,Little Rock,AR,checked,1989,NA,,2/3/2023 11:42pm,"P.O. Box 4599, 72204, AR",-92.289595,34.746481,unclear_coded_by_hand,Found
127,Arkansas Gay Rights,,,"P.O. Box 4699, 72204",Organization,Little Rock,AR,checked,1989,NA,,2/3/2023 11:42pm,"P.O. Box 4699, 72204, AR",-92.289595,34.746481,unclear_coded_by_hand,General Coordinates Used
128,Books-n-Looks,"(Peeps, Movies, Mags.)",,4000 Asher Ave.,"Book Store,Erotic Shop",Little Rock,AR,NA,1989,NA,,7/25/2022 1:59pm,"4000 Asher Ave., Little Rock, AR",-92.319182,34.725786,"4000 asher ave, little rock, ar 72204, usa",Geocoded
129,Chaps,,"(P),(C&W)",1701 University,Bars/Clubs,Little Rock,AR,NA,1989,NA,,6/8/2022 12:52pm,"1701 University, Little Rock, AR",-92.3398772,34.7205325,"university dr, little rock, ar 72204, usa",Geocoded
130,Christopher's,,"(R),(D)",601 Center St.,"Bars/Clubs,Restaurant",Little Rock,AR,NA,1989,NA,,1/18/2023 10:01am,"601 Center St., Little Rock, AR",-92.2737142,34.7434647,"601 center st, little rock, ar 72201, usa",Geocoded
131,Crisis Center,(501) 375-5151,,,Organization,Little Rock,AR,checked,1989,NA,,2/3/2023 11:43pm,", AR",-92.289595,34.746481,unclear_coded_by_hand,General Coordinates Used
132,Discovery II,(Disco) (Riverfront Dr. off Cantrell Rd.),"(*),(YC),(S),(P),(AH)",1020 Jessie Rd.,Bars/Clubs,Little Rock,AR,NA,1989,NA,,6/8/2022 12:52pm,"1020 Jessie Rd., Little Rock, AR",-92.3009446,34.7595501,"1020 jessie rd, little rock, ar 72202, usa",Geocoded
133,Fifth Gear,(Some L) (Side entrance),"(*),(L),(D),(S),(PT),(V)",3519 Old Cantrell Rd.,Bars/Clubs,Little Rock,AR,NA,1989,NA,,7/25/2022 2:00pm,"3519 Old Cantrell Rd., Little Rock, AR",-92.3119574,34.7647864,"3519 old cantrell rd, little rock, ar 72202, usa",Geocoded
134,Little Rock Inn,,(H),601 Center St.,Hotel,Little Rock,AR,NA,1989,NA,,6/8/2022 12:52pm,"601 Center St., Little Rock, AR",-92.2737142,34.7434647,"601 center st, little rock, ar 72201, usa",Geocoded
135,M.C.C.,(501) 666-2404,(MCC),"P.O. Box 1964, 72203",Religious Institution,Little Rock,AR,checked,1989,NA,,2/3/2023 11:43pm,"P.O. Box 1964, 72203, AR",-92.289595,34.746481,unclear_coded_by_hand,General Coordinates Used
136,Preston's,(Disco),"(P),(YC),(PT),(R)",5618 Asher,Restaurant,Little Rock,AR,NA,1989,NA,nr. University,6/8/2022 12:52pm,"5618 Asher, Little Rock, AR",-92.336072,34.7191026,"5618 asher ave, little rock, ar 72204, usa",Geocoded
137,Silver Dollar,,(L),2710 Asher Ave.,Bars/Clubs,Little Rock,AR,NA,1989,NA,,6/8/2022 12:52pm,"2710 Asher Ave., Little Rock, AR",-92.3048252,34.7314969,"2710 asher ave, little rock, ar 72204, usa",Geocoded
138,Travel By Phillip,,(IGTA),"P.O. Box 5119, 72205-5119",Travel Agency,Little Rock,AR,checked,1989,NA,,2/3/2023 11:43pm,"P.O. Box 5119, 72205-5119, AR",-92.289595,34.746481,unclear_coded_by_hand,General Coordinates Used
139,Twisted Entertainment,(Gift shop),,7201-B Asher Ave.,Book Store,Little Rock,AR,NA,1989,NA,,6/8/2022 12:52pm,"7201-B Asher Ave., Little Rock, AR",-92.3421246,34.7175265,"7201 asher ave b, little rock, ar 72204, usa",Geocoded
140,Alsop Park,(AYOR-police),"Cruisy Area,(AYOR)",,Cruising Areas,Little Rock,AR,checked,1989,NA,,2/3/2023 11:42pm,", AR",-92.315196,34.762634,unclear_coded_by_hand,Found
141,Boyle Park,,Cruisy Area,,Cruising Areas,Little Rock,AR,checked,1989,NA,,2/3/2023 11:42pm,", AR",-92.355545,34.731298,unclear_coded_by_hand,Found
142,Movie Arcade,(peep shows),Cruisy Area,3500 Asher,Cruising Areas,Little Rock,AR,checked,1989,NA,,2/3/2023 11:43pm,"3500 Asher, AR",-92.312977,34.728235,unclear_coded_by_hand,Found
143,Rest Stop,"on I-30, Morgan exit",Cruisy Area,,Cruising Areas,Morgan,AR,checked,1989,NA,,2/3/2023 11:43pm,", AR",-92.372376,34.886478,unclear_coded_by_hand,General Coordinates Used
144,Rest Stop,on I-40,Cruisy Area,,Cruising Areas,Ozark,AR,checked,1989,NA,,2/3/2023 11:43pm,", AR",-93.827696,35.48703,unclear_coded_by_hand,General Coordinates Used
145,Rest Stop,Prairie Creek Rec. area,Cruisy Area,,Cruising Areas,Prairie Creek,AR,checked,1989,NA,,3/2/2023 3:32pm,", AR",-94.061869,36.342019,unclear_coded_by_hand,General Coordinates Used
146,Lake Atlanta,,Cruisy Area,,Cruising Areas,Rogers,AR,checked,1989,NA,,2/3/2023 11:43pm,", AR",-94.098619,36.338302,unclear_coded_by_hand,Found
147,Russellville State Park,Lake Dardanelle,Cruisy Area,,Cruising Areas,Russellville,AR,checked,1989,NA,,2/3/2023 11:44pm,", AR",-93.155952,35.225281,unclear_coded_by_hand,Found
148,Adult Book Store,,(P),414 State Line Ave.,"Book Store,Erotic Shop",Texarkana,AR,NA,1989,NA,,7/19/2022 12:51pm,"414 State Line Ave., Texarkana, AR",-94.0430959,33.4237265,"414 state line ave, texarkana, tx 75501, usa",Geocoded
149,;Mary Sue' Rest Stop,on I-30 E. 1 1/2 mi. E. of State Line Ave.,Cruisy Area,,Cruising Areas,Texarkana,AR,checked,1989,NA,,3/2/2023 3:31pm,", AR",-94.036174,33.430483,unclear_coded_by_hand,General Coordinates Used
150,'Ruth Ann' Rest Stop,on I-30 W. 1/2 mi. W. of State Line Ave.,Cruisy Area,,Cruising Areas,Texarkana,AR,checked,1989,NA,,2/3/2023 11:44pm,", AR",-94.036174,33.430483,unclear_coded_by_hand,General Coordinates Used
151,St. Elmo's,(E-WE),"(M),(W),(PT),(E),(WE)",36 Brewery Gulch Ave,Bars/Clubs,Bisbee,AZ,NA,1989,NA,,6/8/2022 12:52pm,"36 Brewery Gulch Ave, Bisbee, AZ",-109.9133562,31.448586,"36 brewery gulch, bisbee, az 85603, usa",Geocoded
152,Rest Stops,N. on I-10,Cruisy Area,,Cruising Areas,Casa Grande,AZ,checked,1989,NA,,2/3/2023 10:45pm,", AZ",-111.77339,32.911003,unclear_coded_by_hand,General Coordinates Used
153,Gay Alliance of Northern Arizona,(602) 526-9187,,,Organization,Flagstaff,AZ,checked,1989,NA,,2/3/2023 10:47pm,", AZ",-111.651302,35.198284,unclear_coded_by_hand,General Coordinates Used
154,Northern Ariz. U.,Library - basement,Cruisy Area,,Cruising Areas,Flagstaff,AZ,checked,1989,NA,,2/3/2023 10:47pm,", AZ",-111.657545,35.190062,unclear_coded_by_hand,Found
155,Thorp Park,(Sunset & WE),Cruisy Area,,Cruising Areas,Flagstaff,AZ,checked,1989,NA,,2/3/2023 10:48pm,", AZ",-111.658355,35.203668,unclear_coded_by_hand,Found
156,PX,,Cruisy Area,,Cruising Areas,Ft. Huachuca,AZ,checked,1989,NA,,2/3/2023 11:35pm,", AZ",-110.352618,31.555439,unclear_coded_by_hand,Found
157,Kings Inn Best Western,,"(H),(M)",2930 E. Andy Devine,Hotel,Kingman,AZ,NA,1989,NA,,6/8/2022 12:52pm,"2930 E. Andy Devine, Kingman, AZ",-114.0148392,35.2121662,"2930 e andy devine ave, kingman, az 86401, usa",Geocoded
158,London Bridge,(is going down!),Cruisy Area,,Cruising Areas,Lake Havasu City,AZ,checked,1989,NA,,2/3/2023 11:32pm,", AZ",-114.352661,34.467188,unclear_coded_by_hand,Found
159,Reed Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Mesa,AZ,checked,1989,NA,,2/3/2023 10:49pm,", AZ",-111.819674,33.416972,unclear_coded_by_hand,Found
160,Pioneer Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Mesa,AZ,checked,1989,NA,,2/3/2023 10:49pm,", AZ",-111.819674,33.416972,unclear_coded_by_hand,Found
161,Tri-City Mall,,Cruisy Area,,Cruising Areas,Mesa,AZ,checked,1989,NA,,2/3/2023 10:49pm,", AZ",-111.873996,33.414851,unclear_coded_by_hand,Found
162,Al E. Gators,(Guppie),"(*),(PE),(YC)",4343 N. 7th St.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"4343 N. 7th St., Phoenix, AZ",-112.0646532,33.4994525,"4343 n 7th st, phoenix, az 85014, usa",Geocoded
163,Apollo's,(Hot cocktail hour) (Some SM),"(*),(SM),(PT)",5749 N. 7th St.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"5749 N. 7th St., Phoenix, AZ",-112.0646894,33.5217475,"5749 n 7th st, phoenix, az 85014, usa",Geocoded
164,Attitudes,,(M),921 W. Camelback,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"921 W. Camelback, Phoenix, AZ",-112.08568,33.5089257,"921 w camelback rd, phoenix, az 85013, usa",Geocoded
165,Barney's Books,,,1421 E. McDowell Rd.,Book Store,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"1421 E. McDowell Rd., Phoenix, AZ",-112.0510015,33.4655708,"1421 e mcdowell rd, phoenix, az 85006, usa",Geocoded
166,Book Cellars,"(Books, etc.)",,2103 W. Camelback Rd.,Book Store,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"2103 W. Camelback Rd., Phoenix, AZ",-112.1044816,33.5093936,"2103 w camelback rd, phoenix, az 85015, usa",Geocoded
167,Book Cellars,"(Books, etc.)",,402 W. Hatcher,Book Store,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"402 W. Hatcher, Phoenix, AZ",-112.0800765,33.5714788,"402 w hatcher rd, phoenix, az 85021, usa",Geocoded
168,Bum Steer,(Levi),"(V),(PT),(AH)",4620 N. 7th Ave.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,7/25/2022 2:00pm,"4620 N. 7th Ave., Phoenix, AZ",-112.0829409,33.5043274,"4620 n 7th ave, phoenix, az 85013, usa",Geocoded
169,Castle Adult Books,(Cruisy),,5501 E. Washington,"Book Store,Cruising Areas",Phoenix,AZ,NA,1989,NA,,6/8/2022 12:54pm,"5501 E. Washington, Phoenix, AZ",-111.9630151,33.4450894,"5501 e washington st, phoenix, az 85034, usa",Geocoded
170,Cattleman's Exchange,(Hayloft-upstairs),"(OC),(N)",138 W. Camelback Rd.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"138 W. Camelback Rd., Phoenix, AZ",-112.077153,33.509672,"138 w camelback rd, phoenix, az 85013, usa",Geocoded
171,Charlie's,(Square-D) (Cloggers),"(*),(C&W),(D),(PT)",727 W. Camelback Rd.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"727 W. Camelback Rd., Phoenix, AZ",-112.0836713,33.5089763,"727 w camelback rd, phoenix, az 85013, usa",Geocoded
172,Connection,(Disco) (Cruisy) (Some W),"(*),Cruisy Area,(W),(YC),(V),(PT),(AH)",4211 N. 7th St.,"Bars/Clubs,Cruising Areas",Phoenix,AZ,checked,1989,NA,,2/3/2023 10:50pm,"4211 N. 7th St., AZ",-112.0648,33.496998,unclear_coded_by_hand,Found
173,Crusin' Central,(Some OC) (Hustlers),"(OC),(RT),(AYOR)",1011 N. Central Ave.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"1011 N. Central Ave., Phoenix, AZ",-112.0735412,33.4593185,"1011 n central ave, phoenix, az 85004, usa",Geocoded
174,Dignity,(602) 866-1035,,,Religious Institution,Phoenix,AZ,checked,1989,NA,,2/3/2023 10:51pm,", AZ",-112.074037,33.448377,unclear_coded_by_hand,General Coordinates Used
175,Dime Store,,"(*),(V),(PT)",1810 E. McDowell,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,7/25/2022 2:00pm,"1810 E. McDowell, Phoenix, AZ",-112.0429096,33.4660714,"1810 e mcdowell rd, phoenix, az 85006, usa",Geocoded
176,Durant's,(Cocktail hour),"(M),(R)",2611 N. Central,Restaurant,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"2611 N. Central, Phoenix, AZ",-112.0734862,33.4772518,"2611 n central ave, phoenix, az 85004, usa",Geocoded
177,Farrah's,"(Some L, YC) (Disco)","(L),(YC),(PT)",4158 Grand Ave.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"4158 Grand Ave., Phoenix, AZ",-112.147393,33.506892,"4158 grand ave, phoenix, az 85019, usa",Geocoded
178,Fergy's,,(N),3025 W. 24th St.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"3025 W. 24th St., Phoenix, AZ",-111.9499166,33.4028637,"w 24th st, tempe, az 85282, usa",Geocoded
179,Ferrari Publications,,(IGTA),"P.O. Box 35575, 85069",Publication,Phoenix,AZ,checked,1989,NA,,2/3/2023 10:52pm,"P.O. Box 35575, 85069, AZ",-112.1121,33.555703,unclear_coded_by_hand,General Coordinates Used
180,Flex Health Club Phoenix,,(P),1517 S. Black Canyon Rd.,Health Clinic,Phoenix,AZ,NA,1989,NA,,1/3/2023 9:45pm,"1517 S. Black Canyon Rd., Phoenix, AZ",-112.1072675,33.4337502,"1517 s black canyon hwy, phoenix, az 85009, usa",Geocoded
181,"Firstravel, Ltd",,(IGTA),5150 N. 7th St.,Travel Agency,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"5150 N. 7th St., Phoenix, AZ",-112.0652657,33.5126824,"5150 n 7th st, phoenix, az 85012, usa",Geocoded
182,Gay Roommate Service,(602) 938-3932,,,Hotline,Phoenix,AZ,checked,1989,NA,,2/3/2023 10:52pm,", AZ",-112.074037,33.448377,unclear_coded_by_hand,General Coordinates Used
183,Gay/ Lesbian Assistance & AIDS Info.,(602) 234-2752,,,Hotline,Phoenix,AZ,checked,1989,NA,,2/3/2023 10:52pm,", AZ",-112.074037,33.448377,unclear_coded_by_hand,General Coordinates Used
184,Goog's,,"(R),(AH)",1812 E. Camelback Rd.,Restaurant,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"1812 E. Camelback Rd., Phoenix, AZ",-112.0425687,33.5095761,"1812 e camelback rd, phoenix, az 85016, usa",Geocoded
185,Humanspace Books Inc.,,,1617 N. 32nd St.,Book Store,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"1617 N. 32nd St., Phoenix, AZ",-112.0125818,33.4667912,"1617 n 32nd st, phoenix, az 85008, usa",Geocoded
186,Impulse,(Strippers),(S),2326 E. Indian School,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"2326 E. Indian School, Phoenix, AZ",-112.0313969,33.4951368,"2326 e indian school rd, phoenix, az 85016, usa",Geocoded
187,Incognito Lounge,,"(L),(D),(*)",2424 E. Thomas Rd.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"2424 E. Thomas Rd., Phoenix, AZ",-112.028937,33.4806218,"2424 e thomas rd, phoenix, az 85016, usa",Geocoded
188,Little Jim's,(Hustlers),"(OC),(PT),(RT)",222 E. Roosevelt,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"222 E. Roosevelt, Phoenix, AZ",-112.0701637,33.458818,"222 e roosevelt st, phoenix, az 85004, usa",Geocoded
189,M.C.C.,(Case de Christo),(MCC),1029 Turney,Religious Institution,Phoenix,AZ,NA,1989,NA,,1/3/2023 9:45pm,"1029 Turney, Phoenix, AZ",-112.0585833,33.4994011,"1029 e turney ave, phoenix, az 85014, usa",Geocoded
190,Network,(Hustlers),"(S),(*)",3025 N. 24th St.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"3025 N. 24th St., Phoenix, AZ",-112.0297986,33.4833131,"3025 n 24th st, phoenix, az 85016, usa",Geocoded
191,New Camel Club,,"(R),(S),(E)",5105 N. 43rd St.,Restaurant,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"5105 N. 43rd St., Phoenix, AZ",-111.9892113,33.5137408,"5105 n 43rd st, phoenix, az 85018, usa",Geocoded
192,New Moon,(Disco),(L),3108 E. McDowell Rd.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"3108 E. McDowell Rd., Phoenix, AZ",-112.0154764,33.4660819,"3108 e mcdowell rd, phoenix, az 85008, usa",Geocoded
193,Nu Towne,(*Tue.&Sun.),"(PT),(YC),(*)",5002 E. Van Buren,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"5002 E. Van Buren, Phoenix, AZ",-111.9739771,33.4514023,"5002 e van buren st, phoenix, az 85008, usa",Geocoded
194,P.R.,(Publication),,"P.O. Box 5948, 85010",Publication,Phoenix,AZ,checked,1989,NA,,2/3/2023 10:54pm,"P.O. Box 5948, 85010, AZ",-112.074037,33.448377,unclear_coded_by_hand,General Coordinates Used
195,Ramrod,(Patio) (Sun.*),"(SM),(W),(*)",395 N. Black Canyon Rd.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"395 N. Black Canyon Rd., Phoenix, AZ",-112.1125847,33.6647262,"n black cyn hwy, phoenix, az 85027, usa",Geocoded
196,Royal Villa Motel,(602) 266-6883,(IGTA),1102 E. Turney Ave.,Travel Agency,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"1102 E. Turney Ave., Phoenix, AZ",-112.0578603,33.5003315,"1102 e turney ave, phoenix, az 85014, usa",Geocoded
197,Stixx,,"(N),(PT),(D)",3015 N. 16th St.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"3015 N. 16th St., Phoenix, AZ",-112.0473847,33.4825335,"3015 n 16th st, phoenix, az 85016, usa",Geocoded
198,Talk of the Town,,(L),4301 N. 7th Ave.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"4301 N. 7th Ave., Phoenix, AZ",-112.0827451,33.4986923,"4301 n 7th ave, phoenix, az 85013, usa",Geocoded
199,Taylor's,,"(*),(E)",4223 N. 7th St.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"4223 N. 7th St., Phoenix, AZ",-112.0650494,33.4973253,"4223 n 7th st, phoenix, az 85014, usa",Geocoded
200,The Club,,"(*),(E)",4223 N. 7th St.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"4223 N. 7th St., Phoenix, AZ",-112.0650494,33.4973253,"4223 n 7th st, phoenix, az 85014, usa",Geocoded
201,Travel Registry,,(IGTA),3819 N. 3rd St.,Travel Agency,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"3819 N. 3rd St., Phoenix, AZ",-112.0688054,33.4918808,"3819 n 3rd st, phoenix, az 85012, usa",Geocoded
202,Traxx,(Disco) (AH-WE),"(*),(YC),(AH),(WE),(PT)",1724 E. McDowell,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"1724 E. McDowell, Phoenix, AZ",-112.0445398,33.4660592,"1724 e mcdowell rd, phoenix, az 85006, usa",Geocoded
203,Tuff Stuff,"(Leather, Toys, etc.)",,1714 E. McDowell,Erotic Shop,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"1714 E. McDowell, Phoenix, AZ",-112.0449202,33.4660117,"1714 e mcdowell rd, phoenix, az 85006, usa",Geocoded
204,Western Express,(Publication),,"P.O. Box 5950, 85010",Publication,Phoenix,AZ,checked,1989,NA,,2/3/2023 10:54pm,"P.O. Box 5950, 85010, AZ",-111.953395,33.453877,unclear_coded_by_hand,General Coordinates Used
205,Westways,(Desert Resort) (602)582-3868,"(H),(IGTA),(*)","P.O. Box 41624, 85080",Hotel,Phoenix,AZ,checked,1989,NA,,2/3/2023 11:07pm,"P.O. Box 41624, 85080, AZ",-112.100108,33.650181,unclear_coded_by_hand,General Coordinates Used
206,Winks,(Some PE) (Sun. brunch),"(*),(E),(PE)",5707 N. 7th St.,Bars/Clubs,Phoenix,AZ,NA,1989,NA,,6/8/2022 12:52pm,"5707 N. 7th St., Phoenix, AZ",-112.064718,33.5205194,"5707 n 7th st, phoenix, az 85014, usa",Geocoded
207,Women's Center,(602)431-0548,,,"Community Center/Support Group,Organization",Phoenix,AZ,checked,1989,NA,,2/3/2023 10:54pm,", AZ",-111.953395,33.453877,unclear_coded_by_hand,General Coordinates Used
208,Central Park Library,,"Cruisy Area,(AYOR)",,Cruising Areas,Phoenix,AZ,checked,1989,NA,,2/3/2023 10:50pm,", AZ",-112.074037,33.448377,unclear_coded_by_hand,General Coordinates Used
209,Encanto Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Phoenix,AZ,checked,1989,NA,,2/3/2023 10:51pm,", AZ",-112.089974,33.476672,unclear_coded_by_hand,Found
210,Greyhound Park,(Sundays are cruisy at Park'n'Swap),Cruisy Area,,Cruising Areas,Phoenix,AZ,checked,1989,NA,,2/3/2023 10:52pm,", AZ",-111.995404,33.448021,unclear_coded_by_hand,Found
211,Hitch-hikers:,2nd & Roosevelt Sts.,"Cruisy Area,(AYOR)",,Cruising Areas,Phoenix,AZ,checked,1989,NA,,2/3/2023 10:57pm,", AZ",-112.071063,33.458496,unclear_coded_by_hand,Found
212,Metro Center,(Shopping complex nr. ice rink),Cruisy Area,,Cruising Areas,Phoenix,AZ,checked,1989,NA,,2/3/2023 10:53pm,", AZ",-112.121702,33.575048,unclear_coded_by_hand,Found
213,Moeur Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Phoenix,AZ,checked,1989,NA,,2/3/2023 10:53pm,", AZ",-112.074037,33.448377,unclear_coded_by_hand,General Coordinates Used
214,Papago Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Phoenix,AZ,checked,1989,NA,,2/3/2023 10:54pm,", AZ",-111.953395,33.453877,unclear_coded_by_hand,Found
215,Thunderbird Park,59th Ave. & Pinnacle Peak Rd.,Cruisy Area,,Cruising Areas,Phoenix,AZ,checked,1989,NA,,2/3/2023 10:59pm,", AZ",-112.177926,33.69761,unclear_coded_by_hand,Found
216,Brazil,(Disco) (Hi-tech),"(*),(YC)",7232 First St.,Bars/Clubs,Scottsdale,AZ,NA,1989,NA,,6/8/2022 12:52pm,"7232 First St., Scottsdale, AZ",-111.9250947,33.4925148,"7232 e 1st st, scottsdale, az 85251, usa",Geocoded
217,Mr. B's Pub,(In alley),"(YC),(PE)",7125 5th Ave.,Bars/Clubs,Scottsdale,AZ,NA,1989,NA,,6/8/2022 12:52pm,"7125 5th Ave., Scottsdale, AZ",-111.9274101,33.4978332,"7125 e 5th ave, scottsdale, az 85251, usa",Geocoded
218,Zorba's Book Shop,,(*),2924 N. Scottsdale Rd.,Book Store,Scottsdale,AZ,NA,1989,NA,,6/8/2022 12:52pm,"2924 N. Scottsdale Rd., Scottsdale, AZ",-111.9269897,33.4813042,"2924 n scottsdale rd, scottsdale, az 85251, usa",Geocoded
219,Oak Creek Owl,1/2 mi. S. of 89A on Ariz. 179,"(M),(R)",,Restaurant,Sedona,AZ,checked,1989,NA,,2/3/2023 11:07pm,", AZ",-111.76099,34.86974,unclear_coded_by_hand,General Coordinates Used
220,Marie's 1st Place,,"(M),(R)",709 S. Mill Ave.,Restaurant,Tempe,AZ,NA,1989,NA,,6/8/2022 12:52pm,"709 S. Mill Ave., Tempe, AZ",-111.9396454,33.4228533,"709 s mill ave, tempe, az 85281, usa",Geocoded
221,Modern World Adult Books,,,1812 E. Apache,Book Store,Tempe,AZ,NA,1989,NA,,1/3/2023 9:47pm,"1812 E. Apache, Tempe, AZ",-111.9083036,33.4150236,"1812 e apache blvd, tempe, az 85281, usa",Geocoded
222,A.S.U.,Student Union,Cruisy Area,,Cruising Areas,Tempe,AZ,checked,1989,NA,,2/3/2023 11:09pm,", AZ",-111.934353,33.417703,unclear_coded_by_hand,Found
223,A.S.U.,Library (2nd),Cruisy Area,,Cruising Areas,Tempe,AZ,checked,1989,NA,,2/3/2023 11:08pm,", AZ",-111.930687,33.41999,unclear_coded_by_hand,Found
224,Papago Park,(Southern part),Cruisy Area,,Cruising Areas,Tempe,AZ,checked,1989,NA,,2/3/2023 11:09pm,", AZ",-111.948693,33.453632,unclear_coded_by_hand,Found
225,Rest Stop,Hwy 80N.,"Cruisy Area,(AYOR)",,Cruising Areas,Tempe,AZ,checked,1989,NA,,2/3/2023 11:12pm,", AZ",-111.940005,33.42551,unclear_coded_by_hand,General Coordinates Used
226,City Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Tombstone,AZ,checked,1989,NA,,2/3/2023 11:19pm,", AZ",-110.068154,31.713073,unclear_coded_by_hand,Found
227,Antigone,(Women's Bookstore),,,Book Store,Tucson,AZ,checked,1989,NA,4th Ave. & 5th St.,3/2/2023 3:25pm,", AZ",-110.965801,32.226744,unclear_coded_by_hand,Found
228,Back Pocket,(Behind Joshua Tree),(*),,Bars/Clubs,Tucson,AZ,checked,1989,NA,,2/3/2023 11:20pm,", AZ",-110.972295,32.251978,unclear_coded_by_hand,Found
229,Blue Willow,(R & gifts),"(M),(R)",2626 N. Campbell,Restaurant,Tucson,AZ,NA,1989,NA,,6/8/2022 12:52pm,"2626 N. Campbell, Tucson, AZ",-110.9434708,32.2546773,"2626 n campbell ave, tucson, az 85719, usa",Geocoded
230,Books Brothers,,(*),3242 E. Speedway,Book Store,Tucson,AZ,NA,1989,NA,,6/8/2022 12:52pm,"3242 E. Speedway, Tucson, AZ",-110.9238261,32.2357585,"3242 e speedway blvd, tucson, az 85716, usa",Geocoded
