"title","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","geoAddress"
"Eastfield College","Found","(Nights)","",32.815819,-96.659216,"Dallas","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Film World","General Coordinates Used","Industrial Blvd.","",32.776664,-96.796988,"Dallas","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Kit Kat Book Store","General Coordinates Used","Industrial Blvd","",32.776664,-96.796988,"Dallas","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Greyhound bus Depot","Found","","",32.778374,-96.804419,"Dallas","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Homo Heights'","Found","Oaklawn","",32.811931,-96.805542,"Dallas","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Homo Heights'","Found","Lemmon","",32.811931,-96.805542,"Dallas","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Kiest Park","Found","('Trade' - best Sundays)","",32.710241,-96.852711,"Dallas","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Lee Park","Found","","",32.808458,-96.803405,"Dallas","TX","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Mid Continent Truck Stop","Found","on Big Town Blvd., off 1-20, just E. of 1-30","",32.797768,-96.667529,"Dallas","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"News Stand Adult Book Store","General Coordinates Used","Cedar Springs","",32.776664,-96.796988,"Dallas","TX","Cruisy Area","Cruising Areas,Book Store",1988,"checked","",NA,NA
"Paris Book I","General Coordinates Used","Harry Hines Blvd.","",32.776664,-96.796988,"Dallas","TX","(AYOR),Cruisy Area","Cruising Areas,Book Store",1988,"checked","",NA,NA
"Paris Book II","General Coordinates Used","Harry Hines Blvd.","",32.776664,-96.796988,"Dallas","TX","(AYOR),Cruisy Area","Cruising Areas,Book Store",1988,"checked","",NA,NA
"Red Letter News","General Coordinates Used","Harry Hines Blvd.","",32.776664,-96.796988,"Dallas","TX","(F&S),(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Reverchon Park","Found","Trails & trees","",32.801702,-96.812522,"Dallas","TX","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"S.M.U. Main Library","Found","1st & 2nd flrs.","",32.841218,-96.784517,"Dallas","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Tower Bay Park","Found","Lake Lewisville","",33.086358,-97.025157,"Dallas","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Town East Mall","Found","Sears","",32.806971,-96.623503,"Dallas","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"White Rock Lake","Found","","",32.828066,-96.725316,"Dallas","TX","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"Gay/Lesbian Student Support Group ","General Coordinates Used","(817)565-9773","",33.214841,-97.133068,"Denton","TX","","Community Center/Support Group",1988,"checked","",NA,NA
"Denton Mall","Found","","",33.190327,-97.108012,"Denton","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Lake Lewisville","Found","Queens Pt.
","",33.109472,-96.971398,"Denton","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"El Paso Business Alliance","General Coordinates Used","","P.O. Box 5495, 79955",31.761878,-106.485022,"El Paso","TX","","Organization",1988,"checked","",NA,NA
"Gay Info Line","General Coordinates Used","(915) 591-2213","",31.761878,-106.485022,"El Paso","TX","","Hotlines",1988,"checked","",NA,NA
"Impulse","General Coordinates Used","(Publication)","Box 37041, El Paso 79937",31.761878,-106.485022,"El Paso","TX","","Publications",1988,"checked","",NA,NA
"Tricks Book Store","General Coordinates Used","","Texas & Palm",31.761878,-106.485022,"El Paso","TX","(F&S)","Book Store",1988,"checked","",NA,NA
"Bassett Shopping Center","Found","","",31.782842,-106.412385,"El Paso","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Ceilo Vista Mall","Found","Dillards","",31.773727,-106.38104,"El Paso","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Dyer St.","General Coordinates Used","(Hwy. 54) From Paisano St. to
Northgate Shopping Ctr.","",31.761878,-106.485022,"El Paso","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"McKelligan Canyon Park","Found","off Alabama St. (Closes midnight)","",31.843723,-106.491337,"El Paso","TX","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Montwood Square Mall","Found","(Afternoons)","",31.768215,-106.299705,"El Paso","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"N. Mesa St","General Coordinates Used","'Hitch-hikers'","",31.761878,-106.485022,"El Paso","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","S. on 1-10","",31.761878,-106.485022,"El Paso","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"San Jacinto Plaza","Found","","",31.759619,-106.488522,"El Paso","TX","(OC),(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"UTEP","Found","Campus Library","",31.767323,-106.504956,"El Paso","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stops' S. on I-10","General Coordinates Used","","",31.50234,-106.158587,"Fabens","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Tarrant County Gay Alliance","General Coordinates Used","","Box 11044, Ft. Worth 76109",32.755488,-97.330766,"Ft. Worth","TX","","Organization",1988,"checked","",NA,NA
"Benbrook Lake","Found","off US 377, S.W. of town","",32.628733,-97.467888,"Ft. Worth","TX","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Forest Park","Found","Picnic area","",32.719458,-97.352669,"Ft. Worth","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Downtown","General Coordinates Used","around Public Library & N. end of
Tarrent County Conv. Center","",32.755488,-97.330766,"Ft. Worth","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
" 'Rest Stop'","General Coordinates Used","on 1-35 S.","",32.755488,-97.330766,"Ft. Worth","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Ridgmar & North East Malls ","Found","","",32.830764,-97.199433,"Ft. Worth","TX","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Rockwood Park","General Coordinates Used","(Days)","",32.755488,-97.330766,"Ft. Worth","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Tarant County Jr. College","Found","N.E. Campus","",32.668456,-97.287577,"Ft. Worth","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"T.C.U.","Found","Burnett Library","",32.709594,-97.36356,"Ft. Worth","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Frank Buck Park","Found","","",33.622758,-97.15306,"Gainesville","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
" 'Rest Stops'","General Coordinates Used","on 1-35, 9 mi. S.","",33.625941,-97.133345,"Gainesville","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Stewart Beach","Found","","",29.304443,-94.770299,"Galveston","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"El Rancho Vista","General Coordinates Used","(Pool) (Guest Ranch) (817) 897-4983","P.O. Box 245, Glen Rose, TX 76043",32.234587,-97.755306,"Glen Rose","TX","(H)","Hotel",1988,"checked","",NA,NA
"Rockledge Park","Found","","",32.981271,-97.065228,"Grapevine Lake","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on US 287, 10 mi. S.","",33.817322,-98.195322,"Henrietta","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Church of Christian Faith","General Coordinates Used","(713) 668-2334","",29.760427,-95.369803,"Houston","TX","","Religious Institution",1988,"checked","",NA,NA
"Gay Switchboard","General Coordinates Used","(713) 529-3211","P.O. Box 66591, Houston, TX 77266",29.760427,-95.369803,"Houston","TX","","Hotlines",1988,"checked","",NA,NA
"Heaven","Found","(Disco) (Adm.)","Pacific & Grant",29.746675,-95.390631,"Houston","TX","(*),(YC),(D)","Bars/Clubs",1988,"checked","",NA,NA
"Texescort","General Coordinates Used","(Escort & models) (713) 524-9511 or (800) 446-4462—251-640","",29.760427,-95.369803,"Houston","TX","","Escort Service",1988,"checked","",NA,NA
"Avondale beta. Bagby & Crocker","General Coordinates Used","","",29.760427,-95.369803,"Houston","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Bayland Park","Found","on Bissonet","",29.69523,-95.496278,"Houston","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
" ""Club Luscene""","General Coordinates Used","Corner of Michigan and Yupon","",29.760427,-95.369803,"Houston","TX","Cruisy Area","Cruising Areas,Bars/Clubs",1988,"checked","",NA,NA
"Galleria Mall","Found","nr. Skating Rink","",29.73993,-95.4633,"Houston","TX","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"Memorial Park","Found","& adj. Pathway ","",29.77707,-95.435493,"Houston","TX","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","15 E. on 1-10","",29.760427,-95.369803,"Houston","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used"," on 1-10 nr. Columbia","",29.760427,-95.369803,"Houston","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Rice U.","Found","Memorial Center","",29.717832,-95.400835,"Houston","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Rice U.","Found","Library (Basement)","",29.717832,-95.400835,"Houston","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of Houston","Found","Library—2nd floor","",29.721162,-95.342317,"Houston","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of Houston","Found"," all A.A. Hall","",29.721162,-95.342317,"Houston","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Vicinity of both bus depots","General Coordinates Used","","",29.760427,-95.369803,"Houston","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Westheimer","Found","(Montrose)","",29.741105,-95.458095,"Houston","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Y.M.C.A.","General Coordinates Used","(Gym)","",29.760427,-95.369803,"Houston","TX","(M),(H),Cruisy Area","Cruising Areas,Hotel,Gym",1988,"checked","",NA,NA
"Golden Triangle Bowling Center","Found","","",32.832129,-96.994308,"Irving","TX","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"Irving Mall","Found","","",32.840474,-96.995013,"Irving","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Ave. 'D' Bookstores & Game Rooms","General Coordinates Used","","",31.117119,-97.727796,"Killeen","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"William Brook Park at Sulphur Creek","Found","","",31.054914,-98.180274,"Lampasas","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Jarvis Plaza","Found","(Some Hustlers)","",27.506573,-99.506019,"Laredo","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Lake Casa Blanca","Found","","",27.539166,-99.451308,"Laredo","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Mall del Norte","Found","","",27.551747,-99.499887,"Laredo","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"River Drive Mall","Found","","",27.501787,-99.509928,"Laredo","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"San Bernardo Ave.","Found","(Hitchhikers)","",27.533666,-99.504377,"Laredo","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on I-20 E.","",32.500704,-94.740489,"Longview","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Cristal Cinema ","Found","behind Varsity","",33.678621,-101.384975,"Lubbock","TX","","Cruising Areas,Theatre",1988,"checked","Location found here: http://cinematreasures.org/theaters/22914",NA,NA
"Executive ","General Coordinates Used","(Flicks)","13th & Hughes",33.577863,-101.855166,"Lubbock","TX","(F&S)","Bars/Clubs",1988,"checked","",NA,NA
"Just Magic","General Coordinates Used","","Brownfield Hwy. & Chicago Ave.",33.577863,-101.855166,"Lubbock","TX","(L)","Bars/Clubs",1988,"checked","",NA,NA
"Greyhound Bus Depot","General Coordinates Used","","",33.577863,-101.855166,"Lubbock","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"South Plains Mall","Found","","",33.539275,-101.925179,"Lubbock","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Texas Tech.","Found","Library ","",33.584259,-101.878282,"Lubbock","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Texas Tech.","Found","Univ. Center","",33.584259,-101.878282,"Lubbock","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"P.B.D.'s","General Coordinates Used","","Ware & Daffodil",26.203407,-98.230012,"McAllen","TX","(*),(PT)","Bars/Clubs",1988,"checked","",NA,NA
"Valley Bus Station","General Coordinates Used","(Latins)","",26.203407,-98.230012,"McAllen","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on 1-20,15 mi. south","",31.594299,-102.892654,"Monahans","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on 1-30, 3 mi. W.","",33.188727,-95.221332,"Mount Vernon","TX","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on US 59—10 mi. S.","",31.603513,-94.655487,"Nacogdoches","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Adult Book Store","General Coordinates Used","","46th & Andrews Hwy.",26.203407,-98.230012,"McAllen","TX","(F&S)","Book Store,Erotic Shop",1988,"checked","",NA,NA
"Greyhound Bus Depot","General Coordinates Used","","",31.845682,-102.367643,"Odessa","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","","on I-20 nr. Midland",31.997346,-102.077915,"Midland","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Ab's Westernaire","Found","","",29.397011,-98.485894,"San Antonio","TX","(PT)","",1988,"checked","Address found here: https://www.ebay.com/itm/144313804209",NA,NA
"Dignity","General Coordinates Used","","P.O. Box 12484 S.A. 78212",29.425191,-98.494592,"San Antonio","TX","","Religious Institution",1988,"checked","pg. 363",NA,NA
"Gay Switchboard","General Coordinates Used","(512) 733-7300","",29.425191,-98.494592,"San Antonio","TX","","Hotlines",1988,"checked","pg. 364",NA,NA
"The Calendar","General Coordinates Used","(Publication)","P.O. Box 15070, S.A. 78212",29.425191,-98.494592,"San Antonio","TX","","Publications",1988,"checked","",NA,NA
"Brackenridge Park","Found","Trinity U. Library","",29.46181,-98.473758,"San Antonio","TX","(P),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Northstar Mall","Found","Foley's men's dept.","",29.518505,-98.498178,"San Antonio","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"San Pedro Park
","Found","","",29.448182,-98.503563,"San Antonio","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","3 mi. N. on I-35","",29.883275,-97.941394,"San Marcos","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Charlie's Paradise Bar","Found","S. of Causeway nr. Isla Blanca Park","",26.110241,-97.166947,"South Padre Island","TX","(M),(R)","Restaurant",1988,"checked","pg. 364",NA,NA
"Andy Bowie Beach","Found","(4 mi. N. of Causeway, then take
access road 13 miles N. on beach to Old Steel Gate Rd, leading back—'BA' beach is Vi mi. N. (Use 4-wheel drive at high tide.)","",26.140921,-97.171766,"South Padre Island","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Atol Beach","General Coordinates Used","","",26.11184,-97.168126,"South Padre Island","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Mac's Coney Island Arcade","General Coordinates Used","","",26.11184,-97.168126,"South Padre Island","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'The Jetties'","Found","County Park at S. end—
Showers, beach, parking lot, etc.","",26.078522,-97.167822,"South Padre Island","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"76 Truck Stop","General Coordinates Used","W. on I-20","",32.470952,-100.405938,"Sweetwater","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Basetown News","Found","","108 W. Hwy. 90",29.682147,-96.897032,"Temple","TX","","Publications",1988,"checked","pg. 366. Shows 'Temple-Killen' but when I look up address on google maps it does not show.",NA,NA
"M.C.C.","General Coordinates Used","(512)443-3332","",31.098234,-97.342782,"Temple","TX","(MCC)","Religious Institution",1988,"checked","pg. 366",NA,NA
"M.C.C. of the Pines","General Coordinates Used","","P.O. Box 3012, Texarkana 75504",33.425125,-94.047688,"Texarkana","TX","(MCC)","Religious Institution",1988,"checked","pg. 366",NA,NA
"Central Mall","Found","","",33.455308,-94.080566,"Texarkana","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","","",33.425125,-94.047688,"Texarkana","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Info Booth ","General Coordinates Used","on 1-30 Vi mi. W. of State line","",33.425125,-94.047688,"Texarkana","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Bergfield Park","Found","","",32.332912,-95.301764,"Tyler","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Fun Forest Park","Found","(Best nights)","",32.360743,-95.323049,"Tyler","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"77 South Lounge","General Coordinates Used","(Some L) (Disco)","Refugio Hwy. S.",28.805267,-97.003598,"Victoria","TX","(WE),(L)","Bars/Clubs",1988,"checked","pg. 366",NA,NA
"Adult Book Store","General Coordinates Used","","1-35 & Lake Brazos",31.549333,-97.146669,"Waco","TX","","Book Store,Erotic Shop",1988,"checked","",NA,NA
"Tallulah's ","Found","","N. 5th at Jefferson",31.559556,-97.135205,"Waco","TX","","Bars/Clubs",1988,"checked","",NA,NA
"Cameron Park","Found","","",31.583658,-97.156257,"Waco","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Midway Park","Found","","",31.524328,-97.225013,"Waco","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"T.J. Cassidy's","General Coordinates Used","(Disco) (Cl. Mon. & Tue.) Century Plaza","",33.913709,-98.493387,"Wichita Falls","TX","(M),(YC),(P)","Bars/Clubs",1988,"checked","pg. 366",NA,NA
"Lucy Park","Found","","",33.917338,-98.516607,"Wichita Falls","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on US 281—5 mi. S.","",33.913709,-98.493387,"Wichita Falls","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on US 287,15 mi. W.","",33.913709,-98.493387,"Wichita Falls","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Sike's Center Mall","Found","","",33.868974,-98.532764,"Wichita Falls","TX","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","E. of town on Hwy. 89","",41.73698,-111.833836,"Logan","UT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Lorin Farr Park","Found","","",41.23713,-111.959483,"Ogden","UT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Mount Ogden Park","Found","","",41.208086,-111.939208,"Ogden","UT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Pine View Reservoir","Found","Cemetery Point","",41.262437,-111.794879,"Ogden","UT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'The Block'","General Coordinates Used","N. of 25th on Grant","",41.223,-111.97383,"Ogden","UT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"25th St.","Found","betw. Washington & Wall","",41.220415,-111.955161,"Ogden","UT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"B.Y.U.","Found","Richards Bldg.","",40.251844,-111.649316,"Provo","UT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"B.Y.U.","Found","Sauna","",40.251844,-111.649316,"Provo","UT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"B.Y.U.","Found","locker area","",40.251844,-111.649316,"Provo","UT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"B.Y.U.","Found","Book Store","",40.251844,-111.649316,"Provo","UT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"B.Y.U.","Found","Smith Field House","",40.251844,-111.649316,"Provo","UT","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"Affirmation/Mormons","General Coordinates Used","(801) 467-0060","",40.760779,-111.891047,"Salt Lake City","UT","","Hotlines",1988,"checked","pg.368",NA,NA
"Gay Help Line","General Coordinates Used","(801) 533-0927","",40.760779,-111.891047,"Salt Lake City","UT","","Hotlines",1988,"checked","pg.368",NA,NA
"U. of U. ","Found","Lesbian & Gay Student Union (801) 581-6866","",40.763463,-111.84454,"Salt Lake City","UT","","Hotlines,Organization",1988,"checked","pg.368",NA,NA
"Workshop","General Coordinates Used","(Some SM, W) (Rear of Backstreet)","",40.760779,-111.891047,"Salt Lake City","UT","(SM),(W)","Bars/Clubs",1988,"checked","pg.368",NA,NA
"Area around 300 South Main","General Coordinates Used","(Evenings)","",40.760779,-111.891047,"Salt Lake City","UT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Crossroads Mall","Found","(afternoons & early eves)","",40.768568,-111.890115,"Salt Lake City","UT","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Liberty Park","Found","(N.E. corner)","",40.747018,-111.919522,"Salt Lake City","UT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of Utah","Found","Orson Spencer Hall","",40.763463,-111.84454,"Salt Lake City","UT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Vicinity of Greyhound Bus Depot","Found","","",40.763425,-111.908549,"Salt Lake City","UT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Castella Hot Springs","General Coordinates Used","(Some W,SM,BA)(N. side of Hwy.)","",40.083845,-111.59603,"Spanish Fork Canyon","UT","(W),(SM),(BA)","Bars/Clubs",1988,"checked","pg.368",NA,NA
"Hill Farm Inn","Found","","RR#2, Box 2015, 05250",43.109285,-73.120277,"Arlington","VT","(B&B)","Hotel",1988,"checked","pg. 369",NA,NA
"Twin Cities News","General Coordinates Used","(Inquire locally)","",44.197006,-72.502049,"Barre","VT","","Book Store",1988,"checked","pg. 369",NA,NA
"Integrity Church","General Coordinates Used","","Box 126, 05402",44.475883,-73.212072,"Burlington","VT","","Religious Institution",1988,"checked","pg. 369",NA,NA
"Battery Park","Found","(N. Public Beach)","",44.481301,-73.219886,"Burlington","VT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Main Square","Found","opp. Bus Terminal (Late)","",44.478825,-73.212896,"Burlington","VT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of Vermont","Found","Baily Howe Library 3rd & 4th floor","",44.477239,-73.196718,"Burlington","VT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Inwood Manor","General Coordinates Used","Off Lower Waterford Rd. (802) 633-4047","",44.296832,-72.049378,"East Barnet","VT","(*),(H),(R)","Restaurant,Hotel",1988,"checked","",NA,NA
"Green Hope Farms","General Coordinates Used","(Guest House) (802) 533-7772","",44.520629,-72.307529,"East Hardwick","VT","(L)","Hotel",1988,"checked","pg. 369",NA,NA
"Out in the Mountains","General Coordinates Used","(Publication)","Box 438, 05461",44.32922,-73.110679,"Hinesburg","VT","","Publications",1988,"checked","pg. 369",NA,NA
"Buttermilk Falls","General Coordinates Used","Off Rte. 103 toward Chester","",43.395906,-72.700652,"Ludlow","VT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Stateline News","General Coordinates Used","U.S. Rt. 7","",42.792313,-73.226946,"Pownal","VT","(M),(V),(F&S)","Book Store",1988,"checked","",NA,NA
"Mapleton Farm Guest House","General Coordinates Used","2.5 mi. S. of Putney Rt. 5","",42.975268,-72.521724,"Putney","VT","(M),(BYOB),(C),(H)","Hotel",1988,"checked","",NA,NA
"Rutland Adult Books","General Coordinates Used","","3 Merchants Row",43.610624,-72.972606,"Rutland","VT","","Book Store,Erotic Shop",1988,"checked","pg. 369",NA,NA
"Rutland Area Gays","General Coordinates Used","(RAG's)","Box 147, 05736",43.610624,-72.972606,"Rutland","VT","","Bars/Clubs",1988,"checked","pg. 369",NA,NA
"The Silver Fox","General Coordinates Used","A Country Inn (West Rutland)","RFD 1, Box 1222",43.610624,-72.972606,"Rutland","VT","(H)","Hotel",1988,"checked","pg. 369",NA,NA
"Bus Terminal","General Coordinates Used","","",43.610624,-72.972606,"Rutland","VT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","N. & S. on Rte. 7 S. of Rte. 103
nr. Clarendon (Days only)","",43.610624,-72.972606,"Rutland","VT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stops'","General Coordinates Used","on I-91","",43.298408,-72.482312,"Springfield","VT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Honeysuckles Inn","General Coordinates Used","(802) 496-6200","P.O. Box 828, 05673",44.192639,-72.779848,"Waitsfield","VT","(IGTA)","Travel Service",1988,"checked","pg. 371",NA,NA
"'Ruth Ann' Rest Stop","General Coordinates Used","N.E. ON I-81, betw. exits 6 & 7","",36.709833,-81.977348,"Abingdon","VA","Cruisy Area","Cruising Areas",1988,"checked","pg. 371",NA,NA
"AGCA","General Coordinates Used"," (703) 684-0444","Box 19401, 22320",38.804836,-77.046921,"Alexandria ","VA","","Bars/Clubs",1988,"checked","pg. 371",NA,NA
"Steak 'n' Eggs","Found","","Columbia Pike",38.804836,-77.046921,"Arlington","VA","(M),(R),(C),(AH)","Restaurant",1988,"checked","",NA,NA
"Bell Haven Marina","Found","(Many arrests)","",38.77677,-77.048707,"Arlington","VA","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Iwo Jima Memorial","Found","wooded area—OK days,
sure suicide nights","",38.890437,-77.069721,"Arlington","VA","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Va. Tech","Found","McBride Hall- 2nd floor","",37.230815,-80.421745,"Blacksburg","VA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Bristol Mall","Found","","",36.598796,-82.219446,"Bristol","VA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Piedmont ","General Coordinates Used","","",36.605426,-82.184444,"Bristol","VA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"James St.","General Coordinates Used","","",36.596907,-82.185115,"Bristol","VA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Va. Welcome Center","General Coordinates Used","N. on I-81","",36.595142,-82.188737,"Bristol","VA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Gay Helpline","General Coordinates Used","(Sun.-Thur. 8-llpm ) (804) 971-4442","",38.029306,-78.476678,"Charlottesville","VA","","Hotlines",1988,"checked","",NA,NA
"Fashion Square Mall","Found","","",38.077766,-78.474504,"Charlottesville","VA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
