"title","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","Year","notes","unclear_address","full.address","geoAddress"
"The Inn ","General Coordinates Used","'- Tahoe (Resort)(jacuzzi & beach) Tel: (916) 546-2444 (See ad p. 105)","Box 114, Tahoe Vista 95732",39.096849,-120.032351,"Lake Tahoe","CA","(H),(*)","Hotel",1981,"",NA,NA,NA
"Fools Rush Inn","General Coordinates Used","(Resort)(Mendocino Coast) Tel: (707) 937-5339 (See ad p. 105) ","2 mi. S. on Hwy. 1 P.O. Box 387, Little River 95456",39.271747,-123.789922,"Little River","CA","(M),(H)","Hotel",1981,"",NA,NA,NA
"'Hitch-hikers' on Broadway betw. Long Beach Blvd. & Magnolia","Found","","",33.769284,-118.193606,"Long Beach","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Art Museum","Found","","",33.763461,-118.164814,"Long Beach","CA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Broadway Annex","Found","","1435 E. Broadway at Falcon",33.768225,-118.173476,"Long Beach","CA","","Bars/Clubs",1981,"",NA,NA,NA
"Granada Beach & Parking lot ","Found","","",33.754667,-118.139058,"Long Beach","CA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Hartwell Park","Found","","",33.831305,-118.119922,"Long Beach","CA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Recreation Park","Found","at 7th & Park Ave. ","",33.774956,-118.135192,"Long Beach","CA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Stockade","Found","(baths)","1350 Locust",33.78359,-118.190708,"Long Beach","CA","(*),(YC),(P)","Bathhouses",1981,"",NA,NA,NA
"The Bluffs","Found","#NAME?","",33.76225,-118.162909,"Long Beach","CA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Basic Plumbing","General Coordinates Used","('Wild back room')(Opening soon)","",33.77005,-118.193739,"Long Beach","CA","","Bars/Clubs",1981,"",NA,NA,NA
"C.S. U. Long Beach","General Coordinates Used","SC1 (2nd & 4th floors), LA5 (2nd floor) & FA4 (2nd & 4th floors)","",33.783824,-118.11409,"Long Beach","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Foxy Lady","General Coordinates Used","","1st & Locust",33.77005,-118.193739,"Long Beach","CA","(L)","Bars/Clubs",1981,"",NA,NA,NA
"Apache West","Found","(Disco)","2214 Stoner Ave. nr. Olympic & Bundy",34.033382,118.448229,"Los Angeles","CA","(D),(*)","Bars/Clubs",1981,"",NA,NA,NA
"Apparel Mart","Found","(17 floors)(14 floors of cruising)(Health spa - no mem. req. on 14th floor)(active T-Rooms","110 E. 9th St.",34.040469,-118.255329,"Los Angeles","CA","Cruisy Area,(M),(R)","Cruising Areas,Restaurant",1981,"",NA,NA,NA
"Carriage Trade","Found","(Mixed bag)","8225 Beverly at Harper",34.0763,-118.368849,"Los Angeles","CA","(R)","Restaurant",1981,"",NA,NA,NA
"Echo Park","Found","(AYOR-sure suicide)","",34.078159,-118.260557,"Los Angeles","CA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Eureka Holding Co.","Found","(Detour)(Liquor)(Cruisy)","1087 Manzanita St. nr. Sunset Jct.",34.092937,-118.281385,"Los Angeles","CA","(*)","Bars/Clubs,Cruising Areas",1981,"",NA,NA,NA
"Griffith Park","Found","Sonora & Victory","Sonora & Victory",34.132802,-118.280499,"Los Angeles","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Lean Two","Found","","(Next to One Way)",34.052234,-118.243685,"Los Angeles","CA","(R),(C),(AH)","Restaurant",1981,"",NA,NA,NA
"Magnolia Park","Found","","",34.168273,-118.338889,"Los Angeles","CA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Main St. 'Hustlers'","Found","","bew. 4th & 6th Sts.",34.046677,-118.248553,"Los Angeles","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"New York Co.","Found","(Opening soon)","2470 Fletcher Dr. at I-5",34.107029,-118.255035,"Los Angeles","CA","(R)","Restaurant",1981,"",NA,NA,NA
"One-on-One, Inc.","Found","(Referral & intro. service)","Suite 165, 13340 W. Olympic",34.031379,-118.459039,"Los Angeles","CA","","Business",1981,"",NA,NA,NA
"Outcast","Found","(Some FFA)(Also C - AH)(Enter thru parking lot)","4219 Santa Monica Blvd.",34.091209,-118.28406,"Los Angeles","CA","(W),(SM),(FFA),Cruisy Area,(AH),(*)","Bars/Clubs",1981,"",NA,NA,NA
"Silver Dollar Saloon","Found","","4356 Sunset Blvd. at Fountain",34.095695,-118.284302,"Los Angeles","CA","(*)","Bars/Clubs",1981,"",NA,NA,NA
"Vasona Lake County Park","Found","","",37.234709,-121.972874,"Los Gatos","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Ellis Lake T-Rooms","Found","","",39.146766,-121.588173,"Marysville","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Adult Movie Houses on 'D' St.","General Coordinates Used","","",39.141432,-121.589157,"Marysville","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Seagull","Found","","Lansing & Ukiah",39.306014,-123.797836,"Mendocino","CA","","Bars/Clubs",1981,"",NA,NA,NA
"Fools Rush Inn","General Coordinates Used","(Resort) Tel: (707) 937-5339 (See ad p.105)","2 mi. S. on Hwy. 1 P.O. Box 387, Little River 95456 ",39.307674,-123.799459,"Mendocino","CA","(M),(H)","Hotel",1981,"",NA,NA,NA
"Del Monte Beach","Found","","",36.605522,-121.868915,"Monterey","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Eddie's","Found","","Franklin & Tyler",36.599829,-121.893441,"Monterey","CA","(M),(R),(C),(AH)","Bars/Clubs,Restaurant",1981,"",NA,NA,NA
"Monterey Peninsula Steam & Sauna","Found","(Baths)","600-H E. Franklin St. ",36.598848,-121.888492,"Monterey","CA","","Bathhouses",1981,"",NA,NA,NA
"Wharf No. 2","Found","","",36.602037,-121.889784,"Monterey","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Lake Merrit","Found","","",37.801239,-122.258299,"Oakland","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Union 76 Truck Stop","Found","","I-10 opp. Ontario Speedway",34.065437,-117.56142,"Ontario","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Aunt Hattie's ","Found","(Disco)(Many L)(Liquor)","68-999 Broadway, off Hwy. 111 ",33.771925,-116.447434,"Palm Springs","CA","(YC),(D),(WE),(L)","Bars/Clubs",1981,"",NA,NA,NA
"Bun's ","Found","(Liquor)(Cruisy)","68-657 Hwy 111",33.823255,-116.54661,"Palm Springs","CA","","Cruising Areas,Bars/Clubs",1981,"",NA,NA,NA
"C.C. Construction Co.","Found","(Disco)(Liquor)(Cruisy)","68-449 Perez Rd.",33.830296,-116.545292,"Palm Springs","CA","(W),(D)","Cruising Areas,Bars/Clubs",1981,"",NA,NA,NA
"Casbah","Found","(Lunches - beer & wine)(May be changing name) Desert Palms Inn","67-580 Hwy. 111",33.822874,-116.547003,"Palm Springs","CA","","Bars/Clubs",1981,"",NA,NA,NA
"Cat City","Found","(Beer & Wine)","68549 Hwy 111",33.801419,-116.521477,"Palm Springs","CA","(R),(PT),(D)","Restaurant",1981,"",NA,NA,NA
"Desert Palms Inn","Found","","67-580 Hwy. 111 1 blk. E. of Golf Club Dr.",33.894667,-116.615475,"Palm Springs","CA","(H)","Hotel",1981,"",NA,NA,NA
"Gaf","Found","(Disco)(Liquor)(2 bars)","68-555 Ramon Rd. at Cathedral Rd.",33.830296,-116.545292,"Palm Springs","CA","(YC),(D),(PT)","Bars/Clubs",1981,"",NA,NA,NA
"His & Hers","Found","(Liquor)","68-599 Hwy. 111",33.823255,-116.54661,"Palm Springs","CA","(R),(E)","Restaurant",1981,"",NA,NA,NA
"Iron Hoof","Found","(Liquor)","67-901 Hwy. 111",33.822874,-116.547003,"Palm Springs","CA","(PT)","Bars/Clubs",1981,"",NA,NA,NA
"Maria's","Found","(Italian R)","67-778 Hwy. 111",33.822874,-116.547003,"Palm Springs","CA","(M),(R)","Restaurant",1981,"",NA,NA,NA
"Palm Canyon Inn","Found","","1466 N. Palm Canyon",33.842075,-116.546255,"Palm Springs","CA","(H)","Hotel",1981,"",NA,NA,NA
"Party Room","Found","(Beer & Wine)(Some W, SM)","67-977 Hwy. 111",33.888912,-116.606321,"Palm Springs","CA","(PT),(W),(SM),(OC)","Bars/Clubs",1981,"",NA,NA,NA
"Ruth Hardy Park","Found","","",33.834994,-116.538993,"Palm Springs","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Cruisy jacuzzi' at Desert Palms","General Coordinates Used","(Late)","",33.894667,-116.615475,"Palm Springs","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Twinkies' along Indian Ave. ","General Coordinates Used","","",33.830296,-116.545292,"Palm Springs","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Cactus Lambda Lodge","General Coordinates Used","","68-061 Calle Azteca",33.830296,-116.545292,"Palm Springs","CA","(H)","Hotel",1981,"",NA,NA,NA
"Hideaway ","General Coordinates Used","(Rancho Mirage)(See ad next page)","71-472 Culver Dr. ",33.8414706,-116.5330687,"Palm Springs","CA","(H),(YC),(*)","Hotel",1981,"",NA,NA,NA
"M.C.C.","General Coordinates Used","Church","37-111 Date Palm Drive, Suite A",33.830296,-116.545292,"Palm Springs","CA","MCC","Religious Institution",1981,"",NA,NA,NA
"M.C.C.","General Coordinates Used","(Office)","66-766 Buena Vista Ave",33.830296,-116.545292,"Palm Springs","CA","MCC","Religious Institution",1981,"",NA,NA,NA
"Stanford Shopping Mall","Found","","",37.443498,-122.170994,"Palo Alto","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Stanford U.: Educ. Bldg. T-Rooms","Found","","",37.426398,-122.16836,"Palo Alto","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Stanford U.: Meyer Library ","General Coordinates Used","","",37.427475,-122.169719,"Palo Alto","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Central Park -Fair Oaks & Del Mar","Found","","",34.141758,-118.149639,"Pasadena","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Memorial Park","Found","","",34.147981,-118.147671,"Pasadena","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Vicinity of City Hall","Found","","",34.147692,-118.14327,"Pasadena","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Ganesha Park","Found","","",34.076281,-117.760531,"Pomona","CA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Garfield Park","Found","","",34.063327,-117.733855,"Pomona","CA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Park along River","Found","2 blks. E. of Main St. (early evenings)","",40.174536,-122.229586,"Red Bluff","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Redding River Park","Found","","",40.605773,-122.400894,"Redding","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Alondra Park","Found","","",33.882886,-118.339748,"Redondo Beach","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Beach opp. City Hall","General Coordinates Used","","",33.845114,-118.388513,"Redondo Beach","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Copper Shield","Found","","El Camino Real & Roosevelt",37.479094,-122.224993,"Redwood City","CA","(M),(R),(C),(AH)","Restaurant",1981,"",NA,NA,NA
"Coyote Pt.","Found","- Beach & parking lot off US 101 betw. San Mateo & Burlingame ","",37.587268,-122.319101,"Redwood City","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Hillsdale Shopping Center","Found","","",37.537036,-122.298881,"Redwood City","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'The Grove'","Found","#NAME?","",33.994289,-117.377887,"Riverside","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Fairmont Park","Found","","",33.995062,-117.381194,"Riverside","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Greyhound Bus Depot T-Room","General Coordinates Used","","",37.485215,-122.236355,"Riverside","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Lloyd's","General Coordinates Used","(Bar only - late)","Hwy. 30, 6 mi. from Arrowhead",34.207786,-117.109205,"Running Springs","CA","(M),(R)","Restaurant,Bars/Clubs",1981,"",NA,NA,NA
"'B.A.' Beach on Russian River, 1 1/2 mi. from Mirabelle Park","General Coordinates Used","","",38.911632,-123.011048,"Russian River","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Wildwood Ranch","General Coordinates Used","(Resort)(Swim pool - 2 day min.)(707) 632-5321 ","P.O. Box 78, Guerneville 95446",38.501858,-122.99611,"Russian River","CA","","Hotel",1981,"",NA,NA,NA
"'K' St. Mall ","Found","- Weinstock's T-Room","",38.573139,-121.471161,"Sacramento","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Arden, Country Club & Sunrise Malls","Found","","",38.608874,-121.384064,"Sacramento","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Beach","Found","nr. end of N. 10th & Richards at jct. of American & Sacramento Rivers","",38.600118,-121.484667,"Sacramento","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Carousel Restaurant","Found","#NAME?","",38.601098,-121.427661,"Sacramento","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Del Paso Park","Found","#NAME?","",38.641992,-121.375585,"Sacramento","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Earhart's Cafe","Found","","1905 16th St. at 'S'",38.56787,-121.489377,"Sacramento","CA","(R)","Restaurant",1981,"",NA,NA,NA
"Fremont Park","Found","","",38.571085,-121.489042,"Sacramento","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Mercantile Saloon","Found","(Cruisy)","20th & 'L' Sts.",38.574494,-121.480851,"Sacramento","CA","(*)","Bars/Clubs,Cruising Areas",1981,"",NA,NA,NA
"Paradise Beach on American River","Found","","",38.58126,-121.423108,"Sacramento","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"300 block of 10th St.","General Coordinates Used","(Lunch hour weekdays)","",38.581572,-121.4944,"Sacramento","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Adult Book Store","General Coordinates Used","","Madison & Watt",38.581572,-121.4944,"Sacramento","CA","","Book Store",1981,"",NA,NA,NA
"Cal. St. University","General Coordinates Used","#NAME?","",38.558459,-121.423557,"Sacramento","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Corral","General Coordinates Used","","Enter thru Underpass 1946 Broadway",38.581572,-121.4944,"Sacramento","CA","(SM),(W),(WE)","Bars/Clubs",1981,"",NA,NA,NA
"Incredible Edible","General Coordinates Used","","Alhambra & 'N' Sts.",38.581572,-121.4944,"Sacramento","CA","(R)","Restaurant",1981,"",NA,NA,NA
"Topper","General Coordinates Used","('Hustlers')","1218 'K' St. Mall",38.581572,-121.4944,"Sacramento","CA","(OC),(PT)","Bars/Clubs",1981,"",NA,NA,NA
"Upstairs/ Downstairs","General Coordinates Used","(Disco)","1225 'K' St. Mall",38.581572,-121.4944,"Sacramento","CA","(D)","Bars/Clubs",1981,"",NA,NA,NA
"Y.M.C.A.","General Coordinates Used","","17th & 'L' Sts. ",38.581572,-121.4944,"Sacramento","CA","(M),(H)","Hotel",1981,"",NA,NA,NA
"Caravan Greyhound Bus Depot","Found","(Latins","Gabilon & Salinas",36.676038,-121.652417,"Salinas","CA","(M),(RT),(B)","Restaurant",1981,"",NA,NA,NA
"'Rest Stop' on I-10 betw. Fontana & Rialto","General Coordinates Used","(N. side)","",34.108345,-117.289765,"San Bernardino","CA","(AYOR),Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Texaco Truck STop","General Coordinates Used","I-10, E. of I-15 E.","",34.108345,-117.289765,"San Bernardino","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"San Onofre Beach St. Park","Found","-'B.A.' area at N. end of Camp Pendleton","",33.372808,-117.565601,"San Clemente","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Sebastian's Playhouse","Found","(Theatre reservations necessary)","",33.426537,-117.616094,"San Clemente","CA","(M),(R)","Restaurant,Theatre",1981,"",NA,NA,NA
"

Brass Rail","Found","(Liquor)(Cruisy)","3796 5th & Robinson",32.74683,-117.160739,"San Diego","CA","(D),(*)","Cruising Areas",1981,"",NA,NA,NA
"'F' St. Bookstore","Found","","4th & 'F' and 2004 University",32.748618,-117.143424,"San Diego","CA","(*)","Book Store",1981,"",NA,NA,NA
"Balboa Park","Found","(AYOR - Fuzz) (Balboa Park nr. 6th  & Laurel)","",32.734148,-117.144553,"San Diego","CA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Barbary Coast","Found","(Disco)(Liquor)","2431 Pacific Hwy. at Laurel",32.7288,-117.173118,"San Diego","CA","(YC),(D),(PT),(*)","Bars/Clubs",1981,"",NA,NA,NA
"Broadway","Found","Plaza to Y.M.C.A.","",32.715823,-117.173729,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Casa de Pica","Found","Bazaar Del Mundo (Old Town)","",32.757315,-117.197803,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Club","Found","(Liquor)(Many L)(Sun. S)(Intimate patio bar)","2501 Kettner at Laurel",32.73028,-117.171763,"San Diego","CA","(*),(L),(S)","Bars/Clubs",1981,"",NA,NA,NA
"Fashion Valley Shopping Center","Found","","",32.768118,-117.166728,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Fed-mart Arena Plaza Store","Found","","3245 Sports Arena Blvd. ",32.752671,-117.208219,"San Diego","CA","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
"Fourth Ave. Club","Found","(Baths)(Crypt leather & erotica)","3955 4th Ave. nr. University",32.749259,-117.161355,"San Diego","CA","","Bars/Clubs,Bathhouses",1981,"",NA,NA,NA
"Mayfair ('Gayfair') Market","Found","","",32.746961,-117.160405,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Mission Valley SHopping Center","Found","","",32.76824,-117.150791,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Presidio Park","Found","","",32.757704,-117.194589,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Shadows","Found","(Also C - AH) ","6035 Fairmount Ext. ",32.783962,-117.101139,"San Diego","CA","(W),(PT),(C),(AH)","Bars/Clubs",1981,"",NA,NA,NA
"Torry PInes Beach St. Park","Found","Blacks 'B.A.' Beach - a half hour walk from parking lot to base of golf course","",32.933677,-117.260678,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Y.M.C.A.","Found","(Armed Services)","",32.716003,-117.167788,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Hitch-hikers' (Sailors) along Rosecrans","General Coordinates Used","","",32.715738,-117.161084,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Hitch-hikers' along El Cajon","General Coordinates Used","nr. S.D. St. Univ.","",32.715738,-117.161084,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Grossmont College","General Coordinates Used","Student Center (El Cajon)","",32.816674,-117.006572,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Grossmont College","General Coordinates Used","Quad Library","",32.816674,-117.006572,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Hillcrest area","General Coordinates Used","","",32.747864,-117.164709,"San Diego","CA","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
"Lombard-Starfield","General Coordinates Used","(Disco)","Wabash off University",32.715738,-117.161084,"San Diego","CA","(P),(D),(*)","Bars/Clubs",1981,"",NA,NA,NA
"San Diego St. U. Art Bldg. ","General Coordinates Used","","",32.775989,-117.071253,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"San Diego St. U. Library ","General Coordinates Used","","",32.775989,-117.071253,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Tiajuana TIlly's Jai Alai Palace","General Coordinates Used","(Green wing)(Tijuana, Mexico)","",32.715738,-117.161084,"San Diego","CA","Cruisy Area,(M),(R),(AYOR)","Cruising Areas,Restaurant",1981,"",NA,NA,NA
"University Towne Center Shopping Mall N. La Jolla","General Coordinates Used","","",32.715738,-117.161084,"San Diego","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Buena Vista park","Found","","",37.768584,-122.441491,"San Francisco","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Dolores Park","Found","","",37.75977,-122.427114,"San Francisco","CA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Elephant Walk","Found","","18th & Castro",37.760976,-122.43519,"San Francisco","CA","(*),(R)","Restaurant",1981,"",NA,NA,NA
"Febe's","Found","(Leather & 'toy' shop upstairs)","11th & Folsom",37.771587,-122.414007,"San Francisco","CA","(SM),(W),(OC),(*)","Bars/Clubs",1981,"",NA,NA,NA
"La Rondalla","Found","(Mexican R) ","20th & Valencia",34.027405,-118.155427,"San Francisco","CA","(M),(R)","Restaurant",1981,"Found on Google Search",NA,NA,NA
"Lafayette Park","Found","","",37.79165,-122.427589,"San Francisco","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Land's End","Found","(Some Fuzz - AYOR)","",37.785812,-122.503314,"San Francisco","CA","Cruisy Area,(AYOR),(*)","Cruising Areas",1981,"",NA,NA,NA
"Lion Pub","Found","(Also good afternoons) Corner of Sacramento & Divisadero Sts.","",37.788924,-122.440331,"San Francisco","CA","(*)","Bars/Clubs",1981,"",NA,NA,NA
"Mommy Fortuna's","Found","","1649 Haight St.",37.769596,-122.449523,"San Francisco","CA","(Hip),(R)","Restaurant",1981,"",NA,NA,NA
"Paperback Traffic","Found","(Books)","535 Castro St.",37.759632,-122.434645,"San Francisco","CA","(*)","Book Store",1981,"",NA,NA,NA
"Pier 54","Found","China Basin at Pier 54","",37.769992,-122.384475,"San Francisco","CA","(R),(M)","Restaurant",1981,"",NA,NA,NA
"S.F. State U.","Found"," Library ","",37.721365,-122.478136,"San Francisco","CA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"San Gregorio","Found","'B.A.' Beach ","S. on Hwy. 1",37.322999,-122.403308,"San Francisco","CA","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
