"status","description","streetaddress","city","state","amenityfeatures","type","Year","notes","title","unclear_address","full.address","lon","lat","geoAddress"
"General Coordinates Used","(Snacks) Cherry Grove","","Fire Island","NY","(R)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Peach St. Rd. at Five Corners","","Black River","NY","(M),(S)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Peach St. Rd. at Five Corners","","Black River","NY","(M),(S)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Peach St.  Rd. at Five Corners","","Black River","NY","(M),(S)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Peach St. Rd. at Five Corners","","Black River","NY","(M),(S)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"Found","'Midnight Cowboys'","","Manhattan","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","at 42nd St.","","Manhattan","NY","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","'Midnight Cowboys'","","Manhattan","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","('Hustlers')","","Midtown","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","('Hustlers')","","Midtown","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Midtown","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Midtown","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","(weekends only) across from Woodstock Playhouse","","Woodstock","NY","","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"Found","(weekends only) across from Woodstock Playhouse","","Woodstock","NY","","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","(below the Barn) 13th St. at 9th Ave.","","Greenwich Village","NY","","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","(Disco) 9th St. at 6th Ave.","","Greenwich Village","NY","(E),(D)","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"Found","(Disco) 9th St at 6th Ave.","","Greenwich Village","NY","(E),(D),(*)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"Found","(Disco) (Admission) 9th St. at 6th Avenue","","Greenwich Village","NY","(M),(D),(*)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","(after hours) 6th Ave. at Waverly Pl.","","Greenwich Village","NY","","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"Found","Christopher & Bedford","","Greenwich Village","NY","(SM)","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","on Christopher Street","","Greenwich Village","NY","","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","('Wild back room'- No booze W-TH-F-Sat only)(downstairs) 14th St. & 9th Ave.","","Greenwich Village","NY","","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"Found","(An Erotic Emporium) Dock Strip","","Greenwich Village","NY","","Business",1978,"",NA,NA,NA,NA,NA,NA
"Found","Grove St. at Sheridan Sq.","","Greenwich Village","NY","","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) (2 floors) (WE only*) Rte. 9, 4 mi. No. of Latham Center nr. Cresent","","Latham","NY","(YC),(D),(WE),(*)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) (2 floors) (WE only) Rte. 9, 4 mi. N. of Latham Center nr. Cresent","","Latham","NY","(YC),(D),(WE)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"Found","off Utica Parkway","","Utica","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","off Utica Parkway","","Utica","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","off Utica Parkway","","Utica","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","off Utica Parkway","","Utica","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","off Utica Parkway","","Utica","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","52nd St. at 2nd Ave.","","Manhattan","NY","","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","Central Park Plaza, nr. Amherst & Hill","","Buffalo","NY","(M)","Theatre",1978,"",NA,NA,NA,NA,NA,NA
"Found","Central Park Plaza nr. Amherst & Hill","","Buffalo","NY","(M)","Theatre",1979,"",NA,NA,NA,NA,NA,NA
"Found","(Japanese R) Charles & W. 4th St.","","Greenwich Village","NY","(M),(R)","Restaurant",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","2nd Ave. betw. 11th & 12th","","Greenwich Village","NY","(B),(D)","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","","114 W. 45th St.","Manhattan","NY","(M),(R)","Restaurant",1972,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","(after hours) Broadway at 3rd","","Manhattan","NY","(C),(D)","Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","Court at Clinton","","Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","Court at Clinton","","Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas",1980,"At the end of Rochester's cruisy area is noted: all should be visited strickly AYOR",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","(RT),Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","'trucks'","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","by foot or car","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","by foot or car","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","by foot or car","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","by foot or car","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","by foot or car","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","by foot or car","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","by foot or car","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","Niagara Street","","Buffalo","NY","","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","Lake Shore Road","","Buffalo","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","Lakeshore Rd.","","Buffalo","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","Lakeshore Rd.","","Buffalo","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","Lakeshore Rd.","","Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","Bank & Washington Sts.","","Greenwich Village","NY","(M)","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Binghamton","NY","Cruisy Area","Cruising Areas,Organizations",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Binghamton","NY","Cruisy Area","Cruising Areas,Organizations",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Binghamton","NY","Cruisy Area","Cruising Areas,Organizations",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Binghamton","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Route 9 W","","Nyack","NY","","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) No. end of Ilium Apt. Complex (Use back door)","","Troy","NY","(YC),(D),(*)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"Found","(after hours) (2nd floor, above the Den) 12th St. at Washington","","Greenwich Village","NY","(SM),(*)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","(after hours, above the Den) Little 12th St. & Washington","","Greenwich Village","NY","(SM),(P),(*)","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
