"description","streetaddress","city","state","amenityfeatures","type","status","lat","lon","Year","notes","title","unclear_address","full.address","geoAddress"
"","","Fort Lauderdale","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",26.124146,"-80.103833",1999,"",NA,NA,NA,NA
"in Rock Creek Park, above 16th St","","Washington","DC","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",38.983817,"-77.044984",1999,"",NA,NA,NA,NA
"btwn Biloxi & Gulfport ","","Biloxi","MS","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",30.396032,"-88.885308",1999,"",NA,NA,NA,NA
"Hwy 2, exit Angeles Crest Hwy, head N, turn left to UBTC Rd, turn right (btwn marker 4.5 & 4.8) little nude beach along creek","","Angeles National Forest","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",34.306945,"-118.073125",1999,"",NA,NA,NA,NA
"","","Pascagoula","MS","Cruisy Area,(AYOR)","Cruisy Areas","Found",30.344554,"-88.534805",1999,"",NA,NA,NA,NA
"","","Miami","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",25.731489,"-80.157269",1999,"",NA,NA,NA,NA
"208/336-0246 host summer camping events","","","ID","(MO)","Info Lines & Services","General Coordinates Used",44.068202,"-114.742041",1999,"Statewide",NA,NA,NA,NA
"415/541-5000 infoline lists upcoming events; also sponsors 'Int'l Bear Rendezous' (see calendar)","","San Francisco","CA","","Info Lines & Services","General Coordinates Used",37.77493,"-122.419415",1999,"Listed under ""SF--Overview.""",NA,NA,NA,NA
"310/498-0552, 800/383-3513 reservation service","","Los Angeles","CA","","Accommodations","General Coordinates Used",34.052234,"-118.243685",1999,"Listed under ""LA--Overview.""",NA,NA,NA,NA
"415/696-1690 reservation service","","San Francisco","CA","TA","Accommodations","General Coordinates Used",37.77493,"-122.419415",1999,"Listed under ""SF--Overview.""",NA,NA,NA,NA
"707/944-4444 reservation service","","Napa Valley","CA","(GF)","Accommodations","General Coordinates Used",38.427432,"-122.39433",1999,"",NA,NA,NA,NA
"202/518-6066 reservation svc","","Annapolis","MD","(GF)","Accommodations","General Coordinates Used",38.978445,"-76.492183",1999,"",NA,NA,NA,NA
"","","Wood River","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found",38.864477,"-90.043022",1999,"",NA,NA,NA,NA
"The Mohican Trail Rte 23 E Windham","","Catskill Mtns","NY","","Restaurants","General Coordinates Used",42.307226,"-74.252052",1999,"",NA,NA,NA,NA
"","","New Orleans","LA","Cruisy Area,(AYOR)","Cruisy Areas","Found",29.879073,"-90.09842 ",1999,"",NA,NA,NA,NA
"btw Fair Oaks Ave & Marengo in Old Town ","","Pasadena","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",34.138347,"-118.149059",1999,"",NA,NA,NA,NA
"btwn 2nd & 3rd ","","Belmar","NJ","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.184174,"-74.011356",1999,"",NA,NA,NA,NA
"S of Belmont at the lake ","","Chicago","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.935181,"-87.631544",1999,"Listed under ""Chicago--New Town"".",NA,NA,NA,NA
"516/597-6448 hot tub, jacuzzi, gym","","Fire Island","NY","(MO),(SW),(WC),TA","Accommodations","Found",40.661602,"-73.085458",1999,"",NA,NA,NA,NA
"E side of Campbell Causeway ","","Tampa","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",27.970749,"-82.579284",1999,"",NA,NA,NA,NA
"70th & Ames Ave ","","Omaha","NE","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.297608,"-96.021068",1999,"",NA,NA,NA,NA
"","","Tyler","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found",32.332912,"-95.301764",1999,"",NA,NA,NA,NA
"","","Pittsfield","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found",42.447745,"-73.251564",1999,"",NA,NA,NA,NA
"Ellison Wilson Rd (in Juno Beach)","","West Palm Beach","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",26.874002,"-80.065017",1999,"",NA,NA,NA,NA
"248/615-7003, 888/615-7003 covers southeast MI","","Detroit","MI","","Publications","General Coordinates Used",42.331427,"-83.045754 ",1999,"",NA,NA,NA,NA
"","","Valley Forge","PA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",40.109667,"-75.420976",1999,"",NA,NA,NA,NA
"Rte 72 (btwn 25 & 59)","","Hoffman Estates","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found",42.083679,"-88.230578",1999,"",NA,NA,NA,NA
"541/317-8966 social/support, also newsletter","","Bend","OR","","Info Lines & Services","General Coordinates Used",44.058173,"-121.31531",1999,"",NA,NA,NA,NA
"East King's Hwy (at 3132)","","Shreveport","LA","Cruisy Area,(AYOR)","Cruisy Areas","Found",32.4447,"-93.702327",1999,"",NA,NA,NA,NA
"906/345-9886 smokefree rms available","","Big Bay","MI","(GF)","Accommodations","Found",46.816842,"-87.727064",1999,"",NA,NA,NA,NA
"808/935-6711","","Hawaii","HI","","Info Lines & Services","General Coordinates Used",19.542915,"-155.665857",1999,"Listed under ""Hawaii (Big Island)""",NA,NA,NA,NA
"Crest Dr (to Washington Rock)","","Orange","NJ","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.762673,"-74.288264",1999,"",NA,NA,NA,NA
"Amnocala Hwy ","","Chattanooga","TN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",35.084789,"-85.262224",1999,"",NA,NA,NA,NA
"nr VFW Hall along the Charles River ","","Watertown","MA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",42.37093,"-71.182832",1999,"",NA,NA,NA,NA
"cruisy hitchhikers","","Miami","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",25.804883,"-80.185825",1999,"",NA,NA,NA,NA
"at Lesbian/Gay Community Ctr 3:30pm Sat","","New York City","NY","","Info Lines & Services","Found",40.740044,"-74.007318",1999,"Listed under ""NYC--Overview"".",NA,NA,NA,NA
"Gay & Lesbian Community Center 801/539-8800 call for info","","Salt Lake City","UT","","Info Lines & Services","General Coordinates Used",40.760779,"-111.891047",1999,"",NA,NA,NA,NA
"212/459-4784 recorded info on variety of social & political groups","","New York City","NY","","Info Lines & Services","Found",40.740044,"-74.007318",1999,"Listed under ""NYC--Overview"".",NA,NA,NA,NA
"at Pride Ctr 7:30pm-Tue","","New Brunswick","NJ","","Info Lines & Services","General Coordinates Used",40.486216,"-74.451819",1999,"",NA,NA,NA,NA
"Sunset Dr days","","Athens","GA","Cruisy Area,(AYOR)","Cruisy Areas","Found",33.964453,"-83.412193",1999,"",NA,NA,NA,NA
"Valley Green Center Nellysford 804/361-1463 lunch & dinner, clsd Mon, full bar till midnight, till 2am wknds","","Charlottesville","VA","(E)","Restaurants","General Coordinates Used",37.889754,"-78.873366",1999,"",NA,NA,NA,NA
"Rtes 11 & 30, Manchester Village 802/362-4982","","Manchester","VT","","Restaurants","General Coordinates Used",43.16362,"-73.072285",1999,"",NA,NA,NA,NA
"215/724-3663 group for bisexual men & women","","Philadelphia","PA","","Info Lines & Services","General Coordinates Used",39.946719,"-75.168902",1999,"",NA,NA,NA,NA
"days","","Gainesville","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",29.620206,"-82.333659",1999,"",NA,NA,NA,NA
"808/332-9607, 800/527-7789 free reservation service","","Kauai","HI","(MW)","Info Lines & Services","General Coordinates Used",22.09644,"-159.526124",1999,"Listed under ""Kauai""",NA,NA,NA,NA
"530/544-4411, 800/431-4411 exclusively lesbigay, open year round","","Lake Tahoe","CA","(MW),NS,GO","Accommodations","General Coordinates Used",38.939926,"-119.977187",1999,"",NA,NA,NA,NA
"414/933-2136 7:30pm 3rd Mon","","Milwaukee","WI","","Info Lines & Services","General Coordinates Used",43.038903,"-87.906474",1999,"",NA,NA,NA,NA
"702/225-4513","","Las Vegas","NV","","Info Lines & Services","General Coordinates Used",36.171563,"-115.139101Q",1999,"",NA,NA,NA,NA
"off Lookout Rd popular nude beach","","Sausalito","CA","","Entertainment & Recreation","Found",37.82433,"-122.50869",1999,"",NA,NA,NA,NA
"off Lookout Rd Sausalito popular nude beach","","San Francisco","CA","","Entertainment & Recreation","Found",37.82433,"-122.50869",1999,"Listed under ""SF--Overview.""",NA,NA,NA,NA
"Baileys Harbor 920/839-9222","","Sturgeon Bay","WI","(GF)","Accommodations","General Coordinates Used",45.064993,"-87.124274",1999,"",NA,NA,NA,NA
"","","Lynchburg","VA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",37.413754,"-79.142246",1999,"",NA,NA,NA,NA
"310/410-0808 nat'l publications for African-American men","","Los Angeles","CA","","Publications","General Coordinates Used",34.052234,"-118.243685",1999,"Listed under ""LA--Overview.""",NA,NA,NA,NA
"Wampatuck Rd trails & parking lot ","","Milton","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found",42.214182,"-71.093998",1999,"",NA,NA,NA,NA
"540/890-6612","","Roanoke","VA","","Publications","General Coordinates Used",37.27097,"-79.941427",1999,"",NA,NA,NA,NA
"502/245-7619","","Louisville","KY","","Info Lines & Services","General Coordinates Used",38.252665,"-85.758456 ",1999,"",NA,NA,NA,NA
"corner of Duval & Fleming Sts 305/204-9272 lunch, dinner in-season only, clsd Sun, 'seafood & eat it'","","Key West","FL","(*)","Restaurants","Found",24.555992,"-81.802934",1999,"",NA,NA,NA,NA
"nr Convention Hall ","","Asbury Park","NJ","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.223796,"-73.998585",1999,"",NA,NA,NA,NA
"","","Long Branch","NJ","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.297189,"-73.979353",1999,"",NA,NA,NA,NA
"Jarvis St (off 6A exit 1), nights","","Sandwich","MA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",41.768882,"-70.561455",1999,"",NA,NA,NA,NA
"in front of sightseeing tower & bandshell ","","Daytona Beach","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",29.224086,"-81.00469",1999,"",NA,NA,NA,NA
"The Pines 516/597-6500","","Fire Island","NY","(MW),(SW)","Accommodations","Found",40.663806,"-73.069881",1999,"",NA,NA,NA,NA
"Orchid Village Bldg 22 808/933-7600","400 Hualani St ","Hilo","HI","(D),(F)","Bars","Found",19.713507,"-155.073625",1999,"Listed under ""Hawaii (Big Island)""",NA,NA,NA,NA
"The Pines 516/597-9400, 212-819-9400","","Fire Island","NY","","Accommodations","General Coordinates Used",40.659792,"-73.089962",1999,"",NA,NA,NA,NA
"303/831-8266, 800/513-7827 jacuzzi, sauna","","Denver","CO","(M),(SW),NS","Accommodations","General Coordinates Used",39.739236,"-104.990251",1999,"",NA,NA,NA,NA
"20th & 7th Ybor City 813/241-2622 lunch & dinner, 4-course Sun brunch, 2 full bars","","Tampa","FL","","Restaurants","Found",27.96025,"-82.436748",1999,"",NA,NA,NA,NA
"","","Sandusky","OH","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",41.456175,"-82.711682",1999,"",NA,NA,NA,NA
"at Community Ctr 208/331-1101 (BI-LINE) 8pm Sun","","Boise","ID","","Info Lines & Services","General Coordinates Used",43.615019,"-116.202314",1999,"",NA,NA,NA,NA
"US 441 S past Praynes Prairie (on the right), days","","Gainesville","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",29.569351,"-82.318025",1999,"",NA,NA,NA,NA
"","","Wichita","KS","Cruisy Area,(AYOR)","Cruisy Areas","Found",37.667799,"-97.261472",1999,"",NA,NA,NA,NA
"808/244-4566 recorded events info","","Maui","HI","","Info Lines & Services","General Coordinates Used",20.798363,"-156.331925",1999,"Listed under ""Maui""",NA,NA,NA,NA
"Lake Mead Blvd, Rte 147 (turn left, then right onto 8.0 Rd, road number 89 on the map), 2 miles of rough road, may take 30 min","","Las Vegas","NV","Cruisy Area,(AYOR)","Cruisy Areas","Found",35.989565,"-115.139108",1999,"",NA,NA,NA,NA
"406/225-4339 spirituality/recovery retreat, call for info","","Boulder","MT","(GF),(F),(SW),NS","Accommodations","Found",46.199742,"-112.095301",1999,"",NA,NA,NA,NA
"Bourbon & Orleans 504/523-2222, 800/521-5338","","New Orleans","LA","(*),(GF),TA","Accommodations","General Coordinates Used",29.951066,"-90.071532",1999,"",NA,NA,NA,NA
"on A1A ","","West Palm Beach","FL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",26.531787,"-80.090546",1999,"",NA,NA,NA,NA
"in the 'Broadway Market' 206/860-3070","","Seattle","WA","(GF)","Gyms & Health Clubs","Found",47.605479,"-122.321382",1999,"",NA,NA,NA,NA
"White Lake Catskill Mtns 914/583-4114 also piano bar & cabaret, 9pm-1am Fri-Sun","","Catskill Mtns","NY","(GF)","Accommodations","Found",41.570028,"-74.871549",1999,"",NA,NA,NA,NA
"","","Rochester","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.731514,"-80.337064",1999,"",NA,NA,NA,NA
"footbridge & woods ","","Wilmington","DE","Cruisy Area,MR-AF,(AYOR)","Cruisy Areas","Found",39.758685,"-75.552416",1999,"",NA,NA,NA,NA
"at 'Surfside Resort Hotel' 609/348-0192 24hrs","","Atlantic City","NJ","(*),(MW),(NH),(F),(S)","Bars","Found",39.360121,"-74.430977",1999,"",NA,NA,NA,NA
"415/921-0625 walking tours of the Mission","","San Francisco","CA","","Entertainment & Recreation","General Coordinates Used",37.77493,"-122.419415",1999,"Listed under ""SF--Mission District.""",NA,NA,NA,NA
"504/924-4989 100+ yr old B&B, hot tub","","Baton Rouge","LA","(MO)","Accommodations","General Coordinates Used",30.451468,"-91.187147",1999,"",NA,NA,NA,NA
"407/729-0669 X2082 also a publication","","Melbourne","FL","","Info Lines & Services","General Coordinates Used",28.083627,"-80.608109",1999,"",NA,NA,NA,NA
"at 'Brewers Hotel' 412/681-7991 10am-2am, from noon Sun","","Pittsburgh","PA","(GF)","Bars","Found",40.461495,"-79.967803",1999,"",NA,NA,NA,NA
"Li'l 5 Points 404/653-0110","","Atlanta","GA","","Restaurants","General Coordinates Used",33.748752,"-84.387684",1999,"",NA,NA,NA,NA
"nr library ","","Kingsport","TN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",36.549246,"-82.558264",1999,"",NA,NA,NA,NA
"nights","","Fargo","ND","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",46.901696,"-96.787519",1999,"",NA,NA,NA,NA
"Rte 3 & Washington (E side of hwy) /271-5914 24hrs","","Brooklyn","IL","","Erotica","Found",38.655939,"-90.169202",1999,"",NA,NA,NA,NA
"718/670-3337 newsletter","","New York City","NY","","Publications","General Coordinates Used",40.78306,"-73.971249",1999,"Listed under ""NYC--Brooklyn"".",NA,NA,NA,NA
"505/758-7525, 800/758-1489 full brkfst","","Taos","NM","(GF),NS","Accommodations","General Coordinates Used",36.407213,"-105.573379",1999,"",NA,NA,NA,NA
"Dustin & 20th ","","Farmington","NM","Cruisy Area,(AYOR)","Cruisy Areas","Found",36.74574,"-108.205914",1999,"",NA,NA,NA,NA
"217/525-4297","","Springfield","IL","","Info Lines & Services","General Coordinates Used",39.781721,"-89.650148",1999,"",NA,NA,NA,NA
"James River Park north bank nr S end of Meadow St","","Richmond","VA","Cruisy Area,(AYOR)","Cruisy Areas","Found",37.596023,"-77.467256",1999,"",NA,NA,NA,NA
"","","Traverse City","MI","Cruisy Area,(AYOR)","Cruisy Areas","Found",44.766703,"-85.595615",1999,"",NA,NA,NA,NA
"on Mesa Dr wknds","","Oceanside","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found",33.207395,"-117.347704",1999,"",NA,NA,NA,NA
"end of Buffalo Mountain Park Rd ","","Johnson City","TN","Cruisy Area,(AYOR)","Cruisy Areas","Found",36.282216,"-82.349506",1999,"",NA,NA,NA,NA
"off Hwy 50, trail along river","","Riverton","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",38.771023,"-120.449806",1999,"",NA,NA,NA,NA
"John Morris Pkwy S end","","Fort Myers","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",26.475913,"-81.967312",1999,"",NA,NA,NA,NA
"603/823-7775, 800/421-0701 full brkfst, saunas","","Franconia","NH","(GF),NS,(WC)","Accommodations","General Coordinates Used",44.226175,"-71.744165",1999,"",NA,NA,NA,NA
"","","Breckenridge","CO","(M),(NH),(CW)","Bars","Found",39.52572,"-106.046361",1999,"",NA,NA,NA,NA
"on Onota Lake ","","Pittsfield","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found",42.463562,"-73.274023",1999,"",NA,NA,NA,NA
"btwn West Amador & Westgate ","","Las Cruces","NM","Cruisy Area,(AYOR)","Cruisy Areas","Found",32.294533,"-106.796821",1999,"",NA,NA,NA,NA
"Hwy 365, North Little Rock (just outside of town) early evening","","Little Rock","AR","Cruisy Area,(AYOR)","Cruisy Areas","Found",34.797696,"-92.309918",1999,"",NA,NA,NA,NA
"","","Madison","WI","Cruisy Area,(AYOR)","Cruisy Areas","Found",43.102277,"-89.366961",1999,"",NA,NA,NA,NA
"off Rte 103 toward Rutland","","Ludlow","VT","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",43.395906,"-72.700652",1999,"",NA,NA,NA,NA
"I-80, exit 187 (3 miles E of Winnemuca)","","Winnemuca","NV","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.024346,"-117.58568",1999,"",NA,NA,NA,NA
"901/276-0168, 901/274-8658","","Memphis","TN","","Info Lines & Services","General Coordinates Used",35.149534,"-90.04898",1999,"",NA,NA,NA,NA
"south frontage Rd of US Hwy 84 ","","Brookhaven","MS","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",31.579059,"-90.440651",1999,"",NA,NA,NA,NA
"","","Richmond","VA","Cruisy Area,(AYOR)","Cruisy Areas","Found",37.544727,"-77.473065",1999,"",NA,NA,NA,NA
"Aiea Shopping Ctr 808/487-2944","","Aiea, Oahu","HI","","Erotica","Found",21.379079,"-157.930254",1999,"Listed under ""Oahu""",NA,NA,NA,NA
"Rte 340 from Frederick (last left before Potomac River bridge) go 1.5 miles cross RR tracks","","Frederick","MD","Cruisy Area,(AYOR)","Cruisy Areas","Found",39.325462,"-77.703127",1999,"",NA,NA,NA,NA
"E of wharf ","","Santa Barbara","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found",33.71101,"-118.283293",1999,"",NA,NA,NA,NA
"street bordering Ward Memorial Park ","","Winter Park","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",28.59375,"-81.317328 ",1999,"",NA,NA,NA,NA
"415/431-2228 informal chats at local cafes for young queer men (25 & under)","","San Francisco","CA","","Info Lines & Services","General Coordinates Used",37.77493,"-122.419415",1999,"Listed under ""SF--Overview.""",NA,NA,NA,NA
"in 'Muscle System' gym (at Gough) coffee bar & snacks","","San Francisco","CA","","Cafes","Found",37.777249,"-122.422384",1999,"Listed under ""SF--Haight, Fillmore & West.""",NA,NA,NA,NA
"UCSD Price Center #76 La Jolla (at Voight) 619/450-2141 7am-midnight","","San Diego","CA","","Cafes","Found",32.88006,"-117.234013",1999,"",NA,NA,NA,NA
"Rte. 66 (west of I-15) many warnings, including that San Andreas fault will be directly under your feet!","","Angeles National Forest","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",34.267061,"-117.457671",1999,"",NA,NA,NA,NA
"to the left, off the fwy (from Hwy 5 south)","","San Clemente","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found",33.406295,"-117.605786",1999,"",NA,NA,NA,NA
"at Robin Lake Beach ","","Columbus","GA","Cruisy Area,(AYOR)","Cruisy Areas","Found",32.845472,"-84.848281",1999,"",NA,NA,NA,NA
"","","Waco","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found",31.583658,"-97.156257",1999,"",NA,NA,NA,NA
"605/425-9085 35 miles W of Sioux Falls, camping, RV hookups","","Sioux Falls","SD","(GF)","Accommodations","General Coordinates Used",43.546022,"-96.731265",1999,"",NA,NA,NA,NA
"616/543-4335 seasonal, campsites & RV & hookups, also B&B","","Saugatuck","MI","(MW)","Accommodations","General Coordinates Used",42.655025,"-86.201982",1999,"",NA,NA,NA,NA
