"status","lat","lon","description","streetaddress","city","state","Year","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress"
"Found",40.953376,"-80.169922","summers","","New Castle","PA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.369499,"-74.953453","off Main St.","","New Hope","PA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.364273,"-74.951278","(800)-346-5592 gay realtor at your service, no rentals ","","New Hope","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.361837,"-74.967226","(at Raven Hall accommodations) 862-2081 11am-2am","","New Hope","PA",1996,"(MW)","Bars","Raven Hall's address is 385 West Bridge St.",NA,NA,NA,NA
"General Coordinates Used",40.357235,"-74.949232","862-3000 11am-10pm; also full bar til 1 am","South River Rd.","New Hope","PA",1996,"(E),(WC)","Restaurants & Cafes","",NA,NA,NA,NA
"General Coordinates Used",41.872578,"-75.727132","PO Box 537, 18834 465-7011 oldest gay-owned & operated campground dedicated to the gay & lesbian community","","New Milford","PA",1996,"(M),(SW),(N)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",39.946719,"-75.168902","PO Box 30372, 19103 bisexual newsletter","","Philadelphia","PA",1996,"","Publications","",NA,NA,NA,NA
"Found",39.962818,"-75.246932","(upstairs at C. R. Bar) (610) 734-1130 from midnight Fri-Sat, 4pm-2am Sun","","Philadelphia","PA",1996,"(M),(D),(PC)","Bars","C. R. Bar's address is 6405 Market St., Upper Darby",NA,NA,NA,NA
"General Coordinates Used",39.946719,"-75.168902","(312) 857-0801/ 857-0805 (fax) see ad in center National Section","","Philadelphia","PA",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",39.946719,"-75.168902","PO Box 42257, 19101","","Philadelphia","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.952584,"-75.165221","(900) 346-6338, talk and or meet with other men from the area, at only 98¢ per minutre","","Philadelphia","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.944342,"-75.167099","10pm-3am","","Philadelphia","PA",1996,"(MW),(D)","Bars","location is from Rodz's entry",NA,NA,NA,NA
"General Coordinates Used",39.946719,"-75.168902","(800)-346-5592 gay realtor at your service, no rentals ","","Philadelphia","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",39.94586,"-75.174828","985-1836, dinner nightly; also full bar ","20th & Lombard St.","Philadelphia","PA",1996,"","Restaurants & Cafes","",NA,NA,NA,NA
"General Coordinates Used",39.946719,"-75.168902","574-6900 (AA#)","","Philadelphia","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.952584,"-75.165221","(610) 269-9100/ (800) 269-1730 full brkfst","30 mi. out-of-town in Downingtown ","Philadelphia","PA",1996,"(GF),(F),(IGTA)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",39.952584,"-75.165221","(800) 847-4872","","Philadelphia","PA",1996,"","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",39.952584,"-75.165221","WXPN-FM 88.5, Gaydreams
 9pm Sun","","Philadelphia","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.946719,"-75.168902","724-3663, bisexual social/support group ","","Philadelphia","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.952584,"-75.165221","546-7100, 6pm-11pm","","Philadelphia","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.670404,"-76.357991","","","Pine Grove","PA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.548423,"-76.384678","hiking area off I-81 E. (exit 34) ","","Pine Grove","PA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.440625,"-79.995886","PO Box 8772, 15221 242-7361","","Pittsburgh","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.440625,"-79.995886","471-7422 (AA#)","","Pittsburgh","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.440625,"-79.995886","422-0114, 6:30pm-9:30pm, 3pm-6pm Sat, clsd Sun","","Pittsburgh","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.440625,"-79.995886","372-1846/ (800) 538-2617 ","","Pittsburgh","PA",1996,"","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",40.440625,"-79.995886","PO Box 81869, 15217 422-3060","","Pittsburgh","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.440625,"-79.995886","PO Box 16455, 15242 681-1556, active social group & newsletter","","Pittsburgh","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.440625,"-79.995886","(800)-346-5592 gay realtor at your service, no rentals ","","Pittsburgh","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.461495,"-79.967803","(at Brewers Hotel) 681-7991 10am-2am, from noon Sun","","Pittsburgh","PA",1996,"(GF)","Bars","Brewers Hotel's address is 3315 Liberty Ave.",NA,NA,NA,NA
"General Coordinates Used",41.070008,"-75.434473 ","RD 1, Box 67, Scotrun, 18355 629-5036 new cedar log home, quietly secluded in the woods","","Pocono Mountains","PA",1996,"(MW)","Accommodations","",NA,NA,NA,NA
"Found",41.039011,"-75.109789","RD 8, Box 8174, East Stroudsbourg, 18301 223-8484 nestled high atop a Pocono mtn. on 85 private wooded acres w/ spectacular views of surrounding mtns.","","Pocono Mountains","PA",1996,"(*),(MW),(D),(F),(E),(K),(SW),(IGTA)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",40.335648,"-75.926875","PO Box 1952, Allentown, 18105 868-7183, social group & newsletter","","Reading","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.335648,"-75.926875","PO Box 417, 19603 373-0674","","Reading","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.731514,"-80.337064","","","Rochester","PA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",41.409323,"-75.663846","8:30pm Tue","St. Luke's Church on Wyoming Ave.","Scranton","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.233112,"-80.493403","","","Scranton","PA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",41.513036,"-75.575745","Enyon","","Scranton","PA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.233112,"-80.493403","PO Box 726, Binghamton, NY, 13902 756-2007 200 campsites & 40 RV hook-ups on 100 secluded acres in the Endless Mtns.","","Scranton","PA",1996,"(MO)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",40.793395,"-77.860001","237-1950, 6pm-9pm","","State College","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.794405,"-77.861426","100 block of College Ave.","","State College","PA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.859606,"-76.785824","(downtown)","","Sunbury","PA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",40.881495,"-76.791882","","","Sunbury","PA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.241477,"-77.002221","3 mi. S. on Rte N.","","Williamsport","PA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.24119,"-77.001079","327-1411, 6pm-9pm, clsd Sun","","Williamsport","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.962598,"-76.727745","PO Box 2425, 17405 848-9142, 292-1665, lesbigay social/educational group","","York","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.962598,"-76.727745","Rd. 4, Spring Grove 777-4479 8pm-2am Fri-Sat only","","York","PA",1996,"(*),(MW),(D),(E),(YC)","Bars","",NA,NA,NA,NA
"Found",39.959353,"-75.6064","late night","","West Chester","PA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",39.948012,"-75.446135","W. Chester Pike","","Edgemont","PA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.239382,"-75.280057","late","","Lansdale","PA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.109667,"-75.420976","","","Valley Forge","PA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.238557,"-75.229839","362-9560","Rtes. 202 & 309 ","Montgomeryville","PA",1996,"","Erotica","",NA,NA,NA,NA
"General Coordinates Used",41.003052,"-75.181755","223-8484 nestled high atop a Pocono mtn. on 85 private wooded acres w/ spectacular view of surround mtns.","RD 8 Box 8174","East Stroudsburg","PA",1996,"(*),(MW),(D),(F),(E),(K),(SW),(IGTA)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",41.003052,"-75.181755","(800)-346-5592 gay realtor at your service, no rentals ","","East Stroudsburg","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.078075,"-74.918297","","","Cornwell Heights","PA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.04315,"-75.1274","PO Box 219, 18335  223-1395","","Marshalls Creek","PA",1996,"(MO),(SW),(N)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",39.830929,"-77.231095","Box 2256, Gettysburg College, 17325","","Gettysburg","PA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",41.488401,"-71.291362","in front of concession stand","","Newport","RI",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",41.483992,"-71.275604","(middletown)","","Newport","RI",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.823989,"-71.412834","751-3322, 7pm-11pm","","Providence","RI",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.823989,"-71.412834","438-8860 (AA#) call for various mtgs.","","Providence","RI",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.81649,"-71.364624","438-4812 ","","Providence","RI",1996,"","Travel/Tour Operators","",NA,NA,NA,NA
"Found",41.830766,"-71.415304","nights","","Providence","RI",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.831577,"-71.389288","PO Box 1930, SAO, Brown University, 02912 863-3062","","Providence","RI",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.323711,"-71.802845","PO Box 50, Annex Stn., 02903 751-3322","","Providence","RI",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",41.323711,"-71.802845","","","Westerly","RI",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",32.776475,"-79.931051","the Battery ","","Charleston","SC",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",32.784948,"-79.931185","St. Stephen's Episcopal (Anson St.) 762-2433, 8pm-Tue, 6:30pm Sat, MCC 8pm Th","","Charleston","SC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",32.65518,"-79.940367","","","Charleston","SC",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",32.776475,"-79.931051","PO Box 41, Folly Beach, 29439 588-9443 located across from the Atlantic Ocean w/ unobstructed views","","Charleston","SC",1996,"(MW),(SW),(N)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",32.776475,"-79.931051","722-5990 rustic log cabin, sleeps 6, close to beach","Folly Beach","Charleston","SC",1996,"(*),(GF),(SW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",32.776475,"-79.931051","PO  Box 8024, Columbia, 29202 771-0804","","Charleston","SC",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",32.776475,"-79.931051","PO Box 221841, Charlotte, NC, 28222 (704) 531-9988","","Charleston","SC",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",32.776475,"-79.931051","(800)-346-5592 gay realtor at your service, no rentals ","","Charleston","SC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",32.776475,"-79.931051","PO Box 27928, Raleigh, NC, 27611 (919) 829-0181","","Charleston","SC",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",32.776475,"-79.931051","PO Box 98, 29402, 720-8088","","Charleston","SC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",34.00071,"-81.034814","(800)-346-5592 gay realtor at your service, no rentals ","","Columbia","SC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",34.00071,"-81.034814","PO Box 8024, 29202 771-0804","","Columbia","SC",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",34.00071,"-81.034814","734-0235","","Columbia","SC",1996,"","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",34.00071,"-81.034814","254-5301 (AA#)","","Columbia","SC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",34.053204,"-81.217875","","","Columbia","SC",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",34.000483,"-81.0308","nr. State House ","","Columbia","SC",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",34.185242,"-79.770835","","","Florence","SC",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",34.852618,"-82.39401","PO Box 8024, Columbia, 29202 771-0804","","Greenville","SC",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",32.175496,"-80.770569","(800)-346-5592 gay realtor at your service, no rentals ","","Hilton Head","SC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",33.669836,"-78.904645","at 20th Ave. S.","","Myrtle Beach","SC",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",33.68906,"-78.886694","","","Myrtle Beach","SC",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",34.988011,"-81.954845","","","Spartanburg","SC",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",44.080278,"-103.22753","btwn. 6th & 8th","","Rapid City","SD",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",43.547303,"-96.728333","PO Box 88812, 57105 361-7043, covers southeast SD & northwest IA & southwest MN","","Sioux Falls","SD",1996,"","Publications","",NA,NA,NA,NA
"Found",43.545399,"-96.722808","2nd Ave. & 11th St.","","Sioux Falls","SD",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",43.547303,"-96.728333","PO Box 89803, 57105-9803 333-0603, 24hrs, info & referrals","","Sioux Falls","SD",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.084789,"-85.262224","Amnocala Hwy.","","Chattanooga","TN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",35.095393,"-85.223204","Hwy. 153","","Chattanooga","TN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",35.084789,"-85.262224","629-8080 4:30pm-3am","","Chattanooga","TN",1996,"(*),(MW),(D),(F),(S)","Bars","",NA,NA,NA,NA
"Found",36.534974,"-87.367563","","","Clarksville","TN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",35.646305,"-88.807783","","","Jackson","TN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",36.493124,"-84.843575","Rock Creek Rte. Box 150, 38556 879-7696 RV hookups","","Jamestown","TN",1996,"(GF),(SW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",36.31344,"-82.353473","(800)-346-5592 gay realtor at your service, no rentals ","","Johnson City","TN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.960638,"-83.920739","btwn. post office & library","","Knoxville","TN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",35.960638,"-83.920739","(800)-346-5592 gay realtor at your service, no rentals ","","Knoxville","TN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.960638,"-83.920739","521-6546 MCC#, 7pm-11pm","","Knoxville","TN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.960215,"-83.915382","lower end close to bridge","","Knoxville","TN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",35.960638,"-83.920739","around St. John's church","","Knoxville","TN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",35.960638,"-83.920739","PO Box 8529, 37996 525-2335, meetings","","Knoxville","TN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.963595,"-83.919333","intersection of Church, Market, Walnut & Union Sts.","","Knoxville","TN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",36.006728,"-85.967766","PO Box 68, 37095 536-5176, country journal for gay men everywhere","","Liberty","TN",1996,"","Publications","",NA,NA,NA,NA
"Found",35.14619,"-89.988516","nr. Playhouse","","Memphis","TN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",35.149534,"-90.04898","728-4297, 7:30pm-11pm","","Memphis","TN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.149534,"-90.04898","PO Box 11485, 38111-0485 454-1411","","Memphis","TN",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",35.149534,"-90.04898","(800)-346-5592 gay realtor at your service, no rentals ","","Memphis","TN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.149534,"-90.04898","528-0560, 6pm Mon","Gay Radio Show WEVL 90.0 FM","Memphis","TN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",35.486248,"-86.102692","","","Murpheesboro","TN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",36.162664,"-86.781602","PO Box 24241, 37202-4241 259-4135","","Nashville","TN",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",36.162664,"-86.781602","PO Box 60716, 37206 228-6572","","Nashville","TN",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",36.162664,"-86.781602","298-1050 (AA#) call for locations & times","","Nashville","TN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",36.156982,"-86.617896","","","Nashville","TN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",36.162664,"-86.781602","(800)-346-5592 gay realtor at your service, no rentals ","","Nashville","TN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",36.27063,"-86.747171","","","Nashville","TN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",36.162664,"-86.781602","741-2158 ","","Nashville","TN",1996,"","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",36.549246,"-82.558264","nr. library","","Kingsport","TN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",35.488408,"-86.310826","389-6616/ (800) 876-6616 clsd Mon, fine dining, some veggie, reservations only","","Haley","TN",1996,"(*),(WC)","Restaurants & Cafes","",NA,NA,NA,NA
"General Coordinates Used",35.377855,"-88.20948","278-5844 reservations, full brkfst, southern country house, 2 hrs outside Memphis","","Saltillo","TN",1996,"(MW),(F),(SW)","Accommodations","",NA,NA,NA,NA
"Found",35.794468,"-83.977451","c/o 1321 Nobel St., unit G, Alcoa, 37701 983-9150, secluded cabin w/ fireplace","","Gatlinburg","TN",1996,"","Accommodations","",NA,NA,NA,NA
"Found",32.429672,"-99.726751","","","Abilene","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",35.221997,"-101.831297","373-5725, 1st & 3rd Tue evening potluck & meeting","","Amarillo","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",32.756623,"-97.136774","(800)-346-5592 gay realtor at your service, no rentals ","","Arlington","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",30.267153,"-97.743061","445-7216, call for newsletter","","Austin","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",30.267153,"-97.743061","462-9191/ (800) 888-8TEX (out-of-state)","","Austin","TX",1996,"","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",30.267153,"-97.743061","PO Box 9591, 78766 451-7018, social group for Jewish lesbians/gays","","Austin","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",30.267153,"-97.743061","(800)-346-5592 gay realtor at your service, no rentals ","","Austin","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",30.267153,"-97.743061","PO Box 13501, 78711 472-2001, 6:30pm 3rd Th","","Austin","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",30.267153,"-97.743061","PO Box 1034, 78767 416-0100, all the dish on the club scene in Austin & South Texas","","Austin","TX",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",30.267153,"-97.743061","472-4357, 24hrs, general info, crisis counseling, some gay referrals","","Austin","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",30.267153,"-97.743061","","","Austin","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",30.627977,"-96.334407","846-3390, 690-3030, 8pm Wed","Desert Hills Hospital","College Station","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",30.627977,"-96.334407","847-0321, info & referrals for Texas A&M","","College Station","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",27.796731,"-97.388945","882-8255, call for meeting times","","Corpus Christi","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",27.796731,"-97.388945","","","Corpus Christi","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",27.796731,"-97.388945","(800)-346-5592 gay realtor at your service, no rentals ","","Corpus Christi","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",32.776664,"-96.796988","PO Box 190611, 75219 521-4765","","Dallas","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",32.776664,"-96.796988","370-2211, gay voices personals w/ priv. voice mail boxes; listen or leave messages for men at $2 per minute","","Dallas","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",32.776664,"-96.796988","(800)-346-5592 gay realtor at your service, no rentals ","","Dallas","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",32.776664,"-96.796988","PO Box 9142, 75209 480-5906, social & support group; weekly mtgs.","","Dallas","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",32.811502,"-96.811423","(at Gay Center) 3rd Sun 3pm, social group for mature men","","Dallas","TX",1996,"","Info Lines & Services","Center's address is 2701 Reagan ",NA,NA,NA,NA
"General Coordinates Used",32.776664,"-96.796988","368-6283, 7pm-11pm, info & referrals","","Dallas","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",32.811502,"-96.811423","(at Gay/Lesbian Center)","","Dallas","TX",1996,"","Info Lines & Services","Center's address is 2701 Reagan ",NA,NA,NA,NA
"General Coordinates Used",32.776664,"-96.796988","PO Box 803156, 75380-3156 504-6775","","Dallas","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",31.761878,"-106.485022","PO Box 31321, 79931 562-4297, 24hrs","","El Paso","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",31.761878,"-106.485022","833-9544, 7:30pm Mon","","El Paso","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",31.761878,"-106.485022","(contact Lambda Line) 562-4297","","El Paso","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",31.761878,"-106.485022","PO Box 31321, 79931 562-4297","","El Paso","TX",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",32.755488,"-97.330766","795-1376","","Ft. Worth","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",32.755488,"-97.330766","(800)-346-5592 gay realtor at your service, no rentals ","","Ft. Worth","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",29.301348,"-94.797696","684-2140 (AA#) 8pm Th & 5pm Sun","","Galveston","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",29.301348,"-94.797696","","","Galveston","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",29.760427,"-95.369803","(800)-346-5592 gay realtor at your service, no rentals ","","Houston","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",29.760427,"-95.369803","PO Box 66469, 77266 529-3211, 3pm-midnight","","Houston","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",29.760427,"-95.369803","PO Box 70153, 77270 225-2301","","Houston","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",29.760427,"-95.369803","PO Box 980893, 77098 526-7688","","Houston","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",29.760427,"-95.369803","526-4000, After Hours midnight-4am Sat","KPFT-90.1 FM","Houston","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",31.054914,"-98.180274","","","Lampasas","TX",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",27.539166,"-99.451308","","","Laredo","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",33.597732,"-101.857745","828-3316, 8pm Mon & Fri St. John's Rm 212, 8pm Tue & Th at Community Outreach Center","","Lubbock","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",33.595618,"-101.838073","","","Lubbock","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",33.577863,"-101.855166","791-4499, social group & newsletter","PO Box 64746","Lubbock","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",29.425191,"-98.494592","PO Box 15568, 78291 737-7157","","San Antonio","TX",1996,"","Publications","",NA,NA,NA,NA
"Found",29.351332,"-98.461722","532-8911 4pm-2am","South Presa at Military","San Antonio","TX",1996,"(GF),(D),(A)","Bars","",NA,NA,NA,NA
"General Coordinates Used",29.425191,"-98.494592","PO Box 12915, 78212 (800) 235-7215 (out-of-state) private cottage","","San Antonio","TX",1996,"(MW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",29.425191,"-98.494592","733-7300, 7pm-11pm","","San Antonio","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",29.425191,"-98.494592","(800)-346-5592 gay realtor at your service, no rentals ","","San Antonio","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",29.425191,"-98.494592","222-1828 full brkfst","","San Antonio","TX",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",29.425191,"-98.494592","PO Box 12486, 78212 545-3511","","San Antonio","TX",1996,"","Publications","",NA,NA,NA,NA
"Found",26.140921,"-97.171766","","","South Padre Island","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
