"description","streetaddress","city","state","amenityfeatures","type","status","lat","lon","Year","notes","title","unclear_address","full.address","geoAddress"
"206/323-0750 ",NA,"Seattle","WA","","Entertainment & Recreation","General Coordinates Used","47.60621","-122.332071",2000,"",NA,NA,NA,NA
"206/242-5240 alternative paper w/ paper section",NA,"Seattle","WA","","Publications","General Coordinates Used","47.60621","-122.332071",2000,"",NA,NA,NA,NA
"",NA,"Corpus Christi","TX","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","27.796731","-97.388945",2000,"",NA,NA,NA,NA
"summers",NA,"West Palm Beach","FL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","26.715342","-80.053375",2000,"",NA,NA,NA,NA
"Rte 28 N (off Hwy 50 to Spooner Jct) approx 6 miles, look for parked cars & follow the trails down the hill",NA,"Lake Tahoe","NV","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","39.163798","-119.767403",2000,"",NA,NA,NA,NA
"inquire locally ",NA,"Kilauea, Kauai","HI","Cruisy Area,(AYOR)","Cruisy Areas","Found","22.220471","-159.417479",2000,"",NA,NA,NA,NA
"nr the university  ",NA,"Columbia","SC","Cruisy Area,(AYOR)","Cruisy Areas","Found","34.000483","-81.0308",2000,"",NA,NA,NA,NA
"607/656-4388 B&B, camping ",NA,"Binghamton","NY","(MO),(L)","Accommodations","General Coordinates Used","42.098687","-75.917974",2000,"",NA,NA,NA,NA
"413/584-7616 by appt",NA,"Northampton","MA","","Info Lines & Services","General Coordinates Used","42.393321","-72.73286",2000,"",NA,NA,NA,NA
"415/648-7758 SF Queer history tour, also commitment ceremonies",NA,"San Francisco","CA","","Entertainment & Recreation","General Coordinates Used","37.77263","-122.386967",2000,"",NA,NA,NA,NA
"",NA,"Calumet City","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.605149","-87.561958",2000,"",NA,NA,NA,NA
"608/241-2500 online calendar & newsletter, contact DKR@mailbag.com ",NA,"Madison","WI","","Entertainment & Recreation","General Coordinates Used","43.072166","-89.40075",2000,"",NA,NA,NA,NA
"360/665-4000 cottages on the peninsula ",NA,"North Beach Peninsula","WA","(MW),(GO)","Accommodations","Found","46.48578","-124.052828",2000,"",NA,NA,NA,NA
"'J' Ave & Wenig Rd NE days",NA,"Cedar Rapids","IA","Cruisy Area,(AYOR)","Cruisy Areas","Found","42.00178","-91.675538",2000,"",NA,NA,NA,NA
"",NA,"Shawnee","OK","Cruisy Area,(AYOR)","Cruisy Areas","Found","35.338351","-97.075392",2000,"",NA,NA,NA,NA
"Rte I-93 exit 33  (off Rte 28) top of the hills",NA,"Stoneham","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found","42.36095","-71.5567",2000,"",NA,NA,NA,NA
"Kiwanis  (btwn 12th & 26th Sts) ",NA,"Sioux Falls","SD","Cruisy Area,(AYOR)","Cruisy Areas","Found","43.541912","-96.764121",2000,"",NA,NA,NA,NA
"left to gay area ",NA,"Westport","CT","","Entertainment & Recreation","Found","41.116614","-73.332136",2000,"",NA,NA,NA,NA
"",NA,"Sunbury","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.881495","-76.791882",2000,"",NA,NA,NA,NA
"",NA,"Marquette","MI","Cruisy Area,(AYOR)","Cruisy Areas","Found","46.554736","-87.38243",2000,"",NA,NA,NA,NA
"PO Box 110410, 92315 909/866-8200, 800/524-6600 cabins, also rental homes",NA,"Big Bear Lake","CA","(GF),(WC)","Accommodations","Found","34.248096","-116.92711",2000,"",NA,NA,NA,NA
"540/989-1579 entertainment & personals for the Virginias & Carolinas ",NA,"Roanoke","VA","","Publications","General Coordinates Used","37.27097","-79.941427",2000,"",NA,NA,NA,NA
"540/989-1579 entertainment & personals for the Virginias & Carolinas",NA,"Charleston","WV","","Publications","General Coordinates Used","38.34982","-81.632623",2000,"",NA,NA,NA,NA
"540/989-1579 entertainment & personals for the Virginias & Carolinas ",NA,"Richmond","VA","","Publications","General Coordinates Used","37.540725","-77.436048",2000,"",NA,NA,NA,NA
"PO Box 21201, Roanoke, VA 24018 540/989-1579 entertainment & personals",NA,"Greensboro","NC","","Publications","General Coordinates Used","37.196767","-80.031136",2000,"",NA,NA,NA,NA
"540/989-1579 entertainment & personals for the Virginias & Carolinas",NA,"Norfolk","VA","","Publications","General Coordinates Used","36.850769","-76.285873",2000,"",NA,NA,NA,NA
"702/322-6513 (fax #) fax for info, unconfirmed '99",NA,"Reno","NV","","Publications","General Coordinates Used","39.529919","-119.814269",2000,"",NA,NA,NA,NA
"530/577-6073, 800/700-3802 cozy, romantic chalet, hot tub",NA,"Lake Tahoe","CA","(MW),(GO)","Accommodations","General Coordinates Used","38.939926","-119.977187",2000,"",NA,NA,NA,NA
"",NA,"Albuquerque","NM","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","35.078276","-106.597174",2000,"",NA,NA,NA,NA
"",NA,"Bristol","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.107811","-74.861313",2000,"",NA,NA,NA,NA
"419/242-9057 8pm last Sat, men's social group, call for location",NA,"Toledo","OH","","Info Lines & Services","General Coordinates Used","41.652805","-83.537867",2000,"",NA,NA,NA,NA
"800/533-1973 elegant & private waterfront vacation home on the Gulf of Mexico",NA,"Alligator Point","FL","","Accommodations","General Coordinates Used","29.89596","-84.387648",2000,"",NA,NA,NA,NA
"718/769-1421 concerts & special events ",NA,"New York City","NY","","Entertainment & Recreation","General Coordinates Used","40.592193","-73.508611",2000,"",NA,NA,NA,NA
"Dennis off to the right",NA,"Cape Cod","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.794682","-70.016505",2000,"",NA,NA,NA,NA
"",NA,"Eugene","OR","Cruisy Area,(AYOR)","Cruisy Areas","Found","44.059172","-123.09262",2000,"",NA,NA,NA,NA
"435/425-3222 full brkfst, hot tubs, nr Capitol Reef Nat'l Park",NA,"Capitol Reef","UT","(GF),(NS)","Accommodations","General Coordinates Used","38.315813","-111.23628",2000,"",NA,NA,NA,NA
"800/338-5867 (JUMP) train & jump the same day",NA,"Seattle","WA","","Entertainment & Recreation","General Coordinates Used","47.60621","-122.332071",2000,"",NA,NA,NA,NA
"Rte 9 Hogback Mountain 802/464-5535 7:30am-9pm, clsd Tue-Th (winters) ",NA,"Marlboro","VT","(WC)","Restaurants","General Coordinates Used","42.862283","-72.785348",2000,"",NA,NA,NA,NA
"314/481-2424 alternative entertainment paper ",NA,"St. Louis","MO","","Publications","General Coordinates Used","38.627003","-90.199404",2000,"",NA,NA,NA,NA
"downtown",NA,"St. Joseph","MO","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","39.767458","-94.846681",2000,"",NA,NA,NA,NA
"203/579-9400 apt rental in secluded community accessible only by ferry ",NA,"Smith Island","MD","(GF)","Accommodations","General Coordinates Used","37.981235","-76.029936",2000,"",NA,NA,NA,NA
"",NA,"Jackson","MS","Cruisy Area,(AYOR)","Cruisy Areas","Found","32.301229","-90.183304",2000,"",NA,NA,NA,NA
"Fire Island Nat'l Seashore (at end of William Floyd Pkwy), Shirley",NA,"Long Island–Suffolk County","NY","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.736202","-72.856436",2000,"",NA,NA,NA,NA
"nights",NA,"Owensboro","KY","Cruisy Area,(AYOR)","Cruisy Areas","Found","37.776147","-87.112259",2000,"",NA,NA,NA,NA
"707/448-1010 ",NA,"Vacaville","CA","","Info Lines & Services","General Coordinates Used","38.356917","-121.989332",2000,"",NA,NA,NA,NA
"",NA,"Rochester","MN","Cruisy Area,(AYOR)","Cruisy Areas","Found","44.015447","-92.467292",2000,"",NA,NA,NA,NA
"nude beach & scene w/ popular trails",NA,"St. John","VI","Cruisy Area,(AYOR)","Cruisy Areas","Found","18.340673","-64.792187",2000,"",NA,NA,NA,NA
"Stanfordville  914/868-1413 riding school & camp ",NA,"Catskill Mtns","NY","","Entertainment & Recreation","General Coordinates Used","41.867165","-73.713798",2000,"",NA,NA,NA,NA
"217/536-5244",NA,"Effingham","IL","","Info Lines & Services","General Coordinates Used","39.120042","-88.543383",2000,"",NA,NA,NA,NA
"800/952-3625 (in-state only), 800/732-5682 (out-of-state only) ",NA,"","SD","","Info Lines & Services","General Coordinates Used","43.969515","-99.901813",2000,"Statewide",NA,NA,NA,NA
"206/324-4297 (SGN#)",NA,"Tacoma","WA","","Publications","General Coordinates Used","47.252877","-122.444291",2000,"",NA,NA,NA,NA
"",NA,"Wichita","KS","(CW)","Bars","Found","37.634603","-97.299578",2000,"location from Our Fantasy Complex's description",NA,NA,NA,NA
"",NA,"Columbus","GA","Cruisy Area,(AYOR)","Cruisy Areas","Found","32.396738","-84.956841",2000,"",NA,NA,NA,NA
"",NA,"Grand Forks","ND","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","47.889687","-97.044765",2000,"",NA,NA,NA,NA
"770/908-33381 meets 2nd Sat at 'Atlanta Eagle'",NA,"Atlanta","GA","","Info Lines & Services","General Coordinates Used","33.748995","-84.387982",2000,"",NA,NA,NA,NA
"305/294-6303",NA,"Key West","FL","","Publications","General Coordinates Used","24.55439","-81.79742",2000,"",NA,NA,NA,NA
"404/876-1819 newspaper w/ resource listings",NA,"Atlanta","GA","","Publications","General Coordinates Used","33.748995","-84.387982",2000,"",NA,NA,NA,NA
"9800 N Summer Hill Blvd Fountain Hills 480/816-3000, 800/992-8083 on 18-hole golf course ",NA,"Prescott","AZ","(GF),(NS)","Cruisy Areas","Found","33.575993","-111.762188",2000,"",NA,NA,NA,NA
"",NA,"Boca Raton","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","26.383382","-80.114047",2000,"",NA,NA,NA,NA
"207/836-2908 horse farm, full brkfst ",NA,"White Mtns","ME","(GS),(GO)","Accommodations","General Coordinates Used","44.404459","-70.789881",2000,"",NA,NA,NA,NA
"nr tennis courts & trails along Eel River ",NA,"Logansport","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.762625","-86.324345",2000,"",NA,NA,NA,NA
"843/723-0402 (ask for brochure) avant-garde 2-week art festival in late May-early June",NA,"Charleston","SC","","Entertainment & Recreation","General Coordinates Used","32.776475","-79.931051",2000,"",NA,NA,NA,NA
"614/444-3255 biweekly lesbigay paper for Central Ohio",NA,"Columbus","OH","","Publications","General Coordinates Used","39.961176","-82.998794",2000,"",NA,NA,NA,NA
"570/698-7725 monthly newspaper for northeastern PA & southern NY",NA,"","PA","","Publications","General Coordinates Used","41.203322","-77.194525",2000,"Statewide",NA,NA,NA,NA
"PO Box 97 Olga, 98279 360/376-5531 full brkfst, kayak tours available ",NA,"Orcas Island","WA","(GS)","Accommodations","Found","48.603096","-122.824268",2000,"",NA,NA,NA,NA
"15 miles SE of Columbus  740/385-2042 hot tub ",NA,"Logan","OH","(MW),(NS),(WC),(GO)","Accommodations","Found","39.512318","-82.411011",2000,"",NA,NA,NA,NA
"530/544-0549, 800/777-0914 private cabins & cottages",NA,"Lake Tahoe","CA","(GS)","Accommodations","General Coordinates Used","38.933069","-119.978547",2000,"",NA,NA,NA,NA
"Canal St  (btwn Bourbon & Royal Sts) 504/248-3900 (RTA #) it's not named Desire, but you should still ride it if you want to see the Garden District, Blanche ",NA,"New Orleans","LA","","Entertainment & Recreation","Found","29.953711","-90.069772",2000,"",NA,NA,NA,NA
"PO Box 37, 00831 340/693-8688, 800/666-7688",NA,"St. John","VI","(GF),(SW)","Accommodations","Found","18.328662","-64.79224",2000,"",NA,NA,NA,NA
"Coast Hwy 1 & Comptche-Ukiah Rd 707/937-5615, 800/331-8884 full brkfst, fireplaces",NA,"Mendocino","CA","(GF),(SW),(NS),(WC)","Accommodations","Found","39.300047","-123.79064",2000,"",NA,NA,NA,NA
"",NA,"Ottawa","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.317148","-88.995103",2000,"",NA,NA,NA,NA
"nights",NA,"Providence","RI","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.830766","-71.415304",2000,"",NA,NA,NA,NA
"btwn Hohman & State Line Ave ",NA,"Hammond","IN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","41.620344","-87.522701",2000,"",NA,NA,NA,NA
"3 miles S of Pahoa on Keaau-Pahoa Rd early eves",NA,"Pahoa","HI","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","19.49544","-154.949411",2000,"",NA,NA,NA,NA
"",NA,"Birmingham","AL","(L)","Bars","Found","33.532444","-86.756702",2000,"location from Tool Box's description",NA,NA,NA,NA
"",NA,"Chattanooga","TN","(L)","","General Coordinates Used","35.084789","-85.262224",2000,"location from Tool Box's description",NA,NA,NA,NA
"206/329-4857 AIDS talkline, also free classes",NA,"Seattle","WA","","Info Lines & Services","General Coordinates Used","47.60621","-122.332071",2000,"",NA,NA,NA,NA
"Foothill Blvd at first road turn left below the dam, go down, then go up to the top parking area on the right ",NA,"Cupertino","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found","37.306734","-122.07464",2000,"",NA,NA,NA,NA
"river trails & under bridge ",NA,"Roseburg","OR","Cruisy Area,(AYOR)","Cruisy Areas","Found","43.229225","-123.372595",2000,"",NA,NA,NA,NA
"",NA,"Ithaca","NY","Cruisy Area,(AYOR)","Cruisy Areas","Found","42.462191","-76.503161",2000,"",NA,NA,NA,NA
"",NA,"Grand Island","NE","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.901109","-98.360992",2000,"",NA,NA,NA,NA
"423/429-0400 men welcome, minutes to Great Smoky Mtns & Dollywood",NA,"Gatlinburg","TN","(GS)","Accommodations","Found","35.782199","-83.472922",2000,"",NA,NA,NA,NA
"509/456-8011 ",NA,"Spokane","WA","","Publications","General Coordinates Used","47.65878","-117.426047",2000,"",NA,NA,NA,NA
"515/269-3327 4pm-11pm Mon-Th, till 6pm Fri, 1pm-4pm Sat, also quarterly newsletter",NA,"Grinnell","IA","","Info Lines & Services","General Coordinates Used","41.743409","-92.723246",2000,"",NA,NA,NA,NA
"570/629-5036 secluded log home",NA,"Poconos","PA","(MW)","Accommodations","General Coordinates Used","40.463749","-75.718655",2000,"",NA,NA,NA,NA
"",NA,"Leroy","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.359966","-87.2251",2000,"",NA,NA,NA,NA
"",NA,"Galesburg","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.988649","-90.409852",2000,"",NA,NA,NA,NA
"upstairs at 'Brass Rail' 609/348-3310 from 10pm ",NA,"Atlantic City","NJ","(*),(MW),(D),(E),(V)","Nightclubs","Found","39.360121","-74.430977",2000,"Rail's address is 18 S Mt Vernon Ave",NA,NA,NA,NA
"21st S  also btwn 13th & 17th E",NA,"Salt Lake City","UT","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.723877","-111.8494",2000,"",NA,NA,NA,NA
"740/385-3521 clothing-optional, hot tub & sauna, camping avail, 45 miles to Columbus ",NA,"Columbus","OH","(*),(GF),(F),(SW)","Accommodations","General Coordinates Used","39.540067","-82.407099",2000,"",NA,NA,NA,NA
"",NA,"Las Vegas","NV","Cruisy Area,(AYOR)","Cruisy Areas","Found","36.065649","-115.111595",2000,"",NA,NA,NA,NA
"police patrols are heavy",NA,"Evansville","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found","37.96045","-87.572026",2000,"",NA,NA,NA,NA
"340/773-8100 rental residences",NA,"St. John","VI","","Accommodations","General Coordinates Used","18.318014","-64.787586",2000,"",NA,NA,NA,NA
"N of the Ventura Pier  (btwn fairgrounds & Ocean) go N along beach to Hobo's Jungle ",NA,"Ventura","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found","34.275878","-119.29051",2000,"",NA,NA,NA,NA
"9pm Sun, hip-hop lounge ",NA,"New York City","NY","(MR-AF),(D)","","General Coordinates Used","40.592193","-73.508611",2000,"location from Nowbar's description",NA,NA,NA,NA
"540/574-4636 24hr touchtone info & weekly mtgs, also dances & potlucks",NA,"Shenandoah Valley","VA","","Info Lines & Services","General Coordinates Used","38.483457","-78.849748",2000,"",NA,NA,NA,NA
"904/792-2771",NA,"Jasper","FL","(M),(SW),(GO)","Accommodations","General Coordinates Used","30.518273","-82.94819",2000,"",NA,NA,NA,NA
"",NA,"Pine Grove","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.670404","-76.357991",2000,"",NA,NA,NA,NA
"alert, major crackdown on cruising in Fort Wayne",NA,"Ft. Wayne","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.074159","-85.162008",2000,"",NA,NA,NA,NA
"305/358-4357 24hrs, gay-friendly info & referral for Dade County ",NA,"Miami","FL","","Info Lines & Services","General Coordinates Used","25.768517","-80.133206",2000,"",NA,NA,NA,NA
"417/475-6460 May-Sept, campsites & canoe rental ",NA,"Noel","MO","(GF),(WC)","Accommodations","Found","36.561578","-94.476321",2000,"",NA,NA,NA,NA
"Rte 302, Naples ",NA,"Sebago Lake","ME","","Restaurants","General Coordinates Used","44.110348","-70.679229",2000,"",NA,NA,NA,NA
"707/449-0847 weekly mtgs",NA,"Vacaville","CA","","Info Lines & Services","General Coordinates Used","38.356917","-121.989332",2000,"",NA,NA,NA,NA
"",NA,"Norfolk","NE","Cruisy Area,(AYOR)","Cruisy Areas","Found","42.004972","-97.423264",2000,"",NA,NA,NA,NA
"Fish Hatchery area ",NA,"Branson","MO","Cruisy Area,(AYOR)","Cruisy Areas","Found","36.595788","-93.304137",2000,"",NA,NA,NA,NA
"206/233-8842 fabulous social events",NA,"Seattle","WA","","Entertainment & Recreation","General Coordinates Used","47.60621","-122.332071",2000,"",NA,NA,NA,NA
"808/922-2600, 808/941-5497 various driving trips, hotel pickup",NA,"Honolulu, Oahu","HI","","Entertainment & Recreation","General Coordinates Used","21.309885","-157.85814",2000,"",NA,NA,NA,NA
"east on Tanque Verde Rd  (to Upper Tanque Verde Falls parking area) ",NA,"Tucson","AZ","Cruisy Area,(AYOR)","Cruisy Areas","Found","32.254982","-110.655338",2000,"",NA,NA,NA,NA
"Cheshire Bridge Rd parking lot ",NA,"Atlanta","GA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","33.813719","-84.353775",2000,"",NA,NA,NA,NA
"",NA,"Longview","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found","32.500976","-94.72145",2000,"",NA,NA,NA,NA
"206/322-7769 gay athletic network ",NA,"Seattle","WA","","Entertainment & Recreation","General Coordinates Used","47.60621","-122.332071",2000,"",NA,NA,NA,NA
"",NA,"Bellingham","WA","Cruisy Area,(AYOR)","Cruisy Areas","Found","48.694449","-122.495981",2000,"",NA,NA,NA,NA
"415/626-3369 events & message tape for Bay Area Radical Faeries ",NA,"San Francisco","CA","","Info Lines & Services","General Coordinates Used","37.77263","-122.386967",2000,"",NA,NA,NA,NA
"787/722-4838, 800/981-9179",NA,"San Juan","PR","","Info Lines & Services","General Coordinates Used","18.462951","-66.089691",2000,"",NA,NA,NA,NA
"425/450-4890 lesbigaytrans social/support group for Seattle's East Side",NA,"Seattle","WA","","Info Lines & Services","General Coordinates Used","47.60621","-122.332071",2000,"",NA,NA,NA,NA
"3 miles out of town  505/992-5025 Japanese health spa & lodging, sit under the stars & look out at the mtns ",NA,"Santa Fe","NM","","Entertainment & Recreation","General Coordinates Used","35.686975","-105.937799",2000,"",NA,NA,NA,NA
"415/241-0425 guest suite",NA,"San Francisco","CA","(MW)","Accommodations","General Coordinates Used","37.77263","-122.386967",2000,"",NA,NA,NA,NA
"512/462-9191, 800/888-8TEX",NA,"Austin","TX","","Info Lines & Services","General Coordinates Used","30.267153","-97.743061",2000,"",NA,NA,NA,NA
"512/476-0576 lesbigay newspaper w/ arts calendar & statewide resource list ",NA,"Austin","TX","","Publications","General Coordinates Used","30.267153","-97.743061",2000,"",NA,NA,NA,NA
"518/436-4513 8pm-10pm Th, call for location, also publish newsletter",NA,"Albany","NY","","Info Lines & Services","General Coordinates Used","42.652579","-73.756232",2000,"",NA,NA,NA,NA
"Moorhead, MN 218/236-2676 confidential support group for lesbian/gay/bisexual students ",NA,"Fargo","ND","","Info Lines & Services","General Coordinates Used","46.901696","-96.787519",2000,"",NA,NA,NA,NA
"Alpharetta  770/667-0793 provides prison, police & military experiences, stes to cellblocks ",NA,"Atlanta","GA","(MO),(SW),(N)","Accommodations","General Coordinates Used","34.075376","-84.29409",2000,"",NA,NA,NA,NA
"Yosemite Valley Floor 209/252-4848 incredibly dramatic & expensive grand fortress ",NA,"Yosemite Nat'l Park","CA","(GF),(F),(SW)","Accommodations","Found","37.746154","-119.574336",2000,"",NA,NA,NA,NA
"773/472-6319 directory of local businesses ",NA,"Chicago","IL","","Publications","General Coordinates Used","41.878114","-87.629798",2000,"Listed under ""Chicago-Overview""",NA,NA,NA,NA
"309/688-1930 ",NA,"Peoria","IL","","Erotica","General Coordinates Used","40.693649","-89.588986",2000,"",NA,NA,NA,NA
"South Kohala Coast (Amaury Saint-Gilles Gallery, Hapuna Beach Prince Hotel, lobby level) 808/880-3175 ",NA,"Honokaa","HI","","Retail Shops","General Coordinates Used","20.079467","-155.469539",2000,"",NA,NA,NA,NA
"Rannapo Rd Sheffield 413/229-8481 full brkfst",NA,"Berkshires","MA","(MW),(NS),(GO)","Accommodations","General Coordinates Used","42.069745","-73.348975",2000,"",NA,NA,NA,NA
"410/235-3401 lesbigay newspaper",NA,"Baltimore","MD","","Publications","General Coordinates Used","39.290385","-76.612189",2000,"",NA,NA,NA,NA
"410/837-7748 lesbigay newspaper",NA,"Baltimore","MD","","Publications","General Coordinates Used","39.290385","-76.612189",2000,"",NA,NA,NA,NA
"White Point Garden ",NA,"Charleston","SC","Cruisy Area,(AYOR)","Cruisy Areas","Found","32.769936","-79.930361",2000,"",NA,NA,NA,NA
"415/703-7977 ",NA,"San Francisco","CA","","Info Lines & Services","General Coordinates Used","37.77263","-122.386967",2000,"",NA,NA,NA,NA
"512/749-5221 ",NA,"Corpus Christi","TX","(GS),(SW)","Accommodations","Found","27.818691","-97.066949",2000,"",NA,NA,NA,NA
"707/462-0766 social/support network for gay/bi men",NA,"Ukiah","CA","","Info Lines & Services","Found","39.150219","-123.209269",2000,"",NA,NA,NA,NA
"Crowley Island Rd (Rte 195), Corea Harbor 207/963-2689 full brkfst, restored farmhouse on harbor, also cottages",NA,"Corea","ME","(GS),(GO)","Accommodations","Found","44.401606","-67.972269",2000,"",NA,NA,NA,NA
"Rte 7A S  802/362-3807 dinner from 5:30pm, clsd Tue-Wed, cont'l/game",NA,"Manchester","VT","(WC)","Cafes","General Coordinates Used","43.158976","-73.072311",2000,"",NA,NA,NA,NA
"Summers, Donnally, Capitol & Christopher Sts ",NA,"Charleston","WV","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","38.352696","-81.630511",2000,"",NA,NA,NA,NA
"Sleepy Gap and Chestnut Cover overlooks  (at mile marker 397 & 398) ",NA,"Asheville","NC","Cruisy Area,(AYOR)","Cruisy Areas","Found","35.460046","-82.636329",2000,"",NA,NA,NA,NA
"Scenic Dr ",NA,"Pensacola","FL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","30.53174","-87.189682",2000,"",NA,NA,NA,NA
"",NA,"Parkersburg","WV","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","39.266742","-81.561513",2000,"",NA,NA,NA,NA
"in the 'Boatslip' accommodations 508/487-1669 seasonal, popular T-dance 3:30pm daily, seafood ",NA,"Provincetown","MA","(*),(MW),(F),(YC)","Bars","Found","42.047033","-70.190185",2000,"Boatslip's address is 161 Commercial St ",NA,NA,NA,NA
"760/323-0552 lesbigay newsmagazine ",NA,"Palm Springs","CA","","Publications","General Coordinates Used","33.830296","-116.545292",2000,"",NA,NA,NA,NA
"614/449-8298 full brkfst, rooms, suites & barracks which sleeps 6-8 men ",NA,"Columbus","OH","(MO)","Accommodations","General Coordinates Used","39.961176","-82.998794",2000,"",NA,NA,NA,NA
"970/453-6475 full brkfst, hot tub, kitchens, also 'Bunkhouse Bar' ",NA,"Breckenridge","CO","(MO),(SW),(N),(GO)","Accommodations","General Coordinates Used","39.481654","-106.038352",2000,"",NA,NA,NA,NA
"the blk around federal bldg  ",NA,"Asheville","NC","Cruisy Area,(AYOR)","Cruisy Areas","Found","35.593948","-82.55787",2000,"",NA,NA,NA,NA
"Bourne Ln  207/363-2899 5:30pm-9pm, also a brewery ",NA,"Ogunquit","ME","(WC)","Restaurants","General Coordinates Used","43.241584","-70.597616",2000,"",NA,NA,NA,NA
"",NA,"Phoenix","AZ","(M),(L)","Bars","General Coordinates Used","33.448377","-112.074037",2000,"location from Harley's 155's description",NA,NA,NA,NA
"888/452-4262 call for maps, member lists & more ",NA,"Chicago","IL","","Info Lines & Services","General Coordinates Used","41.878114","-87.629798",2000,"Listed under ""Chicago-Overview""",NA,NA,NA,NA
"Patrick Henry Dr ",NA,"Vincennes","IN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","38.679676","-87.532863",2000,"",NA,NA,NA,NA
"773/796-4441 Chicago's best ALL-MAN party line. Use FREE access code 7805.",NA,"Chicago","IL","","Men's Services","General Coordinates Used","41.878114","-87.629798",2000,"Listed under ""Chicago-Overview""",NA,NA,NA,NA
"Ocean Ave & Kings Hwy  207/967-3331, 800/552-2363 seasonal, oceanfront property w/ private beach",NA,"Kennebunkport","ME","(GF),(F),(SW),(WC)","Accommodations","Found","43.347483","-70.4722",2000,"",NA,NA,NA,NA
"nr Haverhill St ",NA,"Lawrence","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found","42.70824","-71.159983",2000,"",NA,NA,NA,NA
"210/472-2468 Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use FREE code 2501.",NA,"San Antonio","TX","","Men's Services","General Coordinates Used","29.425191","-98.494592",2000,"",NA,NA,NA,NA
"503/221-6955 Meet hot Portland men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 5022.",NA,"Portland","OR","","Men's Services","General Coordinates Used","45.515232","-122.678385",2000,"",NA,NA,NA,NA
"510/814-6684 Meet hot Eat Bay men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 5118.",NA,"East Bay","CA","","Men's Services","General Coordinates Used","37.77493","-122.419415",2000,"",NA,NA,NA,NA
"206/447-9877 Meet hot Seattle men TONIGHT 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 2023.",NA,"Seattle","WA","","Men's Services","General Coordinates Used","47.60621","-122.332071",2000,"",NA,NA,NA,NA
"314/231-2600 Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use FREE code 3117.",NA,"St. Louis","MO","","Men's Services","General Coordinates Used","38.627003","-90.199404",2000,"",NA,NA,NA,NA
"714/539-7000 Meet hot Orange County men TONIGHT! 18+ It's FREE to Record, Listen & Respond to ads! Use FREE code 7002.",NA,"Orange County","CA","","Men's Services","General Coordinates Used","33.717471","-117.831143",2000,"",NA,NA,NA,NA
"808/596-7235 Meet hot Honolulu men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 8037.",NA,"Honolulu, Oahu","HI","","Men's Services","General Coordinates Used","21.309885","-157.85814",2000,"",NA,NA,NA,NA
"860/293-3969 Connect with locals tonight! 18+ Browse, Match, Chat! Use FREE code 3210. ",NA,"Hartford","CT","","Men's Services","General Coordinates Used","41.763964","-72.667475",2000,"",NA,NA,NA,NA
"302/478-4330 HOT local men are just a phone call away! 18+ Record, Listen and Respond FREE! Use FREE code 3005.",NA,"Wilmington","VA","","Men's Services","General Coordinates Used","37.849309","-78.201391",2000,"",NA,NA,NA,NA
