"title","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","geoAddress"
"Holiday Inn ","General Coordinates Used","T-Room","",44.366788,-100.353752,"Pierre","SD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Kings Inn ","General Coordinates Used","Best Western Motel","",44.366788,-100.353752,"Pierre","SD","(M)","Hotel",1983,"checked","",NA,NA
"Main & St. Joe Sts. ","Found","betw. 6th & 8th","",44.080841,-103.228955,"Rapid City","SD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Sherman Park","Found","","",43.541912,-96.764121,"Sioux Falls","SD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"M.C.C. ","General Coordinates Used","","P.O. Box 1552 Sioux Falls, S.D. 57101",43.546022,-96.731265,"Sioux Falls","SD","(MCC)","Religious Institution",1983,"checked","",NA,NA
"Sioux Empire Gay Coalition ","General Coordinates Used","","P.O. Box 220, Sioux Falls 57101",43.547303,-96.728333,"Sioux Falls","SD","","Organization",1983,"checked","",NA,NA
"City Park ","General Coordinates Used","T-Room ","W. on Hwy. 50",42.871109,-97.397281,"Yankton","SD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Piedmont & State ","Found","nr. Cameo Theatre","",36.59503,-82.185168,"Bristol","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Public Library","General Coordinates Used","","",36.595106,-82.188744,"Bristol","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Chicamuga Dam area ","Found",""," Hwy. 153",35.095393,-85.223204,"Chattanooga","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Read House ","Found","Mezzanine T-Room","",35.045925,-85.311106,"Chattanooga","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U.T.C. - Race Hall ","Found","Downstairs T-Room","",35.046164,-85.299933,"Chattanooga","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","betw. Chattanooga & Cleveland","",35.04563,-85.30968,"Chattanooga","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Ft. Campbell & MacGregor Park","Found","","",36.534974,-87.367563,"Clarksville","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Riverside Drive","General Coordinates Used","","",36.517013,-87.364057,"Clarksville","TN","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Court House Square","Found","","",35.613877,-88.81886,"Jackson","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Holiday Inn Lounge ","Found","","Jet. 1-40 & US 45",35.662987,-88.85593,"Jackson","TN","(M)","Bars/Clubs,Hotel",1983,"checked","",NA,NA
"Connection ","Found","(WE*)(Disco)(Some L)(Game room)","Sevier & Walnut",36.311316,-82.355409,"Johnson City","TN","(WE),(D),(L),(*)","Bars/Clubs",1983,"checked","",NA,NA
"Midtown Motor Inn ","General Coordinates Used","Parking lot ","",36.31344,-82.353473,"Johnson City","TN","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Trailways Bus Depot","General Coordinates Used","","",36.31344,-82.353473,"Johnson City","TN","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"U. of Tenn. ","Found","(T-Room) (Main Library)","",35.955093,-83.929763,"Knoxville","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Tenn. ","Found","(T-Room) (Student Center)","",35.955093,-83.929763,"Knoxville","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Westtown Mall","Found","","",35.924485,-84.038397,"Knoxville","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Cumberland Ave. ","General Coordinates Used","around The Huddle","",35.960638,-83.920739,"Knoxville","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Downtown ","General Coordinates Used","betw. P.O. & Public Library","",35.960638,-83.920739,"Knoxville","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Gay St. ","General Coordinates Used","N. of Andrew Johnson Hotel","",35.960638,-83.920739,"Knoxville","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Overton Park ","Found","","",35.14619,-89.988516,"Memphis","TN","Cruisy Area,(AYOR),(*)","Cruising Areas",1983,"checked","",NA,NA
"Riverside Park","Found","","",35.136067,-90.063676,"Memphis","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Gay Switchboard","General Coordinates Used","(7pm - lam daily) (901) 726-GAYY","",35.149534,-90.04898,"Memphis","TN","","Hotlines",1983,"checked","",NA,NA
"M.T.S.U. ","Found","(T-Room) (Univ. Cen.)","",35.843628,-86.370609,"Murpheesboro","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Old Fort Park","Found","","",35.486248,-86.102692,"Murpheesboro","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Tycoon's ","Found","(Some B) ","College St.",35.845621,-86.39027,"Murpheesboro","TN","(P),(M),(B)","Bars/Clubs",1983,"checked","",NA,NA
"Holiday Inn","General Coordinates Used","at Exit 96","I-24 ",35.845621,-86.39027,"Murpheesboro","TN","(M),(YC),(D)","Bars/Clubs",1983,"checked","",NA,NA
"Centennial Park ","Found","nr. the lake ","",36.149026,-86.811991,"Nashville","TN","Cruisy Area,(*)","Cruising Areas",1983,"checked","",NA,NA
"Church & Commerce ","Found","('Hustlers')","",36.161515,-86.782241,"Nashville","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Hickory Hollow Mall ","Found","(Cain-Sloan Dept. Store T-Room*)","",36.051165,-86.656231,"Nashville","TN","Cruisy Area,(YC),(*)","Cruising Areas",1983,"checked","",NA,NA
"Lower Broadway","Found","(400 block)(Late nights)","",36.161184,-86.777446,"Nashville","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Purple Onion Book Store ","Found","(Cruisy days) ","Thompson Lane & Nollensville",36.110927,-86.745188,"Nashville","TN","(*)","Book Store,Cruising Areas",1983,"checked","",NA,NA
"Rainey's Disco ","General Coordinates Used","(Tue. nights only)","",36.162664,-86.781602,"Nashville","TN","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Rose Park ","Found","","",32.44224,-99.753885,"Abilene","TX","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Sambo's ","General Coordinates Used","","",32.448736,-99.733144,"Abilene","TX","(M),(R),(C),(AH),Cruisy Area","Restaurant,Cruising Areas",1983,"checked","",NA,NA
"Amarillo College - Chemistry Bldg. ","Found","(2nd floor) (T-Room) (Chemistry Bldg.)","",35.188794,-101.847966,"Amarillo","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Amarillo College - Student Union","Found","(T-Room)","",35.188794,-101.847966,"Amarillo","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Ellwood Park","Found","","",35.20238,-101.845944,"Amarillo","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Montgomery Ward ","Found","T-Room — in Western Plaza","I-40 & Western",35.18751,-101.881778,"Amarillo","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Amarillo Gay Alliance","General Coordinates Used","(806) 372-9204","",35.221997,-101.831297,"Amarillo","TX","","Organization",1983,"checked","",NA,NA
"The Bushes ","General Coordinates Used","(Eakle Park)","Polk & 29th ",35.221997,-101.831297,"Amarillo","TX","Cruisy Area,(*)","Cruising Areas",1983,"checked","",NA,NA
"Middlebrook Park","General Coordinates Used","","",32.735687,-97.108066,"Arlington","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Randol Mill Park","General Coordinates Used","","",32.756623,-97.136774,"Arlington","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Tarrant County Gay Alliance ","General Coordinates Used","(817) 926-7000","",32.756623,-97.136774,"Arlington","TX","","Organization",1983,"checked","",NA,NA
"'Hippie Hollow' ","Found","'B.A.' beach in Lake Travis, off Hwy. 620","",30.41351,-97.886849,"Austin","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Barton Springs and Bath House area","Found","","",30.261407,-97.759614,"Austin","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Pease Park ","Found","footpath off Lamar","",30.28142,-97.751673,"Austin","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Texas ","Found","T-Rooms) (Admin. Bldg.)","",30.279359,-97.742969,"Austin","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Texas ","Found","T-Rooms) (Hogg Hall)","",30.279359,-97.742969,"Austin","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Texas ","Found","T-Rooms) (Student Union)","",30.279359,-97.742969,"Austin","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Texas - Beaumont Hall Student Steam Room & Gregory Gym Weight Room","Found","","",30.279359,-97.742969,"Austin","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Gayline ","General Coordinates Used","(512) 477-6699","",30.267153,-97.743061,"Austin","TX","","Hotlines",1983,"checked","",NA,NA
"No Name Bar","General Coordinates Used"," (Looks promising) ","11th & Red River",30.267153,-97.743061,"Austin","TX","","Bars/Clubs",1983,"checked","",NA,NA
"Spindletop Park","Found","","",30.034568,-94.055494,"Beaumont","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Truck Stop'","General Coordinates Used"," betw. Beaumont & Orange","",30.080174,-94.126556,"Beaumont","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Elizabeth Sc. ","General Coordinates Used","(hustlers)","",25.901747,-97.497484,"Brownsville","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Plaza & Montezuma Lounge ","General Coordinates Used","across the border in Matamoros","",25.869029,-97.502738,"Brownsville","TX","Cruisy Area","Cruising Areas",1983,"checked","entry claims this is actually not in Texas but in Matamoros, Mexico",NA,NA
"Studio V ","General Coordinates Used","(Very M)(Disco)","",25.901747,-97.497484,"Brownsville","TX","(M)","Bars/Clubs",1983,"checked","",NA,NA
"Superette ","General Coordinates Used","opp. Ft. Brown Hotel","",25.901747,-97.497484,"Brownsville","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"W.T.S.U. - Library","Found"," T-Room (2nd floor)","",34.982687,-101.914288,"Canyon","TX","Cruisy Area,(*)","Cruising Areas",1983,"checked","",NA,NA
"Astraptes 805-C","General Coordinates Used","","Old Wellborn Rd.",30.574633,-96.315389,"College Station","TX","","Bars/Clubs",1983,"checked","",NA,NA
"Seawall ","General Coordinates Used","","",27.800583,-97.396381,"Corpus Christi","TX","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"T-Heads","General Coordinates Used","","",27.800583,-97.396381,"Corpus Christi","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Rita Blanca Lake Park ","General Coordinates Used","T-Rooms","",36.039712,-102.495371,"Dalhart","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Homo Heights' ","Found","Oaklawn & Lemmon","",32.811931,-96.805542,"Dallas","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Bachman Lake","Found","","",32.851972,-96.866597,"Dallas","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Greyhound Bus Depot","Found","","",32.778374,-96.804419,"Dallas","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Kiest Park ","Found","(Trade' - best Sundays)","",32.710241,-96.852711,"Dallas","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Lee Park ","Found","","",32.808458,-96.803405,"Dallas","TX","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Mid Continent Truck Stop ","Found","off 1-20, just E. of 1-30","Big Town Blvd.",32.797768,-96.667529,"Dallas","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Queens Point ","Found","Lake Dallas ","",33.115071,-97.003862,"Dallas","TX","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Riverchon Park ","Found","","",32.801702,-96.812522,"Dallas","TX","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"S.M.U. ","Found","(1st & 2nd fir. T-Rooms) (Main Library)","",32.841218,-96.784517,"Dallas","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"White Rock Lake","Found","","",32.828066,-96.725316,"Dallas","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Gayline ","General Coordinates Used","(214) 748-6790","",32.776664,-96.796988,"Dallas","TX","","Hotlines",1983,"checked","",NA,NA
"Metro Times","General Coordinates Used"," (Publication) ","P.O. Box 225915, Dallas, TX 75265",32.776664,-96.796988,"Dallas","TX","","Publications",1983,"checked","",NA,NA
"Oaktown Public Library","General Coordinates Used","","",32.776664,-96.796988,"Dallas","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Bassett Shopping Center ","Found","T-Room ","",31.782842,-106.412385,"El Paso ","TX","Cruisy Area,(*)","Cruising Areas",1983,"checked","",NA,NA
"Escondido","Found","Across the border in Cuidad Juarez, near the Club Olympico; All are AYOR, and you should get a local to take you over","210 Ave. Lerdo",31.73766,-106.481563,"El Paso ","TX","(*),(AYOR)","Bars/Clubs",1983,"checked","This was entered as a huge paragraph right after the El Paso Cruisy Areas but considered ""El Paso (cont'd)""",NA,NA
"Escondo","Found","Across the border in Cuidad Juarez; All are AYOR, and you should get a local to take you over","",31.73766,-106.481563,"El Paso ","TX","(OC),(AYOR)","Bars/Clubs",1983,"checked","This was entered as a huge paragraph right after the El Paso Cruisy Areas but considered ""El Paso (cont'd)""",NA,NA
"Jordan","Found","Across the border in Cuidad Juarez; All are AYOR, and you should get a local to take you over","557 Delgallado",25.491306,-103.597941,"El Paso ","TX","(AYOR)","Bathhouses",1983,"checked","This was entered as a huge paragraph right after the El Paso Cruisy Areas but considered ""El Paso (cont'd)""",NA,NA
"McKelligan Canyon Park ","Found","off Alabama St. ","",31.833416,-106.476519,"El Paso ","TX","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Union 76 'Truck Stop' ","Found","& 1-10 from Viscount to Sunland Px.","I-10",31.659752,-106.237452,"El Paso ","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"UTEP -Campus Library ","Found","T-Room","",31.767323,-106.504956,"El Paso ","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Hitch-hikers'","General Coordinates Used","","N. Mesa St. ",31.761878,-106.485022,"El Paso ","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"GALA ","General Coordinates Used","(Info) (915) 544-7475","",31.761878,-106.485022,"El Paso ","TX","","Hotlines",1983,"checked","",NA,NA
"Holy Trinity Church","General Coordinates Used"," (915) 565-2691","",31.761878,-106.485022,"El Paso ","TX","","Religious Institution",1983,"checked","",NA,NA
"Lourdes","General Coordinates Used","Across the border in Cuidad Juarez; All are AYOR, and you should get a local to take you over","581 Ave. 16 de Septiembre",31.690364,-106.424548,"El Paso ","TX","(AYOR)","Bathhouses",1983,"checked","This was entered as a huge paragraph right after the El Paso Cruisy Areas but considered ""El Paso (cont'd)""",NA,NA
"San Jacinto Plaza","General Coordinates Used","","",31.690364,-106.424548,"El Paso ","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Taj Mahal","General Coordinates Used","Across the border in Cuidad Juarez, (Disco); All are AYOR, and you should get a local to take you over","",31.690364,-106.424548,"El Paso ","TX","(AYOR)","Bars/Clubs",1983,"checked","This was entered as a huge paragraph right after the El Paso Cruisy Areas but considered ""El Paso (cont'd)""",NA,NA
"'Rest Stops' ","General Coordinates Used","","I-10 E.",31.50234,-106.158587,"Fabens","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Benbrook Lake","Found","S.W. of town - (Murders, etc.)","US 377",32.628733,-97.467888,"Ft. Worth","TX","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Forest Park ","Found","Picnic area","",32.719458,-97.352669,"Ft. Worth","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Ridgmar & North East Malls ","Found","","",32.830764,-97.199433,"Ft. Worth","TX","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"T.C.U. ","Found","(T-Room) (Burnett Library)","",32.709594,-97.36356,"Ft. Worth","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
" Downtown ","General Coordinates Used","around Ellwest & Triple X Theatres at N. end of Tarrent County Conv. Center","",32.755488,-97.330766,"Ft. Worth","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","","I-35 S.",32.755488,-97.330766,"Ft. Worth","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Dignity/Ft. Worth ","General Coordinates Used","(Church) ","P.O. Box 296, Bedford, TX 76021",32.755488,-97.330766,"Ft. Worth","TX","","Religious Institution",1983,"checked","",NA,NA
"Stewart Beach","Found","","",29.304443,-94.770299,"Galveston","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"El Rancho Vista ","General Coordinates Used","(Bunk house)(Swim pool)(WE - all year)(Guest Ranch) 817-897-4982 ","PO Box 242 Glen Rose, TX 76043",32.234587,-97.755306,"Glen Rose","TX","(H),(WE)","Hotel",1983,"checked","",NA,NA
"Galleria Mall","Found","nr. Skating Rink ","",29.73993,-95.4633,"Houston","TX","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Memorial Park ","Found","& adj. Pathway ","",29.77707,-95.435493,"Houston","TX","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Rice U. ","Found","(T-Room) (Memorial Center)","",29.717832,-95.400835,"Houston","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Westheimer ","Found","The 'Castro St.' of Houston","",29.741105,-95.458095,"Houston","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","15 E. ","I-10",29.760427,-95.369803,"Houston","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","","US 59 N.",29.760427,-95.369803,"Houston","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Gay Switchboard","General Coordinates Used"," (713) 529-3211","",29.760427,-95.369803,"Houston","TX","","Hotlines",1983,"checked","",NA,NA
"Greenway III ","General Coordinates Used","(Theatre) at Buffalo Speedway","Hwy. 59 ",29.760427,-95.369803,"Houston","TX","(M)","Theatre",1983,"checked","",NA,NA
"Vicinity ","General Coordinates Used","of both bus depots","",29.760427,-95.369803,"Houston","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Y.M.C.A. ","General Coordinates Used","(Gym)","",29.760427,-95.369803,"Houston","TX","Cruisy Area,(M),(H)","Cruising Areas,Hotel",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","","I-20 E.",32.500704,-94.740489,"Longview","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"South Plains Mall","Found","","",33.539275,-101.925179,"Lubbock","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Texas Tech. ","Found","(T-Rooms) (Library & University Center)","",33.584259,-101.878282,"Lubbock","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Greyhound Bus Depot","General Coordinates Used","","",33.577863,-101.855166,"Lubbock","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Valley Bus Station ","General Coordinates Used","T-Rooms (Latins)","",26.203407,-98.230012,"McAllen","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","3 mi. W.","I-30",33.188727,-95.221332,"Mount Vernon","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","10 mi. S.","US-59",31.603513,-94.655487,"Nacogdoches","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Greyhound Bus Depot","General Coordinates Used","","",31.845682,-102.367643,"Odessa","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Hilton Hotel ","General Coordinates Used","T-Room","",34.184794,-101.706842,"Plainview","TX","Cruisy Area","Cruising Areas,Hotel",1983,"checked","",NA,NA
"Brackenridge Park","Found","(Trinity U.)","",29.46181,-98.473758,"San Antonio","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Northstar Mall ","Found","Fountains & T-Rooms","",29.518505,-98.498178,"San Antonio","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Olmos Park","Found","","",29.478842,-98.487517,"San Antonio","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"San Pedro Park","Found","","",29.448182,-98.503563,"San Antonio","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Travis Park","Found","","",29.428115,-98.489147,"San Antonio","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Gay Switchboard","General Coordinates Used","(512) 733-7300","",29.425191,-98.494592,"San Antonio","TX","","Hotlines",1983,"checked","",NA,NA
"Andy Bowie Beach","Found","N. end of island","",26.140921,-97.171766,"South Padre Island","TX","Cruisy Area,(M),(BA),(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"The Jetties' ","Found","County Park at S. end -Showers, Beach, T-Room, Parking lot etc.","",26.078522,-97.167822,"South Padre Island","TX","Cruisy Area,(*)","Cruising Areas",1983,"checked","",NA,NA
"Lighthouse Pub  ","General Coordinates Used","Lighthouse Sq. across bridge (Port Isabel)","",26.11184,-97.168126,"South Padre Island","TX","(M),(R)","Restaurant",1983,"checked","",NA,NA
"Louie's Backyard ","General Coordinates Used","(Very M) On the Bay","",26.11184,-97.168126,"South Padre Island","TX","(M),(PE),(R)","Restaurant",1983,"checked","",NA,NA
"Mac's Coney Island Arcade","General Coordinates Used","","",26.11184,-97.168126,"South Padre Island","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"76 Truck Stop ","General Coordinates Used","","W. on I-20",32.470952,-100.405938,"Sweetwater","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Bergfield Park","Found","","",32.332912,-95.301764,"Tyler","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Fun Forest Park ","Found","(Best nights)","",32.360743,-95.323049,"Tyler","TX","Cruisy Area,(*)","Cruising Areas",1983,"checked","",NA,NA
"The Pitts ","General Coordinates Used","(Cl. Mon.) ","Hwy. 59 S.",28.805267,-97.003598,"Victoria","TX","(*),(S)","Bars/Clubs",1983,"checked","",NA,NA
"Austin Ave. ","Found","","from 10th to 17th",31.550419,-97.139114,"Waco","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Baylor U. Moody Library ","Found","3rd floor T-Room","",31.548825,-97.117756,"Waco","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Cameron Park","Found","","",31.583658,-97.156257,"Waco","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Denny's ","Found"," at 8th St. exit","I-435",31.546698,-97.124738,"Waco","TX","(M),(R),(C),(AH)","Restaurant",1983,"checked","",NA,NA
"Jay-Tee's Garden Playroom ","Found","(Patio-BBQ pit)  ","5th & Jefferson",31.559556,-97.135205,"Waco","TX","(D),(PT),(*)","Bars/Clubs",1983,"checked","",NA,NA
"Midway Park","Found","","",31.524328,-97.225013,"Waco","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Raleigh Hotel Lobby ","Found","","8th & Austin",31.554497,-97.134472,"Waco","TX","Cruisy Area","Cruising Areas,Hotel",1983,"checked","",NA,NA
"Adult Book Store ","General Coordinates Used","","I-35 & Lake Brazos",31.549333,-97.146669,"Waco","TX","","Book Store",1983,"checked","",NA,NA
"Lucy Park","Found","","",33.917338,-98.516607,"Wichita Falls","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Sike's Center Mall","Found","","",33.868974,-98.532764,"Wichita Falls","TX","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","E. of town ","Hwy. 89",41.73698,-111.833836,"Logan","UT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"25th St. ","Found","betw. Washington & Wall","",41.220415,-111.955161,"Ogden","UT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Lorin Farr Park","Found","","",41.23713,-111.959483,"Ogden","UT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Mount Odgen Park","Found","","",41.208086,-111.939208,"Ogden","UT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Pine View Reservoir ","Found","Cemetary Point","",41.262437,-111.794879,"Ogden","UT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'The Block' ","General Coordinates Used"," N. of 25th ","Grant",41.223,-111.97383,"Ogden","UT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Sweetwater Station ","General Coordinates Used","(Disco)(WE - only) at 25th St."," Grant ",41.223,-111.97383,"Ogden","UT","(YC),(D),(*),(WE)","Bars/Clubs",1983,"checked","",NA,NA
"B.Y.U. — Richards Bldg., Sauna, locker area, Book Store & Smith Field Flouse ","Found","","",40.251844,-111.649316,"Provo","UT","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Crossroads Mall","Found"," (afternoons (early eves.*)","",40.768568,-111.890115,"Salt Lake City","UT","Cruisy Area,(*)","Cruising Areas",1983,"checked","",NA,NA
"Liberty Park","Found","","",40.747018,-111.919522,"Salt Lake City","UT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Utah - Orson Spencer Hall ","Found","Basement T-Room","",40.763463,-111.84454,"Salt Lake City","UT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Vicinity of Greyhound Bus Depot","Found","","",40.763425,-111.908549,"Salt Lake City","UT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'B.A.' Beach ","General Coordinates Used","nr. Salt Air Beach","",40.747813,-112.187268,"Salt Lake City","UT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Cellar Book Store ","General Coordinates Used","(Only hard-core) Inquire locally","",40.760779,-111.891047,"Salt Lake City","UT","","Book Store",1983,"checked","",NA,NA
"Gay Help Line ","General Coordinates Used","(801) 533-0927","",40.760779,-111.891047,"Salt Lake City","UT","","Hotlines",1983,"checked","",NA,NA
"Castella Hot Springs","General Coordinates Used","(Some W, SM, BA)(No. side of Hwy)","",40.083845,-111.59603,"Spanish Fort Canyon","UT","(BA),(W),(SM)","",1983,"checked","",NA,NA
"Battery Park","Found","(N. Public Beach)","",44.481301,-73.219886,"Burlington","VT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Main Square ","Found","opp. Bus Terminal (Late)","",44.478825,-73.212896,"Burlington","VT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Gay Switchboard ","General Coordinates Used","(802) 656-4173","",44.475883,-73.212072,"Burlington","VT","","Hotlines",1983,"checked","",NA,NA
"Vermont Transit ","General Coordinates Used","T-Room","",44.479338,-73.214283,"Burlington","VT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Inwood Manor ","General Coordinates Used","(802) 633-4047","Lower Waterford Rd.",44.296832,-72.049378,"East Barnet","VT","(R),(H)","Restaurant,Hotel",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","","N. & S. on Rte. 7",43.610624,-72.972606,"Rutland","VT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
