"Year","status","lat","lon","description","streetaddress","city","state","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress"
2003,"General Coordinates Used",44.080543,-103.231015,"605/394-8080  6pm-10pm","","Rapid City","SD","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",44.080278,-103.22753,"btwn 6th & 8th","","Rapid City","SD","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",44.080543,-103.231015,"605/381-1325  8pm Fri, call for info","","Rapid City","SD","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",43.545399,-96.722808,"","2nd Ave & 11th St","Sioux Falls","SD","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",43.541912,-96.764121,"Kiwanis (btwn 12th & 26th Sts)","","Sioux Falls","SD","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",36.534974,-87.367563,"","","Clarksville","TN","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",35.714259,-83.510164,"865/429-0400  23-acre paradise","","Gaitlinburg","TN","(MW),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",35.66838,-88.839461,"Exit 68, W of Jackson  731/424-7226","","Jackson","TN","(18+)","Erotica","",NA,NA,NA,NA
2003,"Found",35.646305,-88.807783,"","","Jackson","TN","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",36.282216,-82.349506,"end of Buffalo Mountain Park Rd","","Johnson City","TN","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",36.549246,-82.558264,"near library","","Kingsport","TN","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",35.960638,-83.920739,"btwn post office & library","","Knoxville","TN","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",35.944965,-83.913379,"off Chapman Hwy, S Knoxville","","Knoxville","TN","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",35.960215,-83.915382,"lower end, close to bridge","","Knoxville","TN","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",35.960215,-83.915382,"865/531-2539 (MCC#)  7am-11pm","","Knoxville","TN","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",35.898399,-83.94593,"off Alcoa Hwy","","Knoxville","TN","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",35.960638,-83.920739,"off N Broadway","","Knoxville","TN","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",35.963595,-83.919333,"intersection of Church, Market, Walnut & Union Sts","","Knoxville","TN","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",35.149534,-90.04898,"901/682-2669  lgbt newmagazine","","Memphis","TN","","Publications","",NA,NA,NA,NA
2003,"Found",35.047691,-90.026049,"PO Box 16508 38186  901/332-3322, 800/238-2000  no visit to Memphis would be complete w/out a trip to see The King","","Memphis","TN","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",35.149534,-90.04898,"901/565-0006 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Memphis","TN","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",35.149534,-90.04898,"PO Box 41074 38174 901/324-4297  24hr recorded info","","Memphis","TN","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",35.14619,-89.988516,"Overton Square (behind Paulette's)  901/681-2020 (hotline), 901/725-7151  alternative cinema, also cafe","","Memphis","TN","(BW)","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",35.149534,-90.04898,"901/578-8900  The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Memphis","TN","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",35.149534,-90.04898,"901/454-1411  lgbt newspaper, extensive listings","","Memphis","TN","","Publications","",NA,NA,NA,NA
2003,"Found",36.27063,-86.747171,"","","Nashville","TN","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",36.162664,-86.781602,"615/399-9456  Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Nashville","TN","","Men's Services","",NA,NA,NA,NA
2003,"Found",36.156982,-86.617896,"","","Nashville","TN","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",36.162664,-86.781602,"615/259-4135  lgbt newspaper","","Nashville","TN","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",36.162664,-86.781602,"615/726-1199  The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Nashville","TN","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",36.162664,-86.781602,"615/831-1806  lgbt newspaper & bar guide","","Nashville","TN","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",35.517491,-86.580447,"404/876-1819  weekly lgbt newspaper for AL, FL (panhandle), GA, LA, MS, TN w/ resource listings","","Statewide","TN","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",35.517491,-86.580447,"727/526-0585  bi-weekly magazine for gay men","","Statewide","TN","","Publications","",NA,NA,NA,NA
2003,"Found",32.429672,-99.726751,"","","Abilene","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",35.206247,-101.671053,"I-40, exit 80 806/335-3155  24hrs","","Amarillo","TX","","Erotica","",NA,NA,NA,NA
2003,"General Coordinates Used",32.756623,-97.136774,"817/877-5544  info line","","Arlington","TX","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",30.267153,-97.743061,"Barton Springs Rd natural swimming hole","","Austin","TX","(N)","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",30.259192,-97.746127,"Congress Ave Bridge (at Barton Springs Dr)  everthing's bigger in Texas-including the colony of bats that flies out from under the bridge every evening March-Oct","","Austin","TX","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",30.414491,-97.886873,"","","Austin","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",30.267153,-97.743061,"512/480-8400  Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Austin","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",30.267153,-97.743061,"900/346-6338  Talk and/or meet with other men from the area, at only 99¢ per minute.","","Austin","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",30.627977,-96.334407,"Bryan  979/361-7976  (AA#)","","College Station","TX","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",27.796731,-97.388945,"361/884-0884 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Corpus Christi","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",27.796731,-97.388945,"","","Corpus Christi","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",32.776664,-96.796988,"214/754-8710  lgbt newspaper w/ extensive resource listings","","Dallas","TX","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",32.776664,-96.796988,"KNON 89.3 FM  972/263-5305  1pm Sun, lgbt radio show for northern TX","","Dallas","TX","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",32.808617,-96.803847,"Turtle Creek (at Hall)  foot trails off Hall, across from main park","","Dallas","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",32.776664,-96.796988,"972/705-9500  Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Dallas","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",32.776664,-96.796988,"214/688-7450  The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Dallas","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",32.776664,-96.796988,"900/346-6338  Talk and/or meet with other men from the area, at only 99¢ per minute.","","Dallas","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",32.776664,-96.796988,"214/631-6253  The city's hottest & wildest all-male voice club. Chat one on one! Use access code 5111","","Dallas","TX","","Men's Services","",NA,NA,NA,NA
2003,"Found",33.109472,-96.971398,"clsd in winter","","Denton","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",31.761878,-106.485022,"915/562-4297  24hrs","","El Paso","TX","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",31.761878,-106.485022,"915/541-8888  Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","El Paso","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",31.761878,-106.485022,"915/545-4555  The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","El Paso","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",32.755488,-97.330766,"817/877-5544","","Fort Worth","TX","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",32.755488,-97.330766,"Fort Worth 817/282-2500  Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Fort Worth","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",32.755488,-97.330766,"817/877-5544  info line & newsletter","","Fort Worth","TX","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",32.755488,-97.330766,"817/838-8100  The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Fort Worth","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",29.301348,-94.797696,"","","Galveston","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",32.33097,-96.151562,"903/451-5105  78 miles from Dallas Cedar Creek Lake, motor homes & travel trailers welcome","","Gun Barrel City","TX","(GS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",29.760427,-95.369803,"KPFT 90.1 FM  713/526-4000  midnight-3am Sat, lgbt radio, 'Lesbian/ Gay Voices', 8pm Mon","","Houston","TX","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",29.760427,-95.369803,"713/529-3211  6pm-10pm","","Houston","TX","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",29.760427,-95.369803,"713/529-8490, 800/729-8490  lgbt newspaper","","Houston","TX","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",29.760427,-95.369803,"713/225-5500 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Houston","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",29.760427,-95.369803,"713/520-7237  free monthly lgbt newsmagazine","","Houston","TX","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",29.760427,-95.369803,"713/892-5757  The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Houston","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",29.760427,-95.369803,"900/346-6338  Talk and/or meet with other men from the area, at only 99¢ per minute.","","Houston","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",29.760427,-95.369803,"713/850-7900  The city's hottest & wildest all-male voice club. Chat one on one! Use access code 5111","","Houston","TX","","Men's Services","",NA,NA,NA,NA
2003,"Found",31.054914,-98.180274,"","","Lampasas","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",27.539166,-99.451308,"","","Laredo","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",32.549236,-94.729384,"","","Longview","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",32.500976,-94.72145,"","","Longview","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",33.595618,-101.838073,"","","Lubbock","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",33.188727,-95.221332,"Hwy 21 (at Country Rd 4115)  903/588-2402  B&B on 68 private acres, lake, jacuzzi, gourmet restaurant Fri-Sat","","Mt. Vernon","TX","(MW),(F),(SW),(NS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",27.833916,-97.061099,"361/749-5221  Euro-style inn on dunes of Mustang Island & Port Aransas, hot tub","","Port Aransas","TX","(GS),(SW),(NS)","Accommodations","",NA,NA,NA,NA
2003,"Found",31.458219,-100.435658,"","","San Angelo","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",29.425191,-98.494592,"210/223-6106 (Ctr #)","","San Antonio","TX","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",29.425191,-98.494592,"210/375-1155 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","San Antonio","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",29.425191,-98.494592,"210/472-2468  The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","San Antonio","TX","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",29.425191,-98.494592,"210/828-7815  private cottage","","San Antonio","TX","(GF),(SW),(NS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",31.761768,-94.078927,"on Toledo Bend (1 1/2 mile W of marker 3184)  936/368-2554  motel, cabins & RV hookups, also cafe","","Shelbyville","TX","(GS),(F),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",26.140921,-97.171766,"","","South Padre Island","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",26.109451,-97.170921,"","","South Padre Island","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",26.078522,-97.167822,"County Park, at S end","","South Padre Island","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",31.968599,-99.901813,"214/855-4990  hip glossy entertainment magazine, weekly","","Statewide","TX","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",31.968599,-99.901813,"214/9460401, 877/903-8470  lgbt weekly newspaper w/ arts calendar & resource list","","Statewide","TX","","Publications","",NA,NA,NA,NA
2003,"Found",32.332912,-95.301764,"","","Tyler","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",32.360743,-95.323049,"","","Tyler","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",32.263163,-95.238959,"Hwy 110 (4 miles S of Loop 323)  903/509-2248  more gay Wed","","Tyler","TX","(GF),(D),(18+)","Nightclubs","",NA,NA,NA,NA
2003,"Found",31.583658,-97.156257,"","","Waco","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",31.549333,-97.146669,"254/715-6501  info, newsletter, events","","Waco","TX","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",31.524328,-97.225013,"","","Waco","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",33.917338,-98.516607,"","","Wichita Falls","TX","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",29.997436,-98.09862,"512/847-5269, 888/766-1965  B&B, hot tub","","Wimberley","TX","(M),(SW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",38.296276,-111.397104,"435/425-3222  full brkfst, hot tubs, near Capitol Reef Nat'l Park","","Capitol Reef","UT","(GF),(NS)","Accommodations","",NA,NA,NA,NA
2003,"Found",37.765191,-111.590917,"435/826-4567, 800/252-8824  full brkfst, hot tub","","Escalante","UT","(GF),(NS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",41.740209,-111.793831,"Zanavoo loop","","Logan","UT","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",38.573316,-109.549839,"801/971-3325  retreat house in a red rock canyon","","Moab","UT","(GS),(SW),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",37.284445,-109.551788,"435/672-2446, 888/637-2582  full brkfst, also guided tours","","Monument Valley","UT","(GF)","Accommodations","",NA,NA,NA,NA
2003,"Found",41.208086,-111.939208,"","","Ogden","UT","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",41.223,-111.97383,"801/745-0657  in 4,000-sq-ft home, 1 hr from Salt Lake, jacuzzi, weight rm","","Ogden","UT","(M),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",41.262437,-111.794879,"Cemetery Point","","Ogden","UT","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",40.646062,-111.497973,"800/243-2932","","Park City","UT","","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",40.646062,-111.497973,"435/645-8068, 800/648-8068  full brkfst, hot tub","","Park City","UT","(GF),(NS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",40.760779,-111.891047,"KRCL 90.FM  801/363-1818  12:30pm Wed","","Salt Lake City","UT","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",40.760779,-111.891047,"801/595-0005  Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Salt Lake City","UT","","Men's Services","",NA,NA,NA,NA
2003,"Found",40.777533,-111.884319,"Canyon Rd (below the Capitol, on the E side)","","Salt Lake City","UT","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",40.723877,-111.8494,"21st S also btwn 13th & 17th E","","Salt Lake City","UT","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",40.734303,-111.891078,"801/265-0066  lgbt newspaper","","Salt Lake City","UT","","Publications","",NA,NA,NA,NA
2003,"Found",43.074822,-73.15332,"Rte 7-A 802/375-6532, 800/443-9442  dinner from 5:30pm, clsd Sun-Mon","","Arlington","VT","","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",43.074442,-73.160465,"trails too","","Arlington","VT","(N),(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.953999,-72.476088,"Poocham Rd (at Paine Rd), Westmoreland, NH  603/399-8457, 800/659-6810  B&B, near hiking & ski trails","","Brattleboro","VT","(GS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",43.619913,-72.665377,"US Rte 4 802/422-3816  7am-2pm Wed-Sun, great flapjacks & maple syrup","","Bridgewater Corners","VT","","Restaurants","",NA,NA,NA,NA
2003,"Found",44.481301,-73.219886,"N Public Beach ","","Burlington","VT","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",44.475883,-73.212072,"802/865-9677, 800/452-2428 (in VT)  support/ educational group for lgbt youth","","Burlington","VT","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",44.475883,-73.212072,"802/860-RU12 (7812)  social/ support groups, events","","Burlington","VT","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",43.254807,-73.09878,"on Rte 30 & Kelly Rd ","","Dorset","VT","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",43.583137,-72.96958,"Rte 4 802/773-3333, 800/451-6108  hot tub, also tavern","","Killington","VT","(GF),(F),(WC)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",43.395906,-72.700652,"off Rte 103 toward Rutland","","Ludlow","VT","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",44.52935,-72.001119,"Rte 5 802/626-9890  6am-8pm","","Lyndonville","VT","","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",43.16362,-73.072285,"Rtes 11 & 30, Manchester Village 802/362-4982  dinner only, clsd Mon, Mediterranean, also bar","","Manchester","VT","(R)","Restaurants","",NA,NA,NA,NA
2003,"Found",43.219532,-73.012962,"Rte 7-A Manchester Center 802/362-1616  clsd Mon-Tue (winter), clsd Tue(summer)","","Manchester","VT","","Restaurants","",NA,NA,NA,NA
2003,"Found",43.173787,-73.060415,"Rte 7-A, Manchester Center 802/362-3496  7am-2:30pm, clsd Wed (winters)","","Manchester","VT","","Cafes","",NA,NA,NA,NA
2003,"General Coordinates Used",43.158976,-73.072311,"Rte 7-A S 802/362-3807  dinner from 5:30pm, clsd Tue-Wed, cont'l/ game","","Manchester","VT","(WC)","Cafes","",NA,NA,NA,NA
2003,"General Coordinates Used",42.859526,-72.725927,"Rte 9 (at Staver Rd)  802/257-1093, 877/765-6639  1769 farmhouse, full brkfst, hot tub, also restaurant","","Marlboro","VT","(GF),(F),(WC)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",42.862283,-72.785348,"Rte 9, Hogback Mountain 802/464-5535  8am-3pm, till 8pm Fri-Sat, 7:30am-5pm Sun, clsd Tue-Wed (winters)","","Marlboro","VT","(WC)","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",44.878596,-72.608343,"802/326-4306  full brkfst","","Montgomery Center","VT","(GS),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",44.235032,-72.554479,"Rte 302 802/223-6611","","Montpelier","VT","(WC)","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",42.947378,-72.675285,"Williamsville Rd nude sunbathing & cruisy woods, park before the bridge, cross Rte 30 & walks up Williamsville Rd, take 1st road toward River, then follow path about a mile 3rd & 4th swimming holes are gay","","Newfane","VT","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",43.606772,-73.278989,"off Rte 7 by airport (1 mile to 'Flats')  nude sunbathing by Mill River","","Rutland","VT","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",43.606772,-73.278989,"Rte 22-A S Fair Haven 802/265-8039, 800/253-7729  1843 Greek Revival B&B w/ beautiful antiques, full brkfst","","Rutland","VT","(GF),(NS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",44.558803,-72.577841,"617/426-8246  New England's lgbt newspaper","","Statewide","VT","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",44.558803,-72.577841,"PO Box 1079, Richmond 05477-1078  monthly newspaper covering Vermont & beyond","","Statewide","VT","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",44.558803,-72.577841,"802/849-2739 x3  TV show by & for VT's lgbt community, call for channels & show times","","Statewide","VT","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",44.465433,-72.687402,"802/888-3834, 800/639-2903  full brkfst, hot tub","","Stowe","VT","(GS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",44.449602,-73.111,"PO Box 55 05495 802/879-1147 (private home) bisexual group, monthly meetings, also e-group","","Williston","VT","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",43.173434,-72.723448,"RFD 133 802/875-1362  B&B inn, hot tub","","Windham","VT","(GS),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",43.666468,-72.538572,"802/457-4485  full brkfst","","Woodstock","VT","(GF),(NS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",38.87997,-77.10677,"703/522-7660  monthly mtgs","","Arlington","VA","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",38.875198,-77.048943,"","","Arlington","VA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",38.890437,-77.069721,"wooded area","","Arlington","VA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",37.889754,-78.873366,"Valley Green Center Nellysford 434/361-1463  lunch & dinner, clsd Mon, full bar till midnight, till 2am wknds","","Charlottesville","VA","(E)","Restaurants","",NA,NA,NA,NA
2003,"Found",38.031425,-78.482763,"in West End downtown mall (next to the Omni Hotel)  434/295-8668  5:30pm-10pm Wed-Sat, Asians/ American fusion, also 'Escafe' downstairs, 5:30pm-midnight, till 2am Th-Sat, from 4:30pm Sun, clsd Mon, full bar","","Charlottesville","VA","(GS),(E),(GO)","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",38.029306,-78.476678,"434/293-8227","","Charlottesville","VA","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",38.031539,-78.480533,"","","Charlottesville","VA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",38.029306,-78.476678,"434/982-2773 active during school yr","","Charlottesville","VA","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",36.572536,-79.419015,"","","Danville","VA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",38.962764,-77.150517,"off GW Pkwy","","Fairfax","VA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",37.082564,-76.274619,"nude beach past rock mounds","","Hampton","VA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",37.413754,-79.142246,"","","Lynchburg","VA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",37.413754,-79.142246,"","","Lynchburg","VA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",37.413754,-79.142246,"434/847-5242  live 7pm-10pm Mon, Tue & Fri, info for central & SW VA","","Lynchburg","VA","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",36.850769,-76.285873,"757/498-3555  Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Norfolk","VA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",36.850769,-76.285873,"540/529-6363  entertainment & personals for the Virginias & Carolinas","","Norfolk","VA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",36.850769,-76.285873,"757/533-9300  The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Norfolk","VA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",37.540725,-77.436048,"804/355-1212","","Richmond","VA","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",37.520799,-77.476325,"","","Richmond","VA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",37.540725,-77.436048,"804/657-1100  Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Richmond","VA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",37.540725,-77.436048,"540/529-6363  entertainment & personals for the Virginias & Carolinas","","Richmond","VA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",37.540725,-77.436048,"804/355-7939 (Richmond #1), 757/622-3701 (Norfolk#) statewide lgbt newspaper","","Richmond","VA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",37.27097,-79.941427,"540/344-4444  covers western VA","","Roanoke","VA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",37.27097,-79.941427,"540/529-6363  entertainment & personals for the Virginias & Carolinas","","Roanoke","VA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",38.483457,-78.849748,"540/574-4636  24hr touchtone info & weekly mtgs, also dances & potlucks","","Shenandoah Valley","VA","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",37.431573,-78.656894,"540/529-6363  entertainment & personals for the Virginias & Carolinas","","Statewide","VA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",37.431573,-78.656894,"804/355-7939 (Richmond #), 757/622-3701 (Norfolk #)  statewide lgbt newspaper","","Statewide","VA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",37.431573,-78.656894,"727/526-0585  bi-weekly magazine for gay men","","Statewide","VA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",36.851644,-75.979219,"757/486-3546","","Virginia Beach","VA","","Publications","",NA,NA,NA,NA
