ID,title,status,description,lat.lon,streetaddress,notes,city,state,amenityfeatures,type,dateadded,lastmodified,Year
1065,Steak ‘n’ Eggs  ,Found,,"38.23609,-85.76058",1136 S. 4th ,,Louisville,KY,"(M),(R),(C),(AH),(E)",Restaurant,,,1979
1180,Iroquois Park ,Found,,"38.162326,-85.79229",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1979
1179,Cherokee Park ,Found,,"38.239966,-85.699366 ",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1979
1327,"‘The Falls’ – Across Ohio River in Jeffersonville, Indiana",Found,,"38.272778,-85.760967",,,Louisville,KY,"Cruisy Area,(*)",Bars/Clubs,,,1979
1326,Mother’s Brew,Found,(Looks promising),"38.254871,-85.753673",204 W. Market nr. 2nd ,,Louisville,KY,"(G),(P),(S),(D)",Bars/Clubs,,,1979
1181,Public Library – York St. ,Found,,"38.245138,-85.757805",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1979
1178,Central Park – 4th & Magnolia ,Found,,"38.229611,-85.762809",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1979
1541,Public Library ,Found,,"38.245138,-85.757805",York St.,,Louisville,KY,Cruisy Areas,Cruising Areas,,,1973
1540,Iroquois Park ,Found,,"38.162326,-85.79229",,,Louisville,KY,Cruisy Areas,Cruising Areas,,,1973
1539,Cherokee Park,Found,,"38.239966,-85.699366 ",,,Louisville,KY,Cruisy Areas,Cruising Areas,,,1973
1538,Central Park,Found,,"38.229611,-85.762809",4th & Magnolia ,,Louisville,KY,Cruisy Areas,Cruising Areas,,,1973
2073,Savoy Theatre,Found,," 38.253503,-85.754051",,,Louisville,KY,Cruisy Area,"Cruising Areas,Theatre",,,1976
2071,Iriquois Park,Found,,"38.162326,-85.79229",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1976
2070,Central Park - 4th & Magnolia,Found,,"38.229611,-85.762809",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1976
1991,Odyssey I,Found,,"38.234058,-85.749482",Preston & Oak,,Louisville,KY,(OC),Bars/Clubs,,,1976
2072,Public Library - York St.,Found,,"38.245138,-85.757805",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1976
2299,Iroquois Park  ,Found,,"38.162326,-85.79229",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1977
2297,Central Park – 4th & Magnolia ,Found,,"38.229611,-85.762809",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1977
2301,Public Library York Street ,Found,,"38.245138,-85.757805",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1977
2298,Cherokee Park ,Found,,"38.239966,-85.699366 ",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1977
2296,Cameras Eye – “Peep Show” and arcade – 3rd & Market Street ,Found,,"38.255059,-85.755118",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1977
2432,Good Times,Found,,"41.001027,-96.162006",Main Street near 2nd ,,Louisville,KY,,Bars/Clubs,,,1977
2300,Pornucopia – “Peep Show” etc. near 3rd & Market  ,Found,,"38.255059,-85.755118",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1977
2302,Savoy Street ,Found,,"38.252665,-85.758456",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1977
2603,Public Library ,Found,,"38.245138,-85.757805",York St.,,Louisville,KY,Cruisy Area,Cruising Areas,,,1975
2602,Iriquois Park,Found,,"38.162326,-85.79229",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1975
2604,Savoy Theatre,Found,," 38.253503,-85.754051",,,Louisville,KY,Cruisy Area,"Cruising Areas,Theatre",,,1975
2601,Cherokee Park,Found,,"38.239966,-85.699366 ",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1975
2600,Central Park,Found,,"38.229611,-85.762809",4th and Magnolia,,Louisville,KY,Cruisy Area,Cruising Areas,,,1975
2846,Iroquois Park ,Found,,"38.162326,-85.79229",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1978
2844,Cameras Eye – ‘Peep Show’ & arcade  3rd & Market Sts.,Found,,"38.255059,-85.755118",,,Louisville,KY,"Cruisy Area,(*)",Cruising Areas,,,1978
2847,Cherokee Park ,Found,,"38.239966,-85.699366 ",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1978
2845,Central Park – 4th & Magnolia ,Found,,"38.229611,-85.762809",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1978
2705,Julep Lounge ,Found,,"38.247033,-85.758113",655 So. 4th St. – River City Mall betw. Broadway & Chestnut ,,Louisville,KY,"(D),(PT),(*)",Bars/Clubs,,,1978
3157,Cherokee Park,Found,,"38.239966,-85.699366 ",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1980
3158,Iriquois Park,Found,,"38.162326,-85.79229",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1980
3156,Central Park - 4th & Magnolia,Found,,"38.229611,-85.762809",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1980
3159,Public Library- York St.,Found,,"38.245138,-85.757805",,,Louisville,KY,Cruisy Area,Cruising Areas,,,1980
3160,The Falls,General City Coordinates Used,"Across Ohio River in Jeffersonville, Indiana","38.252665,-85.758456",,,Louisville,KY,"Cruisy Area,(*)",Cruising Areas,,,1980
172,Steak Barn,General City Coordinates Used,downtown - inquire locally.,"32.609857,-85.480782 ",,,Auburn,AL,"(C),(M)",Bars/Clubs,8/29/2019 3:15pm,9/7/2019 1:19pm,1971
3014,Harry's Bar,Found,(Best late),"32.619642,-85.458468",1106 Opelika Hwy.,,Auburn,AL,"(M),(PT),(AYOR)",Bars/Clubs,,,1980
1108,Square at Franklin & Rudolph,Found,,"34.73044,-86.584841",,approximate,Huntsville,AL,Cruisy Area,Cruising Areas,,,1979
1109,Jacksonville St. U – Bibb Graves Hall ,Found,,"33.822939,-85.765343",,,Huntsville,AL,Cruisy Area,Cruising Areas,,,1979
1107,Greyhound Bus Depot,General City Coordinates Used,,"34.730369,-86.586104",,,Huntsville,AL,Cruisy Area,Cruising Areas,,,1979
1666,Jacksonville St. U – Ayer Hall- 2nd floor T-Rooms ,Found,,"33.824239,-85.766424",,,Huntsville,AL,Cruisy Area,Cruising Areas,,,1979
1667,Olympic Lounge,General City Coordinates Used,(inquire locally),"34.730369,-86.586104",,,Huntsville,AL,,Bars/Clubs,,,1970
2016,Square at Franklin & Randolph,Found,,"34.73044,-86.584841",,approximate,Huntsville,AL,Cruisy Area,Cruising Areas,,,1976
2236,Square at Franklin & Randolph ,Found,,"34.73044,-86.584841",,approximate,Huntsville,AL,Cruisy Area,Cruising Areas,,,1977
2479,Square at Franklin and Randolph,Found,,"34.73044,-86.584841",,,Huntsville,AL,Cruisy Area,Cruising Areas,,,1975
2768,Square at Franklin & Randolph,Found,,"34.73044,-86.584841",,,Huntsville,AL,Cruisy Area,Cruising Areas,,,1978
3029,Square at Franklin & Randolph,Found,(Fuzz),"34.73044,-86.584841",Franklin & Randolph,,Huntsville,AL,"Cruisy Area,(AYOR)",Cruising Areas,,,1980
3027,Greyhound Bus Depot,General City Coordinates Used,"

","34.730369,-86.586104",,,Huntsville,AL,Cruisy Area,Cruising Areas,,,1980
3028,Lee Mall,General City Coordinates Used,Upstairs T-Room (Cl. 4pm),"34.730369,-86.586104",,,Huntsville,AL,"Cruisy Area,(*)",Cruising Areas,,,1980
1102,Amtrak & Greyhound Depots,General City Coordinates Used,,"34.605925,-86.983342",,,Decatur,AL,Cruisy Area,Cruising Areas,,,1979
1104,‘Rest Stop’ on old Hwy. 31 N.,General City Coordinates Used,,"34.605925,-86.983342",,,Decatur,AL,Cruisy Area,Cruising Areas,,,1979
1103,Pancake House ,General City Coordinates Used,,"34.605925,-86.983342",Hwy. 31 S.,,Decatur,AL,Cruisy Area,Cruising Areas,,,1979
3024,'Rest Stop',General City Coordinates Used,,"34.605925,-86.983342",Old Hwy. 31 N,,Decatur,AL,Cruisy Area,Cruising Areas,,,1980
3023,Pancake House,General City Coordinates Used,,"34.605925,-86.983342",Hwy. 31 S.,,Decatur,AL,Cruisy Area,Cruising Areas,,,1980
3022,Amtrak & Greyhound Depots,General City Coordinates Used,,"34.605925,-86.983342",,,Decatur,AL,Cruisy Area,Cruising Areas,,,1980
8,Crusiy Area,Found,,"35.385437,-94.422531",,,Ft. Smith,AR,Cruisy Area,Cruising Areas,8/31/2019 2:07pm,9/7/2019 1:18pm,1974
4,Show Boat,Found,,"35.391846,-94.420796",,,Ft. Smith,AR,,Bars/Clubs,8/31/2019 2:07pm,9/7/2019 1:18pm,1974
1118,6th & Garrison,Found,,"35.387237,-94.425237",,,Ft. Smith,AK,Cruisy Area,Cruising Areas,,,1979
1119,"‘Rest Stop’ on I-30, 5 mi. S.  ",General City Coordinates Used,,"35.385924,-94.398547",,,Ft. Smith,AK,Cruisy Area,Cruising Areas,,,1979
1120,‘The Block’ around Tradewinds Motel,General City Coordinates Used,,"35.385924,-94.398547",,,Ft. Smith,AK,Cruisy Area,Cruising Areas,,,1979
1380,Show Bar,Found,,"35.382996,-94.42137",11th & Rogers,,Ft. Smith,AR,,Bars/Clubs,,,1972
1429,around 9th & Garrison,Found,,"35.385449,-94.422545",,,Ft. Smith,AR,Cruisy Areas,Cruising Areas,,,1972
1509,around 9th & Garrison ,Found,,"35.385437,-94.422531",,,Ft. Smith,AK,Cruisy Areas,Cruising Areas,,,1973
2019,6th & Garrison,Found,,"35.387237,-94.425237",6th and Garrison,,Ft. Smith,AR,Cruisy Area,Cruising Areas,,,1976
1972,Bonnie's,Found,,"35.389367,-94.416815",600 block of N. 10th St,Coordinates for 600 N. 10th St. ,Ft. Smith,AR,(M),Bars/Clubs,,,1976
2238,6th & Garrison,Found,,"35.387237,-94.425237",,,Ft. Smith,AK,Cruisy Area,Cruising Areas,,,1977
2485,6th and Garrison,Found,,"35.387237,-94.425237",,,Ft. Smith,AR,Cruisy Area,Cruising Areas,,,1975
2484,Bonnie's,Found,,"35.389367,-94.416815",600 block of N. 10th St.,,Ft. Smith,AR,(M),Bars/Clubs,,,1975
2777,"
  6th
  & Garrison 
  ",Found,,"35.387237,-94.425237",,,Ft. Smith,AK,Cruisy Area,Cruising Areas,,,1978
3050,The Block around Tradewinds Motel,General City Coordinates Used,,"35.385924,-94.398547",,,Ft. Smith,AR,Cruisy Area,Cruising Areas,,,1980
3049,Rest Stop on I-30,General City Coordinates Used,5 miles South,"35.385924,-94.398547",,,Ft. Smith,AR,Cruisy Area,Cruising Areas,,,1980
3048,6th & Garrison,Found,,"35.387237,-94.425237",6th & Garrison,,Ft. Smith,AR,Cruisy Area,Cruising Areas,,,1980
2801,‘Rest Stop’ - 5 mi. So. on US Hwy. 27 ,General City Coordinates Used,," 26.616756,-80.068448",,,Lake Worth,FL,Cruisy Area,Cruising Areas,,,1978
2630,Harper's ,Found,,"28.593326,-81.35573",539 W. Fairbanks,,Winter Park,FL,"(YC),(*)",Bars/Clubs,,,1975
43,Catfish Hut,General City Coordinates Used,,"30.722967,-85.937436",,,Ponce De Leon,FL,"(M),(R)",Restaurant,9/4/2019 10:26am,9/7/2019 1:18pm,1974
1151,‘Rest Stop’ next to Gulf Coast College at foot of bay bridge – E. ,Found,,"30.186366,-85.735411",,,Panama City,FL,Cruisy Area,Cruising Areas,,,1979
2046,Rest area next to Gulf Coast College at foot of Bay Bridge - East,General City Coordinates Used,,"30.158813,-85.660206 ",,,Panama City,FL,Cruisy Area,Cruising Areas,,,1976
2264,Kids from Alabama hitch-hiking,General City Coordinates Used,,"30.158813,-85.660206 ",,,Panama City,FL,Cruisy Area,Cruising Areas,,,1977
2265,“Rest Area” next to Gulf Coast College at foot of Bay Bridge – East ,Found,,"30.186366,-85.735411",,,Panama City,FL,Cruisy Area,Cruising Areas,,,1977
2810,‘Rest Stop’ next to Gulf Coast college at foot of Bay Bridge -East ,Found,,"30.186366,-85.735411",,,Panama City,FL,Cruisy Area,Cruising Areas,,,1978
3110,T-Rooms at New Municipal Pier,General City Coordinates Used,,"30.158813,-85.660206 ",,,Panama City,FL,Cruisy Area,Cruising Areas,,,1980
3109,Rest Stop next to Gulf Coast College,General City Coordinates Used,at foot of bay bridge- E. ,"30.158813,-85.660206 ",,,Panama City,FL,Cruisy Area,Cruising Areas,,,1980
54,Continental Lounge,Found,New Albany Motor Hotel,"31.578881,-84.153188 ",,"Located at 245 Pine Ave. Added to National Registry of Historic Places in 1982. Now The Flats @ 249, an apartment complex. See https://en.wikipedia.org/wiki/New_Albany_Hotel",Albany,GA,,"Hotels,Bars/Clubs",9/4/2019 11:25am,9/7/2019 1:18pm,1974
1162,‘Bus Stop’ at Pine & Jefferson,Found,,"31.578466,-84.155978",,,Albany,GA,Cruisy Area,Cruising Areas,,,1979
1498,Continental Lounge ,Found,New Albany Motor Hotel,"31.578881,-84.153188 ",,"Located at 245 Pine Ave. Added to National Registry of Historic Places in 1982. Now The Flats @ 249, an apartment complex. See https://en.wikipedia.org/wiki/New_Albany_Hotel",Albany,GA,,"Hotels,Bars/Clubs",,,1973
1983,Continental Lounge,Found,New Albany Motor Hotel,"31.578881,-84.153188 ",,,Albany,GA,"(M),(YC)",Bars/Clubs,,,1976
2217,Continental Lounge ,Found,New Albany Motor Hotel ,"31.578881,-84.153188 ",,,Albany,GA,"(M),(YC)","Hotels,Bars/Clubs",,,1977
2574,Continental Lounge,Found,,"31.578881,-84.153188 ",New Albany Motor Hotel,,Albany,GA,"(M),(YC)","Hotels,Bars/Clubs",,,1975
2984,Continental Lounge ,Found,New Albany Motor Hotel ,"31.578881,-84.153188 ",,,Albany,GA,"(M),(YC)","Hotels,Bars/Clubs",,,1978
3126,'Bus Stop' at Pine & Jefferson,Found,,"31.578466,-84.155978",Pine & Jefferson,,Albany,GA,Cruisy Area,Cruising Areas,,,1980
65,Street in front of Holiday Inn,Found,," 33.956742,-83.377717 ",,Approximate. See https://www.hotel-online.com/archives/archive-33400/,Athens,GA,Cruisy Area,Cruising Areas,9/5/2019 2:12pm,9/7/2019 1:18pm,1974
1317,Varsity,Found,,"33.957705,-83.375248",Broad & College ,,Athens,GA,"(M),(YC),(RT)",Bars/Clubs,,,1979
1316,Circus Bar,General City Coordinates Used,,"33.951935,-83.357567",At Old RR Station ,,Athens,GA,"(M),(HIP),(YC)",Bars/Clubs,,,1979
1084,Key to America Motel Bar,Found,,"33.961586,-83.390597",Prince & Milledge ,,Athens,GA,(M),"Hotels,Bars/Clubs",,,1979
1164,Legion Pool ,General City Coordinates Used,,"33.951935,-83.357567",,,Athens,GA,Cruisy Area,Cruising Areas,,,1979
1165,U. of Ga. – Stegeman Hall ,Found,,"33.948005,-83.377322",,Broken in 3 separate locations. Demolished. Now Historic Athletic Grounds. See https://georgiainfo.galileo.usg.edu/topics/historical_markers/county/clarke/historic-athletic-grounds,Athens,GA,Cruisy Area,Cruising Areas,,,1979
1163,Hull St. betw. Broad & Clayton ,Found,,"33.957442,-83.378437",,,Athens,GA,Cruisy Area,Cruising Areas,,,1979
1608,"
  The Rail
  ",General City Coordinates Used,Inquire locally,"33.951935,-83.357567",,,Athens,GA,"(M),(YC)",Bars/Clubs,,,1973
1537,"
  Street in front of Holiday Inn
  ",General City Coordinates Used,,"33.951935,-83.357567",,,Athens,GA,Cruisy Areas,Cruising Areas,,,1973
1663,U. of Ga. – Main Library,Found,,"33.954071,-83.37378",,Broken in 3 separate locations.,Athens,GA,Cruisy Area,Cruising Areas,,,1979
1664,U. of Ga. –  Russel Hall Dormitory – T-Rooms,Found,,"33.949709,-83.382971",,Broken in 3 separate locations.,Athens,GA,Cruisy Area,Cruising Areas,,,1979
2056,Legion Pool,General City Coordinates Used,,"33.951935,-83.357567",,,Athens,GA,Cruisy Area,Cruising Areas,,,1976
2190,Dunkin Donuts,Found,,"33.961586,-83.390597",Prince & Milledge,,Athens,GA,"(M),(R),(C),(AH)",Restaurant,,,1976
2058,"Hull St., betw. Broad & Clayton",Found,,"33.957442,-83.378437",,,Athens,GA,Cruisy Area,Cruising Areas,,,1976
1984,Varsity,Found,,"33.957705,-83.375248",Broad & College,,Athens,GA,"(M),(RT),(YC),(*)",Bars/Clubs,,,1976
2057,Univ of Georgia - Main Library,Found,,"33.954071,-83.37378",,Broken in 3 separate locations. Demolished. Now Historic Athletic Grounds. See https://georgiainfo.galileo.usg.edu/topics/historical_markers/county/clarke/historic-athletic-grounds,Athens,GA,Cruisy Area,Cruising Areas,,,1976
2279,Legion Pool ,General City Coordinates Used,,"33.951935,-83.357567",,,Athens,GA,Cruisy Area,Cruising Areas,,,1977
2280,University of Georgia – Main Library,Found,,"33.954071,-83.37378",,Broken in 3 separate locations. Demolished. Now Historic Athletic Grounds. See https://georgiainfo.galileo.usg.edu/topics/historical_markers/county/clarke/historic-athletic-grounds,Athens,GA,Cruisy Area,Cruising Areas,,,1977
2421,Varsity ,Found,,"33.957705,-83.375248",Broad & College ,,Athens,GA,"(M),(RT),(YC),(*)",Bars/Clubs,,,1977
2419,Circus Bar ,General City Coordinates Used,,"33.951935,-83.357567",At Old Railway Station,,Athens,GA,"(M),(HIP),(YC)",Bars/Clubs,,,1977
2420,Dunkin Donuts ,Found,,"33.961586,-83.390597",Prince & Milledge ,,Athens,GA,"(M),(C),(AH)",Bars/Clubs,,,1977
2278,Hull Street. between Broad & Clayton  ,Found,,"33.957442,-83.378437",,,Athens,GA,Cruisy Area,Cruising Areas,,,1977
2469,University of Georgia – Stegeman Hall,Found,,"33.948005,-83.377322",,Broken in 3 separate locations. Demolished. Now Historic Athletic Grounds. See https://georgiainfo.galileo.usg.edu/topics/historical_markers/county/clarke/historic-athletic-grounds,Athens,GA,Cruisy Area,Cruising Areas,,,1977
2470,University of Georgia – Russel Hall Dormitory ,Found,,"33.949709,-83.382971",,Broken in 3 separate locations. Demolished. Now Historic Athletic Grounds. See https://georgiainfo.galileo.usg.edu/topics/historical_markers/county/clarke/historic-athletic-grounds,Athens,GA,Cruisy Area,Cruising Areas,,,1977
2471,Univ of Georgia - Russell Hall Dormitory,Found,,"33.949709,-83.382971",,Broken in 3 separate locations. Demolished. Now Historic Athletic Grounds. See https://georgiainfo.galileo.usg.edu/topics/historical_markers/county/clarke/historic-athletic-grounds,Athens,GA,Cruisy Area,Cruising Areas,,,1976
2472,Univ of Georgia - Stegeman Hall,Found,,"33.948005,-83.377322",,Broken in 3 separate locations. Demolished. Now Historic Athletic Grounds. See https://georgiainfo.galileo.usg.edu/topics/historical_markers/county/clarke/historic-athletic-grounds,Athens,GA,Cruisy Area,Cruising Areas,,,1976
2544,Hull St.,Found,,"33.957442,-83.378437",betw. Broad & Clayton,,Athens,GA,Cruisy Area,,,,1975
2572,Dunkin Donuts,Found,,"33.961586,-83.390597",Prince & Milledge,,Athens,GA,"(M),(C),(AH)",,,,1975
2573,Varsity,Found,,"33.957705,-83.375248",Broad & College,,Athens,GA,"(M),(RT),(YC),(*)",,,,1975
2546,Univ. of Georgia - Stegman Hall,Found,,"33.948005,-83.377322","Main Library, Stegeman Hall & Russell Hall Dormitory",,Athens,GA,Cruisy Area,,,,1975
2545,Legion Pool,General City Coordinates Used,,"33.951935,-83.357567",,,Athens,GA,Cruisy Area,,,,1975
2824,U. of Ga. - Stegeman Hall,Found,,"33.948005,-83.377322",,Broken in 3 separate locations.,Athens,GA,Cruisy Area,Cruising Areas,,,1978
2826,Hull St. betw. Broad & Clayton ,Found,,"33.957442,-83.378437",,,Athens,GA,Cruisy Area,Cruising Areas,,,1978
2693,Circus Bar ,General City Coordinates Used,At Old Railroad Station,"33.951935,-83.357567",,,Athens,GA,"(M),(HIP),(YC)",Bars/Clubs,,,1978
2825,Legion Pool ,General City Coordinates Used,,"33.951935,-83.357567",,,Athens,GA,Cruisy Area,Cruising Areas,,,1978
3127,Circus Bar,General City Coordinates Used,,"33.951935,-83.357567",At Old RR Station,,Athens,GA,"(M),(HIP),(YC)",Bars/Clubs,,,1980
3129,Hull St. between Broad & Clayton,Found,,"33.957442,-83.378437",,,Athens,GA,Cruisy Area,Cruising Areas,,,1980
3131,University of Georgia - Main Library,Found,,"33.954071,-83.37378",,,Athens,GA,Cruisy Area,Cruising Areas,,,1980
3130,Legion Pool,General City Coordinates Used,,"33.951935,-83.357567",,,Athens,GA,Cruisy Area,Cruising Areas,,,1980
3128,Varsity,Found,,"33.957705,-83.375248",Broad & College,,Athens,GA,"(M),(YC),(E)",Bars/Clubs,,,1980
3381,U. of Ga. - Main Library,Found,,"33.954071,-83.37378",,Broken in 3 separate locations.,Athens,GA,Cruisy Area,Cruising Areas,,,1978
3382,U. of Ga. - Russell Hall Dormitory – T-Rooms ,Found,,"33.949709,-83.382971",,Broken in 3 separate locations.,Athens,GA,Cruisy Area,Cruising Areas,,,1978
3383,University of Georgia - Russell Hall Dormitory T-Rooms,Found,,"33.949709,-83.382971",,,Athens,GA,Cruisy Area,Cruising Areas,,,1980
3384,University of Georgia  - Stegeman Hall,Found,,"33.948005,-83.377322",,,Athens,GA,Cruisy Area,Cruising Areas,,,1980
3385,Univ. of Georgia - Russell Hall Dormitory,Found,,"33.949709,-83.382971","Main Library, Stegeman Hall & Russell Hall Dormitory",,Athens,GA,Cruisy Area,,,,1975
3386,Univ. of Georgia - Main Library,Found,,"33.954071,-83.37378","Main Library, Stegeman Hall & Russell Hall Dormitory",,Athens,GA,Cruisy Area,,,,1975
72,Riviera Club,Found,,"39.094402,-84.496955",,Approximate location. It appears that 2nd st at this location no longer exists due to construction of the Newport Aquarium in 1999.,Newport,KY,"(R),(C),(G)",Restaurant,9/5/2019 2:39pm,9/7/2019 1:18pm,1974
1485,Twelve Ceasars,Found,(until 5 am),"39.094402,-84.496955",adjoining Riviera Club,,Newport,KY,"(C),(R)",Restaurant,,,1972
1392,Riviera Club,Found,(some (G)),"39.094402,-84.496955",Monmouth & 2nd St. ,,Newport,KY,"(P),(D),(S),(*)",Bars/Clubs,,,1972
1491,Riviera Club ,Found,,"39.094402,-84.496955",2nd St. bet. Monmouth & York,,Newport,KY,"(R),(G),(S),(M),(*)",Restaurant,,,1973
75,Holiday Inn Bar,Found,,"31.314317,-92.476354",,,Alexandria,LA,(M),"Hotels,Bars/Clubs",9/5/2019 2:39pm,9/7/2019 1:18pm,1974
1183,Trailways Bus Depot,General City Coordinates Used,,"31.311294,-92.445137",,,Alexandria,LA,Cruisy Area,Cruising Areas,,,1979
1182,City Park ,Found,," 31.286142,-92.458139",,,Alexandria,LA,Cruisy Area,Cruising Areas,,,1979
1286,Iwo Jima Memorial – wooded area ,Found,"(once good spot is sure suicide – murders, muggings & arrests are common) ","38.890437,-77.069721",,,Alexandria,VA,Cruisy Area,Cruising Areas,,,1979
1992,Cabaret,General City Coordinates Used,,"31.311294,-92.445137",Inquire Locally,,Alexandria,LA,,Bars/Clubs,,,1976
2074,'Rest area' on I 20 - Westbound,General City Coordinates Used,,"31.311294,-92.445137",,,Alexandria,LA,Cruisy Area,Cruising Areas,,,1976
2176,Holiday Inn Bar,Found,,"31.314317,-92.476354",2 mi W. on MacArthur Drive (Hwy. 71),,Alexandria,LA,(M),"Hotels,Bars/Clubs",,,1976
2076,Downtown Bus Terminal,General City Coordinates Used,,"31.311294,-92.445137",,,Alexandria,LA,Cruisy Area,Cruising Areas,,,1976
2075,Riverside Mall,Found,,"31.277465,-92.461305 ",,,Alexandria,LA,Cruisy Area,Cruising Areas,,,1976
2467,Steve’s ,Found,,"38.878766,-77.059171",2700 Jefferson Davis Highway ,,Alexandria,VA,"(M),(C),(AH)",Bars/Clubs,,,1977
2220,Holiday Inn Bar ,Found,(Highway 71) ,"31.314317,-92.476354",2 miles west on MacArthur Drive ,,Alexandria,LA,(M),"Hotels,Bars/Clubs",,,1977
2395,Two Jima Memorial – wooded rea ,Found,,"38.890437,-77.069721",,,Alexandria,VA,"Cruisy Area,(AYOR)",Cruising Areas,,,1977
2678,Holiday Inn Bar,Found,(Hwy 71),"31.314317,-92.476354",2 mi. W. on MacArthur Dr.,,Alexandria,LA,(M),"Hotels,Bars/Clubs",,,1975
2706,The Lodge ,General City Coordinates Used,,"31.311294,-92.445137",,,Alexandria,LA,"(D),(PT)",Bars/Clubs,,,1978
2849,‘Rest Stop’ on I-20 – Westbound ,General City Coordinates Used,,"31.311294,-92.445137",,,Alexandria,LA,Cruisy Area,Cruising Areas,,,1978
2958,Iwo Jima Memorial – wooded area ,Found,"(once good spot is now sure suicide – murders, muggings & arrests galore) ","38.890437,-77.069721","
   
  ",,Alexandria,VA,Cruisy Area,Cruising Areas,,,1978
2850,Trailways Bus Depot ,General City Coordinates Used,,"31.311294,-92.445137",,,Alexandria,LA,Cruisy Area,Cruising Areas,,,1978
2848,City Park ,Found,," 31.286142,-92.458139",,,Alexandria,LA,Cruisy Area,Cruising Areas,,,1978
3164,Trailways Bus Depot,General City Coordinates Used,,"31.311294,-92.445137",,,Alexandria,LA,Cruisy Area,Cruising Areas,,,1980
3163,City Park,Found,," 31.286142,-92.458139",,,Alexandria,LA,Cruisy Area,Cruising Areas,,,1980
3162,Sambo's,General City Coordinates Used,,"31.311294,-92.445137",Baton Rouge Hwy.,,Alexandria,LA,"(M),(R),(C),(AH)",Restaurant,,,1980
83,Rig 32,General City Coordinates Used,," 30.226595,-93.217376",,,Lake Charles,LA,(*),Bars/Clubs,9/7/2019 10:13am,9/7/2019 1:18pm,1974
201,Terry's Lounge,General City Coordinates Used,," 30.226595,-93.217376",,,Lake Charles,LA,(M),Bars/Clubs,8/30/2019 4:07pm,9/7/2019 1:20pm,1971
200,Rig 32,General City Coordinates Used,," 30.226595,-93.217376",,,Lake Charles,LA,,Bars/Clubs,8/30/2019 4:07pm,9/7/2019 1:20pm,1971
1190,Burger Chef,General City Coordinates Used,," 30.226595,-93.217376",,,Lake Charles,LA,Cruisy Area,Cruising Areas,,,1979
1394,Terry’s Lounge,General City Coordinates Used,," 30.226595,-93.217376",Shell Beach Dr.,,Lake Charles,LA,(M),Bars/Clubs,,,1972
1393,Rig 32,General City Coordinates Used,," 30.226595,-93.217376",Hwy. 90 E.,,Lake Charles,LA,,Bars/Clubs,,,1972
1619,Rig 32 ,General City Coordinates Used,," 30.226595,-93.217376",Hwy. 90 E.,,Lake Charles,LA,,Bars/Clubs,,,1973
1620,Terry’s Lounge ,General City Coordinates Used,," 30.226595,-93.217376",Shell Beach Dr.,,Lake Charles,LA,(M),Bars/Clubs,,,1973
1618,Corral ,General City Coordinates Used,," 30.226595,-93.217376",Hwy. 90 E.,,Lake Charles,LA,(M),Bars/Clubs,,,1973
1698,Terry's Lounge,General City Coordinates Used,," 30.226595,-93.217376",Shell Beach Dr.,,Lake Charles,LA,(M),Bars/Clubs,,,1970
1993,D.J.'s Odds & Ends,General City Coordinates Used,," 30.226595,-93.217376",Old Town Road,,Lake Charles,LA,"(D),(S)",Bars/Clubs,,,1976
2434,D. J.’s Odds & Ends  ,General City Coordinates Used,," 30.226595,-93.217376",Old Town Rd.,,Lake Charles,LA,"(D),(S),(*)",Bars/Clubs,,,1977
2624,Mothers,General City Coordinates Used,," 30.226595,-93.217376",Old Town Road,,Lake Charles,LA,"(D),(S),(*)",Bars/Clubs,,,1975
3000,Sambo’s ,General City Coordinates Used,," 30.226595,-93.217376",Ryan nr. Sale ,,Lake Charles,LA,(R),Restaurant,,,1978
2980,Burger Chef,General City Coordinates Used,," 30.226595,-93.217376",,,Lake Charles,LA,Cruisy Area,"Cruising Areas,Restaurant",,,1978
2708,Hollywood Hot,General City Coordinates Used,(Disco) (Some G) (Tues. thru Sat.) ," 30.226595,-93.217376",Old Hwy. 171 off Old Town Rd. ,,Lake Charles,LA,"(D),(PT),(S),(*)",Bars/Clubs,,,1978
3173,Burger Chef,General City Coordinates Used,," 30.226595,-93.217376",,,Lake Charles,LA,Cruisy Area,"Cruising Areas,Restaurant",,,1980
