"ID","title","amenityfeatures","description","streetaddress","type","city","state","Year","unclear_address","uncleartype","notes","lastmodified","full.address","lon","lat","geoAddress","status"
3286,"Leather Ranch Logging Camp","(*),(H),(R),(SM)","(Campsites, sauna, lodge, dungeon)","Route 1, Box 130, Atlantic Mine, Mich. 49905","Hotel,Restaurant","Houghton","MI",1988,"checked","","","6/22/2022 9:14pm","Route 1, Box 130, Atlantic Mine, Mich. 49905, MI",-88.569418,47.121133,"unclear_coded_by_hand","General Coordinates Used"
3365,"Book stores","Cruisy Area","on Superior St.","","Book Store,Cruising Areas","Duluth","MN",1988,"checked","","","6/22/2022 9:22pm",", MN",-92.017904,46.835379,"unclear_coded_by_hand","Found"
3363,"G.L.D.S.","","","Box 6044, Duluth, 55806","Organization","Duluth","MN",1988,"checked","","","6/22/2022 9:22pm","Box 6044, Duluth, 55806, MN",-92.100759,46.783892,"unclear_coded_by_hand","General Coordinates Used"
3366,"Leif Ericsson Park","Cruisy Area","","","Cruising Areas","Duluth","MN",1988,"checked","","","6/22/2022 9:24pm",", MN",-92.082077,46.797019,"unclear_coded_by_hand","Found"
3367,"Park Point Beach","Cruisy Area","(Summers)","","Cruising Areas","Duluth","MN",1988,"checked","","","6/22/2022 9:24pm",", MN",-92.052215,46.730712,"unclear_coded_by_hand","Found"
3369,"Mankato St. Gay Advisor","","(507) 389-1455","","Hotlines","Mankato","MN",1988,"checked","","","6/22/2022 9:24pm",", MN",-93.9994,44.163578,"unclear_coded_by_hand","General Coordinates Used"
3400,"Apache Plaza","Cruisy Area","Basement","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:25pm",", MN",-93.222238,45.039153,"unclear_coded_by_hand","Found"
3376,"Cloud 9","(D),(*),(YC),(V)","(Disco) corner of 9th & Hennepin","","Bars/Clubs","Minneapolis","MN",1988,"checked","","","6/22/2022 9:25pm",", MN",-93.265011,44.977753,"unclear_coded_by_hand","General Coordinates Used"
3401,"East Lake Calhon Blvd.","Cruisy Area","at 33rd Street","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:26pm",", MN",-93.265011,44.977753,"unclear_coded_by_hand","General Coordinates Used"
3381,"Gay/Lesbian Helpline","","(612) 379-6363","","Hotlines","Minneapolis","MN",1988,"checked","","","6/22/2022 9:26pm",", MN",-93.265011,44.977753,"unclear_coded_by_hand","General Coordinates Used"
3402,"Hennepin Ave.","(AYOR),Cruisy Area","(Downtown)","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:26pm",", MN",-93.2885,44.965282,"unclear_coded_by_hand","General Coordinates Used"
3403,"IDS Tower","Cruisy Area","Indoor mall ('Crystal Court')","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:27pm",", MN",-93.272309,44.976119,"unclear_coded_by_hand","Found"
3404,"Imperial 400 Motel","(M),Cruisy Area","","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:28pm",", MN",-93.265011,44.977753,"unclear_coded_by_hand","General Coordinates Used"
3390,"Jackeeno's Pizza & Pasta","(M),(R)","","15th & La Salle","Restaurant","Minneapolis","MN",1988,"checked","","","6/22/2022 9:29pm","15th & La Salle, MN",-93.279336,44.967717,"unclear_coded_by_hand","Found"
3405,"Lake Calhoun Beach","Cruisy Area","32nd Street","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:30pm",", MN",-93.319936,44.945113,"unclear_coded_by_hand","Found"
3406,"Loring Park","Cruisy Area","","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:31pm",", MN",-93.284177,44.966184,"unclear_coded_by_hand","Found"
3408,"Mississippi River Flats","Cruisy Area","'BA' Beach E. River Rd.","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:31pm",", MN",-93.23506,44.970351,"unclear_coded_by_hand","Found"
3409,"Mississippi River Flats","Cruisy Area,(AYOR)","opp. Shriners Hospital","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:31pm",", MN",-93.23506,44.970351,"unclear_coded_by_hand","Found"
3407,"Oak Grove","(AYOR),Cruisy Area","","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:32pm",", MN",-93.265011,44.977753,"unclear_coded_by_hand","General Coordinates Used"
3394,"Peanuts","(*),(YC)","in back of Cloud 9","corner of 9th & Hennepin","Bars/Clubs","Minneapolis","MN",1988,"checked","","","6/22/2022 9:36pm","corner of 9th & Hennepin, MN",-93.276975,44.97643,"unclear_coded_by_hand","Found"
3398,"Twin Cities Good-Time Softball League","","","P.O. Box 13157, Dinkytown Station, Minneapolis 55414","Organization","Minneapolis","MN",1988,"checked","","","6/22/2022 9:36pm","P.O. Box 13157, Dinkytown Station, Minneapolis 55414, MN",-93.265011,44.977753,"unclear_coded_by_hand","General Coordinates Used"
3413,"U. of M inn.","Cruisy Area","3rd floor","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:38pm",", MN",-93.234883,44.976348,"unclear_coded_by_hand","Found"
3414,"U. of M inn.","Cruisy Area","","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:38pm",", MN",-93.234883,44.976348,"unclear_coded_by_hand","Found"
3410,"U. of M inn.","Cruisy Area","Minneapolis Campus","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:38pm",", MN",-93.234883,44.976348,"unclear_coded_by_hand","Found"
3411,"U. of M inn.","Cruisy Area","Gay Comm. Cntr. Coffman Memorial Union","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:38pm",", MN",-93.235375,44.973089,"unclear_coded_by_hand","Found"
3412,"U. of M inn.","Cruisy Area","2nd floor Northrop Auditorium","","Cruising Areas","Minneapolis","MN",1988,"checked","","","6/22/2022 9:38pm",", MN",-93.234883,44.976348,"unclear_coded_by_hand","Found"
3418,"Concordia College Library","Cruisy Area","","","Cruising Areas","Moorhead","MN",1988,"checked","","","6/22/2022 9:38pm",", MN",-96.770094,46.864666,"unclear_coded_by_hand","Found"
3415,"G.S.U.","","","Box 340, M.S.U., 56560","Organization","Moorhead","MN",1988,"checked","","","6/22/2022 9:40pm","Box 340, M.S.U., 56560, MN",-93.99699,44.145116,"unclear_coded_by_hand","Found"
3419,"Moorhead Center Mall","Cruisy Area","Men's Room","","Cruising Areas","Moorhead","MN",1988,"checked","","","6/22/2022 9:41pm",", MN",-96.773129,46.876033,"unclear_coded_by_hand","Found"
3416,"Prairie Gay Community","","Hot line (701) 235-7335","Box 83, Moorhead 56560","Hotlines,Community Center/Support Group","Moorhead","MN",1988,"checked","","","6/22/2022 9:41pm","Box 83, Moorhead 56560, MN",-96.767804,46.873765,"unclear_coded_by_hand","General Coordinates Used"
3427,"Eastwood Park","(AYOR),Cruisy Area","(Days)","","Cruising Areas","Rochester","MN",1988,"checked","","","6/23/2022 12:53pm",", MN",-92.417166,44.0099,"unclear_coded_by_hand","Found"
3423,"Gay/Lesbian Community Service","","(507) 281-3265","P.O. Box 454, Rochester 55903","Community Center/Support Group","Rochester","MN",1988,"checked","","","6/23/2022 12:55pm","P.O. Box 454, Rochester 55903, MN",-92.480199,44.012122,"unclear_coded_by_hand","General Coordinates Used"
3428,"Soldiers Field Park","(AYOR),Cruisy Area","","","Cruising Areas","Rochester","MN",1988,"checked","","","6/23/2022 12:56pm",", MN",-92.467292,44.015447,"unclear_coded_by_hand","Found"
3429,"Adult Book Store","(F&S),(AH)","","University & Dale","Erotic Shop,Book Store","St. Paul","MN",1988,"checked","","","6/23/2022 12:57pm","University & Dale, MN",-93.089958,44.953703,"unclear_coded_by_hand","Found"
3435,"Grand & Victoria","Cruisy Area","","","Cruising Areas","St. Paul","MN",1988,"checked","","","6/23/2022 12:57pm",", MN",-93.136416,44.939962,"unclear_coded_by_hand","Found"
3431,"M.C.C.","(MCC)","","P.O. Box 3205, St. Paul 55165","Religious Institution","St. Paul","MN",1988,"checked","","","6/23/2022 12:58pm","P.O. Box 3205, St. Paul 55165, MN",-93.089958,44.953703,"unclear_coded_by_hand","General Coordinates Used"
3436,"Roseville Shopping Center","Cruisy Area","(Rosedale)","","Cruising Areas","St. Paul","MN",1988,"checked","","","6/23/2022 1:02pm",", MN",-93.171842,45.014605,"unclear_coded_by_hand","Found"
3437,"Town Square","Cruisy Area","","","Cruising Areas","St. Paul","MN",1988,"checked","","","6/23/2022 1:03pm",", MN",-93.094099,44.948153,"unclear_coded_by_hand","Found"
3358,"Bemidji St. Univ.","Cruisy Area","Hobson Union","","Cruising Areas","Bemidji","MN",1988,"checked","","","6/23/2022 1:08pm",", MN",-94.87467,47.482669,"unclear_coded_by_hand","Found"
3359,"Diamond Pt. Park","Cruisy Area","(Summers)","","Cruising Areas","Bemidji","MN",1988,"checked","","","6/23/2022 1:21pm",", MN",-94.870679,47.483667,"unclear_coded_by_hand","Found"
3360,"Library Park","Cruisy Area","","","Cruising Areas","Bemidji","MN",1988,"checked","","","6/23/2022 1:22pm",", MN",-94.87881,47.472317,"unclear_coded_by_hand","Found"
3361,"Paul Bunyan Mall","Cruisy Area","","","Cruising Areas","Bemidji","MN",1988,"checked","","","6/23/2022 1:23pm",", MN",-94.899681,47.494784,"unclear_coded_by_hand","Found"
3357,"Union Station","(M),(R),(E)","","1st St. & Beltrami","Restaurant","Bemidji","MN",1988,"checked","","","6/23/2022 1:24pm","1st St. & Beltrami, MN",-94.881199,47.468577,"unclear_coded_by_hand","Found"
3368,"Grand Portage Lodge","(H)","(218)475-2401","","Hotel","Grand Portage","MN",1988,"checked","","","6/23/2022 1:25pm",", MN",-89.684812,47.963776,"unclear_coded_by_hand","General Coordinates Used"
3420,"The Last Resort","(H)","(218)652-3876","","Hotel","Nevis","MN",1988,"checked","","","6/23/2022 1:25pm",", MN",-94.839457,46.965236,"unclear_coded_by_hand","General Coordinates Used"
3441,"3rd St. Plaza","Cruisy Area","Near fountain","","Cruising Areas","Winona","MN",1988,"checked","","","6/23/2022 1:26pm",", MN",-91.666352,44.055391,"unclear_coded_by_hand","General Coordinates Used"
3440,"The Mall","Cruisy Area","","","Cruising Areas","Winona","MN",1988,"checked","","","6/23/2022 1:26pm",", MN",-91.666352,44.055391,"unclear_coded_by_hand","General Coordinates Used"
3442,"'Rest Stop'","Cruisy Area","on 1-55 N. (Bothsides)","","Cruising Areas","Batesville","MS",1988,"checked","","","6/23/2022 1:26pm",", MS",-89.944257,34.311498,"unclear_coded_by_hand","General Coordinates Used"
3447,"Beach Hwy.","Cruisy Area","betw. Biloxi & Gulfport","","Cruising Areas","Biloxi","MS",1988,"checked","","","6/23/2022 1:32pm",", MS",-88.885308,30.396032,"unclear_coded_by_hand","General Coordinates Used"
3448,"Book stores","Cruisy Area","on Pass Rd.","","Cruising Areas","Biloxi","MS",1988,"checked","","","6/23/2022 1:32pm",", MS",-88.87953,30.396363,"unclear_coded_by_hand","Found"
3449,"Edgewater Shopping Center","Cruisy Area,(AYOR)","","","Cruising Areas","Biloxi","MS",1988,"checked","","","6/23/2022 1:32pm",", MS",-88.991265,30.391775,"unclear_coded_by_hand","Found"
3450,"Greyhound Bus Depot","(RT),Cruisy Area","","","Cruising Areas","Biloxi","MS",1988,"checked","","","6/23/2022 1:32pm",", MS",-88.885308,30.396032,"unclear_coded_by_hand","General Coordinates Used"
3451,"Gulf Coast Beach","Cruisy Area","betw. Holiday Inn & Coliseum","","Cruising Areas","Biloxi","MS",1988,"checked","","","6/23/2022 1:33pm",", MS",-88.885308,30.396032,"unclear_coded_by_hand","General Coordinates Used"
3452,"Hiller Park","Cruisy Area,(AYOR)","","","Cruising Areas","Biloxi","MS",1988,"checked","","","6/23/2022 1:34pm",", MS",-88.952159,30.409974,"unclear_coded_by_hand","Found"
3454,"Kessler A.F.B.","Cruisy Area","Perimeter gates","","Cruising Areas","Biloxi","MS",1988,"checked","","","6/23/2022 1:34pm",", MS",-88.925266,30.409416,"unclear_coded_by_hand","Found"
3453,"Kessler A.F.B.","Cruisy Area","","","Cruising Areas","Biloxi","MS",1988,"checked","","","6/23/2022 1:34pm",", MS",-88.925266,30.409416,"unclear_coded_by_hand","Found"
3455,"Peacock Lounge","(M)","","Holiday Inn, US Hwy. 45 at 5th St. N.","Cruising Areas","Columbus","MS",1988,"checked","","","6/23/2022 1:34pm","Holiday Inn, US Hwy. 45 at 5th St. N., MS",-88.431556,33.50559,"unclear_coded_by_hand","Found"
3456,"'Rest Stop'","Cruisy Area","on I-20E","","Cruising Areas","Forest","MS",1988,"checked","","","6/23/2022 1:36pm",", MS",-89.474235,32.364589,"unclear_coded_by_hand","General Coordinates Used"
3457,"Trailways Bus Depot","Cruisy Area","","","Cruising Areas","Gulfport","MS",1988,"checked","","","6/23/2022 1:36pm",", MS",-89.092816,30.36742,"unclear_coded_by_hand","General Coordinates Used"
3459,"'Rest Stop'","Cruisy Area","on US 49S","","Cruising Areas","Hattiesburg","MS",1988,"checked","","","6/23/2022 1:37pm",", MS",-89.290339,31.327119,"unclear_coded_by_hand","General Coordinates Used"
3461,"U. of S. Miss.","Cruisy Area","Hurst Bldg.","","Cruising Areas","Hattiesburg","MS",1988,"checked","","","6/23/2022 1:37pm",", MS",-89.334961,31.326312,"unclear_coded_by_hand","Found"
3460,"U. of S. Miss.","Cruisy Area","","","Cruising Areas","Hattiesburg","MS",1988,"checked","","","6/23/2022 1:37pm",", MS",-89.334961,31.326312,"unclear_coded_by_hand","Found"
3462,"'Rest Stop'","Cruisy Area","on 1-55, just N. of town","","Cruising Areas","Hernando","MS",1988,"checked","","","6/23/2022 1:37pm",", MS",-89.993702,34.823987,"unclear_coded_by_hand","General Coordinates Used"
3465,"Integrity","","","P.O. Box 4253, 39216","Religious Institution","Jackson","MS",1988,"checked","","","6/23/2022 1:38pm","P.O. Box 4253, 39216, MS",-90.18481,32.298757,"unclear_coded_by_hand","General Coordinates Used"
3469,"Mississippi Gay Switchboard","","(24 hrs.) (601)353-7611 (Also for Mississippi Gay Alliance)","","Hotlines","Jackson","MS",1988,"checked","","","6/23/2022 1:38pm",", MS",-90.18481,32.298757,"unclear_coded_by_hand","General Coordinates Used"
3471,"Smith Park","Cruisy Area,(AYOR)","","","Cruising Areas","Jackson","MS",1988,"checked","","","6/23/2022 1:38pm",", MS",-90.183304,32.301229,"unclear_coded_by_hand","Found"
3470,"T.M.M.","","(This Month in Mississippi) (Publication)","P.O. Box 8342, 39204","Publications","Jackson","MS",1988,"checked","","","6/23/2022 1:38pm","P.O. Box 8342, 39204, MS",-90.18481,32.298757,"unclear_coded_by_hand","General Coordinates Used"
3473,"Trailways Bus Depot","(B),Cruisy Area","","","Cruising Areas","Meridian","MS",1988,"checked","","","6/23/2022 1:39pm",", MS",-88.703656,32.36431,"unclear_coded_by_hand","General Coordinates Used"
3474,"'Rest Stop'","Cruisy Area","on 1-20","","Cruising Areas","Morton","MS",1988,"checked","","","6/23/2022 1:39pm",", MS",-89.654517,32.353756,"unclear_coded_by_hand","General Coordinates Used"
3477,"'RestStop'","Cruisy Area","on 1-55 just S. of Oxford","","Cruising Areas","Oxford","MS",1988,"checked","","","6/23/2022 1:40pm",", MS",-89.518635,34.36683,"unclear_coded_by_hand","General Coordinates Used"
3478,"'RestStop'","Cruisy Area","Batesville exit (Both sides)","","Cruising Areas","Oxford","MS",1988,"checked","","","6/23/2022 1:40pm",", MS",-89.518635,34.36683,"unclear_coded_by_hand","General Coordinates Used"
3479,"Sardis Lake Beach","Cruisy Area","","","Cruising Areas","Oxford","MS",1988,"checked","","","6/23/2022 1:40pm",", MS",-89.472355,34.243949,"unclear_coded_by_hand","Found"
3480,"Beach Park","Cruisy Area","","","Cruising Areas","Pascagoula","MS",1988,"checked","","","6/23/2022 1:41pm",", MS",-88.534805,30.344554,"unclear_coded_by_hand","Found"
3481,"Court House basement","Cruisy Area","","","Cruising Areas","Pascagoula","MS",1988,"checked","","","6/23/2022 1:43pm",", MS",-88.558268,30.365632,"unclear_coded_by_hand","Found"
3482,"Holiday Inn Bar","(M)","Jet. Hwy. 78 & 45 N.","","Bars/Clubs","Tupelo","MS",1988,"checked","","","6/23/2022 1:43pm",", MS",-88.716358,34.270309,"unclear_coded_by_hand","Found"
3484,"Ramada Inn Bar","(M)","2 mi. E. on 80 at Jet. 1-20","","Bars/Clubs","Vicksburg","MS",1988,"checked","","","6/23/2022 5:08pm",", MS",-90.877882,32.352646,"unclear_coded_by_hand","General Coordinates Used"
3607,"Yellowstone Lambda Alliance","","(406) 259-6440","P.O. Box 20011, Billings 59104","Organization","Billings","MT",1988,"checked","","","6/23/2022 5:30pm","P.O. Box 20011, Billings 59104, MT",-108.50069,45.783286,"unclear_coded_by_hand","General Coordinates Used"
3608,"Boulder Hot Springs","(M),(H)","(Cruisy baths)","","Cruising Areas","Boulder","MT",1988,"checked","","","6/23/2022 5:30pm",", MT",-112.095301,46.199742,"unclear_coded_by_hand","Found"
3616,"Gibson Park","(AYOR),Cruisy Area","","","Cruising Areas","Great Falls","MT",1988,"checked","","","6/23/2022 5:31pm",", MT",-111.304544,47.51029,"unclear_coded_by_hand","Found"
3614,"Sambo's","(M),(R),(C),(AH)","","3rd & Central","Restaurant","Great Falls","MT",1988,"checked","","","6/23/2022 5:31pm","3rd & Central, MT",-111.316696,47.507802,"unclear_coded_by_hand","Found"
3617,"Colonial Inn","Cruisy Area","","","Cruising Areas","Helena","MT",1988,"checked","","","6/23/2022 5:32pm",", MT",-112.039106,46.589145,"unclear_coded_by_hand","General Coordinates Used"
3618,"Park Plaza","Cruisy Area","","","Cruising Areas","Helena","MT",1988,"checked","","","6/23/2022 5:33pm",", MT",-112.039563,46.587581,"unclear_coded_by_hand","Found"
3619,"Adult Shop","(V),(F&S)","","Main & E. Idaho","Erotic Shop","Kalispell","MT",1988,"checked","","","6/23/2022 5:41pm","Main & E. Idaho, MT",-114.315036,48.202158,"unclear_coded_by_hand","Found"
3620,"Outlaw Inn","Cruisy Area","","","Cruising Areas","Kalispell","MT",1988,"checked","","","6/23/2022 5:42pm",", MT",-114.304335,48.183826,"unclear_coded_by_hand","Found"
3621,"Woodland Park","Cruisy Area","","","Cruising Areas","Kalispell","MT",1988,"checked","","","6/23/2022 5:42pm",", MT",-114.302056,48.200186,"unclear_coded_by_hand","Found"
3622,"Alley Connection","(M),(YC),(OC)","between Ryman & Higgin; Main & Front","","Bars/Clubs","Missoula","MT",1988,"checked","checked","?","6/23/2022 5:50pm",", MT",-113.994031,46.872128,"unclear_coded_by_hand","General Coordinates Used"
3626,"Men's Hotline","","(406) 728-8758","","Hotlines","Missoula","MT",1988,"checked","","","6/23/2022 5:50pm",", MT",-113.994031,46.872128,"unclear_coded_by_hand","General Coordinates Used"
3630,"North Crow Vacation Ranch","(H),(L)","(Some L)(Hot tub)
(May 15—Oct. 15) (406) 676-5169","R.R. 1, Box 62-A, Ronan 59864","Hotel","Missoula","MT",1988,"checked","","","6/23/2022 5:51pm","R.R. 1, Box 62-A, Ronan 59864, MT",-113.994031,46.872128,"unclear_coded_by_hand","General Coordinates Used"
3628,"Out In Montana","","(Men's night Tue.) (406) 728-6589","P.O. Box 8896, Missoula 59807","Bars/Clubs","Missoula","MT",1988,"checked","","","6/23/2022 5:51pm","P.O. Box 8896, Missoula 59807, MT",-113.994031,46.872128,"unclear_coded_by_hand","General Coordinates Used"
3629,"U. of Montana Recreation Annex","Cruisy Area","","","Cruising Areas","Missoula","MT",1988,"checked","","","6/23/2022 5:51pm",", MT",-113.983859,46.864558,"unclear_coded_by_hand","Found"
3633,"Holiday Inn","Cruisy Area","","","Cruising Areas","Kearney","NE",1988,"checked","","","6/23/2022 5:53pm",", NE",-99.081678,40.69933,"unclear_coded_by_hand","General Coordinates Used"
3653,"'O' St.","Cruisy Area","from 9th to 27th","","Cruising Areas","Lincoln","NE",1988,"checked","","","6/23/2022 5:54pm",", NE",-96.702595,40.813616,"unclear_coded_by_hand","General Coordinates Used"
3651,"15th St.","Cruisy Area","near State Capitol grounds","","Cruising Areas","Lincoln","NE",1988,"checked","","","6/23/2022 5:54pm",", NE",-96.699676,40.796693,"unclear_coded_by_hand","Found"
3647,"Antelope","Cruisy Area","","","Cruising Areas","Lincoln","NE",1988,"checked","","","6/23/2022 5:56pm",", NE",-96.674452,40.795618,"unclear_coded_by_hand","Found"
3650,"Centrum Mall","Cruisy Area","","","Cruising Areas","Lincoln","NE",1988,"checked","","","6/23/2022 5:56pm",", NE",-96.601696,40.815622,"unclear_coded_by_hand","Found"
3638,"Community of Grace Church","","(402) 476-9913","","Religious Institution","Lincoln","NE",1988,"checked","","","6/23/2022 5:56pm",", NE",-96.702595,40.813616,"unclear_coded_by_hand","General Coordinates Used"
3652,"Gatewall Mall","Cruisy Area","","","Cruising Areas","Lincoln","NE",1988,"checked","","","6/23/2022 5:57pm",", NE",-96.636016,40.815336,"unclear_coded_by_hand","Found"
3640,"Gay/Lesbian Line","","(402) 475-4697","","Hotlines","Lincoln","NE",1988,"checked","","","6/23/2022 5:57pm",", NE",-96.702595,40.813616,"unclear_coded_by_hand","General Coordinates Used"
3642,"New Voice","","(Publication)","P.O. Box 80819, 68501","Publications","Lincoln","NE",1988,"checked","","","6/23/2022 5:57pm","P.O. Box 80819, 68501, NE",-96.702595,40.813616,"unclear_coded_by_hand","General Coordinates Used"
3648,"Pioneer","Cruisy Area","","","Cruising Areas","Lincoln","NE",1988,"checked","","","6/23/2022 5:58pm",", NE",-96.749472,40.781259,"unclear_coded_by_hand","Found"
3654,"U. of Neb. Library","Cruisy Area","Old Bldg. (2nd floor)","","Cruising Areas","Lincoln","NE",1988,"checked","","","6/23/2022 5:59pm",", NE",-96.700476,40.820197,"unclear_coded_by_hand","Found"
3645,"UNL Gay/Lesbian Student Assn.","","Rm. 222","Nebraska Union, Lincoln 68588","Organization","Lincoln","NE",1988,"checked","","","6/23/2022 5:59pm","Nebraska Union, Lincoln 68588, NE",-96.700476,40.820197,"unclear_coded_by_hand","Found"
3649,"Van Dorn Parks","Cruisy Area","","","Cruising Areas","Lincoln","NE",1988,"checked","","","6/23/2022 6:00pm",", NE",-96.708162,40.784708,"unclear_coded_by_hand","Found"
3655,"Union St.","Cruisy Area","behind Pipers Opera House (Nights)","","Cruising Areas","Virginia City","NV",1988,"checked","","","6/23/2022 6:07pm",", NV",-119.645934,39.309984,"unclear_coded_by_hand","General Coordinates Used"
3656,"Highlands Inn","(H)","(603)869-3978","","Hotel","Bethlehem","NH",1988,"checked","","","6/23/2022 6:17pm",", NH",-71.687536,44.280384,"unclear_coded_by_hand","General Coordinates Used"
3661,"Hampton Beach","","Summers","","Bars/Clubs","Hampton","NH",1988,"checked","","","6/23/2022 6:17pm",", NH",-70.813482,42.91131,"unclear_coded_by_hand","General Coordinates Used"
3663,"Dartmouth College","Cruisy Area","Baker Library","","Cruising Areas","Hanover","NH",1988,"checked","","","6/23/2022 6:19pm",", NH",-72.288693,43.704441,"unclear_coded_by_hand","Found"
3662,"Dartmouth College","Cruisy Area","Hopkins Ctr.","","Cruising Areas","Hanover","NH",1988,"checked","","","6/23/2022 6:19pm",", NH",-72.288693,43.704441,"unclear_coded_by_hand","Found"
3664,"Whitney's Village Inn","(*),(M),(H),(R)","(Ski resort)(Bar)(603)383-6886","Rt. 16B","Restaurant,Hotel","Jackson","NH",1988,"checked","","","6/23/2022 6:19pm","Rt. 16B, NH",-71.165541,44.165638,"unclear_coded_by_hand","Found"
3668,"Mayflower","(M),(R),(C),(AH)","","Elm St. nr. Lowell","Restaurant","Manchester","NH",1988,"checked","","","6/23/2022 6:22pm","Elm St. nr. Lowell, NH",-71.454789,42.99564,"unclear_coded_by_hand","General Coordinates Used"
3670,"Parking garage","Cruisy Area","on Amherst","","Cruising Areas","Manchester","NH",1988,"checked","","","6/23/2022 6:22pm",", NH",-71.454789,42.99564,"unclear_coded_by_hand","General Coordinates Used"
3671,"Main St.","Cruisy Area","around City Hall","","Cruising Areas","Nashua","NH",1988,"checked","","","6/23/2022 6:22pm",", NH",-71.465299,42.758206,"unclear_coded_by_hand","Found"
3672,"Fifth Wheel","(F&S)","(Books & Peeps)","S. on Rt. 1 Bypass","Book Store","Portsmouth","NH",1988,"checked","","","6/23/2022 6:24pm","S. on Rt. 1 Bypass, NH",-70.762553,43.071755,"unclear_coded_by_hand","General Coordinates Used"
3676,"Hilton Park","Cruisy Area","Dover Point Rd.","","Cruising Areas","Portsmouth","NH",1988,"checked","","","6/23/2022 6:25pm",", NH",-70.827825,43.121069,"unclear_coded_by_hand","Found"
3674,"Members","(*),(P),(YC),(D)","(Disco)","Rt. 1 Bypass, E. side, just S. of Rotary (Behind Goodyear Tire)","Bars/Clubs","Portsmouth","NH",1988,"checked","","","6/23/2022 6:25pm","Rt. 1 Bypass, E. side, just S. of Rotary (Behind Goodyear Tire), NH",-70.762553,43.071755,"unclear_coded_by_hand","General Coordinates Used"
3675,"Peter's Palace","","(Books, novelties & peep shows)","Rt. 1 Bypass","Book Store,Erotic Shop","Portsmouth","NH",1988,"checked","","","6/23/2022 6:25pm","Rt. 1 Bypass, NH",-70.772933,43.078478,"unclear_coded_by_hand","Found"
3677,"Pierce Island","Cruisy Area","Dock area","","Cruising Areas","Portsmouth","NH",1988,"checked","","","6/23/2022 6:30pm",", NH",-70.742555,43.074656,"unclear_coded_by_hand","Found"
3678,"'Rest Stop'","Cruisy Area","on I-93N","","Cruising Areas","Salem","NH",1988,"checked","","","6/23/2022 6:40pm",", NH",-71.200891,42.788555,"unclear_coded_by_hand","General Coordinates Used"
3679,"'Rest Stop'","Cruisy Area","on Rt. 12S","","Cruising Areas","Walpole","NH",1988,"checked","","","6/23/2022 6:40pm",", NH",-72.425823,43.079494,"unclear_coded_by_hand","General Coordinates Used"
3659,"G.M.S.A.","","","Box 294, 03818","Organization","Conway","NH",1988,"checked","","","6/23/2022 6:42pm","Box 294, 03818, NH",-71.120348,43.979183,"unclear_coded_by_hand","General Coordinates Used"
3665,"MGM","","","Box 1124, 03431","Organization","Keene","NH",1988,"checked","","","6/23/2022 6:43pm","Box 1124, 03431, NH",-72.278141,42.933692,"unclear_coded_by_hand","General Coordinates Used"
3657,"Red Hill Inn","(B&B),(IGTA)","(603) 279-7001","RFD #1, Box 99M","Hotel,Travel Service","Centre Harbor","NH",1988,"checked","","","6/23/2022 6:44pm","RFD #1, Box 99M, NH",-71.491475,43.712698,"unclear_coded_by_hand","General Coordinates Used"
3691,"Cookman Ave.","Cruisy Area","around bars (Late night)","","Cruising Areas","Asbury Park","NJ",1988,"checked","","","6/23/2022 6:46pm",", NJ",-74.008889,40.216572,"unclear_coded_by_hand","General Coordinates Used"
3690,"Boardwalk","Cruisy Area","nr. Convention Hall (Late night)","","Cruising Areas","Asbury Park","NJ",1988,"checked","","","6/23/2022 6:46pm",", NJ",-73.998585,40.223796,"unclear_coded_by_hand","Found"
3703,"Beach opp. Claridge's","Cruisy Area","","","Cruising Areas","Atlantic City","NJ",1988,"checked","","","6/23/2022 6:53pm",", NJ",-74.430157,39.355963,"unclear_coded_by_hand","Found"
3704,"Boardwalk","(AYOR),Cruisy Area","New York Ave.","","Cruising Areas","Atlantic City","NJ",1988,"checked","","","6/23/2022 6:53pm",", NJ",-74.443782,39.352118,"unclear_coded_by_hand","Found"
3702,"Warren's World","(M),(R)","(Disco-late)","Inquire locally","Restaurant,Bars/Clubs","Atlantic City","NJ",1988,"checked","","","6/23/2022 6:54pm","Inquire locally, NJ",-74.436972,39.373029,"unclear_coded_by_hand","General Coordinates Used"
