"title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","Year","notes","full.address","lon","lat","geoAddress","status"
"Plum Nelly","","1023 Peachtree St. N.E.","Atlanta","GA","","Bars/Clubs",NA,1985,"","1023 Peachtree St. N.E., Atlanta, GA",-84.3873951,33.7826625,"1023 peachtree st ne, atlanta, ga 30309, usa","Geocoded"
"Pharr Library","(Disco)(Cruisy cocktail hour)(Hot preppies)","550 Pharr Rd. N.E.","Atlanta","GA","(*),(D)","Bars/Clubs,Cruising Areas",NA,1985,"","550 Pharr Rd. N.E., Atlanta, GA",-84.3700246,33.8372936,"550 pharr rd ne, atlanta, ga 30305, usa","Geocoded"
"Peasant Uptown","","3500 Peachtree Rd. N.E.","Atlanta","GA","(M),(R)","Restaurant",NA,1985,"","3500 Peachtree Rd. N.E., Atlanta, GA",-84.3622556,33.8528035,"3500 peachtree rd ne, atlanta, ga 30326, usa","Geocoded"
"Plumb Butch","(Some Hustlers)","1029 Peachtree St. N.E.","Atlanta","GA","","Bars/Clubs",NA,1985,"","1029 Peachtree St. N.E., Atlanta, GA",-84.3836503,33.7826868,"1029 peachtree st ne, atlanta, ga 30309, usa","Geocoded"
"Pleasant Peasant","","555 Peachtree St. N.E.","Atlanta","GA","(M),(PE),(R)","Restaurant",NA,1985,"","555 Peachtree St. N.E., Atlanta, GA",-84.3850741,33.7690404,"555 peachtree st ne, atlanta, ga 30308, usa","Geocoded"
"Saint","(Very M)(Disco)(24 hrs.)","1888 Cheshire Bridge Rd. N.E.","Atlanta","GA","(M),(YC),(D),(R)","Bars/Clubs,Restaurant",NA,1985,"","1888 Cheshire Bridge Rd. N.E., Atlanta, GA",-84.3613266,33.8103797,"1888 cheshire bridge rd ne, atlanta, ga 30324, usa","Geocoded"
"Prince George Inn","","114 6th St. N.E.","Atlanta","GA","(R),(*)","Restaurant",NA,1985,"","114 6th St. N.E., Atlanta, GA",-84.3833125,33.7772814,"114 6th st ne, atlanta, ga 30308, usa","Geocoded"
"Southern Man","(Clothes)","2969 Cobb Parkway","Atlanta","GA","","Business",NA,1985,"","2969 Cobb Parkway, Atlanta, GA",-84.4594546,33.8805211,"2969 cobb pkwy se, smyrna, ga 30080, usa","Geocoded"
"The Bar on Peachtree","(Neighborhood)","1018 Peachtree St. N.E.","Atlanta","GA","(PE)","Bars/Clubs",NA,1985,"","1018 Peachtree St. N.E., Atlanta, GA",-84.3838462,33.7832033,"1018 peachtree st ne, atlanta, ga 30309, usa","Geocoded"
"Toolulah's","","3041 Piedmont","Atlanta","GA","(R),(WE),(*),(L)","Restaurant",NA,1985,"","3041 Piedmont, Atlanta, GA",-84.3705268,33.8033968,"3041 piedmont way ne, atlanta, ga 30324, usa","Geocoded"
"Sports Page","(Disco)","2069 Cheshire Bridge Rd.","Atlanta","GA","(L),(D),(R),(*)","Bars/Clubs,Restaurant",NA,1985,"","2069 Cheshire Bridge Rd., Atlanta, GA",-84.3552628,33.8115337,"2069 cheshire bridge rd ne, atlanta, ga 30324, usa","Geocoded"
"Trips Unlimited Travel","","1004 Virginia Ave.","Atlanta","GA","","Travel Service",NA,1985,"","1004 Virginia Ave., Atlanta, GA",-84.4225437,33.6588565,"1004 virginia ave, hapeville, ga 30354, usa","Geocoded"
"Weekends","(Twinkies)(Disco)(Thu.-Sun. only*)","1022 Peachtree St. N.E.","Atlanta","GA","(D),(*)","Bars/Clubs",NA,1985,"","1022 Peachtree St. N.E., Atlanta, GA",-84.3838443,33.7832069,"1022 peachtree st ne, atlanta, ga 30309, usa","Geocoded"
"Warriors","(Leather shop at Illusions)","1021 Peachtree St. N.E.","Atlanta","GA","","Erotic Shop",NA,1985,"Address was not originally provided","1021 Peachtree St. N.E., Atlanta, GA",-84.3836874,33.782647,"1021 peachtree st ne, atlanta, ga 30309, usa","Geocoded"
"Beach House","","131 S. Ocean Ave.","Atlantic City","NJ","(H)","Hotel",NA,1985,"","131 S. Ocean Ave., Atlantic City, NJ",-74.4258959,39.3600224,"131 s ocean ave, atlantic city, nj 08401, usa","Geocoded"
"Atlantic City News","(Books)","101 S. Illinois","Atlantic City","NJ","","Book Store",NA,1985,"","101 S. Illinois, Atlantic City, NJ",-74.430565,39.358924,"101 s dr martin luther king blvd, atlantic city, nj 08401, usa","Geocoded"
"Front Porch","","132 S. New York Ave.","Atlantic City","NJ","(R),(M)","Restaurant",NA,1985,"","132 S. New York Ave., Atlantic City, NJ",-74.4278809,39.3589343,"132 s new york ave, atlantic city, nj 08401, usa","Geocoded"
"Chester Inn & Lounge","(Disco)(May be closing)","132 S. New York Ave.","Atlantic City","NJ","(H),(*),(YC),(D)","Hotel,Bars/Clubs",NA,1985,"","132 S. New York Ave., Atlantic City, NJ",-74.4278809,39.3589343,"132 s new york ave, atlantic city, nj 08401, usa","Geocoded"
"Connie's News","(Books)","1118 Atlantic Ave.","Atlantic City","NJ","","Book Store",NA,1985,"","1118 Atlantic Ave., Atlantic City, NJ",-74.4250599,39.3631412,"1118 atlantic ave, atlantic city, nj 08401, usa","Geocoded"
"Brass Rail Bar","(Open all night)(Best late)(Some hustlers)","12 S. Mt. Vernon Ave.","Atlantic City","NJ","(*),(D),(R)","Restaurant",NA,1985,"","12 S. Mt. Vernon Ave., Atlantic City, NJ",-74.4310387,39.3602778,"12 s mt vernon ave, atlantic city, nj 08401, usa","Geocoded"
"Kappa Gamma Phi Fraternity","","159 S. Westminster","Atlantic City","NJ","(P),(H)","Hotel",NA,1985,"","159 S. Westminster, Atlantic City, NJ",-74.4275791,39.3581068,"159 westminster ave, atlantic city, nj 08401, usa","Geocoded"
"Loft","(Some W,SM) Upstairs from Rendezvous","137 S. New York Ave.","Atlantic City","NJ","(W),(SM)","Bars/Clubs",NA,1985,"address under Rendezvous","137 S. New York Ave., Atlantic City, NJ",-74.4276707,39.359385,"137 s new york ave, atlantic city, nj 08401, usa","Geocoded"
"Holiday House","","145 S. New York Ave.","Atlantic City","NJ","(M),(H)","Hotel",NA,1985,"","145 S. New York Ave., Atlantic City, NJ",-74.4275665,39.3592721,"145 s new york ave, atlantic city, nj 08401, usa","Geocoded"
"Marty's Place","","104 S. Ocean Ave.","Atlantic City","NJ","(H)","Hotel",NA,1985,"","104 S. Ocean Ave., Atlantic City, NJ",-74.4265142,39.3603639,"104 s ocean ave, atlantic city, nj 08401, usa","Geocoded"
"Louise's","an alley off New York nr. the Boardwalk","169 S. Westheimer","Atlantic City","NJ","(OC),(*)","Bars/Clubs",NA,1985,"","169 S. Westheimer, Atlantic City, NJ",-74.4663,39.356962,"south dr, atlantic city, nj 08401, usa","Geocoded"
"Lyle's","(Breakfast & lunch)","120 S. New York Ave.","Atlantic City","NJ","(R)","Restaurant",NA,1985,"","120 S. New York Ave., Atlantic City, NJ",-74.428137,39.359302,"120 s new york ave, atlantic city, nj 08401, usa","Geocoded"
"Ocean House","(Open all year)","127 S. Ocean Ave.","Atlantic City","NJ","(H),(*)","Hotel",NA,1985,"","127 S. Ocean Ave., Atlantic City, NJ",-74.4260218,39.3601483,"127 s ocean ave, atlantic city, nj 08401, usa","Geocoded"
"Rendezvous","","137 S. New York Ave.","Atlantic City","NJ","(*)","Bars/Clubs",NA,1985,"","137 S. New York Ave., Atlantic City, NJ",-74.4276707,39.359385,"137 s new york ave, atlantic city, nj 08401, usa","Geocoded"
"Studio VI","(adj. Studio V)","12 S. Mt Vernon","Atlantic City","NJ","(D),(L)","Bars/Clubs",NA,1985,"adj. 12 S. Mt. Vernon","12 S. Mt Vernon, Atlantic City, NJ",-74.4310387,39.3602778,"12 s mt vernon ave, atlantic city, nj 08401, usa","Geocoded"
"Saratoga","(Preppies)(Disco)","205 S. New York Ave.","Atlantic City","NJ","(D),(R),(*)","Restaurant",NA,1985,"","205 S. New York Ave., Atlantic City, NJ",-74.4268577,39.3582159,"205 s new york ave, atlantic city, nj 08401, usa","Geocoded"
"Studio V","","12 S. Mt. Vernon","Atlantic City","NJ","","Bars/Clubs",NA,1985,"","12 S. Mt. Vernon, Atlantic City, NJ",-74.4310387,39.3602778,"12 s mt vernon ave, atlantic city, nj 08401, usa","Geocoded"
"Harry's Bar","(Best Late)","1106 Opelika Hwy.","Auburn","AL","(M),(PT),(AYOR)","Bars/Clubs",NA,1985,"","1106 Opelika Hwy., Auburn, AL",-85.4584678,32.6196424,"1106 opelika rd, auburn, al 36830, usa","Geocoded"
"Awful Annie's Cafe","","160 Sacramento","Auburn","CA","(M),(R)","Restaurant",NA,1985,"","160 Sacramento, Auburn, CA",-121.0782368,38.89502,"160 sacramento st, auburn, ca 95603, usa","Geocoded"
"E & G Cafe","","729 Lincoln Way","Auburn","CA","(M)","Restaurant",NA,1985,"","729 Lincoln Way, Auburn, CA",-121.0667651,38.9009936,"729 lincoln way, auburn, ca 95603, usa","Geocoded"
"Reflections","(Disco)","1632 Walton Way","Augusta","GA","(D),(*)","Bars/Clubs",NA,1985,"","1632 Walton Way, Augusta, GA",-81.9941907,33.475278,"1632 walton way, augusta, ga 30904, usa","Geocoded"
"Broad St. News","(Books)","1254 Broad St.","Augusta","GA","","Book Store",NA,1985,"","1254 Broad St., Augusta, GA",-81.9742449,33.4779489,"1254 broad st, augusta, ga 30901, usa","Geocoded"
"Papa Joe's","(Best Sat.)(Disco)","321 Water St.","Augusta","ME","(R),(YC),(D),(L),(M),(*)","Restaurant,Bars/Clubs",NA,1985,"","321 Water St., Augusta, ME",-69.7744616,44.3139931,"321 water st, augusta, me 04330, usa","Geocoded"
"Odyssey","(Some L)(Looks promising)","1415 E. New York","Aurora","IL","(L),(D)","Bars/Clubs",NA,1985,"","1415 E. New York, Aurora, IL",-88.2805204,41.7562622,"1415 e new york st, aurora, il 60505, usa","Geocoded"
"Austin 6","(Books, etc.)","521 Thompson","Austin","TX","","Book Store,Business",NA,1985,"","521 Thompson, Austin, TX",-97.6850675,30.2371178,"521 thompson ln, austin, tx 78742, usa","Geocoded"
"Austin Alternative","(Some L)","5500 S. Congress","Austin","TX","(L)","Bars/Clubs",NA,1985,"","5500 S. Congress, Austin, TX",-97.7748221,30.2062075,"5500 s congress ave, austin, tx 78745, usa","Geocoded"
"Boathouse","(Cruisy)(Disco)(AH-WE*)(Some W,SM)","407 Colorado","Austin","TX","(D),(AH),(WE),(*),(W),(SM)","Bars/Clubs,Cruising Areas",NA,1985,"","407 Colorado, Austin, TX",-97.7443227,30.2669009,"407 colorado st, austin, tx 78701, usa","Geocoded"
"Chances","","900 Red Rvier","Austin","TX","(L)","Bars/Clubs",NA,1985,"","900 Red Rvier, Austin, TX",-97.7364065,30.2696141,"900 red river st, austin, tx 78701, usa","Geocoded"
"Club Austin Baths","","308 W. 16th St.","Austin","TX","(*)","Bathhouses",NA,1985,"","308 W. 16th St., Austin, TX",-97.7423162,30.2790675,"308 w 16th st, austin, tx 78701, usa","Geocoded"
"Back Street Basic's","(Some S&M, W)(Disco)(AH*)","611 E. 7th","Austin","TX","(SM),(W),(D),(AH),(*)","Bars/Clubs",NA,1985,"","611 E. 7th, Austin, TX",-97.7362776,30.2670461,"611 e 7th st, austin, tx 78701, usa","Geocoded"
"Dirty Sally's Apartment","","2828 Rio Grande","Austin","TX","(*)","Business",NA,1985,"","2828 Rio Grande, Austin, TX",-97.744259,30.2957223,"2828 rio grande st, austin, tx 78705, usa","Geocoded"
"Citadel Books","","613 W. 29th","Austin","TX","","Book Store",NA,1985,"","613 W. 29th, Austin, TX",-97.7437285,30.2953731,"613 w 29th st, austin, tx 78705, usa","Geocoded"
"Fortress Books","","510 E. 6th St.","Austin","TX","","Book Store",NA,1985,"","510 E. 6th St., Austin, TX",-97.7377072,30.2668394,"510 e 6th st, austin, tx 78701, usa","Geocoded"
"Stallion Bookstore","(Cruisy)(Best Late*)","706 E. 6th","Austin","TX","(*)","Book Store,Cruising Areas",NA,1985,"","706 E. 6th, Austin, TX",-97.7356364,30.2663388,"706 e 6th st, austin, tx 78701, usa","Geocoded"
"Mr. Peppers","(Books)(Cruisy)","213 E. 6th St.","Austin","TX","(*)","Book Store,Cruising Areas",NA,1985,"","213 E. 6th St., Austin, TX",-97.7410125,30.267276,"213 e 6th st, austin, tx 78701, usa","Geocoded"
"Jojo's","(La Quinta Motor Inn) (at I-35)","1605 E. Oltorf","Austin","TX","(M),(R),(C),(AH)","Restaurant",NA,1985,"","1605 E. Oltorf, Austin, TX",-97.7405874,30.2326252,"1605 e oltorf st, austin, tx 78741, usa","Geocoded"
"The Crossing","(Cruisy)","611 Red River","Austin","TX","(*),(S),(PT)","Bars/Clubs,Cruising Areas",NA,1985,"","611 Red River, Austin, TX",-97.7367901,30.2670555,"611 red river st, austin, tx 78701, usa","Geocoded"
"Wild Bill's Book Store","","613 W. 29th St.","Austin","TX","(F&S)","Book Store",NA,1985,"","613 W. 29th St., Austin, TX",-97.7437285,30.2953731,"613 w 29th st, austin, tx 78705, usa","Geocoded"
"M&M Club","","608 Sunrise Hwy.","Babylon","NY","(L)","Bars/Clubs",NA,1985,"","608 Sunrise Hwy., Babylon, NY",-73.348789,40.713022,"608 sunrise hwy, west babylon, ny 11704, usa","Geocoded"
"Casablanca","(Some L)(Disco)","1209 20th St.","Bakersfield","CA","(YC),(L),(D),(*)","Bars/Clubs",NA,1985,"","1209 20th St., Bakersfield, CA",-119.0156387,35.3769845,"1209 20th st, bakersfield, ca 93301, usa","Geocoded"
"Adult Bookstore","","1306 19th St.","Bakersfield","CA","","Book Store",NA,1985,"","1306 19th St., Bakersfield, CA",-119.0169253,35.3764835,"1306 19th st, bakersfield, ca 93301, usa","Geocoded"
"M.C.C. & Men's & Women's Support Groups","","2415 Alta Vista Dr.","Bakersfield","CA","","Religious Institution,Community Center/Support Groups",NA,1985,"","2415 Alta Vista Dr., Bakersfield, CA",-118.9938424,35.3951587,"2415 alta vista dr, bakersfield, ca 93305, usa","Geocoded"
"Twin Star","(Disco)","1030 20th St.","Bakersfield","CA","(D),(PT),(C&W),(WE),(*)","Bars/Clubs",NA,1985,"","1030 20th St., Bakersfield, CA",-119.0137816,35.3773588,"1030 20th st, bakersfield, ca 93301, usa","Geocoded"
"Admiral's Cup","(Fells Point)","1645 Thames St.","Baltimore","MD","(PE),(M),(R)","Restaurant",NA,1985,"","1645 Thames St., Baltimore, MD",-76.593344,39.281609,"1645 thames st, baltimore, md 21231, usa","Geocoded"
"Club East Baths","","1105 Cathedral","Baltimore","MD","(P),(*)","Bathhouses",NA,1985,"","1105 Cathedral, Baltimore, MD",-76.617758,39.302556,"1105 cathedral st, baltimore, md 21201, usa","Geocoded"
"Block News","(Books & erotica)","420 E. Baltimore","Baltimore","MD","(M)","Book Store,Erotic Shop",NA,1985,"","420 E. Baltimore, Baltimore, MD",-76.609406,39.289946,"420 e baltimore st, baltimore, md 21202, usa","Geocoded"
"Club Mitchell","","1003 E. Pratt","Baltimore","MD","(L),(D),(PT)","Bars/Clubs",NA,1985,"","1003 E. Pratt, Baltimore, MD",-76.6012464,39.2878684,"1003 e pratt st, baltimore, md 21202, usa","Geocoded"
"Great American Melting Pot","('Gamby's')(Sun.brunch*)","904 N. Charles St.","Baltimore","MD","(PE),(M),(R),(*)","Restaurant",NA,1985,"","904 N. Charles St., Baltimore, MD",-76.6161035,39.2998635,"904 n charles st, baltimore, md 21201, usa","Geocoded"
"Go West","(Some W, Levi, OC)(Opens 11am)(Also 'Loft' & 'Deck')","228 Park Ave.","Baltimore","MD","(W),(OC),(*)","Bars/Clubs",NA,1985,"","228 Park Ave., Baltimore, MD",-76.6183121,39.292561,"228 park ave, baltimore, md 21201, usa","Geocoded"
"Gay Community Center","(301)837-5445","241 W. Chase St.","Baltimore","MD","","Community Center/Support Groups",NA,1985,"","241 W. Chase St., Baltimore, MD",-76.6193163,39.301413,"241 w chase st, baltimore, md 21201, usa","Geocoded"
"Gallery & Shipmates Room","Shipmates Room (In rear)","1735 Maryland","Baltimore","MD","(*),(SM),(W),(R)","Restaurant,Bars/Clubs",NA,1985,"","1735 Maryland, Baltimore, MD",-76.6176464,39.3096234,"1735 maryland ave, baltimore, md 21201, usa","Geocoded"
"Hats","(Lunch)(Dj)","419 N. Paca St.","Baltimore","MD","(R)","Restaurant",NA,1985,"","419 N. Paca St., Baltimore, MD",-76.6223268,39.2945251,"419 n paca st, baltimore, md 21201, usa","Geocoded"
"Leon's","(Some OC)","870 Park Ave.","Baltimore","MD","(OC),(*)","Bars/Clubs",NA,1985,"","870 Park Ave., Baltimore, MD",-76.618865,39.3014799,"870 park ave, baltimore, md 21201, usa","Geocoded"
"Julian's Lounge","(Some L,YC,B)(Disco)","2314 Boston St.","Baltimore","MD","(L),(YC),(B),(D)","Bars/Clubs",NA,1985,"","2314 Boston St., Baltimore, MD",-76.5840081,39.2830706,"2314 boston st, baltimore, md 21224, usa","Geocoded"
"Leather Underground","(Shop & dungeon)","136 W. Read St.","Baltimore","MD","","Erotic Shop",NA,1985,"","136 W. Read St., Baltimore, MD",-76.6182783,39.3002562,"136 w read st, baltimore, md 21201, usa","Geocoded"
"Masquerade","(Disco)","2308 Boston St.","Baltimore","MD","(PT),(D),(S),(*)","Bars/Clubs",NA,1985,"","2308 Boston St., Baltimore, MD",-76.5841938,39.283186,"2308 boston st, baltimore, md 21224, usa","Geocoded"
"Lynn's","(Patio)","774 Washington","Baltimore","MD","","Bars/Clubs",NA,1985,"","774 Washington, Baltimore, MD",-76.6121893,39.2903848,"baltimore, md, usa","Geocoded"
"Paradise","","1302 Laurens St.","Baltimore","MD","(B)","Bars/Clubs",NA,1985,"","1302 Laurens St., Baltimore, MD",-76.6391966,39.3036099,"1302 laurens st, baltimore, md 21217, usa","Geocoded"
"Pepper's Place","(Many L)(Disco)(Sun. T-D)","3226 Greenmount Ave.","Baltimore","MD","(L),(*)","Bars/Clubs",NA,1985,"","3226 Greenmount Ave., Baltimore, MD",-76.6097343,39.328054,"3226 greenmount ave, baltimore, md 21218, usa","Geocoded"
"Studio","(Adj. Gallery)","1735 Maryland Ave.","Baltimore","MD","(R)","Restaurant",NA,1985,"","1735 Maryland Ave., Baltimore, MD",-76.6176464,39.3096234,"1735 maryland ave, baltimore, md 21201, usa","Geocoded"
"Port in a Storm","(Cl. Mon)","1722 E. Fleet St.","Baltimore","MD","(L),(D)","Bars/Clubs",NA,1985,"","1722 E. Fleet St., Baltimore, MD",-76.592357,39.284804,"1722 fleet st, baltimore, md 21231, usa","Geocoded"
"Porthole","","511 Gorsuch Ave.","Baltimore","MD","(PT)","Bars/Clubs",NA,1985,"","511 Gorsuch Ave., Baltimore, MD",-76.6090107,39.3278071,"511 gorsuch ave, baltimore, md 21218, usa","Geocoded"
"Senator Bar","(Some OC)(Tired)","612 N. Howard","Baltimore","MD","(E),(OC)","Bars/Clubs",NA,1985,"","612 N. Howard, Baltimore, MD",-76.6202637,39.2971715,"612 n howard st, baltimore, md 21201, usa","Geocoded"
"31st St. Book Store","","425 E. 31st St.","Baltimore","MD","","Book Store",NA,1985,"","425 E. 31st St., Baltimore, MD",-76.609899,39.3259826,"425 e 31st st, baltimore, md 21218, usa","Geocoded"
"Tikki's","(Beer)(Some L)(Cl. 1am)","616 W. Lexington St.","Baltimore","MD","(L)","Bars/Clubs",NA,1985,"","616 W. Lexington St., Baltimore, MD",-76.6244613,39.2917737,"616 w lexington st, baltimore, md 21201, usa","Geocoded"
"The Torch","(Disco)","411 E. 32nd St.","Baltimore","MD","(YC),(D),(AH),(C),(*)","Bars/Clubs",NA,1985,"","411 E. 32nd St., Baltimore, MD",-76.6103284,39.3270302,"411 e 32nd st, baltimore, md 21218, usa","Geocoded"
"Tyson Place","","227 W. Chase St.","Baltimore","MD","(M),(R)","Restaurant",NA,1985,"","227 W. Chase St., Baltimore, MD",-76.6189891,39.3015442,"227 w chase st, baltimore, md 21201, usa","Geocoded"
"Unicorn","","2218 Boston St.","Baltimore","MD","(D)","Bars/Clubs",NA,1985,"","2218 Boston St., Baltimore, MD",-76.585005,39.2836802,"2218 boston st, baltimore, md 21231, usa","Geocoded"
"Turkish Baths","(Some OC)","1425 E. Baltimore St.","Baltimore","MD","(OC)","Bathhouses",NA,1985,"","1425 E. Baltimore St., Baltimore, MD",-76.5977752,39.2912603,"1425 e baltimore st, baltimore, md 21231, usa","Geocoded"
"Bounty Tavern","(Cruisy Tue. nights) (Holiday Inn)","500 Main St.","Bangor","ME","(M)","Bars/Clubs,Cruising Areas",NA,1985,"","500 Main St., Bangor, ME",-68.7770373,44.7886352,"500 main st, bangor, me 04401, usa","Geocoded"
"Cock & Bull","(Disco)(D in back)(Some L,YC,B,W)(Open Sun.)","1564 Nicholson","Baton Rouge","LA","(*),(R),(D),(L),(YC),(B),(W)","Bars/Clubs,Restaurant",NA,1985,"","1564 Nicholson, Baton Rouge, LA",-91.1878449,30.4333103,"1564 nicholson dr, baton rouge, la 70802, usa","Geocoded"
"George's Place","(Some Levi & W)(Cruisy)(Patio)","860 St. Louis","Baton Rouge","LA","(*),(W)","Bars/Clubs,Cruising Areas",NA,1985,"","860 St. Louis, Baton Rouge, LA",-91.1875634,30.4398608,"860 st louis st, baton rouge, la 70802, usa","Geocoded"
"Emporium","(Disco)","2183 Highland Rd.","Baton Rouge","LA","(YC),(D),(*)","Bars/Clubs",NA,1985,"","2183 Highland Rd., Baton Rouge, LA",-91.1804151,30.4271667,"2183 highland rd, baton rouge, la 70802, usa","Geocoded"
"Theatre","(Some L)(Wed.-Sat. only)","2083 Dallas Dr.","Baton Rouge","LA","(L)","Theatre",NA,1985,"","2083 Dallas Dr., Baton Rouge, LA",-91.1129324,30.468976,"2083 dallas dr, baton rouge, la 70806, usa","Geocoded"
"Mirror Room","","311 North Blvd.","Baton Rouge","LA","(M),(RT),(D)","Bars/Clubs",NA,1985,"","311 North Blvd., Baton Rouge, LA",-91.1878392,30.4472918,"311 north blvd, baton rouge, la 70801, usa","Geocoded"
"Input...1","(Some L)","10 E. State St.","Battle Creek","MI","(R),(L)","Restaurant",NA,1985,"","10 E. State St., Battle Creek, MI",-85.1798261,42.3176692,"e state st, battle creek, mi 49017, usa","Geocoded"
"Log Cabin","(Disco)","339 W. Michigan","Battle Creek","MI","(D),(PT),(*)","Bars/Clubs",NA,1985,"","339 W. Michigan, Battle Creek, MI",-85.1938977,42.3249638,"339 w michigan ave, battle creek, mi 49037, usa","Geocoded"
"Sundowner","","497 Crockett","Beaumont","TX","(*),(C&W)","Bars/Clubs",NA,1985,"","497 Crockett, Beaumont, TX",-94.10059,30.082614,"497 crockett st, beaumont, tx 77701, usa","Geocoded"
"Campus Lounge","","815 Park Ave.","Beaver Dam","WI","(M),(H)","Hotel",NA,1985,"","815 Park Ave., Beaver Dam, WI",-88.8179715,43.4553072,"815 park ave, beaver dam, wi 53916, usa","Geocoded"
"Belleville","(Cruise bar)","119-A W.Main","Belleville","IL","(*),(YC),(D)","Bars/Clubs",NA,1985,"","119-A W.Main, Belleville, IL",-89.9863372,38.5137725,"119 w main st a, belleville, il 62220, usa","Geocoded"
"Old Cow St. Inn","","400 Mascouttah","Belleville","IL","(L),(D),(PT)","Bars/Clubs",NA,1985,"","400 Mascouttah, Belleville, IL",-89.975859,38.5106716,"400 mascoutah ave, belleville, il 62220, usa","Geocoded"
