"title","description","streetaddress","city","state","amenityfeatures","type","notes","Year","lon","lat","status","unclear_address","full.address","geoAddress"
"Coffee Cup","","Meeting St","Charleston","SC","(M),(C),(AH)","","",1975,-79.931947,32.783307,"Found",NA,NA,NA
"Coffee Cup","(open 24 hrs)","Meeting St. & Wentworth","Charleston","SC","(M),(R),(C)","Restaurant","",1976,-79.931947,32.783307,"Found",NA,NA,NA
"Coffee Cup","(Opens 24 hours)","Meeting Street & Wentworth","Charleston","SC","(M),(R),(C)","Restaurant","",1977,-79.931862,32.783209,"Found",NA,NA,NA
"Coffee Cup","(Open 24 hrs.)","Meeting St. & Wentworth","Charleston","SC","(M),(R)","Restaurant","",1978,-79.931947,32.783307,"Found",NA,NA,NA
"Coffee Cup","(Greasy spoon) (Open 24 hrs.)","Meeting St. at Wentworth","Charleston","SC","(M),(R)","Restaurant","",1979,-79.931862,32.783209,"Found",NA,NA,NA
"Coffee Cup","('Greasy spoon') (Open 24 hrs.)","Meeting St. at Wentworth","Charleston","SC","(M),(R)","Restaurant","",1980,-79.931947,32.783307,"Found",NA,NA,NA
"Coffee Pot","","714 Peter St","New Orleans","LA","(R)","Restaurant","",1968,-90.0651605,29.9581581,"Geocoded",NA,NA,NA
"Coffee Pot","","714 St. Peter St. ","New Orleans","LA","(R)","Restaurant","",1969,-90.0651605,29.9581581,"Geocoded",NA,NA,NA
"Coffee Pot","","714 St. Peter St. ","New Orleans","LA","(R)","Restaurant","",1970,-90.0651605,29.9581581,"Geocoded",NA,NA,NA
"Coffee Pot","","714 St. Peter St. ","New Orleans","LA","(R)","Restaurant","",1971,-90.0651605,29.9581581,"Geocoded",NA,NA,NA
"Colonial Gardens","","115 Abercorn","Savannah","GA","(M)","Bars/Clubs","",1965,-81.0899202,32.0778447,"Geocoded",NA,NA,NA
"Colonial Gardens","","115 Abercorn","Savannah","GA","(M)","Bars/Clubs","",1966,-81.0899202,32.0778447,"Geocoded",NA,NA,NA
"Colonial Gardens","","115 Abercorn","Savannah","GA","(M)","Bars/Clubs","",1968,-81.0899202,32.0778447,"Geocoded",NA,NA,NA
"Colonial Lounge","","115 Albecorn","Savannah","GA","(M),(RT)","Bars/Clubs","",1969,-81.0899202,32.0778447,"Geocoded",NA,NA,NA
"Colonial Lounge","","115 Albecorn","Savannah","GA","(M),(RT)","Bars/Clubs","",1970,-81.0899202,32.0778447,"Geocoded",NA,NA,NA
"Colonial Lounge","","115 Albecorn","Savannah","GA","(*),(RT)","Bars/Clubs","",1971,-81.0899202,32.0778447,"Geocoded",NA,NA,NA
"Colonial Lounge ","","115 Albecorn","Savannah","GA","(RT),(*)","Bars/Clubs","",1972,-81.0899202,32.0778447,"Geocoded",NA,NA,NA
"Colony","","S.W. Union St.","Knoxville","TN","(YC),(D),(*)","","",1975,-83.920739,35.960638,"General City Coordinates Used",NA,NA,NA
"Colony","(Disco)","105 S.W. Union St.","Knoxville","TN","(YC),(D),(*)","Bars/Clubs","",1976,-83.9218182,35.9641529,"Geocoded",NA,NA,NA
"Columbus Room","Columbus Hotel","","Columbus","GA","","Hotels,Bars/Clubs","",1971,-84.987709,32.460976,"General City Coordinates Used",NA,NA,NA
"Coming Attractions","","318 S. 14th St. ","Birmingham","AL","","Bars/Clubs","",1976,-86.8107265,33.5053071,"Geocoded",NA,NA,NA
"Coming Attractions","(Some G, B) ","318 South 14th Street","Birmingham","AL","(YC),(D),(*)","Bars/Clubs","",1977,-86.8107265,33.5053071,"Geocoded",NA,NA,NA
"Commerce Pl.","betw. Green & Eugene off Friendly Ave.","","Greensboro","NC","Cruisy Area","Cruising Areas","",1980,-79.792452,36.074157,"Found",NA,NA,NA
"Commerce Pl. bet. Greene & Eugene off Friendly Ave.","","","Greensboro","NC","Cruisy Areas","Cruising Areas","",1973,-79.792452,36.074157,"Found",NA,NA,NA
"Commerce Pl. betw. Greene & Eugene off Friendly Ave.","","","Greensboro","NC","Cruisy Area","Cruising Areas","",1975,-79.792452,36.074157,"Found",NA,NA,NA
"Commerce Pl. betw. Greene & Eugene, off Friendly Ave.","","","Greensboro","NC","Cruisy Area","Cruising Areas","",1974,-79.792452,36.074157,"Found",NA,NA,NA
"Commerce Pl. between Greene & Eugene off Friendly Ave.","","","Greensboro","NC","Cruisy Area","Cruising Areas","",1976,-79.792452,36.074157,"Found",NA,NA,NA
"Commerce Pl., betw. Green & Eugene, off Friendly Ave.","","","Greensboro","NC","Cruisy Area","Cruising Areas","",1979,-79.792452,36.074157,"Found",NA,NA,NA
"Commerce Pl., betw. Greene & Eugene, off Friendly Ave.","","","Greensboro","NC","Cruisy Area","Cruising Areas","",1978,-79.792452,36.074157,"Found",NA,NA,NA
"Commerce Place betw. Greene & Eugene off Friendly Ave.","","","Greensboro","NC","Cruisy Area","Cruising Areas","",1977,-79.792452,36.074157,"Found",NA,NA,NA
"Commerce St. News","","1513 Commerce St.","Dallas","TX","","Book Store","",1975,-96.7983071,32.7805577,"Geocoded",NA,NA,NA
"Commerce St. News","","1513 Commerce St","Dallas","TX","","Book Store","",1976,-96.7983071,32.7805577,"Geocoded",NA,NA,NA
"Commerce St. News","","1513 Commerce st.","Dallas","TX","(M)","Book Store","",1980,-96.7983071,32.7805577,"Geocoded",NA,NA,NA
"Commerce St. News ","","1513 Commerce St.","Dallas","TX","(M)","Book Store","",1979,-96.7983071,32.7805577,"Geocoded",NA,NA,NA
"Commerce Street News ","","1513 Commerce St. ","Dallas","TX","","Book Store","",1977,-96.7983071,32.7805577,"Geocoded",NA,NA,NA
"Commodore","","102 E. Bay St. ","Jacksonville Beach","FL","(YC),(D)","Bars/Clubs","",1972,-81.6567465,30.3259674,"Geocoded",NA,NA,NA
"Commodore","(only liquor bar)","102 E. Bay St. ","Jacksonville","FL","(*)","Bars/Clubs","",1973,-81.6567465,30.3259674,"Geocoded",NA,NA,NA
"Commodore","(only liquor bar)","1012 E. Bay St","Jacksonville","FL","(*)","Bars/Clubs","",1974,-81.644686,30.3227651,"Geocoded",NA,NA,NA
"Compton House ","(Social organ.) ","1502 Compton","Nashville","TN","","Bars/Clubs","",1978,-86.7926643,36.1308993,"Geocoded",NA,NA,NA
"Congress","","from Hood to Welborn","Dallas","TX","Cruisy Area","Cruising Areas","",1975,-96.80979,32.805882,"Found",NA,NA,NA
"Congress, from Hood to Welborn","","","Dallas","TX","Cruisy Area","Cruising Areas","",1976,-96.80979,32.805882,"Found",NA,NA,NA
"Congress, from Hood to Welborn","","","Dallas","TX","Cruisy Area","Cruising Areas","",1977,-96.80979,32.805882,"Found",NA,NA,NA
"Congress, from hood to welborn","","","Dallas","TX","Cruisy Area","Cruising Areas","",1978,-96.80979,32.805882,"Found",NA,NA,NA
"Congress, from Hood to Welburn","","","Dallas","TX","Cruisy Area","Cruising Areas","Pinpointed in middle of block between Hood and Welburn",1979,-96.80979,32.805882,"Found",NA,NA,NA
"Congress, from Hood to Welburn","","","Dallas","TX","Cruisy Area","Cruising Areas","",1980,-96.80979,32.805882,"Found",NA,NA,NA
"Connection","(Some G -Game room) ($1.00 adm.) (We*)","Sevier & Walnut","Johnson City","TN","(D),(R)","Restaurant","",1978,-82.355409,36.311316,"Found",NA,NA,NA
"Connection","(WE*) (Disco) (Some G) (Game room)","Sevier & Walnut","Johnson City","TN","(D)","Bars/Clubs","",1979,-82.355409,36.311316,"Found",NA,NA,NA
"Connection","(Many L) ","2025 8th Ave. S.","Nashville","TN","(L),(PT)","Bars/Clubs","",1980,-86.7793006,36.1318892,"Geocoded",NA,NA,NA
"Connection","","1124 Orange Ave.","Orlando","FL","(R)","Restaurant","",1980,-81.3767378,28.5281357,"Geocoded",NA,NA,NA
"Connection","(Popular on weekends) (Disco) (Some L) (Game room)","Sevier & Walnut","Johnson City","TN","(WE),(*),(D),(L)","Bars/Clubs","",1980,-82.355409,36.311316,"Found",NA,NA,NA
"Consolidated Mine Co. ","Holiday Inn. (Disco)","3170 Victory Dr.","Phenix City","AL","(M),(D)","Bars/Clubs,Hotels","",1980,-84.9567596,32.4335408,"Geocoded",NA,NA,NA
"Continental","","111 W Tazewell","Norfolk","VA","(*)","Bars/Clubs","",1965,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental","","111 W. Tazewell","Norfolk","VA","(*)","Bars/Clubs","",1966,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental","","111 W Tazewell","Norfolk","VA","(*)","Bars/Clubs","",1968,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental","","111 W Tazewell","Norfolk","VA","(*)","Bars/Clubs","",1969,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental","","111 W. Tazewell","Norfolk","VA","(*)","","",1970,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental","","111 W. Tazewell","Norfolk","VA","(*)","Bars/Clubs","",1971,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental","","111 West Tazewell","Norfolk","VA","(M),(RT),(B),(*)","Bars/Clubs","",1974,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental","(occassional shows)","111 W. Tazewell","Norfolk","VA","(R),(B),(RT),(*)","Restaurant","Should I add the shows amenity? p.144",1975,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental","(Some RT) ","111 W. Tazewell","Norfolk","VA","(D),(RT),(B)","Bars/Clubs","",1980,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental ","","111 W. Tazewell","Norfolk","VA","(*)","Bars/Clubs","",1972,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental ","","111 W. Tazewell","Norfolk","VA","(M),(RT),(B),(*)","Bars/Clubs","",1973,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental ","","111 W. Tazewell","Norfolk","VA","(RT),(B),(R),(*)","Restaurant","",1976,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental ","(“drags) ","111 W. Tazewell ","Norfolk","VA","(RT),(B),(R)","Bars/Clubs","",1977,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental ","(Some RT, B) ","111 W. Tazewell ","Norfolk","VA","(D),(*),(RT),(B)","Bars/Clubs","",1978,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental ","(Some RT) ","111 W. Tazewell","Norfolk","VA","(D),(B),(RT)","Bars/Clubs","",1979,-76.2914909,36.8492514,"Geocoded",NA,NA,NA
"Continental & Greyhound Bus Depots","","","Austin","TX","Cruisy Area","Cruising Areas","",1976,-97.743061,30.267153,"General City Coordinates Used",NA,NA,NA
"Continental & Greyhound Depots","","","Austin","TX","Cruisy Area","Cruising Areas","",1977,-97.743061,30.267153,"General City Coordinates Used",NA,NA,NA
"Continental Baths ","","6836 San Pedro ","San Antonio","TX","(*)","Baths","",1979,-98.4986961,29.5032076,"Geocoded",NA,NA,NA
"Continental Lounge","New Albany Motor Hotel","","Albany","GA","","Hotels,Bars/Clubs","Located at 245 Pine Ave. Added to National Registry of Historic Places in 1982. Now The Flats @ 249, an apartment complex. See https://en.wikipedia.org/wiki/New_Albany_Hotel",1973,-84.153188,31.578881,"Found",NA,NA,NA
"Continental Lounge","New Albany Motor Hotel","","Albany","GA","","Hotels,Bars/Clubs","Located at 245 Pine Ave. Added to National Registry of Historic Places in 1982. Now The Flats @ 249, an apartment complex. See https://en.wikipedia.org/wiki/New_Albany_Hotel",1974,-84.153188,31.578881,"Found",NA,NA,NA
"Continental Lounge","","New Albany Motor Hotel","Albany","GA","(M),(YC)","Hotels,Bars/Clubs","",1975,-84.153188,31.578881,"Found",NA,NA,NA
"Continental Lounge","New Albany Motor Hotel","","Albany","GA","(M),(YC)","Bars/Clubs","",1976,-84.153188,31.578881,"Found",NA,NA,NA
"Continental Lounge","New Albany Motor Hotel","","Albany","GA","(M),(YC)","Hotels,Bars/Clubs","",1977,-84.153188,31.578881,"Found",NA,NA,NA
"Continental Lounge","New Albany Motor Hotel","","Albany","GA","(M),(YC)","Hotels,Bars/Clubs","",1978,-84.153188,31.578881,"Found",NA,NA,NA
"Continental Male Theatre ","","3551 W. Broward ","Ft. Lauderdale","FL","","Theatre","",1978,-80.195868,26.121504,"Geocoded",NA,NA,NA
"Cook's Bath House","","475 Ocean Dr","Miami Beach","FL","","Baths","",1968,-80.131417,25.7744224,"Geocoded",NA,NA,NA
"Cook's Bath House","","475 Ocean Dr","Miami Beach","FL","","Baths","",1969,-80.131417,25.7744224,"Geocoded",NA,NA,NA
"Copa","(Disco) (Liquor) (Open until 5 a.m.) ( 3 bars -The Pits in back- (Some W) & and Wiz Boutique nr. front door)","624 S.E. 28th St. at US 1","Ft. Lauderdale","FL","(*),(YC),(D),(PT)","Bars/Clubs","",1979,-80.135092,26.089023,"Found",NA,NA,NA
"Copa","(Disco) (Liquor) (Open until 5 am) (3 bars- the Pits in back-(PT))(Some W) & Wiz Boutique near front door","624 S.E. 28th St. ","Ft. Lauderdale","FL","(*),(YC),(D),(PT),(W)","Bars/Clubs","",1980,-80.1362969,26.0890872,"Geocoded",NA,NA,NA
"Copa","(Disco) Opening soon - inquire locally","","Houston","TX","(D)","Bars/Clubs","",1980,-95.369803,29.760427,"General City Coordinates Used",NA,NA,NA
"Copa Cabaret","(Disco) (Liquor)","624 S.E. 28th St. at US 1","Ft. Lauderdale","FL","(YC),(D),(*)","Bars/Clubs","",1978,-80.135092,26.089023,"Found",NA,NA,NA
"Copper Skillet ","","3400 North Lamar","Austin","TX","(D),(PT),(*)","Bars/Clubs","",1977,-97.744735,30.302674,"Geocoded",NA,NA,NA
"Copper Skillet ","","3400 North ","Austin","TX","(M),(R),(C),(AH)","Restaurant","",1978,-97.7362739,30.3221642,"Geocoded",NA,NA,NA
"Coral Reef ","","206 E . Vermillion ","Houma","LA","(D),(*)","Bars/Clubs","",1978,-90.7195348,29.5957696,"Geocoded",NA,NA,NA
"Coral Reef ","","1505 W. Main","Houma","LA","(D),(*)","Bars/Clubs","",1979,-90.8060286,29.738874,"Geocoded",NA,NA,NA
"Cork n' Kettle","","41 South St.","Sarasota","FL","(M)","Bars/Clubs","",1970,-82.550918,27.370154,"Geocoded",NA,NA,NA
"Cork n' Kettle","","","Sarasota","FL","","Bars/Clubs","",1971,-82.530648,27.296568,"Found",NA,NA,NA
"Cork Room","","411 N St Mary's","San Antonio","TX","(*)","Bars/Clubs","",1965,-98.4915692,29.4279971,"Geocoded",NA,NA,NA
"Cork Room","","411 N. St Mary's","San Antonio","TX","(*)","Bars/Clubs","",1966,-98.4915692,29.4279971,"Geocoded",NA,NA,NA
"Cork Room","","411 N St. Mary's","San Antonio","TX","(*)","Bars/Clubs","",1968,-98.4915692,29.4279971,"Geocoded",NA,NA,NA
"Cork Room","","","Hallandale","FL","(G)","Bars/Clubs","",1968,-80.148379,25.981202,"General City Coordinates Used",NA,NA,NA
"Cork Room","","411 N. St Mary's","San Antonio","TX","(*)","Bars/Clubs","",1969,-98.4915692,29.4279971,"Geocoded",NA,NA,NA
"Cork Room","","","Hallandale","FL","(G)","Bars/Clubs","",1969,-80.148379,25.981202,"General City Coordinates Used",NA,NA,NA
"Cork Room","","411 N. St. Mary's","San Antonio","TX","(*)","Bars/Clubs","",1970,-98.4915692,29.4279971,"Geocoded",NA,NA,NA
"Cork Room","","411 N. St. Mary's","San Antonio","TX","","Bars/Clubs","",1971,-98.4915692,29.4279971,"Geocoded",NA,NA,NA
"Cork Room","","411 N. St. Mary's","San Antonio","TX","","Bars/Clubs","",1972,-98.4915692,29.4279971,"Geocoded",NA,NA,NA
"Cork Room","","411 N. St. Mary's","San Antonio","TX","","Bars/Clubs","",1973,-98.4915692,29.4279971,"Geocoded",NA,NA,NA
"Cork Room","(Latins)","411 N. St. Mary's","San Antonio","TX","","Bars/Clubs","",1974,-98.4915692,29.4279971,"Geocoded",NA,NA,NA
"Cork Room","Some Latins, closes 12p.m.","411 N. St. Mary's","San Antonio","TX","","Bars/Clubs","",1975,-98.4915692,29.4279971,"Geocoded",NA,NA,NA
"Cork Room","(Some Latins - closes 12pm)","411 N. St. Marys","San Antonio","TX","","Bars/Clubs","",1976,-98.4915692,29.4279971,"Geocoded",NA,NA,NA
"Corpus Christi Country","(Some ladies) ","4604 Ayres","Corpus Christi","TX","(S),(L),(D),(PT)","Bars/Clubs","",1980,-97.4221868,27.7432217,"Geocoded",NA,NA,NA
"Corral","","Hwy. 90 E.","Lake Charles","LA","(M)","Bars/Clubs","",1973,-93.217376,30.226595,"General City Coordinates Used",NA,NA,NA
"Corral ","(Some W, SM) (Above La Fitte's) ","901 Bourbon St. ","New Orleans","LA","(*),(PT)","Bars/Clubs","",1978,-90.0642121,29.9604081,"Geocoded",NA,NA,NA
"Corral ","(Some levi & W) (Above Lafitte's) ","901 Bourbon St. ","New Orleans","LA","(*),(PT),(W)","Bars/Clubs","",1979,-90.0642121,29.9604081,"Geocoded",NA,NA,NA
"Corral ","(Above Lafitte's) ","901 Bourbon St.","New Orleans","LA","(W),(PT),(*)","Bars/Clubs","",1980,-90.0642121,29.9604081,"Geocoded",NA,NA,NA
"Corral ","(Cruisy) (Looksing promising)","621 Hemphil","Ft. Worth","TX","(W)","Bars/Clubs,Cruising Areas","",1980,-97.3315813,32.7375721,"Geocoded",NA,NA,NA
"Cortez Hotel Bar","","306 N Mesa","El Paso","TX","","Bars/Clubs,Hotels","",1966,-106.4878907,31.7598341,"Geocoded",NA,NA,NA
"Cosmopolitan","(Escort & Modeling Service) (305-463-0013)","","Ft. Lauderdale","FL","","Business","",1980,-80.143934,26.052311,"General City Coordinates Used",NA,NA,NA
"Cougar Lounge","","Colley Ave","Norfolk","VA","(M)","Bars/Clubs","",1976,-76.285873,36.850769,"General City Coordinates Used",NA,NA,NA
"Country Club","(Bar & restaurant) (Game room) (Swim pool, lockers & showers) (Private, out of town visitors show Address Book) (Summer weekends popular)","634 Louisa St.","New Orleans","LA","(R),(D),(P),(WE),(*)","Bars/Clubs,Restaurant","",1980,-90.044044,29.9629644,"Geocoded",NA,NA,NA
"Country Club ","(Bar & R) (Game room) (Swim pool, lockers & showers) (P- out of town visitors show Address Book for admission) (Should be a winner) ","634 Louisa St. ","New Orleans","LA","(D),(R),(P)","Bars/Clubs,Restaurant","",1979,-90.044044,29.9629644,"Geocoded",NA,NA,NA
"Country Palace","(Disco)","527 Main St.","Jacksonville","FL","(D),(S),(*)","Bars/Clubs","",1980,-81.6565476,30.3305177,"Geocoded",NA,NA,NA
"Country Store","(Coconut Grove)","2880 Florida Ave","Miami","FL","(R),(M),(PE)","Restaurant","",1971,-80.2402808,25.7290766,"Geocoded",NA,NA,NA
"Country Store","(Coconut Grove)","2880 Florida Ave. ","Miami","FL","(M),(R),(PE)","Restaurant","",1972,-80.2402808,25.7290766,"Geocoded",NA,NA,NA
"Country Store","(coconut grove)
","2880 Florida Ave.","Miami","FL","(M),(PE),(R)","Restaurant","",1974,-80.2402808,25.7290766,"Geocoded",NA,NA,NA
"Country Store","(Coconut Grove)","2880 Florida Ave.","Miami","FL","(M),(PE),(R)","Bars/Clubs","",1975,-80.2402808,25.7290766,"Geocoded",NA,NA,NA
"Country Store","(Coconut Grove)
","2880 Florida Ave","Miami","FL","(M),(PE),(R)","Restaurant","",1976,-80.2402808,25.7290766,"Geocoded",NA,NA,NA
"Country Store ","(Coconut Grove)","2880 Florida Ave. ","Miami","FL","(M),(PE),(R)","Bars/Clubs","",1977,-80.2402808,25.7290766,"Geocoded",NA,NA,NA
"County Seat ","(Disco) ","1880 Cheshire Bridge Rd. ","Atlanta","GA","(D)","Bars/Clubs","",1978,-84.3613325,33.8101252,"Geocoded",NA,NA,NA
"Court House Square","","","Jackson","TN","Cruisy Areas","Cruising Areas","",1972,-88.81886,35.613877,"Found",NA,NA,NA
"Court House Square","","","Jackson","TN","Cruisy Areas","Cruising Areas","",1973,-88.81886,35.613877,"Found",NA,NA,NA
"Court House Square","","","Jackson","TN","Cruisy Area","Cruising Areas","",1974,-88.81886,35.613877,"Found",NA,NA,NA
"Court House Square","","","Jackson","TN","Cruisy Area","","",1975,-88.81886,35.613877,"Found",NA,NA,NA
"Court House Square","","","Jackson","TN","Cruisy Area","Cruising Areas","",1976,-88.81886,35.613877,"Found",NA,NA,NA
"Court House Square","","","Jackson","TN","Cruisy Area","Cruising Areas","",1977,-88.81886,35.613877,"Found",NA,NA,NA
"Court House Square","","","Jackson","TN","Cruisy Area","Cruising Areas","",1978,-88.81886,35.613877,"Found",NA,NA,NA
"Court House Square","","","Jackson","TN","Cruisy Area","Cruising Areas","",1979,-88.81886,35.613877,"Found",NA,NA,NA
"Court House Square","","","Jackson","TN","Cruisy Area","Cruising Areas","",1980,-88.81886,35.613877,"Found",NA,NA,NA
"Court Square","","","Memphis","TN","Cruisy Area","","",1975,-90.051783,35.146028,"Found",NA,NA,NA
"Court Square","","","Memphis","TN","Cruisy Area","Cruising Areas","",1976,-90.051783,35.146028,"Found",NA,NA,NA
"Cove","","586 Worcester","Atlanta","GA","(*)","Bars/Clubs","",1970,-84.368002,33.79113,"Geocoded",NA,NA,NA
"Cove","","586 Worcester","Atlanta","GA","(YC),(D),(*)","Bars/Clubs","",1971,-84.368002,33.79113,"Geocoded",NA,NA,NA
"Cove","","586 Worchester Dr. N.E.","Atlanta","GA","(YC),(D),(*)","Bars/Clubs","",1974,-84.368002,33.79113,"Geocoded",NA,NA,NA
"Cove","","586 Worchester Dr., N.E.","Atlanta","GA","(YC),(D),(B),(*)","Bars/Clubs","",1975,-84.368002,33.79113,"Geocoded",NA,NA,NA
"Cove","","586 Worchester Dr. N.E. ","Atlanta","GA","(D)","Bars/Clubs","",1976,-84.368002,33.79113,"Geocoded",NA,NA,NA
"Cove","(Disco)","2912 S. Shepherd","Houston","TX","(B),(L),(D)","Bars/Clubs","",1980,-95.41124,29.7394036,"Geocoded",NA,NA,NA
"Cove ","","586 Worcester N.E. ","Atlanta","GA","(YC),(HIP),(D),(*)","Bars/Clubs","",1972,-84.368002,33.79113,"Geocoded",NA,NA,NA
"Cove ","","586 Worchester Dr. N.E. ","Atlanta","GA","(YC),(HIP),(D),(*)","Bars/Clubs","",1973,-84.368002,33.79113,"Geocoded",NA,NA,NA
"Cove ","(Disco) ","586 Worchester Drive N.E. ","Atlanta","GA","(D)","Bars/Clubs","",1977,-84.368002,33.79113,"Geocoded",NA,NA,NA
"Cove ","(Game room & patio -good days -open Sundays*)","586 Worchester Dr. N.E. ","Atlanta","GA","(R),(*)","Restaurant","",1978,-84.368002,33.79113,"Geocoded",NA,NA,NA
"Cove ","(Disco)","2912 S. Shepard","Houston","TX","(B),(G),(D)","Bars/Clubs","",1979,-95.41124,29.7394036,"Geocoded",NA,NA,NA
"Cowhouse Motor Hotel Bar","","","Killeen","TX","(M)","Hotels,Bars/Clubs","",1974,-97.727034,31.122735,"Found",NA,NA,NA
"Cowhouse Motor Hotel Bar","","N. Gray & Ave. 'A'","Killeen","TX","(M)","Hotels,Bars/Clubs","",1975,-97.727034,31.122735,"Found",NA,NA,NA
"Craig's","","2101 Atlantic","Virginia Beach","VA","(*)","Bars/Clubs","",1965,-75.974762,36.8493461,"Geocoded",NA,NA,NA
"Craig's","","2101 Atlantic","Virginia Beach","VA","(*)","Bars/Clubs","",1966,-75.974762,36.8493461,"Geocoded",NA,NA,NA
