"title","description","streetaddress","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","lon","lat","geoAddress","status"
"Woodbridge Mall T-Room","","","Woodbridge","NJ","Cruisy Area","Cruising Areas",1982,"checked","",", NJ",-74.30072,40.554339,"unclear_coded_by_hand","Found"
"Central Avenue","'Hitch-hikers'","","Albuquerque","NM","Cruisy Area","Cruising Areas",1982,"checked","",", NM",-106.566819,35.075621,"unclear_coded_by_hand","Found"
"Greyhound Bus Depot","","","Albuquerque","NM","Cruisy Area","Cruising Areas",1982,"checked","",", NM",-106.647797,35.081988,"unclear_coded_by_hand","Found"
"Sandia Park","(foot trails)","","Albuquerque","NM","Cruisy Area","Cruising Areas",1982,"checked","",", NM",-106.450567,35.203706,"unclear_coded_by_hand","Found"
"U. of N.M.","Electrical Bldg. T-Room","","Albuquerque","NM","Cruisy Area","Cruising Areas",1982,"checked","",", NM",-106.619781,35.084319,"unclear_coded_by_hand","Found"
"U. of N.M.","gym (north showers)","","Albuquerque","NM","Cruisy Area","Cruising Areas,Gymnasium",1982,"checked","",", NM",-106.619781,35.084319,"unclear_coded_by_hand","Found"
"U. of N.M.","Geology Bldg. T-Room","","Albuquerque","NM","Cruisy Area","Cruising Areas",1982,"checked","",", NM",-106.619781,35.084319,"unclear_coded_by_hand","Found"
"University Drug Store","","","Albuquerque","NM","Cruisy Area","Cruising Areas",1982,"checked","",", NM",-106.619781,35.084319,"unclear_coded_by_hand","Found"
"Adult Theatres & Acrades","","4200 Block on Central N.E.","Albuquerque","NM","Cruisy Area","Cruising Areas,Theatre",1982,"checked","","4200 Block on Central N.E., NM",-106.564133,35.075459,"unclear_coded_by_hand","General Coordinates Used"
"'Walking the Block'","(around La Fonda Hotel (& infamous T-Room))","","Santa Fe","NM","Cruisy Area","Cruising Areas,Hotel",1982,"checked","",", NM",-105.938512,35.687428,"unclear_coded_by_hand","Found"
"Senate","(Latins)","221 Galisteo","Santa Fe","NM","(M),(RT)","Bars/Clubs",1982,"checked","","221 Galisteo, NM",-105.94096,35.686064,"unclear_coded_by_hand","Found"
"The Plaza","","","Santa Fe","NM","(RT),Cruisy Area","Cruising Areas",1982,"checked","",", NM",-105.938512,35.687428,"unclear_coded_by_hand","Found"
"Central Ave.","","","Albany","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.801604,42.690174,"unclear_coded_by_hand","Found"
"Gemini","","Madison & Dove","Albany","NY","(R),(E)","Restaurant",1982,"checked","","Madison & Dove, NY",-73.76557,42.651253,"unclear_coded_by_hand","Found"
"S.U.N.Y.","(Library T-Room)","","Albany","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.825057,42.686809,"unclear_coded_by_hand","Found"
"Trailways & Greyhound Bus Depots","","","Albany","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.820348,42.689539,"unclear_coded_by_hand","Found"
"Washington Park","","","Albany","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.772791,42.658355,"unclear_coded_by_hand","Found"
"Lark, State & Willet Sts.","(nr. Washington Park)","","Albany","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.776606,42.659254,"unclear_coded_by_hand","General Coordinates Used"
"Courtyard & Bar at Ramada Inn","","","Binghamton","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-75.915105,42.097146,"unclear_coded_by_hand","Found"
"Greyhound & R.R. Depots","","","Binghamton","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-75.910207,42.101145,"unclear_coded_by_hand","Found"
"Y.M.C.A.","","","Binghamton","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-75.910848,42.095734,"unclear_coded_by_hand","Found"
"'Lollypop Heaven'","(Rest Stop on Rte. 81 Northbound)","","Binghamton","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-75.917974,42.098687,"unclear_coded_by_hand","General Coordinates Used"
"Timbers","","Peach St. Rd. at Five Corners","Black River","NY","(M),(S)","Bars/Clubs",1982,"checked","","Peach St. Rd. at Five Corners, NY",-75.794367,44.012564,"unclear_coded_by_hand","General Coordinates Used"
"Body Snatchers","","3560 Jerome Ave.","Bronx","NY","Cruisy Area","Cruising Areas",1982,"checked","","3560 Jerome Ave., NY",-73.879533,40.884393,"unclear_coded_by_hand","Found"
"Iron Horse Pub","","7th Ave. & 2nd Ave.","Brooklyn","NY","(E)","Bars/Clubs",1982,"checked","","7th Ave. & 2nd Ave., NY",-73.978079,40.671142,"unclear_coded_by_hand","Found"
"Brooklyn's 'Promenade'","(just off Montague Ave.)","","Brooklyn","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.995855,40.695221,"unclear_coded_by_hand","General Coordinates Used"
"'Hitch-hikers'","(on Elmwood betw. North & Bryant)","","Buffalo","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-78.877111,42.902261,"unclear_coded_by_hand","Found"
"Allentown area","(Elmwood & Allen)","","Buffalo","NY","Cruisy Area,(*)","Cruising Areas",1982,"checked","",", NY",-78.876479,42.899406,"unclear_coded_by_hand","Found"
"La Salle Park","(AYOR)","","Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",", NY",-78.890913,42.888675,"unclear_coded_by_hand","Found"
"Park & Irving Sts.","","","Buffalo","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-78.875024,42.902252,"unclear_coded_by_hand","Found"
"St. U. of N.Y. at Buffalo","(Norton Union)","","Buffalo","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-78.78897,43.000809,"unclear_coded_by_hand","Found"
"Woodlawn Beach","(Lakeshore Rd.) (AYOR)","","Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",", NY",-78.851962,42.789146,"unclear_coded_by_hand","Found"
"Washington St. & Oak nr. Bus Depot","('Hustlers')","","Buffalo","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-78.878369,42.886447,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stops' on Sunrise Hwy. Ext.","( - both sides- just W. of Shinnecock Canal)","","Easthampton","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-72.184801,40.963434,"unclear_coded_by_hand","General Coordinates Used"
"Annex","(Behind Club Swamp)","Montakuk Hwy. at East Gate Rd.","Easthampton","NY","(R),(E),(*)","Restaurant",1982,"checked","","Montakuk Hwy. at East Gate Rd., NY",-72.184801,40.963434,"unclear_coded_by_hand","General Coordinates Used"
"Beach","(at end of 2-Mile Hollow Rd.) (Go left)","","Easthampton","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-72.184801,40.963434,"unclear_coded_by_hand","General Coordinates Used"
"Railroad Ave.","(by foot or car)","","Elmira","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-76.80736,42.091981,"unclear_coded_by_hand","Found"
"Amelia's","(Snacks)","Cherry Grove","Fire Island, L.I.","NY","(R)","Restaurant",1982,"checked","","Cherry Grove, NY",-73.089997,40.66031,"unclear_coded_by_hand","Found"
"Beach Hotel","597-6600","Cherry Grove","Fire Island, L.I.","NY","(H)","Hotel",1982,"checked","","Cherry Grove, NY",-73.089962,40.659792,"unclear_coded_by_hand","Found"
"Belvedere Hotel","","Cherry Grove","Fire Island, L.I.","NY","(H)","Hotel",1982,"checked","","Cherry Grove, NY",-73.089962,40.659792,"unclear_coded_by_hand","Found"
"Blue Whale Bar","(Disco 'Tea Dance' 4:30 - 7:30 *)","Boatel Motel","Fire Island, L.I.","NY","(*)","Bars/Clubs,Hotel",1982,"checked","","Boatel Motel, NY",-73.06908,40.665332,"unclear_coded_by_hand","Found"
"Carousel Guest House","","P.O. Box #1, Cherry Grove, N.Y. 11782 597-6162","Fire Island, L.I.","NY","(H)","Hotel",1982,"checked","","P.O. Box #1, Cherry Grove, N.Y. 11782 597-6162, NY",-73.090769,40.660009,"unclear_coded_by_hand","Found"
"Cherry Grove Inn","597-6162","Cherry Grove","Fire Island, L.I.","NY","(H)","Hotel",1982,"checked","","Cherry Grove, NY",-73.089962,40.659792,"unclear_coded_by_hand","Found"
"The Pavillion","(Disco) (Good weekdays & best late nights)","The Pine","Fire Island, L.I.","NY","(R),(D),(*)","Restaurant",1982,"checked","","The Pine, NY",-73.06977,40.665188,"unclear_coded_by_hand","Found"
"The Pines","(W. end of the boardwalk)","","Fire Island, L.I.","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.069304,40.665319,"unclear_coded_by_hand","Found"
"Boatel Motel & Bar","(597-6500)","The Pine","Fire Island, L.I.","NY","(H),(*)","Hotel",1982,"checked","","The Pine, NY",-73.069304,40.665319,"unclear_coded_by_hand","General Coordinates Used"
"The 'Meat Rack'","(& the bushes betw. Cherry Grove & The Pines)","","Fire Island, L.I.","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.145947,40.6476,"unclear_coded_by_hand","General Coordinates Used"
"Breadsticks","","113-24 Queens Blvd. at 76th Rd.","Forest Hills","NY","","Bars/Clubs",1982,"checked","","113-24 Queens Blvd. at 76th Rd., NY",-73.835795,40.717157,"unclear_coded_by_hand","Found"
"Anvil","(Disco) (AYOR) ('Back Room') (Also called J's)","500 W. 14th at 11th Ave.","Greenwich Village","NY","(P),(D),(RT),(AYOR)","Bars/Clubs",1982,"checked","","500 W. 14th at 11th Ave., NY",-74.008505,40.742114,"unclear_coded_by_hand","Found"
"Badlands","(Some W, SM)","Christopher & West Sts.","Greenwich Village","NY","(W),(SM)","Bars/Clubs",1982,"checked","","Christopher & West Sts., NY",-74.010034,40.732817,"unclear_coded_by_hand","Found"
"Barbary Coast","(Fun neighborhood bar)","67 7th Ave. at 14 St.","Greenwich Village","NY","","Bars/Clubs",1982,"checked","","67 7th Ave. at 14 St., NY",-73.999722,40.738867,"unclear_coded_by_hand","Found"
"Beau Geste","","239 3rd Ave. at 20th St.","Greenwich Village","NY","(R)","Restaurant",1982,"checked","","239 3rd Ave. at 20th St., NY",-73.984366,40.736684,"unclear_coded_by_hand","Found"
"Bleecker & Hudson Sts.","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-74.005524,40.736899,"unclear_coded_by_hand","Found"
"Blowfish","(Seafood R)","551 Hudson at Party","Greenwich Village","NY","","Restaurant",1982,"checked","","551 Hudson at Party, NY",-74.006302,40.735261,"unclear_coded_by_hand","Found"
"Chap & Rusty","(Disco)","Christie & Delancey","Greenwich Village","NY","(*),(P),(L),(YC),(AH),(D)","Bars/Clubs",1982,"checked","","Christie & Delancey, NY",-73.992988,40.719939,"unclear_coded_by_hand","Found"
"Charlie & Kelly's","(Closed Sundays)","259 W. 4th St. at Perry","Greenwich Village","NY","(M),(R)","Bars/Clubs,Restaurant",1982,"checked","","259 W. 4th St. at Perry, NY",-74.003141,40.735426,"unclear_coded_by_hand","Found"
"Christopher St.","(especially at corner of West St.)","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-74.004624,40.733336,"unclear_coded_by_hand","Found"
"Christopher St. Book Shop","('Wild back room')","500 Hudson St. at Christopher","Greenwich Village","NY","(*)","Bars/Clubs",1982,"checked","","500 Hudson St. at Christopher, NY",-74.006136,40.73299,"unclear_coded_by_hand","Found"
"Club Baths","(Some W, SM, YC)","24 1st Ave. at 2nd St.","Greenwich Village","NY","(W),(SM),(YC),(*)","Bathhouses",1982,"checked","","24 1st Ave. at 2nd St., NY",-73.988183,40.723485,"unclear_coded_by_hand","Found"
"Crisco Disco","(Disco) (WE*)","15th St. & 9th Ave.","Greenwich Village","NY","(P),(YC),(D),(WE),(*),(AH)","Bars/Clubs",1982,"checked","","15th St. & 9th Ave., NY",-74.004826,40.741605,"unclear_coded_by_hand","Found"
"Crossworld's","(Old Stud International)","733 Greenwich at Perry","Greenwich Village","NY","(P),(D),(RT)","Bars/Clubs",1982,"checked","","733 Greenwich at Perry, NY",-74.006679,40.735173,"unclear_coded_by_hand","Found"
"Eagle's Nest","(Some OC)","21st St. at 11th Ave.","Greenwich Village","NY","(*),(SM),(OC)","Bars/Clubs",1982,"checked","","21st St. at 11th Ave., NY",-74.00774,40.747505,"unclear_coded_by_hand","Found"
"Farnie's","","311 2nd Ave. at 18th St.","Greenwich Village","NY","(M),(R)","Restaurant",1982,"checked","","311 2nd Ave. at 18th St., NY",-73.983353,40.735062,"unclear_coded_by_hand","Found"
"Five Oaks","","49 Grove St. at Bleecker","Greenwich Village","NY","(M),(R),(E)","Restaurant",1982,"checked","","49 Grove St. at Bleecker, NY",-74.003797,40.733158,"unclear_coded_by_hand","Found"
"Flamingo","(No booze - 'jocks' & juice bar Thur. - Fri. - Sat. only)","599 Broadway at Houston","Greenwich Village","NY","(*),(P),(YC)","Bars/Clubs",1982,"checked","","599 Broadway at Houston, NY",-73.997163,40.725337,"unclear_coded_by_hand","Found"
"Greenwich Ave.","(betw. 6th & 7th Sts. )","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-74.001107,40.736586,"unclear_coded_by_hand","Found"
"Jewel Theatre","","100 3rd Ave. at 12th Ave","Greenwich Village","NY","","Theatre",1982,"checked","","100 3rd Ave. at 12th Ave, NY",-73.988218,40.732548,"unclear_coded_by_hand","Found"
"Keller's","(Something for everyone) (Good Sun.)","384 West St. nr. Barrow","Greenwich Village","NY","(WE),(*)","Bars/Clubs",1982,"","","384 West St. nr. Barrow, NY",-74.010276,40.732003,"unclear_coded_by_hand","Found"
"Kelly's Village West","(Some L) (Cabaret)","46 Bedford St. at 7th","Greenwich Village","NY","(*),(WE)","Bars/Clubs",1982,"checked","","46 Bedford St. at 7th, NY",-74.004156,40.730584,"unclear_coded_by_hand","Found"
"Leather Man","(Clothes, books leather, 'toys', etc.)","85 & 111 Christopher St.","Greenwich Village","NY","(*)","Erotic Shop,Book Store",1982,"checked","","85 & 111 Christopher St., NY",-74.003869,40.733642,"unclear_coded_by_hand","Found"
"Les Mounches","(Disco) (Very M*)","260 W. 11th Ave. at 24th St.","Greenwich Village","NY","(P),(YC),(D),(E),(M),(*)","Bars/Clubs",1982,"checked","","260 W. 11th Ave. at 24th St., NY",-74.003812,40.736018,"unclear_coded_by_hand","Found"
"Marie's Crisis","(Downstairs) (Bingo)","59 Grove St. at Sheridan Sq.","Greenwich Village","NY","","Bars/Clubs",1982,"checked","","59 Grove St. at Sheridan Sq., NY",-74.003397,40.733238,"unclear_coded_by_hand","Found"
"Metropolitan Theatre","","235 E. 14th St.","Greenwich Village","NY","Cruisy Area","Cruising Areas,Theatre",1982,"checked","","235 E. 14th St., NY",-73.985528,40.732874,"unclear_coded_by_hand","Found"
"New St. Marks Baths","(Extensive renovations)","6 St. Marks Place, 8th St. at 3rd Ave.","Greenwich Village","NY","(*)","Bathhouses",1982,"checked","","6 St. Marks Place, 8th St. at 3rd Ave., NY",-73.989568,40.72909,"unclear_coded_by_hand","Found"
"Old Forge Steak House","","3rd Ave. at 17th St.","Greenwich Village","NY","(M),(R)","Restaurant",1982,"checked","","3rd Ave. at 17th St., NY",-73.995209,40.666081,"unclear_coded_by_hand","Found"
"One Potato","(Sun. brunch)","518 Hudson St. at 10th St.","Greenwich Village","NY","(R),(*)","Restaurant",1982,"checked","","518 Hudson St. at 10th St., NY",-74.006078,40.73369,"unclear_coded_by_hand","Found"
"Pleasure Chest","(Leather, clothes, 'toys', etc.)","20 W. 20th St. & 152 7th Ave. So.","Greenwich Village","NY","(*)","Erotic Shop",1982,"checked","","20 W. 20th St. & 152 7th Ave. So., NY",-73.997653,40.741859,"unclear_coded_by_hand","Found"
"Rawhide","(Some W, SM)","212 8th Ave. at 21st St.","Greenwich Village","NY","(W),(SM)","Bars/Clubs",1982,"checked","","212 8th Ave. at 21st St., NY",-73.999296,40.743838,"unclear_coded_by_hand","Found"
"Ring","","180 Christopher St. at West","Greenwich Village","NY","(P),(YC),(D),(WE),(*)","Bars/Clubs",1982,"checked","","180 Christopher St. at West, NY",-74.009977,40.732275,"unclear_coded_by_hand","Found"
"Sheridan Sq. Health Club","","4th & Christopher","Greenwich Village","NY","(M)","Bars/Clubs",1982,"checked","","4th & Christopher, NY",-74.002801,40.733644,"unclear_coded_by_hand","Found"
"Sheridan Square","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-74.002801,40.733644,"unclear_coded_by_hand","Found"
"Sneakers","('Mixed bag')","392 West St. betw. 10th & Christopher","Greenwich Village","NY","","Bars/Clubs",1982,"checked","","392 West St. betw. 10th & Christopher, NY",-74.010064,40.732896,"unclear_coded_by_hand","Found"
"St. Marks Baths","(See New St. Marks Baths)","","Greenwich Village","NY","(*)","Bathhouses",1982,"checked","",", NY",-73.989568,40.72909,"unclear_coded_by_hand","Found"
"Ty's","(Cruisy)","114 Christopher St. nr. Bedford","Greenwich Village","NY","(*)","Bars/Clubs,Cruising Areas",1982,"checked","","114 Christopher St. nr. Bedford, NY",-74.005298,40.733039,"unclear_coded_by_hand","Found"
"Uncle Paul's","(Cruisy)","8 Christopher St. nr. Gay Street","Greenwich Village","NY","(*),(PT)","Cruising Areas,Bars/Clubs",1982,"checked","","8 Christopher St. nr. Gay Street, NY",-74.000105,40.733842,"unclear_coded_by_hand","Found"
"Wall Street Sauna","(Bath) (11th floor) (Best days)","1 Maiden Lane at Broadway","Greenwich Village","NY","(*)","Bathhouses",1982,"checked","","1 Maiden Lane at Broadway, NY",-74.009685,40.70983,"unclear_coded_by_hand","Found"
"Weehawken St.","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-74.009812,40.733208,"unclear_coded_by_hand","Found"
"West St.","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-74.011577,40.723629,"unclear_coded_by_hand","Found"
"West World","(Flicks, peep holes, back room, etc.)","355 West St., nr. Christopher","Greenwich Village","NY","","Bars/Clubs",1982,"checked","","355 West St., nr. Christopher, NY",-74.010792,40.729795,"unclear_coded_by_hand","Found"
"Long Island Railroad Station & Bus Terminal","(AYOR)","","Hempstead","NY","(AYOR),Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.624797,40.712071,"unclear_coded_by_hand","Found"
"Cornell U.","(Olin Library T-Rooms)","","Ithaca","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-76.485676,42.446592,"unclear_coded_by_hand","Found"
"Cornell U.","(Willard Straight Hall) (1st floor & downstairs)","","Ithaca","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-76.485676,42.446592,"unclear_coded_by_hand","Found"
"Adult Fair Cinema","","Astoria Blvd. at 90th St.","Jackson Heights","NY","","Theatre",1982,"checked","","Astoria Blvd. at 90th St., NY",-73.87925,40.763599,"unclear_coded_by_hand","Found"
"Big Mike's","(Some L, YC) (WE*)","201 Winsor","Jamestown","NY","(L),(YC),(D),(WE),(*)","Bars/Clubs",1982,"checked","","201 Winsor, NY",-79.230281,42.097607,"unclear_coded_by_hand","Found"
"Chautiaqua Mall","","","Jamestown","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-79.303873,42.095802,"unclear_coded_by_hand","Found"
"Forest Park","","","Kew Gardens","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.837685,40.710209,"unclear_coded_by_hand","Found"
"'Rest Stop'","(on I-87, nr. exit 28)","","Lake George","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.712341,43.426181,"unclear_coded_by_hand","General Coordinates Used"
"Area behind Mr. Chips","","","Lake George","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.712341,43.426181,"unclear_coded_by_hand","General Coordinates Used"
"Mr. Chips","(*2 mi. S. of Lake George Village on Rte. 9, betw. Northway exits 20 & 21)","","Lake George","NY","(D),(*)","Bars/Clubs",1982,"checked","",", NY",-73.712341,43.426181,"unclear_coded_by_hand","General Coordinates Used"
"Copperas Pond","(Trail starts 5 mi. N.E. of jct. Rts, 86 & 73, off Hwy. 86","Eastside","Lake Placid","NY","Cruisy Area,(*)","Cruising Areas",1982,"checked","","Eastside, NY",-73.899103,44.330029,"unclear_coded_by_hand","Found"
"'B.A.'","(woods & ponds)","","Lake Placid","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.979871,44.279491,"unclear_coded_by_hand","General Coordinates Used"
"55th St. Playhouse","(Cinema)","55th St. nr. 7th Ave.","Midtown","NY","","Theatre",1982,"checked","","55th St. nr. 7th Ave., NY",-73.980443,40.763743,"unclear_coded_by_hand","Found"
"Adonis Cinema","","8th Ave. at 50th St.","Midtown","NY","(*)","Theatre",1982,"checked","","8th Ave. at 50th St., NY",-73.986054,40.762858,"unclear_coded_by_hand","Found"
"Big Top Theatre","(Disco) (Lockers & showers)","1604 Broadway at 49th St.","Midtown","NY","(S),(E),(D)","Theatre,Bars/Clubs",1982,"checked","","1604 Broadway at 49th St., NY",-73.984251,40.760467,"unclear_coded_by_hand","Found"
"Bond International","(Very M) (Disco) (Roller skate) (Cabaret)","1526 Broadway at 45th St.","Midtown","NY","(M),(D),(R)","Restaurant",1982,"checked","","1526 Broadway at 45th St., NY",-73.9855,40.757384,"unclear_coded_by_hand","Found"
"Company","","365 3rd Ave. at 27th St.","Midtown","NY","(R)","Restaurant",1982,"checked","","365 3rd Ave. at 27th St., NY",-73.981195,40.740856,"unclear_coded_by_hand","Found"
"Crossroad","","858 9th Ave. nr. 55th St.","Midtown","NY","","Bars/Clubs",1982,"checked","","858 9th Ave. nr. 55th St., NY",-73.986102,40.766902,"unclear_coded_by_hand","Found"
"Dakota","('Mixed bag')","550 3rd Ave. at 36th St.","Midtown","NY","","Bars/Clubs",1982,"checked","","550 3rd Ave. at 36th St., NY",-73.977246,40.747435,"unclear_coded_by_hand","Found"
"Grand Central","(T-Room)","","Midtown","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.977229,40.752726,"unclear_coded_by_hand","Found"
"Haymarket","(Snacks)","772 8th Ave. at 47th St.","Midtown","NY","(RT),(PT)","Bars/Clubs",1982,"checked","","772 8th Ave. at 47th St., NY",-73.987166,40.760534,"unclear_coded_by_hand","Found"
"King's All Male Theatre","(May be moving)","","Midtown","NY","","Theatre",1982,"checked","Found address here: http://cinematreasures.org/theaters/9813",", NY",-73.985479,40.761746,"unclear_coded_by_hand","Found"
"Landmark Tavern","","11th Ave. at 46th St.","Midtown","NY","(M),(R)","Restaurant",1982,"checked","","11th Ave. at 46th St., NY",-73.994787,40.639377,"unclear_coded_by_hand","Found"
"Last Call","","975 2nd Ave, nr. 51st St.","Midtown","NY","(D),(PT),(*)","Bars/Clubs",1982,"checked","","975 2nd Ave, nr. 51st St., NY",-73.96806,40.756013,"unclear_coded_by_hand","Found"
"Night Shift","(Theatre) (AYOR)","777 8th Ave. at 48th St.","Midtown","NY","(AYOR)","Theatre",1982,"checked","","777 8th Ave. at 48th St., NY",-73.987549,40.7608,"unclear_coded_by_hand","Found"
"Orleans Theatre","('Wild balcony')","777 8th Ave. at 48th St.","Midtown","NY","","Theatre",1982,"checked","","777 8th Ave. at 48th St., NY",-73.987549,40.7608,"unclear_coded_by_hand","Found"
"Penn Stations","(T-Room)","","Midtown","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.993519,40.750568,"unclear_coded_by_hand","Found"
"Show Palace","(The Bookshop on street level & Male Follies upstairs (Flicks & hot action *))","670 8th Ave. betw. 42nd & 43rd Sts.","Midtown","NY","(*)","Business,Erotic Shop,Book Store",1982,"checked","","670 8th Ave. betw. 42nd & 43rd Sts., NY",-73.989283,40.757543,"unclear_coded_by_hand","Found"
"Singles","","951 1st Ave. nr. 53rd St.","Midtown","NY","(*),(R)","Restaurant",1982,"checked","","951 1st Ave. nr. 53rd St., NY",-73.965261,40.755458,"unclear_coded_by_hand","Found"
"Subway Stations","(AYOR)","","Midtown","NY","(AYOR),Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.958443,40.768687,"unclear_coded_by_hand","Found"
"Times Square","('Hustlers')","","Midtown","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.985543,40.757975,"unclear_coded_by_hand","Found"
"Twenty Nine Palms","","129 Lexington at 29th St.","Midtown","NY","","Bars/Clubs",1982,"checked","","129 Lexington at 29th St., NY",-73.982021,40.742863,"unclear_coded_by_hand","Found"
"Uncle Charlie's Restaurant","('Top' lower midtown East Side cruise bar)","542 3rd Ave. at 36th St.","Midtown","NY","(*),(YC)","Restaurant",1982,"checked","","542 3rd Ave. at 36th St., NY",-73.977392,40.747219,"unclear_coded_by_hand","Found"
"Sambo's","","N. Genesee St.","N. Utica","NY","(C),(AH),Cruisy Area,(M),(R)","Cruising Areas,Restaurant",1982,"checked","Address found here: http://www.sambosonline.com/sambos_newyork.htm","N. Genesee St., NY",-75.219418,43.108468,"unclear_coded_by_hand","Found"
"Unique News & parking lot on Main","","","Niagara Falls","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-79.037739,43.096214,"unclear_coded_by_hand","General Coordinates Used"
"Hamilton Diner","","Main & Hamilton","Poughkeepsie","NY","(M),(R),(C),(AH)","Restaurant",1982,"checked","","Main & Hamilton, NY",-73.923493,41.702094,"unclear_coded_by_hand","Found"
"Queens College","(Lower Level T-Room)","","Queens","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.820089,40.736644,"unclear_coded_by_hand","Found"
"'Vaseline Alley'","(37th Rd. by foot or car) (AYOR)","","Queens","NY","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",", NY",-73.892407,40.747118,"unclear_coded_by_hand","General Coordinates Used"
"Bachelor Forum","(Some SM, W, FFA)","1065 E. Main nr. Goodman","Rochester","NY","(SM),(W),(FFA)","Bars/Clubs",1982,"checked","","1065 E. Main nr. Goodman, NY",-77.584101,43.162017,"unclear_coded_by_hand","Found"
"Durand-Eastman Park","(AYOR)","","Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",", NY",-77.569,43.239327,"unclear_coded_by_hand","Found"
"Genessee Valley Park","(AYOR)","","Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",", NY",-77.569,43.239327,"unclear_coded_by_hand","Found"
"Manhattan Square Park","(AYOR)","","Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",", NY",-77.601744,43.153475,"unclear_coded_by_hand","Found"
"Washington Square Park","(Court at Clinton) (AYOR)","","Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",", NY",-77.605307,43.15345,"unclear_coded_by_hand","Found"
"Riis Park","","","Rockaway","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.87177,40.56707,"unclear_coded_by_hand","Found"
"Fowler Beach","(Go right)","","Southampton","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-72.352687,40.883148,"unclear_coded_by_hand","Found"
"Buster Brown's","(Fun neighborhood levi cruise bar)","1411 Lodi at Butternut Sts.","Syracuse","NY","(*)","Bars/Clubs",1982,"checked","","1411 Lodi at Butternut Sts., NY",-76.146953,43.059873,"unclear_coded_by_hand","Found"
"Columbus Circle","(AYOR) ('Fuzz' posing as hustlers)","","Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",", NY",-76.149117,43.046838,"unclear_coded_by_hand","Found"
"Jefferson-Clinton Hotel Bar","(Downstairs T-Room is AYOR)","Jefferson & Clinton","Syracuse","NY","(M),(OC),(AYOR)","Bars/Clubs,Hotel",1982,"checked","","Jefferson & Clinton, NY",-76.15385,43.047289,"unclear_coded_by_hand","Found"
