"title","description","streetaddress","city","state","amenityfeatures","unclear_address","Year","type","notes","full.address","lon","lat","geoAddress"
"|oe L's","(at 192nd) 567-8555, 10am-4am, clsd Mon-Tue","4488 Broadway","New York City","NY","(M),(S)",NA,1998,"Bars & Nightclubs","Listed under ""N.Y.C. -- Uptown""","4488 Broadway, New York City, NY",-73.9318259,40.8576071,"4488 broadway, new york, ny 10040, usa"
"Paradise Inn","(Rte. 94) 741-9819 11am-2:30am","4488 State Rd","Cleveland","OH","(MW),(NH)",NA,1998,"Bars & Nightclubs","","4488 State Rd, Cleveland, OH",-81.7072375,41.4322646,"4488 state rd, cleveland, oh 44109, usa"
"MCC","792-5562 11am & 6pm Sun, 7:30 Wed","4501 University Ave","Lubbock","TX","(WC)",NA,1998,"Spiritual Groups","","4501 University Ave, Lubbock, TX",-101.8700888,33.5531155,"4501 university ave, lubbock, tx 79413, usa"
"Angel's Lounge","831-9980, 3pm-3am, popular Wed","4502 Dale Mabry Hwy S","Tampa","FL","(M),(NH),(S),(WC)",NA,1998,"Bars & Nightclubs","","4502 Dale Mabry Hwy S, Tampa, FL",-82.5058501,27.9025861,"4502 s dale mabry hwy, tampa, fl 33611, usa"
"Sushi on McKinney","521-0969 lunch & dinner, Fri-Sat til 11pm, full bar","4502 McKinney Ave","Dallas","TX","(WC)",NA,1998,"Restaurants","","4502 McKinney Ave, Dallas, TX",-96.7882132,32.8211093,"4502 mckinney ave, dallas, tx 75205, usa"
"MCC of the Gentle Shepherd","(church) 695-1480 6pm Sun","4505 E 18th St","Vancouver","WA","(WC)",NA,1998,"Spiritual Groups","","4505 E 18th St, Vancouver, WA",-122.6224865,45.6345402,"4505 e 18th st, vancouver, wa 98661, usa"
"Theatair X","","4505 Hwy 31","Clarksville","IN","",NA,1998,"Erotica","","4505 Hwy 31, Clarksville, IN",-86.6307437,36.5407472,"4505 us-31w, cross plains, tn 37049, usa"
"Secrets","Sunrise 748-5855","4509 N Pine Island Rd","Fort Lauderdale","FL","",NA,1998,"Erotica","","4509 N Pine Island Rd, Fort Lauderdale, FL",-80.2682678,26.1801266,"4509 n pine island rd, sunrise, fl 33351, usa"
"Tom's Place","861-0516 shared bath, playroom","4510 18th St","San Francisco","CA","(M),(L)",NA,1998,"Accommodations","Listed under ""S.F.-Castro & Noe Valley""","4510 18th St, San Francisco, CA",-122.4396817,37.7607847,"4510 18th st, san francisco, ca 94114, usa"
"Ziziki's","#122 in Travis Walk 521-2233 11am-11pm, til midnight Fri-Sat, clsd Sun, Greek, full bar","4514 Travis St","Dallas","TX","(WC)",NA,1998,"Restaurants","","4514 Travis St, Dallas, TX",-96.7904375,32.8223156,"4514 travis st, dallas, tx 75205, usa"
"Cafe Society","528-6543 11am-11pm, 10am-midnight Fri-Sat, til 10pm Sun","4514 Travis St","Dallas","TX","(*),(NS)",NA,1998,"Restaurants","","4514 Travis St, Dallas, TX",-96.7904375,32.8223156,"4514 travis st, dallas, tx 75205, usa"
"Guapo's","686-3588 lunch & dinner, Mexican, full bar","4515 Wisconsin Ave NW","Washington","DC","(WC)",NA,1998,"Restaurants","","4515 Wisconsin Ave NW, Washington, DC",-77.0795723,38.948435,"4515 wisconsin ave, washington, dc 20016, usa"
"Agape MCC","535-5002 9am & 11am Sun","4516 SE Loop 820","Fort Worth","TX","(WC)",NA,1998,"Spiritual Groups","","4516 SE Loop 820, Fort Worth, TX",-97.243758,32.6627339,"4516 se loop 820, fort worth, tx 76140, usa"
"Garage","East Hollywood 683-3447 5pm-2am","4519 Santa Monica Blvd","East Hollywood","CA","(M),(D),(E)",NA,1998,"Bars & Nightclubs","Listed under ""L.A.-Silverlake""","4519 Santa Monica Blvd, East Hollywood, CA",-118.2870226,34.0910081,"4519 santa monica blvd, los angeles, ca 90029, usa"
"The Roscoe's on 7th","285-0833 3pm-1am, from 1pm Sun, sports pub","4531 N 7th St","Phoenix","AZ","(M),(F)",NA,1998,"Bars & Nightclubs","","4531 N 7th St, Phoenix, AZ",-112.064637,33.5027088,"minnezona, 4531 n 7th st, phoenix, az 85014, usa"
"Egg Heaven","433-9277 7am-2pm, til 3pm wknds, American, some veggie","4538 E 4th St","Long Beach","CA","",NA,1998,"Restaurants","","4538 E 4th St, Long Beach, CA",-118.1395493,33.771515,"4538 e 4th st, long beach, ca 90814, usa"
"Hi-Ho Club","251-5972 4pm-midnight, til 2qm wknds","4538 E Belmont Ave","Fresno","CA","(M),(NH),(BW)",NA,1998,"Bars & Nightclubs","","4538 E Belmont Ave, Fresno, CA",-119.7482826,36.7502587,"4538 e belmont ave, fresno, ca 93702, usa"
"Le Sex Shoppe","Sherman Oaks 501-9609 24hrs","4539 Van Nuys Blvd","Sherman Oaks","CA","",NA,1998,"Erotica","Listed under ""L.A.-Valley""","4539 Van Nuys Blvd, Sherman Oaks, CA",-118.4489882,34.154178,"4539 van nuys blvd, sherman oaks, ca 91403, usa"
"Pookie's Cafe","277-2121 11am-midnight, Sun brunch","4540 N 7th St","Phoenix","AZ","(MW),(E)",NA,1998,"Bars & Nightclubs","","4540 N 7th St, Phoenix, AZ",-112.0652458,33.5033207,"4540 n 7th st, phoenix, az 85014, usa"
"Pearson's Pond Luxury Inn","789-3772 hot tub","4541 Sawa Cir","Juneau","AK","(GF)",NA,1998,"Accommodations","","4541 Sawa Cir, Juneau, AK",-134.5901593,58.4002068,"4541 sawa cir, juneau, ak 99801, usa"
"MB Club","669-9899","4550 Melrose Ave","Hollywood","CA","(MO),(PC)",NA,1998,"Men's Clubs","","4550 Melrose Ave, Hollywood, CA",-118.2997041,34.0834053,"4550 melrose ave, los angeles, ca 90029, usa"
"The Clark House on Hayden Lake","Hayden Lake 772-3470/(800) 765-4593 mansion on 12-acre estate","4550 S Hayden Lake Rd","Hayden Lake","ID","(*),(GF)",NA,1998,"Accommodations","Listed under ""Coeur D'Alene""","4550 S Hayden Lake Rd, Hayden Lake, ID",-116.7347295,47.753352,"4550 s hayden lk rd, hayden, id 83835, usa"
"Empress Travel","823-0060","4553 Duke St","Alexandria","VA","(TA)",NA,1998,"Travel Agents","","4553 Duke St, Alexandria, VA",-77.1112675,38.8131793,"4553 duke st, alexandria, va 22304, usa"
"Travel Agents International","","4599 Gunn Hwy","Tampa","FL","(TA)",NA,1998,"Travel Agents","","4599 Gunn Hwy, Tampa, FL",-82.5198366,28.0500574,"4599 gunn hwy, tampa, fl 33624, usa"
"4600 Books","449-1443","4600 Dixie Hwy","Louisville","KY","",NA,1998,"Erotica","","4600 Dixie Hwy, Louisville, KY",-85.8211402,38.1775665,"4600 dixie hwy, shively, ky 40216, usa"
"Gipsy","731-1919/796-8793 from 10pm","4605 Paradise Rd","Las Vegas","NV","(*),(M),(D),(S)",NA,1998,"Bars & Nightclubs","","4605 Paradise Rd, Las Vegas, NV",-115.1518372,36.1059248,"4605 paradise rd, las vegas, nv 89119, usa"
"Forum Travel Ltd.","681-4099","4608 Winthrop St","Pittsburgh","PA","(TA)",NA,1998,"Travel Agents","","4608 Winthrop St, Pittsburgh, PA",-79.9483698,40.445778,"4608 winthrop st, pittsburgh, pa 15213, usa"
"Highland Park Cafeteria","526-3801","4611 Cole St","Dallas","TX","(*),(NS)",NA,1998,"Restaurants","","4611 Cole St, Dallas, TX",-96.8204462,32.7897604,"cole st, dallas, tx 75207, usa"
"Bourbon Street","291-0173 noon-2am, from 9am Sun brunch, piano & jazz, patio","4612 Park Blvd","San Diego","CA","(M),(E)",NA,1998,"Bars & Nightclubs","","4612 Park Blvd, San Diego, CA",-117.1466731,32.7613985,"4612 park blvd, san diego, ca 92116, usa"
"Kahala Moon Cafe","732-7777 lunch & dinner, clsd Mon, Pacific rim cuisine","4614 Kilauea","Honolulu, Oahu","HI","",NA,1998,"Restaurants","Listed under ""Oahu""","4614 Kilauea, Honolulu, Oahu, HI",-157.7856059,21.2750558,"4614 kilauea ave, honolulu, hi 96816, usa"
"Red Lantern","251-5898 2pm-2am","4618 E Belmont Ave","Fresno","CA","(M),(NH),(WC)",NA,1998,"Bars & Nightclubs","","4618 E Belmont Ave, Fresno, CA",-119.7446313,36.7502867,"4618 e belmont ave, fresno, ca 93702, usa"
"Holiday Bar","682-8598 4pm-2am, from 2pm wknds","4620 Forbes Ave","Pittsburgh","PA","(NH),(*),(M)",NA,1998,"Bars & Nightclubs","","4620 Forbes Ave, Pittsburgh, PA",-79.947944,40.444344,"4620 forbes ave, pittsburgh, pa 15213, usa"
"Great Ways Travel","536-8000/(800) 729-9297","4625 W Bancroft","Toledo","OH","(TA)",NA,1998,"Travel Agents","","4625 W Bancroft, Toledo, OH",-83.6520492,41.6616576,"bancroft shopping center, 4625 w bancroft st, toledo, oh 43615, usa"
"F St. Bookstore","581-0400 24hrs","4626 Albuquerque","San Diego","CA","",NA,1998,"Erotica","","4626 Albuquerque, San Diego, CA",-117.2182363,32.8069112,"4626 albuquerque st, san diego, ca 92109, usa"
"Matador","Pacific Beach 483-6943 noon-2am, beach bar","4633 Mission Blvd","Pacific Beach","CA","(M),(YC)",NA,1998,"Bars & Nightclubs","Listed under ""San Diego, CA""","4633 Mission Blvd, Pacific Beach, CA",-117.2557507,32.7982362,"4633 mission blvd, san diego, ca 92109, usa"
"Angles","791-0100 24hrs","4633 Paradise Rd","Las Vegas","NV","(M),(NH),(V),(WC)",NA,1998,"Bars & Nightclubs","","4633 Paradise Rd, Las Vegas, NV",-115.1517766,36.1054408,"4633 paradise rd, las vegas, nv 89119, usa"
"Mastodon","Pacific Beach 272-1188/(800) 743-8743 body piercing","4638 Mission Bvld","Pacific Beach","CA","",NA,1998,"Erotica","Listed under ""San Diego, CA""","4638 Mission Bvld, Pacific Beach, CA",-117.2561679,32.7982311,"4638 mission blvd, san diego, ca 92109, usa"
"Get Booked","#15 737-7780 10am-midnight, til 2am Fri-Sat, lesbigay","4640 Paradise","Las Vegas","NV","",NA,1998,"Bookstores & Retail Shops","","4640 Paradise, Las Vegas, NV",-115.1509393,36.1053884,"4640 paradise rd, las vegas, nv 89169, usa"
"Price Video","#11 734-1342","4640 Paradise Rd","Las Vegas","NV","",NA,1998,"Erotica","","4640 Paradise Rd, Las Vegas, NV",-115.1509393,36.1053884,"4640 paradise rd, las vegas, nv 89169, usa"
"Buffalo","733-8355 24hrs","4640 Paradise Rd","Las Vegas","NV","(*),(M),(L),(V),(WC)",NA,1998,"Bars & Nightclubs","","4640 Paradise Rd, Las Vegas, NV",-115.1509393,36.1053884,"4640 paradise rd, las vegas, nv 89169, usa"
"Lock, Stock & Leather","#10 796-9801 3pm-10pm, noon-2am Fri-Sat, from 4pm Sun, bearwear & leather","4640 Paradise Road","Las Vegas","NV","",NA,1998,"Bookstores & Retail Shops","","4640 Paradise Road, Las Vegas, NV",-115.1509393,36.1053884,"4640 paradise rd, las vegas, nv 89169, usa"
"Mariposa Cafe","650-9009 24hrs","4643 S Paradise Rd","Las Vegas","NV","",NA,1998,"Cafes","","4643 S Paradise Rd, Las Vegas, NV",-115.1512669,36.1055045,"4643 paradise rd, las vegas, nv 89169, usa"
"F St. Bookstore","497-6042","4650 Border Village","San Ysidro","CA","",NA,1998,"Erotica","","4650 Border Village, San Ysidro, CA",-117.0347201,32.5478101,"4650 border village rd, san ysidro, ca 92173, usa"
"Crystal Palace Skate Center","458-7107 gay skate 8:30pm-11:30pm 3rd Mon","4680 Boulder Hwy","Las Vegas","NV","(MW)",NA,1998,"Entertainment & Recreation","","4680 Boulder Hwy, Las Vegas, NV",-115.0727909,36.1191251,"4680 boulder hwy, las vegas, nv 89121, usa"
"MCC Austin","(Unitarian church) 708-8002 7pm Sat","4700 Grover Ave","Austin","TX","(*),(NS)",NA,1998,"Spiritual Groups","","4700 Grover Ave, Austin, TX",-97.7383293,30.3175719,"4700 grover ave, austin, tx 78756, usa"
"First Unitarian Church","452-6168 9:30am & 11am Sun","4700 Grover Ave","Austin","TX","(WC)",NA,1998,"Spiritual Groups","","4700 Grover Ave, Austin, TX",-97.7383293,30.3175719,"4700 grover ave, austin, tx 78756, usa"
"Movies on Central","#121 274-0994 lesbigay video rentals & sales","4700 N Central","Phoenix","AZ","(WC)",NA,1998,"Bookstores & Retail Shops","","4700 N Central, Phoenix, AZ",-112.0745515,33.5060183,"4700 n central ave, phoenix, az 85012, usa"
"Unique on Central","#105 279-9691/(800)269-4840 10am-9pm, til 6pm Sun, cards, gifts, & more","4700 N Central Ave","Phoenix","AZ","(WC)",NA,1998,"Bookstores & Retail Shops","","4700 N Central Ave, Phoenix, AZ",-112.0745515,33.5060183,"4700 n central ave, phoenix, az 85012, usa"
"FirsTravel Ltd.","#205 265-0666/(800)669-8885","4700 N Central Ave","Phoenix","AZ","(TA)",NA,1998,"Travel Agents","","4700 N Central Ave, Phoenix, AZ",-112.0745515,33.5060183,"4700 n central ave, phoenix, az 85012, usa"
"All-Around Travel","939-3030/(800) 426-4505","4701 42nd Ave SW","Seattle","WA","(TA)",NA,1998,"Travel Agents","","4701 42nd Ave SW, Seattle, WA",-122.3854839,47.5610738,"4701 42nd ave sw, seattle, wa 98116, usa"
"Spanish Flower","869-1706 24hrs, til 10pm Tue","4701 N Main","Houston","TX","(BW)",NA,1998,"Restaurants","","4701 N Main, Houston, TX",-95.3818906,29.797139,"4701 n main st, houston, tx 77009, usa"
"Baba Yega’s","522-0042 11am-10pm, full bar, patio","4704 Grant","Houston","TX","(*),(WC)",NA,1998,"Restaurants","","4704 Grant, Houston, TX",-95.3905478,29.7446739,"4704 grant st, houston, tx 77006, usa"
"Inn at Shallow Creek Farm","865-4093/865-4093","4712 Road DD","Orland","CA","(GF),(NS)",NA,1998,"Accommodations","","4712 Road DD, Orland, CA",-122.2495026,39.7291384,"rd dd, california 95963, usa"
"Crews","850-6033 2pm-2am","4716 S Orange Ave","Orlando","FL","(M),(L),(S),(BW)",NA,1998,"Bars & Nightclubs","","4716 S Orange Ave, Orlando, FL",-81.3752244,28.4939496,"4716 s orange ave, orlando, fl 32806, usa"
"Club Fifty-One","362-9018","4721 Andrews Hwy","Odessa/Midland","TX","(*),(NS)",NA,1998,"Erotica","","4721 Andrews Hwy, Odessa/Midland, TX",-102.3872563,31.8885845,"4721 andrews hwy, odessa, tx 79762, usa"
"Eddie's Grill","241-1188 lunch & dinner, clsd Sun, some veggie, full bar, patio","4747 N 7th St","Phoenix","AZ","(WC)",NA,1998,"Restaurants","","4747 N 7th St, Phoenix, AZ",-112.063752,33.5072433,"4747 n 7th st, phoenix, az 85014, usa"
"Boot Rack Saloon","384-7090 4pm-2am, patio","4751 Lenox Ave","Jacksonville","FL","(M),(CW)",NA,1998,"Bars & Nightclubs","","4751 Lenox Ave, Jacksonville, FL",-81.7271756,30.3170491,"4751 lenox ave, jacksonville, fl 32205, usa"
"Church of our Savior MCC","#C 998-0454 10:30am Sun","4770 NW 2nd Ave","Boca Raton","FL","",NA,1998,"Spiritual Groups","","4770 NW 2nd Ave, Boca Raton, FL",-80.0828694,26.3925997,"4770 nw 2nd ave, boca raton, fl 33431, usa"
"Midnight Videos","582-1997 24hrs","4792 El Cajon Blvd","San Diego","CA","",NA,1998,"Erotica","","4792 El Cajon Blvd, San Diego, CA",-117.0913139,32.7563608,"4792 el cajon blvd, san diego, ca 92115, usa"
"Bar of the Gods","232-2037 5pm-2:30am, from 3pm summers","4801 SE Hawthorne","Portland","OR","(GF),(NH),(BW),(WC)",NA,1998,"Bars & Nightclubs","","4801 SE Hawthorne, Portland, OR",-122.6129758,45.5121943,"4801 se hawthorne blvd, portland, or 97215, usa"
"Southern Tip","261-6184 lunch & dinner, cont'l, full bar","4802 First Coast Hwy","Amelia Island","FL","",NA,1998,"Restaurants","","4802 First Coast Hwy, Amelia Island, FL",-81.4568443,30.5914437,"4802 1st coast hwy, fernandina beach, fl 32034, usa"
"|. Bette Travel","#279 241-3872","4809 Ave N","New York City","NY","(TA)",NA,1998,"Travel Agents","Listed under ""N.Y.C. -- Brooklyn""","4809 Ave N, New York City, NY",-73.9284926,40.619048,"4809 avenue n, brooklyn, ny 11234, usa"
"Pier II","645-0603","4809 Pontchartrain Dr","Slidell","LA","(MW),(F)",NA,1998,"Bars & Nightclubs","","4809 Pontchartrain Dr, Slidell, LA",-89.8135399,30.2259379,"4809 pontchartrain dr, slidell, la 70458, usa"
"Venus Adult Theatre & Books","566-8061","4812 Montana","El Paso","TX","(*),(NS)",NA,1998,"Erotica","","4812 Montana, El Paso, TX",-106.43098,31.783335,"4812 montana ave, el paso, tx 79903, usa"
"Dodd's Bookstore","438-9948 10am-10 pm, noon-6pm Sun, strong gay section","4818 E 2nd St","Long Beach","CA","(WC)",NA,1998,"Bookstores & Retail Shops","","4818 E 2nd St, Long Beach, CA",-118.1376665,33.761255,"4818 2nd st, long beach, ca 90803, usa"
"Rancho Adult Entertainment Center","#D 645-6104 24hrs","4820 N Rancho","Las Vegas","NV","",NA,1998,"Erotica","","4820 N Rancho, Las Vegas, NV",-115.2396983,36.2485023,"4820 n rancho dr, las vegas, nv 89130, usa"
"Eros Adult Book Store","565-2929","4828 Montana","El Paso","TX","(*),(NS)",NA,1998,"Erotica","","4828 Montana, El Paso, TX",-106.430265,31.783338,"4828 montana ave, el paso, tx 79903, usa"
"Tampa Bay Travel Corp","#148","4830 W Kennedy","Tampa","FL","(TA)",NA,1998,"Travel Agents","","4830 W Kennedy, Tampa, FL",-82.5248408,27.9442703,"4830 w kennedy blvd, tampa, fl 33609, usa"
"Pacific Cafe","#200 822-0013","4831 Kuhio Hwy","Kapaa, Kauai","HI","",NA,1998,"Restaurants","Listed under ""Kauai""","4831 Kuhio Hwy, Kapaa, Kauai, HI",-159.3209776,22.063041,"4-831 kuhio hwy, kapaʻa, hi 96746, usa"
"MCC of Pittsburgh","683-2994 7pm Sun","4836 Ellsworth Ave","Pittsburgh","PA","(*),(NS)",NA,1998,"Spiritual Groups","","4836 Ellsworth Ave, Pittsburgh, PA",-79.9459597,40.449261,"4836 ellsworth ave, pittsburgh, pa 15213, usa"
"Pleasure Travel/Cruise Again Too","#216 526-1126/(800) 583-3913","4837 Cedar Springs Rd","Dallas","TX","(TA)",NA,1998,"Travel Agents","","4837 Cedar Springs Rd, Dallas, TX",-96.8217645,32.8197895,"4837 cedar springs rd, dallas, tx 75219, usa"
"White Heron Travel","#173 692-0446 ask for Mark Lee","4849 Greenville Ave","Dallas","TX","(TA)",NA,1998,"Travel Agents","","4849 Greenville Ave, Dallas, TX",-96.7714653,32.846767,"4849 greenville ave, dallas, tx 75206, usa"
"Man's World","728-0400 24hrs","4862 N Clark St","Chicago","IL","(MO),(PC)",NA,1998,"Men's Clubs","Listed under ""Chicago - North Side""","4862 N Clark St, Chicago, IL",-87.6680677,41.9707155,"4862 n clark st, chicago, il 60640, usa"
"Sports Travel International Ltd.","225-9555/(800) 466-6004","4869 Santa Monica Ave","San Diego","CA","(TA)",NA,1998,"Travel Agents","","4869 Santa Monica Ave, San Diego, CA",-117.2483223,32.7461198,"4869 santa monica ave, san diego, ca 92107, usa"
"Lambda AA","(Unitarian Church) 346-4379 6:30pm Mon & Wed, 8pm Sat","4872 N State St","Jackson","MS","",NA,1998,"Info Lines & Services","","4872 N State St, Jackson, MS",-90.1710913,32.3629142,"4872 n state st, jackson, ms 39206, usa"
"Willow Haven Resort/Supper Club","453-3807 full bar; also cabin rentals","4877 Haven Dr","Hazelhurst","WI","(*),(NS)",NA,1998,"Bars & Nightclubs","","4877 Haven Dr, Hazelhurst, WI",-89.8490064,45.702486,"4877 haven dr, hazelhurst, wi 54531, usa"
"Le Sex Shoppe","N Hollywood 760-9529 24hrs","4877 Lankershim Blvd","North Hollywood","CA","",NA,1998,"Erotica","Listed under ""L.A.-Valley""","4877 Lankershim Blvd, North Hollywood, CA",-118.3716927,34.1595072,"4877 lankershim blvd, north hollywood, ca 91601, usa"
"Majestic Bar & Restaurant","361-2011 6am-1:30am, diner fare","4900 Laclede","St. Louis","MO","",NA,1998,"Restaurants","","4900 Laclede, St. Louis, MO",-90.262481,38.6401965,"4900 laclede ave, st. louis, mo 63108, usa"
"Amarillo Unitarian Universalist Fellowship","355-9351 10am Sun, call for winter hrs","4901 Cornell","Amarillo","TX","(*),(NS)",NA,1998,"Spiritual Groups","","4901 Cornell, Amarillo, TX",-101.8973718,35.1560595,"4901 cornell st, amarillo, tx 79109, usa"
"Atlantis","367-4496 8pm-1am Wed-Sat, gay Th","4901 Washington Ave","St. Louis","MO","(GF),(D),(A)",NA,1998,"Bars & Nightclubs","","4901 Washington Ave, St. Louis, MO",-90.2608564,38.6505583,"4901 washington ave, st. louis, mo 63108, usa"
"Casablanca Club","686-6092 11am-2am","4916 E Lincoln","Wichita","KS","(GF),(F),(K)",NA,1998,"Bars & Nightclubs","","4916 E Lincoln, Wichita, KS",-97.2787528,37.672479,"4916 e lincoln st, wichita, ks 67218, usa"
"Sharp A's","327-4897, 4pm-2am","4918 22nd Ave S","Gulfport","FL","(*),(MW),(D),(WC)",NA,1998,"Bars & Nightclubs","Listed under ""St. Petersburg""","4918 22nd Ave S, Gulfport, FL",-82.6996984,27.7483021,"4918 22nd ave s, st. petersburg, fl 33711, usa"
"Lodge","N Hollywood 769-7722 noon-2am","4923 Lankershim Blvd","North Hollywood","CA","(*),(M),(D),(WC)",NA,1998,"Bars & Nightclubs","Listed under ""L.A.-Valley""","4923 Lankershim Blvd, North Hollywood, CA",-118.3722493,34.1604104,"4923 lankershim blvd, north hollywood, ca 91601, usa"
"Different Strokes","989-1958 noon-2am, til 3am Sat","4923 N Clark St","Chicago","IL","(M),(NH)",NA,1998,"Bars & Nightclubs","Listed under ""Chicago - North Side""","4923 N Clark St, Chicago, IL",-87.6676436,41.9724279,"4923 n clark st, chicago, il 60640, usa"
"Mahina Kai B&B","#699, 9670 country villa rental overlooking Anahola Bay, hot tub. 822-9451/(800)337-1134","4933 Aliomanu Rd","Anahola, Kauai","HI","(*),(MW),(SW),(NS)",NA,1998,"Accommodations","Listed under ""Kauai""","4933 Aliomanu Rd, Anahola, Kauai, HI",-159.3082521,22.1588761,"4933 aliomanu rd, anahola, hi 96703, usa"
"C&J's Adult center","755-9076","4949 14th St W","Bradenton","FL","",NA,1998,"Erotica","","4949 14th St W, Bradenton, FL",-82.5749455,27.4530525,"4949 14th st w, bradenton, fl 34207, usa"
"R&R Denver","320-9337 9am-2am","4958 E Colfax Ave","Denver","CO","(MW),(NH)",NA,1998,"Bars & Nightclubs","","4958 E Colfax Ave, Denver, CO",-104.9295103,39.7398957,"4958 e colfax ave, denver, co 80220, usa"
"Dave's Club","224-9011 24hrs","4969 Santa Monica Ave","San Diego","CA","(MO),(SW),(PC)",NA,1998,"Men's Clubs","","4969 Santa Monica Ave, San Diego, CA",-117.249952,32.7472042,"4969 santa monica ave, san diego, ca 92107, usa"
"Chelsea Books","224-7000","5000 Gardner Expwy","Quincy","IL","",NA,1998,"Erotica","","5000 Gardner Expwy, Quincy, IL",-91.3941712,39.8700965,"5000 gardner expy, quincy, il 62305, usa"
"Shir Tikvah","Minneapolis 822-1440 10am 1st Sat, then every Fri 8pm, lesbigay Jewish congregation","5000 Girard Ave","Minneapolis","MN","(WC)",NA,1998,"Spiritual Groups","Listed under ""Minneapolis/St Paul, MN""","5000 Girard Ave, Minneapolis, MN",-93.2975584,44.9118735,"5000 girard ave s, minneapolis, mn 55419, usa"
"MCC of Greater St. Louis","","5000 Washington Pl","St. Louis","MO","",NA,1998,"Spiritual Groups","","5000 Washington Pl, St. Louis, MO",-90.2642839,38.6501535,"5000 washington pl, st. louis, mo 63108, usa"
"Clark's on Clark","728-2373 4pm-4am","5001 N Clark St","Chicago","IL","(*),(M),(NH)",NA,1998,"Bars & Nightclubs","Listed under ""Chicago - North Side""","5001 N Clark St, Chicago, IL",-87.6677159,41.9726913,"5001 n clark st, chicago, il 60640, usa"
"Nu Towne","267-9959 10am-1am, popular Sun & Tue","5002 E Van Buren","Phoenix","AZ","(M),(WC)",NA,1998,"Bars & Nightclubs","","5002 E Van Buren, Phoenix, AZ",-111.9739771,33.4514023,"5002 e van buren st, phoenix, az 85008, usa"
"Leather & Spurs WPB","7pm-3am, til 4am wknds","5004 S Dixie Hwy","West Palm Beach","FL","(M),(L),(F),(BW)",NA,1998,"Bars & Nightclubs","","5004 S Dixie Hwy, West Palm Beach, FL",-80.0550385,26.6679866,"5004 s dixie hwy, west palm beach, fl 33405, usa"
"Chambered Nautilus B&B","522-2536/(800) 545-8459 full brkfst","5005 22nd Ave NE","Seattle","WA","(GF)",NA,1998,"Accommodations","","5005 22nd Ave NE, Seattle, WA",-122.3048331,47.6651514,"5005 22nd ave ne, seattle, wa 98105, usa"
"Christ Chapel of the Valley","N Hollywood 985-8977 10am Sun., 7:30pm Wed, full gospel fellowship","5006 Vineland Ave","North Hollywood","CA","",NA,1998,"Spiritual Groups","Listed under ""L.A.-Valley""","5006 Vineland Ave, North Hollywood, CA",-118.3699123,34.1613922,"5006 vineland ave, north hollywood, ca 91601, usa"
"Leather Archives & Museum","(773) 275-1570 4pm-midnight Sat or appt.","5007 N Clark St","Chicago","IL","",NA,1998,"Entertainment & Recreation","Listed under ""Chicago-Overview""","5007 N Clark St, Chicago, IL",-87.6678437,41.9728494,"5007 n clark st, chicago, il 60640, usa"
"New Ponderosa","924-6322 6pm02am, from 3pm wknds","5007 S Flores","San Antonio","TX","(MW),(D),(MR-L),(S)",NA,1998,"Bars & Nightclubs","","5007 S Flores, San Antonio, TX",-98.4994359,29.3760341,"5007 s flores st, san antonio, tx 78214, usa"
"Backstreet","876-1844 24hrs","5012 S Arville St","Las Vegas","NV","(MW),(D),(CW),(WC)",NA,1998,"Bars & Nightclubs","","5012 S Arville St, Las Vegas, NV",-115.1987118,36.0984989,"5012 s arville st, las vegas, nv 89118, usa"
"Chicago Eagle","728-0050 8pm-4am","5015 N Clark St","Chicago","IL","(MW),(L),(WC)",NA,1998,"Bars & Nightclubs","Listed under ""Chicago - North Side""","5015 N Clark St, Chicago, IL",-87.6678969,41.9730663,"5015 n clark st, chicago, il 60640, usa"
"Apache Travel","793-5522 ask for Laura","5017 Cooper Rd","Cincinatti","OH","",NA,1998,"Travel Agents","","5017 Cooper Rd, Cincinatti, OH",-84.3719538,39.2291412,"5017 cooper rd, cincinnati, oh 45242, usa"
"Man's Country","878-2069 24hrs","5017 N Clark St","Chicago","IL","(MO),(PC)",NA,1998,"Men's Clubs","Listed under ""Chicago - North Side""","5017 N Clark St, Chicago, IL",-87.667782,41.972994,"5017 n clark st, chicago, il 60640, usa"
"The Rubber Tree","438-7600","5018 E 2nd St","Long Beach","CA","",NA,1998,"Erotica","","5018 E 2nd St, Long Beach, CA",-118.136372,33.7606196,"5018 2nd st, long beach, ca 90803, usa"
"The Barn","245-3008 24hrs","5021 W Indian School Rd","Phoenix","AZ","",NA,1998,"Erotica","","5021 W Indian School Rd, Phoenix, AZ",-112.1678307,33.4945725,"5021 w indian school rd, phoenix, az 85031, usa"
"The Cabaret","753-6504 6pm-3am, from 3pm Sun, clsd Mon","5024 Main St","Kansas City","MO","(M),(D),(F),(YC),(WC)",NA,1998,"Bars & Nightclubs","","5024 Main St, Kansas City, MO",-94.5878298,39.0361349,"5024 main st, kansas city, mo 64112, usa"
"Big Chicks","728-5511 3pm-2am, from 1pm wknds","5024 N Sheridan","Chicago","IL","(MW),(NH),(WC)",NA,1998,"Bars & Nightclubs","Listed under ""Chicago - North Side""","5024 N Sheridan, Chicago, IL",-87.6552816,41.9740444,"5024 n sheridan rd, chicago, il 60640, usa"
"Hidden Door","526-9211 7am-2am, from noon Sun","5025 Bowser","Dallas","TX","(M),(NH),(L)",NA,1998,"Bars & Nightclubs","","5025 Bowser, Dallas, TX",-96.8188351,32.8246588,"5025 bowser ave, dallas, tx 75209, usa"
