"title","description","streetaddress","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","lon","lat","geoAddress","status"
"Parking lot","opp. Methodist Church","","Greenville","SC","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", SC",-82.39401,34.852618,"unclear_coded_by_hand","General Coordinates Used"
"Sheraton Motor Inn","T-Room","","Greenville","SC","Cruisy Area","Cruising Areas",1984,"checked","",", SC",-82.39401,34.852618,"unclear_coded_by_hand","General Coordinates Used"
"Trailways Bus Depot","(Parking lot) (Opp. Club Gemini)","","Greenville","SC","Cruisy Area,(*)","Cruising Areas",1984,"checked","",", SC",-82.39401,34.852618,"unclear_coded_by_hand","General Coordinates Used"
"Jackson Station","","U.S. 22 at U.S. 178","Hodges","SC","(P)","Bars/Clubs",1984,"checked","","U.S. 22 at U.S. 178, SC",-82.236753,34.280552,"unclear_coded_by_hand","Found"
"The Pavilion","#NAME?","","Myrtle Beach","SC","Cruisy Area","Cruising Areas",1984,"checked","",", SC",-78.881687,33.692441,"unclear_coded_by_hand","Found"
"Truck Stops of America","I-85","","Spartanburg","SC","Cruisy Area","Cruising Areas",1984,"checked","",", SC",-81.932048,34.949567,"unclear_coded_by_hand","General Coordinates Used"
"Main Street","","","Aberdeen","SD","Cruisy Area","Cruising Areas",1984,"checked","",", SD",-98.488341,45.463937,"unclear_coded_by_hand","Found"
"Ward Hotel Bar","","","Aberdeen","SD","Cruisy Area","Cruising Areas,Hotel",1984,"checked","",", SD",-98.488341,45.463937,"unclear_coded_by_hand","Found"
"Safari Lounge","Staurolite Inn - 13A mi. E.
at Jet. 14, 1-29","","Brookings","SD","(M)","Bars/Clubs",1984,"checked","",", SD",-96.76203,44.312356,"unclear_coded_by_hand","Found"
"Holiday Inn","T-Room","","Pierre","SD","Cruisy Area","Cruising Areas",1984,"checked","",", SD",-100.353752,44.366788,"unclear_coded_by_hand","General Coordinates Used"
"Kings Inn","Best Western Motel","","Pierre","SD","(M)","Hotel,Bars/Clubs",1984,"checked","",", SD",-100.353752,44.366788,"unclear_coded_by_hand","General Coordinates Used"
"Landmark Lounge","(2nd floor & balcony) Alex Johnson Hotel","523 6th St. at St. Joseph","Rapid City","SD","(M)","Bars/Clubs,Hotel",1984,"checked","","523 6th St. at St. Joseph, SD",-103.22753,44.080278,"unclear_coded_by_hand","Found"
"Main & St. Joe Sts.","betw. 6th & 8th","","Rapid City","SD","Cruisy Area","Cruising Areas",1984,"checked","",", SD",-103.228955,44.080841,"unclear_coded_by_hand","Found"
"Sherman Park","","","Sioux Falls","SD","Cruisy Area","Cruising Areas",1984,"checked","",", SD",-96.764121,43.541912,"unclear_coded_by_hand","Found"
"M.C.C.","","P.O. Box 1552 Sioux Falls, S.D. 57101","Sioux Falls","SD","(MCC)","Religious Institution",1984,"checked","","P.O. Box 1552 Sioux Falls, S.D. 57101, SD",-96.731265,43.546022,"unclear_coded_by_hand","General Coordinates Used"
"Sioux Empire Gay Coalition","","P .O .
Box 220, Sioux Falls 57101","Sioux Falls","SD","","Organization",1984,"checked","","P .O .
Box 220, Sioux Falls 57101, SD",-96.728333,43.547303,"unclear_coded_by_hand","General Coordinates Used"
"City Park","T-Room - W. on Hwy. 50","","Yankton","SD","Cruisy Area","Cruising Areas",1984,"checked","",", SD",-97.397281,42.871109,"unclear_coded_by_hand","General Coordinates Used"
"Piedmont & State","nr. Cameo Theatre","","Bristol","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-82.185168,36.59503,"unclear_coded_by_hand","Found"
"Public Library","","","Bristol","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-82.188744,36.595106,"unclear_coded_by_hand","General Coordinates Used"
"Chicamuga Dam area","","Hwy. 153","Chattanooga","TN","Cruisy Area","Cruising Areas",1984,"checked","","Hwy. 153, TN",-85.223204,35.095393,"unclear_coded_by_hand","Found"
"Read House","Mezzanine T-Room","","Chattanooga","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-85.311106,35.045925,"unclear_coded_by_hand","Found"
"U.T.C.","Race Hall - Downstairs T-Room","","Chattanooga","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-85.299933,35.046164,"unclear_coded_by_hand","Found"
"'Rest Stop'","betw. Chattanooga & Cleveland","","Chattanooga","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-85.30968,35.04563,"unclear_coded_by_hand","General Coordinates Used"
"Alan Gold's","(Disco) (Cl. Tues.)","35 Patten Pkwy. at Lindsay","Chattanooga","TN","(*),(D)","Bars/Clubs",1984,"checked","","35 Patten Pkwy. at Lindsay, TN",-85.30968,35.04563,"unclear_coded_by_hand","General Coordinates Used"
"Ft. Campbell & macGregor Park","","","Clarksville","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-87.367563,36.534974,"unclear_coded_by_hand","Found"
"Riverside Drive","","","Clarksville","TN","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TN",-87.364057,36.517013,"unclear_coded_by_hand","General Coordinates Used"
"Court House Square","","","Jackson","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-88.81886,35.613877,"unclear_coded_by_hand","Found"
"Holiday Inn Lounge","","Jct. I-40 & US 45","Jackson","TN","(M)","Bars/Clubs",1984,"checked","","Jct. I-40 & US 45, TN",-88.85593,35.662987,"unclear_coded_by_hand","Found"
"Connection","(WE*) (Disco) (Some L) (Game room)","Sevier & Walnut","Johnson City","TN","(WE),(D),(L),(*)","Bars/Clubs",1984,"checked","","Sevier & Walnut, TN",-82.355409,36.311316,"unclear_coded_by_hand","Found"
"Midtown Motor Inn","Parking lot","","Johnson City","TN","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TN",-82.353473,36.31344,"unclear_coded_by_hand","General Coordinates Used"
"Trailways Bus Depot","","","Johnson City","TN","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TN",-82.353473,36.31344,"unclear_coded_by_hand","General Coordinates Used"
"U. of Tenn.","Main Library & Student Center
T-Room","","Knoxville","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-83.929763,35.955093,"unclear_coded_by_hand","Found"
"Westown Mall","","","Knoxville","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-84.038397,35.924485,"unclear_coded_by_hand","Found"
"Cumberland Ave.","around St. John's Church","","Knoxville","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-83.920739,35.960638,"unclear_coded_by_hand","General Coordinates Used"
"Downtown betw.","P.O. & Public Library","","Knoxville","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-83.920739,35.960638,"unclear_coded_by_hand","General Coordinates Used"
"Gay St.","N. of Andrew Johnson Hotel","","Knoxville","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-83.920739,35.960638,"unclear_coded_by_hand","General Coordinates Used"
"Overton Park Zoo","","","Memphis","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-89.988516,35.14619,"unclear_coded_by_hand","Found"
"Overton Square","nr. Playhouse","","Memphis","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-89.988516,35.14619,"unclear_coded_by_hand","Found"
"Riverside Park","","","Memphis","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-90.063676,35.136067,"unclear_coded_by_hand","Found"
"Gay Switchboard","(7pm - 1am daily) (901) 726-GAYY","","Memphis","TN","","Hotline",1984,"checked","",", TN",-90.04898,35.149534,"unclear_coded_by_hand","General Coordinates Used"
"M.T.S.U.","#NAME?","","Murpheesboro","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-86.370609,35.843628,"unclear_coded_by_hand","Found"
"Old Fort Park","","","Murpheesboro","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-86.102692,35.486248,"unclear_coded_by_hand","Found"
"Holiday Inn","","I-24 at Exit 96","Murpheesboro","TN","(M),(YC),(D)","Bars/Clubs",1984,"checked","","I-24 at Exit 96, TN",-86.39027,35.845621,"unclear_coded_by_hand","General Coordinates Used"
"Centennial Park","nr. the lake","","Nashville","TN","Cruisy Area,(*)","Cruising Areas",1984,"checked","",", TN",-86.811991,36.149026,"unclear_coded_by_hand","Found"
"Church & Commerce","('Hustlers')","","Nashville","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-86.782241,36.161515,"unclear_coded_by_hand","Found"
"Hickory Hollow Mall","(Cain-Sloan Dept. Store T-Room)","","Nashville","TN","Cruisy Area,(YC)","Cruising Areas",1984,"checked","",", TN",-86.656231,36.051165,"unclear_coded_by_hand","Found"
"Lower Broadway","(400 block) (Late nights)","","Nashville","TN","Cruisy Area","Cruising Areas",1984,"checked","",", TN",-86.777446,36.161184,"unclear_coded_by_hand","Found"
"Purple Onion Book Store","(Cruisy days)","Thompson Lane & Nollensville","Nashville","TN","(*)","Cruising Areas,Book Store",1984,"checked","","Thompson Lane & Nollensville, TN",-86.745188,36.110927,"unclear_coded_by_hand","Found"
"Rose Park","","","Abilene","TX","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TX",-99.753885,32.44224,"unclear_coded_by_hand","Found"
"Walnut Street Pub","(Macho) (Disco)","389 Walnut at 4th","Abilene","TX","(*),(D),(S)","Bars/Clubs",1984,"checked","","389 Walnut at 4th, TX",-99.731062,32.452249,"unclear_coded_by_hand","Found"
"Sambo's","","","Abilene","TX","Cruisy Area,(M),(R),(C),(AH)","Restaurant",1984,"checked","",", TX",-99.733144,32.448736,"unclear_coded_by_hand","General Coordinates Used"
"Amarillo College","Chemistry Bldg. (2nd floor)","","Amarillo","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-101.847966,35.188794,"unclear_coded_by_hand","Found"
"Amarillo College","Student Union - T-Rooms","","Amarillo","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-101.847966,35.188794,"unclear_coded_by_hand","Found"
"Elwood Park","","","Amarillo","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-101.845944,35.20238,"unclear_coded_by_hand","Found"
"Montgomery Ward","T-Room —
1-40 & Western in Western Plaza","","Amarillo","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-101.881778,35.18751,"unclear_coded_by_hand","Found"
"The Bushes","- Eakle Park -","Polk & 29th","Amarillo","TX","Cruisy Area,(*)","Cruising Areas",1984,"checked","","Polk & 29th, TX",-101.831297,35.221997,"unclear_coded_by_hand","General Coordinates Used"
"Union 76 Truck Stop","","","Amarillo","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-101.831297,35.221997,"unclear_coded_by_hand","General Coordinates Used"
"Westgate","","","Amarillo","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-101.831297,35.221997,"unclear_coded_by_hand","General Coordinates Used"
"Middlebrook Park","","","Arlington","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.108066,32.735687,"unclear_coded_by_hand","General Coordinates Used"
"Randol Mill Park","","","Arlington","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.136774,32.756623,"unclear_coded_by_hand","General Coordinates Used"
"Tarrant County Gay Alliance","(817) 926-3521","","Arlington","TX","","Organization",1984,"checked","",", TX",-97.136774,32.756623,"unclear_coded_by_hand","General Coordinates Used"
"'Hippie Hollow'","'B.A.' beach in Lake Travis,
off Hwy. 620","","Austin","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.886849,30.41351,"unclear_coded_by_hand","Found"
"Barton Springs and Bath House area","","","Austin","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.759614,30.261407,"unclear_coded_by_hand","Found"
"JoJo's","La Quinta Motor Inn","1605 E. Oltorf at 1-35","Austin","TX","(M),(R),(C),(AH)","Restaurant",1984,"checked","","1605 E. Oltorf at 1-35, TX",-97.740587,30.232625,"unclear_coded_by_hand","Found"
"Pease Park","#NAME?","","Austin","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.751673,30.28142,"unclear_coded_by_hand","Found"
"U. of Texas","#NAME?","","Austin","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.742969,30.279359,"unclear_coded_by_hand","Found"
"Gayline","(512) 477-6699","","Austin","TX","","Hotline",1984,"checked","",", TX",-97.743061,30.267153,"unclear_coded_by_hand","General Coordinates Used"
"M.C.C.","","P.O. Box 18961/78760","Austin","TX","(MCC)","Religious Institution",1984,"checked","","P.O. Box 18961/78760, TX",-97.743061,30.267153,"unclear_coded_by_hand","General Coordinates Used"
"Spindletop Park","","","Beaumont","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-94.055494,30.034568,"unclear_coded_by_hand","Found"
"'Truck Stop'","betw. Beaumont & Orange","","Beaumont","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-94.126556,30.080174,"unclear_coded_by_hand","General Coordinates Used"
"Copa","(Disco) (Some L)","304 Orleans at Liberty","Beaumont","TX","(*),(YC),(D),(S),(L)","Bars/Clubs",1984,"checked","","304 Orleans at Liberty, TX",-94.100749,30.083857,"unclear_coded_by_hand","General Coordinates Used"
"Elizabeth St.","(hustlers)","","Brownsville","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.497484,25.901747,"unclear_coded_by_hand","General Coordinates Used"
"Plaza & Montexuma Lounge","across the border in Matamoros","","Brownsville","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.502738,25.869029,"unclear_coded_by_hand","General Coordinates Used"
"Studio V","(Very M) (Disco)","","Brownsville","TX","(M)","Bars/Clubs",1984,"checked","",", TX",-97.497484,25.901747,"unclear_coded_by_hand","General Coordinates Used"
"Superette","opp. Ft. Brown Hotel","","Brownsville","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.497484,25.901747,"unclear_coded_by_hand","General Coordinates Used"
"W.T.S.U.","#NAME?","","Canyon","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-101.914288,34.982687,"unclear_coded_by_hand","Found"
"'Rest Stop' on Hwy. 6","Just S. of Bryan
College Sta. (W-side)","","College Station","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-96.334407,30.627977,"unclear_coded_by_hand","General Coordinates Used"
"Seawall","","","Corpus Christi","TX","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TX",-97.396381,27.800583,"unclear_coded_by_hand","General Coordinates Used"
"T-Heads","","","Corpus Christi","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.396381,27.800583,"unclear_coded_by_hand","General Coordinates Used"
"Rita Blanca Lake Park T-Rooms","","","Dalhart","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-102.495371,36.039712,"unclear_coded_by_hand","General Coordinates Used"
"'Homo Heights'","Oaklawn & Lemmon","","Dallas","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-96.805542,32.811931,"unclear_coded_by_hand","Found"
"Bachman Lake","","","Dallas","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-96.866597,32.851972,"unclear_coded_by_hand","Found"
"Eagle Leather","(Clothing, etch.) at Sundance Kids, Tex's Ranch & Round Up","","Dallas","TX","","Erotic Shop",1984,"checked","",", TX",-96.836915,32.822528,"unclear_coded_by_hand","Found"
"Greyhound Bus Depot","","","Dallas","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-96.804419,32.778374,"unclear_coded_by_hand","Found"
"Hidden Door","(Fun W, neighborhood cruise bar)","5025 Bowser at Mahanna","Dallas","TX","(W),(*)","Bars/Clubs",1984,"checked","","5025 Bowser at Mahanna, TX",-96.818838,32.824651,"unclear_coded_by_hand","Found"
"J.R.'s","(R-Hamburgers) (Chic Castro-like cruise bar)","3923 Cedar Springs at Throckmorton","Dallas","TX","(*),(R),(YC)","Restaurant",1984,"checked","","3923 Cedar Springs at Throckmorton, TX",-96.811287,32.810804,"unclear_coded_by_hand","Found"
"Jock's","(Macho) (Disco)","4125 Lemmon at Douglas","Dallas","TX","(YC),(D),(*)","Bars/Clubs",1984,"checked","","4125 Lemmon at Douglas, TX",-96.810196,32.81528,"unclear_coded_by_hand","Found"
"Kiest Park","('Trade' - best Sundays)","","Dallas","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-96.852711,32.710241,"unclear_coded_by_hand","Found"
"Lee Park","","","Dallas","TX","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TX",-96.803405,32.808458,"unclear_coded_by_hand","Found"
"Mid Continent Truck Stop","On Big Town Blvd.,
off 1-20, just E. of 1-30","","Dallas","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-96.667529,32.797768,"unclear_coded_by_hand","Found"
"Queens Point","Lake Dallas","","Dallas","TX","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TX",-97.003862,33.115071,"unclear_coded_by_hand","Found"
"Riverchon Park","","","Dallas","TX","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TX",-96.812522,32.801702,"unclear_coded_by_hand","Found"
"S.M.U.","-Main Library - 1st & 2nd fir. T-Rooms","","Dallas","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-96.784517,32.841218,"unclear_coded_by_hand","Found"
"Uptown Dallas","(Macho) (cruisy)","2911 Routh & Cedar Springs","Dallas","TX","(D),(*)","Bars/Clubs,Cruising Areas",1984,"checked","","2911 Routh & Cedar Springs, TX",-96.805078,32.798871,"unclear_coded_by_hand","Found"
"White Rock Lake","","","Dallas","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-96.725316,32.828066,"unclear_coded_by_hand","Found"
"Gayline","(214) 748-6790","","Dallas","TX","","Hotline",1984,"checked","",", TX",-96.796988,32.776664,"unclear_coded_by_hand","General Coordinates Used"
"Metro TImes","(Publication)","P .O . Box 225915,
Dallas, TX 75265","Dallas","TX","","Publications",1984,"checked","","P .O . Box 225915,
Dallas, TX 75265, TX",-96.796988,32.776664,"unclear_coded_by_hand","General Coordinates Used"
"Oaktown Public Library","","","Dallas","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-96.796988,32.776664,"unclear_coded_by_hand","General Coordinates Used"
"Bassett Shopping Center","T-Room","","El Paso","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-106.412385,31.782842,"unclear_coded_by_hand","Found"
"McKelligan Canyon Park","off Alabama St. (Closes midnight)","","El Paso","TX","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TX",-106.491337,31.843723,"unclear_coded_by_hand","Found"
"San Jacinto Plaza","","","El Paso","TX","Cruisy Area,(AYOR),(OC)","Cruising Areas",1984,"checked","",", TX",-106.488522,31.759619,"unclear_coded_by_hand","Found"
"UTEP","Campus Library T-Room","","El Paso","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-106.504956,31.767323,"unclear_coded_by_hand","Found"
"Dyer St.","(Hwy. 54) From Paisano St. to
Northgate Shopping Ctr.","","El Paso","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-106.485022,31.761878,"unclear_coded_by_hand","General Coordinates Used"
"GALA","(Info) (915 ) 544-7475","P.O. Box 5659, El Paso TX 79955","El Paso","TX","","Hotline",1984,"checked","","P.O. Box 5659, El Paso TX 79955, TX",-106.485022,31.761878,"unclear_coded_by_hand","General Coordinates Used"
"N. Mesa St.","'Hitch-hikers'","","El Paso","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-106.485022,31.761878,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stops'","on I-10 E.","","Fabens","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-106.158587,31.50234,"unclear_coded_by_hand","General Coordinates Used"
"Benbrook Lake,","off US 377, S.W. of town (Murders, etc)","","Ft. Worth","TX","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TX",-97.467888,32.628733,"unclear_coded_by_hand","Found"
"Forest Park","Picnic area","","Ft. Worth","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.352669,32.719458,"unclear_coded_by_hand","Found"
"North East Mall","","","Ft. Worth","TX","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TX",-97.199433,32.830764,"unclear_coded_by_hand","Found"
"Ridgmar Mall","","","Ft. Worth","TX","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TX",-97.199433,32.830764,"unclear_coded_by_hand","Found"
"T.C.U.","Burnett Library. T-Room","","Ft. Worth","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.36356,32.709594,"unclear_coded_by_hand","Found"
"'Rest Stop'","on I-35 S.","","Ft. Worth","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.330766,32.755488,"unclear_coded_by_hand","General Coordinates Used"
"Center for the Community","(817) 926-3521","","Ft. Worth","TX","","Community Centers/Support Groups",1984,"checked","",", TX",-97.330766,32.755488,"unclear_coded_by_hand","General Coordinates Used"
"Dignity/ Ft. Worth","(Church)","P.O. Box 13036,
Arlington, TX 76013","Ft. Worth","TX","","Religious Institution",1984,"checked","","P.O. Box 13036,
Arlington, TX 76013, TX",-97.330766,32.755488,"unclear_coded_by_hand","General Coordinates Used"
"Downtown","around Ellwest & Triple X Theatres
at N. end of Tarrent County Conv. Center","","Ft. Worth","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.330766,32.755488,"unclear_coded_by_hand","General Coordinates Used"
"Tarrant County Gay Alliance","(817) 571-6977","","Ft. Worth","TX","","Organization",1984,"checked","",", TX",-97.330766,32.755488,"unclear_coded_by_hand","General Coordinates Used"
"Stewart Beach","","","Galveston","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-94.770299,29.304443,"unclear_coded_by_hand","Found"
"El Rancho Vista","(Bunk house) (Swim pool) (WE - all year) (Guest Ranch) 817-897-4982","PO Box 245 Glen Rose, TX 76043","Glen Rose","TX","(H),(WE)","Hotel",1984,"checked","","PO Box 245 Glen Rose, TX 76043, TX",-97.755306,32.234587,"unclear_coded_by_hand","General Coordinates Used"
"Bayland Park","T-Room on Bissonet","","Houston","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-95.496278,29.69523,"unclear_coded_by_hand","Found"
"Galleria Mall","nr. Skating Rink","","Houston","TX","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TX",-95.4633,29.73993,"unclear_coded_by_hand","Found"
"Grant Street Station","(Some W, hustlers)","2377 Grant at Fairview","Houston","TX","(W)","Bars/Clubs",1984,"checked","","2377 Grant at Fairview, TX",-95.390999,29.748198,"unclear_coded_by_hand","Found"
"Memorial Park","& adj. Pathway","","Houston","TX","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TX",-95.435493,29.77707,"unclear_coded_by_hand","Found"
"Midtowne Spa","(Baths)","3100 Fannin at Elgin","Houston","TX","(*)","Bathhouses",1984,"checked","","3100 Fannin at Elgin, TX",-95.376166,29.74154,"unclear_coded_by_hand","Found"
"Rice U.","Memorial Center & Library (Basement)
T-Rooms","","Houston","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-95.400835,29.717832,"unclear_coded_by_hand","Found"
"Westheimer","The 'Castro St.' of Houston","","Houston","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-95.458095,29.741105,"unclear_coded_by_hand","Found"
"'Rest Stop'","- 15 E. on I-10","","Houston","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-95.369803,29.760427,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","on I-10 nr. Columbia","","Houston","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-95.369803,29.760427,"unclear_coded_by_hand","General Coordinates Used"
"Avondale","betw. Bagby & Crocker","","Houston","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-95.369803,29.760427,"unclear_coded_by_hand","General Coordinates Used"
"Gay Switchboard","(713) 529-3211","P.O. Box 3624, Houston, TX 77001","Houston","TX","","Hotline",1984,"checked","","P.O. Box 3624, Houston, TX 77001, TX",-95.369803,29.760427,"unclear_coded_by_hand","General Coordinates Used"
"SMads","(Publication)","Suite 1112, P .O . Box 66973,
Houston, TX 77006","Houston","TX","","Publications",1984,"checked","","Suite 1112, P .O . Box 66973,
Houston, TX 77006, TX",-95.369803,29.760427,"unclear_coded_by_hand","General Coordinates Used"
"Vicinity of both bus depots","","","Houston","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-95.369803,29.760427,"unclear_coded_by_hand","General Coordinates Used"
"Y.M.C.A.","(Gym)","","Houston","TX","Cruisy Area,(H),(M)","Cruising Areas,Hotel",1984,"checked","",", TX",-95.369803,29.760427,"unclear_coded_by_hand","General Coordinates Used"
"Jarvis Plaza","(Some Hustlers)","","Laredo","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-99.506019,27.506573,"unclear_coded_by_hand","Found"
"Lake Casa Blanca","","","Laredo","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-99.451308,27.539166,"unclear_coded_by_hand","Found"
"Mall del Norte","T-Room","","Laredo","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-99.499887,27.551747,"unclear_coded_by_hand","Found"
"River Drive Mall","T-Rooms","","Laredo","TX","Cruisy Area","Cruising Areas",1984,"checked","Address found here: https://www.laredonow.net/item/the-outlet-shoppes-at-laredo/",", TX",-99.509928,27.501787,"unclear_coded_by_hand","Found"
"San Bernardo Ave","(Hitchhikers)","","Laredo","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-99.504377,27.533666,"unclear_coded_by_hand","Found"
"Nuevo Laredo, Mexico","Boys Town & La Cava Bar","","Laredo","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-99.549573,27.477936,"unclear_coded_by_hand","General Coordinates Used"
"Sasy's","(Disco)","I-59","Laredo","TX","(M),(D)","Bars/Clubs",1984,"checked","","I-59, TX",-99.507552,27.503561,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","on I-20 E.","","Longview","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-94.740489,32.500704,"unclear_coded_by_hand","General Coordinates Used"
"Rainbow Connection","(Some YC, L)","","Longview","TX","(YC),(L),(S)","Bars/Clubs",1984,"checked","",", TX",-94.740489,32.500704,"unclear_coded_by_hand","General Coordinates Used"
"Papillon","(Disco) (Best to boycott)","1204 Broadway","Lubbock","TX","(D),(*)","Bars/Clubs",1984,"checked","","1204 Broadway, TX",-101.848237,33.584847,"unclear_coded_by_hand","Found"
"Readers World","(Cruisy)","1101 University at Main","Lubbock","TX","","Cruising Areas,Book Store",1984,"checked","","1101 University at Main, TX",-101.870575,33.585448,"unclear_coded_by_hand","Found"
"South Plains Mall","","","Lubbock","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-101.925179,33.539275,"unclear_coded_by_hand","Found"
"Texas Tech.","Library
& University Center T-Rooms","","Lubbock","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-101.878282,33.584259,"unclear_coded_by_hand","Found"
"Executive","(Flicks)","13th & Hughes","Lubbock","TX","(F&S)","Bars/Clubs",1984,"checked","","13th & Hughes, TX",-101.855166,33.577863,"unclear_coded_by_hand","General Coordinates Used"
"Greyhound Bus Depot","","","Lubbock","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-101.855166,33.577863,"unclear_coded_by_hand","General Coordinates Used"
"Valley Bus Station","T-Room (Latins)","","McAllen","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-98.230012,26.203407,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","on 1-20, 15 mi. South","","Monahans","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-102.892654,31.594299,"unclear_coded_by_hand","General Coordinates Used"
