"ID","title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","Year","uncleartype","notes","Last.Modified","full.address","lon","lat","geoAddress","status"
3178,"Main St. Mall","Cruisy Area","","","Cruising Areas","New Bedford","MA","checked",1992,NA,"","7/5/2023 5:41pm",", MA",-70.934205,41.636215,"unclear_coded_by_hand","General Coordinates Used"
3182,"'Rest Stop' on Hwy. 91","Cruisy Area,(AYOR)","","","Cruising Areas","Northampton","MA","checked",1992,NA,"","7/5/2023 5:41pm",", MA",-72.641201,42.32509,"unclear_coded_by_hand","General Coordinates Used"
3179,"Global Real Estate Referrals","","(800) 346-5592, gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Northampton","MA","checked",1992,NA,"","7/5/2023 5:43pm",", MA",-72.641201,42.32509,"unclear_coded_by_hand","General Coordinates Used"
3181,"Gay Men's Support Group in Northhampton","","P.O. Box 82, Hadley, 01035 7:30-9pm Mon","","Men's Services","Northampton","MA","checked",1992,NA,"","7/5/2023 5:43pm",", MA",-72.588422,42.341757,"unclear_coded_by_hand","General Coordinates Used"
3183,"Park Square - Old Town Hall","Cruisy Area","","","Cruising Areas","Pittsfield","MA","checked",1992,NA,"","7/5/2023 5:46pm",", MA",-73.252944,42.448672,"unclear_coded_by_hand","Found"
3184,"Westfield River","(N),(AYOR),Cruisy Area","(N)-Rt. 9, nr. Cummington at 'rest area', follow path down hill & across river to other paths","","Cruising Areas","Pittsfield","MA","checked",1992,NA,"","7/5/2023 5:47pm",", MA",-73.245382,42.450085,"unclear_coded_by_hand","General Coordinates Used"
3185,"'Rest Stop' N. and S. of Rt. 44 on Rte. 3, trails behind","Cruisy Area","","","Cruising Areas","Plymouth","MA","checked",1992,NA,"","7/5/2023 5:48pm",", MA",-70.667262,41.958446,"unclear_coded_by_hand","General Coordinates Used"
3187,"The Open Quest Institute, TOQI","","(800) 444-9999, 24hour Crisis Hotline","","Info Lines & Services","Provincetown","MA","checked",1992,NA,"","7/5/2023 6:03pm",", MA",-70.178642,42.058441,"unclear_coded_by_hand","General Coordinates Used"
3186,"Global Real Estate Referrals","","(800) 346-5592, gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Provincetown","MA","checked",1992,NA,"","7/5/2023 5:56pm",", MA",-70.178642,42.058441,"unclear_coded_by_hand","General Coordinates Used"
3259,"Blondie's Bar & Grill","(MW)","(at Blondie's Inn)","","Restaurants & Cafes","Provincetown","MA","checked",1992,NA,"3189","7/5/2023 5:50pm",", MA",-70.189557,42.048465,"unclear_coded_by_hand","Found"
3283,"Herring Cove Beach","Cruisy Area","","","Cruising Areas","Provincetown","MA","checked",1992,NA,"","7/5/2023 5:56pm",", MA",-70.220304,42.047881,"unclear_coded_by_hand","Found"
3254,"Back Street Bar","(*),(MW),(D),(E),(YC)","(at Grifford House accomodations) 487-0688 seasonal","","Bars","Provincetown","MA","checked",1992,NA,"same address as 3213","7/5/2023 5:49pm",", MA",-70.190297,42.049547,"unclear_coded_by_hand","Found"
3284,"Town Beach - E. & W. ends late at night","Cruisy Area","","","Cruising Areas","Provincetown","MA","checked",1992,NA,"","7/5/2023 6:03pm",", MA",-70.178642,42.058441,"unclear_coded_by_hand","General Coordinates Used"
3260,"Boatslip","","(at the Boatslip Beach Club Inn) American/seafood, popular Sun Brunch, seasonal","","Restaurants & Cafes","Provincetown","MA","checked",1992,NA,"3190","7/5/2023 5:51pm",", MA",-70.190185,42.047033,"unclear_coded_by_hand","Found"
3253,"Back Room","(*),(MX),(D),(E),(YC)","10:30pm-1am, live show early evening, seasonal","","Bars","Provincetown","MA","checked",1992,NA,"","7/5/2023 5:49pm",", MA",-70.188507,42.049893,"unclear_coded_by_hand","Found"
3281,"Commercial St.","Cruisy Area","","","Cruising Areas","Provincetown","MA","checked",1992,NA,"","7/5/2023 5:54pm",", MA",-70.178642,42.058441,"unclear_coded_by_hand","Found"
3279,"In Town Reservations","","P.O. Box 614 487-1883/(800) 67P-TOWN","","Travel & Tour Operators","Provincetown","MA","checked",1992,NA,"","7/5/2023 5:56pm",", MA",-70.178642,42.058441,"unclear_coded_by_hand","General Coordinates Used"
3271,"Pronto Beach Point","(*),(MX)","Rte. 6A 487-2318 Italian cuisine, cocktails, seasonal","","Restaurants & Cafes","Provincetown","MA","checked",1992,NA,"","7/5/2023 6:02pm",", MA",-70.147639,42.063618,"unclear_coded_by_hand","General Coordinates Used"
3285,"Town Hall Square (Late nights)","Cruisy Area","","","Cruising Areas","Provincetown","MA","checked",1992,NA,"","7/5/2023 6:03pm",", MA",-70.187581,42.051254,"unclear_coded_by_hand","Found"
3258,"Vault","(L),(LV)","(downstairs at the Crown & Anchor)","","Bars","Provincetown","MA","checked",1992,NA,"same address as 3205","7/5/2023 6:04pm",", MA",-70.187674,42.050229,"unclear_coded_by_hand","Found"
3214,"Dunes Motel & Apts.","(MW)","Bradford St. 487-1956","","Accomodations","Provincetown","MA","checked",1992,NA,"","7/5/2023 5:55pm",", MA",-70.178642,42.058441,"unclear_coded_by_hand","General Coordinates Used"
3255,"Boatslip Beach Club","(*),(MW),(D),(YC)","(at Boatslip Beach Club accommodation) T-dance every day during season","","Bars","Provincetown","MA","checked",1992,NA,"","7/5/2023 5:51pm",", MA",-70.190185,42.047033,"unclear_coded_by_hand","Found"
3256,"Rooster Bar","(*),(MX),(NH)","(at Crown & Anchor accommodations) 487-1430 5pm-1am","","Bars","Provincetown","MA","checked",1992,NA,"same address as 3205","7/5/2023 6:03pm",", MA",-70.187674,42.050229,"unclear_coded_by_hand","Found"
3282,"East End Beach & bushes behind Bull Pen","Cruisy Area","","","Cruising Areas","Provincetown","MA","checked",1992,NA,"","7/5/2023 5:55pm",", MA",-70.178642,42.058441,"unclear_coded_by_hand","General Coordinates Used"
3287,"W. side of Sandy Nook Beach","(AYOR),Cruisy Area","","","Cruising Areas","Sandwich","MA","checked",1992,NA,"","7/5/2023 6:05pm",", MA",-70.378635,41.739552,"unclear_coded_by_hand","Found"
3288,"'Rest Stop' on Rte. I -195 E. & W.","Cruisy Area","","","Cruising Areas","Seekonk","MA","checked",1992,NA,"","7/5/2023 6:05pm",", MA",-71.336997,41.808434,"unclear_coded_by_hand","General Coordinates Used"
3295,"Liberty St.","Cruisy Area,(AYOR)","","","Cruising Areas","Springfield","MA","checked",1992,NA,"","7/5/2023 6:06pm",", MA",-72.589811,42.101483,"unclear_coded_by_hand","General Coordinates Used"
3296,"'Rest Stop' on Rte. 28 in Stone Zoo area","Cruisy Area","","","Cruising Areas","Springfield","MA","checked",1992,NA,"","7/5/2023 6:06pm",", MA",-72.589811,42.101483,"unclear_coded_by_hand","General Coordinates Used"
3293,"Downtown Mall","Cruisy Area","","","Cruising Areas","Springfield","MA","checked",1992,NA,"","7/5/2023 6:06pm",", MA",-72.589811,42.101483,"unclear_coded_by_hand","General Coordinates Used"
3297,"Springfield Bus Terminal","Cruisy Area,(AYOR)","","","Cruising Areas","Springfield","MA","checked",1992,NA,"","7/5/2023 6:06pm",", MA",-72.593763,42.106419,"unclear_coded_by_hand","Found"
3294,"Forest Park","Cruisy Area","-Picnic area nr. Rec. Dept.","","Cruising Areas","Springfield","MA","checked",1992,NA,"","7/5/2023 6:06pm",", MA",-72.584116,42.072369,"unclear_coded_by_hand","Found"
3298,"'Rest Stop' on Rte. I-195 E. & W.","Cruisy Area","","","Cruising Areas","Swansea","MA","checked",1992,NA,"","7/5/2023 6:07pm",", MA",-71.189562,41.748162,"unclear_coded_by_hand","General Coordinates Used"
3299,"'Rest Stop' on Rte. 140 nr. Rte 79","Cruisy Area,(AYOR)","","","Cruising Areas","Taunton","MA","checked",1992,NA,"","7/5/2023 6:07pm",", MA",-71.089767,41.900101,"unclear_coded_by_hand","General Coordinates Used"
3301,"'Rest Stop'on Rte. 146","Cruisy Area","","","Cruising Areas","Uxbridge","MA","checked",1992,NA,"","7/5/2023 6:07pm",", MA",-71.630253,42.077243,"unclear_coded_by_hand","General Coordinates Used"
3306,"AA Gay/Lesbian Cambridge & Southbridge","","752-9000 (AA#) call for times & location","","Info Lines & Services","Worcester","MA","checked",1992,NA,"","7/5/2023 6:07pm",", MA",-71.802293,42.262593,"unclear_coded_by_hand","General Coordinates Used"
3312,"The block around Portland & Salem sts.","Cruisy Area","","","Cruising Areas","Worcester","MA","checked",1992,NA,"","7/5/2023 6:08pm",", MA",-71.800037,42.260282,"unclear_coded_by_hand","Found"
3311,"'Rest Stop' on 140","Cruisy Area","(Upton)","","Cruising Areas","Worcester","MA","checked",1992,NA,"","7/5/2023 6:07pm",", MA",-71.802293,42.262593,"unclear_coded_by_hand","General Coordinates Used"
3145,"N. end of WT Field Park trails","Cruisy Area","afternoons & early evening","","Cruising Areas","Brockton","MA","checked",1992,NA,"","7/5/2023 6:15pm",", MA",-71.044154,42.109822,"unclear_coded_by_hand","Found"
3146,"Inn at Charlemont","(MX),(F)","The Rte. 2, Mohawk Trail 339-5796 resort","","Accomodations","Charlemont","MA","checked",1992,NA,"","7/5/2023 6:17pm",", MA",-72.8513,42.624988,"unclear_coded_by_hand","General Coordinates Used"
3169,"'Rest Stop' on Rte. 3 S.","Cruisy Area","","","Cruising Areas","Marshfield","MA","checked",1992,NA,"","7/5/2023 6:20pm",", MA",-70.705587,42.091745,"unclear_coded_by_hand","General Coordinates Used"
3148,"Allen House, The","(MX)","Box 27, 02713, 996-9292 sum-","","Accomodations","Cuttyhunk Island","MA","checked",1992,NA,"","7/5/2023 6:20pm",", MA",-70.928192,41.420803,"unclear_coded_by_hand","Found"
3323,"Lutherans Concerned","","P.O. Box 8417, 48107-8417, 996-9351 call for info","","Religious Organization","Ann Arbor","MI","checked",1992,NA,"","7/5/2023 6:23pm",", MI",-83.743038,42.280826,"unclear_coded_by_hand","General Coordinates Used"
3314,"Global Real Estate Referrals","","(800)346-5592, gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Ann Arbor","MI","checked",1992,NA,"","7/5/2023 6:23pm",", MI",-83.743038,42.280826,"unclear_coded_by_hand","General Coordinates Used"
3324,"Dexter 'Rest Stop' S. side of I-94 W.","Cruisy Area","","","Cruising Areas","Ann Arbor","MI","checked",1992,NA,"","7/5/2023 6:23pm",", MI",-83.888555,42.33837,"unclear_coded_by_hand","Found"
3325,"'Rest Stop' in Vet Park on River Rd. 3 mi. S.","Cruisy Area,(AYOR)","","","Cruising Areas","Bay City","MI","checked",1992,NA,"","7/5/2023 6:24pm",", MI",-83.888865,43.594468,"unclear_coded_by_hand","General Coordinates Used"
3327,"'Rest Stop' on US 27/US 10","Cruisy Area","","","Cruising Areas","Clare","MI","checked",1992,NA,"","7/5/2023 6:24pm",", MI",-84.768628,43.81947,"unclear_coded_by_hand","General Coordinates Used"
3328,"'Rest Stop' on I-94 E.","Cruisy Area","","","Cruising Areas","Coloma","MI","checked",1992,NA,"","7/5/2023 6:24pm",", MI",-86.308356,42.186149,"unclear_coded_by_hand","General Coordinates Used"
3333,"The Open Quest Institute, TOQI","","(800)444-9999, 24hour Crisis Hotline","","Info Lines & Services","Detroit","MI","checked",1992,NA,"","7/5/2023 6:28pm",", MI",-83.045754,42.331427,"unclear_coded_by_hand","General Coordinates Used"
3368,"Dignity","","P.O. Box 32874, 48232, 563-0892, 6pm Sun, call for location","","Religious Organization","Detroit","MI","checked",1992,NA,"","7/5/2023 6:27pm",", MI",-83.045754,42.331427,"unclear_coded_by_hand","General Coordinates Used"
3371,"Metra","","P.O Box 20070, Ferndale 48220, 543-3500 bi-weekly, covers Michigan, Pennsylvania, Wisconsin, Ohio & Indiana","","Publication","Detroit","MI","checked",1992,NA,"","7/5/2023 6:28pm",", MI",-83.045754,42.331427,"unclear_coded_by_hand","General Coordinates Used"
3367,"Black & White Men Together (BWMT)","","P.O. Box 248831, 48224, 873-6793 call for info","","Men's Services","Detroit","MI","checked",1992,NA,"","7/5/2023 6:26pm",", MI",-83.045754,42.331427,"unclear_coded_by_hand","General Coordinates Used"
3329,"AA Gay/Lesbian at MCC","","777-6449 (AA#) call for times","","Info Lines & Services","Detroit","MI","checked",1992,NA,"","7/5/2023 6:25pm",", MI",-83.045754,42.331427,"unclear_coded_by_hand","General Coordinates Used"
3375,"River Rouge park","Cruisy Area,(AYOR)","","","Cruising Areas","Detroit","MI","checked",1992,NA,"","7/5/2023 6:28pm",", MI",-83.236059,42.310105,"unclear_coded_by_hand","Found"
3331,"Global Real Estate Referrals","","(800) 346-5592, gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Detroit","MI","checked",1992,NA,"","7/5/2023 6:27pm",", MI",-83.045754,42.331427,"unclear_coded_by_hand","General Coordinates Used"
3330,"Gay Info Line","","398-4297, 6pm-11pm Mon-Fri","","Info Lines & Services","Detroit","MI","checked",1992,NA,"","7/5/2023 6:27pm",", MI",-83.045754,42.331427,"unclear_coded_by_hand","General Coordinates Used"
3380,"Dignity/Integrity","","P.O. Box 585, 48501, 7:30pm Wed","","Religious Organization","Flint","MI","checked",1992,NA,"","7/5/2023 6:35pm",", MI",-83.687456,43.012527,"unclear_coded_by_hand","General Coordinates Used"
3382,"'Rest Stop' on I-69 W.","Cruisy Area,(AYOR)","","","Cruising Areas","Flint","MI","checked",1992,NA,"","7/5/2023 6:30pm",", MI",-83.687456,43.012527,"unclear_coded_by_hand","General Coordinates Used"
3383,"'Rest Stop' on I-75, both N. & S.","Cruisy Area","","","Cruising Areas","Flint","MI","checked",1992,NA,"","7/5/2023 6:30pm",", MI",-83.687456,43.012527,"unclear_coded_by_hand","General Coordinates Used"
3397,"Ann St. Park","(AYOR),Cruisy Area","","","Cruising Areas","Grand Rapids","MI","checked",1992,NA,"","7/5/2023 6:35pm",", MI",-85.862638,44.711936,"unclear_coded_by_hand","General Coordinates Used"
3385,"Global Real Estate Referrals","","(800)346-5592, gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Grand Rapids","MI","checked",1992,NA,"","7/5/2023 6:35pm",", MI",-85.668086,42.96336,"unclear_coded_by_hand","General Coordinates Used"
3399,"'Rest Stop' I-96 W.","Cruisy Area","","","Cruising Areas","Grand Rapids","MI","checked",1992,NA,"","7/5/2023 6:35pm",", MI",-85.668086,42.96336,"unclear_coded_by_hand","General Coordinates Used"
3386,"Network (Gay/Lesb Comm Network of W. MI)","","241-4297 info & referrals 7pm-10pm","","Info Lines & Services","Grand Rapids","MI","checked",1992,NA,"","7/5/2023 6:35pm",", MI",-85.668086,42.96336,"unclear_coded_by_hand","General Coordinates Used"
3392,"Dignity","","P.O. Box 1373, 49501, 454-9779 meets 8pm Wed, call for more info","","Religious Organization","Grand Rapids","MI","checked",1992,NA,"","7/5/2023 6:35pm",", MI",-85.668086,42.96336,"unclear_coded_by_hand","General Coordinates Used"
3384,"AA Gay/Lesbian","","364-7633 (MCC#) call for info","","Info Lines & Services","Grand Rapids","MI","checked",1992,NA,"","7/5/2023 6:35pm",", MI",-85.668086,42.96336,"unclear_coded_by_hand","General Coordinates Used"
3398,"City Centre downtown shopping mall","Cruisy Area","","","Cruising Areas","Grand Rapids","MI","checked",1992,NA,"","7/5/2023 6:35pm",", MI",-85.668086,42.96336,"unclear_coded_by_hand","General Coordinates Used"
3400,"'Rest Stop' US 131 N.","Cruisy Area","","","Cruising Areas","Grand Rapids","MI","checked",1992,NA,"","7/5/2023 6:35pm",", MI",-85.668086,42.96336,"unclear_coded_by_hand","General Coordinates Used"
3403,"Alliance for Gay/Lesbian Support","","Box 226, Student Service Bldg. 387-2134 meets Sun 2pm","","Info Lines & Services","Kalamazoo","MI","checked",1992,NA,"","7/5/2023 6:37pm",", MI",-85.618244,42.281927,"unclear_coded_by_hand","Found"
3409,"Milham Park across RR tracks","Cruisy Area","","","Cruising Areas","Kalamazoo","MI","checked",1992,NA,"","7/5/2023 6:37pm",", MI",-85.572145,42.246469,"unclear_coded_by_hand","Found"
3402,"AA Gay/Lesbian","","W. Michigan Ave (St. Augustine Church) 343-2711 (AA#) 8pm Tues","","Info Lines & Services","Kalamazoo","MI","checked",1992,NA,"","7/5/2023 6:36pm",", MI",-85.591865,42.29174,"unclear_coded_by_hand","Found"
3408,"Bronson Park","Cruisy Area","","","Cruising Areas","Kalamazoo","MI","checked",1992,NA,"","7/5/2023 6:37pm",", MI",-85.586875,42.290181,"unclear_coded_by_hand","Found"
3404,"Kalamazoo Gay/Lesbian Resource Center","","Box 1532, 49005, 345-7878 info & referrals 7pm-10pm","","Info Lines & Services","Kalamazoo","MI","checked",1992,NA,"","7/5/2023 6:37pm",", MI",-85.587229,42.291707,"unclear_coded_by_hand","General Coordinates Used"
3411,"Gay/Lesbian Hotline","","P.O. Box 11052, 48901, 332-3200 info & referrals 7pm-10pm Mon-Fri","","Info Lines & Services","Lansing","MI","checked",1992,NA,"","7/5/2023 6:38pm",", MI",-84.555535,42.732535,"unclear_coded_by_hand","General Coordinates Used"
3418,"'Rest Stop' on I-96 (Okemos)","Cruisy Area,(AYOR)","","","Cruising Areas","Lansing","MI","checked",1992,NA,"","7/5/2023 6:37pm",", MI",-84.555535,42.732535,"unclear_coded_by_hand","General Coordinates Used"
3419,"'Rest Stop' on Hwy 27 1 mil. N. of 127","Cruisy Area,(AYOR)","","","Cruising Areas","Lansing","MI","checked",1992,NA,"","7/5/2023 6:37pm",", MI",-84.555535,42.732535,"unclear_coded_by_hand","General Coordinates Used"
3415,"Capital Men's Club","","P.O. Box 18062, 48901, 484-6342 active social group & bi-monthly newsletter","","Men's Services","Lansing","MI","checked",1992,NA,"","7/5/2023 6:37pm",", MI",-84.555535,42.732535,"unclear_coded_by_hand","General Coordinates Used"
3420,"'Rest Stop' on Rt. 127 S.","Cruisy Area","","","Cruising Areas","Liberty","MI","checked",1992,NA,"","7/5/2023 6:39pm",", MI",-84.400507,42.102263,"unclear_coded_by_hand","General Coordinates Used"
3423,"Shiras Park-Picnic Rocks","Cruisy Area","","","Cruising Areas","Marquette","MI","checked",1992,NA,"","7/5/2023 6:40pm",", MI",-87.38243,46.554736,"unclear_coded_by_hand","Found"
3424,"'Rest Stop' E. on Rt. 41","Cruisy Area","","","Cruising Areas","Marquette","MI","checked",1992,NA,"","7/5/2023 6:40pm",", MI",-87.496375,46.538526,"unclear_coded_by_hand","General Coordinates Used"
3422,"Presque Isle Point","Cruisy Area","","","Cruising Areas","Marquette","MI","checked",1992,NA,"","7/5/2023 6:40pm",", MI",-87.385297,46.586804,"unclear_coded_by_hand","Found"
3425,"Chipwater Park","Cruisy Area","(summers)","","Cruising Areas","Mount Pleasant","MI","checked",1992,NA,"","7/5/2023 6:40pm",", MI",-84.792538,43.596304,"unclear_coded_by_hand","Found"
3427,"'Rest Stop' 7 mi. N. on US 31 S.","Cruisy Area","","","Cruising Areas","Muskegon","MI","checked",1992,NA,"","7/5/2023 6:40pm",", MI",-86.248392,43.234181,"unclear_coded_by_hand","General Coordinates Used"
3429,"Rotary Park opp. Holiday Inn","Cruisy Area","","","Cruising Areas","Petoskey","MI","checked",1992,NA,"","7/5/2023 6:41pm",", MI",-85.001467,45.217198,"unclear_coded_by_hand","Found"
3432,"'Rest Stop' S. on I-75","(AYOR),Cruisy Area","","","Cruising Areas","Pontiac","MI","checked",1992,NA,"","7/5/2023 6:41pm",", MI",-83.291047,42.638922,"unclear_coded_by_hand","General Coordinates Used"
3431,"'Dog Run' Clarkston","(AYOR),Cruisy Area","","","Cruising Areas","Pontiac","MI","checked",1992,NA,"","7/5/2023 6:41pm",", MI",-83.419294,42.73512,"unclear_coded_by_hand","General Coordinates Used"
3433,"Lighthouse Beach","Cruisy Area","","","Cruising Areas","Port Huron","MI","checked",1992,NA,"","7/5/2023 6:41pm",", MI",-82.423362,43.00746,"unclear_coded_by_hand","Found"
3434,"Pine Grove Park","Cruisy Area","","","Cruising Areas","Port Huron","MI","checked",1992,NA,"","7/5/2023 6:41pm",", MI",-82.427538,42.988158,"unclear_coded_by_hand","Found"
3436,"Meadbrook Mall University Dr. at Adams","Cruisy Area","","","Cruising Areas","Rochester","MI","checked",1992,NA,"","7/5/2023 6:41pm",", MI",-83.192489,42.683292,"unclear_coded_by_hand","Found"
3437,"Winchester Mall Rochester Rd. at Avon","Cruisy Area","","","Cruising Areas","Rochester","MI","checked",1992,NA,"","7/5/2023 6:41pm",", MI",-83.136017,42.663685,"unclear_coded_by_hand","Found"
3440,"Tennis court in park by Y.M.C.A","Cruisy Area,(AYOR)","","","Cruising Areas","Saginaw","MI","checked",1992,NA,"","7/5/2023 6:42pm",", MI",-83.950807,43.41947,"unclear_coded_by_hand","General Coordinates Used"
3441,"The Open Quest Institute, TOQI","","(800)444-9999, 24hour Crisis Hotline","","Info Lines & Services","Saugatuck","MI","checked",1992,NA,"","7/5/2023 6:45pm",", MI",-86.201982,42.655025,"unclear_coded_by_hand","General Coordinates Used"
3453,"West Side County Park","Cruisy Area","Ganges rest area","","Cruising Areas","Saugatuck","MI","checked",1992,NA,"","7/5/2023 6:45pm",", MI",-86.230141,42.57393,"unclear_coded_by_hand","Found"
3449,"Douglas Disco","(D),(E)","(at Douglas Dunes resort location) 857-1401 cabaret, patio, poolside bar","","Bars","Saugatuck","MI","checked",1992,NA,"sam address as 3436","7/5/2023 6:45pm",", MI",-86.210525,42.637872,"unclear_coded_by_hand","Found"
3442,"Academy Place","(MW),(F),(SW)","Blue Star Hwy. at 130th St., Douglas 857-2271 ice skating & golf, bar & restaurant, year round","","Accomodations","Saugatuck","MI","checked",1992,NA,"","7/5/2023 6:42pm",", MI",-86.211908,42.63632,"unclear_coded_by_hand","Found"
3452,"Park on Water St.","Cruisy Area","","","Cruising Areas","Saugatuck","MI","checked",1992,NA,"","7/5/2023 6:45pm",", MI",-86.205431,42.657366,"unclear_coded_by_hand","Found"
3451,"Oval Beach, walk North","Cruisy Area","","","Cruising Areas","Saugatuck","MI","checked",1992,NA,"","7/5/2023 6:45pm",", MI",-86.216158,42.662948,"unclear_coded_by_hand","Found"
3450,"Cafe Sir Douglas","(MW)","(at Douglas Dunes resort location) 857-1401 dinner only, 5pm-10pm, Sun, Mon, Wed, & Thurs, til 11pm Fri & Sat","","Restaurants & Cafes","Saugatuck","MI","checked",1992,NA,"","7/5/2023 6:44pm",", MI",-86.210525,42.637872,"unclear_coded_by_hand","Found"
3454,"Friends North","","P.O. Box 562, 49685, 946-1804 general networking & social group","","Info Lines & Services","Traverse City","MI","checked",1992,NA,"","7/5/2023 6:46pm",", MI",-85.620632,44.763057,"unclear_coded_by_hand","General Coordinates Used"
3455,"Global Real Estate Referrals","","(800) 346-5502 gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Traverse City","MI","checked",1992,NA,"","7/5/2023 6:46pm",", MI",-85.620632,44.763057,"unclear_coded_by_hand","General Coordinates Used"
3458,"Westend Beach, bath house","Cruisy Area","","","Cruising Areas","Traverse City","MI","checked",1992,NA,"","7/5/2023 6:46pm",", MI",-85.634675,44.769607,"unclear_coded_by_hand","Found"
3457,"Bryant Park","Cruisy Area","","","Cruising Areas","Traverse City","MI","checked",1992,NA,"","7/5/2023 6:46pm",", MI",-85.595615,44.766703,"unclear_coded_by_hand","Found"
3461,"Somerset Mall","Cruisy Area","(Maugham?)","","Cruising Areas","Troy","MI","checked",1992,NA,"","7/5/2023 6:47pm",", MI",-83.185384,42.563017,"unclear_coded_by_hand","Found"
3459,"Global Real Estate Referrals","","(800)346-5592, gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Troy","MI","checked",1992,NA,"","7/5/2023 6:46pm",", MI",-83.149775,42.60641,"unclear_coded_by_hand","General Coordinates Used"
3460,"Oakland Mall","Cruisy Area","","","Cruising Areas","Troy","MI","checked",1992,NA,"","7/5/2023 6:47pm",", MI",-83.110968,42.537919,"unclear_coded_by_hand","Found"
3466,"U. of Eastern Michigan. student union","Cruisy Area,(AYOR)","","","Cruising Areas","Ypsilanti","MI","checked",1992,NA,"","7/5/2023 6:47pm",", MI",-83.624089,42.25068,"unclear_coded_by_hand","Found"
3421,"Livonia Mall","Cruisy Area","","","Cruising Areas","Livonia","MI","checked",1992,NA,"","7/5/2023 6:48pm",", MI",-83.35271,42.36837,"unclear_coded_by_hand","General Coordinates Used"
3462,"Westland Mall","Cruisy Area","","","Cruising Areas","Westland","MI","checked",1992,NA,"","7/5/2023 6:55pm",", MI",-83.389369,42.340842,"unclear_coded_by_hand","Found"
3463,"Wm. P. Holiday Park","Cruisy Area","(summers)","","Cruising Areas","Westland","MI","checked",1992,NA,"","7/5/2023 6:55pm",", MI",-83.395191,42.346886,"unclear_coded_by_hand","Found"
3464,"'Rest Stop' on US 12 E., best on lunchtime","Cruisy Area","","","Cruising Areas","Westland","MI","checked",1992,NA,"","7/5/2023 6:52pm",", MI",-83.400211,42.324204,"unclear_coded_by_hand","General Coordinates Used"
3472,"Park Point Beach","Cruisy Area","","","Cruising Areas","Duluth","MN","checked",1992,NA,"","7/6/2023 3:27pm",", MN",-92.052215,46.730712,"unclear_coded_by_hand","Found"
3471,"Leif Ericsson Park","Cruisy Area","","","Cruising Areas","Duluth","MN","checked",1992,NA,"","7/6/2023 3:27pm",", MN",-92.082077,46.797019,"unclear_coded_by_hand","Found"
3473,"Mankato State U. Gay Advisor","","389-1455, 8am-5pm Mon-Fri, student advisory service","","Info Lines & Services","Mankato","MN","checked",1992,NA,"","7/6/2023 3:34pm",", MN",-93.9994,44.163578,"unclear_coded_by_hand","General Coordinates Used"
3480,"The Open Quest Institute, TOQI","","(800) 444-9999, 24hour Crisis Hotline","","Info Lines & Services","Minneapolis","MN","checked",1992,NA,"","7/6/2023 3:42pm",", MN",-93.265011,44.977753,"unclear_coded_by_hand","General Coordinates Used"
3520,"Lake Calhoun Beach 32nd St.","Cruisy Area","","","Cruising Areas","Minneapolis","MN","checked",1992,NA,"","7/6/2023 3:33pm",", MN",-93.224323,44.948374,"unclear_coded_by_hand","Found"
3522,"Mississippi River Flats E. River Rd","Cruisy Area","opp. Shriners Hosp. (hot numbers)(very active), nude beach","","Cruising Areas","Minneapolis","MN","checked",1992,NA,"","7/6/2023 3:35pm",", MN",-93.23506,44.970351,"unclear_coded_by_hand","Found"
3524,"U. of Minn.-Mpls. campus, Northop Auditorium (3rd floor)","Cruisy Area,(AYOR)","","","Cruising Areas","Minneapolis","MN","checked",1992,NA,"","7/6/2023 3:43pm",", MN",-93.235373,44.976485,"unclear_coded_by_hand","Found"
3475,"Gay/Lesbian Elders Active in MN (GLEAM)","","339-8612 2nd Sun 2pm, call for location","","Info Lines & Services","Minneapolis","MN","checked",1992,NA,"","7/6/2023 3:32pm",", MN",-93.265011,44.977753,"unclear_coded_by_hand","General Coordinates Used"
3513,"Two Eagles","","P.O. Box 10229, 55458 newsletter for Native American lesbians/gays","","Publication","Minneapolis","MN","checked",1992,NA,"","7/6/2023 3:42pm",", MN",-93.265011,44.977753,"unclear_coded_by_hand","General Coordinates Used"
3477,"Gaze-TV","","cable channel 6, Thur 11pm, gay news hour","","Info Lines & Services","Minneapolis","MN","checked",1992,NA,"","7/6/2023 3:32pm",", MN",-93.265011,44.977753,"unclear_coded_by_hand","General Coordinates Used"
3516,"Hide House","","(upstairs at Gay Nineties bar) 339-3996","","Erotica","Minneapolis","MN","checked",1992,NA,"same address as 3479","7/6/2023 3:32pm",", MN",-93.271911,44.980447,"unclear_coded_by_hand","Found"
3519,"IDS Tower-Indoor mall ('Crystal Court')","Cruisy Area","","","Cruising Areas","Minneapolis","MN","checked",1992,NA,"","7/6/2023 3:32pm",", MN",-93.272309,44.976119,"unclear_coded_by_hand","Found"
3517,"Apache Plaza-Basement","Cruisy Area","","","Cruising Areas","Minneapolis","MN","checked",1992,NA,"","7/6/2023 3:29pm",", MN",-93.222238,45.039153,"unclear_coded_by_hand","Found"
