"title","description","streetaddress","city","state","amenityfeatures","unclear_address","Year","type","notes","full.address","lon","lat","geoAddress"
"Arlington 651","(at Fielder) 817/275-9651, 4pm-2am","1851 W Division","Arlington","TX","(M),(D),(K),(S),(18+),(WC)",NA,2002,"Nightclubs","","1851 W Division, Arlington, TX",-97.1376624,32.7360584,"1851 w division st, arlington, tx 76012, usa"
"ALLGO (Austin Latino/a Lesbian/Gay Organization)","#112, 512/472-2001, events, groups","1715 E 6th St","Austin","TX","",NA,2002,"Info Lines & Services","","1715 E 6th St, Austin, TX",-97.7237447,30.2619437,"1715 e 6th st, austin, tx 78702, usa"
"Lambda AA (Live & Let Live)","#412, (in the Village Shopping Ctr) 512/453-1441, 8pm nightly & 1pm Sun","2700 W Anderson Ln","Austin","TX","",NA,2002,"Info Lines & Services","","2700 W Anderson Ln, Austin, TX",-97.7348373,30.3600355,"2700 w anderson ln., austin, tx 78757, usa"
"Out Youth","(btwn I-35 & Airport Blvd) 512/419-1233 services & support groups for lgbt youth 12-19 yrs, drop-in open 4:30pm-8.30pm Tue-Th & Sun","909 E 49 1/2 St","Austin","TX","",NA,2002,"Info Lines & Services","","909 E 49 1/2 St, Austin, TX",-97.7149003,30.3086681,"909 e 49th st 1/2 st, austin, tx 78751, usa"
"1888 Miller Crockett House","(at Congress Ave) 512/441-1600, 888/441-1641 full brkfst","112 Academy Dr","Austin","TX","(GF),(WC),(GO)",NA,2002,"Accommodations","","112 Academy Dr, Austin, TX",-97.7467524,30.2521891,"112 academy dr, austin, tx 78704, usa"
"Carrington's Bluff","(at W 22nd St) 512/479-0638, 800/871-8908, full brkfst","1900 David St","Austin","TX","(GF)",NA,2002,"Accommodations","","1900 David St, Austin, TX",-97.750799,30.2844368,"1900 david st, austin, tx 78705, usa"
"Days Inn North","(Hwy 183) 512/835-4311, 800/DAYSINN","820 E Anderson Ln","Austin","TX","(GF),(SW),(WC)",NA,2002,"Accommodations","","820 E Anderson Ln, Austin, TX",-97.6981848,30.3390975,"820 e anderson ln, austin, tx 78753, usa"
"Driskill Hotel","(at 6th) 512/474-5911, 800/252-9367 even if you don't stay in this landmark hotel, be sure to check out the lobby","604 Brazos St","Austin","TX","(GF),(F),(WC)",NA,2002,"Accommodations","","604 Brazos St, Austin, TX",-97.7415342,30.2681051,"604 brazos st, austin, tx 78701, usa"
"Governor's Inn","(at Rio Grande) 512/477-0711 , 800/871-8908 neo-classical Victorian, full brkfst","611 W 22nd","Austin","TX","(GF)",NA,2002,"Accommodations","","611 W 22nd, Austin, TX",-97.7448069,30.2850795,"611 w 22nd st, austin, tx 78705, usa"
"Hotel San Jose","512/444-7322, 800/574-8897 small boutique hotel","1316 S Congress Ave","Austin","TX","(GS),(SW),(WC)",NA,2002,"Accommodations","","1316 S Congress Ave, Austin, TX",-97.7494999,30.250742,"1316 s congress ave, austin, tx 78704, usa"
"Lazy Oak Inn","(btwn S 1st & Congress) 512/447-8873, 877/947-8873, 1911 plantation-style farmhouse, full","211 W Live Oak","Austin","TX","(GF)",NA,2002,"Accommodations","","211 W Live Oak, Austin, TX",-97.754806,30.2425854,"211 w live oak st, austin, tx 78704, usa"
"Omni Hotel","(at 8th) 512/476-3700, 800/843-6664, rooftop pool","700 San Jacinto","Austin","TX","(GF),(F),(SW),(WC)",NA,2002,"Accommodations","","700 San Jacinto, Austin, TX",-97.7400748,30.2688275,"700 san jacinto blvd, austin, tx 78701, usa"
"Park Lane Guest House","(at Drake) 512/447-7460, 800/492-8827 also cottage, lesbian-owned/ run","221 Park Ln","Austin","TX","(MW),(SW),(WC),(GO)",NA,2002,"Accommodations","","221 Park Ln, Austin, TX",-97.7472086,30.2485899,"221 park ln, austin, tx 78704, usa"
"Summit House B&B","(at Lupine) 512/445-5304, reservations req 'd, full brkfst, bear-friendly","1204 Summit St","Austin","TX","(MW),(SW),(NS),(GO)",NA,2002,"Accommodations","","1204 Summit St, Austin, TX",-97.733205,30.2447347,"1204 summit st, austin, tx 78741, usa"
"'Bout Time","(at Rundberg) 512/832-5339 2pm-2am, drag shows, volleyball court","9601 N IH-35","Austin","TX","(*),(MW),(NH),(TG),(S),(WC)",NA,2002,"Bars","","9601 N IH-35, Austin, TX",-97.6857628,30.36029,"service road nb, 9601 n interstate hwy 35, austin, tx 78753, usa"
"The Boyz Cellar","(at Colorado) 512/479-8482, 6pm-2am, till 4am Fri-Sat, clsd Mon-Tue","213 W 4th","Austin","TX","(M),(D)",NA,2002,"Bars","","213 W 4th, Austin, TX",-97.7455322,30.2665382,"213 w 4th st, austin, tx 78701, usa"
"Casino El Camino","(at Red River) 512/469-9330, 4pm-2am, psychedelic punk jazz lounge","516 E 6th St","Austin","TX","(GF),(NH),(F)",NA,2002,"Bars","","516 E 6th St, Austin, TX",-97.7375645,30.266797,"516 e 6th st, austin, tx 78701, usa"
"Chain Drive","(at Red River) 512/480-9017, 2pm-2am daily, grill 4pm-8pm Sun, 'Bear Bust' 2nd Sun","504 Willow St","Austin","TX","(M),(L),(WC)",NA,2002,"Bars","","504 Willow St, Austin, TX",-97.7397394,30.2613944,"504 willow st, austin, tx 78701, usa"
"Charlie's","(at 13th) 512/474-6481, 2pm-2am, patio","1301 Lavaca","Austin","TX","(*),(M),(D),(MR-L),(S),(YC),(WC)",NA,2002,"Bars","","1301 Lavaca, Austin, TX",-97.742313,30.275931,"1301 lavaca st, austin, tx 78701, usa"
"The Forum","(at 4th) 512/476-2900, 2pm-2am, afterhours Th-Sat, clsd Sun [seasonal}, patio","408 Congress Ave","Austin","TX","(*),(M),(D),(S)",NA,2002,"Bars","","408 Congress Ave, Austin, TX",-97.7438028,30.2666965,"408 congress ave., austin, tx 78701, usa"
"Gaby & Mo's","(at Chicon) 512/457-9027, 7am-midnight, from 9am wknds, Sun brunch, also cafe","1809 Manor Rd","Austin","TX","(W),(NH),(MR),(F),(E),(18+),(BW),(WC)",NA,2002,"Bars","","1809 Manor Rd, Austin, TX",-97.7225545,30.2835494,"1809 manor rd, austin, tx 78722, usa"
"Rainbow Cattle Company","(btwn Guadalupe & Lavaca) 512/472-5288, 2pm-2am, steak night Th","305 W 5th St","Austin","TX","(MW),(D),(CW)",NA,2002,"Bars","","305 W 5th St, Austin, TX",-97.7461314,30.2676594,"305 w 5th st, austin, tx 78701, usa"
"Splash Video Bar","(at 4th) 512/477-6969, 3pm-2am, from 2pm wknds, patio","406 Brazos St","Austin","TX","(M),(V)",NA,2002,"Bars","","406 Brazos St, Austin, TX",-97.742366,30.266404,"406 brazos st, austin, tx 78701, usa"
"1920's Club","(at E 11th St) 512/479-7979, jazz club, 5pm-midnight, till 2am wknds, from 6pm Sun","918 Congress Ave","Austin","TX","(F)",NA,2002,"Nightclubs","","918 Congress Ave, Austin, TX",-97.7419354,30.2716507,"918 congress ave., austin, tx 78701, usa"
"Dick's Deja Disco","(btwn 1st & 2nd) 512/457-8010, 2pm-2am, from noon wknds, patio","113 San Jacinto Blvd","Austin","TX","(M),(D)",NA,2002,"Nightclubs","","113 San Jacinto Blvd, Austin, TX",-97.7418229,30.2632452,"113 san jacinto blvd, austin, tx 78701, usa"
"Oil Can Harry's","(btwn Lavaca & Colorado) 512/320-8823, 2pm-2am, till 4am Fri-Sat, patio","211 W 4th St","Austin","TX","(*),(M),(D),(A),(YC),(WC)",NA,2002,"Nightclubs","","211 W 4th St, Austin, TX",-97.7454473,30.2663641,"211 w 4th st, austin, tx 78701, usa"
"Joe's Bakery & Coffeeshop","512/472-0017, 7pm-3pm, clsd Mon, Tex-Mex","2305 E 7th St","Austin","TX","",NA,2002,"Cafes","","2305 E 7th St, Austin, TX",-97.7166999,30.2610981,"2305 e 7th st, austin, tx 78702, usa"
"Little City Espresso Bar & Cafe","(at 11th St) 512/476-2489, popular gay hangout","916 Congress Ave","Austin","TX","",NA,2002,"Cafes","","916 Congress Ave, Austin, TX",-97.7418506,30.2715595,"916 congress ave., austin, tx 78701, usa"
"Castle Hill Cafe","(at Baylor) 512/476-0728, lunch & dinner, clsd Sun","1101 W 5th St","Austin","TX","",NA,2002,"Restaurants","","1101 W 5th St, Austin, TX",-97.7563341,30.270847,"1101 w 5th st, austin, tx 78703, usa"
"City Hill","512/479-0817, dinner nightly from 5pm","401 Sabine St","Austin","TX","(BW),(GO)",NA,2002,"Restaurants","","401 Sabine St, Austin, TX",-97.7365377,30.2645551,"401 sabine st, austin, tx 78701, usa"
"Eastside Cafe","(at Coleto, by bright yellow gas station) 512/476-5858, lunch & dinner","2113 Manor Rd","Austin","TX","(BW),(WC)",NA,2002,"Restaurants","","2113 Manor Rd, Austin, TX",-97.7195392,30.2839417,"2113 manor rd, austin, tx 78722, usa"
"El Sol y La Luna","(at Academy) 512/444-7770 7am-3pm, till 10pm Wed-Sat, great brkfst","1224 S Congress Ave","Austin","TX","(E),(WC),(GO)",NA,2002,"Restaurants","","1224 S Congress Ave, Austin, TX",-97.7491822,30.2516309,"1224 s congress ave, austin, tx 78704, usa"
"Fonda San Miguel","512/459-4121 dinner only, popular Sun brunch, Mexican, full bar","2330 W North Loop","Austin","TX","(GO)",NA,2002,"Restaurants","","2330 W North Loop, Austin, TX",-97.7433558,30.3255666,"2330 w n loop blvd, austin, tx 78756, usa"
"Jo's Coffee Shop","512/444-3800 7am-7pm","1300 S Congress Ave","Austin","TX","(GO)",NA,2002,"Restaurants","","1300 S Congress Ave, Austin, TX",-97.7493688,30.2510578,"1300 s congress ave, austin, tx 78704, usa"
"Katz's","(at Rio Grande) 512/472-2037, 24hrs, NY-style deli, full bar","618 W 6th St","Austin","TX","(WC)",NA,2002,"Restaurants","","618 W 6th St, Austin, TX",-97.74934,30.2701144,"618 w 6th st, austin, tx 78701, usa"
"Romeo's","(nr Lamar) 512/476-1090 lunch & dinner, Italian","1500 Barton Springs Rd","Austin","TX","(BW),(WC)",NA,2002,"Restaurants","","1500 Barton Springs Rd, Austin, TX",-97.7600695,30.2617577,"1500 barton springs rd, austin, tx 78704, usa"
"Suzi's Chinese Kitchen","(at Treadwell) 512/441-8400 lunch & dinner, clsd Sun","1152 S Lamar","Austin","TX","",NA,2002,"Restaurants","","1152 S Lamar, Austin, TX",-97.7625528,30.2551831,"1152 s lamar blvd, austin, tx 78704, usa"
"Threadgill's","(at Koenig) 512/451-5440, 11am-10pm, till 9pm Sun, great chicken-fried steak","6416 N Lamar","Austin","TX","",NA,2002,"Restaurants","","6416 N Lamar, Austin, TX",-97.7233927,30.3327295,"6416 n lamar blvd, austin, tx 78752, usa"
"West Lynn Cafe","(W 12th St) 512/482-0950, vegetarian","1110 W Lynn","Austin","TX","(BW)",NA,2002,"Restaurants","","1110 W Lynn, Austin, TX",-97.7595177,30.2800628,"1110 w lynn st, austin, tx 78703, usa"
"Historic Austin Tours","(in the Visitor Information Center) 800/926-2282 x4577 free guided & self-guided tours of the Capitol, Congress Ave & 6th St, Texas State Cemetery, Hyde Park","201 E 2nd St","Austin","TX","",NA,2002,"Entertainment & Recreation","","201 E 2nd St, Austin, TX",-97.7424416,30.2635399,"201 e 2nd st, austin, tx 78701, usa"
"Lobo","(btwn 32nd & 33rd) 512/454-5406, 10am-10pm, till 11pm Fri-Sat, lgbt","3204-A Guadalupe","Austin","TX","(WC)",NA,2002,"Bookstores","","3204-A Guadalupe, Austin, TX",-97.7406305,30.2996761,"3204 guadalupe st a, austin, tx 78705, usa"
"Texas Triangle","214/946-0401, 877/903-8407, Igbt weekly newspaper w/ arts calendar & statewide resource list","1012 N Bishop","Austin","TX","",NA,2002,"Publications","","1012 N Bishop, Austin, TX",-97.7349433,30.3220992,"1012 north st, austin, tx 78756, usa"
"Midtowne Spa-Austin","(at Koenig) 512/302-9696, 24hrs","5815 Airport Blvd","Austin","TX","(PC)",NA,2002,"Men's Clubs","","5815 Airport Blvd, Austin, TX",-97.7147273,30.3232586,"5815 airport blvd, austin, tx 78752, usa"
"Austin Six","(at Hwy 183) 512/385-5328, 24hrs","521 Thompson Ln","Austin","TX","",NA,2002,"Erotica","","521 Thompson Ln, Austin, TX",-97.6850689,30.2371159,"521 thompson ln, austin, tx 78742, usa"
"Forbidden Fruit","(btwn 5th & 6th) 512/478-8358","512 Neches","Austin","TX","",NA,2002,"Erotica","","512 Neches, Austin, TX",-97.7385056,30.2665906,"512 neches st, austin, tx 78701, usa"
"Oasis Bookstore","(at Rundberg) 512/835-7208, 24hrs","9601 N IH-35","Austin","TX","",NA,2002,"Erotica","","9601 N IH-35, Austin, TX",-97.6857628,30.36029,"service road nb, 9601 n interstate hwy 35, austin, tx 78753, usa"
"Lambda AA","409/866-6165, 8pm Wed Et Sat","1385 Calder Ave","Beaumont","TX","",NA,2002,"Info Lines & Services","","1385 Calder Ave, Beaumont, TX",-94.1091659,30.0858583,"1385 calder ave, beaumont, tx 77701, usa"
"Copa","(at Liberty) 409/832-4206, 9pm-2am, till 3am Fri-Sat","304 Orleans St","Beaumont","TX","(*),(MW),(D),(S),(WC)",NA,2002,"Nightclubs","","304 Orleans St, Beaumont, TX",-94.1007538,30.0838599,"304 orleans st, beaumont, tx 77701, usa"
"Crockett Street Station","(at Park) 409/833-3989, 5pm-2am, from 4pm Sun, DJ Sat","497 Crockett St","Beaumont","TX","(MW),(D),(S)",NA,2002,"Nightclubs","","497 Crockett St, Beaumont, TX",-94.10059,30.082614,"497 crockett st, beaumont, tx 77701, usa"
"Carlo's","(btwn 9th & 10th) 409/833-0108, 11am-10pm clsd Sun, Italian/ Greek, full bar","2570 Calder","Beaumont","TX","(E)",NA,2002,"Restaurants","","2570 Calder, Beaumont, TX",-94.1263548,30.0859679,"2570 calder ave, beaumont, tx 77702, usa"
"Lambda AA","(at MCC Corpus Christi) 361/882-8255, 8pm Tue","1315 Craig","Corpus Christi","TX","",NA,2002,"Info Lines & Services","","1315 Craig, Corpus Christi, TX",-97.4046185,27.7797094,"1315 craig st, corpus christi, tx 78404, usa"
"Anthony's By The Sea","Rockport 361/729-6100, 800/460-2557, full brkfst, hot tub","732 S Pearl St","Corpus Christi","TX","(GS),(SW),(WC),(GO)",NA,2002,"Accommodations","","732 S Pearl St, Corpus Christi, TX",-97.0562483,28.0186225,"732 s pearl st, rockport, tx 78382, usa"
"Christy Estates Suites","(at Weber) 361/854-1091, 800/678-4836, hot tubs & spas, non-smoking rms available","3942 Holly St","Corpus Christi","TX","(GF),(SW),(WC)",NA,2002,"Accommodations","","3942 Holly St, Corpus Christi, TX",-97.4048481,27.7131531,"3942 holly rd, corpus christi, tx 78415, usa"
"The Closet","(at Hilldale) 361/857-8380, 6pm-2am","511 Carroll Ln","Corpus Christi","TX","(MW),(NH)",NA,2002,"Bars","","511 Carroll Ln, Corpus Christi, TX",-97.4034198,27.7288742,"carroll ln, corpus christi, tx, usa"
"The Hidden Door","(at Coleman) 361/882-5002, 3pm-2am, from noon wknds","802 S Staples St","Corpus Christi","TX","(M),(NH),(WC)",NA,2002,"Bars","","802 S Staples St, Corpus Christi, TX",-97.4018127,27.7842211,"802 s staples st, corpus christi, tx 78401, usa"
"Mingles","(at Mary) 361/884-8022 9pm-2am, from 7pm Sun, clsd Mon-Tue, drag shows Fri (more men)","512 S Staples","Corpus Christi","TX","(W),(D),(S)",NA,2002,"Bars","","512 S Staples, Corpus Christi, TX",-97.4021034,27.7864422,"512 s staples st, corpus christi, tx 78401, usa"
"Liquid","361/888-8767, 9pm-4am Wed-Sun, patio","208 N Water","Corpus Christi","TX","(GS),(D),(S),(18+)",NA,2002,"Nightclubs","","208 N Water, Corpus Christi, TX",-97.393333,27.793153,"208 n water st, corpus christi, tx 78401, usa"
"John Thomas Gay/Lesbian Community Center","(at Brown) 214/528-9254 9am-9pm, till 5pm wknds, from noon Sun","2701 Reagan St","Dallas","TX","(WC)",NA,2002,"Info Lines & Services","","2701 Reagan St, Dallas, TX",-96.8137749,32.8078536,"2701 reagan st, dallas, tx 75219, usa"
"Lambda AA","#106 214/267-0222, call for mtg schedule","2438 Butler","Dallas","TX","",NA,2002,"Info Lines & Services","","2438 Butler, Dallas, TX",-96.8335925,32.8178163,"2438 butler st, dallas, tx 75235, usa"
"The Courtyard on the Trail","(at White Rock Trail) 214/553-9700, 800/484-6260 x0465 full brkfst","8045 Forest Trail","Dallas","TX","(GS),(SW),(NS),(GO)",NA,2002,"Accommodations","","8045 Forest Trail, Dallas, TX",-96.7247004,32.867427,"8045 forest trail, dallas, tx 75238, usa"
"Holiday Inn Select Dallas Central","(at Meadow) 214/373-6000, 888/477-STAY","10650 N Central Expwy","Dallas","TX","(GS)",NA,2002,"Accommodations","","10650 N Central Expwy, Dallas, TX",-96.7680929,32.890952,"10650 n central expy, dallas, tx 75231, usa"
"Melrose Hotel","(at Cedar Springs) 214/52 1-5151 , 800/635-7673 full brkfst, smokefree rms available, also piano bar & lounge","3015 Oak Lawn Ave","Dallas","TX","(GF),(SW),(WC)",NA,2002,"Accommodations","","3015 Oak Lawn Ave, Dallas, TX",-96.8094457,32.8089704,"3015 oak lawn ave, dallas, tx 75219, usa"
"After Dark","(at Throckmorton) 214/219-1099 4pm-2am, piano & jazz bar","4026 Cedar Springs","Dallas","TX","(MW),(E),(WC)",NA,2002,"Bars","","4026 Cedar Springs, Dallas, TX",-96.8116012,32.8117885,"4026 cedar springs rd, dallas, tx 75219, usa"
"Crews Inn","(at Travis) 214/526-9510 noon-2am, popular Tue nights, patio","3215 N Fitzhugh","Dallas","TX","(*),(M),(D),(S),(WC)",NA,2002,"Bars","","3215 N Fitzhugh, Dallas, TX",-96.7934077,32.8165025,"3215 n fitzhugh ave, dallas, tx 75204, usa"
"Dallas Eagle","#107 (at Maple, enter rear) 214/357-4375, 4pm-2am, after-hrs Sat","2515 Inwood","Dallas","TX","(M),(L)",NA,2002,"Bars","","2515 Inwood, Dallas, TX",-96.836386,32.822014,"2515 inwood rd, dallas, tx 75235, usa"
"Dewayne's Oasis","(at Hudnall) 214/528-6234, 11am-2am","5334 Lemmon Ave","Dallas","TX","(M),(NH),(D),(F),(K),(S)",NA,2002,"Bars","","5334 Lemmon Ave, Dallas, TX",-96.8225658,32.8269061,"5334 lemmon ave, dallas, tx 75209, usa"
"The Fraternity House","(at Dallas Tollway) 214/252-9071 noon-2am, show bar, male dancers Fri-Sat, karaoke Sun","2525 Wycliff","Dallas","TX","(M),(K),(S),(WC)",NA,2002,"Bars","","2525 Wycliff, Dallas, TX",-96.8191479,32.8110156,"2525 wycliff ave, dallas, tx 75219, usa"
"Hidden Door","214/526-9211, 7am-2am, from noon Sun","5025 Bowser","Dallas","TX","(M),(NH),(L)",NA,2002,"Bars","","5025 Bowser, Dallas, TX",-96.8188351,32.8246588,"5025 bowser ave, dallas, tx 75209, usa"
"Hideaway Club","(at Fitzhgh) 214/559-2966, 8am-2am, from noon Sun, piano bar","4144 Buena Vista","Dallas","TX","(MW),(P),(E),(OC)",NA,2002,"Bars","","4144 Buena Vista, Dallas, TX",-96.7948927,32.8168739,"4144 buena vista st, dallas, tx 75204, usa"
"JR's Bar & Grill","(at Throckmorton) 214/559-0650, 11am-2am, grill till 4pm","3923 Cedar Springs Rd","Dallas","TX","(*),(M),(F),(WC)",NA,2002,"Bars","","3923 Cedar Springs Rd, Dallas, TX",-96.8112868,32.8108039,"3923 cedar springs rd, dallas, tx 75219, usa"
"The Courtyard on the Trail","(at White Rock Trail) 214/553-9700, 800/484-6260 x0465 full brkfst","8045 Forest Trail","Dallas","TX","(GS),(SW),(NS),(GO)",NA,2002,"Accommodations","","8045 Forest Trail, Dallas, TX",-96.7247004,32.867427,"8045 forest trail, dallas, tx 75238, usa"
"Holiday Inn Select Dallas Central","(at Meadow) 214/373-6000, 888/477-STAY","10650 N Central Expwy","Dallas","TX","(GS)",NA,2002,"Accommodations","","10650 N Central Expwy, Dallas, TX",-96.7680929,32.890952,"10650 n central expy, dallas, tx 75231, usa"
"Melrose Hotel","(at Cedar Springs) 214/521-5151, 800/635-7673 full brkfst, smokefree rms available, also piano bar & lounge","3015 Oak Lawn Ave","Dallas","TX","(GF),(SW),(WC)",NA,2002,"Accommodations","","3015 Oak Lawn Ave, Dallas, TX",-96.8094457,32.8089704,"3015 oak lawn ave, dallas, tx 75219, usa"
"After Dark","(at Throckmorton) 214/219-1099 4pm-2am, piano & jazz bar","4026 Cedar Springs","Dallas","TX","(MW),(E),(WC)",NA,2002,"Bars","","4026 Cedar Springs, Dallas, TX",-96.8116012,32.8117885,"4026 cedar springs rd, dallas, tx 75219, usa"
"Crews Inn","(at Travis) 214/526-9510 noon-2am, popular Tue nights, patio","3215 N Fitzhugh","Dallas","TX","(*),(M),(D),(S),(WC)",NA,2002,"Bars","","3215 N Fitzhugh, Dallas, TX",-96.7934077,32.8165025,"3215 n fitzhugh ave, dallas, tx 75204, usa"
"Dallas Eagle","#107, 214/357-4375 4pm-2am, after-hrs Sat","215 Inwood","Dallas","TX","(M),(L)",NA,2002,"Bars","","215 Inwood, Dallas, TX",-96.6588346,32.8144134,"physical fitness, dallas, tx 75228, usa"
"Dewayne's Oasis","(at Hudnall) 214/528-6234, 11am-2am","5334 Lemmon Ave","Dallas","TX","(M),(NH),(D),(F),(K),(S)",NA,2002,"Bars","","5334 Lemmon Ave, Dallas, TX",-96.8225658,32.8269061,"5334 lemmon ave, dallas, tx 75209, usa"
"The Fraternity House","(at Dallas Tollway) 214/252-9071 noon-2am, show bar, male dancers Fri-Sat, karaoke Sun","2525 Wycliff","Dallas","TX","(M),(K),(S),(WC)",NA,2002,"Bars","","2525 Wycliff, Dallas, TX",-96.8191479,32.8110156,"2525 wycliff ave, dallas, tx 75219, usa"
"Hidden Door","214/526-9211, 7am-2am, from noon Sun","5025 Bowser","Dallas","TX","(M),(NH),(L)",NA,2002,"Bars","","5025 Bowser, Dallas, TX",-96.8188351,32.8246588,"5025 bowser ave, dallas, tx 75209, usa"
"Hideaway Club","(at Fitzhugh) 214/559-2966, 8am-2am, from noon Sun, piano bar","4144 Buena Vista","Dallas","TX","(MW),(P),(E),(OC)",NA,2002,"Bars","","4144 Buena Vista, Dallas, TX",-96.7948927,32.8168739,"4144 buena vista st, dallas, tx 75204, usa"
"JR's Bar & Grill","(at Throckmorton). 214/559-0650 11am-2am, grill till 4pm","3923 Cedar Springs Rd","Dallas","TX","(*),(M),(F),(WC)",NA,2002,"Bars","","3923 Cedar Springs Rd, Dallas, TX",-96.8112868,32.8108039,"3923 cedar springs rd, dallas, tx 75219, usa"
"The Keep Tavern & Grill","(1 blk E of Lamar & Munger) 214/969- 6900, 24hrs, Sun brunch","1914 Laws St","Dallas","TX","(M),(P),(F),(18+),(WC),(GO)",NA,2002,"Bars","","1914 Laws St, Dallas, TX",-96.8058583,32.7835586,"1914 laws st, dallas, tx 75202, usa"
"Moby Dick","(btwn Douglas & Throckmorton) 214/520-6629 noon-2am","4011 Cedar Springs Rd","Dallas","TX","(MW),(V),(WC)",NA,2002,"Bars","","4011 Cedar Springs Rd, Dallas, TX",-96.811886,32.8112142,"4011 cedar springs rd, dallas, tx 75219, usa"
"Pub Pegasus","(at Travis) 214/559-4663, noon-2am, from 11am Sat","3326 N Fitzhugh","Dallas","TX","(M),(NH),(WC)",NA,2002,"Bars","","3326 N Fitzhugh, Dallas, TX",-96.7945457,32.8176236,"3326 n fitzhugh ave, dallas, tx 75204, usa"
"Side 2 Bar","(btwn Fairmount & Brown) 214/528-2026, 8am-2am, from noon Sun","2615 Oak Lawn Ave","Dallas","TX","(M),(NH),(WC)",NA,2002,"Bars","","2615 Oak Lawn Ave, Dallas, TX",-96.8129538,32.8059099,"2615 oak lawn ave, dallas, tx 75219, usa"
"The Studio","(at Reagan) 214/521-7079 9am-2am, from noon Sun, male dancers Mon, strippers Tue","3851 Cedar Springs Rd","Dallas","TX","(MW),(NH)",NA,2002,"Bars","","3851 Cedar Springs Rd, Dallas, TX",-96.8103654,32.8100057,"3851 cedar springs rd, dallas, tx 75219, usa"
"Sue Ellen's","(at Reagan) 214/559-0650 3pm-2am, from noon wknds, patio","3903 Cedar Springs Rd","Dallas","TX","(*),(W),(D),(E),(WC)",NA,2002,"Bars","","3903 Cedar Springs Rd, Dallas, TX",-96.8109781,32.8104099,"3903 cedar springs rd, dallas, tx 75219, usa"
"Throckmorton Mining Co","(at Cedar Springs) 214/559-0650, 1pm-2am","3014 Throckmorton","Dallas","TX","(*),(M),(L)",NA,2002,"Bars","","3014 Throckmorton, Dallas, TX",-96.8114048,32.8106421,"3014 throckmorton st, dallas, tx 75219, usa"
"Trestle","214/826-9988 8pm-2am","412 S Haskell","Dallas","TX","(M),(NH),(L)",NA,2002,"Bars","","412 S Haskell, Dallas, TX",-96.7685086,32.7870563,"412 s haskell ave, dallas, tx 75226, usa"
"Twisted Lemmon Club","(btwn Timberline & Sheila) 214/366-2667 2pm-2am","3221 W Northwest Hwy","Dallas","TX","(M),(NH)",NA,2002,"Bars","","3221 W Northwest Hwy, Dallas, TX",-96.86582,32.8556433,"3221 w northwest hwy, dallas, tx 75220, usa"
"Upstaged","214/827-7070, 5pm-2am, clsd Mon-Tue, stand-up comedy & improv after 8pm","1802-A Greenville Ave","Dallas","TX","(GF),($)",NA,2002,"Bars","","1802-A Greenville Ave, Dallas, TX",-96.7697602,32.8122907,"1802 greenville ave a, dallas, tx 75206, usa"
"Zippers","(at Travis) 214/526-9519 noon-2am, dancers","3333 N Fitzhugh","Dallas","TX","(M),(NH)",NA,2002,"Bars","","3333 N Fitzhugh, Dallas, TX",-96.7942232,32.816998,"3333 n fitzhugh ave, dallas, tx 75204, usa"
"The Zone","214/559-0880, 2pm-2am, patio","3810 Congress","Dallas","TX","(M),(NH),(WC)",NA,2002,"Bars","","3810 Congress, Dallas, TX",-96.8109423,32.8074299,"3810 congress ave, dallas, tx 75219, usa"
"Bamboleo's","214/520-1124, 9pm-2am, clsd Mon-Wed","5027 Lemmon Ave","Dallas","TX","(MW),(D),(MR-L),(WC)",NA,2002,"Nightclubs","","5027 Lemmon Ave, Dallas, TX",-96.8191831,32.8233981,"5027 lemmon ave, dallas, tx 75209, usa"
"The Brick","(at Throckmorton) 214/521-2024, 9pm-4am, patio","4117 Maple Ave","Dallas","TX","(M),(D),(WC),($)",NA,2002,"Nightclubs","","4117 Maple Ave, Dallas, TX",-96.8171293,32.8064497,"4117 maple ave, dallas, tx 75219, usa"
"Club NV","#208 (at Indiana & Malcolm X) 214/742-2708, 9pm-2am from 8pm Sun, bbq/ more men Sun","3100 Main St","Dallas","TX","(W),(D),(P),(MR-AF),(E),(23+)",NA,2002,"Nightclubs","","3100 Main St, Dallas, TX",-96.7785821,32.7846795,"3100 main st, dallas, tx 75226, usa"
"Male Boxx","{at Inwood) 214/219-8269, 3pm-2am","5006 Lemmon Ave","Dallas","TX","(MO),(S)",NA,2002,"Nightclubs","","5006 Lemmon Ave, Dallas, TX",-96.8186507,32.8235709,"5006 lemmon ave, dallas, tx 75209, usa"
"The Metro","(at Pearl St) 214/742-2101, 9:30pm-2am Th-Sat, drag shows","2204 Elm","Dallas","TX","(M),(D),(MR-AF),(S),(18+),(WC)",NA,2002,"Nightclubs","","2204 Elm, Dallas, TX",-96.7923231,32.7826396,"2204 elm st, dallas, tx 75201, usa"
"One","(in Deep Ellum) 214/741-1111 10pm-4am, more gay Fri, clsd Sun-Wed","3025 Main","Dallas","TX","(GS),(D),(A)",NA,2002,"Nightclubs","","3025 Main, Dallas, TX",-96.779898,32.7848652,"3025 main st, dallas, tx 75226, usa"
"Round-Up Saloon","(at Throckmorton) 214/522-9611, 3pm-2am, from noon wknds","3912-14 Cedar Springs Rd","Dallas","TX","(*),(M),(D),(CW),(WC)",NA,2002,"Nightclubs","","3912-14 Cedar Springs Rd, Dallas, TX",-96.8103996,32.8107459,"3912 cedar springs rd, dallas, tx 75219, usa"
